,Concept_ID,da,tt
838,zunehmen::V,tiltage,ишәю
839,steigen::V,stige,үсү
840,wachsen::V,gro,үсү
841,wachsen::V,vokse,үсү
842,glänzen::V,glinse,ялкылдау
843,funkeln::V,tindre,ялтырау
844,lärmen::V,larme,шаулау
845,läuten::V,ringe,шалтырату
846,klingeln::V,ringe,шалтырату
847,klirren::V,klirre,чылтырау
848,brausen::V,bruse,давыллау
849,brausen::V,bruse,дулау
850,rauschen::V,suse,кыштырдау
851,klingen::V,lyde,ишетелү
852,klingen::V,klinge,ишетелү
853,bellen::V,gø,өрү
854,heulen::V,hyle,улау
855,blasen::V,blæse,өрү
856,pfeifen::V,fløjte,сызгырту
857,schreien::V,skrige,кычкыру
858,stöhnen::V,stønne,ыңгырашу
859,zittern::V,dirre,калтырау
860,zittern::V,dirre,калтырану
861,zittern::V,skælve,калтырау
862,zittern::V,skælve,калтырану
863,leben::V,leve,яшәү
864,leben::V,leve,гомер итү
865,geboren werden::V,fødes,туу
866,atmen::V,ånde,сулау
867,trinken::V,drikke,эчү
868,essen::V,spise,ашау
869,schlucken::V,synke,йоту
870,müde werden::V,blive træt,ялыгу
871,müde werden::V,blive træt,йөгенү
872,einschlafen::V,falde i søvn,йокыга китү
873,schlafen::V,sove,йоклау
874,aufwachen::V,vågne,уяну
875,aufstehen::V,stå op,тору
876,sich erholen::V,komme sig,ял алу
877,sich erholen::V,komme sig,истирахәт итү
878,krank werden::V,blive syg,чирләү
879,krank sein::V,være syg,чирләү
880,schmerzen::V,smerte,авырту
881,husten::V,hoste,ютәлләү
882,genesen::V,komme sig,савыгу
883,genesen::V,komme sig,сәламәтләнү
884,sterben::V,dø,үлү
885,sterben::V,dø,дөнья кую
886,sterben::V,dø,вафат булу
887,umkommen::V,omkomme,үлү
888,sich bewegen::V,bevæge sig,йөрү
889,sich rühren::V,røre på sig,кыймылдау
890,sich erheben::V,rejse sig,басу
891,sich setzen::V,sætte sig,утыру
892,laufen::V,løbe,җәяүләү
893,schreiten::V,skride,атлау
894,spazierengehen::V,gå en tur,йөрү
895,spazierengehen::V,gå en tur,йөргенү
896,eilen::V,ile,ашыгу
897,sich beeilen::V,skynde sig,ашыгу
898,sich beeilen::V,skynde sig,кызулау
899,sausen::V,suse,җилдерү
900,rennen::V,løbe,йөгерү
901,rennen::V,rende,йөгерү
902,springen::V,hoppe,сикерү
903,springen::V,springe,сикерү
904,klettern::V,klatre,үрмәләү
905,schaukeln::V,gynge,атыну
906,kriechen::V,krybe,шуышу
907,kriechen::V,krybe,үрмәләү
908,schwimmen::V,svømme,йөзү
909,tauchen::V,dykke,чуму
910,rudern::V,ro,ишү
911,fahren::V,køre,бару
912,fliegen::V,flyve,очу
913,gehen::V,gå,йөрү
914,weggehen::V,gå bort,китү
915,abfahren::V,køre bort,кузгалу
916,anhalten::V,standse,тукталу
917,hineingehen::V,gå ind,инү
918,eintreten::V,træde ind,инү
919,kommen::V,komme,килү
920,ankommen::V,ankomme,бару
921,zurückkommen::V,komme tilbage,кире кайту
922,bleiben::V,blive,калу
923,bleiben::V,forblive,калу
924,warten::V,vente,көтү
925,erwarten::V,vente,көтү
926,erwarten::V,afvente,көтү
927,suchen::V,søge,эзләү
928,finden::V,finde,табу
929,versuchen::V,forsøge,маташу
930,vorbereiten::V,forberede,хәзерләү
931,lieben::V,elske,сөю
932,lieben::V,elske,ярату
933,mögen::V,holde af,өнәү
934,mögen::V,kunne lide,өнәү
935,lachen::V,le,көлү
936,rühren::V,røre,дулкынландыру
937,weinen::V,græde,елау
938,schimpfen::V,skænde,сүгү
939,schimpfen::V,skænde,сүгенү
940,sich ärgern::V,ærgre sig,ачулану
941,sich fürchten::V,være bange,курку
942,fürchten::V,være bange for,калтырау
943,fürchten::V,være bange for,калтырану
944,fliehen::V,flygte,арка бирү
945,flüchten::V,flygte,качу
946,sehen::V,se,күрү
947,anschauen::V,se på,карау
948,anschauen::V,betragte,карау
949,ansehen::V,anse,карау
950,ansehen::V,anse,күзәтү
951,hören::V,høre,ишетү
952,zuhören::V,høre til,тыңлау
953,probieren::V,smage,тату
954,probieren::V,smage på,тату
955,riechen::V,lugte,иснәү
956,fühlen::V,føle,тою
957,fühlen::V,føle,сизү
958,scheinen::V,synes,күренү
959,zu sehen sein::V,synes,күренү
960,vernehmen::V,erfare,ишетү
961,frieren::V,fryse,өшү
962,frieren::V,fryse,күшегү
963,tun::V,gøre,итү
964,können::V,kunne,алу
965,wollen::V,ville,теләү
966,anfangen::V,begynde,керешү
967,beenden::V,afslutte,бетерү
968,beenden::V,afslutte,тәмамлау
969,aufhören::V,ophøre,бетү
970,aufhören::V,holde op,бетү
971,gelingen::V,lykkes,уңу
972,geraten::V,blive,сабышу
973,öffnen::V,åbne,ачу
974,schließen::V,lukke,ябу
975,stellen::V,stille,кую
976,setzen::V,sætte,утырту
977,legen::V,lægge,яткыру
978,berühren::V,berøre,тию
979,verbinden::V,forbinde,ялгау
980,bedecken::V,dække,өрту
981,bedecken::V,dække,каплау
982,bedecken::V,dække,томалау
983,bedecken::V,bedække,өрту
984,bedecken::V,bedække,каплау
985,bedecken::V,bedække,томалау
986,aufhängen::V,hænge,асу
987,aufhängen::V,hænge op,асу
988,anzünden::V,tænde,кабызу
989,anzünden::V,antænde,кабызу
990,aufheben::V,løfte,күтәрү
991,aufheben::V,tage op,күтәрү
992,zurücklassen::V,lade tilbage,калдыру
993,verlieren::V,miste,югалту
994,fallen lassen::V,tabe,төшерү
995,fallen lassen::V,droppe,төшерү
996,machen::V,gøre,ясау
997,machen::V,gøre,эшләү
998,herstellen::V,fremstille,ясау
999,bauen::V,bygge,кору
1000,reparieren::V,reparere,төзәтү
1001,verbessern::V,rette,яхшырту
1002,verbessern::V,forbedre,яхшырту
1003,ändern::V,ændre,үзгәртү
1004,graben::V,grave,казу
1005,beugen::V,bøje,ию
1006,biegen::V,bøje,бөгү
1007,drehen::V,dreje,бору
1008,drehen::V,dreje,бөтерү
1009,wenden::V,vende,бору
1010,umdrehen::V,dreje om,түнтәрү
1011,heben::V,hæve,күтәрү
1012,hochheben::V,løfte,күтәрү
1013,ergreifen::V,gribe fat i,эләктерү
1014,halten::V,holde,тоту
1015,drücken::V,trykke,кысу
1016,schieben::V,skyde,кузгату
1017,schieben::V,skubbe,кузгату
1018,kratzen::V,klø,тырнау
1019,kratzen::V,kradse,тырнау
1020,lecken::V,slikke,ялау
1021,beißen::V,bide,тешләү
1022,abreißen::V,rive af,өзү
1023,abschneiden::V,skære af,кыю
1024,abschneiden::V,skære af,кисү
1025,binden::V,binde,бәйләү
1026,stecken::V,stikke,төртү
1027,stecken::V,stikke,тыгу
1028,brechen::V,brække,сындыру
1029,klopfen::V,banke,шаку
1030,klopfen::V,banke,шакылдау
1031,hauen::V,hugge,кыйнау
1032,kleben::V,klistre,ябыштыру
1033,reiben::V,gnide,ышку
1034,streichen::V,smøre,ягу
1035,schleifen::V,slibe,кайрау
1036,schneiden::V,skære,кисү
1037,schneiden::V,klippe,кисү
1038,rütteln::V,ruske,селкетү
1039,schütteln::V,ryste,селкетү
1040,schwenken::V,svinge,болгау
1041,schütten::V,hælde,кою
1042,füllen::V,fylde,тутыру
1043,einwickeln::V,pakke ind,төрү
1044,tragen::V,bære,ташу
1045,schleppen::V,slæbe,сөйрәү
1046,schleppen::V,slæbe,өстерәү
1047,ziehen::V,trække,тарту
1048,aufbewahren::V,opbevare,саклау
1049,werfen::V,kaste,ыргыту
1050,fangen::V,fange,тоту
1051,packen::V,gribe,эләктерү
1052,verstecken::V,gemme,яшерү
1053,teilen::V,dele,бүлү
1054,schicken::V,sende,җибәрү
1055,bringen::V,bringe,китерү
1056,hinzufügen::V,tilføje,өстәү
1057,bekommen::V,få,алу
1058,erhalten::V,få,алу
1059,nehmen::V,tage,алу
1060,wählen::V,vælge,сайлау
1061,auswählen::V,udvælge,сайлау
1062,bewahren::V,bevare,саклау
1063,behindern::V,hindre,комачаулау
1064,behindern::V,forhindre,комачаулау
1065,verderben::V,ødelægge,бозу
1066,beschädigen::V,beskadige,бозу
1067,zerbrechen::V,brække itu,вату
1068,zerreißen::V,rive itu,өзү
1069,zerreißen::V,rive itu,ерту
1070,zerstören::V,ødelægge,җимерү
1071,verbrennen::V,brænde,яндыру
1072,verbrennen::V,brænde,көйдерү
1073,geben::V,give,бирү
1074,reichen::V,række,тапшыру
1075,schenken::V,forære,бүләкләү
1076,versprechen::V,love,вәгъдә бирү
1077,wünschen::V,ønske,котлау
1078,loben::V,rose,мактау
1079,küssen::V,kysse,үбү
1080,wiegen::V,vugge,тирбәтү
1081,zudecken::V,dække til,ябу
1082,zudecken::V,dække til,бөркәү
1083,wecken::V,vække,уяту
1084,zeigen::V,vise,күрсәтү
1085,führen::V,føre,йөртү
1086,lehren::V,lære,өйрәтү
1087,unterrichten::V,undervise,укыту
1088,aufziehen::V,opdrage,асрау
1089,leiten::V,lede,җитәкләү
1090,antreiben::V,skynde på,куалау
1091,antreiben::V,skynde på,әйдәләү
1092,antreiben::V,skynde på,ашыктыру
1093,lassen::V,få til at,мәҗбүр итү
1094,einladen::V,indbyde,чакыру
1095,einladen::V,invitere,чакыру
1096,vereinigen::V,forene,берләштерү
1097,besuchen::V,besøge,керешү
1098,treffen::V,møde,очрату
1099,sich versammeln::V,forsamles,җыелышу
1100,spielen::V,lege,уйнау
1101,spielen::V,spille,уйнау
1102,singen::V,synge,җырлау
1103,tanzen::V,danse,бию
1104,sich trennen::V,skilles,аерылу
1105,sich trennen::V,skilles,ташлашу
1106,verlassen::V,forlade,ташлау
1107,verlassen::V,forlade,калдыру
1108,retten::V,redde,коткару
1109,bewachen::V,bevogte,каравыллау
1110,schützen::V,skærme,ышыклау
1111,schützen::V,beskytte,ышыклау
1112,verteidigen::V,forsvare,яклау
1113,verteidigen::V,forsvare,саклау
1114,sich schlagen::V,slås,сугышу
1115,schießen::V,skyde,ату
1116,siegen::V,sejre,җиңү
1117,ärgern::V,ærgre,ачуландыру
1118,schlagen::V,slå,ору
1119,schlagen::V,slå,бәрү
1120,schlagen::V,slå,тукмау
1121,treten::V,sparke,тибү
1122,stechen::V,stikke,кадау
1123,stoßen::V,støde,этү
1124,stehlen::V,stjæle,урлау
1125,stören::V,forstyrre,комачаулау
1126,belästigen::V,genere,борчу
1127,belästigen::V,genere,билмазалау
1128,belästigen::V,ulejlige,борчу
1129,belästigen::V,ulejlige,билмазалау
1130,verbergen::V,skjule,яшерү
1131,täuschen::V,villede,алдату
1132,betrügen::V,bedrage,хәрәмләшү
1133,töten::V,dræbe,үтерү
1134,wohnen::V,bo,яшәү
1135,arbeiten::V,arbejde,эшләү
1136,sammeln::V,samle,туплау
1137,pflücken::V,plukke,өзү
1138,jagen::V,jage,аулау
1139,fischen::V,fiske,балык тоту
1140,fassen::V,fange,тоту
1141,hüten::V,vogte,көтү
1142,treiben::V,drive,куалау
1143,anbinden::V,binde fast,бәйләү
1144,füttern::V,fodre,туйдыру
1145,melken::V,malke,саву
1146,hacken::V,hakke,чабу
1147,gießen::V,hælde,сугару
1148,reifen::V,modne,җитешү
1149,zubereiten::V,tilberede,пешеренү
1150,kochen::V,koge,пешерү
1151,kochen::V,koge,кайнату
1152,backen::V,bage,пешерү
1153,braten::V,stege,куыру
1154,braten::V,stege,кыздыру
1155,umrühren::V,røre om,бутау
1156,umrühren::V,røre om,болгату
1157,stricken::V,strikke,бәйләү
1158,nähen::V,sy,тегү
1159,färben::V,farve,ману
1160,reinigen::V,rense,чистарту
1161,reinigen::V,gøre ren,чистарту
1162,waschen::V,vaske,юу
1163,abwischen::V,tørre af,сөртү
1164,spülen::V,skylle,чайкау
1165,fegen::V,feje,себерү
1166,kehren::V,feje,себерү
1167,baden::V,bade,коену
1168,sich waschen::V,vaske sig,юыну
1169,ausziehen::V,tage af,чишенү
1170,anziehen::V,tage på,кию
1171,sich anziehen::V,klæde sig på,киенү
1172,kämmen::V,rede,тарау
1173,kämmen::V,frisere,тарау
1174,schmücken::V,pynte,бизәү
1175,schmücken::V,pynte,бизәкләү
1176,schmücken::V,smykke,бизәү
1177,schmücken::V,smykke,бизәкләү
1178,sagen::V,sige,дию
1179,sagen::V,sige,әйтү
1180,sprechen::V,snakke,сөйләү
1181,sprechen::V,snakke,сөйләшү
1182,reden::V,tale,сөйләү
1183,reden::V,snakke,сөйләү
1184,sich unterhalten::V,snakke sammen,сөйләшү
1185,fragen::V,spørge,сорау
1186,fragen::V,spørge,сорашу
1187,bitten::V,bede,үтенү
1188,erzählen::V,berette,сөйләү
1189,erzählen::V,fortælle,сөйләү
1190,mitteilen::V,meddele,белдерү
1191,nennen::V,nævne,дию
1192,rufen::V,råbe,дәшү
1193,prahlen::V,prale,мактану
1194,prahlen::V,prale,шапырыну
1195,übersetzen::V,oversætte,күчерү
1196,denken::V,tænke,уйлау
1197,glauben::V,tro,инану
1198,bemerken::V,bemærke,искәрү
1199,bemerken::V,lægge mærke til,искәрү
1200,erkennen::V,genkende,тану
1201,begreifen::V,begribe,аңлау
1202,begreifen::V,begribe,төшенү
1203,verstehen::V,forstå,аңлау
1204,verstehen::V,forstå,төшенү
1205,lernen::V,lære,уку
1206,lernen::V,lære,өйрәнү
1207,wissen::V,vide,белү
1208,sich erinnern an::V,mindes,хәтерләү
1209,sich erinnern an::V,huske på,хәтерләү
1210,vergessen::V,glemme,оныту
1211,messen::V,måle,үлчәү
1212,zählen::V,tælle,санау
1213,rechnen::V,regne,исәпләү
1214,lesen::V,læse,уку
1215,malen::V,male,рәсем ясау
1216,malen::V,male,сурәт ясау
1217,malen::V,male,сурәтләү
1218,zeichnen::V,tegne,язу-сызу
1219,zeichnen::V,tegne,сурәт ясау
1220,schreiben::V,skrive,язу
1221,besitzen::V,eje,биләү
1222,besitzen::V,besidde,биләү
1223,kaufen::V,købe,алу
1224,verkaufen::V,sælge,сату
1225,bezahlen::V,betale,түләү
1226,zahlen::V,betale,түләү
1227,beherrschen::V,beherske,ия булу
1228,ertragen::V,tåle,чыдау
1229,ertragen::V,udholde,чыдау
1230,hinfallen::V,,егылу
