,Concept_ID,kk,av
742,blind::A,көзсіз,беццаб
743,blind::A,көр,беццаб
744,blind::A,көр_соқыр,беццаб
745,taub::A,керең,гъугъаб
746,taub::A,саңырау,гъугъаб
747,kräftig::A,қуатты,гучаб
748,kräftig::A,қарымды,гучаб
749,stark::A,білекті,къуватаб
750,schwach::A,әлсіз,гӏажизаб
751,schwach::A,күшсіз,гӏажизаб
752,schwach::A,қайратсыз,гӏажизаб
753,fett::A,семіз,кьарияб
754,schlank::A,ашаң,чергесаб
755,hübsch::A,ажарлы,гьайбатаб
756,hübsch::A,шырайлы,гьайбатаб
757,böse::A,өш,ракӏквешаб
758,böse::A,сұм,ракӏквешаб
759,böse::A,жауыз,ракӏквешаб
760,dumm::A,көкми,гьагаб
761,dumm::A,көкми,гӏантаб
762,dumm::A,ақымақ,гьагаб
763,dumm::A,ақымақ,гӏантаб
764,dumm::A,миы жоқ,гьагаб
765,dumm::A,миы жоқ,гӏантаб
766,faul::A,жалқау,кӏохӏалаб
767,faul::A,жалқау,кӏухӏа́лаб
768,faul::A,еріншек,кӏохӏалаб
769,faul::A,еріншек,кӏухӏа́лаб
770,fleißig::A,ұқыпты,хӏаракатаб
771,geizig::A,сараң,къарумаб
772,klug::A,жетік,лумияб
773,klug::A,ақылды,лумияб
774,geschickt::A,шебер,махщел бугев
775,lieb::A,абзал,гӏазизаб
776,lieb::A,айналайын,гӏазизаб
777,lustig::A,көңілді,кепаб
778,sanft::A,жуас,хӏалимаб
779,sanft::A,жуас,хӏере́наб
780,hungrig::A,аш,бакъараб
781,krank::A,кеселді,щокъаб
782,krank::A,кеселді,унтараб
783,nackt::A,жалаңаш,гӏицӏаб
784,nackt::A,жалаңаш,чӏанкӏараб
785,traurig::A,қапа,пашманаб
786,lebendig::A,тірі,чӏагояб
787,lebendig::A,жанды,чӏагояб
788,gut::A,жақсы,лъикӏаб
789,schlecht::A,жаман,къадараб
790,richtig::A,дұрыс,битӏараб
791,schlimm::A,жаман,нажасаб
792,schlimm::A,жаман,къабихӏаб
793,wahr::A,нағыз,хӏакъаб
794,wahr::A,нағыз,битӏараб
795,alt::A,ескі,басрияб
796,neu::A,жаңа,цӏияб
797,ehemalig::A,өткен,цебе́госеб
798,ehemalig::A,бұрынғы,цебе́госеб
799,alt[Lebewesen]::A,кексе,хераб
800,jung::A,науша,тӏинчӏаб
801,jung::A,науша,гӏолохъанаб
802,arm::A,кедей,пакъираб
803,arm::A,дәулетсіз,пакъираб
804,reich::A,малды,бечедаб
805,bekannt::A,таныс,лъалеб
806,bekannt::A,көзтаныс,лъалеб
807,berühmt::A,атақты,машгьураб
808,fremd::A,бөтен,чияр
809,verschieden::A,түрлі,батӏи-батӏияб
810,nah::A,жуық,гӏагарда бугеб
811,nah::A,етене,гӏагарда бугеб
812,fern::A,алыс,рикӏкӏадаб
813,fern::A,алыстағы,рикӏкӏадаб
814,linker::A,сол,квегӏаб
815,linker::A,солшыл,квегӏаб
816,rechter::A,оң,кваранаб
817,anderer::A,өзге,батӏияб
818,anderer::A,былайғы,батӏияб
819,erster::A,алғашқы,тӏоцебесеб
820,zweiter::A,екінші,кӏиабилеб
821,dritter::A,үшінші,лъабабилеб
822,letzter::A,артқы,ахирисеб
823,letzter::A,кейінгі,ахирисеб
824,allein::ADV,серіксіз,ялгъузго
825,auf einmal::ADV,бірден,цихӏинтӏаго
826,zusammen::ADV,бірлесіп,цойида
827,lange::ADV,ұзақ,
828,plötzlich::ADV,кенет,цойидасанго
829,sofort::ADV,әне-міне дегенше,гьебсагӏат
830,später::ADV,артынан,
831,jetzt::ADV,енді,гьанже
832,jetzt::ADV,қазір,гьанже
833,heute::ADV,бүгін,жакъа
834,morgen::ADV,ертең,метер
835,bald::ADV,тез,гьабсагӏаталъ
836,dann::ADV,онан соң,цинги
837,dann::ADV,сонан соң,цинги
838,gestern::ADV,кеше,сон
839,einst::ADV,бірде,цин
840,einst::ADV,бір кезде,цин
841,damals::ADV,анада,гьебмехалъ
842,damals::ADV,анада,гьебмехалда
843,danach::ADV,онан соң,цинги
844,danach::ADV,онан соң,хадуса
845,danach::ADV,сонан соң,цинги
846,danach::ADV,сонан соң,хадуса
847,vorher::ADV,бұрын,цебе
848,zuerst::ADV,әуелі,тӏоцебе
849,zuerst::ADV,алдымен,тӏоцебе
850,einmal::ADV,бір жолы,цинцӏул
851,einmal::ADV,бір жолы,цихӏин
852,einmal::ADV,бір жолы,цоцӏул
853,manchmal::ADV,кейде,олоцӏул
854,oft::ADV,ылғи,гӏемерго
855,immer::ADV,өнебойы,кидаго
856,niemals::ADV,ешуақытта,киданиги
857,hier::ADV,бұнда,аниб
858,hier::ADV,осында,аниб
859,hierhin::ADV,бермен,анибехун
860,von hier::ADV,бер жақтан,гьаниса
861,dort::ADV,анда,гьениб
862,dorthin::ADV,әрі,гьадаба
863,geradeaus::ADV,тура,битӏутӏа
864,vorwärts::ADV,ілгері,цебехун
865,rückwärts::ADV,артқа,нахъ-нахъ
866,zurück::ADV,кейін қарай,нахъе
867,unten::ADV,төменде,ахакь
868,unten::ADV,төменде,гъоркь
869,hinab::ADV,астына,эхебе
870,hinab::ADV,төмен,эхебе
871,oben::ADV,жоғарыда,тӏад
872,oben::ADV,жоғарыда,тӏадехун
873,hinauf::ADV,өрге,эхеде
874,überall::ADV,әрқайда,кибго
875,nicht::ADV,емес,
876,ein wenig::ADV,азырақ,дагьабго
877,ein wenig::ADV,аздаған,дагьабго
878,ein wenig::ADV,азғантай,дагьабго
879,kaum::ADV,зорға,хӏалалъ
880,sehr::ADV,орасан,кутакалда
881,so::ADV,бұлай,гьедин
882,so::ADV,былайша,гьедин
883,noch::ADV,әлі,жеги
884,nur::ADV,ғана,гӏӣцӏго
885,schon::ADV,түге,
886,wieder::ADV,жаңа,на́хъеги
887,wieder::ADV,қайта,на́хъеги
888,wieder::ADV,жаңадан,на́хъеги
889,vergebens::ADV,бекер,чӏалгӏаде
890,vor::PRP,алды,цебе
891,hinter::PRP,артынан,хадуса
892,unter::PRP,түп,ахакь
893,unter::PRP,түп,гъоркь
894,unter::PRP,маңында,ахакь
895,unter::PRP,маңында,гъоркь
896,durch::PRP,арқылы,
897,neben::PRP,іргеде,аскӏо
898,neben::PRP,жанында,аскӏо
899,zwischen::PRP,арада,гьоркьоб
900,wegen::PRP,үшін,гьелда
901,dies::PRN,бұ,гьаб
902,dies::PRN,бұ,гьеб
903,dies::PRN,осы,гьаб
904,dies::PRN,осы,гьеб
905,das::PRN,сол,доб
906,alles::PRN,дүйім,
907,alles::PRN,күллі,
908,ich::PRN,мен,дун
909,du::PRN,сен,дуца
910,er::PRN,ол,доб
911,wir::PRN,біз,ниж
912,ihr::PRN,сіз,нуж
913,sie::PRN,олар,дол
914,sie::PRN,олар,эл
915,was::FPRN,не,щиб
916,wer::FPRN,кім,щиб
917,wo::FADV,кәні,киб
918,wo::FADV,кәні,кибехун
919,wo::FADV,қайда,киб
920,wo::FADV,қайда,кибехун
921,wohin::FADV,қайда,кибехун
922,wie::FADV,калай,кин
923,warum::FADV,неғып,щай
924,wieviel::FNUM,неше,кигӏан
925,wieviel::FNUM,қанша,кигӏан
926,eins::NUM,бір,цо
927,zwei::NUM,екі,кӏиго
928,drei::NUM,үш,лъабго
929,vier::NUM,төрт,ункъо
930,fünf::NUM,бес,щуго
931,sechs::NUM,алты,анлъго
932,sieben::NUM,жеті,анкьго
933,acht::NUM,сегіз,микьго
934,neun::NUM,тоғыз,ичӏго
935,zehn::NUM,он,анцӏго
936,elf::NUM,он бір,анцӏила цо
937,zwölf::NUM,он екі,кӏиго-анцӏила
938,zwanzig::NUM,жиырма,къого
939,dreißig::NUM,отыз,лъеберго
940,vierzig::NUM,қырық,кӏикъого
941,fünfzig::NUM,елу,кӏикъо́ялда анцӏго
942,sechzig::NUM,алпыс,лъабкъого
943,siebzig::NUM,жетпіс,лъабкъо́ялда анцӏго
944,achtzig::NUM,сексен,ункъого
945,neunzig::NUM,тоқсан,ункъоялда а́нцӏила
946,hundert::NUM,жүз,нусго
947,tausend::NUM,мың,азарго
948,und::CNJ,та,ва
949,und::CNJ,та,-ги
950,oder::CNJ,әлде,ялъуни
951,oder::CNJ,немесе,ялъуни
952,stehen::V,тұру,бахъунчӏезе
953,sitzen::V,отыру,гӏодов чӏезе
954,liegen::V,жату,бегизе
955,hängen::V,ілу,базе
956,werden::V,болу,бахъине
957,werden::V,түрегелу,бахъине
958,passieren::V,болу,лъугьине
959,passieren::V,болу,лъугьа-бахъине
960,beginnen::V,басталу,байбихьизе
961,enden::V,ада болу,лъугӏизе
962,wechseln::V,құбылу,хиса-басизе
963,wechseln::V,құбылу,хисизе
964,wechseln::V,өзгеру,хиса-басизе
965,wechseln::V,өзгеру,хисизе
966,aufgehen[Sonne]::V,шығу,баккизе
967,untergehen[Sonne]::V,батыру,щинкӏизе
968,scheinen[Sonne]::V,жылтырау,къалъ-къалъизе
969,donnern::V,күркіреу,гъугъазе
970,wehen::V,огып тур,пуйзе
971,strömen::V,сорғалау,чвахизе
972,fließen::V,ағу,чвахизе
973,sich drehen::V,айналу,сверизе
974,schwanken::V,толықсу,хьвагӏезе
975,schwanken::V,толықсу,багъа-бачаризе
976,schwingen::V,тербелу,щвартӏезе
977,fallen::V,құлау,бортизе
978,fallen::V,жығылу,бортизе
979,fallen::V,төмендеу,бортизе
980,brennen::V,жану,рекӏине
981,rauchen::V,түтету,кӏкӏуй буризе
982,regnen::V,жауу,базе
983,gefrieren::V,мұздай қату,гӏу́низе
984,gefrieren::V,мұз боп қату,гӏу́низе
985,tauen::V,жібу,биаризе
986,schmelzen::V,еру,биине
987,trocknen::V,курау,бакъвазе
988,sieden::V,қайнау,гьалдезе
989,faulen::V,иістену,махӏцине
990,verfaulen::V,шіру,туризе
991,reißen::V,жыртылу,бихъизе
992,versinken::V,малтығу,гъанкъизе
993,vergehen::V,өту,базе
994,vergehen::V,өту,бахъизе
995,vergehen::V,өту,ине
996,erscheinen::V,көріну,баккизе
997,erscheinen::V,көрініп қалу,баккизе
998,verschwinden::V,ғайып_болу,къине
999,verschwinden::V,ғайып_болу,билизе
1000,sinken::V,ылдилау,гӏодо́бе ккезе
1001,sinken::V,төмендеу,гӏодо́бе ккезе
1002,abnehmen::V,кемітілу,тӏаса камизе
1003,zunehmen::V,көбею,гӏемерлъизе
1004,steigen::V,қобу,бахине
1005,steigen::V,көтерілу,бахине
1006,steigen::V,жоғарылау,бахине
1007,wachsen::V,өсу,кӏодолъизе
1008,glänzen::V,жалтырау,цӏвакизе
1009,funkeln::V,жарқырау,паркъезе
1010,funkeln::V,нұрлану,паркъезе
1011,funkeln::V,жылтылдау,паркъезе
1012,lärmen::V,шулау,хъудизе
1013,lärmen::V,шулау,чӏиргъдизе
1014,lärmen::V,шуылдау,хъудизе
1015,lärmen::V,шуылдау,чӏиргъдизе
1016,läuten::V,қоңыраулату,кьабизе
1017,klingeln::V,дыңғырлау,кьабизе
1018,klirren::V,дыңылдату,зваргъизе
1019,brausen::V,тасу,гьалаглъизе
1020,rauschen::V,сусылдау,шуршудизе
1021,rauschen::V,сыбдырлау,шуршудизе
1022,klingen::V,дыбыс шығару,бахъине
1023,bellen::V,үру,гъанчдезе
1024,heulen::V,ұлу,рурудизе
1025,blasen::V,үру,гьохьизе
1026,pfeifen::V,ысқыру,гьещтӏезе
1027,schreien::V,шыңғыру,ахӏизе
1028,schreien::V,шыңғыру,ахӏдезе
1029,schreien::V,айғайлау,ахӏизе
1030,schreien::V,айғайлау,ахӏдезе
1031,schreien::V,байбайлау,ахӏизе
1032,schreien::V,байбайлау,ахӏдезе
1033,schreien::V,бажалақтау,ахӏизе
1034,schreien::V,бажалақтау,ахӏдезе
1035,stöhnen::V,ыңырсу,зигардизе
1036,stöhnen::V,ыңкылдау,зигардизе
1037,zittern::V,қалш,дарран
1038,zittern::V,қалш,гьаргьадизе
1039,zittern::V,қалшылдату,дарран
1040,zittern::V,қалшылдату,гьаргьадизе
1041,leben::V,жасау,бетӏербахъизе
1042,leben::V,күнелту,бетӏербахъизе
1043,leben::V,күн көру,бетӏербахъизе
1044,leben::V,тіршілік ету,бетӏербахъизе
1045,geboren werden::V,туу,лъугьине
1046,atmen::V,дем алу,хӏухьел биччазе
1047,atmen::V,ауа жұту,хӏухьел биччазе
1048,trinken::V,ішу,гьекъезе
1049,trinken::V,ұрттау,гьекъезе
1050,essen::V,жеу,квине
1051,essen::V,жеу,кваназе
1052,essen::V,тамақтану,квине
1053,essen::V,тамақтану,кваназе
1054,schlucken::V,жұту,кӏкӏвине
1055,schlucken::V,жұту,къулчӏизе
1056,müde werden::V,болдыру,сваказе
1057,einschlafen::V,үйыктап калу,кьижизе
1058,einschlafen::V,үйыктап калу,гъапуллъизе
1059,schlafen::V,ұйықтау,кьижизе
1060,aufwachen::V,ояну,бигьине
1061,aufstehen::V,ояну,бахъине
1062,aufstehen::V,ояну,тӏадебахъине
1063,sich erholen::V,тынығу,хьи бахъизе
1064,sich erholen::V,тынығу,хӏалхьи гьабизе
1065,krank werden::V,кеселдену,унтизе
1066,krank werden::V,сырқаттану,унтизе
1067,krank werden::V,ауырып қалу,унтизе
1068,krank werden::V,ауыра бастау,унтизе
1069,krank werden::V,кеселге ұшырау,унтизе
1070,krank werden::V,сырқаттанып қалу,унтизе
1071,krank sein::V,ауыру,унтизе
1072,krank sein::V,сырқаттану,унтизе
1073,schmerzen::V,ауырады,унтизе
1074,husten::V,жөтелу,хъегӏизе
1075,genesen::V,айығу,лъилъизе
1076,sterben::V,өлу,хвезе
1077,sterben::V,қайтыс,хвезе
1078,sterben::V,жантапсыру,хвезе
1079,umkommen::V,өлу,гьалаглъизе
1080,umkommen::V,қаза табу,гьалаглъизе
1081,sich bewegen::V,жылжу,багъаризе
1082,sich bewegen::V,жылжу,багъаргъизе
1083,sich rühren::V,қыбырлау,багъаризе
1084,sich erheben::V,тұру,тӏадебахъине
1085,sich erheben::V,тұру,бахъине
1086,sich setzen::V,отыру,гӏодов чӏезе
1087,hinfallen::V,жығылу,щапизе
1088,laufen::V,жояу жүру,хьвадизе
1089,schreiten::V,кадамдау,чӏезе
1090,spazierengehen::V,қыдыру,тира-сверизе
1091,eilen::V,асығу,ракӏхӏалакине
1092,eilen::V,асығу,дуризе
1093,eilen::V,жеделдену,ракӏхӏалакине
1094,eilen::V,жеделдену,дуризе
1095,eilen::V,жедепдеу,ракӏхӏалакине
1096,eilen::V,жедепдеу,дуризе
1097,sich beeilen::V,асығу,дуризе
1098,sich beeilen::V,асығу,гӏедегӏизе
1099,sich beeilen::V,жеделдену,дуризе
1100,sich beeilen::V,жеделдену,гӏедегӏизе
1101,sausen::V,заулау,тӏуризе
1102,rennen::V,жүгіру,бекеризе
1103,springen::V,секіру,кӏанцӏизе
1104,klettern::V,өрмелеп шығу,хархадизе
1105,schaukeln::V,тербелу,гьерщезе
1106,kriechen::V,еңбектеу,хъурщизе
1107,schwimmen::V,жүзу,лъедезе
1108,schwimmen::V,малту,лъедезе
1109,schwimmen::V,қалықтау,лъедезе
1110,tauchen::V,сүңгу,букъардизе
1111,rudern::V,есу,хазе
1112,fahren::V,бару,ине
1113,fliegen::V,ұшу,боржине
1114,gehen::V,бару,ине
1115,weggehen::V,кету,ине
1116,abfahren::V,жөнелу,къокъине
1117,anhalten::V,тоқтау,чӏезе
1118,anhalten::V,тоқтау,тархъизе
1119,anhalten::V,тоқтау,лъалхъизе
1120,hineingehen::V,кіру,тӏаделъугьине
1121,eintreten::V,ену,лъугьине
1122,kommen::V,жету,бачӏине
1123,ankommen::V,келу,щвезе
1124,ankommen::V,келу,тӏадебачӏине
1125,zurückkommen::V,қайту,тадбуссине
1126,zurückkommen::V,қайту,тӏадбуссине
1127,bleiben::V,қалу,чӏезе
1128,bleiben::V,қалу,хутӏизе
1129,warten::V,тосу,чӏезе
1130,erwarten::V,күту,балагьизе
1131,suchen::V,іздеу,балагьизе
1132,finden::V,табу,батизе
1133,versuchen::V,талпыну,хӏалбихьизе
1134,vorbereiten::V,әзірлеу,хӏадурлъизабизе
1135,lieben::V,сүю,балай бегьизе
1136,mögen::V,жарату,бокьизе
1137,mögen::V,жақсы_көру,бокьизе
1138,lachen::V,күлу,белъизе
1139,lachen::V,күлісу,белъизе
1140,rühren::V,көңілін бұзу,
1141,weinen::V,жылау,гӏодизе
1142,schimpfen::V,ақырып-бақыру,гъанчдезе
1143,sich ärgern::V,ашулану,вагъизе
1144,sich ärgern::V,ашулану,ццида́хине
1145,sich fürchten::V,сескену,хӏинкъизе
1146,fürchten::V,қауіптену,беркъазе
1147,fürchten::V,қауіптену,хӏинкъа-къазе
1148,fürchten::V,сақсыну,беркъазе
1149,fürchten::V,сақсыну,хӏинкъа-къазе
1150,fliehen::V,қашу,лъутизе
1151,fliehen::V,қашып кету,лъутизе
1152,flüchten::V,қашу,лъутизе
1153,flüchten::V,қашып кету,лъутизе
1154,sehen::V,көру,бихьизе
1155,anschauen::V,назар салу,бертӏамизе
1156,anschauen::V,назар салу,балагьизе
1157,ansehen::V,тамашалау,бала-гъалагьизе
1158,hören::V,есту,рагӏизе
1159,zuhören::V,тыңдау,гӏенеккизе
1160,zuhören::V,құлақ қою,гӏенеккизе
1161,probieren::V,тату,кӏалдиб хъва́зе
1162,probieren::V,тату,чӏамизе
1163,probieren::V,дәм тату,кӏалдиб хъва́зе
1164,probieren::V,дәм тату,чӏамизе
1165,riechen::V,иіскеу,су́нтӏизе
1166,fühlen::V,сезу,чӏвазе
1167,fühlen::V,сезіну,чӏвазе
1168,scheinen::V,болып көріну,
1169,zu sehen sein::V,көріну,бихьизе
1170,vernehmen::V,есту,рагӏизе
1171,vernehmen::V,есітіп қалу,рагӏизе
1172,frieren::V,тоңу,цӏорозе
1173,frieren::V,жаурау,цӏорозе
1174,tun::V,ету,гьабизе
1175,tun::V,істеу,гьабизе
1176,können::V,білу,кӏвезе
1177,können::V,білу,лъазе
1178,wollen::V,қалау,бокьизе
1179,anfangen::V,бастау,байбихьизе
1180,beenden::V,бітіру,тӏубазабизе
1181,beenden::V,бітіру,лъугӏизабизе
1182,beenden::V,адақтау,тӏубазабизе
1183,beenden::V,адақтау,лъугӏизабизе
1184,beenden::V,тамамдау,тӏубазабизе
1185,beenden::V,тамамдау,лъугӏизабизе
1186,beenden::V,аяқтап шығу,тӏубазабизе
1187,beenden::V,аяқтап шығу,лъугӏизабизе
1188,aufhören::V,доғару,бахъизе
1189,gelingen::V,жолы түсу,бахъизе
1190,geraten::V,калу,бахъизе
1191,öffnen::V,ашу,рагьизе
1192,öffnen::V,ашып қою,рагьизе
1193,schließen::V,жабу,къазе
1194,stellen::V,қою,чӏвазе
1195,stellen::V,қойдыру,чӏвазе
1196,setzen::V,отырғызу,рекӏинабизе
1197,setzen::V,отырғызу,гӏодор чӏезаризе
1198,legen::V,салу,лъезе
1199,legen::V,калау,лъезе
1200,berühren::V,тию,хъвазе
1201,verbinden::V,байлап алу,хьухьине
1202,verbinden::V,байлап алу,бухьине
1203,verbinden::V,сабақтастыру,хьухьине
1204,verbinden::V,сабақтастыру,бухьине
1205,bedecken::V,бүркеу,кквезе
1206,aufhängen::V,ілу,базе
1207,aufhängen::V,асып қою,базе
1208,anzünden::V,тұтату,бакизе
1209,anzünden::V,тұтату,рекӏинабизе
1210,aufheben::V,көтеру,
1211,zurücklassen::V,қалдыру,тезе
1212,verlieren::V,жоғалту,билизабизе
1213,fallen lassen::V,құлатып алу,бортизабизе
1214,fallen lassen::V,қолдан түсіріп алу,бортизабизе
1215,machen::V,ету,гьабизе
1216,machen::V,жасау,гьабизе
1217,machen::V,жасап шығару,гьабизе
1218,herstellen::V,жасап шығару,гьабизе
1219,herstellen::V,жасап шығару,хӏадурлъизабизе
1220,bauen::V,тұрғызу,базе
1221,bauen::V,тұрғызу,гьабизе
1222,reparieren::V,оңдау,къачӏазе
1223,verbessern::V,дұрыстау,лъикӏлъизабизе
1224,ändern::V,өзгерту,хисизабизе
1225,graben::V,үңгу,бухъизе
1226,beugen::V,буғу,хьетӏизабизе
1227,biegen::V,ию,гьетӏизабизе
1228,biegen::V,майыстыру,гьетӏизабизе
1229,drehen::V,айналдыру,тиризабизе
1230,drehen::V,айналдыру,свердизабизе
1231,wenden::V,екінші жағын айналдыру,бегизе
1232,umdrehen::V,бұру,бегизе
1233,umdrehen::V,бұру,бега-битӏизе
1234,heben::V,көтеру,борхизе
1235,hochheben::V,жоғарылату,борхалъизабизе
1236,hochheben::V,жоғарылату,борхизе
1237,hochheben::V,көтеру,борхалъизабизе
1238,hochheben::V,көтеру,борхизе
1239,ergreifen::V,бас_салу,кквезе
1240,ergreifen::V,шап_беріп_ұстап_алу,кквезе
1241,ergreifen::V,шап_беру,кквезе
1242,ergreifen::V,шап_ете_түсу,кквезе
1243,halten::V,тұту,кквезе
1244,halten::V,ұстау,кквезе
1245,drücken::V,басу,къазе
1246,drücken::V,басу,къанцӏу́зе
1247,drücken::V,басу,къвал ба́зе
1248,schieben::V,итеру,хъилдизе
1249,kratzen::V,қыру,хачазе
1250,lecken::V,жалау,чӏикӏизе
1251,beißen::V,қабу,хӏанчӏизе
1252,beißen::V,қабу,хӏанчӏизабизе
1253,beißen::V,тістеу,хӏанчӏизе
1254,beißen::V,тістеу,хӏанчӏизабизе
1255,beißen::V,қауып алу,хӏанчӏизе
1256,beißen::V,қауып алу,хӏанчӏизабизе
1257,abreißen::V,үзу,тӏезе
1258,abreißen::V,үзу,тӏезабизе
1259,abschneiden::V,қырқу,къотӏизе
1260,binden::V,байланыстыру,бухьине
1261,binden::V,байлап_алу,бухьине
1262,binden::V,байластыру,бухьине
1263,binden::V,байлау,бухьине
1264,binden::V,буу,бухьине
1265,binden::V,матау,бухьине
1266,binden::V,сабақтастыру,бухьине
1267,binden::V,ұштастыру,бухьине
1268,stecken::V,сұғу,къазабизе
1269,brechen::V,сындыру,бекизе
1270,klopfen::V,қағу,дванкезе
1271,hauen::V,соғу,базе
1272,kleben::V,желімдеу,бацӏцӏине
1273,reiben::V,үйкеу,хачазе
1274,streichen::V,сүйкеу,бахине
1275,streichen::V,сүйкеу,жужазе
1276,schleifen::V,егеу,лъухьизе
1277,schleifen::V,қайрау,лъухьизе
1278,schleifen::V,егеулеу,лъухьизе
1279,schneiden::V,кесу,къотӏизе
1280,rütteln::V,қозғау,багъа-бачаризабизе
1281,rütteln::V,жұлмалау,багъа-бачаризабизе
1282,schütteln::V,дірілдету,кӏобокӏизе
1283,schütteln::V,селкілдету,кӏобокӏизе
1284,schwenken::V,бұлғау,гьесадизе
1285,schwenken::V,бұлғау,хьвагӏезабизе
1286,schwenken::V,сермеу,гьесадизе
1287,schwenken::V,сермеу,хьвагӏезабизе
1288,schütten::V,құю,тӏезе
1289,füllen::V,толтыру,цӏезабизе
1290,einwickeln::V,орау,жемизе
1291,tragen::V,алып жүру,баччизе
1292,schleppen::V,тарту,бехъерхъизе
1293,ziehen::V,тарту,цӏазе
1294,aufbewahren::V,сақтау,цӏунизе
1295,werfen::V,лақтыру,рехизе
1296,fangen::V,қармау,кквезе
1297,fangen::V,қағып алу,кквезе
1298,packen::V,шап беру,кквезе
1299,packen::V,шап ете түсу,кквезе
1300,packen::V,шап беріп ұстап алу,кквезе
1301,verstecken::V,тығу,бахчизе
1302,verstecken::V,жасыру,бахчизе
1303,teilen::V,бөлу,бикьизе
1304,schicken::V,жіберу,битӏизе
1305,bringen::V,әкелу,баччизе
1306,bringen::V,алып келу,баччизе
1307,hinzufügen::V,қосу,жубазе
1308,hinzufügen::V,үстеу,жубазе
1309,bekommen::V,алу,щвезе
1310,erhalten::V,алмақ,щвезе
1311,erhalten::V,алмақ,босизе
1312,nehmen::V,алу,босизе
1313,nehmen::V,алмақ,босизе
1314,wählen::V,таңдау,бищизе
1315,auswählen::V,екшеу,тӏасабищизе
1316,auswählen::V,саралау,тӏасабищизе
1317,auswählen::V,сұрыптау,тӏасабищизе
1318,auswählen::V,сайлап алу,тӏасабищизе
1319,bewahren::V,сақтау,цӏунизе
1320,behindern::V,оралғы болу,квекӏен гьабизе
1321,verderben::V,бүлдіру,хвезабизе
1322,beschädigen::V,бұзу,галгъазабизе
1323,zerbrechen::V,уату,щущазабизе
1324,zerreißen::V,жырту,бихъизе
1325,zerstören::V,қирату,биххизабизе
1326,zerstören::V,талқандау,биххизабизе
1327,verbrennen::V,өртеу,бухӏизе
1328,verbrennen::V,жандыру,бухӏизе
1329,verbrennen::V,өртеп жіберу,бухӏизе
1330,verbrennen::V,жандырып жіберу,бухӏизе
1331,geben::V,беру,кьезе
1332,reichen::V,беру,кьезе
1333,schenken::V,тарту,кьезе
1334,versprechen::V,уәде беру,назру гьабизе
1335,wünschen::V,тілеу,бокьизе
1336,loben::V,мақтау,беццизе
1337,loben::V,мақтау,бецца-бекъизе
1338,loben::V,дәріптеу,беццизе
1339,loben::V,дәріптеу,бецца-бекъизе
1340,küssen::V,сүю,баизе
1341,wiegen::V,тербеу,чӏучӏадизабизе
1342,zudecken::V,бүркеу,тӏадбигъине
1343,wecken::V,ояту,бигьинабизе
1344,zeigen::V,көрсету,бихьизабизе
1345,führen::V,ерту,бачине
1346,führen::V,жетектеу,бачине
1347,lehren::V,оқыту,малъизе
1348,lehren::V,оқыту,цӏализабизе
1349,unterrichten::V,оқыту,цӏализабизе
1350,aufziehen::V,бағу,гӏезабизе
1351,leiten::V,басқару,нухмалъи гьабизе
1352,leiten::V,жетекшілік ету,нухмалъи гьабизе
1353,antreiben::V,асықтыру,гӏедегӏизабизе
1354,lassen::V,-ткізу,
1355,lassen::V,мәжбүр ету,
1356,einladen::V,шақыру,ахӏизе
1357,einladen::V,шақыру,тӏадеахӏизе
1358,vereinigen::V,біріктіру,цолъизабизе
1359,vereinigen::V,біріктіріп қою,цолъизабизе
1360,besuchen::V,кіріп шығу,баккизе
1361,besuchen::V,кіріп шығу,хьвадизе
1362,besuchen::V,барып шығу,баккизе
1363,besuchen::V,барып шығу,хьвадизе
1364,treffen::V,кездесу,дандчӏвазе
1365,sich versammeln::V,топталу,данделъизе
1366,sich versammeln::V,топталу,бакӏаризе
1367,spielen::V,ойнау,басандизе
1368,singen::V,сайрау,ахӏизе
1369,tanzen::V,билеу,кьурдизе
1370,sich trennen::V,айрылысу,батӏалъизе
1371,verlassen::V,тастау,тезе
1372,verlassen::V,тастау,рехунтезе
1373,retten::V,құтқару,хвасар гьабизе
1374,retten::V,құтқару,хвасарлъизабизе
1375,bewachen::V,күзету,цӏунизе
1376,schützen::V,жақтау,цӏунизе
1377,schützen::V,жақтасу,цӏунизе
1378,verteidigen::V,қорғау,цӏунизе
1379,sich schlagen::V,алысу,багъизе
1380,schießen::V,ату,речӏчӏизе
1381,siegen::V,жеңу,бергьине
1382,ärgern::V,ашуландыру,вагъизавизе
1383,schlagen::V,ұру,кьабизе
1384,treten::V,тебу,мал тункизе
1385,stechen::V,шаншу,къазабизе
1386,stoßen::V,түрту,тункизе
1387,stoßen::V,түрту,хъилдизе
1388,stehlen::V,ұрлау,щинкӏизабизе
1389,stören::V,кесірлен,квекӏен гьабизе
1390,stören::V,кесірлен,татубахъи гьабизе
1391,belästigen::V,мазасын алу,рахӏатхвезабизе
1392,verbergen::V,сездірмеу,бахчизе
1393,verbergen::V,сездірмеу,балъго тезе
1394,täuschen::V,жалған айту,божуда рекӏкӏ гьабизе
1395,täuschen::V,жалған айту,гуккизе
1396,betrügen::V,алдау,хӏилла гьабизе
1397,betrügen::V,алдау,сандирахълъи гьабизе
1398,betrügen::V,алдап кету,хӏилла гьабизе
1399,betrügen::V,алдап кету,сандирахълъи гьабизе
1400,betrügen::V,ақымақ қылу,хӏилла гьабизе
