,Concept_ID,el,sq
728,sanft::A,ήπιος,butë
729,hungrig::A,πεινασμένος,uritur
730,krank::A,άρρωστος,sëmurë
731,nackt::A,γυμνός,lakuriq
732,nackt::A,γυμνός,zhveshur
733,traurig::A,λυπημένος,trishtuar
734,lebendig::A,ζωντανός,gjallë
735,gut::A,καλός,mirë
736,schlecht::A,κακός,keq
737,richtig::A,σωστός,drejtë
738,schlimm::A,άσχημος,keq
739,wahr::A,αληθής,vërtetë
740,wahr::A,αληθινός,vërtetë
741,alt::A,παλιός,vjetër
742,neu::A,νέος,i ri
743,neu::A,καινούργιος,i ri
744,ehemalig::A,παλιός,dikurshëm
745,alt[Lebewesen]::A,γέρος,plak
746,jung::A,νέος,i ri
747,arm::A,φτωχός,varfër
748,arm::A,φτωχός,vobektë
749,reich::A,πλούσιος,pasur
750,bekannt::A,γνωστός,njohur
751,berühmt::A,περίφημος,famshëm
752,berühmt::A,ξακουσμένος,famshëm
753,fremd::A,ξένος,huaj
754,verschieden::A,διαφορετικός,ndryshëm
755,nah::A,κοντινός,afërt
756,fern::A,μακριά,largët
757,linker::A,αριστερός,majtë
758,rechter::A,δεξιός,djathtë
759,anderer::A,άλλος,tjetër
760,erster::A,πρώτος,parë
761,zweiter::A,δεύτερος,dytë
762,dritter::A,τρίτος,i tretë
763,letzter::A,τελευταίος,fundit
764,allein::ADV,μόνος,vetëm
765,auf einmal::ADV,εφάπαξ,njëkohësisht
766,zusammen::ADV,μαζί,bashkë
767,zusammen::ADV,μαζί,së bashku
768,lange::ADV,πολύν καιρό,për një kohë të gjatë
769,plötzlich::ADV,έξαφνα,befas
770,sofort::ADV,αμέσως,menjëherë
771,sofort::ADV,αμέσως,aty për aty
772,später::ADV,αργότερα,më vonë
773,jetzt::ADV,τώρα,tash
774,heute::ADV,σήμερα,sot
775,morgen::ADV,αύριο,nesër
776,bald::ADV,σε λίγο,shpejt
777,bald::ADV,σε λίγο,së shpejti
778,bald::ADV,εντός ολίγου,shpejt
779,bald::ADV,εντός ολίγου,së shpejti
780,dann::ADV,ύστερα,pastaj
781,gestern::ADV,χτες,dje
782,einst::ADV,ποτέ,dikur
783,einst::ADV,άλλοτε,dikur
784,damals::ADV,τότε,atëherë
785,danach::ADV,μετά,mandej
786,danach::ADV,ύστερα,mandej
787,vorher::ADV,πριν,më parë
788,vorher::ADV,προηγουμένως,më parë
789,zuerst::ADV,πρώτα,së pari
790,einmal::ADV,μία φορά,njëherë
791,manchmal::ADV,κάποτε,nganjëherë
792,oft::ADV,συχνά,shpesh
793,oft::ADV,πολλές φορές,shpesh
794,immer::ADV,πάντα,përherë
795,immer::ADV,πάντα,gjithnjë
796,immer::ADV,πάντοτε,përherë
797,immer::ADV,πάντοτε,gjithnjë
798,niemals::ADV,ποτέ,kurrë
799,niemals::ADV,ποτέ,asnjëherë
800,hier::ADV,εδώ,këtu
801,hierhin::ADV,εδώ,knej
802,von hier::ADV,από δω,që këtej
803,von hier::ADV,από δω,prej këtej
804,dort::ADV,εκεί,aty
805,dort::ADV,εκεί,atje
806,dorthin::ADV,προς τα κει,anej
807,geradeaus::ADV,κατευθείαν,drejt
808,vorwärts::ADV,εμπρός,mbroth
809,vorwärts::ADV,εμπρός,përpara
810,rückwärts::ADV,πίσω,mbrapsht
811,zurück::ADV,πίσω,prapa
812,zurück::ADV,πίσω,mbrapsht
813,unten::ADV,κάτω,poshtë
814,hinab::ADV,προς τα κάτω,përposh
815,oben::ADV,πάνω,lart
816,oben::ADV,πάνω,sipër
817,oben::ADV,επάνω,lart
818,oben::ADV,επάνω,sipër
819,hinauf::ADV,προς τα πάνω,lart
820,hinauf::ADV,προς τα πάνω,përpjetë
821,überall::ADV,παντού,kudo
822,nicht::ADV,δεν,s'
823,nicht::ADV,δεν,nuk
824,ein wenig::ADV,λιγάκι,një tis
825,kaum::ADV,μόλις,mezi
826,sehr::ADV,πολύ,fort
827,sehr::ADV,πολύ,shumë
828,so::ADV,έτσι,ashtu
829,so::ADV,έτσι,kështu
830,noch::ADV,ακόμα,ende
831,noch::ADV,ακόμα,akoma
832,nur::ADV,μόνο,vetëm
833,schon::ADV,ήδη,tashmë
834,schon::ADV,κιόλας,tashmë
835,wieder::ADV,ξανά,përsëri
836,vergebens::ADV,μάταια,kot
837,vor::PRP,μπροστά σε,para
838,vor::PRP,μπροστά από,para
839,hinter::PRP,πίσω από ,prapa
840,hinter::PRP,πίσω από ,mbrapa
841,unter::PRP,υπό,nën
842,unter::PRP,κάτω από,nën
843,durch::PRP,διά,nëpër
844,durch::PRP,διά μέσου,nëpër
845,neben::PRP,δίπλα σε,pranë
846,neben::PRP,δίπλα σε,përbri
847,zwischen::PRP,μεταξύ,midis
848,zwischen::PRP,μεταξύ,ndërmjet
849,zwischen::PRP,ανάμεσα σε,midis
850,zwischen::PRP,ανάμεσα σε,ndërmjet
851,wegen::PRP,για,për
852,wegen::PRP,λόγω,për
853,dies::PRN,αυτό,ky
854,das::PRN,το,ky
855,alles::PRN,όλα,gjithçka
856,ich::PRN,εγώ,unë
857,du::PRN,σύ,ti
858,du::PRN,εσύ,ti
859,er::PRN,αυτός,ai
860,wir::PRN,εμείς,ne
861,ihr::PRN,εσείς,ju
862,sie::PRN,αυτοί,ata
863,was::FPRN,τι,ç'
864,was::FPRN,τι,çfarë
865,wer::FPRN,ποιος,kush
866,wo::FADV,πού,ku
867,wohin::FADV,πού,për ku
868,wohin::FADV,για πού,për ku
869,wie::FADV,πώς,si
870,warum::FADV,γιατί,pse
871,warum::FADV,γιατί,përse
872,wieviel::FNUM,πόσος,sa
873,eins::NUM,ένα,një
874,zwei::NUM,δύο,dy
875,drei::NUM,τρία,tre
876,drei::NUM,τρεις,tre
877,vier::NUM,τέσσερα,katër
878,vier::NUM,τέσσερις,katër
879,fünf::NUM,πέντε,pesë
880,sechs::NUM,έξι,gjashtë
881,sieben::NUM,εφτά,shtatë
882,acht::NUM,οχτώ,tetë
883,neun::NUM,εννιά,nëntë
884,zehn::NUM,δέκα,dhjetë
885,elf::NUM,έντεκα,njëmbëdhjetë
886,zwölf::NUM,δώδεκα,dymbëdhjetë
887,zwanzig::NUM,είκοσι,njëzet
888,dreißig::NUM,τριάντα,tridhjetë
889,vierzig::NUM,σαράντα,dyzet
890,fünfzig::NUM,πενήντα,pesëdhjetë
891,sechzig::NUM,εξήντα,gjashtëdhjetë
892,siebzig::NUM,εβδομήντα,shtatëdhjetë
893,achtzig::NUM,ογδόντα,tetëdhjetë
894,neunzig::NUM,ενενήντα,nëntëdhjetë
895,hundert::NUM,εκατό,qind
896,tausend::NUM,χίλιοι,mijë
897,und::CNJ,και,e
898,und::CNJ,και,dhe
899,oder::CNJ,ή,a
900,oder::CNJ,ή,apo
901,stehen::V,στέκομαι,rri
902,stehen::V,είμαι όρθιος,rri
903,sitzen::V,κάθομαι,rri
904,liegen::V,είμαι ξαπλωμένος,rri shtrirë
905,hängen::V,κρέμομαι,varem
906,werden::V,γίνομαι,bëhem
907,passieren::V,συμβαίνω,ndodh
908,beginnen::V,αρχίζω,filloj
909,enden::V,τελειώνω,përfundoj
910,wechseln::V,αλλάζω,ndërroj
911,aufgehen[Sonne]::V,βγαίνω,hapem
912,aufgehen[Sonne]::V,ανατέλλω,hapem
913,untergehen[Sonne]::V,δύω,hyj
914,untergehen[Sonne]::V,δύω,perëndoj
915,untergehen[Sonne]::V,βασιλεύω,hyj
916,untergehen[Sonne]::V,βασιλεύω,perëndoj
917,scheinen[Sonne]::V,λάμπω,ndriçoj
918,donnern::V,βροντώ,gjëmoj
919,donnern::V,βροντώ,bubulloj
920,wehen::V,φυσώ,fryj
921,strömen::V,ρέω,derdh
922,strömen::V,τρέχω,derdh
923,fließen::V,ρέω,rrjedh
924,sich drehen::V,γυρίζω,rrotullohem
925,sich drehen::V,στρέφομαι,rrotullohem
926,schwanken::V,ταλαντεύομαι,dyzoj
927,schwingen::V,αιωρούμαι,dridhem
928,schwingen::V,ταλαντεύομαι,dridhem
929,fallen::V,πέφτω,bie
930,brennen::V,καίω,digjem
931,rauchen::V,καπνίζω,nxjerr tym
932,regnen::V,βρέχω,bie shi
933,gefrieren::V,παγώνω,ngrij
934,tauen::V,λειώνω,shkrij
935,schmelzen::V,λειώνω,shkrij
936,trocknen::V,στεγνώνω,thaj
937,sieden::V,βράζω,ziej
938,faulen::V,σαπίζω,kalbem
939,faulen::V,σαπίζω,prishem
940,verfaulen::V,σαπίζω,kalbem
941,reißen::V,σχίζω,grisem
942,reißen::V,σχίζω,shqyhem
943,versinken::V,βουλιάζω,humboj
944,versinken::V,βυθίζομαι,humboj
945,vergehen::V,περνώ,kaloj
946,erscheinen::V,εμφανίζομαι,dukem
947,verschwinden::V,χάνομαι,zhdukem
948,verschwinden::V,εξαφανίζομαι,zhdukem
949,sinken::V,κατεβαίνω,ulem
950,abnehmen::V,μειώνομαι ,pakësohem
951,abnehmen::V,μειώνομαι ,zvogëlohem
952,zunehmen::V,αυξάνω,shtohem
953,zunehmen::V,μεγαλώνω,shtohem
954,steigen::V,ανεβαίνω,rritem
955,wachsen::V,μεγαλώνω,rritem
956,glänzen::V,γυαλίζω,vezulloj
957,funkeln::V,αστράφτω,xixoj
958,funkeln::V,αστράφτω,xixëlloj
959,funkeln::V,σπιθοβολώ,xixoj
960,funkeln::V,σπιθοβολώ,xixëlloj
961,lärmen::V,θορυβώ,oshtij
962,lärmen::V,θορυβώ,zhurmoj
963,läuten::V,χτυπώ ,bie
964,klingeln::V,κουδουνίζω,i bie ziles
965,klirren::V,κουδουνίζω,kërcëlloj
966,brausen::V,βουΐζω,gjëmoj
967,rauschen::V,βουΐζω,fëshfërij
968,klingen::V,ηχώ,tingëlloj
969,bellen::V,γαυγίζω,leh
970,heulen::V,ουρλιάζω,ulërij
971,blasen::V,φυσώ,fryj
972,pfeifen::V,σφυρίζω,fishkëllej
973,schreien::V,κραυγάζω,bërtas
974,stöhnen::V,βογγώ,rënkoj
975,zittern::V,τρέμω,trembem
976,leben::V,ζω,rroj
977,leben::V,ζω,jetoj
978,geboren werden::V,γεννιέμαι,lind
979,atmen::V,αναπνέω,marr frymë
980,trinken::V,πίνω,pi
981,essen::V,τρώω,ha
982,schlucken::V,καταπίνω,gëlltis
983,schlucken::V,καταπίνω,kapërdij
984,müde werden::V,κουράζομαι,lodhem
985,einschlafen::V,αποκοιμιέμαι,bie të fle
986,schlafen::V,κοιμάμαι,fle
987,aufwachen::V,ξυπνώ,zgjohem
988,aufstehen::V,σηκώνομαι,çohem
989,aufstehen::V,σηκώνομαι,ngrihem
990,sich erholen::V,ξεκουράζομαι,qetësohem
991,sich erholen::V,ξεκουράζομαι,shtendosem
992,krank werden::V,αρρωσταίνω,bie i sëmurë
993,krank sein::V,ασθενώ,jam i sëmurë
994,schmerzen::V,πονώ,dhemb
995,husten::V,βήχω,kollitem
996,genesen::V,θεραπεύομαι,shërohem
997,sterben::V,πεθαίνω,vdes
998,umkommen::V,πεθαίνω,vdes
999,umkommen::V,πεθαίνω,mbaroj
1000,sich bewegen::V,κουνιέμαι,shkundem
1001,sich rühren::V,σαλεύω,lëviz
1002,sich erheben::V,επαναστατώ,ngrihem
1003,sich setzen::V,κάθομαι,ulem
1004,hinfallen::V,πέφτω κάτω,gremisem
1005,laufen::V,τρέχω,eci
1006,schreiten::V,βαδίζω,çapem
1007,spazierengehen::V,κάνω βόλτα,shëtis
1008,spazierengehen::V,πηγαίνω περίπατο,shëtis
1009,eilen::V,σπεύδω,ngas
1010,sich beeilen::V,βιάζομαι,nxitoj
1011,sausen::V,τρέχω γρήγορα,eci shpejt
1012,rennen::V,τρέχω,vrapoj
1013,springen::V,πηδώ,kërcej
1014,klettern::V,σκαρφαλώνω,hipi
1015,schaukeln::V,κουνιέμαι,kolovitem
1016,kriechen::V,έρπω,zvarritem
1017,kriechen::V,σέρνομαι,zvarritem
1018,schwimmen::V,κολυμπώ,notoj
1019,tauchen::V,βουτώ,zhytem
1020,rudern::V,κωπηλατώ,vozis
1021,fahren::V,πηγαίνω,shkoj
1022,fliegen::V,πετώ,fluturoj
1023,gehen::V,βαδίζω,eci
1024,gehen::V,βαδίζω,shkoj
1025,gehen::V,πηγαίνω,eci
1026,gehen::V,πηγαίνω,shkoj
1027,weggehen::V,φεύγω,vete
1028,abfahren::V,ξεκινώ,nisem
1029,abfahren::V,αναχωρώ,nisem
1030,anhalten::V,σταματώ,ndalem
1031,hineingehen::V,μπαίνω,futem
1032,eintreten::V,μπαίνω,hyj
1033,eintreten::V,εισέρχομαι,hyj
1034,kommen::V,έρχομαι,vij
1035,ankommen::V,φτάνω,arrij
1036,ankommen::V,φτάνω,mbërrij
1037,zurückkommen::V,επιστρέφω,kthehem
1038,bleiben::V,μένω,mbetem
1039,bleiben::V,μένω,qëndroj
1040,warten::V,περιμένω,pres
1041,erwarten::V,αναμένω,pres
1042,erwarten::V,περιμένω,pres
1043,suchen::V,ψάχνω,kërkoj
1044,finden::V,βρίσκω,gjej
1045,versuchen::V,προσπαθώ,mundohem
1046,vorbereiten::V,προετοιμάζω,përgatis
1047,lieben::V,αγαπώ,dashuroj
1048,mögen::V,μου αρέσει,dua
1049,lachen::V,γελώ,qesh
1050,rühren::V,συγκινώ,mallëngjej
1051,weinen::V,κλαίω,qaj
1052,schimpfen::V,βρίζω,shaj
1053,sich ärgern::V,θυμώνω,bëhem verem
1054,sich fürchten::V,φοβάμαι,kam frikë
1055,sich fürchten::V,φοβάμαι,frikësohem
1056,fürchten::V,φοβάμαι,kam frikë nga
1057,fliehen::V,φεύγω,arratisem
1058,flüchten::V,δραπετεύω,iki
1059,sehen::V,βλέπω,shoh
1060,anschauen::V,κοιτάζω,shikoj
1061,ansehen::V,βλέπω,shikoj
1062,hören::V,ακούω,dëgjoj
1063,zuhören::V,ακούω,veshtoj
1064,probieren::V,δοκιμάζω,provoj
1065,riechen::V,μυρίζω,nuhas
1066,riechen::V,οσφραίνομαι,nuhas
1067,fühlen::V,αισθάνομαι,ndiej
1068,scheinen::V,φαίνομαι,ndriçoj
1069,zu sehen sein::V,φαίνομαι,dukem
1070,vernehmen::V,ακούω,dëgjoj
1071,vernehmen::V,μαθαίνω,dëgjoj
1072,frieren::V,κρυώνω,mërdhij
1073,tun::V,κάνω,bëj
1074,können::V,ξέρω,mund
1075,können::V,μπορώ,mund
1076,wollen::V,θέλω,dua
1077,wollen::V,θέλω,dëshiroj
1078,anfangen::V,αρχίζω,filloj
1079,beenden::V,τελειώνω,kryej
1080,beenden::V,τελειώνω,mbaroj
1081,aufhören::V,παύω,pushoj
1082,gelingen::V,πετυχαίνω,më shkon mbarë
1083,geraten::V,γίνομαι,del
1084,öffnen::V,ανοίγω,hap
1085,schließen::V,κλείνω,mbyll
1086,stellen::V,θέτω,vë
1087,setzen::V,θέτω,vë
1088,legen::V,θέτω,vë
1089,berühren::V,εγγίζω,rrok
1090,verbinden::V,συνδέω,bashkoj
1091,bedecken::V,σκεπάζω,mbuloj
1092,aufhängen::V,κρεμώ,var
1093,anzünden::V,ανάβω,ndez
1094,aufheben::V,σηκώνω,ngre
1095,zurücklassen::V,εγκαταλείπω,lë pas
1096,verlieren::V,χάνω,humb
1097,fallen lassen::V,αφήνω να πέσει,lëshoj
1098,machen::V,κάνω,bëj
1099,machen::V,φτιάχνω,bëj
1100,herstellen::V,κατασκευάζω,prodhoj
1101,bauen::V,χτίζω,ndërtoj
1102,bauen::V,οικοδομώ,ndërtoj
1103,reparieren::V,επισκευάζω,ndreq
1104,reparieren::V,επισκευάζω,meremetoj
1105,reparieren::V,επιδιορθώνω,ndreq
1106,reparieren::V,επιδιορθώνω,meremetoj
1107,verbessern::V,βελτιώνω,përmirësoj
1108,verbessern::V,καλυτερεύω,përmirësoj
1109,ändern::V,αλλάζω,ndërroj
1110,graben::V,σκάβω,gërmoj
1111,beugen::V,λυγίζω,kërrus
1112,biegen::V,κάμπτω,përkul
1113,drehen::V,στρέφω,dredh
1114,drehen::V,στρέφω,rrotulloj
1115,wenden::V,γυρίζω,kthej
1116,umdrehen::V,γυρίζω,kthej
1117,heben::V,υψώνω,ngre
1118,heben::V,σηκώνω,ngre
1119,hochheben::V,υψώνω,ngre
1120,hochheben::V,σηκώνω,ngre
1121,ergreifen::V,πιάνω,rrëmbej
1122,ergreifen::V,αρπάζω,rrëmbej
1123,halten::V,βαστώ,mbaj
1124,drücken::V,πιέζω,shtyp
1125,schieben::V,σπρώχνω,shtyj
1126,kratzen::V,γρατσουνίζω,kruaj
1127,kratzen::V,γρατσουνίζω,gërvisht
1128,lecken::V,γλείφω,lëpij
1129,beißen::V,δαγκάνω,kafshoj
1130,abreißen::V,κόβω,shkëpus
1131,abreißen::V,σχίζω,shkëpus
1132,abschneiden::V,αποκόπτω,cungoj
1133,binden::V,δένω,lidh
1134,stecken::V,χώνω,fus
1135,stecken::V,χώνω,ngul
1136,brechen::V,σπάζω,thyej
1137,klopfen::V,χτυπώ,trokas
1138,klopfen::V,τινάζω,trokas
1139,hauen::V,χτυπώ,godas
1140,kleben::V,κολλώ,ngjis
1141,reiben::V,τρίβω,fërkoj
1142,streichen::V,αλείφω,lyej
1143,schleifen::V,ακονίζω,mpreh
1144,schneiden::V,κόβω,pres
1145,rütteln::V,σείω,shkund
1146,rütteln::V,τινάζω,shkund
1147,schütteln::V,σείω,lëkund
1148,schütteln::V,κουνώ,lëkund
1149,schwenken::V,κουνώ,valëvit
1150,schütten::V,χύνω,mbush
1151,füllen::V,γεμίζω,mbush
1152,einwickeln::V,τυλίγω,mbështjell
1153,tragen::V,φέρνω,mbaj
1154,tragen::V,φέρνω,mbart
1155,schleppen::V,κουβαλώ,heq
1156,schleppen::V,κουβαλώ,zhgërryej
1157,ziehen::V,τραβώ,tërheq
1158,aufbewahren::V,φυλάω,ruaj
1159,werfen::V,ρίχνω,hedh
1160,fangen::V,πιάνω,kap
1161,packen::V,τσακώνω,rrëmbej
1162,verstecken::V,κρύβω,fsheh
1163,teilen::V,μερίζω,ndaj
1164,schicken::V,στέλνω,dërgoj
1165,bringen::V,φέρνω,sjell
1166,hinzufügen::V,προσθέτω,shtoj
1167,bekommen::V,προσκομίζω,kap
1168,erhalten::V,παίρνω,marr
1169,erhalten::V,λαμβάνω,marr
1170,nehmen::V,πιάνω,marr
1171,nehmen::V,παίρνω,marr
1172,wählen::V,εκλέγω,zgjedh
1173,auswählen::V,διαλέγω,përzgjedh
1174,bewahren::V,διατηρώ,ruaj
1175,behindern::V,εμποδίζω,pengoj
1176,verderben::V,χαλώ,prish
1177,beschädigen::V,ζημιώνω,dëmtoj
1178,zerbrechen::V,σπάζω,thyej
1179,zerreißen::V,σχίζω,çjerr
1180,zerreißen::V,σχίζω,zheloj
1181,zerstören::V,καταστρέφω,prish
1182,zerstören::V,καταστρέφω,shkatërroj
1183,verbrennen::V,καίω,djeg
1184,geben::V,δίνω,jap
1185,reichen::V,δίνω,jap
1186,schenken::V,χαρίζω,fal
1187,schenken::V,χαρίζω,dhuroj
1188,versprechen::V,υπόσχομαι,premtoj
1189,wünschen::V,εύχομαι,uroj
1190,loben::V,επαινώ,lëvdoj
1191,loben::V,επαινώ,lavdëroj
1192,küssen::V,φιλώ,puth
1193,wiegen::V,κουνώ,tund
1194,wiegen::V,νανουρίζω,tund
1195,zudecken::V,σκεπάζω,mbuloj
1196,wecken::V,ξυπνώ,zgjoj
1197,zeigen::V,δείχνω,dëftej
1198,führen::V,οδηγώ,çoj
1199,lehren::V,διδάσκω,arsej
1200,unterrichten::V,διδάσκω,arsimoj
1201,aufziehen::V,ανατρέφω,rris
1202,leiten::V,ηγούμαι,udhëheq
1203,leiten::V,διευθύνω,udhëheq
1204,antreiben::V,σπρώχνω,nxis
1205,antreiben::V,παρακινώ,nxis
1206,lassen::V,αφήνω,detyroj
1207,einladen::V,προσκαλώ,ftoj
1208,vereinigen::V,ενώνω,bashkoj
1209,besuchen::V,επισκέπτομαι,vizitoj
1210,treffen::V,συναντώ,ndesh
1211,sich versammeln::V,μαζεύομαι,tubohem
1212,spielen::V,παίζω,loz
1213,spielen::V,παίζω,luaj
1214,singen::V,τραγουδώ,këndoj
1215,tanzen::V,χορεύω,kërcej
1216,tanzen::V,χορεύω,vallëzoj
1217,sich trennen::V,αποχωρίζομαι,ndahem
1218,verlassen::V,εγκαταλείπω,braktis
1219,retten::V,σώζω,shpëtoj
1220,bewachen::V,φρουρώ,ruaj
1221,schützen::V,προστατεύω,ruaj
1222,schützen::V,προστατεύω,mbroj
1223,verteidigen::V,υπερασπίζω,mbroj
1224,sich schlagen::V,χτυπιέμαι,zihem
1225,schießen::V,πυροβολώ,shtie
1226,siegen::V,νικώ,fitoj
1227,siegen::V,νικώ,ngadhënjej
1228,ärgern::V,τσαντίζω,zemëroj
1229,schlagen::V,χτυπώ,rrah
1230,schlagen::V,χτυπώ,godas
1231,treten::V,κλοτσώ,shtyj
1232,treten::V,κλοτσώ,shtyj më këmbë
1233,stechen::V,τρυπώ,ther
1234,stechen::V,τρυπώ,shpoj
1235,stoßen::V,ωθώ,shtyj
1236,stoßen::V,σπρώχνω,shtyj
1237,stehlen::V,κλέβω,vjedh
1238,stören::V,διαταράσσω,pengoj
1239,belästigen::V,ενοχλώ,bezdis
1240,verbergen::V,κρύβω,fsheh
1241,täuschen::V,παραπλανώ,mashtroj
1242,betrügen::V,απατώ,kobis
1243,töten::V,σκοτώνω,vras
1244,töten::V,θανατώνω,vras
1245,wohnen::V,μένω,banoj
1246,wohnen::V,κατοικώ,banoj
1247,arbeiten::V,δουλεύω,punoj
1248,arbeiten::V,δουλεύω,vardoj
1249,arbeiten::V,εργάζομαι,punoj
1250,arbeiten::V,εργάζομαι,vardoj
1251,sammeln::V,μαζεύω,mbledh
1252,sammeln::V,μαζεύω,grumbulloj
1253,sammeln::V,συλλέγω,mbledh
1254,sammeln::V,συλλέγω,grumbulloj
1255,pflücken::V,κόβω,vjel
1256,pflücken::V,κόβω,mbledh
1257,jagen::V,κυνηγώ,gjuaj
1258,fischen::V,ψαρεύω,peshkoj
1259,fischen::V,ψαρεύω,gjuaj peshk
1260,fassen::V,πιάνω,zë
1261,hüten::V,φυλάγω,kullos
1262,hüten::V,προσέχω,kullos
1263,treiben::V,οδηγώ,vë përpara
1264,anbinden::V,δένω,lidh
1265,füttern::V,ταΐζω,grazhdoj
1266,melken::V,αρμέγω,mjel
1267,hacken::V,κόβω,grij
1268,gießen::V,ποτίζω,ujis
1269,reifen::V,ωριμάζω,piqem
1270,zubereiten::V,ετοιμάζω,gatuaj
1271,kochen::V,βράζω,ziej
1272,backen::V,ψήνω,pjek
1273,backen::V,ψήνω,furroj
1274,braten::V,τηγανίζω,fërgoj
1275,braten::V,τηγανίζω,tiganis
1276,umrühren::V,ανακατεύω,trazoj
1277,stricken::V,πλέκω,thur
1278,nähen::V,ράβω,qep
1279,färben::V,βάφω,ngjyej
1280,färben::V,βάφω,bojatis
1281,färben::V,χρωματίζω,ngjyej
1282,färben::V,χρωματίζω,bojatis
1283,reinigen::V,καθαρίζω,qëroj
1284,reinigen::V,καθαρίζω,pastroj
1285,waschen::V,πλένω,laj
1286,waschen::V,πλένω,finjos
1287,abwischen::V,σφουγγίζω,fshij
1288,spülen::V,ξεπλένω,kulloj
1289,fegen::V,σκουπίζω,fshij
1290,kehren::V,σκουπίζω,fshij
1291,baden::V,κάνω μπάνιο,lahem
1292,sich waschen::V,πλένομαι,lahem
1293,ausziehen::V,βγάζω,heq
1294,ausziehen::V,βγάζω,zbath
1295,anziehen::V,φορώ,vesh
1296,anziehen::V,φορώ,mbath
1297,sich anziehen::V,ντύνομαι,vishem
1298,kämmen::V,χτενίζω,kreh
1299,schmücken::V,στολίζω,hijeshoj
1300,sagen::V,λέω,them
1301,sprechen::V,μιλώ,flas
1302,reden::V,μιλώ,fjalos
1303,reden::V,μιλώ,fjalëtoj
1304,reden::V,κουβεντιάζω,fjalos
1305,reden::V,κουβεντιάζω,fjalëtoj
1306,sich unterhalten::V,συνομιλώ,bisedoj
1307,sich unterhalten::V,κουβεντιάζω,bisedoj
1308,fragen::V,ρωτώ,pyes
1309,bitten::V,ζητώ,lus
1310,bitten::V,ζητώ,lutem
1311,bitten::V,παρακαλώ,lus
1312,bitten::V,παρακαλώ,lutem
1313,erzählen::V,διηγούμαι,rrëfej
1314,mitteilen::V,πληροφορώ,kumtoj
1315,nennen::V,ονομάζω,quaj
1316,rufen::V,φωνάζω,thërras
1317,prahlen::V,καυχιέμαι,mburrem
1318,prahlen::V,καυχιέμαι,kapardisem
1319,übersetzen::V,μεταφράζω,përkthej
1320,denken::V,σκέφτομαι,mendoj
1321,glauben::V,πιστεύω,besoj
1322,bemerken::V,παρατηρώ,vërej
1323,erkennen::V,αναγνωρίζω,njoh
1324,erkennen::V,αναγνωρίζω,shquaj
1325,begreifen::V,καταλαβαίνω,marr vesh
1326,verstehen::V,ακούω,marr vesh
1327,lernen::V,μαθαίνω,mësoj
1328,wissen::V,ξέρω,di
1329,sich erinnern an::V,θυμάμαι,kujtoj
1330,vergessen::V,ξεχνώ,harroj
1331,messen::V,μετρώ,mas
1332,zählen::V,μετρώ,njeh
1333,rechnen::V,λογαριάζω,llogaris
1334,lesen::V,διαβάζω,lexoj
1335,lesen::V,διαβάζω,këndoj
1336,malen::V,ζωγραφίζω,lyej
1337,zeichnen::V,σχεδιάζω,vizatoj
1338,schreiben::V,γράφω,shkruaj
1339,besitzen::V,κατέχω,kam
1340,kaufen::V,αγοράζω,blej
1341,verkaufen::V,πουλώ,shes
1342,bezahlen::V,πληρώνω,paguaj
1343,zahlen::V,πληρώνω,paguaj
1344,beherrschen::V,κυριαρχώ,zotëroj
1345,ertragen::V,βαστώ,duroj
1346,ertragen::V,αντέχω,duroj
