,Concept_ID,is,lez
86,Wolke::N,ský,циф
87,Regen::N,regn,марф
88,Schnee::N,snjór,жив
89,Eis::N,ís,мурк
90,Frost::N,frost,аяз
91,Kälte::N,kuldi,мекь
92,Kälte::N,kuldi,мекьивал
93,Hitze::N,hiti,зегьем
94,Raureif::N,hrím,къирав
95,Regenbogen::N,regnbogi,яргъируш
96,Donner::N,þruma,цавун ван
97,Strömung::N,straumur,
98,Tropfen::N,dropi,стӏал
99,Schaum::N,froða,каф
100,Schmutz::N,óhreinindi,чирк
101,Schmutz::N,óhreinindi,кьуруш
102,See::N,stöðuvatn,вир
103,Sumpf::N,fen,уьлен
104,Moor::N,mýri,
105,Wiese::N,engi,векь
106,Wald::N,skógur,там
107,Hügel::N,hæð,кӏунтӏ
108,Hügel::N,hóll,кӏунтӏ
109,Anhöhe::N,hæð,тепе
110,Anhöhe::N,hæð,гьуьндуьрвал
111,Anhöhe::N,hóll,тепе
112,Anhöhe::N,hóll,гьуьндуьрвал
113,Berg::N,fell,дагъ
114,Berg::N,fjall,дагъ
115,Gipfel::N,tindur,кӏукӏ
116,Höhle::N,hellir,кьветӏ
117,Abhang::N,hlíð,гуьне
118,Abhang::N,brekka,гуьне
119,Quelle::N,lind,чешме
120,Quelle::N,uppspretta,чешме
121,Bach::N,lækur,булах
122,Fluss::N,á,вацӏ
123,Fluss::N,fljót,вацӏ
124,Ufer::N,árbakki,къерех
125,Ufer::N,sjávarbakki,къерех
126,Küste::N,strönd,къерех
127,Festland::N,meginland,кьурамат
128,Meer::N,haf,гьуьл
129,Meer::N,sjór,гьуьл
130,Bucht::N,vík,бухта
131,Insel::N,eyja,остров
132,Blume::N,blóm,цуьк
133,Gras::N,gras,хъач
134,Wurzel::N,rót,дувул
135,Baum::N,tré,ттар
136,Stamm::N,stofn,тан
137,Rinde::N,börkur,чкал
138,Ast::N,grein,тӏур
139,Zweig::N,angi,хел
140,Zweig::N,kvistur,хел
141,Blatt::N,blað,пеш
142,Birke::N,birki,верх
143,Kiefer[Baum]::N,fura,шамагъаж
144,Weide[Baum]::N,víðir,цӏвелин ттар
145,Tanne::N,greni,ель
146,Horn::N,horn,карч
147,Feder::N,fjöður,цӏакул
148,Fell::N,skinn,хам
149,Flügel::N,vængur,лув
150,Klaue::N,kló,къармах
151,Kralle::N,kló,пац
152,Kralle::N,kló,тапас
153,Schwanz::N,rófa,ттум
154,Schwanz::N,skott,ттум
155,Ei::N,egg,кака
156,Nest::N,hreiður,муг
157,Bau::N,greni,тӏеквен
158,Bau::N,bæli,тӏеквен
159,Tier::N,dýr,гьайван
160,Herde::N,hjörð,суьруь
161,Kuh::N,kýr,ккал
162,Bulle::N,boli,яц
163,Bulle::N,boli,бугъа
164,Pferd::N,hestur,балкӏан
165,Schaf::N,kind,хеб
166,Schwein::N,svín,вак
167,Hund::N,hundur,кицӏ
168,Katze::N,köttur,кац
169,Bär::N,björn,сев
170,Eichhörnchen::N,íkorni,белка
171,Elch::N,elgur,лось
172,Fuchs::N,refur,сикӏ
173,Hase::N,héri,къуьр
174,Maus::N,mús,кьиф
175,Wolf::N,úlfur,жанавур
176,Vogel::N,fugl,луван ничхир
177,Schwarm::N,sægur,луж
178,Huhn::N,hæna,верч
179,Hahn::N,hani,кӏек
180,Gans::N,gæs,къаз
181,Adler::N,örn,лекь
182,Ente::N,önd,пӏатӏ
183,Eule::N,uggla,тӏиб
184,Kranich::N,trana,дурна
185,Krähe::N,kráka,къаргъа
186,Kuckuck::N,gaukur,кукупӏ
187,Schwan::N,svanur,къугь
188,Fisch::N,fiskur,гъед
189,Barsch::N,aborri,окунь
190,Hecht::N,gedda,щука
191,Schlange[Tier]::N,naðra,илан
192,Schlange[Tier]::N,naðra,гъуьлягъ
193,Wurm::N,ormur,квак
194,Spinne::N,kónguló,хуьшрекан
195,Ameise::N,maur,цегв
196,Laus::N,lús,нет
197,Mücke::N,mý,ветӏ
198,Mücke::N,mýfluga,ветӏ
199,Fliege::N,fluga,тӏветӏ
200,Schmetterling::N,fiðrildi,чепелукь
201,Beere::N,ber,куьлуь емиш
202,Apfel::N,epli,ич
203,Pilz::N,sveppur,къарникъуз
204,Zwiebel::N,laukur,чичӏек
205,Saat::N,fræ,тумар
206,Saat::N,útsæði,тумар
207,Korn::N,korn,твар
208,Heu::N,hey,векь
209,Heu::N,hey,векьер
210,Schale::N,hýði,пириш
211,Schale::N,hýði,хъуьруьш
212,Grube::N,gryfja,фур
213,Falle::N,gildra,ракьар
214,Schlinge::N,snara,гьалкъа
215,Spur::N,spor,гел
216,Asche::N,aska,руьхъ
217,Dreck::N,óþverri,чирк
218,Dreck::N,óþverri,кьуруш
219,Eisen::N,járn,ракь
220,Gold::N,gull,алтун
221,Silber::N,silfur,гимиш
222,Kohle::N,kol,цӏивин
223,Glas::N,gler,шуьше
224,Lehm::N,leir,ччеб
225,Sand::N,sandur,къум
226,Mensch::N,maður,инсан
227,Mensch::N,manneskja,инсан
228,Mann::N,maður,итим
229,Mann::N,karlmaður,итим
230,Frau::N,kona,паб
231,Frau::N,kona,дишегьли
232,Kind::N,barn,аял
233,Kind::N,krakki,аял
234,Junge::N,drengur,гада
235,Mädchen::N,stelpa,руш
236,Familie::N,fjölskylda,хзан
237,Familie::N,fjölskylda,килфет
238,Großvater::N,afi,чӏехи буба
239,Großmutter::N,amma,чӏехи диде
240,Eltern::N,foreldrar,диде-буба
241,Vater::N,faðir,буба
242,Mutter::N,móðir,диде
243,Sohn::N,sonur,хва
244,Tochter::N,dóttir,руш
245,Bruder::N,bróðir,стха
246,Schwester::N,systir,вах
247,Onkel::N,föðurbróðir,ими
248,Onkel::N,föðurbróðir,халу
249,Tante::N,frænka,эме
250,Tante::N,frænka,хала
251,Tante::N,móðursystir,эме
252,Tante::N,móðursystir,хала
253,Ehemann::N,eiginmaður,гъуьл
254,Ehefrau::N,eiginkona,паб
255,Freude::N,gleði,шадвал
256,Gelächter::N,hlátur,хъвер
257,Glück::N,gæfa,бахт
258,Kummer::N,sorg,дерт
259,Kummer::N,sorg,хажалат
260,Wunsch::N,ósk,мурад
261,Lust::N,fýsn,гьевес
262,Lust::N,löngun,гьевес
263,Geist::N,andi,руьгь
264,Gedanke::N,hugsun,фикир
265,Gedächtnis::N,minni,
266,Verstand::N,vit,акьул
267,Sinn::N,merking,мана
268,Grund::N,ástæða,себеб
269,Wahrheit::N,sannleikur,керчек
270,Wahrheit::N,sannleikur,гьакъикъат
271,Gespräch::N,samtal,ихтилат
272,Märchen::N,ævintýri,мах
273,Erzählung::N,saga,кьиса
274,Nachricht::N,frétt,хабар
275,Neuigkeit::N,frétt,цӏийи хабар
276,Name::N,nafn,тӏвар
277,Rätsel::N,gáta,мискӏал
278,Rede::N,ræða,рахун
279,Sprache::N,mál,чӏал
280,Sprache::N,tungumál,чӏал
281,Stimme::N,rödd,ван
282,Wort::N,orð,гаф
283,Zeichen::N,tákn,ишара
284,Zeichen::N,merki,ишара
285,Ruf::N,kall,эвер
286,Lärm::N,hávaði,ван-сес
287,Laut::N,hljóð,ван
288,Laut::N,hljóð,сес
289,Ton::N,tónn,ван-сес
290,Lied::N,ljóð,мани
291,Lied::N,söngur,мани
292,Ruhe::N,ró,ласвал
293,Ruhe::N,ró,фаракъат
294,Ruhe::N,ró,асайиш
295,Ruhe::N,kyrrð,ласвал
296,Ruhe::N,kyrrð,фаракъат
297,Ruhe::N,kyrrð,асайиш
298,Leute::N,fólk,инсанар
299,Volk::N,þjóð,халкь
300,Arbeit::N,vinna,кӏвалах
301,Gast::N,gestur,мугьман
302,Geschenk::N,gjöf,савкьат
303,Spiel::N,leikur,къугъун
304,Gesellschaft::N,selskapur,жемят
305,Gesellschaft::N,selskapur,общество
306,Hilfe::N,hjálp,куьмек
307,Freund::N,vinur,дуст
308,Kamerad::N,félagi,яр-дуст
309,Angelegenheit::N,mál,кар
310,Angelegenheit::N,málefni,кар
311,Anzahl::N,tala,сан
312,Anzahl::N,tala,кьадар
313,Anzahl::N,fjöldi,сан
314,Anzahl::N,fjöldi,кьадар
315,Art::N,tegund,жуьре
316,Stück::N,biti,кӏус
317,Stück::N,stykki,кӏус
318,Teil::N,hluti,пай
319,Teil::N,partur,пай
320,Hälfte::N,helmingur,зур
321,Hälfte::N,helmingur,зур пай
322,Kreis::N,hringur,круг
323,Kreis::N,hringur,чкаяр
324,Kreis::N,hringur,элкъвей цӏар
325,Kreuz::N,kross,хаш
326,Kreuz::N,krossmark,хаш
327,Linie::N,lína,цӏар
328,Strich::N,strik,цӏар
329,Abstand::N,millibil,ара
330,Entfernung::N,fjarlægð,мензил
331,Gegend::N,hérað,чка
332,Platz::N,pláss,ара
333,Ort::N,staður,чка
334,Seite::N,hlið,пад
335,Mitte::N,miðja,юкь
336,Gegenstand::N,hlutur,затӏ
337,Sache::N,mál,шей
338,Sache::N,mál,затӏ
339,Rand::N,brún,къерех
340,Kante::N,rönd,син
341,Ecke::N,horn,пӏипӏ
342,Spitze::N,oddur,кӏвенкӏв
343,Ende::N,endi,кьил
344,Loch::N,gat,тӏеквен
345,Loch::N,hola,тӏеквен
346,Winkel::N,skot,пӏипӏ
347,Winkel::N,krókur,пӏипӏ
348,Muster::N,munstur,гишир
349,Größe::N,stærð,кьадар
350,Länge::N,lengd,яргъивал
351,Höhe::N,hæð,кьакьанвал
352,Gewicht::N,vigt,заланвал
353,Gewicht::N,þyngd,заланвал
354,Menge::N,magn,кьадар
355,Haufen::N,hrúga,хара
356,Haufen::N,haugur,хара
357,Reihe::N,röð,жерге
358,Boot::N,bátur,луьткве
359,Ruder::N,ár,кьусу
360,Schlitten::N,sleði,гъелерар
361,Ski::N,skíði,
362,Lagerfeuer::N,varðeldur,цӏай
363,Last::N,byrði,заланвал
364,Last::N,farmur,заланвал
365,Gang::N,ganga,ериш
366,Schritt::N,skref,къадам
367,Norden::N,norður,кефер
368,Norden::N,norður,кефер пад
369,Süden::N,suður,кьибле
370,Westen::N,vestur,рагъакӏидай пад
371,Osten::N,austur,рагъэкъечӏдай пад
372,Holz::N,viður,кӏарас
373,Brett::N,fjöl,кьул
374,Brett::N,fjöl,тахта
375,Platte::N,flötur,
376,Stütze::N,stoð,даях
377,Stange::N,stöng,юрк
378,Stock::N,prik,лаш
379,Stock::N,stafur,лаш
380,Stab::N,prik,юрк
381,Stab::N,stafur,юрк
382,Rohr::N,rör,турба
383,Rohr::N,pípa,турба
384,Haus::N,hús,ужагъ
385,Heim::N,heimili,кӏвал
386,Ofen::N,ofn,пич
387,Fußboden::N,gólf,кӏвалин ччил
388,Tisch::N,borð,стол
389,Stuhl::N,stóll,стул
390,Wiege::N,vagga,кьеб
391,Bett::N,rúm,тахт
392,Bett::N,hvíla,тахт
393,Regal::N,hilla,кьацӏ
394,Kiste::N,kassi,ящик
395,Fenster::N,gluggi,дакӏар
396,Tür::N,dyr,рак
397,Tür::N,hurð,рак
398,Tor::N,hlið,варар
399,Zaun::N,girðing,пару
400,Zaun::N,limgarður,пару
401,Dach::N,þak,къав
402,Leiter::N,stigi,гурар
403,Besen::N,sópur,таран кул
404,Spaten::N,spaði,ппер
405,Schaufel::N,skófla,хекендаз
406,Gabel::N,gaffall,шиш
407,Löffel::N,skeið,тӏур
408,Messer::N,hnífur,чукӏул
409,Nagel::N,nögl,мих
410,Netz::N,net,чил
411,Haken::N,krókur,къармах
412,Griff::N,tak,ттум
413,Schloss::N,lás,куьлег
414,Bild::N,mynd,шикил
415,Bild::N,mynd,суьрет
416,Figur::N,stytta,фигура
417,Puppe::N,brúða,нини
418,Beutel::N,poki,тагъар
419,Beutel::N,baggi,тагъар
420,Bündel::N,böggull,галгам
421,Tasche::N,veski,чанта
422,Eimer::N,fata,ведре
423,Deckel::N,lok,кьил
424,Deckel::N,lok,къалпагъ
425,Geschirr::N,leirtau,къаб-къажах
426,Sack::N,sekkur,чувал
427,Tasse::N,bolli,сукӏра
428,Topf::N,pottur,къажгъан
429,Kessel::N,ketill,къажгъан
430,Essen::N,matur,тӏуьн
431,Nahrung::N,fæða,тӏуьн
432,Speise::N,réttur,хуьрек
433,Speise::N,matarréttur,хуьрек
434,Fleisch::N,kjöt,як
435,Getreide::N,korn,техил
436,Brei::N,grautur,хапӏа
437,Brei::N,grautur,хешил
438,Brot::N,brauð,фу
439,Scheibe::N,sneið,чӏук
440,Fett::N,fita,ягълу
441,Butter::N,smjör,гъери
442,Öl::N,olía,ягълу
443,Salz::N,salt,кьел
444,Suppe::N,súpa,суп
445,Suppe::N,súpa,шурпа
446,Honig::N,hunang,вирт
447,Milch::N,mjólk,нек
448,Tee::N,te,чай
449,Leder::N,skinn,тумаж
450,Wolle::N,ull,йис
451,Stoff::N,dúkur,парча
452,Nadel::N,nál,раб
453,Faden::N,þráður,гъал
454,Knopf::N,tala,дуьгме
455,Knopf::N,hnappur,дуьгме
456,Knoten::N,hnútur,тӏвал
457,Farbe::N,málning,ранг
458,Kleidung::N,búningur,партал
459,Kleidung::N,klæðnaður,партал
460,Hemd::N,skyrta,перем
461,Kragen::N,kragi,хев
462,Kragen::N,flibbi,хев
463,Ärmel::N,ermi,хел
464,Hose::N,buxur,шалвар
465,Gürtel::N,belti,чӏул
466,Mütze::N,húfa,бармак
467,Mütze::N,húfa,бапӏах
468,Schuh::N,skór,ботинка
469,Stiefel::N,stígvél,чекме
470,Ring::N,hringur,тупӏал
471,Band::N,band,тасма
472,Kamm::N,greiða,регъ
473,Spiegel::N,spegill,гуьзгуь
474,Riemen::N,ól,къайиш
475,Riemen::N,reim,къайиш
476,Schnur::N,snúra,еб
477,Leine::N,band,
478,Decke::N,teppi,яргъан
479,Kissen::N,koddi,хъуьцуьган
480,Tuch::N,klútur,шал
481,Handtuch::N,þurrka,дасмал
482,Handtuch::N,handklæði,дасмал
483,Kraft::N,afl,гуж
484,Kraft::N,kraftur,гуж
485,Stärke::N,styrkur,къуват
486,Gesundheit::N,heilsa,сагъвал
487,Gesundheit::N,heilbrigði,сагъвал
488,Krankheit::N,sjúkdómur,тӏал
489,Schmerz::N,sársauki,тӏал
490,Schmerz::N,sársauki,тӏарвал
491,Wunde::N,sár,хер
492,Fieber::N,hitasótt,ифин
493,Arznei::N,lyf,дарман
494,Brücke::N,brú,муьгъ
495,Brunnen::N,brunnur,къуй
496,Weide::N,hagi,уьруьш
497,Pfad::N,stígur,рехъ
498,Weg::N,vegur,рехъ
499,Straße::N,gata,рехъ
500,Straße::N,stræti,рехъ
501,Dorf::N,þorp,хуьр
502,Stadt::N,borg,шегьер
503,Brief::N,bréf,кагъаз
504,Buch::N,bók,улуб
505,Buchstabe::N,bókstafur,гьарф
506,Zeitung::N,dagblað,газета
507,Leben::N,líf,уьмуьр
508,Tod::N,dauði,кьиникь
509,Grab::N,gröf,сур
510,Kirche::N,kirkja,килиса
511,Sünde::N,synd,гунагь
512,Gott::N,guð,аллагь
513,Arbeiter::N,verkamaður,фяле
514,Chef::N,yfirmaður,гьаким
515,Meister::N,meistari,устӏар
516,Arzt::N,læknir,доктор
517,Lehrer::N,kennari,муаллим
518,Geld::N,peningar,пул
519,Geschäft::N,viðskipti,
520,Laden::N,búð,магазин
521,Laden::N,verslun,магазин
522,Preis::N,verð,къимет
523,Ware::N,vara,мал
524,Ware::N,vara,товар
525,Nutzen::N,gagn,хийир
526,Nutzen::N,gagn,менфят
527,Reichtum::N,auður,девлет
528,Welt::N,veröld,дуьнья
529,Land::N,land,уьлкве
530,Staat::N,ríki,пачагьлугъ
531,Staat::N,ríki,государство
532,König::N,konungur,пачагь
533,Macht::N,vald,власть
534,Grenze::N,landamæri,сергьят
535,Krieg::N,stríð,дяве
536,Feind::N,fjandmaður,душман
537,Gewalt::N,ofbeldi,гуж
538,Kampf::N,bardagi,женг
539,Bogen[Waffe]::N,bogi,чӏемерук
540,Pfeil::N,ör,хьел
541,Gewehr::N,byssa,тфенг
542,Fehler::N,villa,гъалатӏ
543,Lüge::N,lygi,ттаб
544,Schaden::N,skemmd,зиян
545,Schaden::N,skemmd,зарар
546,Unglück::N,óhamingja,бала
547,Unglück::N,óhamingja,бедбахтвал
548,Schuld::N,sök,тахсир
549,Alter::N,aldur,яш
550,Schluss::N,lok,эхир
551,Schluss::N,endir,эхир
552,Zeit::N,tími,вяде
553,Tag::N,dagur,югъ
554,Morgen::N,morgunn,пакама
555,Mittag::N,hádegi,нисин
556,Abend::N,kvöld,няни
557,Nacht::N,nótt,йиф
558,Woche::N,vika,гьафте
559,Monat::N,mánuður,варз
560,Jahr::N,ár,йис
561,Frühling::N,vor,гатфар
562,Sommer::N,sumar,гад
563,Herbst::N,haust,зул
564,Winter::N,vetur,кьуьд
565,Januar::N,janúar,январь
566,Februar::N,február,февраль
567,März::N,mars,март
568,April::N,apríl,апрель
569,Mai::N,maí,май
570,Juni::N,júní,июнь
571,Juli::N,júlí,июль
572,August::N,ágúst,август
573,September::N,september,сентябрь
574,Oktober::N,október,октябрь
575,November::N,nóvember,ноябрь
576,Dezember::N,desember,декабрь
577,Montag::N,mánudagur,ислен
578,Dienstag::N,þriðjudagur,саласа
579,Mittwoch::N,miðvikudagur,арбе
580,Donnerstag::N,fimmtudagur,хемис югъ
581,Freitag::N,föstudagur,жуьмя
582,Freitag::N,föstudagur,жуьмя югъ
583,Samstag::N,laugardagur,киш
584,Sonntag::N,sunnudagur,гьяд
585,groß::A,stór,еке
586,groß::A,stór,чӏехи
587,klein::A,lítill,гъвечӏи
588,lang::A,langur,яргъи
589,kurz::A,stuttur,куьруь
590,breit::A,breiður,гьяркьуь
591,schmal::A,mjór,гуьтӏуь
592,dicht::A,þéttur,къалин
593,dick[Gegenstand]::A,þykkur,
594,dünn::A,þunnur,кьелечӏ
595,fein::A,fíngerður,шуькӏуь
596,fest::A,fastur,кӏеви
597,flach::A,flatur,кьулу
598,glatt::A,háll,цӏалцӏам
599,glatt::A,sléttur,цӏалцӏам
600,hart::A,harður,кӏеви
601,weich::A,mjúkur,хъуьтуьл
602,rund::A,kringlóttur,элкъвей
603,spitz::A,oddhvass,хци
604,scharf::A,beittur,хци
605,stumpf::A,bitlaus,къуьруь
606,schwer::A,þungur,залан
607,schön::A,fagur,иер
608,schön::A,fallegur,иер
609,heiß::A,heitur,кудай
610,warm::A,hlýr,чими
611,warm::A,heitur,чими
612,kalt::A,kaldur,мекьи
613,kühl::A,svalur,къайи
614,frisch::A,frískur,таза
615,frisch::A,frískur,михьи
616,feucht::A,rakur,ламу
617,feucht::A,þvalur,ламу
618,nass::A,votur,кьежей
619,nass::A,blautur,кьежей
620,trocken::A,þurr,кьуру
621,voll::A,fullur,ацӏай
622,leer::A,tómur,буш
623,leer::A,tómur,ичӏи
624,offen::A,opinn,ахъа
625,geschlossen::A,lokaður,кӏеви
626,sauber::A,þrifinn,михьи
627,schmutzig::A,óhreinn,чиркин
628,schmutzig::A,óhreinn,кьацӏай
629,schmutzig::A,sóðalegur,чиркин
630,schmutzig::A,sóðalegur,кьацӏай
631,roh::A,hrár,чиг
632,roh::A,hrár,ицӏи
633,reif::A,þroskaður,дигмиш хьайи
634,lecker::A,ljúffengur,дадлу
635,süß::A,sætur,ширин
636,bitter::A,beiskur,туькьуьл
637,sauer::A,súr,цуру
638,hell::A,bjartur,экуь
639,dunkel::A,dimmur,мичӏи
640,schwarz::A,svartur,чӏулав
641,weiß::A,hvítur,лацу
642,rot::A,rauður,яру
643,gelb::A,gulur,хъипи
644,blau::A,blár,вили
645,grün::A,grænn,къацу
646,grau::A,grár,рехи
647,bunt::A,marglitur,цӏару
648,bunt::A,marglitur,яру-цӏару
649,billig::A,ódýr,ужуз
650,teuer::A,dýr,багьа
651,wertvoll::A,verðmætur,масан
652,blind::A,blindur,буьркьуь
653,taub::A,heyrnarlaus,биши
654,kräftig::A,öflugur,гужлу
655,stark::A,sterkur,къуватлу
656,schwach::A,veill,такьатсуз
657,fett::A,feitur,куьк
658,schlank::A,grannur,шумал
659,schlank::A,spengilegur,шумал
660,hübsch::A,snotur,гуьрчег
661,hübsch::A,laglegur,гуьрчег
662,böse::A,illur,пис
663,böse::A,vondur,пис
664,dumm::A,heimskur,ахмакь
665,faul::A,latur,тенпел
666,fleißig::A,iðinn,сяй ийидай
667,fleißig::A,iðinn,сяйи ийидай
668,geizig::A,nískur,мискьи
669,klug::A,hygginn,акьуллу
670,geschickt::A,fimur,магьир
671,geschickt::A,laginn,магьир
672,lieb::A,kær,играми
673,lieb::A,ljúfur,играми
674,lustig::A,kátur,шад
675,sanft::A,blíður,назик
676,sanft::A,blíður,милайим
677,hungrig::A,soltinn,гишин
678,hungrig::A,hungraður,гишин
679,krank::A,sjúkur,кефсуз
680,nackt::A,nakinn,кьецӏил
681,traurig::A,dapur,пашман
682,traurig::A,hryggur,пашман
683,lebendig::A,lifandi,ччан алай
684,gut::A,góður,хъсан
685,gut::A,góður,вижевай
686,schlecht::A,slæmur,пис
687,schlecht::A,lélegur,пис
688,richtig::A,réttur,дуьз
689,schlimm::A,slæmur,нифретлу
690,wahr::A,sannur,гьакъикъи
691,alt::A,gamall,эски
692,alt::A,gamall,куьгьне
693,neu::A,nýr,цӏийи
694,ehemalig::A,fyrrverandi,виликан
695,alt[Lebewesen]::A,gamall,кьуьзуь
696,jung::A,ungur,жегьил
697,arm::A,vesall,кесиб
698,arm::A,fátækur,кесиб
699,reich::A,ríkur,девлетлу
700,reich::A,auðugur,девлетлу
701,bekannt::A,kunnugur,чидай
702,berühmt::A,frægur,машгьур
703,fremd::A,framandi,ччара
704,fremd::A,ókunnugur,ччара
705,verschieden::A,ýmis,жуьреба-жуьре
706,nah::A,nálægur,мукьвал
707,fern::A,fjarri,яргъал
708,fern::A,fjarlægur,яргъал
709,linker::A,vinstri,чапла
710,rechter::A,hægri,эрчӏи
711,anderer::A,annar,маса
712,anderer::A,annar,муькуь
713,erster::A,fyrsti,сад лагьай
714,zweiter::A,annar,кьвед лагьай
715,dritter::A,þriðji,пуд лагьай
716,letzter::A,síðasti,эхиримжи
717,allein::ADV,einn,кьилди
718,allein::ADV,aleinn,кьилди
719,auf einmal::ADV,allt í einu,
720,zusammen::ADV,saman,санал
721,lange::ADV,lengi,яргъалди
722,plötzlich::ADV,skyndilega,садлагьана
723,sofort::ADV,strax,гьасятда
724,sofort::ADV,þegar í stað,гьасятда
725,später::ADV,seinna,гуьгъуьнлай
726,jetzt::ADV,nú,гила
727,jetzt::ADV,núna,гила
728,heute::ADV,í dag,къе
729,morgen::ADV,á morgun,пака
730,bald::ADV,brátt,мукьва
731,bald::ADV,brátt,мукьвара
732,bald::ADV,bráðum,мукьва
733,bald::ADV,bráðum,мукьвара
734,dann::ADV,svo,ахпа
735,dann::ADV,síðan,ахпа
736,gestern::ADV,í gær,накь
737,einst::ADV,forðum,садра
738,damals::ADV,þá,а чӏавуз
739,damals::ADV,á þeim tímum,а чӏавуз
740,danach::ADV,á eftir því,ахпа
741,vorher::ADV,áður,вилик
742,zuerst::ADV,fyrst,сифте
743,einmal::ADV,einu sinni,садра
744,manchmal::ADV,stundum,гагь-гагь
745,oft::ADV,oft,гзаф вахтара
746,immer::ADV,alltaf,гьамиша
747,immer::ADV,sífellt,гьамиша
748,niemals::ADV,aldrei,са чӏавузни
749,niemals::ADV,aldrei,са вахтундани
750,hier::ADV,hér,ина
751,hierhin::ADV,hingað,иниз
752,von hier::ADV,héðan,инай
753,dort::ADV,þar,ана
754,dort::ADV,þarna,ана
755,dorthin::ADV,þangað,аниз
756,geradeaus::ADV,beint áfram,дуьз
757,vorwärts::ADV,áfram,вилик
758,vorwärts::ADV,áfram,виликди
759,rückwärts::ADV,aftur á bak,кьулухъ
760,zurück::ADV,aftur,
761,zurück::ADV,til baka,
762,unten::ADV,niðri,агъада
763,unten::ADV,fyrir neðan,агъада
764,hinab::ADV,niður,агъуз
765,hinab::ADV,niður eftir,агъуз
766,oben::ADV,uppi,винел
767,hinauf::ADV,upp,виниз
768,hinauf::ADV,upp eftir,виниз
769,überall::ADV,alls staðar,вирина
770,nicht::ADV,ekki,ваъ
771,ein wenig::ADV,dálítið,са тӏимил
772,kaum::ADV,varla,жизви
773,kaum::ADV,tæplega,жизви
774,sehr::ADV,mjög,лап
775,so::ADV,svo,икӏ
776,so::ADV,þannig,икӏ
777,noch::ADV,enn,гьеле
778,noch::ADV,ennþá,гьеле
779,nur::ADV,bara,анжах
780,nur::ADV,aðeins,анжах
781,schon::ADV,nú þegar,хъувуна
782,schon::ADV,nú þegar,мадни дардиз
783,schon::ADV,nú þegar,мадни гуьтӏуьз
784,schon::ADV,nú þegar,мадни гуьтӏуь я
785,wieder::ADV,aftur,
786,wieder::ADV,að nýju,
787,vergebens::ADV,árangurslaust,нагьакь
788,vergebens::ADV,árangurslaust,нагьакьа
789,vor::PRP,fyrir,вилик
790,hinter::PRP,bak við,кьулухъ
