,Concept_ID,be,hu
249,Onkel::N,дзядзька,nagybácsi
250,Tante::N,цётка,nagynéni
251,Ehemann::N,муж,férj
252,Ehefrau::N,жонка,feleség
253,Freude::N,радасць,öröm
254,Gelächter::N,смех,nevetés
255,Gelächter::N,смех,hahotázás
256,Glück::N,шчасце,boldogság
257,Kummer::N,гора,bánat
258,Wunsch::N,жаданне,óhaj
259,Lust::N,цяга,kedv
260,Geist::N,дух,elme
261,Geist::N,дух,szellem
262,Gedanke::N,думка,gondolat
263,Gedächtnis::N,памяць,emlékezet
264,Verstand::N,розум,ész
265,Verstand::N,розум,értelem
266,Sinn::N,сэнс,értelem
267,Grund::N,зачэпка,ok
268,Grund::N,зачэпка,alap
269,Wahrheit::N,праўда,igaz
270,Wahrheit::N,праўда,igazság
271,Gespräch::N,размова,beszélgetés
272,Märchen::N,казка,mese
273,Erzählung::N,расказ,elbeszélés
274,Erzählung::N,апавяданне,elbeszélés
275,Nachricht::N,вестка,hír
276,Nachricht::N,вестка,híradás
277,Nachricht::N,паведамленне,hír
278,Nachricht::N,паведамленне,híradás
279,Neuigkeit::N,навіна,újság
280,Name::N,імя,név
281,Rätsel::N,загадка,rejtvény
282,Rede::N,прамова,beszéd
283,Rede::N,прамова,szónoklat
284,Sprache::N,мова,nyelv
285,Stimme::N,голас,hang
286,Wort::N,слова,szó
287,Zeichen::N,знак,jel
288,Ruf::N,кліч,kiáltás
289,Lärm::N,шум,zaj
290,Laut::N,гук,hang
291,Ton::N,гучанне,hang
292,Lied::N,песня,dal
293,Lied::N,песня,ének
294,Ruhe::N,спакой,csend
295,Ruhe::N,спакой,nyugalom
296,Leute::N,людзі,emberek
297,Volk::N,народ,nép
298,Arbeit::N,праца,dolog
299,Arbeit::N,работа,dolog
300,Gast::N,госць,vendég
301,Geschenk::N,падарунак,ajándék
302,Spiel::N,гульня,játék
303,Gesellschaft::N,таварыства,társaság
304,Hilfe::N,дапамога,segítség
305,Freund::N,друг,barát
306,Freund::N,сябар,barát
307,Kamerad::N,прыяцель,társ
308,Angelegenheit::N,справа,ügy
309,Anzahl::N,колькасць,szám
310,Art::N,від,faj
311,Art::N,від,fajta
312,Stück::N,кусок,darab
313,Stück::N,кавалак,darab
314,Teil::N,частка,rész
315,Hälfte::N,палова,fél
316,Hälfte::N,палавіна,fél
317,Kreis::N,круг,kör
318,Kreuz::N,крыж,kereszt
319,Linie::N,лінія,vonal
320,Strich::N,рыса,vonás
321,Abstand::N,прамежак,köz
322,Entfernung::N,адлегласць,távolság
323,Gegend::N,мясцовасць,táj
324,Gegend::N,мясцовасць,vidék
325,Platz::N,месца,hely
326,Ort::N,месца,hely
327,Seite::N,бок,fél
328,Seite::N,бок,oldal
329,Mitte::N,сярэдзіна,közép
330,Gegenstand::N,прадмет,tárgy
331,Sache::N,рэч,dolog
332,Rand::N,край,szél
333,Rand::N,край,perem
334,Rand::N,край,szegély
335,Kante::N,руб,él
336,Kante::N,кант,él
337,Ecke::N,вугал,sarok
338,Ecke::N,вугал,szöglet
339,Spitze::N,кончык,csúcs
340,Ende::N,канец,vég
341,Loch::N,дзірка,lyuk
342,Winkel::N,вугал,szög
343,Muster::N,узор,minta
344,Größe::N,памер,nagyság
345,Länge::N,даўжыня,hossz
346,Länge::N,даўжыня,hosszúság
347,Höhe::N,вышыня,magasság
348,Gewicht::N,вага,súly
349,Menge::N,колькасць,sokaság
350,Menge::N,колькасць,mennyiség
351,Haufen::N,куча,halom
352,Reihe::N,рад,sor
353,Boot::N,лодка,csónak
354,Ruder::N,вясло,evező
355,Schlitten::N,сані,szánkó
356,Ski::N,лыжа,sí
357,Lagerfeuer::N,вогнішча,tábortűz
358,Last::N,цяжар,teher
359,Gang::N,ход,járás
360,Schritt::N,шаг,lépés
361,Schritt::N,крок,lépés
362,Norden::N,поўнач,észak
363,Süden::N,поўдзень,dél
364,Westen::N,захад,nyugat
365,Osten::N,усход,kelet
366,Holz::N,дрэва,fa
367,Holz::N,драўніна,fa
368,Brett::N,дошка,deszka
369,Platte::N,пліта,lap
370,Platte::N,пліта,lemez
371,Stütze::N,падпорка,támasz
372,Stütze::N,падпорка,támaszték
373,Stange::N,жэрдка,rúd
374,Stange::N,жэрдка,pózna
375,Stock::N,палка,pálca
376,Stab::N,шост,bot
377,Rohr::N,труба,cső
378,Haus::N,дом,ház
379,Heim::N,дом,otthon
380,Heim::N,хата,otthon
381,Ofen::N,печ,kályha
382,Fußboden::N,падлога,padló
383,Tisch::N,стол,asztal
384,Stuhl::N,стул,szék
385,Stuhl::N,крэсла,szék
386,Wiege::N,калыска,bölcső
387,Bett::N,ложак,ágy
388,Bett::N,пасцель,ágy
389,Regal::N,паліца,polc
390,Regal::N,паліца,állvány
391,Kiste::N,скрынка,láda
392,Fenster::N,акно,ablak
393,Tür::N,дзверы,ajtó
394,Tor::N,вароты,kapu
395,Zaun::N,агароджа,kerítés
396,Dach::N,дах,tető
397,Leiter::N,лесвіца,létra
398,Besen::N,мятла,seprű
399,Spaten::N,лапата,ásó
400,Spaten::N,жалязняк,ásó
401,Schaufel::N,шуфлік,lapát
402,Schaufel::N,лапатка,lapát
403,Gabel::N,відэлец,villa
404,Löffel::N,лыжка,kanál
405,Messer::N,нож,kés
406,Nagel::N,цвік,szeg
407,Netz::N,сетка,háló
408,Haken::N,крук,kampó
409,Griff::N,ручка,nyél
410,Griff::N,ручка,fogantyú
411,Schloss::N,замок,zár
412,Bild::N,карціна,kép
413,Figur::N,фігура,alak
414,Puppe::N,лялька,bábu
415,Beutel::N,мяшок,zacskó
416,Bündel::N,вязка,köteg
417,Tasche::N,торба,táska
418,Eimer::N,вядро,vödör
419,Deckel::N,накрыўка,fedő
420,Deckel::N,накрыўка,fedél
421,Geschirr::N,пасуда,edény
422,Sack::N,мех,zsák
423,Tasse::N,кубак,csésze
424,Topf::N,каструля,fazék
425,Kessel::N,кацёл,üst
426,Kessel::N,кацёл,bogrács
427,Essen::N,ежа,evés
428,Essen::N,ежа,étkezés
429,Nahrung::N,харч,ennivaló
430,Speise::N,страва,étel
431,Fleisch::N,мяса,hús
432,Getreide::N,збожжа,gabona
433,Brei::N,каша,pép
434,Brei::N,каша,kása
435,Brot::N,хлеб,kenyér
436,Scheibe::N,луста,szelet
437,Scheibe::N,скібка,szelet
438,Fett::N,тлушч,háj
439,Fett::N,тлушч,zsír
440,Butter::N,масла,vaj
441,Öl::N,алей,olaj
442,Salz::N,соль,só
443,Suppe::N,суп,leves
444,Honig::N,мёд,méz
445,Milch::N,малако,tej
446,Tee::N,чай,tea
447,Tee::N,гарбата,tea
448,Leder::N,скура,bőr
449,Wolle::N,воўна,gyapjú
450,Stoff::N,тканіна,szövet
451,Nadel::N,іголка,tű
452,Faden::N,нітка,fonál
453,Knopf::N,гузік,gomb
454,Knoten::N,вузел,csomó
455,Farbe::N,фарба,szín
456,Farbe::N,фарба,festék
457,Kleidung::N,адзенне,ruha
458,Kleidung::N,адзенне,ruházat
459,Hemd::N,кашуля,ing
460,Kragen::N,каўнер,gallér
461,Ärmel::N,рукаў,ujj
462,Hose::N,штаны,gatya
463,Hose::N,штаны,nadrág
464,Gürtel::N,пояс,öv
465,Mütze::N,шапка,sapka
466,Schuh::N,чаравік,cipő
467,Stiefel::N,бот,csizma
468,Ring::N,кольца,gyűrű
469,Band::N,стужка,szalag
470,Kamm::N,расчоска,fésű
471,Spiegel::N,люстра,tükör
472,Riemen::N,рэмень,szíj
473,Schnur::N,вяроўка,zsinór
474,Leine::N,павадок,póráz
475,Decke::N,коўдра,takaró
476,Kissen::N,падушка,párna
477,Tuch::N,хустка,kendő
478,Handtuch::N,ручнік,törülköző
479,Kraft::N,сіла,erő
480,Stärke::N,моц,erő
481,Stärke::N,моц,erősség
482,Gesundheit::N,здароўе,egészség
483,Krankheit::N,хвароба,kór
484,Krankheit::N,хвароба,betegség
485,Schmerz::N,боль,fájdalom
486,Wunde::N,рана,seb
487,Fieber::N,гарачка,láz
488,Fieber::N,ліхаманка,láz
489,Arznei::N,лекі,orvosság
490,Arznei::N,лекі,gyógyszer
491,Brücke::N,мост,híd
492,Brunnen::N,калодзеж,kút
493,Weide::N,паша,legelő
494,Pfad::N,сцежка,ösvény
495,Weg::N,шлях,út
496,Weg::N,дарога,út
497,Straße::N,вуліца,út
498,Dorf::N,вёска,falu
499,Stadt::N,горад,város
500,Brief::N,ліст,levél
501,Brief::N,пісьмо,levél
502,Buch::N,кніга,könyv
503,Buchstabe::N,літара,betű
504,Zeitung::N,газета,újság
505,Zeitung::N,газета,hírlap
506,Leben::N,жыццё,élet
507,Tod::N,смерць,halál
508,Grab::N,магіла,sír
509,Kirche::N,касцёл,templom
510,Kirche::N,царква,templom
511,Sünde::N,грэх,bűn
512,Sünde::N,грэх,vétek
513,Gott::N,бог,isten
514,Arbeiter::N,рабочы,munkás
515,Chef::N,начальнік,főnök
516,Meister::N,майстар,mester
517,Arzt::N,урач,orvos
518,Lehrer::N,настаўнік,tanár
519,Lehrer::N,настаўнік,tanító
520,Geld::N,грошы,pénz
521,Geschäft::N,заняцце,üzlet
522,Laden::N,крама,bolt
523,Laden::N,магазін,bolt
524,Preis::N,цана,ár
525,Ware::N,тавар,áru
526,Nutzen::N,выгада,haszon
527,Reichtum::N,багацце,gazdagság
528,Welt::N,свет,világ
529,Land::N,краіна,ország
530,Staat::N,дзяржава,állam
531,König::N,кароль,király
532,Macht::N,улада,hatalom
533,Grenze::N,граніца,határ
534,Krieg::N,вайна,háború
535,Feind::N,вораг,ellenség
536,Gewalt::N,насілле,erőszak
537,Kampf::N,барацьба,harc
538,Bogen[Waffe]::N,лук,íj
539,Pfeil::N,страла,nyíl
540,Gewehr::N,ружжо,puska
541,Gewehr::N,ружжо,fegyver
542,Fehler::N,памылка,hiba
543,Lüge::N,хлусня,hazugság
544,Schaden::N,шкода,kár
545,Unglück::N,ліха,csapás
546,Unglück::N,ліха,balszerencse
547,Unglück::N,бядота,csapás
548,Unglück::N,бядота,balszerencse
549,Schuld::N,віна,bűn
550,Alter::N,узрост,kor
551,Schluss::N,канец,vég
552,Schluss::N,канец,befejezés
553,Zeit::N,час,idő
554,Tag::N,дзень,nap
555,Morgen::N,ранак,reggel
556,Morgen::N,раніца,reggel
557,Mittag::N,паўдня,dél
558,Mittag::N,поўдзень,dél
559,Abend::N,вечар,este
560,Nacht::N,ноч,éj
561,Nacht::N,ноч,éjszaka
562,Woche::N,тыдзень,hét
563,Monat::N,месяц,hó
564,Monat::N,месяц,hónap
565,Jahr::N,год,év
566,Frühling::N,вясна,tavasz
567,Sommer::N,лета,nyár
568,Herbst::N,восень,ősz
569,Winter::N,зіма,tél
570,Januar::N,студзень,január
571,Februar::N,люты,február
572,März::N,сакавік,március
573,April::N,красавік,április
574,Mai::N,май,május
575,Mai::N,травень,május
576,Juni::N,чэрвень,június
577,Juli::N,ліпень,július
578,August::N,жнівень,augusztus
579,September::N,верасень,szeptember
580,Oktober::N,кастрычнік,október
581,November::N,лістапад,november
582,Dezember::N,снежань,december
583,Montag::N,панядзелак,hétfő
584,Dienstag::N,аўторак,kedd
585,Mittwoch::N,серада,szerda
586,Donnerstag::N,чацвер,csütörtök
587,Freitag::N,пятніца,péntek
588,Samstag::N,субота,szombat
589,Sonntag::N,нядзеля,vasárnap
590,groß::A,вялікі,nagy
591,klein::A,маленькі,pici
592,klein::A,маленькі,kicsi
593,lang::A,доўгі,hosszú
594,kurz::A,кароткі,rövid
595,breit::A,шырокі,széles
596,schmal::A,вузкі,keskeny
597,dicht::A,густы,sűrű
598,dick[Gegenstand]::A,тоўсты,vastag
599,dünn::A,тонкі,vékony
600,fein::A,тонкі,vékony
601,fest::A,моцны,szilárd
602,flach::A,плоскі,sík
603,flach::A,плоскі,lapos
604,glatt::A,гладкі,sima
605,hart::A,цвёрды,kemény
606,weich::A,мяккі,puha
607,rund::A,круглы,kerek
608,spitz::A,спічасты,hegyes
609,spitz::A,востраканцовы,hegyes
610,scharf::A,востры,éles
611,stumpf::A,тупы,tompa
612,stumpf::A,тупы,életlen
613,schwer::A,цяжкі,nehéz
614,schwer::A,цяжкі,súlyos
615,schön::A,прыгожы,szép
616,heiß::A,гарачы,forró
617,warm::A,цёплы,meleg
618,kalt::A,холадны,hideg
619,kühl::A,халаднаваты,hűs
620,kühl::A,халаднаваты,hűvös
621,frisch::A,свежы,üde
622,frisch::A,свежы,friss
623,feucht::A,вільготны,nedves
624,nass::A,мокры,vizes
625,trocken::A,сухі,száraz
626,voll::A,поўны,telt
627,leer::A,пусты,üres
628,offen::A,адкрыты,nyílt
629,offen::A,адкрыты,nyitott
630,offen::A,адчынены,nyílt
631,offen::A,адчынены,nyitott
632,geschlossen::A,закрыты,zárt
633,geschlossen::A,закрыты,csukott
634,geschlossen::A,зачынены,zárt
635,geschlossen::A,зачынены,csukott
636,sauber::A,чысты,tiszta
637,schmutzig::A,брудны,piszkos
638,schmutzig::A,брудны,szennyes
639,roh::A,сыры,nyers
640,reif::A,спелы,érett
641,lecker::A,смачны,finom
642,süß::A,салодкі,édes
643,bitter::A,горкі,keserű
644,sauer::A,кіслы,savanyú
645,hell::A,светлы,világos
646,dunkel::A,цёмны,sötét
647,schwarz::A,чорны,fekete
648,weiß::A,белы,fehér
649,rot::A,чырвоны,vörös
650,gelb::A,жоўты,sárga
651,blau::A,сіні,kék
652,grün::A,зялёны,zöld
653,grau::A,шэры,ősz
654,grau::A,шэры,szürke
655,bunt::A,пяресты,tarka
656,bunt::A,пяресты,színes
657,billig::A,танны,olcsó
658,teuer::A,дарагі,drága
659,wertvoll::A,цэнны,értékes
660,wertvoll::A,каштоўны,értékes
661,blind::A,сляпы,vak
662,taub::A,глухі,süket
663,kräftig::A,магутны,erős
664,stark::A,сільны,erős
665,schwach::A,слабы,gyenge
666,schwach::A,слабы,erőtlen
667,fett::A,тлусты,hájas
668,schlank::A,стройны,karcsú
669,hübsch::A,чароўны,csinos
670,böse::A,злы,rossz
671,böse::A,злы,gonosz
672,dumm::A,дурны,buta
673,dumm::A,дурны,ostoba
674,faul::A,лянівы,lusta
675,fleißig::A,руплівы,szorgalmas
676,geizig::A,прагны,fukar
677,geizig::A,прагны,fösvény
678,klug::A,разумны,okos
679,klug::A,разумны,eszes
680,geschickt::A,умелы,ügyes
681,lieb::A,мілы,drága
682,lieb::A,мілы,kedves
683,lustig::A,вясёлы,víg
684,lustig::A,вясёлы,vidám
685,sanft::A,ласкавы,enyhe
686,hungrig::A,галодны,éhes
687,krank::A,хворы,beteg
688,nackt::A,голы,csupasz
689,nackt::A,голы,meztelen
690,traurig::A,сумны,bús
691,traurig::A,сумны,szomorú
692,lebendig::A,жывы,élő
693,gut::A,добры,jó
694,schlecht::A,кепскі,rossz
695,richtig::A,правільны,helyes
696,schlimm::A,агідны,rossz
697,wahr::A,сапраўдны,igaz
698,alt::A,стары,ó
699,alt::A,стары,régi
700,neu::A,новы,új
701,ehemalig::A,былы,volt
702,ehemalig::A,былы,egykori
703,alt[Lebewesen]::A,стары,öreg
704,jung::A,малады,fiatal
705,arm::A,бедны,szegény
706,reich::A,багаты,gazdag
707,bekannt::A,знаёмы,ismert
708,bekannt::A,знаёмы,ismeretes
709,berühmt::A,славуты,híres
710,fremd::A,чужы,idegen
711,verschieden::A,розны,különböző
712,nah::A,блізкі,közeli
713,fern::A,далёкі,távoli
714,linker::A,левы,bal
715,rechter::A,правы,jobb
716,anderer::A,іншы,más
717,anderer::A,іншы,másik
718,anderer::A,другі,más
719,anderer::A,другі,másik
720,erster::A,першы,első
721,zweiter::A,другі,második
722,dritter::A,трэці,harmadik
723,letzter::A,апошні,utolsó
724,allein::ADV,сам,egyedül
725,allein::ADV,адзін,egyedül
726,auf einmal::ADV,адразу,egyszerre
727,zusammen::ADV,разам,együtt
728,zusammen::ADV,разам,összesen
729,lange::ADV,доўга,sokáig
730,lange::ADV,доўга,hosszan
731,plötzlich::ADV,раптам,hirtelen
732,plötzlich::ADV,раптам,egyszerre
733,sofort::ADV,зараз,rögtön
734,sofort::ADV,зараз,tüstént
735,später::ADV,пазней,későn
736,jetzt::ADV,цяпер,most
737,heute::ADV,сёння,ma
738,morgen::ADV,заўтра,holnap
739,bald::ADV,хутка,majd
740,bald::ADV,хутка,nemsokára
741,bald::ADV,неўзабаве,majd
742,bald::ADV,неўзабаве,nemsokára
743,dann::ADV,потым,akkor
744,gestern::ADV,учора,tegnap
745,einst::ADV,аднойчы,hajdan
746,damals::ADV,тады,akkor
747,damals::ADV,тады,akkoriban
748,danach::ADV,затым,azután
749,vorher::ADV,раней,előbb
750,zuerst::ADV,спярша,először
751,zuerst::ADV,спачатку,először
752,einmal::ADV,адзін раз,egyszer
753,manchmal::ADV,часам,néha
754,manchmal::ADV,часам,olykor
755,oft::ADV,часта,sokszor
756,immer::ADV,заўсёды,mindig
757,niemals::ADV,ніколі,sohasem
758,hier::ADV,тут,itt
759,hierhin::ADV,сюды,erre
760,von hier::ADV,адсюль,innen
761,von hier::ADV,адгэтуль,innen
762,dort::ADV,там,ott
763,dorthin::ADV,туды,oda
764,geradeaus::ADV,прама,egyenesen
765,vorwärts::ADV,наперад,előre
766,rückwärts::ADV,назад,hátrafelé
767,zurück::ADV,назад,hátra
768,zurück::ADV,назад,vissza
769,unten::ADV,унізе,alul
770,hinab::ADV,уніз,le
771,hinab::ADV,уніз,lefelé
772,oben::ADV,угары,fenn
773,oben::ADV,угары,felül
774,oben::ADV,наверсе,fenn
775,oben::ADV,наверсе,felül
776,hinauf::ADV,угару,fel
777,hinauf::ADV,угару,felfelé
778,überall::ADV,усюды,mindenütt
779,nicht::ADV,не,nem
780,ein wenig::ADV,трошкі,egy kicsit
781,kaum::ADV,ледзьве,alig
782,sehr::ADV,вельмі,nagyon
783,so::ADV,так,úgy
784,noch::ADV,яшчэ,még
785,nur::ADV,толькі,csak
786,nur::ADV,толькі,csupán
787,schon::ADV,ужо,már
788,wieder::ADV,зноў,ismét
789,wieder::ADV,зноў,megint
790,vergebens::ADV,дарма,hiába
791,vergebens::ADV,дарэмна,hiába
792,vor::PRP,перад,előtt
793,hinter::PRP,за,mögött
794,hinter::PRP,ззаду,mögött
795,unter::PRP,пад,alatt
796,durch::PRP,праз,át
797,durch::PRP,праз,keresztül
798,neben::PRP,каля,mellett
799,zwischen::PRP,між,között
800,zwischen::PRP,паміж,között
801,wegen::PRP,з-за,miatt
802,wegen::PRP,з-за,végett
803,dies::PRN,гэта,ez
804,das::PRN,тое,az
805,alles::PRN,усё,minden
806,ich::PRN,я,én
807,du::PRN,ты,te
808,er::PRN,ён,ő
809,wir::PRN,мы,mi
810,ihr::PRN,вы,ti
811,sie::PRN,яны,ők
812,was::FPRN,што,mi
813,wer::FPRN,хто,ki
814,wo::FADV,дзе,hol
815,wohin::FADV,куды,hova
816,wie::FADV,як,hogy
817,wie::FADV,як,hogyan
818,warum::FADV,чаму,miért
819,wieviel::FNUM,колькі,hány
820,wieviel::FNUM,колькі,mennyi
821,eins::NUM,адзін,egy
822,zwei::NUM,два,kettő
823,drei::NUM,тры,három
824,vier::NUM,чатыры,négy
825,fünf::NUM,пяць,öt
826,sechs::NUM,шесць,hat
827,sieben::NUM,сем,hét
828,acht::NUM,восем,nyolc
829,neun::NUM,дзевяць,kilenc
830,zehn::NUM,дзесяць,tíz
831,elf::NUM,адзінаццаць,tizenegy
832,zwölf::NUM,дванаццаць,tizenkettő
833,zwanzig::NUM,дваццаць,húsz
834,dreißig::NUM,трыццаць,harminc
