,Concept_ID,ta,de
290,Ski::N,பனிச் சறுக்கல்,Ski
291,Lagerfeuer::N,மூட்டம்,Lagerfeuer
292,Last::N,பாரம்,Last
293,Gang::N,நடை,Gang
294,Schritt::N,காலடி,Schritt
295,Norden::N,வடக்கு,Norden
296,Süden::N,தெற்கு,Süden
297,Westen::N,மேற்கு திசை,Westen
298,Osten::N,கிழக்கு,Osten
299,Holz::N,மரக்கட்டை,Holz
300,Brett::N,பலகை,Brett
301,Platte::N,பலகம்,Platte
302,Stütze::N,அடைப்புகன்,Stütze
303,Stange::N,கம்பம்,Stange
304,Stock::N,குச்சி,Stock
305,Stab::N,கம்பு,Stab
306,Rohr::N,குழாய்,Rohr
307,Haus::N,வீடு,Haus
308,Heim::N,வீடு,Heim
309,Ofen::N,அடுப்பு,Ofen
310,Fußboden::N,தரை,Fußboden
311,Tisch::N,மேசை,Tisch
312,Stuhl::N,நாற்காலி,Stuhl
313,Wiege::N,தொட்டில்,Wiege
314,Bett::N,படுக்கை,Bett
315,Regal::N,அலமாரி,Regal
316,Kiste::N,பெட்டி,Kiste
317,Fenster::N,சாளரம்,Fenster
318,Tür::N,கதவு,Tür
319,Tor::N,வாசற்கதவு,Tor
320,Zaun::N,வேலி,Zaun
321,Dach::N,கூரை,Dach
322,Leiter::N,ஏணி,Leiter
323,Besen::N,விளக்குமாறு,Besen
324,Spaten::N,மண்வெட்டி,Spaten
325,Schaufel::N,அடிதண்டா,Schaufel
326,Gabel::N,முட்கரண்டி,Gabel
327,Löffel::N,கரண்டி,Löffel
328,Messer::N,கத்தி,Messer
329,Nagel::N,ஆணி,Nagel
330,Netz::N,வலை,Netz
331,Haken::N,கொக்கி,Haken
332,Griff::N,கைப்பிடி,Griff
333,Schloss::N,பூட்டு,Schloss
334,Bild::N,படம்,Bild
335,Figur::N,எண்ணிக்கை,Figur
336,Puppe::N,பொம்மை,Puppe
337,Beutel::N,பை,Beutel
338,Bündel::N,பொதி,Bündel
339,Tasche::N,பை,Tasche
340,Eimer::N,வாளி,Eimer
341,Deckel::N,உறை,Deckel
342,Geschirr::N,பாத்திரம்,Geschirr
343,Sack::N,பை,Sack
344,Tasse::N,கிண்ணம்,Tasse
345,Topf::N,பானை,Topf
346,Kessel::N,கெண்டி,Kessel
347,Essen::N,உணவருந்துதல்,Essen
348,Nahrung::N,உணவு,Nahrung
349,Speise::N,உணவு வகை,Speise
350,Fleisch::N,இறைச்சி,Fleisch
351,Getreide::N,மக்காச்சோளம்,Getreide
352,Brei::N,கஞ்சி,Brei
353,Brot::N,ரொட்டி,Brot
354,Scheibe::N,துண்டு,Scheibe
355,Fett::N,கொழுப்பு,Fett
356,Butter::N,வெண்ணெய்,Butter
357,Öl::N,எண்ணெய்,Öl
358,Salz::N,உப்பு,Salz
359,Suppe::N,ரசம்,Suppe
360,Honig::N,தேன்,Honig
361,Milch::N,பால்,Milch
362,Tee::N,தெனீர்,Tee
363,Leder::N,பதம் செய்யப்பட்ட தோல்,Leder
364,Wolle::N,கம்பளி,Wolle
365,Stoff::N,துணி,Stoff
366,Nadel::N,ஊசி,Nadel
367,Faden::N,நூல்,Faden
368,Knopf::N,பொத்தான்,Knopf
369,Knoten::N,முடிச்சு,Knoten
370,Farbe::N,வண்ணக் குழம்பு,Farbe
371,Kleidung::N,ஆடைகள்,Kleidung
372,Hemd::N,சட்டை,Hemd
373,Kragen::N,கழுத்துப் பட்டை,Kragen
374,Ärmel::N,சட்டைக்கை,Ärmel
375,Hose::N,கால்சட்டை,Hose
376,Gürtel::N,பெல்ட்,Gürtel
377,Mütze::N,தொப்பி,Mütze
378,Schuh::N,காலணி,Schuh
379,Stiefel::N,காலணி,Stiefel
380,Ring::N,மோதிரம்,Ring
381,Band::N,நாடா,Band
382,Kamm::N,கீப்பு,Kamm
383,Spiegel::N,ஆடி,Spiegel
384,Spiegel::N,கண்ணாடி,Spiegel
385,Riemen::N,வார்,Riemen
386,Schnur::N,கயிறு,Schnur
387,Leine::N,தோல்வார்,Leine
388,Decke::N,போர்வை,Decke
389,Kissen::N,தலையணை,Kissen
390,Tuch::N,துணி,Tuch
391,Handtuch::N,தண்டு,Handtuch
392,Kraft::N,நிர்பந்தம்,Kraft
393,Stärke::N,பலம்,Stärke
394,Gesundheit::N,ஆரோக்கியம்,Gesundheit
395,Krankheit::N,நோய்,Krankheit
396,Schmerz::N,வலி,Schmerz
397,Wunde::N,காயம்,Wunde
398,Fieber::N,காய்ச்சல்,Fieber
399,Arznei::N,மருந்து,Arznei
400,Brücke::N,பாலம்,Brücke
401,Brunnen::N,கேணி,Brunnen
402,Weide::N,மேய்ச்சல் நிலம்,Weide
403,Pfad::N,நடை வழி,Pfad
404,Weg::N,வழி,Weg
405,Straße::N,சாலை,Straße
406,Dorf::N,கிராமம்,Dorf
407,Stadt::N,நகரம்,Stadt
408,Brief::N,கடிதம்,Brief
409,Buch::N,புத்தகம்,Buch
410,Buchstabe::N,எழத்து,Buchstabe
411,Zeitung::N,செய்தித்தாள்,Zeitung
412,Leben::N,வாழ்க்கை,Leben
413,Tod::N,மரணம்,Tod
414,Grab::N,சமாதி,Grab
415,Kirche::N,தேவாலயம்,Kirche
416,Sünde::N,பாவம்,Sünde
417,Gott::N,கடவுள்,Gott
418,Arbeiter::N,தொழிலாளி,Arbeiter
419,Chef::N,மேலாளர்,Chef
420,Meister::N,தலைவன்,Meister
421,Arzt::N,மருத்துவர்,Arzt
422,Lehrer::N,ஆசிரியர்,Lehrer
423,Geld::N,பணம்,Geld
424,Geschäft::N,வாணிபம்,Geschäft
425,Laden::N,கடை,Laden
426,Preis::N,விலை,Preis
427,Ware::N,சாமன்கள்,Ware
428,Nutzen::N,இலாபம்,Nutzen
429,Reichtum::N,சொத்து,Reichtum
430,Welt::N,உலகம்,Welt
431,Land::N,நாடு,Land
432,Staat::N,நாடு,Staat
433,König::N,அரசன்,König
434,Macht::N,அதிகாரம்,Macht
435,Grenze::N,எல்லை,Grenze
436,Krieg::N,போர்,Krieg
437,Feind::N,எதிரி,Feind
438,Gewalt::N,வன்முறை,Gewalt
439,Kampf::N,போராட்டம்,Kampf
440,Bogen[Waffe]::N,வில்,Bogen
441,Pfeil::N,அம்பு,Pfeil
442,Gewehr::N,துப்பாக்கி,Gewehr
443,Fehler::N,தவறு,Fehler
444,Lüge::N,பொய்,Lüge
445,Schaden::N,சேதாரம்,Schaden
446,Unglück::N,இடையூறு,Unglück
447,Schuld::N,குற்றம்,Schuld
448,Alter::N,வயது,Alter
449,Schluss::N,முடிவு,Schluss
450,Zeit::N,காலம்,Zeit
451,Tag::N,நாள்,Tag
452,Morgen::N,காலை நேரம்,Morgen
453,Mittag::N,மதியம்,Mittag
454,Abend::N,மாலைப் பொழுது,Abend
455,Nacht::N,இரவு,Nacht
456,Woche::N,வாரம்,Woche
457,Monat::N,மாதம்,Monat
458,Jahr::N,வருடம்,Jahr
459,Frühling::N,வசந்தம்,Frühling
460,Sommer::N,கோடை,Sommer
461,Herbst::N,இலையுதிர் காலம்,Herbst
462,Winter::N,குளிர்காலம்,Winter
463,Januar::N,ஜனவரி,Januar
464,Februar::N,பிபரவரி மாதம்,Februar
465,März::N,மார்ச் மாதம்,März
466,April::N,ஏப்ரல் மாதம்,April
467,Mai::N,மே மாதம்,Mai
468,Juni::N,ஜூன் மாதம்,Juni
469,Juli::N,ஜூலை மாதம்,Juli
470,August::N,ஆகஸ்ட் மாதம்,August
471,September::N,செப்டம்பர் மாதம்,September
472,Oktober::N,அக்டோபர் மாதம்,Oktober
473,November::N,நவம்பர் மாதம்,November
474,Dezember::N,டிசம்பர்,Dezember
475,Montag::N,திங்கட் கிழமை,Montag
476,Dienstag::N,செவ்வாய்க்கிழமை,Dienstag
477,Mittwoch::N,புதன் கிழமை,Mittwoch
478,Donnerstag::N,வியாழக் கிழமை,Donnerstag
479,Freitag::N,வெள்ளிக்கிழமை,Freitag
480,Samstag::N,சனிக்கிழமை,Samstag
481,Sonntag::N,ஞாயிறுக் கிழமை,Sonntag
482,groß::A,பெரிய,groß
483,klein::A,சிறிய,klein
484,lang::A,நீண்ட,lang
485,kurz::A,குட்டையான,kurz
486,breit::A,அகலமான,breit
487,schmal::A,குறுகலான,schmal
488,dicht::A,அடர்த்தியான,dicht
489,dick[Gegenstand]::A,தடித்த,dick
490,dünn::A,சன்னமான,dünn
491,fein::A,மெல்லிய,fein
492,fest::A,உறுதியாள,fest
493,flach::A,தட்டையான,flach
494,glatt::A,வழுவழுப்பான,glatt
495,hart::A,கடினமான,hart
496,weich::A,மென்மையான,weich
497,rund::A,உருண்டையான,rund
498,spitz::A,திகந்தமாக,spitz
499,scharf::A,கூரான,scharf
500,stumpf::A,உளம் திறந்த,stumpf
501,schwer::A,கனமான,schwer
502,schön::A,அழகான,schön
503,heiß::A,சூடான,heiß
504,warm::A,இதமான,warm
505,kalt::A,குளிர்ச்சியான,kalt
506,kühl::A,குளிர்ச்சியான,kühl
507,frisch::A,சுத்தமான,frisch
508,feucht::A,ஈரமான,feucht
509,nass::A,ஈரமான,nass
510,trocken::A,உலர்ந்த,trocken
511,voll::A,நிரம்பிய,voll
512,leer::A,காலியான,leer
513,offen::A,திறந்த,offen
514,geschlossen::A,மூடப்பட்ட,geschlossen
515,sauber::A,சுத்தமான,sauber
516,schmutzig::A,அழக்கான,schmutzig
517,roh::A,கச்சா,roh
518,reif::A,பழுத்த,reif
519,lecker::A,சுவைமிக்க,lecker
520,süß::A,இனிப்பான,süß
521,bitter::A,கசப்பான,bitter
522,sauer::A,புளிப்பாக,sauer
523,hell::A,பளபளப்பான,hell
524,dunkel::A,கருமையான,dunkel
525,schwarz::A,கருப்பு வண்ண,schwarz
526,weiß::A,வெண்மையன,weiß
527,rot::A,சிவப்பு,rot
528,gelb::A,மஞ்சள் வண்ணம்,gelb
529,blau::A,நீல வண்ண,blau
530,grün::A,பச்சை வண்ண,grün
531,grau::A,சாம்பல் நிற,grau
532,bunt::A,வண்ண மயமான,bunt
533,billig::A,மலிவான,billig
534,teuer::A,விலை அதிகமான,teuer
535,wertvoll::A,மதிப்புள்ள,wertvoll
536,blind::A,பார்வையற்ற,blind
537,taub::A,செவிடான,taub
538,kräftig::A,வலிமையான,kräftig
539,stark::A,பலமான,stark
540,schwach::A,பலவீனமான,schwach
541,fett::A,பருமனாக,fett
542,schlank::A,ஒல்லியான,schlank
543,hübsch::A,அழகிய,hübsch
544,böse::A,கேடு விளைவிக்கும்,böse
545,dumm::A,முட்டாள்தனமான,dumm
546,faul::A,சோம்பலான,faul
547,fleißig::A,ஊக்கந்தளராத,fleißig
548,geizig::A,கஞேசத்தனமான,geizig
549,klug::A,சாதுரியமான,klug
550,geschickt::A,திறமையள்ள,geschickt
551,lieb::A,அன்புக்குரிய,lieb
552,lustig::A,களிப்புமிக்க,lustig
553,sanft::A,சாதுவான,sanft
554,hungrig::A,பசியுடன்,hungrig
555,krank::A,நோயுற்று,krank
556,nackt::A,ஆடையற்ற,nackt
557,traurig::A,சோகமான,traurig
558,lebendig::A,பிழைப்பு,lebendig
559,gut::A,நல்ல,gut
560,schlecht::A,கெட்ட,schlecht
561,richtig::A,சரியான,richtig
562,schlimm::A,அருவருப்பான,schlimm
563,wahr::A,உண்மையான,wahr
564,alt::A,பழைய,alt
565,neu::A,புதிய,neu
566,ehemalig::A,முன்நாள்,ehemalig
567,alt[Lebewesen]::A,வயதான,alt
568,jung::A,இளமையான,jung
569,arm::A,ஏழ்மையான,arm
570,reich::A,செல்வம் படைத்த,reich
571,bekannt::A,பழக்கப்பட்ட,bekannt
572,berühmt::A,புகழ்பெற்ற,berühmt
573,fremd::A,அயல் நாட்டு,fremd
574,verschieden::A,வித்தியாசமான,verschieden
575,nah::A,பக்கத்தில் உள்ள,nah
576,fern::A,தொலை தூரத்தில்,fern
577,linker::A,மீந்திருக்கும்,linker
578,rechter::A,வலதுபக்கம்,rechter
579,anderer::A,மற்ற,anderer
580,erster::A,முதனமையான,erster
581,zweiter::A,இரண்டாவது,zweiter
582,dritter::A,மூன்றாவது,dritter
583,letzter::A,கடைசி,letzter
584,allein::ADV,தனியாக,allein
585,auf einmal::ADV,தடீரென்று,auf einmal
586,zusammen::ADV,சேர்ந்து,zusammen
587,lange::ADV,அதிக நோம்,lange
588,plötzlich::ADV,தடீரென்று,plötzlich
589,sofort::ADV,உடனடியாக,sofort
590,später::ADV,பிறகு,später
591,jetzt::ADV,இப்பொழது,jetzt
592,heute::ADV,இன்று,heute
593,morgen::ADV,நாளைக்கு,morgen
594,bald::ADV,சீக்கிரம்,bald
595,dann::ADV,அப்பொழுது,dann
596,gestern::ADV,நேற்று,gestern
597,einst::ADV,ஒரே முறை,einst
598,damals::ADV,அப்பொழுது,damals
599,danach::ADV,பிற்பாடு,danach
600,vorher::ADV,முன்பாக,vorher
601,zuerst::ADV,முதலில்,zuerst
602,einmal::ADV,ஒரே முறை,einmal
603,manchmal::ADV,சில நேரங்களில்,manchmal
604,oft::ADV,அடிக்கடி,oft
605,immer::ADV,எப்பொழுதும்,immer
606,niemals::ADV,ஒருபோதும் இல்லை,niemals
607,hier::ADV,இங்கே,hier
608,hierhin::ADV,இவ்விடத்திற்கு,hierhin
609,von hier::ADV,இனி,von hier
610,dort::ADV,அங்கே,dort
611,dorthin::ADV,அவ்விடத்திற்கு,dorthin
612,geradeaus::ADV,முன்னாலிருக்கும்,geradeaus
613,vorwärts::ADV,முன்புறமாக,vorwärts
614,rückwärts::ADV,பின்னோக்கி,rückwärts
615,zurück::ADV,பின்பக்கம்,zurück
616,unten::ADV,கீழாக,unten
617,hinab::ADV,கீழ் நோக்கி,hinab
618,oben::ADV,மேலே,oben
619,hinauf::ADV,மேலே,hinauf
620,überall::ADV,எல்லா இடத்திலும்,überall
621,nicht::ADV,இல்லை,nicht
622,ein wenig::ADV,கொஞ்சம்,ein wenig
623,kaum::ADV,அரிதாக,kaum
624,sehr::ADV,மிக்க,sehr
625,so::ADV,மிகவும்,so
626,noch::ADV,இப்பொழுதும்,noch
627,nur::ADV,மட்டும்,nur
628,schon::ADV,ஏற்கனவே,schon
629,wieder::ADV,மறுபடியும்,wieder
630,vergebens::ADV,வீண்,vergebens
631,vor::PRP,முன்,vor
632,hinter::PRP,பின்பக்கம்,hinter
633,unter::PRP,கீழே,unter
634,durch::PRP,ஊடே,durch
635,neben::PRP,அடுத்து,neben
636,zwischen::PRP,இடையில்,zwischen
637,wegen::PRP,ஏனெனில்,wegen
638,dies::PRN,இது,dies
639,das::PRN,அது,das
640,alles::PRN,ஒவ்வொன்றும்,alles
641,ich::PRN,நான்,ich
642,du::PRN,நீ,du
643,er::PRN,அவன்,er
644,wir::PRN,நாம்,wir
645,wir::PRN,நாங்கள்,wir
646,ihr::PRN,நீங்கள்,ihr
647,sie::PRN,அவர்கள்,sie
648,was::FPRN,என்ன,was
649,wer::FPRN,யார்,wer
650,wo::FADV,எங்கே,wo
651,wohin::FADV,எதற்கு,wohin
652,wie::FADV,எப்படி,wie
653,warum::FADV,ஏன்,warum
654,wieviel::FNUM,எவ்வளவு,wieviel
655,eins::NUM,ஒன்று,eins
656,zwei::NUM,இரண்டு,zwei
657,drei::NUM,மூன்று,drei
658,vier::NUM,நான்கு,vier
659,fünf::NUM,ஐந்து,fünf
660,sechs::NUM,ஆறு,sechs
661,sieben::NUM,ஏழு,sieben
662,acht::NUM,எட்டு,acht
663,neun::NUM,ஒன்பது,neun
664,zehn::NUM,பத்து,zehn
665,elf::NUM,பதினொன்று,elf
666,zwölf::NUM,பன்னிரண்டு,zwölf
667,zwanzig::NUM,இருபது,zwanzig
668,dreißig::NUM,முப்பது,dreißig
669,vierzig::NUM,நாற்பது,vierzig
670,fünfzig::NUM,ஐமபது,fünfzig
671,sechzig::NUM,அறுபது,sechzig
672,siebzig::NUM,எழுபது,siebzig
673,achtzig::NUM,எண்பது,achtzig
