,Concept_ID,ko,ar
84,Nebel::N,안개,ضباب
85,Wolke::N,구름,غيمة
86,Wolke::N,구름,سحابة
87,Regen::N,비,مطر
88,Schnee::N,눈,ثلج
89,Eis::N,얼음,جليد
90,Frost::N,혹한,صقيع
91,Kälte::N,추위,برد
92,Kälte::N,차가움,برد
93,Hitze::N,고온,حر
94,Hitze::N,고온,حرارة
95,Hitze::N,더위,حر
96,Hitze::N,더위,حرارة
97,Regenbogen::N,무지개,قوس قزح
98,Donner::N,뇌명,رعد
99,Strömung::N,유동,تيار
100,Tropfen::N,물방울,قطرة
101,Schaum::N,포말,زبد
102,Schaum::N,포말,رغوة
103,Schmutz::N,때,وسخ
104,See::N,호수,بحيرة
105,Sumpf::N,습지,مستنقع
106,Moor::N,저습지,مستنقع
107,Wiese::N,목초지,مرج
108,Wald::N,숲,غابة
109,Hügel::N,언덕,تل
110,Anhöhe::N,언덕,تل
111,Berg::N,산,جبل
112,Gipfel::N,졀졍,قمة
113,Höhle::N,공동,كهف
114,Abhang::N,몰매,منحدر
115,Quelle::N,근원,منبع
116,Bach::N,내,مجرى
117,Fluss::N,강,نهر
118,Ufer::N,강변,ضفة
119,Ufer::N,바닷가,ضفة
120,Küste::N,해변,ساحل
121,Küste::N,해변가,ساحل
122,Festland::N,본토,بر
123,Meer::N,바다,بحر
124,Bucht::N,협만,خليج
125,Insel::N,섬,جزيرة
126,Blume::N,꽃,زهرة
127,Gras::N,풀,حشيش
128,Wurzel::N,뿌리,أصل
129,Baum::N,나무,شجرة
130,Stamm::N,대,جذع
131,Rinde::N,나무껍질,قشرة
132,Ast::N,가지,فرع
133,Zweig::N,가지,غصن
134,Blatt::N,잎,ورقة
135,Birke::N,자작나무,قضبان
136,Kiefer[Baum]::N,소나무,صنوبرة
137,Weide[Baum]::N,쉬양버들,صفصاف
138,Tanne::N,전나무,شوح
139,Tanne::N,전나무,تبوب
140,Horn::N,뿔,قرن
141,Feder::N,깃털,ريشة
142,Fell::N,피혁모피,فرو
143,Flügel::N,날개,جناح
144,Klaue::N,갈고리 발톺,مخلب
145,Kralle::N,발툭,مخلب
146,Schwanz::N,꼬리,ذيل
147,Ei::N,알,بيض
148,Nest::N,보금자리,عش
149,Bau::N,굴,جحر
150,Tier::N,짐승,حيوان
151,Herde::N,가축의떼,قطيع
152,Kuh::N,암소,بقرة
153,Bulle::N,황소,ثور
154,Pferd::N,말,خيل
155,Schaf::N,양,شاة
156,Schwein::N,돼지,خنزير
157,Hund::N,개,كلب
158,Katze::N,고양이,قطة
159,Bär::N,콤,دب
160,Eichhörnchen::N,다람쥐,سنجاب
161,Elch::N,고라니,موظ
162,Fuchs::N,여우,ثعلب
163,Hase::N,토끼,أرنب
164,Maus::N,쥐,فأرة
165,Wolf::N,늑대,ذئب
166,Vogel::N,새,طير
167,Schwarm::N,뗴,سرب
168,Huhn::N,암탉,دجاجة
169,Hahn::N,수탉,ديك
170,Gans::N,거위,وزة
171,Adler::N,수리,نسر
172,Ente::N,오리,بطة
173,Eule::N,부엉이,بوم
174,Kranich::N,두루미,كركي
175,Krähe::N,까마귀,غراب
176,Kuckuck::N,뻐꾸기,وقواق
177,Schwan::N,배조,إوز عراقي
178,Fisch::N,물고기,سمك
179,Barsch::N,농어,فرخ أوربي
180,Hecht::N,에속스,سمك الكراكي
181,Schlange[Tier]::N,뱀,حية
182,Schlange[Tier]::N,뱀,ثعبان
183,Wurm::N,벌레,دودة
184,Spinne::N,거미,عنكبوت
185,Ameise::N,개미,نملة
186,Laus::N,이,قملة
187,Mücke::N,모기,ناموسة
188,Fliege::N,날기,ذبابة
189,Schmetterling::N,나비,فراشة
190,Beere::N,장과,حبة
191,Apfel::N,사과,تفاح
192,Pilz::N,고방이,فطر
193,Zwiebel::N,양파,بصل
194,Saat::N,씨,زرع
195,Korn::N,알맹이,حبة
196,Heu::N,건초,دريس
197,Schale::N,피상,قشرة
198,Falle::N,함정,فخ
199,Falle::N,함정,مصيدة
200,Schlinge::N,올가미,عروة
201,Schlinge::N,멜빵붕대,عروة
202,Spur::N,발지국,أثر
203,Asche::N,재,رماد
204,Dreck::N,똥,قذر
205,Dreck::N,오물,قذر
206,Eisen::N,쇠,حديد
207,Eisen::N,철,حديد
208,Gold::N,항금,ذهب
209,Silber::N,은,فضة
210,Kohle::N,슻,فحم
211,Glas::N,유리,زجاج
212,Lehm::N,찰흙,طين
213,Sand::N,모래,رمل
214,Mensch::N,사람,إنسان
215,Mann::N,남자,رجل
216,Frau::N,여자,امرأة
217,Kind::N,아이,طفل
218,Junge::N,소녁,ولد
219,Mädchen::N,소녀,بنت
220,Familie::N,가족,عائلة
221,Großvater::N,할아버지,جد
222,Großmutter::N,할머니,جدة
223,Eltern::N,어버오,أبوان
224,Eltern::N,어버오,والدان
225,Vater::N,아버지,أب
226,Mutter::N,어머니,أم
227,Sohn::N,아들,إبن
228,Tochter::N,딸기,بنت
229,Tochter::N,딸기,إبنة
230,Bruder::N,형제,أخ
231,Bruder::N,형제,شقيق
232,Schwester::N,누이,أخت
233,Onkel::N,백부,عم
234,Tante::N,아주머니,عمة
235,Ehemann::N,남편,زوج
236,Ehefrau::N,아내,زوجة
237,Freude::N,기쁨,فرح
238,Freude::N,기쁨,سرور
239,Gelächter::N,웃음,قهقهة
240,Glück::N,즐거움,سعادة
241,Kummer::N,슬픔,غم
242,Wunsch::N,소망,منية
243,Geist::N,할기,روح
244,Gedanke::N,상념,فكرة
245,Gedächtnis::N,기억,ذاكرة
246,Verstand::N,분별,عقل
247,Verstand::N,지능,عقل
248,Sinn::N,센스,معنى
249,Grund::N,까닭,سبب
250,Wahrheit::N,참,حقيقة
251,Wahrheit::N,진실,حقيقة
252,Gespräch::N,대화,محادثة
253,Märchen::N,동화,خرافة
254,Erzählung::N,이야기,قصة
255,Erzählung::N,이야기,حكاية
256,Neuigkeit::N,뉴스,خبر جديد
257,Name::N,이름,اسم
258,Rätsel::N,수수께끼,لغز
259,Rede::N,연설,خطبة
260,Sprache::N,말,لغة
261,Stimme::N,목소리,صوت
262,Wort::N,낱말,كلمة
263,Zeichen::N,신호,رمز
264,Zeichen::N,신호,إشارة
265,Ruf::N,부름,نداء
266,Lärm::N,소동,صخب
267,Lärm::N,소동,ضجة
268,Laut::N,음성,صوت
269,Ton::N,목소리,نغمة
270,Lied::N,노래,أغنية
271,Ruhe::N,쉼,هدوء
272,Leute::N,사람들,ناس
273,Volk::N,국중,شعب
274,Arbeit::N,근로,عمل
275,Arbeit::N,너무,عمل
276,Gast::N,손님,ضيف
277,Geschenk::N,행하,هدية
278,Spiel::N,무리,لعب
279,Gesellschaft::N,교제,صحبة
280,Hilfe::N,거들음,عون
281,Hilfe::N,거들음,مساعدة
282,Hilfe::N,보좌,عون
283,Hilfe::N,보좌,مساعدة
284,Freund::N,친구,صديق
285,Kamerad::N,동실자,زميل
286,Angelegenheit::N,용무,أمر
287,Angelegenheit::N,용무,شأن
288,Anzahl::N,어떤,عدد
289,Anzahl::N,수,عدد
290,Art::N,정류,نوع
291,Stück::N,일부분,قطعة
292,Teil::N,몱,قسم
293,Teil::N,구훠,قسم
294,Hälfte::N,2분의,نصف
295,Kreis::N,고리,دائرة
296,Kreuz::N,열십자,صليب
297,Linie::N,선,خط
298,Strich::N,스침,شرطة
299,Abstand::N,거리,مسافة
300,Entfernung::N,거리,بعد
301,Gegend::N,곳,ناحية
302,Gegend::N,부금,ناحية
303,Platz::N,장소,فراغ
304,Ort::N,장소,مكان
305,Seite::N,옆면,جانب
306,Mitte::N,궁간,وسط
307,Gegenstand::N,항목,موضوع
308,Sache::N,뭉에,شيء
309,Rand::N,가,حافة
310,Kante::N,귀퉁,حافة
311,Ecke::N,구석,ركن
312,Spitze::N,끝,سن
313,Spitze::N,참단,سن
314,Ende::N,말당,طرف
315,Loch::N,빙옷,ثقب
316,Winkel::N,각도,زاوية
317,Muster::N,본,عينة
318,Muster::N,견복,عينة
319,Größe::N,신장,حجم
320,Länge::N,길이긺,طول
321,Höhe::N,높이,علو
322,Höhe::N,높이,ارتفاع
323,Gewicht::N,추,وزن
324,Menge::N,수양,كمية
325,Haufen::N,퇴적,كوم
326,Reihe::N,열,صف
327,Boot::N,보트,قارب
328,Boot::N,보트,زورق
329,Ruder::N,노,مجذاف
330,Schlitten::N,썰매,مزلقة
331,Ski::N,스키,زلاجة
332,Lagerfeuer::N,캠프의 모닥불,نار المخيم
333,Last::N,무거운짐,حمل
334,Gang::N,걸음,مشية
335,Schritt::N,보조,خطوة
336,Norden::N,북쪽 ,شمال
337,Süden::N,남쪽,جنوب
338,Westen::N,서쪽,غرب
339,Osten::N,동쪽,شرق
340,Holz::N,목재,خشب
341,Brett::N,마루널,لوح
342,Platte::N,탤,صفيحة
343,Platte::N,금속판,صفيحة
344,Stütze::N,버팀목,سند
345,Stütze::N,버팀목,دعامة
346,Stange::N,장대,عود
347,Stock::N,막대기,عصا
348,Stab::N,작대기,قضيب
349,Rohr::N,갈대,أنبوبة
350,Haus::N,집,دار
351,Haus::N,집,بيت
352,Heim::N,집,بيت
353,Heim::N,집,مسكن
354,Ofen::N,아궁이,مدفأة
355,Fußboden::N,마루,أرضية
356,Tisch::N,탁자,مائدة
357,Stuhl::N,의자,كرسي
358,Wiege::N,발상지,مهد
359,Bett::N,침대,سرير
360,Regal::N,서가,رف
361,Kiste::N,짐궤,صندوق
362,Fenster::N,눔,شباك
363,Fenster::N,눔,نافذة
364,Tür::N,문,باب
365,Tor::N,대문,بوابة
366,Zaun::N,담장,سياج
367,Dach::N,지붕,سطح
368,Leiter::N,사닥다리,سلم
369,Besen::N,비,مكنسة
370,Spaten::N,가래,مسحاة
371,Schaufel::N,삽,مجرفة
372,Gabel::N,갈래,شوكة
373,Löffel::N,숟가락,ملعقة
374,Messer::N,나이프,سكين
375,Nagel::N,발툽,مسمار
376,Netz::N,그물,شبكة
377,Haken::N,갈고리,خطاف
378,Haken::N,갈고리,صنارة
379,Griff::N,움켜쥠,قبضة
380,Schloss::N,자물쇠,قفل
381,Bild::N,그림,صورة
382,Figur::N,몸메,تمثال
383,Puppe::N,인형,دمية
384,Beutel::N,클,كيس
385,Bündel::N,자근다발,ربطة
386,Tasche::N,가방,شنطة
387,Tasche::N,가방,محفظة
388,Eimer::N,동이,سطل
389,Eimer::N,동이,جردل
390,Deckel::N,뚜껑,سداد
391,Geschirr::N,식시,أوان
392,Sack::N,조갑,زكيبة
393,Tasse::N,차잔,فنجان
394,Topf::N,단지,قدر
395,Topf::N,단지,طنجرة
396,Kessel::N,주전자,قدر
397,Kessel::N,주전자,غلاية
398,Essen::N,먹기,طعام
399,Nahrung::N,식료,غذاء
400,Speise::N,음식물,أكل
401,Fleisch::N,고기,لحم
402,Getreide::N,곡물,حبوب
403,Brei::N,젤리,عصيدة
404,Brot::N,빵,خبز
405,Scheibe::N,원반,شريحة
406,Fett::N,기름,سمن
407,Butter::N,버터,زبدة
408,Öl::N,올리브유,زيت
409,Salz::N,소금,ملح
410,Suppe::N,국,حساء
411,Suppe::N,국,شربة
412,Suppe::N,수프,حساء
413,Suppe::N,수프,شربة
414,Honig::N,감미,عسل
415,Milch::N,유즙,حليب
416,Tee::N,차,شاي
417,Leder::N,가죽,جلد
418,Wolle::N,양털,صوف
419,Stoff::N,패료,قماش
420,Nadel::N,바늘,إبرة
421,Faden::N,콘실,خيط
422,Knopf::N,단추,زر
423,Knoten::N,곁절,عقدة
424,Farbe::N,색,صبغة
425,Kleidung::N,옷입기,ملابس
426,Hemd::N,속옷,قميص
427,Kragen::N,깃,ياقة
428,Ärmel::N,소매,كم
429,Hose::N,바지,سروال
430,Hose::N,바지,بنطلون
431,Gürtel::N,밴드,حزام
432,Mütze::N,모자,طاقية
433,Schuh::N,구두,حذاء
434,Stiefel::N,장화,جزمة
435,Stiefel::N,장화,حذاء طويل
436,Ring::N,고리,حلقة
437,Band::N,리본,شريط
438,Kamm::N,빗,مشط
439,Spiegel::N,거울,مرآة
440,Riemen::N,가죽끈,سير
441,Schnur::N,밧줄,حبل
442,Schnur::N,밧줄,دوبارة
443,Leine::N,고삐줄,قيد
444,Decke::N,이부자리,بطانية
445,Kissen::N,깔개,وسادة
446,Tuch::N,천,منديل
447,Handtuch::N,수건,فوطة
448,Handtuch::N,수건,منشفة
449,Kraft::N,세력,قدرة
450,Stärke::N,힘,قوة
451,Gesundheit::N,위생,صحة
452,Krankheit::N,병,مرض
453,Schmerz::N,아픔고통,ألم
454,Schmerz::N,아픔고통,وجع
455,Wunde::N,상처,جرح
456,Fieber::N,열별,حمى
457,Arznei::N,약,دواء
458,Brücke::N,교량,جسر
459,Brunnen::N,원천,بئر
460,Weide::N,목장,مرعى
461,Pfad::N,좁은길,درب
462,Weg::N,길,سكة
463,Straße::N,길,طريق
464,Dorf::N,촌,قرية
465,Dorf::N,촌락,قرية
466,Stadt::N,도시,مدينة
467,Brief::N,서한,خطاب
468,Brief::N,서한,مكتوب
469,Buch::N,책,كتاب
470,Buchstabe::N,문자,حرف
471,Zeitung::N,신문,جريدة
472,Leben::N,삶,عيش
473,Leben::N,삶,حياة
474,Tod::N,죽음,موت
475,Tod::N,죽음,وفاة
476,Grab::N,무덤,قبر
477,Kirche::N,교회,كنيسة
478,Sünde::N,부정,خطيئة
479,Gott::N,하느님,إله
480,Arbeiter::N,일하는사람,عامل
481,Chef::N,사장,رئيس
482,Meister::N,명인,أسطى
483,Meister::N,대가,أسطى
484,Arzt::N,의사,طبيب
485,Lehrer::N,교사,مدرس
486,Geld::N,돈,نقود
487,Geschäft::N,일,صفقة
488,Laden::N,가게,دكان
489,Preis::N,가격,سعر
490,Ware::N,상품,بضاعة
491,Nutzen::N,이익,فائدة
492,Reichtum::N,많음,غنى
493,Reichtum::N,많음,ثروة
494,Welt::N,세상,عالم
495,Welt::N,세상,دنيا
496,Land::N,지방,بلد
497,Staat::N,국가,دولة
498,König::N,국왕,ملك
499,Macht::N,힘,سلطة
500,Grenze::N,국경,حدود
501,Krieg::N,전쟁,حرب
502,Feind::N,적,عدو
503,Gewalt::N,권력,عنف
504,Kampf::N,전투,قتال
505,Bogen[Waffe]::N,활,قوس
506,Pfeil::N,화살,سهم
507,Gewehr::N,무기,بندقية
508,Fehler::N,오류,خطأ
509,Lüge::N,거짓말,كذب
510,Schaden::N,손상,تلف
511,Unglück::N,불행,نحس
512,Schuld::N,부채,ذنب
513,Alter::N,연령,سن
514,Alter::N,연령,عمر
515,Schluss::N,마감,ختام
516,Schluss::N,마감,نهاية
517,Zeit::N,때,وقت
518,Zeit::N,시간,وقت
519,Tag::N,하루,يوم
520,Morgen::N,이침,صباح
521,Mittag::N,대낮,ظهر
522,Abend::N,저녁,مساء
523,Nacht::N,밤,ليلة
524,Woche::N,근무일,أسبوع
525,Monat::N,달,شهر
526,Jahr::N,해,عام
527,Jahr::N,해,سنة
528,Frühling::N,봄,ربيع
529,Sommer::N,여름,صيف
530,Herbst::N,가을,خريف
531,Winter::N,겨울,شتاء
532,Januar::N,일월,يناير
533,Januar::N,일월,كانون الثاني
534,Februar::N,이월,شباط
535,Februar::N,이월,فبراير
536,März::N,삼월,آذار
537,März::N,삼월,مارس
538,April::N,사월,نيسان
539,Mai::N,오월,مايو
540,Juni::N,유월,يونيو
541,Juni::N,유월,حزيران
542,Juli::N,칠월,تموز
543,Juli::N,칠월,يوليو
544,August::N,팔월,آب
545,August::N,팔월,أغسطس
546,September::N,구월,أيلول
547,September::N,구월,سبتمبر
548,Oktober::N,시월,أكتوبر
549,Oktober::N,시월,تشرين الأول
550,November::N,십일월,نوفمبر
551,November::N,십일월,تشرين الثاني
552,Dezember::N,십이월,ديسمبر
553,Dezember::N,십이월,كانون الأول
554,Montag::N,월요일,يوم الاثنين
555,Dienstag::N,화요일,يوم الثلاثاء
556,Mittwoch::N,수요일,يوم الأربعاء
557,Donnerstag::N,모교일,يوم الخميس
558,Freitag::N,그묘일,يوم الجمعة
559,Samstag::N,토요일,يوم السبت
560,Sonntag::N,일요일,يوم الأحد
561,groß::A,큰,كبير
562,klein::A,자근,صغير
563,lang::A,긴,طويل
564,kurz::A,짧은,قصير
565,breit::A,넓은,واسع
566,schmal::A,좁은,ضيق
567,dicht::A,농밀한,كث
568,dicht::A,농밀한,كثيف
569,dick[Gegenstand]::A,두꺼운,غليظ
570,dünn::A,얇은,رفيع
571,fein::A,미세한,رقيق
572,fest::A,굳은,متين
573,flach::A,얕은,سهل
574,flach::A,얕은,منبسط
575,glatt::A,반들반들한,ناعم
576,hart::A,굳은,صلب
577,hart::A,굳은,جامد
578,weich::A,연한,لين
579,rund::A,둥근,مستدير
580,spitz::A,뾰족한,مدبب
581,scharf::A,날카로운,حاد
582,stumpf::A,무딘,ثالم
583,schwer::A,무거운,ثقيل
584,schön::A,멋진,جميل
585,heiß::A,뜨거운,حار
586,heiß::A,뜨거운,ساخن
587,warm::A,따뜻한,دافئ
588,kalt::A,찬,بارد
589,kühl::A,서늘한,قر
590,frisch::A,신선한,طازج
591,feucht::A,축축한,رطب
592,nass::A,젖은,مبلول
593,trocken::A,마른,جاف
594,voll::A,완전한,ملء
595,leer::A,빈,خال
596,leer::A,빈,فارغ
597,offen::A,열린,مفتوح
598,geschlossen::A,닫힌,مغلق
599,sauber::A,깨끗한,نظيف
600,schmutzig::A,더러운,قذر
601,roh::A,날게잇의,نيء
602,reif::A,이근,ناضج
603,lecker::A,맛있는,لذيذ
604,süß::A,단,حلو
605,bitter::A,찌르는듯한,مر
606,sauer::A,산성의,حامض
607,hell::A,밝은,نير
608,dunkel::A,어두운,مظلم
609,schwarz::A,검은,أسود
610,weiß::A,하얀,أبيض
611,rot::A,붉은,أحمر
612,gelb::A,황색,أصفر
613,blau::A,푸른,أزرق
614,grün::A,녹색의,أخضر
615,grau::A,회색의,رمادي
616,bunt::A,알록달록한,ملوب
617,billig::A,싼,رخيص
618,teuer::A,값비산,غال
619,wertvoll::A,가치가많은,ثمين
620,blind::A,눈먼,أعمى
621,taub::A,무감간한,أصم
622,taub::A,무감간한,أطرش
623,kräftig::A,강장한,قوي
624,stark::A,강한,قوي
625,schwach::A,약한,ضعيف
626,fett::A,실찐,سمين
627,schlank::A,호리호리한,أهيف
628,hübsch::A,예쁜,جميل
629,böse::A,나쁜,رديء
630,dumm::A,어리석은,أبله
631,dumm::A,어리석은,أحمق
632,faul::A,너덜너덜한,كسلان
633,fleißig::A,근면한,مجتهد
634,geizig::A,인색한,بخيل
635,geschickt::A,교묘한,ماهر
636,lieb::A,친애하는,عزيز
637,lustig::A,유쾌한,مرح
638,sanft::A,온화한,حليم
639,hungrig::A,배고픈,جائع
640,krank::A,병든,مريض
641,nackt::A,벌거벗은,عار
642,traurig::A,슬픈,حزين
643,lebendig::A,살아있는,حي
644,gut::A,좋은,جيد
645,schlecht::A,나쁜,سيء
646,richtig::A,바른,صحيح
647,schlimm::A,못된,خبيث
648,wahr::A,참된,حق
649,alt::A,늙은,قديم
650,neu::A,새,جديد
651,ehemalig::A,전의,سابق
652,alt[Lebewesen]::A,낡은,مسن
653,jung::A,젊은,شاب
654,jung::A,젊은,صغير
655,arm::A,가난한,فقير
656,reich::A,풍부한,غني
657,bekannt::A,저명한,معلوم
658,berühmt::A,유명한,مشهور
659,fremd::A,타처이,أجنبي
660,verschieden::A,따른,مختلف
661,nah::A,가까운,قريب
662,fern::A,먼,بعيد
663,linker::A,왼쭉의,يسار
664,rechter::A,오른쪽의,يمين
665,anderer::A,다른,آخر
666,erster::A,첫째,أول
667,zweiter::A,둘째,ثان
668,dritter::A,셋째,ثالث
669,letzter::A,의후자의,أخير
670,allein::ADV,훌로,وحده
671,auf einmal::ADV,갑자기,بالمرة
672,zusammen::ADV,모아서,معا
673,lange::ADV,오래,مدة طويلة
674,plötzlich::ADV,둘연한,فجأة
675,sofort::ADV,즉시,حالا
676,sofort::ADV,즉시,فورا
677,später::ADV,보다늦은,فيما بعد
678,jetzt::ADV,목하,الآن
679,jetzt::ADV,목하,حاليا
680,heute::ADV,오늘,اليوم
681,morgen::ADV,내일,غدا
682,bald::ADV,곱,قريبا
683,dann::ADV,그경우에,ثم
684,gestern::ADV,어제,أمس
685,gestern::ADV,어제,البارحة
686,einst::ADV,옛날에,قديما
687,damals::ADV,그때에,حينئذ
688,danach::ADV,그 뒤에,ثم
689,danach::ADV,그 뒤에,بعد ذلك
690,vorher::ADV,미리,من قبل
691,vorher::ADV,미리,قبل ذلك
692,zuerst::ADV,최초로,أولا
693,einmal::ADV,한번,مرة
694,manchmal::ADV,땓대로,أحيانا
695,oft::ADV,땓대로,كثيرا
696,immer::ADV,늘,دائما
697,niemals::ADV,결코...(하지)않다,لا أبدا
698,hier::ADV,여기,هنا
699,hierhin::ADV,여기로,إلى هنا
700,dort::ADV,거기,هناك
701,dorthin::ADV,저기예,إلى هناك
702,geradeaus::ADV,곧장,إلى الأمام
703,vorwärts::ADV,앞으로,إلى الأمام
704,rückwärts::ADV,뒤로,إلى الوراء
705,zurück::ADV,제자리로,عودا
706,zurück::ADV,제자리로,إلى الخلف
707,unten::ADV,아래에,تحت
708,unten::ADV,아래에,في الأسفل
709,hinab::ADV,아래쪽으로,إلى تحت
710,oben::ADV,위에,فوق
711,oben::ADV,위에,في الأعلى
712,hinauf::ADV,위쪽으로,إلى فوق
713,hinauf::ADV,위쪽으로,إلى الأعلى
714,überall::ADV,도처에,في كل مكان
715,nicht::ADV,안,لا
716,nicht::ADV,안,لم
717,ein wenig::ADV,적음,قليلا
718,kaum::ADV,가의,كاد لا
719,sehr::ADV,자주,جدا
720,sehr::ADV,자주,كثيرا
721,so::ADV,그와같이,كذا
722,so::ADV,그와같이,كذلك
723,noch::ADV,아직,ما زال
724,nur::ADV,다만,فقط
725,schon::ADV,이미,قد
726,wieder::ADV,다시,من جديد
727,wieder::ADV,다시,مرة أخرى
728,vergebens::ADV,헛되이,عبثا
729,vor::PRP,앞에,أمام
730,hinter::PRP,뒤에,خلف
731,hinter::PRP,뒤에,وراء
732,unter::PRP,잍에,تحت
733,durch::PRP,통고하여,عبر
734,durch::PRP,통고하여,خلال
735,neben::PRP,와나란히,جنب
736,neben::PRP,와나란히,بجانب
737,zwischen::PRP,의사이로,بين
738,wegen::PRP,때문에,بسبب
739,dies::PRN,이,هذا
740,das::PRN,저,ذلك
741,alles::PRN,모든것,الكل
742,ich::PRN,나,أنا
743,du::PRN,너,أنت
744,er::PRN,그,هو
745,wir::PRN,우리,نحن
746,ihr::PRN,너희들,أنتم
747,ihr::PRN,너희들,أنتن
748,sie::PRN,그들,هم
749,sie::PRN,그들,هن
750,was::FPRN,뭣,ما
751,wer::FPRN,누구,من
752,wo::FADV,어디,أين
753,wohin::FADV,어디로,إلى أين
754,wie::FADV,어떻게,كيف
755,warum::FADV,왜,لماذا
756,wieviel::FNUM,얼마만큰,كم
757,eins::NUM,하나,واحد
758,zwei::NUM,둘,اثنين
759,drei::NUM,셋,ثلاثة
760,vier::NUM,넷,أربعة
761,fünf::NUM,다섯,خمسة
762,sechs::NUM,여섯,ستة
763,sieben::NUM,일곱,سبعة
764,acht::NUM,여덟,ثمانية
765,neun::NUM,아홉,تسعة
766,zehn::NUM,열,عشرة
767,elf::NUM,열하나,أحد عشر
768,zwölf::NUM,열둘,اثنا عشر
769,zwanzig::NUM,스물,عشرون
770,dreißig::NUM,서름,ثلاثون
771,vierzig::NUM,마흔,أربعون
772,fünfzig::NUM,숸,خمسون
773,sechzig::NUM,에순,ستون
774,siebzig::NUM,일흔,سبعون
775,achtzig::NUM,여든,ثمانون
776,neunzig::NUM,아흔,تسعون
777,hundert::NUM,백,مئة
778,tausend::NUM,천,ألف
779,und::CNJ,와,و
780,oder::CNJ,아니면,أو
781,stehen::V,서다,وقف
782,sitzen::V,앉다,جلس
783,liegen::V,눕다,رقد
784,hängen::V,달다,تعلق
785,werden::V,되다,صار
786,werden::V,되다,أصبح
787,passieren::V,지장옶다,حدث
788,beginnen::V,시작되다,ابتدأ
789,enden::V,큳내다,انتهى
790,wechseln::V,병경하다,تغير
791,aufgehen[Sonne]::V,뜨다,شرق
792,untergehen[Sonne]::V,지다,غرب
793,scheinen[Sonne]::V,빛나다,أضاء
794,donnern::V,천둥치다,رعد
795,wehen::V,풀다,هب
796,strömen::V,흐르다,جرى
797,fließen::V,흐르다,سال
798,sich drehen::V,돌다,دار
799,schwanken::V,동요하다,ترنح
800,schwingen::V,흔들다,ترجح
801,fallen::V,떨어지다,سقط
802,brennen::V,타다,احترق
803,rauchen::V,김이나다,دخن
804,regnen::V,비가오다,أمطر
805,gefrieren::V,얼다,تجمد
806,tauen::V,녹다,ذاب
807,schmelzen::V,녹다,ذاب
808,trocknen::V,홈치다,نشف
809,sieden::V,끓다,غلى
810,faulen::V,부패하다,فسد
811,verfaulen::V,썩다,تعفن
812,reißen::V,지바찢다,انقطع
813,versinken::V,가라앉다,غرق
814,vergehen::V,지나가다,مضى
815,erscheinen::V,나타나다,لاح
