,Concept_ID,tr,ady
153,Kralle::N,tırnak,лъакъо
154,Schwanz::N,kuyruk,кӏэ
155,Ei::N,yumurta,кӏэнкӏэ́
156,Nest::N,yuva,набгъо́
157,Bau::N,in,гъу
158,Bau::N,in,бы
159,Tier::N,hayvan,псэу́шъхь
160,Herde::N,sürü,ӏэхъогъу
161,Kuh::N,inek,чэмы́
162,Bulle::N,boğa,цу
163,Pferd::N,at,шы
164,Pferd::N,beygir,шы
165,Schaf::N,koyun,мэлы́
166,Schwein::N,domuz,къо
167,Hund::N,it,бьэ
168,Hund::N,köpek,бьэ
169,Katze::N,kedi,чэты́у
170,Bär::N,ayı,мышъэ́
171,Eichhörnchen::N,sincap,цызэ́
172,Elch::N,büyük kuzey geyiği,лось
173,Fuchs::N,tilki,баджэ́
174,Hase::N,tavşan,тхьакӏумкӏы́хь
175,Maus::N,fare,цыгъо́
176,Maus::N,sıçan,цыгъо́
177,Wolf::N,kurt,тыгъу́жъ
178,Vogel::N,kuş,бзы́у
179,Schwarm::N,sürü,отэр
180,Huhn::N,tavuk,чэты́
181,Hahn::N,horoz,атакъэ́
182,Gans::N,kaz,къа́з
183,Adler::N,kartal,
184,Adler::N,karakuş,
185,Ente::N,ördek,псычэ́т
186,Eule::N,baykuş,тыгъурыгъу
187,Kranich::N,turna,къэрэ́у
188,Krähe::N,karga,къолэ́жъ
189,Kuckuck::N,guguk,куку́у
190,Schwan::N,kuğu,
191,Fisch::N,balık,пцэжъы́й
192,Barsch::N,hani,тхыкъэц
193,Barsch::N,levrek,тхыкъэц
194,Hecht::N,turnabalığı,лэнд
195,Schlange[Tier]::N,yılan,блэ́
196,Wurm::N,kurt,хьамлыу
197,Wurm::N,solucan,хьамлыу
198,Spinne::N,örümcek,бэдж
199,Ameise::N,karınca,къамзэ́гу
200,Laus::N,bit,цӏэ
201,Mücke::N,sivrisinek,аргъо́й
202,Fliege::N,sinek,бадзэ́
203,Schmetterling::N,kelebek,хьампӏыра́шъу
204,Beere::N,tane,маткӏо
205,Apfel::N,elma,мыӏэры́с
206,Pilz::N,mantar,хьаӏу
207,Zwiebel::N,soğan,бжьыны́
208,Saat::N,ekin,чылапхъ
209,Korn::N,tane,цэ
210,Heu::N,kuru ot,мэкъу
211,Schale::N,kabuk,кӏы́шъу
212,Grube::N,çukur,машэ́
213,Falle::N,tuzak,зэраубытырэ́ ӏэмэпсы́м
214,Schlinge::N,ilmik,бзыуубыт
215,Spur::N,iz,ужы
216,Spur::N,iz,лъэуж
217,Asche::N,kül,яжьэ́
218,Dreck::N,pislik,псынжъы
219,Eisen::N,demir,гыучӏы́
220,Eisen::N,demir,къэнджа́л
221,Gold::N,altın,дышъэ́
222,Silber::N,gümüş,тыжьы́н
223,Kohle::N,kömür,шӏомыкӏ
224,Glas::N,cam,апч
225,Lehm::N,balçık,етӏагъо́
226,Sand::N,kum,пшахъо
227,Mensch::N,insan,цӏыфы́
228,Mann::N,adam,хъулъфы́гъ
229,Mann::N,erkek,хъулъфы́гъ
230,Frau::N,bayan,бӏылъфыгъэ́
231,Kind::N,çocuk,кӏэлэцӏы́кӏу
232,Junge::N,erkek çocuk,кӏэлэцӏы́кӏу
233,Mädchen::N,kız,пшъэшъэжъый
234,Familie::N,aile,быны́
235,Familie::N,aile,уна́гъу
236,Großvater::N,dede,тэтэ́жъ
237,Großvater::N,büyükbaba,тэтэ́жъ
238,Großmutter::N,nine,нэнэ́жъ
239,Großmutter::N,büyükanne,нэнэ́жъ
240,Eltern::N,ebeveyn,ны-тыхэ́р
241,Eltern::N,ana baba,ны-тыхэ́р
242,Vater::N,ata,ты
243,Vater::N,baba,ты
244,Mutter::N,ana,ны
245,Mutter::N,anne,ны
246,Sohn::N,oğul,къо
247,Tochter::N,kız,пхъу
248,Tochter::N,kız evlât,пхъу
249,Bruder::N,abi,шы
250,Bruder::N,erkek kardeş,шы
251,Schwester::N,abla,шы́пхъу
252,Schwester::N,kız kardeş,шы́пхъу
253,Onkel::N,dayı,янэ́ш
254,Tante::N,hala,атэшыпхъу
255,Tante::N,teyze,атэшыпхъу
256,Ehemann::N,koca,лӏы
257,Ehefrau::N,karı,шъу́з
258,Freude::N,neşe,гушӏуа́гъу
259,Freude::N,sevinç,гушӏуа́гъу
260,Gelächter::N,gülme,щхыныр
261,Gelächter::N,kahkaha,щхыныр
262,Glück::N,mutluluk,насы́п
263,Kummer::N,dert,тхьамыкӏагъу
264,Kummer::N,keder,тхьамыкӏагъу
265,Wunsch::N,arzu,шӏонгъоны́гъ
266,Wunsch::N,istek,шӏонгъоны́гъ
267,Lust::N,arzu,шӏонгъоны́гъ
268,Lust::N,heves,шӏонгъоны́гъ
269,Geist::N,tin,гу
270,Gedanke::N,fikir,гупшыс
271,Gedanke::N,düşünce,гупшыс
272,Gedächtnis::N,bellek,память
273,Verstand::N,zekâ,акъы́л
274,Sinn::N,anlam,мэхьанэ
275,Grund::N,sebep,ушъхьагъу
276,Wahrheit::N,doğruluk,шъыпкъэ́
277,Wahrheit::N,gerçeklik,шъыпкъэ́
278,Gespräch::N,görüşme,гущыӏ
279,Märchen::N,masal,пшысэ
280,Erzählung::N,öykü,къэба́р
281,Erzählung::N,hikâye,къэба́р
282,Nachricht::N,haber,къэба́р
283,Neuigkeit::N,haber,къэбарыкӏ
284,Name::N,ad,цӏэ
285,Name::N,isim,цӏэ
286,Rätsel::N,bilmece,коджэхь-къоджэшх
287,Rede::N,söylev,гущыӏ
288,Rede::N,konuşma,гущыӏ
289,Sprache::N,dil,бзэ
290,Sprache::N,lisan,бзэ
291,Stimme::N,ses,макъэ́
292,Wort::N,kelime,гущыӏ
293,Zeichen::N,işaret,тамы́гъ
294,Ruf::N,çağırma,джэ макъ
295,Lärm::N,şamata,макъэ
296,Lärm::N,gürültü,макъэ
297,Laut::N,ses,макъэ
298,Ton::N,ses,
299,Lied::N,türkü,орэ́д
300,Ruhe::N,sakinlik,самбырыныгъ
301,Leute::N,halk,цӏыфхэ́р
302,Leute::N,insanlar,цӏыфхэ́р
303,Volk::N,ulus,цӏыф лъэпкъ
304,Volk::N,millet,цӏыф лъэпкъ
305,Arbeit::N,iş,ӏофшӏакӏэ́н
306,Arbeit::N,çalışma,ӏофшӏакӏэ́н
307,Gast::N,konuk,хьакӏэ́
308,Gast::N,misafir,хьакӏэ́
309,Geschenk::N,hediye,шӏухьафтын
310,Geschenk::N,armağan,шӏухьафтын
311,Spiel::N,oyun,еоны́р
312,Spiel::N,oyun,джэгуны́р
313,Spiel::N,oyun,къегъэӏоны́р
314,Gesellschaft::N,çevre,обществ
315,Gesellschaft::N,arkadaşlık,обществ
316,Hilfe::N,yardım,ӏэпыӏэгъу
317,Freund::N,dost,ныбджэгъу
318,Freund::N,arkadaş,ныбджэгъу
319,Kamerad::N,arkadaş,ныбджэгъу
320,Angelegenheit::N,iş,ӏофы́
321,Angelegenheit::N,husus,ӏофы́
322,Anzahl::N,sayı,пчъагъэ́
323,Art::N,çeşit,изэрэщы́т
324,Art::N,çeşit,лъэпкъ
325,Stück::N,tane,такъы́р
326,Stück::N,parça,такъы́р
327,Teil::N,kısım,щыщ
328,Teil::N,kısım,ӏахь
329,Hälfte::N,yarı,ныкъо́
330,Kreis::N,daire,хъура́й
331,Kreuz::N,haç,къащ
332,Linie::N,hat,хъахъ
333,Linie::N,hat,итхъа́гъ
334,Linie::N,çizgi,хъахъ
335,Linie::N,çizgi,итхъа́гъ
336,Strich::N,çizgi,хъахъ
337,Strich::N,çizgi,итхъагъ
338,Abstand::N,aralık,азыфагу
339,Entfernung::N,mesafe,чӏыгууанэ
340,Entfernung::N,uzaklık,чӏыгууанэ
341,Gegend::N,yöre,чӏыпӏэ́
342,Platz::N,yer,азыфагу
343,Ort::N,yer,чӏыпӏэ́
344,Seite::N,yan,лъэны́къу
345,Seite::N,taraf,лъэны́къу
346,Mitte::N,orta,гузэ́гу
347,Mitte::N,merkez,гузэ́гу
348,Gegenstand::N,şey,пкъыгъо
349,Sache::N,iş,
350,Sache::N,şey,
351,Rand::N,kenar,цакӏэ́
352,Kante::N,kenar,цэгэналъ
353,Ecke::N,köşe,къогъу
354,Spitze::N,uç,пакӏэ
355,Spitze::N,baş,пакӏэ
356,Ende::N,uç,кӏэ
357,Loch::N,oyuk,гъуа́н
358,Loch::N,delik,гъуа́н
359,Winkel::N,köşe,къогъу
360,Muster::N,örnek,тхыпхъэ
361,Größe::N,büyüklük,иина́гъ
362,Länge::N,uzunluk,икӏыхьа́гъ
363,Höhe::N,yükseklik,лъэгагъ
364,Gewicht::N,ağırlık,онтэгъугъэ́
365,Menge::N,miktar,пчъагъэ́
366,Haufen::N,küme,ӏат
367,Haufen::N,yığın,ӏат
368,Reihe::N,sıra,саты́р
369,Boot::N,kayık,къуашъо́
370,Boot::N,sandal,къуашъо́
371,Ruder::N,kürek,къошъобэ́щ
372,Schlitten::N,kızak,
373,Ski::N,kayak,лыжэхэр
374,Lagerfeuer::N,kamp ateşi,пхъэмашӏу
375,Last::N,yük,
376,Gang::N,gidiş,кӏоныр
377,Gang::N,yürüyüş,кӏоныр
378,Schritt::N,adım,лъэубэ́къу
379,Norden::N,kuzey,темы́р
380,Süden::N,güney,къыблэ́
381,Westen::N,batı,тыгъэкъохьа́пӏ
382,Osten::N,doğu,тыгьэкъокӏы́пӏ
383,Holz::N,ağaç,чъыгы́
384,Holz::N,tahta,чъыгы́
385,Brett::N,tahta,пхъэ́мбгъу
386,Platte::N,levha,упсыхьагъ
387,Stütze::N,dayak,кӏэгъэкъон
388,Stütze::N,destek,кӏэгъэкъон
389,Stange::N,çubuk,къорэ́гъ
390,Stock::N,sopa,бэщ
391,Stock::N,değnek,бэщ
392,Stab::N,sırık,бэщ кӏы́хь
393,Stab::N,baston,бэщ кӏы́хь
394,Rohr::N,boru,онджэкъ
395,Haus::N,ev,унэ́
396,Heim::N,ev,унэ́
397,Heim::N,yurt,унэ́
398,Ofen::N,soba,гъэжъэн
399,Fußboden::N,taban,джэхашъу
400,Fußboden::N,döşeme,джэхашъу
401,Tisch::N,masa,стол
402,Stuhl::N,iskemle,пхъэнтӏэ́кӏу
403,Stuhl::N,sandalye,пхъэнтӏэ́кӏу
404,Wiege::N,beşik,кушъэ́
405,Bett::N,yatak,пӏэкӏо́р
406,Regal::N,raf,мэкӏай
407,Kiste::N,sandık,ящык
408,Fenster::N,pencere,шъхьаныгъу́пчъ
409,Tür::N,kapı,пчъэ
410,Tor::N,kapı,къэла́пчъ
411,Zaun::N,çit,шӏыхьагъэ́
412,Dach::N,dam,шъхьэ́
413,Dach::N,çatı,шъхьэ́
414,Leiter::N,merdiven,лъэо́й
415,Leiter::N,merdiven,дэкӏояпӏэ́
416,Besen::N,süpürge,пхъэнкӏы́пхъ
417,Spaten::N,bel,къазгъы́р
418,Schaufel::N,kürek,хэӏалъ
419,Gabel::N,çatal,цацэ
420,Löffel::N,kaşık,джэмы́шх
421,Messer::N,bıçak,шъэжъы́й
422,Nagel::N,çivi,гъучӏыӏу́н
423,Netz::N,ağ,хъытыу
424,Haken::N,çengel,хьажтӏаркъу
425,Griff::N,kulp,къопс
426,Griff::N,tutamak,къопс
427,Schloss::N,kilit,ӏункӏы́бз
428,Bild::N,imaj,сурэ́т
429,Bild::N,resim,сурэ́т
430,Figur::N,şekil,
431,Figur::N,heykel,
432,Puppe::N,kukla,нысхъа́п
433,Beutel::N,kese,дзыо́
434,Beutel::N,torba,дзыо́
435,Bündel::N,deste,
436,Tasche::N,çanta,ӏэлъмэ́къ
437,Eimer::N,kova,щалъ
438,Deckel::N,kapak,шъхьэ
439,Geschirr::N,kap kacak,хьакъу-шыкъу
440,Sack::N,torba,дзыо́
441,Tasse::N,fincan,чашк
442,Topf::N,tencere,кастрюль
443,Kessel::N,kazan,шыуа́н
444,Essen::N,yemek,шхэн
445,Nahrung::N,gıda,шхэн
446,Nahrung::N,besin,шхэн
447,Speise::N,yemek,шхыныгъу
448,Fleisch::N,et,лы
449,Getreide::N,tahıl,лэжьыгъацэ́
450,Getreide::N,hububat,лэжьыгъацэ́
451,Brei::N,ezme,пӏастэ́
452,Brot::N,ekmek,хьалыгъу
453,Scheibe::N,dilim,такъы́р
454,Fett::N,yağ,дагъэ́
455,Butter::N,tereyağı,тхъу
456,Öl::N,yağ,тхъу
457,Öl::N,akar yağ,тхъу
458,Salz::N,tuz,щыгъу
459,Suppe::N,çorba,хьантхъупс
460,Honig::N,bal,шъоу́
461,Milch::N,süt,щэ
462,Tee::N,çay,щай
463,Leder::N,deri,кӏы́шъу
464,Leder::N,meşin,кӏы́шъу
465,Wolle::N,yün,цы
466,Stoff::N,kumaş,шэкӏы
467,Nadel::N,iğne,бгъэ́хаӏу
468,Faden::N,tire,ӏуда́н
469,Faden::N,iplik,ӏуда́н
470,Knopf::N,düğme,занкӏэу
471,Knoten::N,düğüm,зэкъодзапӏэ
472,Farbe::N,boya,краск
473,Kleidung::N,giyim,щыгъы́ны
474,Hemd::N,gömlek,джан
475,Kragen::N,yaka,пшъапӏ
476,Ärmel::N,yen,гъуап
477,Ärmel::N,elbise kolu,гъуап
478,Hose::N,pantolon,гъончэ́дж
479,Gürtel::N,kuşak,бгыры́пх
480,Mütze::N,bere,паӏо́
481,Mütze::N,kasket,паӏо́
482,Schuh::N,kundura,
483,Schuh::N,ayakkabı,
484,Stiefel::N,çizme,щазым
485,Ring::N,yüzük,ӏэлъы́н
486,Band::N,bağ,лент
487,Band::N,şerit,лент
488,Kamm::N,tarak,мажь
489,Spiegel::N,ayna,гъундж
490,Riemen::N,kayış,бгыры́пх
491,Schnur::N,ip,кӏапсэ́
492,Schnur::N,sicim,кӏапсэ́
493,Leine::N,kayış,шъокӏапс
494,Decke::N,örtü,чыхӏэн
495,Decke::N,yorgan,чыхӏэн
496,Kissen::N,yastık,шъхьант
497,Tuch::N,bez,шъхьэтехъу
498,Handtuch::N,havlu,ӏаплъэкӏ
499,Kraft::N,güç,къары́у
500,Kraft::N,güç,кӏуачӏэ́
501,Kraft::N,kuvvet,къары́у
502,Kraft::N,kuvvet,кӏуачӏэ́
503,Stärke::N,kuvvet,кӏуачӏэ́
504,Gesundheit::N,sağlık,псауныгъ
505,Krankheit::N,hastalık,узы
506,Schmerz::N,ağrı,узы
507,Schmerz::N,sancı,узы
508,Wunde::N,yara,уӏагъэ́
509,Fieber::N,ateş,техьа́гъу
510,Fieber::N,ateş,жъоку
511,Arznei::N,ilâç,ӏэзэ́гъу
512,Brücke::N,köprü,лъэмы́д ж
513,Brunnen::N,kuyu,псынэ́
514,Brunnen::N,çeşme,псынэ́
515,Weide::N,otlak,хъупӏэ́
516,Pfad::N,patika,лъагъу
517,Pfad::N,keçiyolu,лъагъу
518,Weg::N,yol,гъо́гу
519,Straße::N,yol,гъо́гу
520,Straße::N,cadde,гъо́гу
521,Dorf::N,köy,къуа́дж
522,Stadt::N,kent,къалэ́
523,Stadt::N,şehir,къалэ́
524,Brief::N,mektup,тхэн
525,Brief::N,mektup,письмэ
526,Buch::N,kitap,тхы́лъ
527,Buchstabe::N,harf,хьары́ф
528,Zeitung::N,gazete,газет
529,Leben::N,hayat,гъашӏэ́
530,Tod::N,ölüm,аджал
531,Grab::N,kabir,бэны́
532,Kirche::N,kilise,чылы́с
533,Sünde::N,günah,гунахь
534,Gott::N,tanrı,тхьэ
535,Arbeiter::N,işçi,рабоч
536,Chef::N,şef,гъэр
537,Chef::N,müdür,гъэр
538,Meister::N,usta,ӏэпыӏа́с
539,Arzt::N,hekim,
540,Arzt::N,doktor,
541,Lehrer::N,hoca,кӏэлэегъа́дж
542,Lehrer::N,öğretmen,кӏэлэегъа́дж
543,Geld::N,para,ахъщ
544,Geschäft::N,ticaret,ӏофшӏэн
545,Laden::N,dükkân,туча́н
546,Preis::N,fiyat,уасэ́
547,Ware::N,mal,хьап-щып
548,Nutzen::N,fayda,чар
549,Nutzen::N,fayda,федэ́
550,Reichtum::N,servet,байныгъ
551,Reichtum::N,zenginlik,байныгъ
552,Welt::N,dünya,дуна́й
553,Land::N,ülke,хэгъэ́́гу
554,Staat::N,devlet,къэралыгъу
555,König::N,kral,пачъы́хь
556,Macht::N,kudret,шынэгъакзэ́
557,Macht::N,iktidar,шынэгъакзэ́
558,Grenze::N,had,гъуна́пкъ
559,Grenze::N,sınır,гъуна́пкъ
560,Krieg::N,savaş,зао́
561,Feind::N,düşman,пы́и
562,Gewalt::N,zor,егъэзыгъэныгъ
563,Gewalt::N,cebir,егъэзыгъэныгъ
564,Kampf::N,savaş,бэнэныгъ
565,Bogen[Waffe]::N,yay,щабз
566,Pfeil::N,ok,щэбза́щ
567,Gewehr::N,tüfek,шхонч
568,Fehler::N,hata,хэукъоныгъ
569,Fehler::N,yanlış,хэукъоныгъ
570,Lüge::N,yalan,пцӏы
571,Schaden::N,zarar,зэра́р
572,Unglück::N,felâket,тхьамыкӏагъу
573,Unglück::N,talihsizlik,тхьамыкӏагъу
574,Schuld::N,suç,мысагъэ́
575,Schuld::N,kabahat,мысагъэ́
576,Alter::N,yaş,ныбжь
577,Schluss::N,son,кӏэ
578,Zeit::N,zaman,уахътэ́
579,Tag::N,gün,мафэ́
580,Morgen::N,sabah,пчэды́жь
581,Mittag::N,öğle,щэджагьу́
582,Abend::N,akşam,пчыхьэ́
583,Nacht::N,gece,чэщы́
584,Woche::N,hafta,тхьамафэ́
585,Monat::N,ay,мазэ́
586,Jahr::N,yıl,илъэ́с
587,Jahr::N,sene,илъэ́с
588,Frühling::N,ilkbahar,гъатхэ́
589,Sommer::N,yaz,гъэмафэ́
590,Herbst::N,güz,бжыхьэ́
591,Herbst::N,sonbahar,бжыхьэ́
592,Winter::N,kış,кӏыма́ф
593,Januar::N,ocak,январь
594,Februar::N,şubat,февраль
595,März::N,mart,март
596,April::N,nisan,апрель
597,Mai::N,mayıs,май
598,Juni::N,haziran,июнь
599,Juli::N,temmuz,июль
600,August::N,ağustos,август
601,September::N,eylül,сентябрь
602,Oktober::N,ekim,октябрь
603,November::N,kasım,ноябрь
604,Dezember::N,aralık,декабрь
605,Montag::N,pazartesi,блыпэ́
606,Dienstag::N,salı,гъубдж
607,Mittwoch::N,çarşamba,бэрэскэжъый
608,Donnerstag::N,perşembe,мэфэ́ку
609,Freitag::N,cuma,бэрэскэшху
610,Samstag::N,cumartesi,шэмбэ́т
611,Sonntag::N,pazar,тхьаума́ф
612,groß::A,büyük,ины́
613,klein::A,ufak,цӏы́кӏу
614,klein::A,küçük,цӏы́кӏу
615,lang::A,uzun,кӏыхьэ́
616,kurz::A,kısa,кӏэкӏы́
617,breit::A,enli,шъуамбгъо́
618,breit::A,geniş,шъуамбгъо́
619,schmal::A,dar,бгъузэ́
620,dicht::A,sık,ӏужъу́
621,dicht::A,yoğun,ӏужъу́
622,dick[Gegenstand]::A,kalın,ӏужъу́
623,dick[Gegenstand]::A,iri,ӏужъу́
624,dünn::A,ince,пӏуакӏэ́
625,fein::A,ince,пӏуакӏэ́
626,fein::A,narin,пӏуакӏэ́
627,fest::A,sabit,пытэ́
628,fest::A,sağlam,пытэ́
629,flach::A,düz,тешъо́
630,flach::A,yassı,тешъо́
631,glatt::A,düz,зэны́бжь
632,hart::A,katı,пытэ́
633,weich::A,yumuşak,шъабэ́
634,rund::A,yuvarlak,хъура́й
635,spitz::A,sivri,папцӏэ́
636,scharf::A,keskin,чан
637,stumpf::A,kör,цако́
638,schwer::A,ağır,онтэ́гъу
639,schön::A,güzel,дахэ́
640,heiß::A,kızgın,жъо́ркъ
641,warm::A,sıcak,фабэ́у
642,kalt::A,soğuk,чъыӏэ́
643,kühl::A,serin,чъыӏэтагъ
644,frisch::A,taze,чъыӏэтагъ
645,feucht::A,nemli,шынагъэ зиӏэ
646,feucht::A,nemli,шынэгъакӏэ зиӏэ
647,feucht::A,rutubetli,шынагъэ зиӏэ
648,feucht::A,rutubetli,шынэгъакӏэ зиӏэ
649,nass::A,yaş,цӏынэ́
650,nass::A,ıslak,цӏынэ́
651,trocken::A,kuru,гъушъ
652,trocken::A,kuru,чъэпхъыгъ
653,voll::A,dolu,из
654,voll::A,dolu,изыбз
655,voll::A,dolmuş,из
656,voll::A,dolmuş,изыбз
657,leer::A,boş,нэкӏы́
658,offen::A,açık,зэдэхыгъэ
659,geschlossen::A,kapalı,зэфэшӏыгъ
660,sauber::A,pak,къабзэ́
661,sauber::A,temiz,къабзэ́
662,schmutzig::A,pis,шӏо́и
663,schmutzig::A,kirli,шӏо́и
664,roh::A,çiğ,мыжъо́
665,reif::A,olgun,чъэпхъыгъ
666,lecker::A,lezzetli,го́хьы
667,süß::A,tatlı,ӏэшӏу
668,süß::A,şekerli,ӏэшӏу
669,bitter::A,acı,дыджы́
670,sauer::A,ekşi,хафэ́
671,hell::A,aydınlık,нэфын
672,dunkel::A,karanlık,мэзэхэ
673,schwarz::A,kara,шӏуцӏэ
674,schwarz::A,siyah,шӏуцӏэ
675,weiß::A,ak,фыжьы́
676,weiß::A,beyaz,фыжьы́
677,rot::A,kırmızı,плъыжьы́
678,gelb::A,sarı,гъожьы́
679,blau::A,mavi,шхъуантӏэ
680,grün::A,yeşil,шхъуантӏэ
681,grau::A,boz,шхъо
682,bunt::A,renkli,къолэны
683,billig::A,ucuz,пыут
684,teuer::A,pahalı,сикӏа́с
685,teuer::A,pahalı,силъа́пӏ
686,wertvoll::A,değerli,пкӏэ зиӏ
687,wertvoll::A,değerli,уасэ́ зыфа́шӏ
688,blind::A,kör,нэшъу́
689,taub::A,sağır,дэгу
690,kräftig::A,dinç,лъэ́ш
691,kräftig::A,kuvvetli,лъэ́ш
692,stark::A,güçlü,лъэ́ш
