,Concept_ID,mdf,lez
65,Traum::N,он,ахвар
66,Himmel::N,менель,цав
67,Sonne::N,ши,рагъ
68,Mond::N,ков,варз
69,Stern::N,тяште,гъед
70,Luft::N,кожф,гьава
71,Wind::N,варма,гар
72,Welle::N,тавла,лепе
73,Wasser::N,ведь,яд
74,Stein::N,кев,къван
75,Boden::N,мода,накьв
76,Boden::N,потмакс,накьв
77,Erde::N,мода,ччил
78,Erde::N,мастор,ччил
79,Staub::N,пуль,руг
80,Rauch::N,качам,гум
81,Funke::N,ця́тка,цӏелхем
82,Feuer::N,тол,цӏай
83,Licht::N,ва́лда,экв
84,Schatten::N,цильф,серин
85,Wetter::N,уша,гьава
86,Nebel::N,тума́н,ччилин циф
87,Wolke::N,ковол,циф
88,Regen::N,пизем,марф
89,Schnee::N,лов,жив
90,Eis::N,эй,мурк
91,Frost::N,ке́льме,аяз
92,Kälte::N,якшама,мекь
93,Kälte::N,якшама,мекьивал
94,Hitze::N,пси,зегьем
95,Raureif::N,леш,къирав
96,Regenbogen::N,а́тямъёнга,яргъируш
97,Donner::N,атям,цавун ван
98,Strömung::N,шудема́,
99,Tropfen::N,путькс,стӏал
100,Tropfen::N,пътняфкс,стӏал
101,Schaum::N,шов,каф
102,Schmutz::N,ърда́з,чирк
103,Schmutz::N,ърда́з,кьуруш
104,See::N,эрьхке,вир
105,Sumpf::N,шяй,уьлен
106,Moor::N,шяй,
107,Wiese::N,луга,векь
108,Wald::N,вирь,там
109,Hügel::N,губо́р,кӏунтӏ
110,Hügel::N,пандоня,кӏунтӏ
111,Anhöhe::N,губо́р,тепе
112,Anhöhe::N,губо́р,гьуьндуьрвал
113,Berg::N,панда,дагъ
114,Gipfel::N,пря,кӏукӏ
115,Höhle::N,у́нда,кьветӏ
116,Abhang::N,па́нда ша́ма,гуьне
117,Quelle::N,эшиня,чешме
118,Bach::N,шудерькс,булах
119,Fluss::N,ляй,вацӏ
120,Ufer::N,търва́,къерех
121,Küste::N,ляйтърва́,къерех
122,Festland::N,мода,кьурамат
123,Meer::N,моря,гьуьл
124,Bucht::N,ведьуське,бухта
125,Insel::N,цёнга,остров
126,Blume::N,панчф,цуьк
127,Gras::N,тише,хъач
128,Wurzel::N,юр,дувул
129,Wurzel::N,ункс,дувул
130,Baum::N,шуфта,ттар
131,Stamm::N,ро́нга,тан
132,Rinde::N,кер,чкал
133,Ast::N,морга,тӏур
134,Zweig::N,тарад,хел
135,Blatt::N,лопа,пеш
136,Birke::N,ке́лу,верх
137,Kiefer[Baum]::N,пиче,шамагъаж
138,Weide[Baum]::N,каль,цӏвелин ттар
139,Tanne::N,куз,ель
140,Horn::N,сюра,карч
141,Feder::N,толга,цӏакул
142,Fell::N,кедь,хам
143,Flügel::N,паця,лув
144,Klaue::N,кенже,къармах
145,Kralle::N,кенже,пац
146,Kralle::N,кенже,тапас
147,Schwanz::N,пула,ттум
148,Ei::N,ал,кака
149,Nest::N,пиза,муг
150,Bau::N,пиза,тӏеквен
151,Tier::N,жува́та,гьайван
152,Herde::N,нал,суьруь
153,Herde::N,стада,суьруь
154,Kuh::N,скал,ккал
155,Kuh::N,тракс,ккал
156,Bulle::N,бука,яц
157,Bulle::N,бука,бугъа
158,Pferd::N,лишме,балкӏан
159,Schaf::N,уча́,хеб
160,Schwein::N,тува,вак
161,Hund::N,пине,кицӏ
162,Katze::N,катоня,кац
163,Katze::N,аваката,кац
164,Bär::N,офта,сев
165,Eichhörnchen::N,ур,белка
166,Elch::N,ся́рда,лось
167,Fuchs::N,келазь,сикӏ
168,Hase::N,ну́мол,къуьр
169,Maus::N,шеер,кьиф
170,Wolf::N,върьгаз,жанавур
171,Vogel::N,нармонь,луван ничхир
172,Schwarm::N,ко́вол,луж
173,Schwarm::N,ме́швеле,луж
174,Huhn::N,сараз,верч
175,Hahn::N,а́тякш,кӏек
176,Gans::N,маци,къаз
177,Adler::N,куцькан,лекь
178,Ente::N,яксярга,пӏатӏ
179,Eule::N,ко́рож,тӏиб
180,Kranich::N,ка́рга,дурна
181,Krähe::N,ва́рси,къаргъа
182,Kuckuck::N,ку́ку,кукупӏ
183,Schwan::N,ло́ксти,къугь
184,Fisch::N,кал,гъед
185,Barsch::N,о́кунь,окунь
186,Hecht::N,щу́ка,щука
187,Schlange[Tier]::N,куй,илан
188,Schlange[Tier]::N,куй,гъуьлягъ
189,Wurm::N,сукс,квак
190,Spinne::N,унжа́,хуьшрекан
191,Ameise::N,панжам,цегв
192,Laus::N,си,нет
193,Mücke::N,ся́ське,ветӏ
194,Fliege::N,кару,тӏветӏ
195,Schmetterling::N,ме́лав,чепелукь
196,Beere::N,и́мож,куьлуь емиш
197,Apfel::N,марь,ич
198,Pilz::N,панга,къарникъуз
199,Zwiebel::N,шурьхкя́,чичӏек
200,Saat::N,видьмот,тумар
201,Korn::N,сёра,твар
202,Heu::N,тише,векь
203,Heu::N,тише,векьер
204,Schale::N,кедь,пириш
205,Schale::N,кедь,хъуьруьш
206,Grube::N,лотка,фур
207,Falle::N,туфкс,ракьар
208,Falle::N,кунда́ма,ракьар
209,Schlinge::N,килькш,гьалкъа
210,Spur::N,пильгоки́,гел
211,Asche::N,кулу,руьхъ
212,Dreck::N,ърда́з,чирк
213,Dreck::N,ърда́з,кьуруш
214,Eisen::N,кшни,ракь
215,Gold::N,ока,алтун
216,Gold::N,золота,алтун
217,Silber::N,сия́,гимиш
218,Kohle::N,седь,цӏивин
219,Kohle::N,седьвальмя,цӏивин
220,Glas::N,кля́нцек,шуьше
221,Lehm::N,сёвонь,ччеб
222,Sand::N,шува́р,къум
223,Mensch::N,ломань,инсан
224,Mann::N,аля,итим
225,Mann::N,цёраломань,итим
226,Frau::N,ава,паб
227,Frau::N,ава,дишегьли
228,Kind::N,идь,аял
229,Kind::N,шаба,аял
230,Junge::N,цёраня,гада
231,Mädchen::N,стирня́,руш
232,Familie::N,тнал,хзан
233,Familie::N,тнал,килфет
234,Familie::N,семья,хзан
235,Familie::N,семья,килфет
236,Großvater::N,атя,чӏехи буба
237,Großvater::N,щя́тя,чӏехи буба
238,Großmutter::N,баба,чӏехи диде
239,Eltern::N,тя́дят-а́лят,диде-буба
240,Vater::N,аля,буба
241,Mutter::N,ава,диде
242,Mutter::N,тядя,диде
243,Sohn::N,цёра,хва
244,Tochter::N,стирь,руш
245,Bruder::N,дуган,стха
246,Bruder::N,пяльне,стха
247,Schwester::N,ака,вах
248,Schwester::N,сазор,вах
249,Onkel::N,оця,ими
250,Onkel::N,оця,халу
251,Onkel::N,патя,ими
252,Onkel::N,патя,халу
253,Onkel::N,щеня́,ими
254,Onkel::N,щеня́,халу
255,Tante::N,ака,эме
256,Tante::N,ака,хала
257,Tante::N,щака,эме
258,Tante::N,щака,хала
259,Ehemann::N,мирде,гъуьл
260,Ehefrau::N,ърьвя́,паб
261,Freude::N,ке́нярдема,шадвал
262,Gelächter::N,рахсема,хъвер
263,Glück::N,паваз,бахт
264,Kummer::N,ризф,дерт
265,Kummer::N,ризф,хажалат
266,Kummer::N,пичефкс,дерт
267,Kummer::N,пичефкс,хажалат
268,Wunsch::N,мяль,мурад
269,Wunsch::N,таколдома,мурад
270,Lust::N,таколдома,гьевес
271,Geist::N,вайме,руьгь
272,Gedanke::N,мяль,фикир
273,Gedächtnis::N,прявий,
274,Verstand::N,прявий,акьул
275,Sinn::N,ён,мана
276,Grund::N,туфта́л,себеб
277,Wahrheit::N,ви́де,керчек
278,Wahrheit::N,ви́де,гьакъикъат
279,Wahrheit::N,видеши́,керчек
280,Wahrheit::N,видеши́,гьакъикъат
281,Gespräch::N,корхтама,ихтилат
282,Märchen::N,ёфкс,мах
283,Erzählung::N,азкс,кьиса
284,Nachricht::N,куля́,хабар
285,Neuigkeit::N,куля́,цӏийи хабар
286,Name::N,лем,тӏвар
287,Rätsel::N,со́дама ёфкс,мискӏал
288,Rede::N,вал,рахун
289,Rede::N,корхтама,рахун
290,Sprache::N,кяль,чӏал
291,Stimme::N,вайгяль,ван
292,Wort::N,вал,гаф
293,Zeichen::N,тя́ште,ишара
294,Zeichen::N,тя́штькс,ишара
295,Ruf::N,тердема,эвер
296,Lärm::N,гайф,ван-сес
297,Lärm::N,жалакодома,ван-сес
298,Laut::N,вайгяль,ван
299,Laut::N,вайгяль,сес
300,Ton::N,вайгяль,ван-сес
301,Lied::N,мора,мани
302,Ruhe::N,сетьме,ласвал
303,Ruhe::N,сетьме,фаракъат
304,Ruhe::N,сетьме,асайиш
305,Leute::N,ломатть,инсанар
306,Volk::N,наро́д,халкь
307,Arbeit::N,тев,кӏвалах
308,Gast::N,и́нжи,мугьман
309,Gast::N,ко́нак,мугьман
310,Geschenk::N,казне,савкьат
311,Spiel::N,налхкома,къугъун
312,Spiel::N,налхксема,къугъун
313,Gesellschaft::N,кружок,жемят
314,Gesellschaft::N,кружок,общество
315,Hilfe::N,лездома,куьмек
316,Freund::N,я́лга,дуст
317,Kamerad::N,я́лга,яр-дуст
318,Angelegenheit::N,тев,кар
319,Anzahl::N,лувкс,сан
320,Anzahl::N,лувкс,кьадар
321,Art::N,вид,жуьре
322,Stück::N,пакш,кӏус
323,Teil::N,часть,пай
324,Teil::N,пялькс,пай
325,Hälfte::N,пяле,зур
326,Hälfte::N,пяле,зур пай
327,Kreis::N,шаркс,круг
328,Kreis::N,шаркс,чкаяр
329,Kreis::N,шаркс,элкъвей цӏар
330,Kreuz::N,крёз,хаш
331,Linie::N,межа,цӏар
332,Linie::N,китькс,цӏар
333,Strich::N,межа,цӏар
334,Abstand::N,ётка,ара
335,Entfernung::N,ётка,мензил
336,Gegend::N,ва́ста,чка
337,Gegend::N,перьфпя́ль,чка
338,Platz::N,ва́ста,ара
339,Ort::N,ва́ста,чка
340,Seite::N,пяле,пад
341,Mitte::N,кучка́,юкь
342,Gegenstand::N,веща,затӏ
343,Sache::N,тев,шей
344,Sache::N,тев,затӏ
345,Sache::N,веща,шей
346,Sache::N,веща,затӏ
347,Rand::N,пе,къерех
348,Kante::N,и́рдез,син
349,Ecke::N,ужа,пӏипӏ
350,Spitze::N,пря,кӏвенкӏв
351,Ende::N,пе,кьил
352,Loch::N,варя,тӏеквен
353,Winkel::N,ужа,пӏипӏ
354,Muster::N,сёрма,гишир
355,Größe::N,серь,кьадар
356,Länge::N,кува́лма,яргъивал
357,Höhe::N,серь,кьакьанвал
358,Gewicht::N,сталма,заланвал
359,Menge::N,лувкс,кьадар
360,Haufen::N,мар,хара
361,Reihe::N,ряд,жерге
362,Boot::N,венеж,луьткве
363,Ruder::N,миле,кьусу
364,Schlitten::N,ну́рда,гъелерар
365,Ski::N,сокс,
366,Lagerfeuer::N,то́лмар,цӏай
367,Last::N,канкс,заланвал
368,Last::N,сталма,заланвал
369,Gang::N,молема,ериш
370,Schritt::N,аськолкс,къадам
371,Norden::N,якшама шире,кефер
372,Norden::N,якшама шире,кефер пад
373,Süden::N,ля́мбе ши́ре,кьибле
374,Westen::N,ши валгома шире,рагъакӏидай пад
375,Osten::N,шинь стяма шире,рагъэкъечӏдай пад
376,Holz::N,вирь,кӏарас
377,Holz::N,шуфта,кӏарас
378,Brett::N,лавця,кьул
379,Brett::N,лавця,тахта
380,Platte::N,плита́,
381,Stütze::N,неже,даях
382,Stange::N,олга,юрк
383,Stock::N,байдек,лаш
384,Stab::N,олгоня,юрк
385,Rohr::N,турама,турба
386,Haus::N,куд,ужагъ
387,Heim::N,куд,кӏвал
388,Ofen::N,пянакуд,пич
389,Fußboden::N,кия́кс,кӏвалин ччил
390,Tisch::N,шра,стол
391,Tisch::N,моркш,стол
392,Stuhl::N,стул,стул
393,Wiege::N,нюря́м,кьеб
394,Bett::N,ацам,тахт
395,Regal::N,лавцяланга,кьацӏ
396,Kiste::N,парга,ящик
397,Fenster::N,валмья,дакӏар
398,Tür::N,кенкш,рак
399,Tor::N,ортат,варар
400,Zaun::N,перяфкс,пару
401,Dach::N,кудпря,къав
402,Leiter::N,куцема,гурар
403,Besen::N,тяльме,таран кул
404,Spaten::N,ка́йме,ппер
405,Schaufel::N,ко́поня,хекендаз
406,Schaufel::N,ця́рдом,хекендаз
407,Gabel::N,ця́нгоня,шиш
408,Löffel::N,куцю,тӏур
409,Messer::N,пеель,чукӏул
410,Nagel::N,эска,мих
411,Haken::N,кя́чказ,къармах
412,Griff::N,недь,ттум
413,Griff::N,кунда́мка,ттум
414,Schloss::N,замо́к,куьлег
415,Bild::N,карти́на,шикил
416,Bild::N,карти́на,суьрет
417,Figur::N,ронга-понда,фигура
418,Puppe::N,ня́ка,нини
419,Beutel::N,кяскав,тагъар
420,Bündel::N,кярьме,галгам
421,Tasche::N,кошяльня,чанта
422,Eimer::N,ве́дарка,ведре
423,Deckel::N,тавадкс,кьил
424,Deckel::N,тавадкс,къалпагъ
425,Deckel::N,вельхкс,кьил
426,Deckel::N,вельхкс,къалпагъ
427,Geschirr::N,кядьге,къаб-къажах
428,Sack::N,кяскав,чувал
429,Tasse::N,ша́ваня,сукӏра
430,Topf::N,кавозь,къажгъан
431,Kessel::N,сргавозь,къажгъан
432,Essen::N,ярхцама,тӏуьн
433,Nahrung::N,ярхцампяль,тӏуьн
434,Speise::N,ярхцама,хуьрек
435,Fleisch::N,пал,як
436,Fleisch::N,сиволь,як
437,Getreide::N,сёра,техил
438,Brei::N,ям,хапӏа
439,Brei::N,ям,хешил
440,Brot::N,кши,фу
441,Scheibe::N,кочам,чӏук
442,Fett::N,куя́,ягълу
443,Butter::N,вай,гъери
444,Öl::N,вай,ягълу
445,Salz::N,сал,кьел
446,Suppe::N,шонгарям,суп
447,Suppe::N,шонгарям,шурпа
448,Suppe::N,коршампяль,суп
449,Suppe::N,коршампяль,шурпа
450,Honig::N,медь,вирт
451,Milch::N,лофца,нек
452,Tee::N,чай,чай
453,Leder::N,кедь,тумаж
454,Wolle::N,пона,йис
455,Stoff::N,котф,парча
456,Nadel::N,салмокс,раб
457,Faden::N,сюре,гъал
458,Knopf::N,пуня,дуьгме
459,Knoten::N,сюлма,тӏвал
460,Farbe::N,архтомбяль,ранг
461,Kleidung::N,щам,партал
462,Hemd::N,па́нар,перем
463,Kragen::N,сиве,хев
464,Ärmel::N,ожа,хел
465,Hose::N,понкст,шалвар
466,Gürtel::N,каркс,чӏул
467,Mütze::N,вазь,бармак
468,Mütze::N,вазь,бапӏах
469,Schuh::N,башма́к,ботинка
470,Stiefel::N,кя́ме,чекме
471,Ring::N,суркс,тупӏал
472,Band::N,керькс,тасма
473,Band::N,лента,тасма
474,Kamm::N,сюрьхцем,регъ
475,Spiegel::N,ванома,гуьзгуь
476,Riemen::N,шнань каркс,къайиш
477,Schnur::N,пикс,еб
478,Schnur::N,карькскя,еб
479,Leine::N,вядьме,
480,Decke::N,вельхкс,яргъан
481,Kissen::N,тоду,хъуьцуьган
482,Tuch::N,руця́,шал
483,Handtuch::N,на́рдама,дасмал
484,Kraft::N,вий,гуж
485,Stärke::N,вииши,къуват
486,Gesundheit::N,шумбраши́,сагъвал
487,Krankheit::N,урма́,тӏал
488,Krankheit::N,сярядема,тӏал
489,Schmerz::N,маряма,тӏал
490,Schmerz::N,маряма,тӏарвал
491,Wunde::N,керф,хер
492,Fieber::N,маштыкс,ифин
493,Arznei::N,надо́бья,дарман
494,Arznei::N,пъчка́фтома,дарман
495,Brücke::N,седь,муьгъ
496,Brunnen::N,эши,къуй
497,Weide::N,ванома васта,уьруьш
498,Pfad::N,ян,рехъ
499,Pfad::N,киня́,рехъ
500,Weg::N,ки,рехъ
501,Straße::N,ки,рехъ
502,Dorf::N,веле,хуьр
503,Stadt::N,ош,шегьер
504,Brief::N,сёрма,кагъаз
505,Buch::N,книга,улуб
506,Buchstabe::N,бу́ква,гьарф
507,Zeitung::N,газе́та,газета
508,Leben::N,эряф,уьмуьр
509,Leben::N,эряма,уьмуьр
510,Tod::N,кулома́,кьиникь
511,Grab::N,калма,сур
512,Kirche::N,це́рькав,килиса
513,Sünde::N,пежеть,гунагь
514,Sünde::N,муворкс,гунагь
515,Gott::N,шкай,аллагь
516,Arbeiter::N,трудендай,фяле
517,Arbeiter::N,работник,фяле
518,Chef::N,азор,гьаким
519,Chef::N,оцюня,гьаким
520,Meister::N,мастяр,устӏар
521,Arzt::N,врач,доктор
522,Arzt::N,доктор,доктор
523,Lehrer::N,учи́тель,муаллим
524,Geld::N,ярмакт,пул
525,Geschäft::N,ладяфкс,
526,Geschäft::N,ладяф тев,
527,Laden::N,ла́вка,магазин
528,Preis::N,питне,къимет
529,Ware::N,миф,мал
530,Ware::N,миф,товар
531,Ware::N,ра́маф,мал
532,Ware::N,ра́маф,товар
533,Nutzen::N,пара,хийир
534,Nutzen::N,пара,менфят
535,Nutzen::N,лезкс,хийир
536,Nutzen::N,лезкс,менфят
537,Reichtum::N,ко́зяши,девлет
538,Welt::N,свет,дуьнья
539,Land::N,мастор,уьлкве
540,Staat::N,государства,пачагьлугъ
541,Staat::N,государства,государство
542,König::N,король,пачагь
543,Macht::N,азорондама,власть
544,Macht::N,азорксши,власть
545,Grenze::N,ёткаян,сергьят
546,Krieg::N,война́,дяве
547,Feind::N,душман,душман
548,Feind::N,каршек тюри,душман
549,Gewalt::N,наругама,гуж
550,Kampf::N,тюрема́,женг
551,Bogen[Waffe]::N,нал,чӏемерук
552,Pfeil::N,нал,хьел
553,Gewehr::N,винто́вка,тфенг
554,Fehler::N,эльбядькс,гъалатӏ
555,Lüge::N,васькафнема,ттаб
556,Schaden::N,зия́н,зиян
557,Schaden::N,зия́н,зарар
558,Unglück::N,зия́н,бала
559,Unglück::N,зия́н,бедбахтвал
560,Schuld::N,муворши,тахсир
561,Alter::N,эряф кизот,яш
562,Alter::N,эряфонь пинге,яш
563,Schluss::N,пе,эхир
564,Zeit::N,пинге,вяде
565,Tag::N,ши,югъ
566,Morgen::N,шобдава,пакама
567,Mittag::N,шикучка,нисин
568,Abend::N,иля́дь,няни
569,Nacht::N,ве,йиф
570,Woche::N,недя́ля,гьафте
571,Monat::N,ков,варз
572,Jahr::N,киза,йис
573,Frühling::N,тунда́,гатфар
574,Sommer::N,киза,гад
575,Herbst::N,сёксе,зул
576,Winter::N,тяла,кьуьд
577,Januar::N,кельмеков,январь
578,Februar::N,уфайков,февраль
579,März::N,марайков,март
580,April::N,шудиков,апрель
581,Mai::N,панжиков,май
582,Juni::N,лямбеков,июнь
583,Juli::N,псиков,июль
584,August::N,сёроньков,август
585,September::N,тюжягов,сентябрь
586,Oktober::N,кельмазаков,октябрь
587,November::N,эйндамков,ноябрь
588,Dezember::N,кучкаков,декабрь
589,Montag::N,одговши,ислен
590,Dienstag::N,ша́вши,саласа
591,Mittwoch::N,вержи,арбе
592,Donnerstag::N,шува́ланя,хемис югъ
593,Freitag::N,пя́денця,жуьмя
594,Freitag::N,пя́денця,жуьмя югъ
595,Samstag::N,ёткши,киш
596,Sonntag::N,таргоши,гьяд
597,groß::A,оцю,еке
598,groß::A,оцю,чӏехи
599,klein::A,ёмла,гъвечӏи
600,lang::A,кува́ка,яргъи
601,kurz::A,нюрьхкя́ня,куьруь
602,breit::A,кели,гьяркьуь
603,schmal::A,тяйня,гуьтӏуь
604,dicht::A,сиде,къалин
605,dicht::A,туста,къалин
606,dick[Gegenstand]::A,эчке,
607,dünn::A,шува́ня,кьелечӏ
608,fein::A,шува́ня,шуькӏуь
609,fest::A,кеме,кӏеви
610,flach::A,лапш,кьулу
611,glatt::A,вадяв,цӏалцӏам
612,glatt::A,такор,цӏалцӏам
613,hart::A,калгода,кӏеви
614,weich::A,ляпе,хъуьтуьл
615,rund::A,кру́глай,элкъвей
616,spitz::A,ботаз,хци
617,spitz::A,оржа,хци
618,scharf::A,оржа,хци
619,stumpf::A,ношка,къуьруь
620,schwer::A,стака,залан
621,schön::A,мазы,иер
622,heiß::A,пси,кудай
623,warm::A,лямбе,чими
624,kalt::A,кельме,мекьи
625,kühl::A,эше,къайи
626,frisch::A,свежай,таза
627,frisch::A,свежай,михьи
628,feucht::A,летьке,ламу
629,nass::A,начка,кьежей
630,trocken::A,коське,кьуру
631,voll::A,пяшксе,ацӏай
632,leer::A,шава,буш
633,leer::A,шава,ичӏи
634,offen::A,панжада,ахъа
635,offen::A,виде,ахъа
636,geschlossen::A,пякстаф,кӏеви
637,geschlossen::A,сёлгф,кӏеви
638,sauber::A,ару,михьи
639,schmutzig::A,рда́зу,чиркин
640,schmutzig::A,рда́зу,кьацӏай
641,schmutzig::A,пя́ндра,чиркин
642,schmutzig::A,пя́ндра,кьацӏай
643,roh::A,верок,чиг
644,roh::A,верок,ицӏи
645,reif::A,ке́нерьф,дигмиш хьайи
646,lecker::A,танцти,дадлу
647,süß::A,ламбама,ширин
648,bitter::A,сяпи,туькьуьл
649,sauer::A,шапама,цуру
650,hell::A,валда,экуь
651,dunkel::A,шобда,мичӏи
652,schwarz::A,равжа,чӏулав
653,weiß::A,акша,лацу
654,rot::A,якстерь,яру
655,gelb::A,тюжя́,хъипи
656,blau::A,сенем,вили
657,grün::A,пиже,къацу
658,grün::A,сянгяря,къацу
659,grau::A,уле,рехи
660,bunt::A,сёрмав,цӏару
661,bunt::A,сёрмав,яру-цӏару
662,billig::A,у́цез,ужуз
663,billig::A,аф пи́тни,ужуз
664,teuer::A,пи́тни,багьа
665,wertvoll::A,питни,масан
666,blind::A,сокор,буьркьуь
667,taub::A,пярав,биши
668,kräftig::A,пяк вии,гужлу
669,stark::A,вии,къуватлу
670,schwach::A,лафча,такьатсуз
671,fett::A,куя́,куьк
672,schlank::A,виде ронга,шумал
673,hübsch::A,мазы,гуьрчег
674,böse::A,кяжи,пис
675,dumm::A,аф ёню,ахмакь
676,dumm::A,шава пря,ахмакь
677,faul::A,нола,тенпел
678,fleißig::A,ку́лхцонды,сяй ийидай
679,fleißig::A,ку́лхцонды,сяйи ийидай
680,geizig::A,кирьжя,мискьи
681,geizig::A,жаднай,мискьи
682,klug::A,ёню,акьуллу
683,klug::A,пря́ви,акьуллу
684,geschickt::A,маштозь тиф,магьир
685,lieb::A,цебярь,играми
686,lustig::A,ра́хси,шад
687,sanft::A,сетьме,назик
688,sanft::A,сетьме,милайим
689,hungrig::A,вача,гишин
690,hungrig::A,вачеда,гишин
691,krank::A,сяряди,кефсуз
692,nackt::A,штада,кьецӏил
693,nackt::A,кърхтапа,кьецӏил
694,traurig::A,ла́жнай,пашман
695,lebendig::A,эряй,ччан алай
696,gut::A,пара,хъсан
697,gut::A,пара,вижевай
698,gut::A,цебярь,хъсан
699,gut::A,цебярь,вижевай
700,schlecht::A,кальдяв,пис
701,richtig::A,виде,дуьз
702,schlimm::A,кальдяв,нифретлу
703,wahr::A,афкуксонь,гьакъикъи
704,alt::A,ташта,эски
705,alt::A,ташта,куьгьне
706,neu::A,од,цӏийи
707,ehemalig::A,и́нгольдень,виликан
708,alt[Lebewesen]::A,сире,кьуьзуь
709,jung::A,од,жегьил
710,arm::A,а́шу,кесиб
711,reich::A,козя,девлетлу
712,bekannt::A,содаф,чидай
713,berühmt::A,содавикс,машгьур
714,fremd::A,лия,ччара
715,fremd::A,аф содаф,ччара
716,verschieden::A,аф фкя ла́цонь,жуьреба-жуьре
717,nah::A,мала,мукьвал
718,nah::A,аф ичкоздень,мукьвал
719,fern::A,и́чкоздень,яргъал
720,fern::A,куна́рдонь,яргъал
721,linker::A,кержи,чапла
722,rechter::A,види,эрчӏи
723,anderer::A,лия,маса
724,anderer::A,лия,муькуь
725,erster::A,васенце,сад лагьай
726,zweiter::A,омбоце,кьвед лагьай
727,dritter::A,колмоце,пуд лагьай
728,letzter::A,ме́кольце,эхиримжи
729,allein::ADV,ськамонза,кьилди
730,auf einmal::ADV,вихцок,
731,zusammen::ADV,марс,санал
732,zusammen::ADV,ма́рса,санал
733,lange::ADV,кува́тьс,яргъалди
734,plötzlich::ADV,а́пак учт,садлагьана
735,sofort::ADV,тяникиге,гьасятда
736,später::ADV,ме́ле,гуьгъуьнлай
737,jetzt::ADV,тяни,гила
738,heute::ADV,тячи,къе
739,morgen::ADV,ва́нды,пака
740,bald::ADV,курок,мукьва
741,bald::ADV,курок,мукьвара
742,dann::ADV,меле,ахпа
743,dann::ADV,сяда меле,ахпа
744,gestern::ADV,ися́к,накь
745,einst::ADV,весть,садра
746,einst::ADV,мзя́рда-бди,садра
747,damals::ADV,эста,а чӏавуз
748,danach::ADV,меле,ахпа
749,vorher::ADV,инголи,вилик
750,zuerst::ADV,ва́сенда,сифте
751,einmal::ADV,весть,садра
752,manchmal::ADV,лия́ста,гагь-гагь
753,manchmal::ADV,ко́ста-ко́ста,гагь-гагь
754,oft::ADV,си́деста,гзаф вахтара
755,immer::ADV,фалу,гьамиша
756,immer::ADV,най,гьамиша
757,niemals::ADV,аф мзя́рдонга,са чӏавузни
758,niemals::ADV,аф мзя́рдонга,са вахтундани
759,hier::ADV,тяса,ина
760,hierhin::ADV,сей,иниз
761,hierhin::ADV,тяза,иниз
762,von hier::ADV,тя́ста,инай
763,dort::ADV,тоса,ана
764,dorthin::ADV,тов,аниз
765,dorthin::ADV,тоза,аниз
766,geradeaus::ADV,ви́деста,дуьз
767,vorwärts::ADV,и́нголи,вилик
768,vorwärts::ADV,и́нголи,виликди
769,rückwärts::ADV,ме́ки,кьулухъ
770,zurück::ADV,ме́ки,
771,unten::ADV,ала,агъада
772,hinab::ADV,алу,агъуз
773,oben::ADV,вяре,винел
774,hinauf::ADV,вяри,виниз
