,Concept_ID,kl,sl
72,Erde::N,issoq,pŕst
73,Erde::N,issoq,zêmlja
74,Staub::N,pujualanerit,práh
75,Staub::N,pujoralanerit,práh
76,Rauch::N,iseq,dìm
77,Rauch::N,pujoq,dìm
78,Funke::N,illoorneq,ískra
79,Feuer::N,inneq,ôgenj
80,Licht::N,qaamaneq,lúč
81,Schatten::N,tarraq,sénca
82,Wetter::N,sila,vrême
83,Nebel::N,pujoq,meglà
84,Wolke::N,nuia,oblák
85,Regen::N,sialuk,dèž
86,Schnee::N,aput,snég
87,Eis::N,siku,léd
88,Frost::N,issi,zmrzál
89,Frost::N,issik,zmrzál
90,Kälte::N,issi,mràz
91,Hitze::N,kianneq,pripéka
92,Hitze::N,kiassuseq,pripéka
93,Raureif::N,kaneq,ívje
94,Raureif::N,kaneq,slána
95,Regenbogen::N,neriusaaq,mávrica
96,Donner::N,kalleq,gròm
97,Tropfen::N,kuseriarneq,káplja
98,Schaum::N,qapuk,péna
99,Schmutz::N,minguk,nesnága
100,See::N,taseq,jézero
101,Sumpf::N,maqulluk,močvírje
102,Wiese::N,masarsuk,trávnik
103,Hügel::N,qattuneq,brég
104,Hügel::N,qattuneq,goríca
105,Hügel::N,majuariaq,brég
106,Hügel::N,majuariaq,goríca
107,Hügel::N,majorajaaq,brég
108,Hügel::N,majorajaaq,goríca
109,Hügel::N,qaqqannguaq,brég
110,Hügel::N,qaqqannguaq,goríca
111,Berg::N,qaqqaq,gôra
112,Berg::N,qaqqaq,planína
113,Höhle::N,qaarusuk,jáma
114,Höhle::N,qaarusuk,votlína
115,Abhang::N,ippik,pobóčje
116,Abhang::N,sivinganeq,pobóčje
117,Abhang::N,sivingajaaq,pobóčje
118,Abhang::N,kussangajaaq,pobóčje
119,Bach::N,kuunnguaq,pôtok
120,Fluss::N,kuuk,réka
121,Ufer::N,sissap sinaa,brég
122,Küste::N,sineriak,obála
123,Küste::N,sineriak,obréžje
124,Meer::N,imaq,mórje
125,Bucht::N,ikeq,zalív
126,Bucht::N,kangerluk,zalív
127,Bucht::N,kangerliumaneq,zalív
128,Insel::N,qeqertaq,ôtok
129,Blume::N,naasoq,cvetlíca
130,Gras::N,ivigaq,tráva
131,Wurzel::N,niulutaq,korenína
132,Baum::N,orpik,drevó
133,Stamm::N,kanaartaq,dêblo
134,Rinde::N,ameraq,lúbje
135,Rinde::N,ameraq,skórja
136,Ast::N,avalequt,véja
137,Zweig::N,avalequt,véja
138,Blatt::N,pilutaq,líst
139,Birke::N,patitsit,bréza
140,Weide[Baum]::N,palleq,vŕba
141,Tanne::N,orsuerneq,hója
142,Horn::N,nassuk,róg
143,Feder::N,suluk,peró
144,Fell::N,ameq,kŕzno
145,Flügel::N,suluk,krílo
146,Flügel::N,isaroq,krílo
147,Klaue::N,kukik,párkelj
148,Kralle::N,kukik,krémpelj
149,Schwanz::N,pamioq,rèp
150,Schwanz::N,paperuusaq,rèp
151,Ei::N,mannik,jájce
152,Nest::N,ullut,gnézdo
153,Bau::N,ini,brlòg
154,Tier::N,uumasoq,živál
155,Herde::N,unguukkat,čréda
156,Kuh::N,ussik,kráva
157,Bulle::N,angukulak,bìk
158,Bulle::N,anguteralak,bìk
159,Bulle::N,angutikulooq,bìk
160,Schaf::N,sava,ôvca
161,Schwein::N,puuluki,svínja
162,Hund::N,qimmeq,pès
163,Katze::N,puisaaq,máčka
164,Bär::N,allaq,mêdved
165,Eichhörnchen::N,sissinnguaq,véverica
166,Fuchs::N,terianniaq,lisíca
167,Hase::N,ukaleq,zájec
168,Maus::N,teriannguaq,mìš
169,Wolf::N,amaroq,vólk
170,Vogel::N,timmiaq,ptìč
171,Vogel::N,timmiaq,ptíca
172,Huhn::N,kukkukooq,kokóš
173,Huhn::N,marloraaqaaq,kokóš
174,Hahn::N,kiasiusaq,petêlin
175,Gans::N,nerleq,gós
176,Adler::N,nattoralik,ôrel
177,Eule::N,uppik,sôva
178,Kranich::N,qorlorfik,žerjàv
179,Krähe::N,tuluatsiaq,vrána
180,Kuckuck::N,kukkooq,kúkavica
181,Schwan::N,qussuk,labód
182,Fisch::N,aalisagaq,ríba
183,Schlange[Tier]::N,pulateriarsuk,káča
184,Schlange[Tier]::N,pulateriaarsuk,káča
185,Spinne::N,aasiaq,pájek
186,Spinne::N,nissavaarsuk,pájek
187,Ameise::N,uniaaluk,mrávlja
188,Laus::N,kumak,úš
189,Mücke::N,ippernaq,komár
190,Fliege::N,ippernaq,múha
191,Schmetterling::N,paluaq,metúlj
192,Schmetterling::N,pakkaluaq,metúlj
193,Schmetterling::N,utsuppaluaq,metúlj
194,Schmetterling::N,taqaleqisaaq,metúlj
195,Beere::N,paarmaq,jágoda
196,Beere::N,paarngaq,jágoda
197,Apfel::N,iipili,jábolko
198,Pilz::N,anngiusaq,góba
199,Zwiebel::N,uanitsoq,čebúla
200,Saat::N,naatsiiassaq,séme
201,Korn::N,maannineq,zŕno
202,Schale::N,niutsivik,lupína
203,Schale::N,ilulissaq qaartussaq,lupína
204,Grube::N,itersaq,jáma
205,Falle::N,pualavoq,pást
206,Schlinge::N,orseq,zánka
207,Schlinge::N,orseq,pêtlja
208,Schlinge::N,norloq,zánka
209,Schlinge::N,norloq,pêtlja
210,Spur::N,tumaa,sléd
211,Asche::N,arsat,pepél
212,Dreck::N,minguk,bláto
213,Eisen::N,savimineq,želézo
214,Eisen::N,saffiugassaq,želézo
215,Gold::N,kuulti,zlató
216,Silber::N,siilviuvoq,srebró
217,Kohle::N,aamarsuit aamaruutissat,ógel
218,Glas::N,igalaaq,stêklo
219,Glas::N,imertarfik,stêklo
220,Glas::N,igalaamineq,stêklo
221,Lehm::N,marraq,ílo
222,Sand::N,sioqqat,pések
223,Mensch::N,inuk,člôvek
224,Mensch::N,silamiu,člôvek
225,Mann::N,angut,móž
226,Mann::N,angut,môški
227,Frau::N,arnaq,gospá
228,Frau::N,arnaq,žénska
229,Kind::N,meeraq,déte
230,Kind::N,meeraq,otròk
231,Junge::N,nukappiaraq,fànt
232,Junge::N,nukappiaraq,déček
233,Mädchen::N,arnannguaq,deklè
234,Mädchen::N,arnannguaq,déklica
235,Familie::N,ilaqutakka,družína
236,Familie::N,ilaqutariit,družína
237,Großvater::N,aatak,dèd
238,Großvater::N,aatak,dédek
239,Großmutter::N,aanaq,bábica
240,Eltern::N,angajoqqaat,stárši
241,Vater::N,ataata,ôče
242,Vater::N,ataataq,ôče
243,Mutter::N,anaana,máma
244,Sohn::N,erneq,sín
245,Tochter::N,panik,hčí
246,Tochter::N,panik,hčérka
247,Bruder::N,ani,bràt
248,Bruder::N,aqqaluk,bràt
249,Bruder::N,qatanngut,bràt
250,Schwester::N,naja,sêstra
251,Schwester::N,aleqa,sêstra
252,Schwester::N,qatanngut,sêstra
253,Onkel::N,akkak,újec
254,Onkel::N,akkak,stríc
255,Tante::N,aja,têta
256,Tante::N,aja,strína
257,Tante::N,ajak,têta
258,Tante::N,ajak,strína
259,Tante::N,atsak,têta
260,Tante::N,atsak,strína
261,Ehemann::N,ui,móž
262,Ehemann::N,ui,sopróg
263,Ehefrau::N,nuliaq,žêna
264,Ehefrau::N,nuliaq,sopróga
265,Freude::N,tipaatsussuseq,rádost
266,Freude::N,tipaatsussuseq,vesêlje
267,Gelächter::N,illaq,sméh
268,Gelächter::N,illaq,grohòt
269,Glück::N,usornaat,sréča
270,Glück::N,usornarsuseq,sréča
271,Wunsch::N,kissaat,žêlja
272,Lust::N,illigussuseq,poželênje
273,Lust::N,piummaseq,poželênje
274,Geist::N,anerneq,dúša
275,Geist::N,toornaq,dúša
276,Gedanke::N,isumassaq,mísel
277,Gedächtnis::N,eqqaamannissuseq,pámet
278,Verstand::N,isuma,
279,Verstand::N,sianissut,
280,Verstand::N,misigissut,
281,Verstand::N,sianissuseq,
282,Verstand::N,silaqassuseq,
283,Sinn::N,isuma,pomèn
284,Sinn::N,isuma,smísel
285,Grund::N,patsit,vzròk
286,Wahrheit::N,sallusuissut,resníca
287,Märchen::N,oqalualaarut,právljica
288,Märchen::N,oqaluasaaq,právljica
289,Erzählung::N,oqaluttuaq,povést
290,Nachricht::N,oqaassut,sporočílo
291,Nachricht::N,oqqersuut,sporočílo
292,Neuigkeit::N,tusarnartaq,novóst
293,Name::N,ateq,imé
294,Rätsel::N,nalorsitsaarut,ugánka
295,Rede::N,oqaluuseq,góvor
296,Sprache::N,oqaatsit,jêzik
297,Stimme::N,erinaq,glás
298,Stimme::N,qarluuseq,glás
299,Wort::N,oqaasii,beséda
300,Zeichen::N,nalunaaqqut,znák
301,Ruf::N,qaaqqussut,klíc
302,Lärm::N,perpaluk,hrúp
303,Lärm::N,perpaluk,trúšč
304,Laut::N,torsukattak,glás
305,Ton::N,erinaq,tón
306,Lied::N,taalliaq,pésem
307,Lied::N,erinarsuut,pésem
308,Ruhe::N,qatsunganeq,pokòj
309,Leute::N,inuiak,ljudjé
310,Leute::N,inuiaqatigiit,ljudjé
311,Volk::N,inuiaat,národ
312,Arbeit::N,suliaq,délo
313,Gast::N,qaaqqusaq,gòst
314,Geschenk::N,pajugut,darílo
315,Hilfe::N,annertoqqut,pomóč
316,Freund::N,tiliaq,prijátelj
317,Freund::N,ikinngut,prijátelj
318,Kamerad::N,tiliaq,továriš
319,Kamerad::N,ikinngut,továriš
320,Art::N,ileqquuseq,vŕsta
321,Stück::N,nakkaalaniku,kós
322,Teil::N,tassiaasat,dél
323,Hälfte::N,affaq,polovíca
324,Kreis::N,kaajaluinneq or kaajaluitsoq,króg
325,Kreis::N,kaajaluinneq or kaajaluitsoq,kolobár
326,Kreuz::N,sanningasulik,kríž
327,Linie::N,tittaq,próga
328,Linie::N,titarneq,próga
329,Abstand::N,aku,preslédek
330,Abstand::N,ikiaq,preslédek
331,Entfernung::N,asi,oddáljenost
332,Gegend::N,nuna,kràj
333,Gegend::N,nuna,dežêla
334,Platz::N,ini,prôstor
335,Platz::N,inissaq,prôstor
336,Ort::N,sumiiffik,mésto
337,Seite::N,saneraq,bòk
338,Seite::N,saneraq,strán
339,Mitte::N,qiteq,sredína
340,Sache::N,pigisaq,réč
341,Sache::N,pigisaq,stvár
342,Rand::N,sini,kràj
343,Rand::N,akerfineq,kràj
344,Kante::N,akerfineq,rób
345,Ecke::N,teqeqqoq,vogál
346,Ecke::N,tikeqqoq,vogál
347,Spitze::N,inngik,óst
348,Ende::N,isu,kônec
349,Loch::N,putu,lúknja
350,Winkel::N,teqeqqorissaat,kót
351,Muster::N,ilisserut,vzórec
352,Größe::N,angissuseq,veličína
353,Länge::N,takissuseq,dolžína
354,Gewicht::N,oqimaalutaq,téža
355,Menge::N,amerlassuseq,količína
356,Haufen::N,eqimattat,kùp
357,Haufen::N,eqimattat,kopíca
358,Reihe::N,allunaasaq,níz
359,Reihe::N,allunaasaq,vŕsta
360,Boot::N,qajaq,čóln
361,Boot::N,angallat,čóln
362,Boot::N,umiatsiaq,čóln
363,Ruder::N,iput,vêslo
364,Schlitten::N,qamutit,saní
365,Schlitten::N,qimusseq,saní
366,Ski::N,ataarut,smučí
367,Last::N,nammagaq,tôvor
368,Schritt::N,allorneq,korák
369,Norden::N,avannaq,séver
370,Süden::N,qava,júg
371,Süden::N,kujat,júg
372,Süden::N,kujataa,júg
373,Westen::N,kitaa,zapàd
374,Osten::N,kangi,vzhòd
375,Holz::N,qisuk,lés
376,Brett::N,salliligaq,deskà
377,Platte::N,qaateq,plôča
378,Stütze::N,ajagutaq,opóra
379,Stütze::N,ajagutaq,zaslómba
380,Stütze::N,ajaagutaq,opóra
381,Stütze::N,ajaagutaq,zaslómba
382,Stange::N,kaaviffik,gréd
383,Stock::N,ajaappissat,pálica
384,Stab::N,ajaappissat,pálica
385,Rohr::N,sullulik,cév
386,Haus::N,illu,híša
387,Ofen::N,kissarsuut,péč
388,Fußboden::N,nateq,pòd
389,Tisch::N,allattarfik,míza
390,Stuhl::N,issiavik,stòl
391,Stuhl::N,issiaffik,stòl
392,Wiege::N,uaasoq,zíbel
393,Bett::N,nallavik,póstelja
394,Regal::N,ilisivik,políca
395,Kiste::N,sakissat,zabòj
396,Kiste::N,illerfiusaq,zabòj
397,Fenster::N,aki,ôkno
398,Fenster::N,igalaaq,ôkno
399,Tür::N,matu,vráta
400,Tor::N,isaaffik,velíka vráta
401,Zaun::N,saputit,ográja
402,Dach::N,qaliaq,stréha
403,Leiter::N,tummeqqat,léstev
404,Leiter::N,majuartarfiit,léstev
405,Besen::N,saligutit,mêtla
406,Spaten::N,nivaataq,lopáta
407,Schaufel::N,nivaataq,lopáta
408,Gabel::N,qilluaq,vílice
409,Gabel::N,ajassaatit,vílice
410,Löffel::N,alussaat,žlíca
411,Messer::N,savik,nòž
412,Nagel::N,kukik,žebèlj
413,Netz::N,anguffaseq,mréža
414,Haken::N,nissik,kljúka
415,Haken::N,qarsorsaq,kljúka
416,Haken::N,qarsorsartoq,kljúka
417,Griff::N,ipi,ročáj
418,Griff::N,ipi,oprijèm
419,Schloss::N,illussaarsuaq,ključávnica
420,Bild::N,assiliaq,slíka
421,Figur::N,kisitsit,figúra
422,Figur::N,kisitsit,postáva
423,Puppe::N,inuusaq,lútka
424,Bündel::N,qilertaq,cúla
425,Bündel::N,qilertaq,svéženj
426,Tasche::N,pooqattaq,tórba
427,Tasche::N,pooqattaq,tobôlec
428,Deckel::N,matu,pokròv
429,Deckel::N,matu,poklópec
430,Geschirr::N,anut,posóda
431,Tasse::N,tiitorfik,skodélica
432,Tasse::N,tiitorfiup ilorlia,skodélica
433,Topf::N,qoqqoq,lônec
434,Kessel::N,uunnaavik,kôtel
435,Essen::N,igaaq,hrána
436,Nahrung::N,neqissaq,živílo
437,Speise::N,nerisassat,jéd
438,Fleisch::N,neqi,mesó
439,Getreide::N,maannineq,žíto
440,Brot::N,iffit,krùh
441,Brot::N,iffiaq,krùh
442,Scheibe::N,igalaassiaq,réženj
443,Fett::N,tarnutissaq,mást
444,Fett::N,tarnutissaq,maščôba
445,Fett::N,tarnutissiaq,mást
446,Fett::N,tarnutissiaq,maščôba
447,Butter::N,punneq,máslo
448,Öl::N,uulia,ólje
449,Salz::N,taratsut,sól
450,Suppe::N,qajoq,júha
451,Honig::N,tungusunnitsuut,méd
452,Milch::N,immuk,mléko
453,Tee::N,tii,čáj
454,Tee::N,teeq,čáj
455,Wolle::N,nuersagassiaq,vólna
456,Stoff::N,milliaq,blagó
457,Stoff::N,qarlissiaq,blagó
458,Nadel::N,meqqut,ígla
459,Faden::N,ujalussiaq,nít
460,Knopf::N,attat,gúmb
461,Knoten::N,akeroq,vôzel
462,Knoten::N,qilerneq,vôzel
463,Farbe::N,qalipaat,bárva
464,Kleidung::N,atisat,obléka
465,Kleidung::N,annoraaq,obléka
466,Hemd::N,ilupaaq,srájca
467,Kragen::N,qungasiinnaq,ovrátnik
468,Ärmel::N,aaq,rokáv
469,Hose::N,qarliit,hláče
470,Gürtel::N,qiterut,pás
471,Gürtel::N,unngersaq,pás
472,Mütze::N,nasaq,kápa
473,Mütze::N,nasaq,čépica
474,Schuh::N,skuu,čévelj
475,Schuh::N,ikernuk,čévelj
476,Schuh::N,ateraasaq,čévelj
477,Stiefel::N,kamik,škórenj
478,Ring::N,assammiu,pŕstan
479,Band::N,qilerutissiaq,trák
480,Kamm::N,illaagutit,glavník
481,Kamm::N,illaajaatit pl.,glavník
482,Spiegel::N,tarrarsuut,zrcálo
483,Spiegel::N,tarrarsuut,ogledálo
484,Riemen::N,allunaaq,jêrmen
485,Schnur::N,kujaaq,vŕvca
486,Schnur::N,allunaasaq,vŕvca
487,Leine::N,aleq,konôpec
488,Decke::N,qipik,odéja
489,Kissen::N,akit,blazína
490,Tuch::N,qarlissiaq,pŕt
491,Tuch::N,qarlissiaq,rúta
492,Handtuch::N,allarut,brisáča
493,Handtuch::N,allarterut,brisáča
494,Kraft::N,pissak,síla
495,Stärke::N,qerattarsaat,jákost
496,Gesundheit::N,peqqisusseq,zdrávje
497,Krankheit::N,nappaat,bolézen
498,Schmerz::N,anniaat,ból
499,Schmerz::N,anniaat,bolečína
500,Wunde::N,iki,rána
501,Fieber::N,nappaat qanimanartoq,vročína
502,Arznei::N,imigassaq,lék
503,Arznei::N,imigassaq,zdravílo
504,Brücke::N,ikaartarfik,móst
505,Brunnen::N,tissaluttuliaq,vodnják
506,Weide::N,masarsuk,páša
507,Pfad::N,aqqut,stezà
508,Weg::N,aggerfik,pót
509,Straße::N,aqqusineq,césta
510,Dorf::N,nunaqarfik,vás
511,Stadt::N,illorpaat,mésto
512,Stadt::N,illorpalik,mésto
513,Brief::N,allagarsiaq,písmo
514,Buch::N,atuakkat,knjíga
515,Buch::N,mappersagaq,knjíga
516,Buchstabe::N,naqinneq,čŕka
517,Zeitung::N,aviisi,čásnik
518,Leben::N,inuussuseq,življênje
519,Tod::N,toqu,smŕt
520,Tod::N,toquneq,smŕt
521,Grab::N,iliveq,gròb
522,Grab::N,illissat,gròb
523,Kirche::N,oqaluffik,cérkev
524,Sünde::N,ajorti,gréh
525,Arbeiter::N,sulisoq,délavec
526,Chef::N,ittoqut,šéf
527,Meister::N,naalagaq,mójster
528,Arzt::N,katsorsaasoq,zdravník
529,Lehrer::N,ilinniartitsisoq,učítelj
530,Geld::N,aningaasat,denár
531,Geschäft::N,niuertarfik,kupčíja
532,Laden::N,niuertarfik,trgovína
533,Preis::N,aki,céna
534,Ware::N,qaliata pii,róba
535,Ware::N,nioqqutissaq,róba
536,Nutzen::N,iluaqut,príd
537,Welt::N,nunarsuaq,svét
538,Land::N,nuna,dežêla
539,König::N,kunngi,králj
540,Macht::N,pissaassuseq,oblást
541,Grenze::N,killik,mêja
542,Krieg::N,sorsunneq,vôjna
543,Feind::N,akeraq,sovrážnik
544,Feind::N,akerartorti,sovrážnik
545,Feind::N,qinngarsuisoq,sovrážnik
546,Kampf::N,sorsunneq,bòj
547,Kampf::N,sorsunneq,bórba
548,Pfeil::N,qalugiusaq,puščíca
549,Gewehr::N,aallaat,púška
550,Fehler::N,kukkuneq,zmóta
551,Fehler::N,paarlaappaa,zmóta
552,Unglück::N,perluut,nesréča
553,Schuld::N,akiitsugaq,krívda
554,Schuld::N,akiligassaq,krívda
555,Alter::N,utoqqaq,dôba
556,Schluss::N,isu,kônec
557,Zeit::N,ulloq,čàs
558,Zeit::N,akuttoqatigiinneq,čàs
559,Tag::N,ulloq,dán
560,Morgen::N,ullaaq,jútro
561,Mittag::N,ulloqeqqa,póldan
562,Abend::N,unnuk,večér
563,Nacht::N,unnuaq,nóč
564,Woche::N,sapaatip akunnera,téden
565,Monat::N,qaammat,mésec
566,Jahr::N,ukioq,léto
567,Frühling::N,upernaaq,pomlád
568,Sommer::N,aasaq,polétje
569,Herbst::N,ukiaq,jesén
570,Winter::N,ukioq,zíma
571,Januar::N,siulleeq,jánuar
572,Januar::N,qaammaliaq,jánuar
573,Februar::N,aarlaat,fébruar
574,März::N,marsi,márec
575,März::N,martsi,márec
576,Mai::N,maaji,máj
577,Juni::N,juuni,júnij
578,Juli::N,juuli,júlij
579,August::N,aggusti,avgúst
580,September::N,septembari,septêmber
581,Oktober::N,oktobari,október
582,November::N,novembari,novêmber
583,Dezember::N,detsembari,decémber
584,Montag::N,ataasinngortoq,ponedéljek
585,Dienstag::N,marlunngorneq,tôrek
586,Mittwoch::N,pingasunngorneq,sréda
587,Donnerstag::N,sisamanngorneq,četŕtek
588,Freitag::N,tallimanngorneq,pétek
589,Samstag::N,arfininngorneq,sobóta
590,Sonntag::N,sapaat,nedélja
591,Sonntag::N,sapaati,nedélja
592,groß::A,angivoq,vêlik
593,klein::A,mikivoq,májhen
594,lang::A,takisooq,dólg
595,kurz::A,naatsoq,krátek
596,breit::A,silippoq,širòk
597,schmal::A,amitsoq,ózek
598,dicht::A,torsusooq,góst
599,dick[Gegenstand]::A,issuvoq,dêbel
600,dick[Gegenstand]::A,issusooq,dêbel
601,dünn::A,amitsoq,tánek
602,fein::A,mamarpoq,drôben
603,fest::A,tangeqarpoq,tŕden
604,flach::A,nalimmappoq,plán
605,flach::A,nalimmappoq,plòsk
606,glatt::A,quasak,gládek
607,hart::A,mattusooq,tŕd
608,hart::A,manngerpoq,tŕd
609,hart::A,titeqquluppoq,tŕd
610,weich::A,nerumaarpoq,mehák
611,rund::A,ammallorippoq,okrógel
612,spitz::A,qummukujooq,šílast
613,scharf::A,ipippoq,óster
614,stumpf::A,anngerpoq,tóp
615,stumpf::A,anngerpoq,skŕhan
616,schwer::A,oqimaappoq,têžek
617,schön::A,kusanarpoq,lép
618,schön::A,kusanarpoq,krásen
619,heiß::A,kiappoq,vròč
620,warm::A,oqorpoq,tôpel
621,kalt::A,issippoq,mŕzel
622,kalt::A,issippoq,hláden
623,kühl::A,pueqqortippoq,hláden
624,feucht::A,isugutavoq,vlážen
625,feucht::A,qaasernarpoq,vlážen
626,nass::A,imerorpoq,móker
627,trocken::A,panerpoq,súh
628,voll::A,ulikkaarpoq,póln
629,leer::A,imaattuarpoq,prázen
630,offen::A,ammavoq,odpŕt
631,geschlossen::A,matuvoq,zapŕt
632,sauber::A,eqqippoq,číst
633,sauber::A,eqqippoq,líčen
634,sauber::A,sukuluippoq,číst
635,sauber::A,sukuluippoq,líčen
636,sauber::A,ipeqanngilaq,číst
637,sauber::A,ipeqanngilaq,líčen
638,schmutzig::A,tapappoq,umázan
639,schmutzig::A,minguppoq,umázan
640,roh::A,aapavoq,suròv
641,reif::A,qaarulerpoq,zrèl
642,süß::A,tungusunnippoq,sládek
643,bitter::A,qasilippoq,grenák
644,hell::A,qaamavoq,svetèl
645,dunkel::A,qernerpoq,temèn
646,schwarz::A,qernerpoq,čŕn
647,weiß::A,qaqorpoq,bél
648,rot::A,aappaluppoq,rdèč
649,gelb::A,sungaarpoq,žólt
650,gelb::A,sungaarpoq,rumèn
651,blau::A,tungujorpoq,móder
652,grün::A,qorsooqqippoq,zelèn
653,grau::A,qaserpoq,sív
654,billig::A,akikippoq,pocéni
655,wertvoll::A,erlinnarpoq,dragocén
656,blind::A,tappiippoq,slép
657,blind::A,isigisaqanngilaq,slép
658,taub::A,tusilarpoq,glúh
659,kräftig::A,pissaq,močán
660,kräftig::A,pissarsuaq,močán
661,stark::A,sanngivoq,ják
662,schwach::A,nakuippoq,šíbek
663,fett::A,pualavoq,dêbel
664,schlank::A,tuappoq,vítek
665,hübsch::A,aatsialaq,lép
666,böse::A,ajorpoq,zèl
667,böse::A,ajorpoq,hudôben
668,dumm::A,taqajak,glúp
669,dumm::A,taqajak,bédast
670,dumm::A,sikkilluppoq,glúp
671,dumm::A,sikkilluppoq,bédast
672,dumm::A,qaatusimasaqanngilaq,glúp
673,dumm::A,qaatusimasaqanngilaq,bédast
674,faul::A,eqiasuppoq,lén
675,faul::A,eqiattortuvoq,lén
676,fleißig::A,eqiasuippoq,marljív
677,geizig::A,iasilaarpoq,škŕt
678,geizig::A,tukkuippoq,škŕt
679,klug::A,mallak,pámeten
680,klug::A,ittanneq,pámeten
681,klug::A,kutaappoq,pámeten
682,klug::A,kuttaappoq,pámeten
683,klug::A,qarasagippoq,pámeten
684,lieb::A,akisooq,míl
685,lieb::A,akisooq,ljúb
686,lustig::A,piikulavoq,vesél
687,sanft::A,isumagippoq,láhek
688,hungrig::A,kaappoq,láčen
689,hungrig::A,perlilerpoq,láčen
690,krank::A,napparsimavoq,bolán
691,traurig::A,aliasuppoq,túžen
692,lebendig::A,uumavoq,žív
693,gut::A,ajunngilaq,dóber
694,schlecht::A,sualuppoq,malopríden
695,richtig::A,iluarpoq,pravílen
696,schlimm::A,amiilaarnarpoq,húd
697,wahr::A,ilumoorpoq,resníčen
698,alt::A,pisoqaq,stàr
699,neu::A,nutaavoq,nòv
700,alt[Lebewesen]::A,utoqqaq,stàr
701,jung::A,inuusuppoq,mlád
702,jung::A,kingulliarsuk,mlád
703,arm::A,piillasoq,ubóg
704,arm::A,piillasoq,réven
705,arm::A,piitsuuvoq,ubóg
706,arm::A,piitsuuvoq,réven
707,reich::A,pisuuvoq,bogàt
708,berühmt::A,tusaamasaq,sláven
709,berühmt::A,tusaamasaq,znamenít
710,fremd::A,ajasoornarpoq,túj
711,verschieden::A,allatut,razlíčen
712,verschieden::A,tamalaat,razlíčen
713,nah::A,qanippoq,blížnji
714,fern::A,ungasippoq,dáleč
715,linker::A,saamerleq,lévi
716,rechter::A,innarluissut,désni
717,erster::A,siulleq,pŕvi
718,zweiter::A,qataatsup tullia,drúgi
719,dritter::A,pingajorarterut,trétji
720,letzter::A,kingulleq,poslédnji
721,allein::ADV,kisimiippoq,sám
722,auf einmal::ADV,tassanngaannaq,obênem
723,zusammen::ADV,attaasa,skúpaj
724,zusammen::ADV,attarmik,skúpaj
725,lange::ADV,akuni,dólgo
726,plötzlich::ADV,tassanngaannaq,náglo
727,plötzlich::ADV,tassanngaannaq,nenádoma
728,sofort::ADV,erniinnaq,prècej
729,später::ADV,kingorna,poznêje
730,jetzt::ADV,maanna,zdàj
731,jetzt::ADV,massakkut,zdàj
732,heute::ADV,ullumi,dánes
733,morgen::ADV,aqagu,jútri
734,bald::ADV,erniinnaq,kmálu
