,Concept_ID,fr,bg
253,Großmutter::N,grand-mère,баба
254,Eltern::N,parents,родители
255,Vater::N,père,баща
256,Mutter::N,mère,майка
257,Sohn::N,fils,син
258,Tochter::N,fille,дъщеря
259,Bruder::N,frère,брат
260,Schwester::N,sœur,сестра
261,Onkel::N,oncle,чичо
262,Onkel::N,oncle,вуйчо
263,Tante::N,tante,леля
264,Ehemann::N,mari,съпруг
265,Ehemann::N,époux,съпруг
266,Ehefrau::N,femme,съпруга
267,Ehefrau::N,épouse,съпруга
268,Freude::N,joie,радост
269,Freude::N,plaisir,радост
270,Gelächter::N,rires,смях
271,Glück::N,bonheur,щастие
272,Kummer::N,peine,тъга
273,Kummer::N,chagrin,тъга
274,Wunsch::N,désir,желание
275,Lust::N,envie,желание
276,Geist::N,esprit,дух
277,Gedanke::N,idée,мисъл
278,Gedanke::N,pensée,мисъл
279,Gedächtnis::N,mémoire,памет
280,Verstand::N,raison,ум
281,Verstand::N,raison,разум
282,Sinn::N,sens,смисъл
283,Grund::N,cause,причина
284,Grund::N,raison,причина
285,Wahrheit::N,vérité,правда
286,Gespräch::N,conversation,разговор
287,Märchen::N,conte,приказка
288,Märchen::N,conte de fées,приказка
289,Erzählung::N,conte,разказ
290,Erzählung::N,narration,разказ
291,Nachricht::N,message,вест
292,Nachricht::N,message,известие
293,Neuigkeit::N,nouvelle,новина
294,Name::N,nom,име
295,Rätsel::N,énigme,гатанка
296,Rätsel::N,devinette,гатанка
297,Rede::N,parole,реч
298,Rede::N,parole,слово
299,Rede::N,discours,реч
300,Rede::N,discours,слово
301,Sprache::N,langue,език
302,Sprache::N,langage,език
303,Stimme::N,voix,глас
304,Wort::N,mot,дума
305,Zeichen::N,signe,знак
306,Ruf::N,cri,зов
307,Ruf::N,appel,зов
308,Lärm::N,bruit,шум
309,Lärm::N,bruit,глъчка
310,Laut::N,son,звук
311,Ton::N,ton,тон
312,Lied::N,chant,песен
313,Lied::N,chanson,песен
314,Ruhe::N,calme,тишина
315,Ruhe::N,calme,спокойствие
316,Ruhe::N,tranquillité,тишина
317,Ruhe::N,tranquillité,спокойствие
318,Leute::N,gens,хора
319,Volk::N,peuple,народ
320,Arbeit::N,travail,труд
321,Arbeit::N,travail,работа
322,Gast::N,hôte,гост
323,Gast::N,invité,гост
324,Geschenk::N,cadeau,дар
325,Geschenk::N,cadeau,подарък
326,Geschenk::N,présent,дар
327,Geschenk::N,présent,подарък
328,Spiel::N,jeu,игра
329,Gesellschaft::N,compagnie,общество
330,Hilfe::N,aide,помощ
331,Hilfe::N,secours,помощ
332,Freund::N,ami,приятел
333,Kamerad::N,copain,другар
334,Kamerad::N,camarade,другар
335,Angelegenheit::N,affaire,работа
336,Anzahl::N,nombre,брой
337,Anzahl::N,nombre,количество
338,Art::N,sorte,вид
339,Art::N,espèce,вид
340,Stück::N,morceau,къс
341,Stück::N,morceau,парче
342,Teil::N,part,дял
343,Teil::N,part,част
344,Teil::N,partie,дял
345,Teil::N,partie,част
346,Hälfte::N,moitié,половина
347,Kreis::N,cercle,кръг
348,Kreuz::N,croix,кръст
349,Linie::N,ligne,черта
350,Strich::N,trait,щрих
351,Strich::N,trait,черта
352,Abstand::N,écart,дистанция
353,Abstand::N,écart,разстояние
354,Entfernung::N,distance,разстояние
355,Gegend::N,région,местност
356,Gegend::N,contrée,местност
357,Platz::N,place,място
358,Ort::N,lieu,място
359,Ort::N,endroit,място
360,Seite::N,côté,страна
361,Mitte::N,milieu,среда
362,Gegenstand::N,objet,предмет
363,Sache::N,chose,вещ
364,Rand::N,bord,ръб
365,Kante::N,arête,ръб
366,Kante::N,arête,кант
367,Ecke::N,coin,ъгъл
368,Ecke::N,tournant,ъгъл
369,Spitze::N,cime,връх
370,Spitze::N,cime,острие
371,Spitze::N,pointe,връх
372,Spitze::N,pointe,острие
373,Ende::N,bout,край
374,Loch::N,trou,дупка
375,Winkel::N,coin,кът
376,Winkel::N,coin,ъгъл
377,Winkel::N,réduit,кът
378,Winkel::N,réduit,ъгъл
379,Muster::N,dessin,десен
380,Muster::N,dessin,образец
381,Größe::N,grandeur,големина
382,Länge::N,longueur,дължина
383,Höhe::N,hauteur,висота
384,Höhe::N,hauteur,височина
385,Höhe::N,altitude,висота
386,Höhe::N,altitude,височина
387,Gewicht::N,poids,тегло
388,Gewicht::N,poids,тежест
389,Menge::N,quantité,количество
390,Haufen::N,tas,куп
391,Haufen::N,tas,грамада
392,Reihe::N,file,ред
393,Reihe::N,file,редица
394,Reihe::N,rangée,ред
395,Reihe::N,rangée,редица
396,Boot::N,canot,лодка
397,Boot::N,bateau,лодка
398,Ruder::N,rame,весло
399,Ruder::N,rame,гребло
400,Ruder::N,aviron,весло
401,Ruder::N,aviron,гребло
402,Schlitten::N,traîneau,шейна
403,Ski::N,ski,ски
404,Lagerfeuer::N,feu de camp,огнище
405,Last::N,charge,товар
406,Last::N,fardeau,товар
407,Gang::N,tour,ход
408,Gang::N,tour,вървеж
409,Gang::N,marche,ход
410,Gang::N,marche,вървеж
411,Schritt::N,pas,стъпка
412,Norden::N,nord,север
413,Süden::N,sud,юг
414,Westen::N,ouest,запад
415,Westen::N,occident,запад
416,Osten::N,est,изток
417,Osten::N,orient,изток
418,Holz::N,bois,дърво
419,Brett::N,planche,дъска
420,Platte::N,plaque,
421,Stütze::N,appui,
422,Stütze::N,soutien,
423,Stange::N,barre,прът
424,Stange::N,barre,върлина
425,Stange::N,perche,прът
426,Stange::N,perche,върлина
427,Stock::N,canne,прът
428,Stock::N,canne,тояга
429,Stab::N,bâton,прът
430,Rohr::N,tube,цев
431,Rohr::N,tube,тръба
432,Rohr::N,tuyau,цев
433,Rohr::N,tuyau,тръба
434,Haus::N,maison,къща
435,Heim::N,maison,дом
436,Ofen::N,poêle,печка
437,Fußboden::N,plancher,под
438,Tisch::N,table,маса
439,Stuhl::N,chaise,стол
440,Wiege::N,berceau,люлка
441,Bett::N,lit,легло
442,Bett::N,lit,креват
443,Regal::N,étagère,рафт
444,Regal::N,étagère,етажерка
445,Kiste::N,caisse,кутия
446,Kiste::N,caisse,сандък
447,Fenster::N,fenêtre,прозорец
448,Tür::N,porte,врата
449,Tor::N,porte,врата
450,Tor::N,portail,врата
451,Zaun::N,clôture,ограда
452,Dach::N,toit,покрив
453,Leiter::N,échelle,стълба
454,Besen::N,balai,метла
455,Spaten::N,bêche,лопата
456,Schaufel::N,pelle,лопата
457,Gabel::N,fourchette,вилица
458,Löffel::N,cuiller,лъжица
459,Messer::N,couteau,нож
460,Nagel::N,clou,гвоздей
461,Netz::N,filet,мрежа
462,Haken::N,croc,кука
463,Haken::N,croc,закачалка
464,Haken::N,crochet,кука
465,Haken::N,crochet,закачалка
466,Griff::N,prise,ръчка
467,Griff::N,prise,дръжка
468,Griff::N,manche,ръчка
469,Griff::N,manche,дръжка
470,Schloss::N,serrure,брава
471,Schloss::N,serrure,ключалка
472,Bild::N,image,картина
473,Bild::N,tableau,картина
474,Figur::N,figure,фигура
475,Puppe::N,poupée,кукла
476,Beutel::N,sac,кесия
477,Beutel::N,petit sac,кесия
478,Bündel::N,paquet,връзка
479,Bündel::N,faisceau,връзка
480,Tasche::N,sac,чанта
481,Eimer::N,seau,кофа
482,Deckel::N,couvercle,капак
483,Deckel::N,couvercle,похлупак
484,Geschirr::N,vaisselle,съдове
485,Sack::N,sac,чувал
486,Tasse::N,tasse,чаша
487,Topf::N,pot,гърне
488,Topf::N,pot,тенджера
489,Topf::N,marmite,гърне
490,Topf::N,marmite,тенджера
491,Kessel::N,chaudron,котел
492,Essen::N,repas,ядене
493,Essen::N,manger,ядене
494,Nahrung::N,nourriture,храна
495,Speise::N,plat,ястие
496,Fleisch::N,viande,месо
497,Getreide::N,blé,зърнено храни
498,Getreide::N,céréales,зърнено храни
499,Brei::N,purée,каша
500,Brei::N,bouillie,каша
501,Brot::N,pain,хляб
502,Scheibe::N,tranche,резен
503,Fett::N,graisse,мазнина
504,Butter::N,beurre,масло
505,Öl::N,huile,олио
506,Öl::N,huile,оливия
507,Salz::N,sel,сол
508,Suppe::N,soupe,супа
509,Suppe::N,potage,супа
510,Honig::N,miel,мед
511,Milch::N,lait,мляко
512,Tee::N,thé,чай
513,Leder::N,cuir,кожа
514,Wolle::N,laine,вълна
515,Stoff::N,tissu,плат
516,Stoff::N,tissu,материал
517,Stoff::N,étoffe,плат
518,Stoff::N,étoffe,материал
519,Nadel::N,aiguille,игла
520,Faden::N,fil,конец
521,Knopf::N,bouton,копче
522,Knoten::N,nœud,възел
523,Farbe::N,peinture,боя
524,Kleidung::N,vêtements,дрехи
525,Kleidung::N,vêtements,облекло
526,Kleidung::N,habillement,дрехи
527,Kleidung::N,habillement,облекло
528,Hemd::N,chemise,риза
529,Kragen::N,col,яка
530,Ärmel::N,manche,ръкав
531,Hose::N,pantalon,панталони
532,Gürtel::N,ceinture,пояс
533,Gürtel::N,ceinture,колан
534,Mütze::N,bonnet,каскет
535,Mütze::N,bonnet,фуражка
536,Mütze::N,casquette,каскет
537,Mütze::N,casquette,фуражка
538,Schuh::N,soulier,обувка
539,Schuh::N,chaussure,обувка
540,Stiefel::N,botte,ботуш
541,Ring::N,bague,пръстен
542,Band::N,ruban,лента
543,Band::N,ruban,връзка
544,Kamm::N,peigne,гребен
545,Spiegel::N,glace,огледало
546,Spiegel::N,miroir,огледало
547,Riemen::N,lanière,каиш
548,Riemen::N,lanière,ремък
549,Riemen::N,courroie,каиш
550,Riemen::N,courroie,ремък
551,Schnur::N,corde,връв
552,Schnur::N,ficelle,връв
553,Leine::N,laisse,връв
554,Leine::N,laisse,въже
555,Decke::N,couverture,покривка
556,Kissen::N,oreiller,възглавница
557,Tuch::N,drap,сукно
558,Tuch::N,fichu,сукно
559,Handtuch::N,serviette,пешкир
560,Handtuch::N,serviette,кърпа за лице
561,Handtuch::N,essuie-mains,пешкир
562,Handtuch::N,essuie-mains,кърпа за лице
563,Kraft::N,force,мощ
564,Kraft::N,force,сила
565,Stärke::N,vigueur,сила
566,Gesundheit::N,santé,здраве
567,Krankheit::N,maladie,болест
568,Schmerz::N,douleur,болка
569,Wunde::N,plaie,рана
570,Wunde::N,blessure,рана
571,Fieber::N,fièvre,треска
572,Fieber::N,fièvre,температура
573,Arznei::N,remède,лек
574,Arznei::N,remède,лекарство
575,Arznei::N,médecine,лек
576,Arznei::N,médecine,лекарство
577,Brücke::N,pont,мост
578,Brunnen::N,puits,чешма
579,Brunnen::N,puits,кладенец
580,Weide::N,pâturage,паша
581,Weide::N,pâturage,пасище
582,Pfad::N,sentier,пътека
583,Weg::N,voie,път
584,Weg::N,chemin,път
585,Straße::N,route,шосе
586,Dorf::N,village,село
587,Stadt::N,cité,град
588,Stadt::N,ville,град
589,Brief::N,lettre,писмо
590,Buch::N,livre,книга
591,Buchstabe::N,lettre,буква
592,Buchstabe::N,caractère,буква
593,Zeitung::N,journal,вестник
594,Leben::N,vie,живот
595,Tod::N,mort,смърт
596,Grab::N,tombe,гроб
597,Kirche::N,église,църква
598,Sünde::N,péché,грях
599,Gott::N,dieu,бог
600,Arbeiter::N,ouvrier,работник
601,Arbeiter::N,travailleur,работник
602,Chef::N,chef,шеф
603,Chef::N,chef,началник
604,Chef::N,patron,шеф
605,Chef::N,patron,началник
606,Meister::N,maître,майстор
607,Arzt::N,médecin,лекар
608,Lehrer::N,professeur,учител
609,Lehrer::N,instituteur,учител
610,Geld::N,argent,пари
611,Geschäft::N,affaire,сделка
612,Geschäft::N,commerce,сделка
613,Laden::N,magasin,дюкян
614,Laden::N,magasin,магазин
615,Laden::N,boutique,дюкян
616,Laden::N,boutique,магазин
617,Preis::N,prix,цена
618,Ware::N,marchandise,стока
619,Nutzen::N,profit,полза
620,Nutzen::N,profit,облага
621,Reichtum::N,richesse,богатство
622,Welt::N,monde,свят
623,Land::N,pays,страна
624,Staat::N,État,щат
625,Staat::N,État,държава
626,König::N,roi,крал
627,Macht::N,pouvoir,мощ
628,Macht::N,pouvoir,власт
629,Macht::N,puissance,мощ
630,Macht::N,puissance,власт
631,Grenze::N,frontière,граница
632,Krieg::N,guerre,война
633,Feind::N,ennemi,враг
634,Feind::N,ennemi,неприятел
635,Gewalt::N,violence,сила
636,Gewalt::N,violence,насилие
637,Kampf::N,lutte,борба
638,Kampf::N,lutte,сражение
639,Kampf::N,combat,борба
640,Kampf::N,combat,сражение
641,Bogen[Waffe]::N,arc,лък
642,Pfeil::N,flèche,стрела
643,Gewehr::N,fusil,пушка
644,Fehler::N,faute,грешка
645,Fehler::N,erreur,грешка
646,Lüge::N,mensonge,лъжа
647,Schaden::N,dégât,повреда
648,Schaden::N,dommage,повреда
649,Unglück::N,malheur,нещастие
650,Schuld::N,faute,вина
651,Schuld::N,culpabilité,вина
652,Alter::N,âge,възраст
653,Schluss::N,fin,край
654,Zeit::N,temps,време
655,Tag::N,jour,ден
656,Tag::N,journée,ден
657,Morgen::N,matin,утро
658,Morgen::N,matin,сутрин
659,Morgen::N,matinée,утро
660,Morgen::N,matinée,сутрин
661,Mittag::N,midi,обед
662,Mittag::N,midi,пладне
663,Abend::N,soir,вечер
664,Abend::N,soirée,вечер
665,Nacht::N,nuit,нощ
666,Woche::N,semaine,седмица
667,Monat::N,mois,месец
668,Jahr::N,an,година
669,Jahr::N,année,година
670,Frühling::N,printemps,пролет
671,Sommer::N,été,лято
672,Herbst::N,automne,есен
673,Winter::N,hiver,зима
674,Januar::N,janvier,януари
675,Februar::N,février,февруари
676,März::N,mars,март
677,April::N,avril,април
678,Mai::N,mai,май
679,Juni::N,juin,юни
680,Juli::N,juillet,юли
681,August::N,août,август
682,September::N,septembre,септември
683,Oktober::N,octobre,октомври
684,November::N,novembre,ноември
685,Dezember::N,décembre,декември
686,Montag::N,lundi,понеделник
687,Dienstag::N,mardi,вторник
688,Mittwoch::N,mercredi,сряда
689,Donnerstag::N,jeudi,четвъртък
690,Freitag::N,vendredi,петък
691,Samstag::N,samedi,събота
692,Sonntag::N,dimanche,неделя
693,groß::A,grand,едър
694,groß::A,grand,голям
695,klein::A,petit,малък
696,klein::A,petit,дребен
697,lang::A,long,дълъг
698,kurz::A,court,къс
699,breit::A,large,широк
700,schmal::A,étroit,тесен
701,dicht::A,dense,гъст
702,dick[Gegenstand]::A,épais,дебел
703,dünn::A,mince,тънък
704,fein::A,fin,фин
705,fein::A,fin,тънък
706,fein::A,menu,фин
707,fein::A,menu,тънък
708,fest::A,ferme,твърд
709,fest::A,ferme,плътен
710,fest::A,solide,твърд
711,fest::A,solide,плътен
712,flach::A,plat,равен
713,flach::A,plat,плосък
714,glatt::A,poli,гладък
715,glatt::A,lisse,гладък
716,hart::A,dur,твърд
717,hart::A,dur,корав
718,weich::A,mou,мек
719,rund::A,rond,кръгъл
720,spitz::A,aigu,островръх
721,spitz::A,pointu,островръх
722,scharf::A,tranchant,остър
723,stumpf::A,mousse,тъп
724,stumpf::A,émoussé,тъп
725,schwer::A,lourd,тежък
726,schwer::A,pesant,тежък
727,schön::A,beau,хубав
728,schön::A,beau,красив
729,heiß::A,chaud,жарък
730,heiß::A,très chaud,жарък
731,warm::A,chaud,топъл
732,kalt::A,froid,студен
733,kühl::A,frais,хладен
734,frisch::A,frais,свеж
735,feucht::A,humide,влажен
736,nass::A,mouillé,мокър
737,trocken::A,sec,сух
738,voll::A,plein,пълен
739,voll::A,rempli,пълен
740,leer::A,vide,празен
741,offen::A,ouvert,откровен
742,geschlossen::A,clos,закрит
743,geschlossen::A,clos,затворен
744,geschlossen::A,fermé,закрит
745,geschlossen::A,fermé,затворен
746,sauber::A,net,чист
747,sauber::A,propre,чист
748,schmutzig::A,sale,мръсен
749,schmutzig::A,crasseux,мръсен
750,roh::A,cru,суров
751,roh::A,brut,суров
752,reif::A,mûr,зрял
753,lecker::A,délicieux,вкусен
754,lecker::A,appétissant,вкусен
755,süß::A,doux,сладък
756,bitter::A,amer,горчив
757,sauer::A,aigre,кисел
758,hell::A,clair,ясен
759,hell::A,clair,светъл
760,dunkel::A,sombre,тъмен
761,schwarz::A,noir,черен
762,weiß::A,blanc,бял
763,rot::A,rouge,червен
764,gelb::A,jaune,жълт
765,blau::A,bleu,син
766,grün::A,vert,зелен
767,grau::A,gris,сив
768,bunt::A,multicolore,шарен
769,bunt::A,multicolore,пъстър
770,billig::A,bon marché,евтин
771,teuer::A,cher,скъп
772,wertvoll::A,précieux,ценен
773,blind::A,aveugle,сляп
774,taub::A,sourd,глух
775,kräftig::A,fort,силен
776,kräftig::A,vigoureux,силен
777,stark::A,fort,здрав
778,stark::A,fort,силен
779,stark::A,puissant,здрав
780,stark::A,puissant,силен
781,schwach::A,faible,слаб
782,fett::A,gras,тлъст
783,schlank::A,svelte,тънък
784,schlank::A,svelte,строен
785,hübsch::A,joli,хубав
786,böse::A,mauvais,зъл
787,dumm::A,sot,глупав
788,dumm::A,bête,глупав
789,faul::A,fainéant,ленив
790,faul::A,fainéant,мързелив
791,faul::A,paresseux,ленив
792,faul::A,paresseux,мързелив
793,fleißig::A,appliqué,прилежен
794,geizig::A,avare,скъпернически
795,klug::A,intelligent,умен
796,klug::A,intelligent,разумен
797,geschickt::A,habile,умел
798,geschickt::A,habile,сръчен
799,lieb::A,cher,мил
800,lieb::A,cher,драг
801,lieb::A,gentil,мил
802,lieb::A,gentil,драг
803,lustig::A,gai,весел
804,lustig::A,joyeux,весел
805,sanft::A,doux,нежен
806,sanft::A,doux,кротък
807,hungrig::A,affamé,гладен
808,krank::A,malade,болен
809,nackt::A,nu,гол
810,traurig::A,triste,тъжен
811,traurig::A,triste,печален
812,lebendig::A,vivant,жив
813,gut::A,bon,добър
814,schlecht::A,mauvais,лош
815,richtig::A,juste,правилен
816,richtig::A,correct,правилен
817,schlimm::A,grave,лош
818,schlimm::A,mauvais,лош
819,wahr::A,vrai,верен
820,wahr::A,vrai,истински
821,wahr::A,véritable,верен
822,wahr::A,véritable,истински
823,alt::A,vieux,стар
824,alt::A,vieux,древен
825,neu::A,neuf,нов
826,neu::A,nouveau,нов
827,ehemalig::A,ancien,бивш
828,alt[Lebewesen]::A,âgé,стар
829,alt[Lebewesen]::A,vieux,стар
830,jung::A,jeune,млад
831,arm::A,pauvre,беден
832,reich::A,riche,богат
833,bekannt::A,connu,познат
834,bekannt::A,connu,известен
835,berühmt::A,fameux,почут
836,berühmt::A,fameux,известен
837,berühmt::A,célèbre,почут
838,berühmt::A,célèbre,известен
839,fremd::A,étranger,чужд
840,verschieden::A,différent,разен
841,verschieden::A,différent,различен
842,nah::A,lié,близък
843,nah::A,proche,близък
844,fern::A,éloigné,далечен
845,fern::A,lointain,далечен
846,linker::A,gauche,ляв
847,rechter::A,droit,прав
848,anderer::A,autre,друг
849,erster::A,premier,пръв
850,erster::A,premier,първи
851,zweiter::A,second,втори
852,zweiter::A,deuxième,втори
853,dritter::A,troisième,трети
854,letzter::A,dernier,последен
855,allein::ADV,seul,само
856,auf einmal::ADV,à la fois,същевременно
857,zusammen::ADV,ensemble,заедно
858,lange::ADV,longtemps,дълго
859,plötzlich::ADV,tout à coup,изведнъж
860,sofort::ADV,immédiatement,веднага
861,später::ADV,plus tard,по-късно
862,jetzt::ADV,maintenant,сега
863,heute::ADV,aujourd'hui,днес
864,morgen::ADV,demain,утре
865,bald::ADV,bientôt,скоро
866,dann::ADV,puis,после
867,dann::ADV,puis,тогава
868,dann::ADV,ensuite,после
869,dann::ADV,ensuite,тогава
870,gestern::ADV,hier,вчера
871,einst::ADV,jadis,някога
872,einst::ADV,autrefois,някога
873,damals::ADV,alors,тогава
874,damals::ADV,à l'époque,тогава
