,Concept_ID,la,sl
230,Kind::N,infans,déte
231,Kind::N,infans,otròk
232,Junge::N,puer,fànt
233,Junge::N,puer,déček
234,Mädchen::N,puella,deklè
235,Mädchen::N,puella,déklica
236,Familie::N,familia,družína
237,Großvater::N,avus,dèd
238,Großvater::N,avus,dédek
239,Großmutter::N,avia,bábica
240,Eltern::N,parentes,stárši
241,Vater::N,pater,ôče
242,Mutter::N,mater,máma
243,Sohn::N,filius,sín
244,Tochter::N,filia,hčí
245,Tochter::N,filia,hčérka
246,Bruder::N,frater,bràt
247,Schwester::N,soror,sêstra
248,Onkel::N,patruus,újec
249,Onkel::N,patruus,stríc
250,Onkel::N,avunculus,újec
251,Onkel::N,avunculus,stríc
252,Tante::N,amita,têta
253,Tante::N,amita,strína
254,Ehemann::N,maritus,móž
255,Ehemann::N,maritus,sopróg
256,Ehefrau::N,uxor,žêna
257,Ehefrau::N,uxor,sopróga
258,Freude::N,gaudium,rádost
259,Freude::N,gaudium,vesêlje
260,Freude::N,laetitia,rádost
261,Freude::N,laetitia,vesêlje
262,Gelächter::N,risus,sméh
263,Gelächter::N,risus,grohòt
264,Glück::N,felicitas,sréča
265,Kummer::N,aegritudo,gorjé
266,Wunsch::N,voluntas,žêlja
267,Wunsch::N,desiderium,žêlja
268,Lust::N,libido,poželênje
269,Lust::N,voluptas,poželênje
270,Geist::N,mens,dúša
271,Geist::N,animus,dúša
272,Gedanke::N,sententia,mísel
273,Gedächtnis::N,memoria,pámet
274,Verstand::N,ratio,
275,Verstand::N,ingenium,
276,Sinn::N,sensus,pomèn
277,Sinn::N,sensus,smísel
278,Grund::N,causa,vzròk
279,Wahrheit::N,veritas,resníca
280,Gespräch::N,sermo,pogóvor
281,Märchen::N,fabula,právljica
282,Erzählung::N,fabula,povést
283,Erzählung::N,narratio,povést
284,Nachricht::N,nuntius,sporočílo
285,Neuigkeit::N,novitas,novóst
286,Name::N,nomen,imé
287,Rätsel::N,aenigma,ugánka
288,Rede::N,oratio,góvor
289,Sprache::N,lingua,jêzik
290,Stimme::N,vox,glás
291,Wort::N,verbum,beséda
292,Wort::N,vocabulum,beséda
293,Zeichen::N,signum,znák
294,Ruf::N,clamor,klíc
295,Lärm::N,strepitus,hrúp
296,Lärm::N,strepitus,trúšč
297,Laut::N,sonus,glás
298,Ton::N,sonus,tón
299,Lied::N,carmen,pésem
300,Ruhe::N,quies,pokòj
301,Leute::N,homines,ljudjé
302,Volk::N,populus,národ
303,Arbeit::N,labor,délo
304,Gast::N,hospes,gòst
305,Gast::N,conviva,gòst
306,Geschenk::N,munus,darílo
307,Spiel::N,ludus,ígra
308,Gesellschaft::N,societas,drúžba
309,Hilfe::N,auxilium,pomóč
310,Hilfe::N,subsidium,pomóč
311,Freund::N,amicus,prijátelj
312,Kamerad::N,socius,továriš
313,Angelegenheit::N,res,zadéva
314,Anzahl::N,numerus,števílo
315,Art::N,genus,vŕsta
316,Stück::N,frustum,kós
317,Stück::N,fragmentum,kós
318,Teil::N,pars,dél
319,Hälfte::N,dimidium,polovíca
320,Kreis::N,orbis,króg
321,Kreis::N,orbis,kolobár
322,Kreis::N,circus,króg
323,Kreis::N,circus,kolobár
324,Kreuz::N,crux,kríž
325,Linie::N,linea,próga
326,Strich::N,lineamentum,čŕta
327,Abstand::N,intervallum,preslédek
328,Entfernung::N,spatium,oddáljenost
329,Gegend::N,loca,kràj
330,Gegend::N,loca,dežêla
331,Gegend::N,regio,kràj
332,Gegend::N,regio,dežêla
333,Platz::N,locus,prôstor
334,Ort::N,locus,mésto
335,Seite::N,latus,bòk
336,Seite::N,latus,strán
337,Mitte::N,medium,sredína
338,Gegenstand::N,res,prédmet
339,Sache::N,res,réč
340,Sache::N,res,stvár
341,Rand::N,margo,kràj
342,Kante::N,angulus,rób
343,Ecke::N,angulus,vogál
344,Spitze::N,cacumen,óst
345,Ende::N,caput,kônec
346,Loch::N,foramen,lúknja
347,Winkel::N,angulus,kót
348,Muster::N,exemplum,vzórec
349,Größe::N,magnitudo,veličína
350,Länge::N,longitudo,dolžína
351,Höhe::N,altitudo,vršína
352,Gewicht::N,pondus,téža
353,Menge::N,copia,količína
354,Haufen::N,acervus,kùp
355,Haufen::N,acervus,kopíca
356,Reihe::N,ordo,níz
357,Reihe::N,ordo,vŕsta
358,Boot::N,navicula,čóln
359,Ruder::N,remus,vêslo
360,Schlitten::N,sclodia,saní
361,Ski::N,narta,smučí
362,Lagerfeuer::N,ignis,táborni ôgenj
363,Last::N,onus,tôvor
364,Gang::N,cursus,hòd
365,Schritt::N,gradus,korák
366,Norden::N,septentriones,séver
367,Süden::N,meridies,júg
368,Westen::N,occidens,zapàd
369,Osten::N,oriens,vzhòd
370,Holz::N,lignum,lés
371,Brett::N,tabula,deskà
372,Platte::N,lamina,plôča
373,Stütze::N,adminiculum,opóra
374,Stütze::N,adminiculum,zaslómba
375,Stange::N,pertica,gréd
376,Stock::N,baculum,pálica
377,Stab::N,scipio,pálica
378,Rohr::N,tubus,cév
379,Haus::N,aedes,híša
380,Heim::N,domicilium,dóm
381,Ofen::N,fornax,péč
382,Fußboden::N,solum,pòd
383,Tisch::N,mensa,míza
384,Stuhl::N,sella,stòl
385,Wiege::N,cunae,zíbel
386,Bett::N,lectus,póstelja
387,Regal::N,foruli,políca
388,Kiste::N,cista,zabòj
389,Fenster::N,fenestra,ôkno
390,Tür::N,ianua,vráta
391,Tor::N,porta,velíka vráta
392,Zaun::N,saepes,ográja
393,Dach::N,tectum,stréha
394,Leiter::N,scalae,léstev
395,Besen::N,scopae,mêtla
396,Spaten::N,pala,lopáta
397,Schaufel::N,pala,lopáta
398,Gabel::N,fuscinula,vílice
399,Löffel::N,coclear,žlíca
400,Messer::N,culter,nòž
401,Nagel::N,clavus,žebèlj
402,Netz::N,rete,mréža
403,Haken::N,hamus,kljúka
404,Griff::N,manubrium,ročáj
405,Griff::N,manubrium,oprijèm
406,Schloss::N,claustra,ključávnica
407,Bild::N,tabula,slíka
408,Bild::N,pictura,slíka
409,Figur::N,statunculum,figúra
410,Figur::N,statunculum,postáva
411,Puppe::N,pupa,lútka
412,Beutel::N,sacculus,môšnja
413,Bündel::N,fascis,cúla
414,Bündel::N,fascis,svéženj
415,Tasche::N,sacculus,tórba
416,Tasche::N,sacculus,tobôlec
417,Eimer::N,situla,vêdro
418,Deckel::N,operculum,pokròv
419,Deckel::N,operculum,poklópec
420,Geschirr::N,vasa,posóda
421,Sack::N,saccus,vréča
422,Tasse::N,pocillum,skodélica
423,Topf::N,olla,lônec
424,Kessel::N,aenum,kôtel
425,Essen::N,cena,hrána
426,Nahrung::N,cibus,živílo
427,Nahrung::N,alimenta,živílo
428,Speise::N,cibus,jéd
429,Fleisch::N,caro,mesó
430,Getreide::N,frumentum,žíto
431,Brei::N,puls,káša
432,Brot::N,panis,krùh
433,Scheibe::N,frustum,réženj
434,Fett::N,pingue,mást
435,Fett::N,pingue,maščôba
436,Butter::N,butȳrum,máslo
437,Öl::N,oleum,ólje
438,Salz::N,sal,sól
439,Suppe::N,ius,júha
440,Honig::N,mel,méd
441,Milch::N,lac,mléko
442,Tee::N,thea,čáj
443,Leder::N,corium,úsnje
444,Wolle::N,lana,vólna
445,Stoff::N,textum,blagó
446,Nadel::N,acus,ígla
447,Faden::N,filum,nít
448,Knopf::N,bulla,gúmb
449,Knoten::N,nodus,vôzel
450,Farbe::N,pigmentum,bárva
451,Kleidung::N,vestimenta,obléka
452,Hemd::N,tunica,srájca
453,Kragen::N,collare,ovrátnik
454,Ärmel::N,manica,rokáv
455,Hose::N,bracae,hláče
456,Gürtel::N,cingulum,pás
457,Mütze::N,pilleus,kápa
458,Mütze::N,pilleus,čépica
459,Schuh::N,calceus,čévelj
460,Stiefel::N,pero,škórenj
461,Stiefel::N,caliga,škórenj
462,Ring::N,anulus,pŕstan
463,Band::N,redimiculum,trák
464,Kamm::N,pecten,glavník
465,Spiegel::N,speculum,zrcálo
466,Spiegel::N,speculum,ogledálo
467,Riemen::N,lorum,jêrmen
468,Schnur::N,linum,vŕvca
469,Leine::N,retinaculum,konôpec
470,Decke::N,lodix,odéja
471,Kissen::N,pulvinus,blazína
472,Tuch::N,velum,pŕt
473,Tuch::N,velum,rúta
474,Handtuch::N,mantele,brisáča
475,Kraft::N,vis,síla
476,Stärke::N,robur,jákost
477,Gesundheit::N,valetudo,zdrávje
478,Krankheit::N,morbus,bolézen
479,Schmerz::N,dolor,ból
480,Schmerz::N,dolor,bolečína
481,Wunde::N,vulnus,rána
482,Fieber::N,febris,vročína
483,Arznei::N,remedium,lék
484,Arznei::N,remedium,zdravílo
485,Brücke::N,pons,móst
486,Brunnen::N,puteus,vodnják
487,Weide::N,pascua,páša
488,Pfad::N,semita,stezà
489,Weg::N,iter,pót
490,Straße::N,via,césta
491,Dorf::N,vicus,vás
492,Stadt::N,urbs,mésto
493,Stadt::N,oppidum,mésto
494,Brief::N,epistula,písmo
495,Buch::N,liber,knjíga
496,Buchstabe::N,littera,čŕka
497,Zeitung::N,diurnum,čásnik
498,Leben::N,vita,življênje
499,Tod::N,mors,smŕt
500,Grab::N,sepulcrum,gròb
501,Kirche::N,ecclesia,cérkev
502,Sünde::N,peccatum,gréh
503,Gott::N,deus,bóg
504,Arbeiter::N,operarius,délavec
505,Chef::N,praefectus,šéf
506,Meister::N,magister,mójster
507,Arzt::N,medicus,zdravník
508,Lehrer::N,magister,učítelj
509,Geld::N,aes,denár
510,Geld::N,pecunia,denár
511,Geschäft::N,negotium,kupčíja
512,Laden::N,taberna,trgovína
513,Preis::N,pretium,céna
514,Ware::N,merx,róba
515,Nutzen::N,utilitas,príd
516,Reichtum::N,opes,bogástvo
517,Reichtum::N,divitiae,bogástvo
518,Welt::N,mundus,svét
519,Land::N,terra,dežêla
520,Staat::N,res publica,držáva
521,König::N,rex,králj
522,Macht::N,potestas,oblást
523,Grenze::N,limes,mêja
524,Krieg::N,bellum,vôjna
525,Feind::N,inimicus,sovrážnik
526,Gewalt::N,vis,nasílje
527,Kampf::N,pugna,bòj
528,Kampf::N,pugna,bórba
529,Bogen[Waffe]::N,arcus,lók
530,Pfeil::N,sagitta,puščíca
531,Gewehr::N,sclopetum,púška
532,Fehler::N,error,zmóta
533,Lüge::N,mendacium,láž
534,Schaden::N,damnum,okvára
535,Schaden::N,detrimentum,okvára
536,Unglück::N,miseria,nesréča
537,Unglück::N,calamitas,nesréča
538,Schuld::N,culpa,krívda
539,Alter::N,aetas,dôba
540,Schluss::N,finis,kônec
541,Zeit::N,tempus,čàs
542,Tag::N,dies,dán
543,Morgen::N,mane,jútro
544,Mittag::N,meridies,póldan
545,Abend::N,vesper,večér
546,Nacht::N,nox,nóč
547,Woche::N,septimana,téden
548,Monat::N,mensis,mésec
549,Jahr::N,annus,léto
550,Frühling::N,ver,pomlád
551,Sommer::N,aestas,polétje
552,Herbst::N,autumnus,jesén
553,Winter::N,hiems,zíma
554,Januar::N,Ianuarius,jánuar
555,Februar::N,Februarius,fébruar
556,März::N,Martius,márec
557,April::N,Aprilis,apríl
558,Mai::N,Maius,máj
559,Juni::N,Iunius,júnij
560,Juli::N,Iulius,júlij
561,August::N,Augustus,avgúst
562,September::N,September,septêmber
563,Oktober::N,Octobris,október
564,November::N,Novembris,novêmber
565,Dezember::N,December,decémber
566,Montag::N,dies lunae,ponedéljek
567,Dienstag::N,dies Martis ,tôrek
568,Mittwoch::N,dies Mercurii,sréda
569,Donnerstag::N,dies Iovis,četŕtek
570,Freitag::N,dies Veneris,pétek
571,Samstag::N,dies Saturni,sobóta
572,Sonntag::N,dominicus,nedélja
573,Sonntag::N,dies solis,nedélja
574,groß::A,magnus,vêlik
575,klein::A,parvus,májhen
576,lang::A,longus,dólg
577,kurz::A,brevis,krátek
578,breit::A,latus,širòk
579,schmal::A,angustus,ózek
580,dicht::A,densus,góst
581,dick[Gegenstand]::A,crassus,dêbel
582,dünn::A,tenuis,tánek
583,fein::A,subtilis,drôben
584,fest::A,solidus,tŕden
585,fest::A,stabilis,tŕden
586,flach::A,planus,plán
587,flach::A,planus,plòsk
588,glatt::A,levis,gládek
589,hart::A,durus,tŕd
590,weich::A,mollis,mehák
591,rund::A,rotundus,okrógel
592,spitz::A,acutus,šílast
593,scharf::A,acer,óster
594,stumpf::A,hebes,tóp
595,stumpf::A,hebes,skŕhan
596,schwer::A,gravis,têžek
597,schön::A,pulcher,lép
598,schön::A,pulcher,krásen
599,schön::A,formosus,lép
600,schön::A,formosus,krásen
601,heiß::A,fervidus,vròč
602,warm::A,calidus,tôpel
603,kalt::A,frigidus,mŕzel
604,kalt::A,frigidus,hláden
605,kühl::A,frigidus,hláden
606,frisch::A,recens,svéž
607,feucht::A,umidus,vlážen
608,nass::A,madidus,móker
609,trocken::A,aridus,súh
610,voll::A,plenus,póln
611,leer::A,vacuus,prázen
612,offen::A,apertus,odpŕt
613,geschlossen::A,clausus,zapŕt
614,sauber::A,lautus,číst
615,sauber::A,lautus,líčen
616,schmutzig::A,sordidus,umázan
617,roh::A,crudus,suròv
618,reif::A,maturus,zrèl
619,lecker::A,delicatus,okúsen
620,süß::A,dulcis,sládek
621,bitter::A,amarus,grenák
622,bitter::A,acerbus,grenák
623,sauer::A,acidus,kísel
624,hell::A,clarus,svetèl
625,dunkel::A,obscurus,temèn
626,schwarz::A,niger,čŕn
627,weiß::A,albus,bél
628,rot::A,ruber,rdèč
629,gelb::A,flavus,žólt
630,gelb::A,flavus,rumèn
631,blau::A,caeruleus,móder
632,grün::A,viridis,zelèn
633,grau::A,canus,sív
634,bunt::A,varius,písan
635,billig::A,vilis,pocéni
636,teuer::A,carus,drág
637,wertvoll::A,pretiosus,dragocén
638,blind::A,caecus,slép
639,taub::A,surdus,glúh
640,kräftig::A,robustus,močán
641,stark::A,firmus,ják
642,stark::A,validus,ják
643,schwach::A,debilis,šíbek
644,schwach::A,infirmus,šíbek
645,fett::A,crassus,dêbel
646,schlank::A,procerus,vítek
647,hübsch::A,pulcher,lép
648,böse::A,improbus,zèl
649,böse::A,improbus,hudôben
650,dumm::A,stultus,glúp
651,dumm::A,stultus,bédast
652,dumm::A,stupidus,glúp
653,dumm::A,stupidus,bédast
654,faul::A,piger,lén
655,fleißig::A,sedulus,marljív
656,geizig::A,avarus,škŕt
657,klug::A,prudens,pámeten
658,geschickt::A,sollers,spréten
659,lieb::A,carus,míl
660,lieb::A,carus,ljúb
661,lustig::A,iocosus,vesél
662,sanft::A,clemens,láhek
663,hungrig::A,impastus,láčen
664,krank::A,aeger,bolán
665,nackt::A,nudus,nág
666,traurig::A,maestus,túžen
667,lebendig::A,vivus,žív
668,gut::A,bonus,dóber
669,schlecht::A,malus,malopríden
670,richtig::A,rectus,pravílen
671,schlimm::A,malus,húd
672,wahr::A,verus,resníčen
673,alt::A,antiquus,stàr
674,neu::A,novus,nòv
675,ehemalig::A,pristinus,nekdánji
676,alt[Lebewesen]::A,vetus,stàr
677,jung::A,iuvenis,mlád
678,arm::A,pauper,ubóg
679,arm::A,pauper,réven
680,reich::A,dives,bogàt
681,bekannt::A,notus,znán
682,berühmt::A,celeber,sláven
683,berühmt::A,celeber,znamenít
684,berühmt::A,illustris,sláven
685,berühmt::A,illustris,znamenít
686,fremd::A,peregrinus,túj
687,verschieden::A,varius,razlíčen
688,nah::A,propinquus,blížnji
689,fern::A,longinquus,dáleč
690,linker::A,sinister,lévi
691,rechter::A,dexter,désni
692,anderer::A,alius,drúgi
693,erster::A,primus,pŕvi
694,zweiter::A,secundus,drúgi
695,dritter::A,tertius,trétji
696,letzter::A,ultimus,poslédnji
697,allein::ADV,solum,sám
698,auf einmal::ADV,simul,obênem
699,zusammen::ADV,una,skúpaj
700,lange::ADV,diu,dólgo
701,plötzlich::ADV,subito,náglo
702,plötzlich::ADV,subito,nenádoma
703,plötzlich::ADV,repente,náglo
704,plötzlich::ADV,repente,nenádoma
705,sofort::ADV,statim,prècej
706,später::ADV,postea,poznêje
707,jetzt::ADV,nunc,zdàj
708,heute::ADV,hodie,dánes
709,morgen::ADV,cras,jútri
710,bald::ADV,mox,kmálu
711,dann::ADV,deinde,nató
712,gestern::ADV,heri,včéraj
713,einst::ADV,olim,nékdaj
714,damals::ADV,tum,tedàj
715,damals::ADV,tum,takràt
716,danach::ADV,postea,potèm
717,vorher::ADV,antea,poprèj
718,zuerst::ADV,primo,spŕva
719,einmal::ADV,semel,ênkrat
720,manchmal::ADV,interdum,včásih
721,oft::ADV,saepe,pogósto
722,immer::ADV,semper,védno
723,immer::ADV,semper,zméraj
724,niemals::ADV,numquam,nikdàr
725,hier::ADV,hic,tù
726,hier::ADV,hic,túkaj
727,hierhin::ADV,huc,sèmkaj
728,von hier::ADV,hinc,od tú
729,dort::ADV,ibi,tàm
730,dorthin::ADV,eo,tjà
731,geradeaus::ADV,recte,rávno napréj
732,vorwärts::ADV,porro,napréj
733,rückwärts::ADV,retro,zádaj
734,zurück::ADV,retro,nazáj
735,unten::ADV,infra,dôli
736,unten::ADV,infra,spôdaj
737,hinab::ADV,pessum,dôl
738,oben::ADV,supra,gôri
739,oben::ADV,supra,zgôraj
740,hinauf::ADV,sursum,gôr
741,überall::ADV,ubique,povsód
742,nicht::ADV,non,ne
743,ein wenig::ADV,paulum,málo
744,kaum::ADV,vix,kómaj
745,kaum::ADV,aegre,kómaj
746,sehr::ADV,valde,zeló
747,sehr::ADV,magnopere,zeló
748,so::ADV,ita,takó
749,noch::ADV,etiam,še
750,nur::ADV,solum,samó
751,nur::ADV,tantum,samó
752,schon::ADV,iam,žè
753,wieder::ADV,rursus,spét
754,vergebens::ADV,frustra,zamàn
755,vergebens::ADV,frustra,zastónj
756,vor::PRP,ante,pred
757,hinter::PRP,post,za
758,unter::PRP,sub,pod
759,durch::PRP,per,skózi
760,neben::PRP,iuxta,kràj
761,neben::PRP,iuxta,póleg
762,zwischen::PRP,inter,med
763,zwischen::PRP,inter,izmed
764,wegen::PRP,propter,zarádi
765,dies::PRN,hoc,tó
766,das::PRN,id,tó
767,alles::PRN,omnia,vsè
768,ich::PRN,ego,jàz
769,du::PRN,tu,tí
770,er::PRN,is,òn
771,er::PRN,ille,òn
772,wir::PRN,nos,mí
773,ihr::PRN,vos,ví
774,sie::PRN,ii,ôni
775,sie::PRN,illi,ôni
776,was::FPRN,quid,káj
777,wer::FPRN,quis,kdó
778,wo::FADV,ubi,kjé
779,wohin::FADV,quo,kám
780,wie::FADV,quomodo,kakó
781,warum::FADV,cur,zakáj
782,wieviel::FNUM,quantum,kóliko
783,eins::NUM,unus,êden
784,zwei::NUM,duo,dvá
785,drei::NUM,tres,trí
786,vier::NUM,quattuor,štíri
787,fünf::NUM,quinque,pét
788,sechs::NUM,sex,šést
789,sieben::NUM,septem,sédem
790,acht::NUM,octo,ósem
791,neun::NUM,novem,devét
792,zehn::NUM,decem,desét
793,elf::NUM,undecim,enájst
794,zwölf::NUM,duodecim,dvánajst
795,zwanzig::NUM,viginti,dvájset
796,dreißig::NUM,triginta,trídeset
797,vierzig::NUM,quadraginta,štírideset
798,fünfzig::NUM,quinquaginta,pétdeset
799,sechzig::NUM,sexaginta,šéstdeset
800,siebzig::NUM,septuaginta,sédemdeset
801,achtzig::NUM,octoginta,ósemdeset
802,neunzig::NUM,nonaginta,devétdeset
803,hundert::NUM,centum,stó
804,tausend::NUM,mille,tísoč
805,und::CNJ,et,in
806,und::CNJ,-que,in
807,oder::CNJ,vel,áli
808,stehen::V,stare,státi
809,sitzen::V,sedere,sedéti
810,liegen::V,iacere,ležáti
811,hängen::V,pendere,viséti
812,werden::V,fieri,postáti
813,passieren::V,accidere,zgodíti se
814,beginnen::V,incipere,začéti se
815,enden::V,finem habere,končáti se
816,wechseln::V,mutari,ménjati se
817,aufgehen[Sonne]::V,oriri,vzíti
818,untergehen[Sonne]::V,occidere,zaíti
819,scheinen[Sonne]::V,lucere,sijáti
820,donnern::V,tonare,grméti
821,wehen::V,flare,píhati
822,strömen::V,fluere,líti
823,fließen::V,manare,têči
824,sich drehen::V,torqueri,vrtéti se
