,Concept_ID,se,br
312,Leber::N,mueksie,avu
313,Leber::N,librre,avu
314,Leber::N,vuoivvas,avu
315,Leber::N,vuoivâs,avu
316,Leber::N,vuõivâs,avu
317,Leber::N,вуйвас,avu
318,Atem::N,voejngehtasse,anal
319,Atem::N,båssånis,anal
320,Atem::N,vuojŋadahka,anal
321,Atem::N,vuoiŋŋahat,anal
322,Atem::N,vuo'iŋâstim,anal
323,Atem::N,jiõg'g,anal
324,Atem::N,вӯйнас,anal
325,Atem::N,вӯййнмушш,anal
326,Hunger::N,nielkie,naon
327,Hunger::N,nielgge,naon
328,Hunger::N,nealgi,naon
329,Hunger::N,nelgi,naon
330,Hunger::N,neä´lǧǧ,naon
331,Hunger::N,не̄лльк,naon
332,Träne::N,gïknjele,daer
333,Träne::N,ganjál,daer
334,Träne::N,ganjal,daer
335,Träne::N,koonjâl,daer
336,Träne::N,kõõnjâl,daer
337,Träne::N,кэ̄нял,daer
338,Geschmack::N,aelmie,blaz
339,Geschmack::N,muosse,blaz
340,Geschmack::N,smáhkka,blaz
341,Geschmack::N,máhku,blaz
342,Geschmack::N,smáhkka,blaz
343,Geschmack::N,mááhu,blaz
344,Geschmack::N,smakkâ,blaz
345,Geschmack::N,njõõd,blaz
346,Geschmack::N,smääkk,blaz
347,Geschmack::N,ня̄лльк,blaz
348,Geruch::N,haaje,c'hwezh
349,Geruch::N,habjja,c'hwezh
350,Geruch::N,hádja,c'hwezh
351,Geruch::N,opsâ,c'hwezh
352,Geruch::N,haajâ,c'hwezh
353,Geruch::N,õpss,c'hwezh
354,Geruch::N,haajj,c'hwezh
355,Geruch::N,апс,c'hwezh
356,Geruch::N,лэ̄гк,c'hwezh
357,Schlaf::N,nahkerh,kousked
358,Schlaf::N,nager,kousked
359,Schlaf::N,oados,kousked
360,Schlaf::N,nagir,kousked
361,Schlaf::N,naṿer,kousked
362,Schlaf::N,nââ´er,kousked
363,Schlaf::N,нагерь,kousked
364,Traum::N,nahkere,hune
365,Traum::N,niehko,hune
366,Traum::N,niehku,hune
367,Traum::N,naṿer,hune
368,Traum::N,nââ´er,hune
369,Traum::N,нагерь,hune
370,Himmel::N,elmie,oabl
371,Himmel::N,almme,oabl
372,Himmel::N,albmi,oabl
373,Himmel::N,alme,oabl
374,Himmel::N,â´lmm,oabl
375,Himmel::N,алльм,oabl
376,Sonne::N,biejjie,heol
377,Sonne::N,bæjvásj,heol
378,Sonne::N,beaivváš,heol
379,Sonne::N,peivi,heol
380,Sonne::N,piäiváš,heol
381,Sonne::N,pei´vv,heol
382,Sonne::N,пе̄ййв,heol
383,Mond::N,aske,loar
384,Mond::N,mánno,loar
385,Mond::N,mánnu,loar
386,Mond::N,máánu,loar
387,Mond::N,mään,loar
388,Mond::N,ма̄нн,loar
389,Stern::N,daasta,steredenn
390,Stern::N,naestie,steredenn
391,Stern::N,násste,steredenn
392,Stern::N,násti,steredenn
393,Stern::N,täsni,steredenn
394,Stern::N,tä´snn,steredenn
395,Stern::N,та̄ссьт,steredenn
396,Luft::N,elmie,aer
397,Luft::N,ájmmo,aer
398,Luft::N,áibmu,aer
399,Luft::N,áimu,aer
400,Luft::N,šõŋŋ,aer
401,Luft::N,вӯйнас,aer
402,Wind::N,bïegke,avel
403,Wind::N,biegga,avel
404,Wind::N,biegga,avel
405,Wind::N,pieg'gâ,avel
406,Wind::N,piõg'g,avel
407,Wind::N,пӣӈӈк,avel
408,Welle::N,baaroe,houlenn
409,Welle::N,bárro,houlenn
410,Welle::N,bárru,houlenn
411,Welle::N,pááṛu,houlenn
412,Welle::N,päärr,houlenn
413,Welle::N,нэ̄ммп,houlenn
414,Wasser::N,tjaetsie,dour
415,Wasser::N,tjáhtje,dour
416,Wasser::N,čáhci,dour
417,Wasser::N,čääci,dour
418,Wasser::N,čää´cc,dour
419,Wasser::N,ча̄дзь,dour
420,Stein::N,gierkie,maen
421,Stein::N,giergge,maen
422,Stein::N,geađgi,maen
423,Stein::N,keđgi,maen
424,Stein::N,ǩeä´dǧǧ,maen
425,Stein::N,ке̄ддҌк,maen
426,Boden::N,betnie,tachenn
427,Boden::N,ednam,tachenn
428,Boden::N,bodni,tachenn
429,Boden::N,vuođđu,tachenn
430,Boden::N,ponne,tachenn
431,Boden::N,vuáđ̣u,tachenn
432,Boden::N,vuâđđ,tachenn
433,Boden::N,лаввьн,tachenn
434,Boden::N,е̄ммьне,tachenn
435,Erde::N,jåarta,douar
436,Erde::N,mueltie,douar
437,Erde::N,ednam,douar
438,Erde::N,mållde,douar
439,Erde::N,eana,douar
440,Erde::N,eennâm,douar
441,Erde::N,mädd,douar
442,Erde::N,jânnam,douar
443,Erde::N,е̄ммьне,douar
444,Staub::N,heblie,poultr
445,Staub::N,tsumhtsie,poultr
446,Staub::N,dubme,poultr
447,Staub::N,dopmu,poultr
448,Staub::N,kovjâ,poultr
449,Staub::N,põõ´l,poultr
450,Staub::N,кэ̄ббьй,poultr
451,Rauch::N,soeve,moged
452,Rauch::N,suovva,moged
453,Rauch::N,suovva,moged
454,Rauch::N,suoṿâ,moged
455,Rauch::N,suõvv,moged
456,Rauch::N,сӯвв,moged
457,Funke::N,naestie,ful
458,Funke::N,tjuonam,ful
459,Funke::N,čuotnan,ful
460,Funke::N,čuođâlm,ful
461,Funke::N,iiskâr,ful
462,Funke::N,čuõzzâm,ful
463,Funke::N,чӯссэм,ful
464,Feuer::N,dålle,tan
465,Feuer::N,dållå,tan
466,Feuer::N,dolla,tan
467,Feuer::N,tullâ,tan
468,Feuer::N,toll,tan
469,Feuer::N,то̄лл,tan
470,Licht::N,tjoevke,gouloù
471,Licht::N,tjuovgga,gouloù
472,Licht::N,čuovga,gouloù
473,Licht::N,čuovggas,gouloù
474,Licht::N,čuoṿâ,gouloù
475,Licht::N,toll,gouloù
476,Licht::N,čuõvv,gouloù
477,Licht::N,то̄лл,gouloù
478,Schatten::N,skugkie,disheol
479,Schatten::N,soejvene,disheol
480,Schatten::N,irkes,disheol
481,Schatten::N,sieges,disheol
482,Schatten::N,itku,disheol
483,Schatten::N,suoivâ,disheol
484,Schatten::N,õõtt,disheol
485,Schatten::N,ǩeeu´niǩ,disheol
486,Schatten::N,кывьнэхь,disheol
487,Wetter::N,vïerhtse,amzer
488,Wetter::N,dálkke,amzer
489,Wetter::N,dálki,amzer
490,Wetter::N,šoŋŋâ,amzer
491,Wetter::N,šõŋŋ,amzer
492,Wetter::N,шэ̄ӈӈ,amzer
493,Nebel::N,såavla,brumenn
494,Nebel::N,mearhka,brumenn
495,Nebel::N,murkko,brumenn
496,Nebel::N,mierkká,brumenn
497,Nebel::N,mierká,brumenn
498,Nebel::N,miär'kká,brumenn
499,Nebel::N,oṃo,brumenn
500,Nebel::N,sue´lnn,brumenn
501,Nebel::N,цӣгк,brumenn
502,Nebel::N,сулльн,brumenn
503,Wolke::N,balve,koumoulenn
504,Wolke::N,balvva,koumoulenn
505,Wolke::N,balva,koumoulenn
506,Wolke::N,polvâ,koumoulenn
507,Wolke::N,põlvv,koumoulenn
508,Wolke::N,пэллв,koumoulenn
509,Regen::N,ebrie,glav
510,Regen::N,harvve,glav
511,Regen::N,arvi,glav
512,Regen::N,arve,glav
513,Regen::N,â´brr,glav
514,Regen::N,аббьр,glav
515,Schnee::N,lopme,erc'h
516,Schnee::N,moehtege,erc'h
517,Schnee::N,muohta,erc'h
518,Schnee::N,muohta,erc'h
519,Schnee::N,muotâ,erc'h
520,Schnee::N,muõtt,erc'h
521,Schnee::N,вэ̄дз,erc'h
522,Schnee::N,куэллт,erc'h
523,Eis::N,jïenge,skorn
524,Eis::N,jiegŋa,skorn
525,Eis::N,jiekŋa,skorn
526,Eis::N,jieŋ̣â,skorn
527,Eis::N,jiõŋŋ,skorn
528,Eis::N,ӣӈӈ,skorn
529,Frost::N,baajkoe,rev
530,Frost::N,tjoasskem,rev
531,Frost::N,buolaš,rev
532,Frost::N,puolâš,rev
533,Frost::N,puõlâš,rev
534,Frost::N,мӯнь,rev
535,Kälte::N,jueskie,yen
536,Kälte::N,tjåetskeme,yen
537,Kälte::N,tjoasskem,yen
538,Kälte::N,čoaskin,yen
539,Kälte::N,ko'lmâsvuotâ,yen
540,Kälte::N,ijss,yen
541,Kälte::N,čuä´cǩǩem,yen
542,Kälte::N,tuârggnjõs,yen
543,Kälte::N,кэ̄лмас,yen
544,Hitze::N,baahke,tommder
545,Hitze::N,báhkka,tommder
546,Hitze::N,báhkka,tommder
547,Hitze::N,pakkâ,tommder
548,Hitze::N,kuṃe,tommder
549,Hitze::N,paašt,tommder
550,Hitze::N,жоарр,tommder
551,Raureif::N,jyjse,frim
552,Raureif::N,ridne,frim
553,Raureif::N,goarre,frim
554,Raureif::N,ritni,frim
555,Raureif::N,suhči,frim
556,Raureif::N,riṇe,frim
557,Raureif::N,ай,frim
558,Regenbogen::N,aatjan goengere,gwareg-ar-glav
559,Regenbogen::N,aatjan joekse,gwareg-ar-glav
560,Regenbogen::N,ádjájuoksa,gwareg-ar-glav
561,Regenbogen::N,arvedávgi,gwareg-ar-glav
562,Regenbogen::N,bajándávgi,gwareg-ar-glav
563,Regenbogen::N,äijihtävgi,gwareg-ar-glav
564,Regenbogen::N,teârmmazjohss,gwareg-ar-glav
565,Regenbogen::N,тӣрмесью̄ккс,gwareg-ar-glav
566,Donner::N,raejrie,kurun
567,Donner::N,átjek,kurun
568,Donner::N,átjárájdde,kurun
569,Donner::N,áddjá,kurun
570,Donner::N,baján,kurun
571,Donner::N,juuṛâ,kurun
572,Donner::N,tie´rmes,kurun
573,Donner::N,тӣрмесь,kurun
574,Donner::N,ча̄ркнэгк,kurun
575,Strömung::N,njuvvie,red
576,Strömung::N,ájggedáhpe,red
577,Strömung::N,rávdnji,red
578,Strömung::N,virde,red
579,Strömung::N,ve´rdd,red
580,Strömung::N,выррьт,red
581,Tropfen::N,gåajhkohts,bannac'h
582,Tropfen::N,gåajhkohts,takenn
583,Tropfen::N,gåjkudis,bannac'h
584,Tropfen::N,gåjkudis,takenn
585,Tropfen::N,goaikkanas,bannac'h
586,Tropfen::N,goaikkanas,takenn
587,Tropfen::N,čalme,bannac'h
588,Tropfen::N,čalme,takenn
589,Tropfen::N,čâ´lmm,bannac'h
590,Tropfen::N,čâ´lmm,takenn
591,Tropfen::N,ча̄лльм,bannac'h
592,Tropfen::N,ча̄лльм,takenn
593,Schaum::N,sapte,spoum
594,Schaum::N,såpptå,spoum
595,Schaum::N,sokta,spoum
596,Schaum::N,suptâ,spoum
597,Schaum::N,soptt,spoum
598,Schaum::N,со̄ппт,spoum
599,Schmutz::N,haaskoe,fank
600,Schmutz::N,duolvva,fank
601,Schmutz::N,duolva,fank
602,Schmutz::N,durdi,fank
603,Schmutz::N,stänži,fank
604,Schmutz::N,sähss,fank
605,Schmutz::N,са̄ккьс,fank
606,Schmutz::N,не̄шшь,fank
607,See::N,jaevrie,lenn
608,See::N,jávrre,lenn
609,See::N,jávri,lenn
610,See::N,jävri,lenn
611,See::N,jâu´rr,lenn
612,See::N,я̄ввьр,lenn
613,Sumpf::N,pluevie,gwern
614,Sumpf::N,áhpe,gwern
615,Sumpf::N,sæmssa,gwern
616,Sumpf::N,jeaggi,gwern
617,Sumpf::N,jeggi,gwern
618,Sumpf::N,jeä´ǧ'ǧ,gwern
619,Sumpf::N,ла̄ммьп,gwern
620,Moor::N,pluevie,taouarc'heg
621,Moor::N,jiegge,taouarc'heg
622,Moor::N,suotnju,taouarc'heg
623,Moor::N,karrii,taouarc'heg
624,Moor::N,kä´rev,taouarc'heg
625,Moor::N,veättaǩ,taouarc'heg
626,Moor::N,ла̄ммьп,taouarc'heg
627,Wiese::N,ïentje,prad
628,Wiese::N,giedde,prad
629,Wiese::N,gieddi,prad
630,Wiese::N,nijtto,prad
631,Wiese::N,пуэшенҍ,prad
632,Wald::N,skåake,koad
633,Wald::N,skåajje,koad
634,Wald::N,miehtsie,koad
635,Wald::N,vuovdde,koad
636,Wald::N,miehttse,koad
637,Wald::N,vuovdi,koad
638,Wald::N,meahcci,koad
639,Wald::N,mecci,koad
640,Wald::N,vyemi,koad
641,Wald::N,vue´mm,koad
642,Wald::N,meä´c'c,koad
643,Wald::N,ля̄ммт,koad
644,Hügel::N,deava,torgenn
645,Hügel::N,dievvá,torgenn
646,Hügel::N,dievvá,torgenn
647,Hügel::N,čummâ,torgenn
648,Hügel::N,pä´rcc,torgenn
649,Hügel::N,teä´rmm,torgenn
650,Hügel::N,ка̄ннҌт,torgenn
651,Anhöhe::N,deava,run
652,Anhöhe::N,jalladahke,run
653,Anhöhe::N,dievásj,run
654,Anhöhe::N,aláš,run
655,Anhöhe::N,luohkká,run
656,Anhöhe::N,tiävá,run
657,Anhöhe::N,poorááš,run
658,Anhöhe::N,ču´lpp,run
659,Anhöhe::N,škâu´ŋŋ,run
660,Anhöhe::N,ка̄ннҌт,run
661,Berg::N,bïerje,menez
662,Berg::N,várre,menez
663,Berg::N,várri,menez
664,Berg::N,vääṛi,menez
665,Berg::N,vää´rr,menez
666,Berg::N,те̄ррьм,menez
667,Gipfel::N,dalvese,barr
668,Gipfel::N,tjåhkkå,barr
669,Gipfel::N,čohkka,barr
670,Gipfel::N,čokke,barr
671,Gipfel::N,čå´ǩǩ,barr
672,Gipfel::N,ла̄ддҍв,barr
673,Höhle::N,beajoe,kav
674,Höhle::N,rájgge,kav
675,Höhle::N,sluoggo,kav
676,Höhle::N,biedju,kav
677,Höhle::N,kuovđâšm,kav
678,Höhle::N,skuõrr,kav
679,Höhle::N,вуэӈӈк,kav
680,Abhang::N,boelte,naou
681,Abhang::N,brijrie,naou
682,Abhang::N,bállte,naou
683,Abhang::N,vielti,naou
684,Abhang::N,luohkká,naou
685,Abhang::N,viel'tti,naou
686,Abhang::N,vie´ltt,naou
687,Abhang::N,луэххк,naou
688,Quelle::N,aajege,feunteun
689,Quelle::N,gaaltije,feunteun
690,Quelle::N,ája,feunteun
691,Quelle::N,ája,feunteun
692,Quelle::N,gáldu,feunteun
693,Quelle::N,aajâ,feunteun
694,Quelle::N,käldee,feunteun
695,Quelle::N,lädd,feunteun
696,Quelle::N,käivv,feunteun
697,Quelle::N,ка̄ййв,feunteun
698,Bach::N,johketje,gwazh
699,Bach::N,jåhkå,gwazh
700,Bach::N,jågåsj,gwazh
701,Bach::N,jogaš,gwazh
702,Bach::N,aajâ,gwazh
703,Bach::N,vuäjj,gwazh
704,Bach::N,вуэйй,gwazh
705,Fluss::N,johke,stêr
706,Fluss::N,ædno,stêr
707,Fluss::N,jåhkå,stêr
708,Fluss::N,johka,stêr
709,Fluss::N,juuhâ,stêr
710,Fluss::N,jokk,stêr
711,Fluss::N,jeänn,stêr
712,Fluss::N,ё̄гк,stêr
713,Ufer::N,beala,ribl
714,Ufer::N,gádde,ribl
715,Ufer::N,gáddi,ribl
716,Ufer::N,riddo,ribl
717,Ufer::N,redd,ribl
718,Ufer::N,рыннт,ribl
719,Küste::N,mïere,aod
720,Küste::N,gaedtie,aod
721,Küste::N,merragádde,aod
722,Küste::N,merraguovllo,aod
723,Küste::N,gáddi,aod
724,Küste::N,riddo,aod
725,Küste::N,miârr'redd,aod
726,Küste::N,рыннт,aod
727,Festland::N,gaedtie,douar
728,Festland::N,gádde,douar
729,Festland::N,nannán,douar
730,Festland::N,kušknjâs,douar
731,Festland::N,eennâm,douar
732,Festland::N,jânnam,douar
733,Festland::N,ма̄ннтэр,douar
734,Meer::N,mearoe,mor
735,Meer::N,merra,mor
736,Meer::N,nuorre,mor
737,Meer::N,áhpi,mor
738,Meer::N,mearra,mor
739,Meer::N,meeṛâ,mor
740,Meer::N,miârr,mor
741,Meer::N,ме̄рр,mor
742,Bucht::N,loekte,mor-bihan
743,Bucht::N,oagge,mor-bihan
