,Concept_ID,et,kv
809,passieren::V,juhtuma,аркмыны
810,beginnen::V,algama,петны
811,beginnen::V,hakkama,петны
812,enden::V,lõppema,-сь
813,enden::V,lõppema,бырны
814,wechseln::V,vahelduma,вежсьыны
815,aufgehen[Sonne]::V,tõusma,петавны
816,untergehen[Sonne]::V,loojuma,пуксьыны
817,scheinen[Sonne]::V,paistma,югьявны
818,donnern::V,kõmisema,гымавны
819,wehen::V,puhuma,пӧлявны
820,strömen::V,voolama,киссьыны
821,fließen::V,voolama,визывтны
822,sich drehen::V,pöörduma,бергавны
823,schwanken::V,kõikuma,кӧвьясьны
824,schwingen::V,võnkuma,дюттясьны
825,fallen::V,langema,усьны
826,brennen::V,põlema,сотчыны
827,rauchen::V,suitsema,тшынасьны
828,regnen::V,sadama,зэрны
829,gefrieren::V,kinni külmuma,гегдыны
830,tauen::V,sulama,сывны
831,schmelzen::V,sulama,сывны
832,trocknen::V,kuivama,косьмыны
833,sieden::V,keema,пизьны
834,faulen::V,mädanema,нёльзьыны
835,verfaulen::V,mädanema,тӧрмыны
836,verfaulen::V,mädanema,сiсьмыны
837,reißen::V,rebenema,косясьны
838,versinken::V,uppuma,вӧйны
839,vergehen::V,mööduma,мунны
840,erscheinen::V,ilmuma,мыччисьны
841,verschwinden::V,kaduma,ӧшны
842,sinken::V,vajuma,ямны
843,sinken::V,langema,ямны
844,abnehmen::V,vähenema,ямны
845,abnehmen::V,kahenema,ямны
846,zunehmen::V,kasvama,паськавны
847,steigen::V,tõusma,лэбтiсьны
848,steigen::V,üles minema,лэбтiсьны
849,wachsen::V,kasvama,быдмыны
850,glänzen::V,läikimä,свиттявны
851,funkeln::V,sädelema,югйовтлыны
852,funkeln::V,sädelema,югйӧв-керны
853,lärmen::V,lärmama,чавзыны
854,läuten::V,helisema,диньгыны
855,klingeln::V,helisema,силькӧтны
856,klirren::V,kõlisema,жольӧтны
857,brausen::V,kohisema,гуасьны
858,rauschen::V,kohisema,кышӧтны
859,klingen::V,kõlama,горавны
860,bellen::V,haukuma,увтны
861,bellen::V,haukuma,вувтны
862,heulen::V,uluma,уннявны
863,blasen::V,puhuma,пӧлявны
864,pfeifen::V,vilistama,пиксыны
865,schreien::V,karjuma,айзыны
866,stöhnen::V,oigama,ойзыны
867,stöhnen::V,oigama,ружтыны
868,zittern::V,värisema,легьявны
869,leben::V,elama,овны
870,leben::V,elus olema,овны
871,geboren werden::V,sündima,шогмыны
872,atmen::V,hingama,лолавны
873,trinken::V,jooma,юны
874,essen::V,sööma,сёйны
875,schlucken::V,neelama,ньылавны
876,müde werden::V,väsima,мыдзны
877,einschlafen::V,uinuma,ланьтны
878,schlafen::V,magama,узьны
879,aufwachen::V,ärkama,саймыны
880,aufwachen::V,ärkama,пальмыны
881,aufstehen::V,ärkama,сувтны
882,aufstehen::V,üles tõusma,сувтны
883,sich erholen::V,puhkama,шоччисьлыны
884,krank werden::V,haigestuma,моржитны
885,krank werden::V,haigeks jääma,моржитны
886,krank sein::V,haige olema,шогавны
887,krank sein::V,haige olema,визьӧтны
888,schmerzen::V,valutama,висьны
889,husten::V,köhima,кашляйтны
890,genesen::V,toibuma,бурдны
891,sterben::V,surema,кувны
892,umkommen::V,surma saama,вийсьыны
893,sich bewegen::V,liikuma,локны
894,sich bewegen::V,liikuma,ветлӧтны
895,sich rühren::V,liikuma,вӧрзьӧтчыны
896,sich erheben::V,kerkima,сувтны
897,sich setzen::V,istet võtma,пуксьыны
898,hinfallen::V,kukkuma,пӧрласьны
899,hinfallen::V,maha kukkuma,пӧрласьны
900,laufen::V,kõndima,мунны
901,schreiten::V,astuma,тальччавны
902,spazierengehen::V,jalutama,котрасьны
903,eilen::V,ruttama,тэрмасьны
904,eilen::V,kiirustama,тэрмасьны
905,sich beeilen::V,ruttama,тэрмасьны
906,sich beeilen::V,kiirustama,тэрмасьны
907,sausen::V,kihutama,вирдавны-котӧртны
908,sausen::V,tormama,вирдавны-котӧртны
909,rennen::V,jooksma,
910,rennen::V,kihutama,
911,springen::V,hüppama,чеччавны
912,klettern::V,ronima,кышасьны
913,schaukeln::V,kiikuma,чурликасьны
914,kriechen::V,roomama,кыскасьны-мунны
915,schwimmen::V,ujuma,вартчыны
916,tauchen::V,sukelduma,сунгисьны ваӧ
917,rudern::V,sõudma,сынны
918,fahren::V,sõitma,мунны
919,fliegen::V,lendama,лэбавны
920,gehen::V,käima,мунны
921,gehen::V,minema,мунны
922,weggehen::V,ära minema,мунны
923,weggehen::V,välja minema,мунны
924,abfahren::V,väljuma,иньдӧтчыны
925,abfahren::V,väljuma,мунны
926,abfahren::V,ära sõitma,иньдӧтчыны
927,abfahren::V,ära sõitma,мунны
928,anhalten::V,peatuma,сувтны
929,hineingehen::V,sisenema,пырны
930,hineingehen::V,sisse minema,пырны
931,eintreten::V,sisenema,пырны
932,eintreten::V,sisse astuma,пырны
933,kommen::V,tulema,локны
934,ankommen::V,saabuma,локны
935,zurückkommen::V,tagasi tulema,бертны
936,zurückkommen::V,tagasi tulema,панӧвтсьыны
937,bleiben::V,jääma,кольччыны
938,warten::V,ootama,видзчисьны
939,erwarten::V,ootama,видзчисьны
940,erwarten::V,lootma,видзчисьны
941,suchen::V,otsima,кошшыны
942,finden::V,leidma,адззыны
943,versuchen::V,püüdma,пондыны
944,versuchen::V,püüdma,пондӧтны
945,versuchen::V,üritama,пондыны
946,versuchen::V,üritama,пондӧтны
947,versuchen::V,katsetama,пондыны
948,versuchen::V,katsetama,пондӧтны
949,vorbereiten::V,valmistama,лӧсьӧтны
950,lieben::V,armastama,милуйтны
951,mögen::V,sallima,радейтны
952,mögen::V,meeldima,радейтны
953,lachen::V,naerma,серавны
954,rühren::V,liigutama,сьӧлӧм вӧрзьӧтны
955,rühren::V,heldima panema,сьӧлӧм вӧрзьӧтны
956,weinen::V,nutma,горзыны
957,schimpfen::V,sõimama,видчыны
958,sich ärgern::V,ärrituma,лёкавны
959,sich ärgern::V,vihastuma,лёкавны
960,sich fürchten::V,kartma,повны
961,sich fürchten::V,hirmu tundma,повны
962,fürchten::V,kartma,повны
963,fliehen::V,põgenema,пышшыны
964,flüchten::V,põgenema,пышшыны
965,sehen::V,nägema,адззыны
966,anschauen::V,vaatama,видзӧтны
967,ansehen::V,vaatama,видзӧтны
968,hören::V,kuulma,кывны
969,zuhören::V,kuulama,кывзыны
970,probieren::V,proovima,пешлыны
971,riechen::V,nuusutama,дукавны
972,fühlen::V,tundma,кывны
973,scheinen::V,näida,декуйтчыны
974,scheinen::V,ilmuda,декуйтчыны
975,zu sehen sein::V,ilmuma,тыдавны
976,vernehmen::V,üle kuulama,тӧдмавны
977,frieren::V,külmetada,гегдыны
978,tun::V,tegema,керны
979,können::V,võima,вермыны
980,können::V,oskama,вермыны
981,wollen::V,tahtma,мӧдны
982,anfangen::V,hakkama,петны
983,anfangen::V,alustama,петны
984,beenden::V,lõpetama,ештӧтны
985,beenden::V,lõpetama,керыштны
986,aufhören::V,lakkama,дугдыны
987,gelingen::V,õnnestuma,шогмыны
988,geraten::V,jõudma,мыччисьны
989,öffnen::V,avama,осьтны
990,schließen::V,sulgema,пӧднавны
991,stellen::V,panema,сувтӧтны
992,stellen::V,asetama,сувтӧтны
993,setzen::V,panema,пуксьӧтны
994,legen::V,panema,пуктыны
995,legen::V,asetama,пуктыны
996,berühren::V,riivama,вӧрзьӧтны
997,berühren::V,puudutama,вӧрзьӧтны
998,verbinden::V,ühendama,йитны
999,bedecken::V,katma,вевттьыны
1000,aufhängen::V,riputama,ӧшӧтны
1001,anzünden::V,süütama,ӧзтыны
1002,aufheben::V,üles tõstma,лэбтыны
1003,zurücklassen::V,jätma,кольны
1004,verlieren::V,kaotama,ӧштыны
1005,fallen lassen::V,maha pillama,уськӧтны
1006,fallen lassen::V,kukkuda laskma,уськӧтны
1007,machen::V,tegema,керны
1008,herstellen::V,valmistama,вӧчны
1009,bauen::V,ehitama,строитны
1010,reparieren::V,parandama,вочны
1011,verbessern::V,parandama,бурсьӧтны
1012,ändern::V,muutma,вежны
1013,ändern::V,ümber tegema,вежны
1014,graben::V,kaevama,гарйыны
1015,beugen::V,painutama,кусіньтны
1016,biegen::V,painutama,чукыльтыштны
1017,drehen::V,keerama,бергӧтны
1018,wenden::V,ümber pöörama,бергӧтны
1019,umdrehen::V,ümber keerama,бергӧтны
1020,heben::V,tõstma,лэбтыны
1021,hochheben::V,üles tõstma,лэбтыны
1022,hochheben::V,kõrgele tõstma,лэбтыны
1023,ergreifen::V,haarama,кватитны
1024,halten::V,hoidma,видзны
1025,drücken::V,pigistama,личкыны
1026,schieben::V,lükkama,тойлавны
1027,kratzen::V,kraapima,шаркӧтны
1028,lecken::V,lakkuma,нювны
1029,beißen::V,purema,йирны
1030,beißen::V,hammustama,йирны
1031,abreißen::V,rebima,орӧтны
1032,abreißen::V,ära rebima,орӧтны
1033,abschneiden::V,ära lõikama,шӧрыштны
1034,abschneiden::V,ära lõikama,вундыштны
1035,binden::V,siduma,гӧрдззыны
1036,stecken::V,pistma,мӧртны
1037,brechen::V,murdma,жугдыны
1038,klopfen::V,koputama,зукӧтны
1039,hauen::V,lööma,желльыны
1040,kleben::V,kleepima,лякӧтны
1041,reiben::V,hõõruma,зыртны
1042,streichen::V,silitama,мавтны
1043,schleifen::V,lihvima,кыскыны
1044,schleifen::V,teritama,кыскыны
1045,schneiden::V,lõikama,вундавны
1046,rütteln::V,raputama,шатлавны
1047,schütteln::V,raputama,зыбӧтны
1048,schütteln::V,loksutama,зыбӧтны
1049,schwenken::V,vehkima,ӧвтны
1050,schwenken::V,vehkima,макайтны
1051,schwenken::V,lehvitama,ӧвтны
1052,schwenken::V,lehvitama,макайтны
1053,schütten::V,kallama,кисьтны
1054,füllen::V,täitma,тыртны
1055,füllen::V,täitma,тырсьӧтны
1056,einwickeln::V,sisse mähkima,тубны
1057,tragen::V,kandma,новйӧтны
1058,schleppen::V,tassima,кыскыны
1059,schleppen::V,lohistama,кыскыны
1060,ziehen::V,vedama,кыскыны
1061,ziehen::V,tõmbama,кыскыны
1062,aufbewahren::V,säilitama,видзны
1063,aufbewahren::V,alal hoidma,видзны
1064,werfen::V,viskama,шентывлыны
1065,fangen::V,püüdma,кутны
1066,packen::V,kinni haarama,кутасьны
1067,packen::V,kinni haarama,кватитны
1068,packen::V,kinni võtma,кутасьны
1069,packen::V,kinni võtma,кватитны
1070,verstecken::V,peitma,дзебны
1071,teilen::V,jagama,торйӧтны
1072,teilen::V,jaotama,торйӧтны
1073,schicken::V,saatma,иньдыны
1074,bringen::V,viima,вайны
1075,hinzufügen::V,lisama,содтыны
1076,bekommen::V,saama,получитны
1077,erhalten::V,saama,получитны
1078,nehmen::V,võtma,босьтны
1079,wählen::V,valima,бӧрйыны
1080,auswählen::V,valima,бӧрйыны
1081,bewahren::V,hoidma,видзны
1082,behindern::V,takistama,падтыны
1083,verderben::V,rikkuma,изводавны
1084,beschädigen::V,rikkuma,паздыны
1085,zerbrechen::V,katki tegema,паздыны
1086,zerreißen::V,katki rebima,косявны
1087,zerstören::V,purustama,паздыны
1088,verbrennen::V,põletama,сотны
1089,geben::V,andma,сетны
1090,reichen::V,andma,сетны
1091,reichen::V,ulatama,сетны
1092,schenken::V,kinkima,козьнавны
1093,versprechen::V,lubama,кӧсйыны
1094,versprechen::V,tõotama,кӧсйыны
1095,wünschen::V,soovima,бурсьыны
1096,loben::V,kiitma,ошкыны
1097,küssen::V,suudlema,окавны
1098,wiegen::V,hällitama,тюттьӧтны
1099,zudecken::V,kaanetama,вевттьыны
1100,zudecken::V,kinni katma,вевттьыны
1101,wecken::V,äratama,саймӧтны
1102,zeigen::V,näitama,мыччавны
1103,führen::V,juhatama,нуӧтны
1104,lehren::V,õpetama,велӧтны
1105,unterrichten::V,õpetama,велӧтны
1106,aufziehen::V,üles kasvatama,быдтыны
1107,leiten::V,juhtima,юравны
1108,leiten::V,juhtima,веськӧтлыны
1109,antreiben::V,ergutama,тэрмӧтны
1110,lassen::V,laskma,-ӧтыны
1111,einladen::V,kutsuma,корны
1112,vereinigen::V,ühendama,ӧтувтны
1113,vereinigen::V,ühendama,ӧтлаавны
1114,besuchen::V,külastama,пыравлыны
1115,treffen::V,kohtama,пантавны
1116,sich versammeln::V,kogunema,ӧксьыны
1117,spielen::V,mängima,орсны
1118,singen::V,laulma,сьывны
1119,tanzen::V,tantsima,йӧктыны
1120,sich trennen::V,lahku minema,торьясьны
1121,verlassen::V,maha jätma,кольны
1122,retten::V,päästma,мынтны
1123,bewachen::V,valvama,смекайтны
1124,schützen::V,kaitsma,дорйыны
1125,verteidigen::V,kaitsma,дорйыны
1126,sich schlagen::V,kaklema,тышкасьны
1127,schießen::V,tulistama,лыйны
1128,siegen::V,võitma,вермыны
1129,ärgern::V,ärritama,лӧгӧтны
1130,ärgern::V,vihastama,лӧгӧтны
1131,schlagen::V,lööma,базнитны
1132,treten::V,sõtkuma,чужьявны
1133,stechen::V,pistma,бытшкыны
1134,stechen::V,torkama,бытшкыны
1135,stoßen::V,tõukama,тапкыны
1136,stoßen::V,tõukama,тойыштны
1137,stehlen::V,varastama,гусявны
1138,stören::V,segama,костіавны
1139,stören::V,häirima,костіавны
1140,belästigen::V,ahistama,назыляйтны
1141,verbergen::V,peitma,дзебны
1142,verbergen::V,varjama,дзебны
1143,täuschen::V,petma,бӧбӧтны
1144,täuschen::V,petma,пӧрьявны
1145,täuschen::V,tüssama,бӧбӧтны
1146,täuschen::V,tüssama,пӧрьявны
1147,betrügen::V,petma,муклачитны
1148,betrügen::V,tüssama,муклачитны
1149,betrügen::V,truudust murtma,муклачитны
1150,töten::V,tapma,вийны
1151,töten::V,surmama,вийны
1152,wohnen::V,elama,овны
1153,arbeiten::V,töötama,уджавны
1154,sammeln::V,koguma,ӧктыны
1155,sammeln::V,korjama,ӧктыны
1156,pflücken::V,noppima,судзлавны
1157,jagen::V,jahtima,вӧравны
1158,fischen::V,kalastama,чериавны
1159,fischen::V,kala püüdma,чериавны
1160,fassen::V,püüdma,кутны
1161,hüten::V,karjatama,вердны
1162,hüten::V,karjatama,йирсьӧтны
1163,treiben::V,ajama,вашӧтны
1164,anbinden::V,kinni siduma,кӧртавны
1165,füttern::V,söötma,вердны
1166,melken::V,lüpsma,высьтыны
1167,melken::V,lüpsma,чилькӧтны
1168,hacken::V,raiuma,керавны
1169,hacken::V,lõhkuma,керавны
1170,gießen::V,kastma,киськавны
1171,reifen::V,valmima,кисьмыны
1172,zubereiten::V,valmistama,лӧсьӧтны
1173,kochen::V,keetma,пуны
1174,backen::V,küpsetama,пӧжавны
1175,braten::V,praadima,жаритны
1176,umrühren::V,segama,соравны
1177,stricken::V,kuduma,домавны
1178,nähen::V,õmblema,вурны
1179,färben::V,värvima,краситны
1180,reinigen::V,puhastama,весӧтны
1181,waschen::V,pesema,пеславны
1182,abwischen::V,puhtaks pühkima,чышкыны
1183,spülen::V,uhtma,гывьявны
1184,fegen::V,pühkima,чышкыны
1185,kehren::V,pühkima,чышкыны
1186,baden::V,suplema,купайтчыны 
1187,baden::V,kümblema,купайтчыны 
1188,sich waschen::V,end pesema,миссьыны
1189,ausziehen::V,käest võtma,гыжтӧтны
1190,ausziehen::V,käest võtma,пӧрччавны
1191,ausziehen::V,jalast võtma,гыжтӧтны
1192,ausziehen::V,jalast võtma,пӧрччавны
1193,ausziehen::V,seljast võtma,гыжтӧтны
1194,ausziehen::V,seljast võtma,пӧрччавны
1195,anziehen::V,jalga panema,пасьтавны
1196,sich anziehen::V,riietuma,пасьтасьны
1197,kämmen::V,kammima,сынавны
1198,schmücken::V,kaunistama,баситны
1199,sagen::V,ütlema,висьтавны
1200,sprechen::V,rääkima,шуны
1201,sprechen::V,kõnelema,шуны
1202,reden::V,kõnelema,баитны
1203,sich unterhalten::V,vestlema,сёрнитны
1204,fragen::V,küsima,юавны
1205,bitten::V,paluma,корны
1206,erzählen::V,jutustama,висьтавны
1207,mitteilen::V,teatama,висьтавны
1208,mitteilen::V,teada andma,висьтавны
1209,nennen::V,nimetama,нимтны
1210,rufen::V,kutsuma,китсавны
1211,rufen::V,kutsuma,корны
1212,rufen::V,kutsuma,чукӧстны
1213,prahlen::V,hooplema,ошшасьны
1214,übersetzen::V,tõlkima,вуджӧтны
1215,denken::V,mõtlema,чайтны
1216,glauben::V,uskuma,веритны
1217,bemerken::V,märkama,казявны
1218,erkennen::V,ära tundma,тӧдсавны
1219,begreifen::V,aru saama,вежӧртны
1220,verstehen::V,mõistma,кывны
1221,lernen::V,õppima,велӧтчыны
1222,wissen::V,teadma,тӧдны
1223,sich erinnern an::V,mäletama,касьтывны
1224,vergessen::V,unustama,вунӧтны
1225,messen::V,mõõtma,меряйтны
1226,zählen::V,loendama,лыддьыны
1227,rechnen::V,arvutama,лыддьыны
1228,lesen::V,lugema,лыддьӧтны
1229,malen::V,maalima,
1230,zeichnen::V,joonistama,гижмавны
1231,schreiben::V,kirjutama,гижны
1232,besitzen::V,omama,лоны
1233,kaufen::V,ostma,небны
1234,verkaufen::V,müüma,вузавны
1235,bezahlen::V,tasuma,вештыны
1236,zahlen::V,maksma,вештыны
1237,beherrschen::V,valitsema,
1238,ertragen::V,taluma,терпитны
