,Concept_ID,cs,uz
807,vergehen::V,plynout,o'tmoq
808,erscheinen::V,objevit se,zuhur ätmoq
809,verschwinden::V,zmizet,yo'qolmoq
810,sinken::V,klesat,pasaymoq
811,abnehmen::V,ubýt,kamaymoq
812,zunehmen::V,přibýt,urchimoq
813,steigen::V,stoupat,oshmoq
814,wachsen::V,růst,o'smoq
815,glänzen::V,lesknout se,porlamoq
816,funkeln::V,jiskřit se,yalt ätmoq
817,lärmen::V,dělat hluk,taraq ätmoq
818,läuten::V,zvonit,jiringlamoq
819,klingeln::V,zvonit,jiringlamoq
820,klirren::V,řinčet,sharaqlamoq
821,brausen::V,hučet,vag'illamoq
822,rauschen::V,šumět,shitirlamoq
823,klingen::V,znít,yangramoq
824,bellen::V,štěkat,hurmoq
825,heulen::V,výt,uvlamoq
826,blasen::V,foukat,puflamoq
827,pfeifen::V,pískat,xushtak chalmoq 
828,schreien::V,křičet,qiyqirmoq
829,stöhnen::V,sténat,nola qilmoq
830,zittern::V,třást se,titramoq
831,leben::V,žít,yashamoq
832,geboren werden::V,rodit se,tug'ilmoq
833,atmen::V,dýchat,nafas chiqarmoq
834,trinken::V,pít,ichmoq
835,essen::V,jíst,emoq
836,schlucken::V,polykat,yutmoq
837,müde werden::V,unavit se,horimoq
838,einschlafen::V,usnout,uxlab qolmoq
839,schlafen::V,spát,uxlamoq
840,aufwachen::V,probudit se,uyg'onmoq
841,aufstehen::V,vstát,qo'pmoq
842,sich erholen::V,zotavovat se,dam olmoq
843,krank werden::V,onemocnět,kasallanmoq
844,krank sein::V,být nemocný,betob yotmoq
845,schmerzen::V,bolet,og'rimoq
846,husten::V,kašlat,yo'talmoq
847,genesen::V,uzdravit se,tuzalmoq
848,sterben::V,umřít,o'lmoq
849,umkommen::V,zahynout,halok bo'lmoq
850,sich bewegen::V,pohnout se,harakat qilmoq
851,sich rühren::V,hnout se,qimirlamoq
852,sich erheben::V,zdvihnout se,qo'pmoq
853,sich setzen::V,posadit se,o'tirmoq
854,hinfallen::V,upadnout,yiqilmoq
855,laufen::V,běžet,yurmoq
856,schreiten::V,kráčet,yurmoq
857,spazierengehen::V,procházet se,sayr ätmoq
858,eilen::V,spěchat,tezlamoq
859,sich beeilen::V,pospíšit si,shoshmoq
860,sausen::V,fičet,chopqillamoq
861,rennen::V,pádit,yugurmoq
862,springen::V,skákat,sakramoq
863,klettern::V,lézt,yuqorilamoq
864,klettern::V,šplhat,yuqorilamoq
865,schaukeln::V,houpat,irg'amoq
866,kriechen::V,lézt,ämaklamoq
867,kriechen::V,plazit se,ämaklamoq
868,schwimmen::V,plavat,suzmoq
869,tauchen::V,nořit se,chu'mmoq
870,rudern::V,veslovat,eshkak eshmoq
871,fahren::V,jet,haydamoq
872,fahren::V,jezdit,haydamoq
873,fliegen::V,létat,uchmoq
874,gehen::V,jít,bormoq
875,weggehen::V,odejít,ketoq
876,abfahren::V,odjet,jo'namoq
877,anhalten::V,zastavit se,to'xtamoq
878,hineingehen::V,vcházet se,kirmoq
879,eintreten::V,vstoupit,kirmoq
880,kommen::V,přijít,kelmoq
881,ankommen::V,dojít,etib kelmoq
882,zurückkommen::V,vrátit se,qaytib kelmoq
883,bleiben::V,zůstat,qolmoq
884,warten::V,čekat,poylamoq
885,erwarten::V,čekat na,kutmoq
886,suchen::V,hledat,izlamoq
887,finden::V,najít,topmoq
888,versuchen::V,zkoušet,chalishmoq
889,vorbereiten::V,připravit,hozirlamoq
890,lieben::V,milovat,sevmoq
891,mögen::V,mít rád,ardoqlamoq
892,lachen::V,smát se,kulmoq
893,rühren::V,dojmout,ta'sirlantirmoq
894,weinen::V,plakat,yig'lamoq
895,schimpfen::V,nadávat,koyinmoq
896,sich ärgern::V,pohoršit se,g'azab qilmoq
897,sich fürchten::V,bát se,hurkmoq
898,fürchten::V,bát se,qo'rqmoq
899,fliehen::V,utéct,qochmoq
900,flüchten::V,prchnout,qochmoq
901,sehen::V,vidět,ko'rmoq
902,anschauen::V,podívat se na,razm solmoq
903,ansehen::V,sledovat,razm qilmoq
904,hören::V,slyšet,äshitmoq
905,zuhören::V,poslouchat,tinglamoq
906,probieren::V,ochutnávat,tatib ko'rmoq
907,riechen::V,cítit,iskamoq
908,fühlen::V,cítit,sezmoq
909,scheinen::V,zdát se,tuyilmoq
910,zu sehen sein::V,moci být viděn,ko'rinmoq
911,vernehmen::V,uslyšet,äshitmoq
912,frieren::V,mrznout,sovuq qotmoq
913,tun::V,dělat,ätmoq
914,können::V,moct,-a olmoq
915,können::V,moct,-y olmoq
916,wollen::V,chtít,istamoq
917,anfangen::V,začít,boshlamoq
918,beenden::V,ukončit,bitirmoq
919,aufhören::V,přestat,tinmoq
920,gelingen::V,podařit se,muvaffaqiyat qozonmoq
921,geraten::V,dařit se,bo'lmoq
922,öffnen::V,otevřít,ochmoq
923,schließen::V,zavřít,yopmoq
924,stellen::V,postavit,qo'ymoq
925,setzen::V,posadit,o'tqazmoq
926,legen::V,klást,yotqizmoq
927,legen::V,položit,yotqizmoq
928,berühren::V,dotýkat se,tegmoq
929,verbinden::V,spojit,ulamoq
930,bedecken::V,pokrýt,bekitmoq
931,aufhängen::V,oběsit,ildirmoq
932,aufhängen::V,pověsit,ildirmoq
933,anzünden::V,zapálit,yondirmoq
934,anzünden::V,podpálit,yondirmoq
935,aufheben::V,zvednout,ko'tarmoq
936,aufheben::V,zdvihnout,ko'tarmoq
937,zurücklassen::V,zanechat,ayrilmoq
938,verlieren::V,ztratit,yo'qotmoq
939,fallen lassen::V,upustit,tushirmoq
940,machen::V,udělat,qilmoq
941,herstellen::V,vyrobit,chiqarmoq
942,bauen::V,stavět,solmoq
943,bauen::V,budovat,solmoq
944,reparieren::V,opravit,tuzatmoq
945,verbessern::V,zlepšit,isloh qilmoq
946,ändern::V,změnit,o'zgartirmoq
947,graben::V,rýt,qazimoq
948,graben::V,kopat,qazimoq
949,beugen::V,ohnout,bukmoq
950,biegen::V,ohnout,bukmoq
951,drehen::V,točit,aylantirmoq
952,wenden::V,obrátit,burmoq
953,umdrehen::V,obrátit,ag'darmoq
954,heben::V,zdvihnout,yuksaltirmoq
955,hochheben::V,zvednout,ko'tarmoq
956,ergreifen::V,chopit se,tutamlamoq
957,halten::V,držet,tutmoq
958,drücken::V,stisknout,bosmoq
959,schieben::V,posouvat,surmoq
960,kratzen::V,škrábat,qashimoq
961,lecken::V,lízat,mijimoq
962,beißen::V,kousat,tishlamoq
963,abreißen::V,utrhat,emirmoq
964,abreißen::V,odtrhat,emirmoq
965,abschneiden::V,uřezat,cho'rt kesmoq
966,abschneiden::V,ukrojit,cho'rt kesmoq
967,binden::V,přivázat,bog'lamoq
968,stecken::V,strčit,suqmoq
969,brechen::V,lomit,sindirmoq
970,klopfen::V,ťukat,dukurlamoq
971,klopfen::V,klepat,dukurlamoq
972,hauen::V,bít,urmoq
973,kleben::V,lepit,yopishtirmoq
974,reiben::V,třít,surkamoq
975,streichen::V,mazat,surkamoq
976,schleifen::V,brousit,qayramoq
977,schneiden::V,řezat,kesmoq
978,schneiden::V,střihat,kesmoq
979,rütteln::V,třást,chayqamoq
980,rütteln::V,otřást,chayqamoq
981,schütteln::V,třást,chayqamoq
982,schütteln::V,zatřást,chayqamoq
983,schwenken::V,mávat,chayqatmoq
984,schütten::V,nasypat,quymoq
985,füllen::V,naplnit,to'ldirmoq
986,einwickeln::V,zavinout,chulg'amoq
987,tragen::V,nést,tashimoq
988,schleppen::V,vléct,sudramoq
989,ziehen::V,tahat,tortmoq
990,ziehen::V,táhnout,tortmoq
991,aufbewahren::V,schovat,tutmoq
992,werfen::V,házet,tashlamoq
993,fangen::V,chytat,tutmoq
994,packen::V,uchvátit,opqochmoq
995,verstecken::V,schovat,yashirmoq
996,teilen::V,rozdělit,bo'lmoq
997,schicken::V,posílat,yubormoq
998,bringen::V,přinést,keltirmoq
999,hinzufügen::V,připojit,tirkamoq
1000,bekommen::V,dostat,olmoq
1001,erhalten::V,uchovat,olmoq
1002,nehmen::V,vzít,olmoq
1003,wählen::V,zvolit,saylamoq
1004,auswählen::V,vybrat,saylamoq
1005,bewahren::V,uchránit,saqlamoq
1006,behindern::V,překážet,xalal bermoq
1007,verderben::V,zkazit,xazon qilmoq
1008,beschädigen::V,porušit,buzmoq
1009,beschädigen::V,poškodit,buzmoq
1010,zerbrechen::V,rozlámat,sindirmoq
1011,zerreißen::V,roztrhnout,yirtmoq
1012,zerstören::V,zničit,vayron qilmoq
1013,verbrennen::V,spálit,kuydirmoq
1014,geben::V,dát,bermoq
1015,reichen::V,podat,bermoq
1016,schenken::V,darovat,sovg'a qilmoq
1017,versprechen::V,slíbit,va'da bermoq
1018,wünschen::V,přát,orziqmoq
1019,loben::V,chválit,maqtamoq
1020,küssen::V,líbat,o'pmoq
1021,wiegen::V,chovat,tebratmoq
1022,wiegen::V,kolébat,tebratmoq
1023,zudecken::V,přikrýt,yopmoq
1024,zudecken::V,přiklopit,yopmoq
1025,wecken::V,vzbudit,uyg'otmoq
1026,zeigen::V,ukázat,ko'rsatmoq
1027,führen::V,vést,boshlik bo'lmoq
1028,lehren::V,učit,o'rgatmoq
1029,unterrichten::V,vyučovat,dars bermoq
1030,aufziehen::V,vychovat,o'stirmoq
1031,leiten::V,vodit,boshqarmoq
1032,antreiben::V,nutit,shoshiltirmoq
1033,lassen::V,dát,ruxsat bermoq
1034,einladen::V,pozvat,taklif kilmoq
1035,vereinigen::V,spojit,qo'shmoq
1036,besuchen::V,návštívit,mehmonga bormoq
1037,treffen::V,potkat,duchor bo'lmoq
1038,sich versammeln::V,shromáždit se,to'planmoq
1039,spielen::V,hrát,o'ynamoq
1040,singen::V,zpívat,yalla qilmoq
1041,tanzen::V,tančit,raqs qilmoq
1042,sich trennen::V,rozejít se,yakkalanmoq
1043,verlassen::V,opustit,qoldirmoq
1044,retten::V,zachránit,qutqazmoq
1045,bewachen::V,hlídat,qo'rimoq
1046,schützen::V,chránit,yoniga olmoq
1047,verteidigen::V,obhájit,yoqlamoq
1048,sich schlagen::V,bít se,yoqalashmoq
1049,schießen::V,střílet,otmoq
1050,siegen::V,zvítězit,engmoq
1051,ärgern::V,zlobit,jahl chiqarmoq
1052,ärgern::V,pohoršit,jahl chiqarmoq
1053,schlagen::V,udeřit,urmoq
1054,schlagen::V,praštit,urmoq
1055,treten::V,kopnout,tepmoq
1056,stechen::V,bodnout,qadamoq
1057,stechen::V,píchnout,qadamoq
1058,stoßen::V,strčit,turtmoq
1059,stehlen::V,ukrást,o'g'rilamoq
1060,stören::V,vyrušit,tebratmoq
1061,belästigen::V,obtěžovat,g'ashini keltirmoq
1062,verbergen::V,skrýt,berkitmoq
1063,täuschen::V,klamat,aldamoq
1064,betrügen::V,podvést,tirriq qilmoq
1065,töten::V,zabít,o'ldirmoq
1066,wohnen::V,bydlit,istiqomat qilmoq
1067,arbeiten::V,pracovat,ishlamoq
1068,sammeln::V,sebrat,yig'moq
1069,pflücken::V,česat,termoq
1070,jagen::V,uhonit,ov qilmoq
1071,fischen::V,chytat ryby,baliq ovlamoq
1072,fassen::V,ulovit,ilinmoq
1073,hüten::V,pást,boqtirmoq
1074,treiben::V,hnát,haydamoq
1075,anbinden::V,přivázat,bog'lamoq
1076,füttern::V,krmit,edirmoq
1077,melken::V,dojit,sog'moq
1078,hacken::V,seknout,chopmoq
1079,gießen::V,zalít,oqizmoq
1080,reifen::V,uzrát,qizarmoq
1081,zubereiten::V,připravit,pishirmoq
1082,kochen::V,vařit,qaynatmoq
1083,backen::V,péct,yopmoq
1084,braten::V,smažit,qovurmoq
1085,umrühren::V,zamíchat,atalamoq
1086,stricken::V,plést,to'qimoq
1087,nähen::V,šít,tikmoq
1088,färben::V,nabarvit,bo'yoqlamoq
1089,reinigen::V,očistit,tozalamoq
1090,waschen::V,mýt,yuvmoq
1091,abwischen::V,utřít,surkamoq
1092,spülen::V,spláchnout,chaymoq
1093,fegen::V,zamést,cho'tkalamoq
1094,kehren::V,mést,supurmoq
1095,baden::V,koupat se,cho'milmoq
1096,sich waschen::V,mýt se,yuvinmoq
1097,ausziehen::V,svléct,echintirmoq
1098,anziehen::V,obléct,kiymoq
1099,sich anziehen::V,oblékat se,kiyinmoq
1100,kämmen::V,učesat,taramoq
1101,schmücken::V,ozdobit,yasatmoq
1102,sagen::V,říct,aytmoq
1103,sprechen::V,mluvit,so'zlamoq
1104,reden::V,hovořit,gapirmoq
1105,sich unterhalten::V,povídat se,suhbatlashmoq
1106,fragen::V,zeptat se,so'ramoq
1107,bitten::V,prosit,iltimos qilmoq
1108,erzählen::V,povídat,aytib bermoq
1109,mitteilen::V,sdělit,bildirmoq
1110,mitteilen::V,oznámit,bildirmoq
1111,nennen::V,nazvat,atamoq
1112,rufen::V,volat,chaqirmoq
1113,rufen::V,zavolat,chaqirmoq
1114,prahlen::V,chlubit se,gerdaymoq
1115,übersetzen::V,přeložit,tarjima qilmoq
1116,denken::V,myslit,o'ylamoq
1117,glauben::V,věřit,ishonmoq
1118,bemerken::V,zpozorovat,payqamoq
1119,erkennen::V,poznat,tanimoq
1120,begreifen::V,pochopit,tushunmoq
1121,verstehen::V,porozumět,anglamoq
1122,lernen::V,učit se,o'qimoq
1123,wissen::V,vědět,bilmoq
1124,sich erinnern an::V,vzpomínat si na,äsni tanimoq
1125,vergessen::V,zapomínat,unutmoq
1126,messen::V,měřit,o'lchamoq
1127,zählen::V,spočítat,raqamlamoq
1128,rechnen::V,počítat,cho'tlamoq
1129,lesen::V,číst,o'qimoq
1130,malen::V,malovat,rasm solmoq
1131,zeichnen::V,rýsovat,chizmoq
1132,schreiben::V,psát,yozmoq
1133,besitzen::V,mít,ägalamoq
1134,besitzen::V,vlastnit,ägalamoq
1135,kaufen::V,koupit,olmoq
1136,verkaufen::V,prodat,sotmoq
1137,bezahlen::V,zaplatit,to'lamoq
1138,zahlen::V,platit,to'lamoq
1139,beherrschen::V,ovládat,ägalamoq
1140,ertragen::V,snést,chidamoq
