,Concept_ID,lbe,cy
730,linker::A,кияхсса,chwith
731,linker::A,кюччахсса,aswy
732,linker::A,кюччахсса,chwith
733,rechter::A,урчӏахсса,de
734,rechter::A,урчӏахсса,deau
735,anderer::A,цамур,arall
736,erster::A,цалчинмур,cyntaf
737,erster::A,цалчиннсса,cyntaf
738,zweiter::A,кӏилчиимур,ail
739,dritter::A,шамулчинмур,trydydd
740,letzter::A,махъва-махъмур,olaf
741,allein::ADV,ялгъузну,unig
742,allein::ADV,ялгъузну,ar ei ben ei hun
743,zusammen::ADV,цачӏу,ynghyd
744,zusammen::ADV,цачӏу,gyda'i gilydd
745,zusammen::ADV,архӏал,ynghyd
746,zusammen::ADV,архӏал,gyda'i gilydd
747,lange::ADV,батӏи къабуклай,amser hir
748,lange::ADV,хъунмасса хӏаллай,amser hir
749,plötzlich::ADV,цакуну,yn sydyn
750,sofort::ADV,мугьлат бакъа,ar unwaith
751,später::ADV,махъ,yn ddiweddarach
752,jetzt::ADV,утти,yn awr
753,jetzt::ADV,цӏана,yn awr
754,heute::ADV,хӏакьину,heddiw
755,morgen::ADV,гьуит,yfory
756,morgen::ADV,гьунттий,yfory
757,dann::ADV,яла,yna
758,dann::ADV,яла,y pryd hwnnw
759,gestern::ADV,лахьхьу,ddoe
760,damals::ADV,та чӏумал,ar y pryd
761,damals::ADV,та чӏумал,bryd hynny
762,danach::ADV,яла,wedyn
763,vorher::ADV,хьхьнчӏ,o'r blaen
764,vorher::ADV,хьхьичӏва,o'r blaen
765,zuerst::ADV,бакӏрай,yn gyntaf
766,zuerst::ADV,цӏу бутӏуй,yn gyntaf
767,einmal::ADV,цал,unwaith
768,manchmal::ADV,ваксса-таксса,weithiau
769,manchmal::ADV,ваксса-таксса,ar brydiau
770,oft::ADV,чӏявуну,yn aml
771,oft::ADV,чӏявуну,yn fynych
772,immer::ADV,мудан,bob amser
773,immer::ADV,даиман,bob amser
774,niemals::ADV,тачӏав,ni ... byth
775,niemals::ADV,тачӏав,ni ... erioed
776,hier::ADV,шикку,yma
777,hierhin::ADV,шиккун,hyd yma
778,von hier::ADV,шичча,oddi yma
779,dort::ADV,гикку,acw
780,dorthin::ADV,тиккун,tuag yno
781,geradeaus::ADV,тӏайланм,syth ymlaen
782,vorwärts::ADV,хьхьичӏунмай,ymlaen
783,rückwärts::ADV,махъа-хьхьичӏунмай,yn ôl
784,zurück::ADV,махъунмай,yn ôl
785,unten::ADV,лув,isod
786,unten::ADV,лув,oddi tanodd
787,hinab::ADV,бакӏ-ялавай,i lawr
788,hinab::ADV,бакӏ-ялавай,i waered
789,hinab::ADV,бакӏъялавай,i lawr
790,hinab::ADV,бакӏъялавай,i waered
791,oben::ADV,ялув,fry
792,hinauf::ADV,лавай,i fyny
793,hinauf::ADV,лавай,i'r lan
794,überall::ADV,гьариий,ym mhobman
795,überall::ADV,хьу-хьуний,ym mhobman
796,überall::ADV,гьарца кӏанай,ym mhobman
797,nicht::ADV,къа-,ni
798,nicht::ADV,къа-,nid
799,ein wenig::ADV,чанни,tipyn
800,ein wenig::ADV,чанни,ychydig
801,ein wenig::ADV,ца чансса,tipyn
802,ein wenig::ADV,ца чансса,ychydig
803,kaum::ADV,дахьа,prin
804,sehr::ADV,оьну,iawn
805,sehr::ADV,гужну,iawn
806,sehr::ADV,хъинну,iawn
807,so::ADV,укукн,fel
808,so::ADV,укукн,felly
809,noch::ADV,гьала,eto
810,noch::ADV,уттигу,eto
811,noch::ADV,цакьинва,eto
812,noch::ADV,ттигу-шилагу,eto
813,nur::ADV,анжагь,yn unig
814,wieder::ADV,цӏуницӏа,drachefn
815,vergebens::ADV,аьдада,yn ofer
816,vergebens::ADV,нахӏакь,yn ofer
817,vor::PRP,хьхьичӏ,o flaen
818,hinter::PRP,махъ,ar ôl
819,unter::PRP,лув,islaw
820,durch::PRP,-х,trwy
821,neben::PRP,чӏарав,ar bwys
822,zwischen::PRP,дянив,rhwng
823,zwischen::PRP,дянив,cydrhwng
824,wegen::PRP,цӏаний,o achos
825,wegen::PRP,цӏаний,oherwydd
826,dies::PRN,ва,hyn
827,das::PRN,та,hynny
828,das::PRN,кӏа,hynny
829,das::PRN,га,hynny
830,alles::PRN,щала,popeth
831,ich::PRN,на,fi
832,du::PRN,ина,ti
833,er::PRN,му,fe
834,wir::PRN,жу,ni
835,ihr::PRN,зу,chi
836,was::FPRN,ци,pa beth
837,wer::FPRN,цу,pwy
838,wo::FADV,чув,ble
839,wo::FADV,чув,ym mha le
840,wohin::FADV,чун,i ble
841,wohin::FADV,чун,i ba le
842,wie::FADV,цукун,sut
843,warum::FADV,цан,pam
844,wieviel::FNUM,циксса,faint
845,eins::NUM,ца,un
846,zwei::NUM,кӏива,dau
847,drei::NUM,шамма,tri
848,vier::NUM,мукьа,pedwar
849,vier::NUM,мукьва,pedwar
850,fünf::NUM,ххюва,pump
851,sechs::NUM,ряхва,chwech
852,sieben::NUM,арула,saith
853,acht::NUM,мяйва,wyth
854,neun::NUM,урчӏва,naw
855,zehn::NUM,ацӏва,deg
856,elf::NUM,ацӏния цава,un ar ddeg
857,zwölf::NUM,ацӏиия кӏива,deuddeg
858,zwölf::NUM,ацӏиия кӏива,un deg dau
859,zwanzig::NUM,кьува,ugain
860,dreißig::NUM,зувира,tri deg
861,dreißig::NUM,зувира,deg ar hugain
862,vierzig::NUM,мукьцӏала,deugain
863,fünfzig::NUM,ххюцӏала,hanner cant
864,sechzig::NUM,ряхцӏала,chwe deg
865,achtzig::NUM,мяйцӏала,wyth deg
866,achtzig::NUM,мяйцӏала,pedar ugain
867,neunzig::NUM,урчӏцӏала,naw deg
868,neunzig::NUM,урчӏцӏала,deg a phedwar ugain
869,hundert::NUM,ттурш,cant
870,hundert::NUM,ттуршва,cant
871,tausend::NUM,азарва,mil
872,und::CNJ,-гу,a
873,oder::CNJ,я,neu
874,oder::CNJ,ягу,neu
875,stehen::V,ацӏан,sefyll
876,sitzen::V,щяивкӏун икӏан,eistedd
877,liegen::V,утту нвхьуну икӏан,gorwedd
878,hängen::V,зурчӏай тӏун,hongian
879,werden::V,хьун,dod yn
880,werden::V,хьун,mynd yn
881,passieren::V,хьун,digwydd
882,beginnen::V,дайдишин,cychwyn
883,beginnen::V,дайдирхьуну дикӏан,cychwyn
884,enden::V,къуртал дан,gorffen
885,wechseln::V,даххана хьун,newid
886,wechseln::V,даххана дуллан,newid
887,aufgehen[Sonne]::V,буклай бур,codi
888,untergehen[Sonne]::V,лаглай бур,machlud
889,scheinen[Sonne]::V,битан,tywynnu
890,scheinen[Sonne]::V,чани буллан,tywynnu
891,donnern::V,тӏий бур,taranu
892,wehen::V,бишлай бур,chwythu
893,strömen::V,экьинан,ffrydio
894,fließen::V,экьинан,llifo
895,sich drehen::V,гьанан,troi
896,sich drehen::V,гьанан,cylchdroi
897,schwanken::V,хъюлчу тӏун,siglo
898,schwanken::V,хӏуркку тӏун,siglo
899,schwingen::V,хъюлчай тӏун,siglo
900,schwingen::V,хъюлчу тӏун,siglo
901,fallen::V,багьлан,cwympo
902,brennen::V,ччучлан,llosgi
903,rauchen::V,пуркӏу тӏун,mygu
904,regnen::V,лачӏун,glawio
905,regnen::V,лачIлай дур,glawio
906,gefrieren::V,микӏ лачӏун,rhewi
907,tauen::V,баслан,toddi
908,tauen::V,баслан,meirioli
909,schmelzen::V,баслан,toddi
910,trocknen::V,кьакьан,sychu
911,sieden::V,щаран,berwi
912,faulen::V,аьллан,pydru
913,faulen::V,аьллан,braenu
914,verfaulen::V,аьллан,pydru
915,verfaulen::V,аьллан,dadfeilio
916,verfaulen::V,аьян,pydru
917,verfaulen::V,аьян,dadfeilio
918,reißen::V,ххя дукан,clecian
919,reißen::V,ххя дукан,torri'n glats
920,versinken::V,оькьлан,suddo
921,versinken::V,оькьан,suddo
922,vergehen::V,лялиян,myned heibio
923,vergehen::V,лялиян,pasio
924,erscheinen::V,буккан,ymddangos
925,erscheinen::V,загьир хьун,ymddangos
926,verschwinden::V,бат хьун,diflannu
927,verschwinden::V,акъа хьун,diflannu
928,sinken::V,чахь учин,syrthio
929,abnehmen::V,чан хьун,lleihau
930,abnehmen::V,ссуссукьу хьун,lleihau
931,zunehmen::V,гьарза хьун,cynyddu
932,steigen::V,гьаз хьун,codi
933,wachsen::V,ххяххан,tyfu
934,glänzen::V,цӏай буккан,disgleirio
935,funkeln::V,цӏай-цӏай тӏун,pefrio
936,lärmen::V,чӏу буллан,cadw sŵn
937,lärmen::V,чӏу буллан,gwneud twrw
938,lärmen::V,аьлагъужа буллан,cadw sŵn
939,lärmen::V,аьлагъужа буллан,gwneud twrw
940,läuten::V,занг ришлан,canu
941,läuten::V,занг дуллан,canu
942,klingeln::V,занг ришлан,canu
943,klingeln::V,занг ришлан,seinio
944,klingeln::V,занг дуллан,canu
945,klingeln::V,занг дуллан,seinio
946,brausen::V,никъащилан,rhuo
947,rauschen::V,щурщур тӏун,siffrwd
948,rauschen::V,щурщур тӏун,chwithrwd
949,klingen::V,чӏу буклан,seinio
950,bellen::V,хӏап тӏун,cyfarth
951,blasen::V,уф тӏун,chwythu
952,pfeifen::V,щютӏа тӏун,chwibanu
953,schreien::V,чӏу бан,gweiddi
954,schreien::V,чӏу бан,bloeddio
955,stöhnen::V,угь-къак тӏун,griddfan
956,zittern::V,зурзу чин,crynu
957,zittern::V,зурзу тӏун,crynu
958,leben::V,ялапар хъанан,byw
959,geboren werden::V,ан,cael eich geni
960,atmen::V,ссихӏ ласлан,anadlu
961,atmen::V,ссихӏ бигьлан,anadlu
962,trinken::V,хӏачӏан,yfed
963,trinken::V,хӏачӏлан,yfed
964,essen::V,канан,bwyta
965,schlucken::V,кьюлтӏа тӏун,llyncu
966,müde werden::V,аьхчӏин,blino
967,einschlafen::V,шанан икӏан,mynd i gysgu
968,einschlafen::V,шанан икӏан,syrthio i gysgu
969,schlafen::V,шанан,huno
970,schlafen::V,шанан,cysgu
971,aufwachen::V,чантӏ учин,dihuno
972,aufstehen::V,бизан,codi
973,sich erholen::V,бигьалаган,ymlacio
974,sich erholen::V,бигьалаган,dadflino
975,krank werden::V,къашай хьун,mynd yn sâl
976,krank werden::V,къашай хьун,mynd yn wael
977,krank sein::V,къашай хъанан,gwaelu
978,krank sein::V,къашавай икӏан,gwaelu
979,schmerzen::V,цӏун,brifo
980,husten::V,хъугьу чин,pesychu
981,husten::V,хъугьу тӏун,pesychu
982,genesen::V,хъин хьун,gwella
983,genesen::V,хъин хьун,cael yn ôl
984,genesen::V,сагъ лаган,gwella
985,genesen::V,сагъ лаган,cael yn ôl
986,sterben::V,ивчӏан,marw
987,umkommen::V,лиллан,trengi
988,umkommen::V,литӏлан,trengi
989,umkommen::V,ажал биян,trengi
990,umkommen::V,личӏи хьун,trengi
991,umkommen::V,иакьлу хьун,trengi
992,umkommen::V,ахир жан хъанан,trengi
993,umkommen::V,рухӏирачӏа икӏан,trengi
994,sich bewegen::V,сукку хьун,symud
995,sich rühren::V,сукку хьун,syflyd
996,sich erheben::V,бизан,codi
997,sich setzen::V,щяикӏан,eistedd
998,sich setzen::V,щябикӏан,eistedd
999,hinfallen::V,багьан,cwympo
1000,laufen::V,занан,cerdded
1001,schreiten::V,ша ласлан,camu
1002,spazierengehen::V,сайр буллан,mynd am dro
1003,eilen::V,анавар буккан,rhuthro
1004,sich beeilen::V,анавар буккан,brysio
1005,sausen::V,никъа щилан,rhuthro
1006,sausen::V,никъа щун,rhuthro
1007,rennen::V,лечлан,rhedeg
1008,springen::V,тӏанкӏ дан,llamu
1009,springen::V,тӏанкӏ дан,neidio
1010,klettern::V,лахълан,dringo
1011,schaukeln::V,гьайжак бигьлан,siglo
1012,kriechen::V,ххярк тӏун,cropian
1013,schwimmen::V,гьузун,nofio
1014,tauchen::V,лултту уккан,plymio
1015,tauchen::V,лултту уккан,ymsuddo
1016,rudern::V,бяхлан,rhwyfo
1017,rudern::V,батӏлан,rhwyfo
1018,rudern::V,ххялаххи дуклан,rhwyfo
1019,fahren::V,гьан,gyrru
1020,fahren::V,гьан,dreifio
1021,fliegen::V,лехлан,hedfan
1022,gehen::V,нан,mynd
1023,weggehen::V,ялагьан,mynd
1024,weggehen::V,ялагьан,ymadael
1025,abfahren::V,гьан,ymadael
1026,anhalten::V,бацӏан,stopio
1027,hineingehen::V,буххан,mynd i mewn
1028,eintreten::V,буххан,mynd i
1029,kommen::V,учӏан,dod
1030,ankommen::V,биян,cyrraedd
1031,ankommen::V,бучӏан,cyrraedd
1032,zurückkommen::V,зана хъун,dychwelyd
1033,zurückkommen::V,зана бикӏан,dychwelyd
1034,bleiben::V,личӏан,aros
1035,bleiben::V,личӏан,sefyll
1036,warten::V,ялугьлан,aros
1037,warten::V,ялугьлан,disgwyl
1038,erwarten::V,ялугьлан,disgwyl
1039,suchen::V,луглан,chwilio am
1040,finden::V,лякъин,darganfod
1041,versuchen::V,ххал буллан,profi
1042,versuchen::V,ххал буллан,ceisio
1043,vorbereiten::V,хӏадур бан,paratoi
1044,lieben::V,эшкьи хьуиу бикӏан,caru
1045,mögen::V,ххиран бикӏан,hoffi
1046,lachen::V,хъян,chwerthin
1047,weinen::V,аьтӏун,wylo
1048,weinen::V,аьтӏун,llefain
1049,schimpfen::V,дяъван,grwgnach
1050,schimpfen::V,ссугайи агьан,grwgnach
1051,sich ärgern::V,ссибизлан,gofidio
1052,sich fürchten::V,ингъауслан,ofni
1053,fürchten::V,хӏучӏ тӏун,arswydo
1054,fliehen::V,ака бан,ffoi
1055,flüchten::V,лихъан,dianc
1056,sehen::V,чӏалан,gweld
1057,anschauen::V,урган,syllu
1058,anschauen::V,урган,edrych
1059,ansehen::V,буруглан,gwylio
1060,hören::V,баллан,clywed
1061,zuhören::V,вичӏи дихьлан,gwrando
1062,probieren::V,тӏин ххал буллан,profi
1063,riechen::V,ссунтӏа тӏун,arogli
1064,fühlen::V,дакӏнил буслан,teimlo
1065,fühlen::V,дакӏнил буслан,clywed
1066,scheinen::V,ххан,ymddangos
1067,scheinen::V,бизан,ymddangos
1068,scheinen::V,ххан бикӏлай бикӏан,ymddangos
1069,vernehmen::V,баян,clywed sôn am
1070,frieren::V,лигьулул хъанан,bod yn oer
1071,tun::V,бан,gwneud
1072,können::V,хьун,gallu
1073,anfangen::V,дайдишин,dechrau
1074,beenden::V,къуртал бан,darfod
1075,beenden::V,къуртал бан,gorffen
1076,aufhören::V,кьабагьан,peidio
1077,gelingen::V,бюхъан,llwyddo
1078,öffnen::V,тӏитӏин,agor
1079,schließen::V,лакьин,cau
1080,stellen::V,дацӏан дан,gosod
1081,stellen::V,бишин,gosod
1082,setzen::V,щяитан,gosod
1083,legen::V,бишин,gosod
1084,berühren::V,ка щун,cyffwrdd
1085,verbinden::V,бахӏин,cysylltu
1086,verbinden::V,дахӏин,cysylltu
1087,bedecken::V,ялтту бущин,gorchuddio
1088,bedecken::V,ялтту бакьин,gorchuddio
1089,aufhängen::V,лахъан,crogi
1090,aufhängen::V,лахъан,hongian
1091,anzünden::V,лахъан,cynnau
1092,aufheben::V,гьаз бан,codi
1093,zurücklassen::V,кьаитан,gadael
1094,zurücklassen::V,битан,gadael
1095,verlieren::V,дакъа дан,colli
1096,fallen lassen::V,рутан,gollwng
1097,machen::V,дан,gwneud
1098,herstellen::V,яраг ишла бувиу бан,cynhyrchu
1099,bauen::V,дан,adeiladu
1100,reparieren::V,дакьин дан,trwsio
1101,reparieren::V,дакьин дан,atgyweirio
1102,verbessern::V,ххуй дан,diwygio
1103,ändern::V,баххана бан,altro
1104,graben::V,дуклан,palu
1105,graben::V,дуклан,cloddio
1106,beugen::V,лахӏан бан,plygu
1107,beugen::V,кьус бикӏан,plygu
1108,biegen::V,баччин,plygu
1109,biegen::V,лахӏан бан,plygu
1110,drehen::V,гьанан,troelli
1111,wenden::V,кӏура баен бан,troi
1112,umdrehen::V,кӏура баен бан,troi
1113,heben::V,гьаз бан,codi
1114,hochheben::V,гьаз бан,dyrchafu
1115,ergreifen::V,хъап дан,gafael
1116,ergreifen::V,хъап увиу угьан,gafael
1117,halten::V,бугьлан,dal
1118,drücken::V,кьюч бигьлан,pwyso
1119,drücken::V,кьюч бигьлан,gwasgu
1120,schieben::V,щун,gwthio
1121,lecken::V,ланцӏа тӏун,llyfu
1122,beißen::V,хъапа тӏун,cnoi
1123,beißen::V,хъапа тӏун,brathu
1124,beißen::V,кьацӏа тӏун,cnoi
1125,beißen::V,кьацӏа тӏун,brathu
1126,abreißen::V,буцан,tynnu ymaith
1127,abschneiden::V,бухъан,torri
1128,abschneiden::V,кьукьин,torri
1129,binden::V,бахӏин,clymu
1130,binden::V,дахӏин,clymu
1131,brechen::V,гъагъан,torri
1132,klopfen::V,кьутӏа тӏун,taro
1133,hauen::V,рищун,taro
1134,kleben::V,лачӏун буллан,gludio
1135,reiben::V,ссуку буллан,rhwbio
1136,streichen::V,дугъан,taenu
1137,streichen::V,аьгъу дан,taenu
1138,schneiden::V,духълан,torri
1139,schneiden::V,кьукьлан,torri
1140,schütteln::V,хъюлчу буллан,siglo
1141,schütteln::V,хъюлчу буллан,ysgwyd
1142,schwenken::V,палцӏ дуллан,siglo
1143,schütten::V,рутӏин,tywallt
1144,füllen::V,буцӏин бан,llenwi
1145,einwickeln::V,кай-кай бан,lapio
1146,tragen::V,ларсун занан,cludo
1147,tragen::V,ларсун ачин,cludo
1148,schleppen::V,ххилан,llusgo
1149,aufbewahren::V,ядан,cadw
1150,aufbewahren::V,ядуллан,cadw
1151,werfen::V,личин,taflu
1152,fangen::V,бугьан,dal
1153,fangen::V,бугьлан,dal
1154,verstecken::V,ладитан,celu
1155,verstecken::V,ладитан,cuddio
1156,verstecken::V,кьюлтӏ дан,celu
1157,verstecken::V,кьюлтӏ дан,cuddio
1158,verstecken::V,дахьлаган дан,celu
1159,verstecken::V,дахьлаган дан,cuddio
1160,teilen::V,бачӏин,rhannu
1161,teilen::V,бутӏа бан,rhannu
1162,schicken::V,тӏайла буккан,anfon
1163,bringen::V,диян дан,dod â
1164,hinzufügen::V,ххи бан,chwanegu
1165,bekommen::V,ласун,cael
1166,erhalten::V,ласун,derbyn
1167,nehmen::V,ласун,cymryd
1168,wählen::V,бувчӏин,dewis
1169,auswählen::V,бувчӏин,dethol
1170,auswählen::V,язи бугьан,dethol
1171,bewahren::V,ядан,cadw
1172,behindern::V,дайщишруду дуллан,atal
1173,behindern::V,дайщишруду дуллан,rhwystro
1174,verderben::V,зия дан,difetha
1175,beschädigen::V,зарал буллан,niweidio
1176,zerbrechen::V,гьагъан,torri
1177,zerbrechen::V,гьагъан бан,torri
1178,zerreißen::V,ххяхха дуккан,rhwygo
1179,zerstören::V,лекьан дан,dinistrio
1180,verbrennen::V,ччуччин,llosgi
1181,geben::V,дулун,rhoi
1182,reichen::V,дулун,estyn
1183,schenken::V,пишкаш дан,rhoddi
1184,schenken::V,багъишла дан,rhoddi
1185,schenken::V,ихӏсандалун дуллун,rhoddi
1186,versprechen::V,банна чин,addo
1187,loben::V,цӏа дан,canmol
1188,küssen::V,ппай тӏун,cusanu
1189,wiegen::V,гьуркку тӏун,siglo
1190,wiegen::V,гьуркку буллан,siglo
1191,wiegen::V,гьуркку бан,siglo
1192,wecken::V,чантӏ учин ан,deffro
1193,zeigen::V,ккаккан бан,dangos
1194,führen::V,буцин,arwain
1195,lehren::V,лахьхьин бан,dysgu
1196,lehren::V,лахьхьин буллан,dysgu
1197,unterrichten::V,дарс дишаван,hyfforddi
1198,aufziehen::V,хъуна ан,dod i fyny
1199,aufziehen::V,тарбия ан,dod i fyny
1200,leiten::V,каялувшиву дан,arwain
1201,einladen::V,хъамалу оьвчин,gwahodd
1202,vereinigen::V,ца бан,uno
1203,vereinigen::V,ца бан,cyfuno
1204,besuchen::V,ялун уххан,ymweld â
1205,treffen::V,хьуна бакьин,cwrdd
1206,treffen::V,хьуна бакьин,cyfarfod
1207,sich versammeln::V,батӏин,casglu
1208,sich versammeln::V,батӏин,cynnull
1209,spielen::V,тӏуркӏу тӏун,chwarae
1210,singen::V,балай тӏун,canu
1211,tanzen::V,къавтӏун,dawnsio
1212,sich trennen::V,ппив хьун,ymwahanu
1213,verlassen::V,увккун гьан,gadael
1214,retten::V,ххассал бан,achub
1215,bewachen::V,къарал бан,gwarchod
1216,schützen::V,ябан,noddi
1217,verteidigen::V,буруччин,amddiffyn
1218,sich schlagen::V,биян,ffraeo
1219,sich schlagen::V,биян,terfysgu
1220,schießen::V,битлан,saethu
1221,siegen::V,ххув хьун,ennill
1222,siegen::V,ххувшаву ласун,ennill
1223,ärgern::V,ссибизан уллан,cythruddo
1224,schlagen::V,рищун,curo
1225,stechen::V,кьутӏин,pigo
1226,stoßen::V,щун,gwthio
1227,stehlen::V,дацин,dwyn
1228,stehlen::V,дацин,lladrata
1229,stören::V,кьючин,aflonyddu
1230,belästigen::V,бизар уллан,trafferthu
1231,verbergen::V,лабитан,cuddio
1232,verbergen::V,кӏучӏ бан,cuddio
1233,täuschen::V,хъяврин ан,twyllo
1234,betrügen::V,аьикьин ан,hocedu
1235,töten::V,ивчӏан,lladd
1236,wohnen::V,оьрму бутлан,byw
1237,arbeiten::V,зун,gweithio
1238,sammeln::V,ттихӏин,casglu
1239,sammeln::V,вив дишин,casglu
1240,pflücken::V,риттун,casglu
1241,jagen::V,авли занан,hela
1242,fischen::V,чавахъру бугьлан,pysgota
1243,fassen::V,бугьан,dal
1244,hüten::V,урттуйн бакьлан,bugeilio
1245,treiben::V,дачин дуллан,gyrru
1246,treiben::V,лихъан буллан,gyrru
1247,anbinden::V,бахӏин,clymu
1248,füttern::V,канаки буллан,porthi
1249,melken::V,ттизин,godro
1250,hacken::V,мюрш буллан,torri
1251,hacken::V,мюрш бан,torri
1252,gießen::V,щин дишин,dyfrhau
1253,reifen::V,диян,aeddfedu
1254,zubereiten::V,хӏадур дан,coginio
1255,zubereiten::V,хӏадур бан,coginio
1256,kochen::V,шашан,berwi
1257,kochen::V,шашан дуллан,berwi
1258,backen::V,бишлан,pobi
1259,backen::V,бишлан,crasu
1260,backen::V,шахьлан,pobi
1261,backen::V,шахьлан,crasu
1262,braten::V,цӏарайх дуллан,ffrio
1263,umrühren::V,хӏала бан,cyffroi
1264,stricken::V,щащлан,gwau
1265,stricken::V,щащан,gwau
1266,nähen::V,дуруххан,gwnïo
1267,färben::V,ранг щун,lliwio
1268,reinigen::V,марцӏ бан,glanhau
1269,waschen::V,шюшин,golchi
1270,abwischen::V,лишин,sychu
1271,spülen::V,вилаган,streulio
1272,fegen::V,башин,ysgubo
1273,kehren::V,бахьлан,ysgubo
1274,baden::V,щинавун учӏлан,cael bath
1275,sich waschen::V,диссун,ymolchi
1276,sich waschen::V,лажин диссун,ymolchi
1277,sich waschen::V,лажин дислан,ymolchi
1278,sich waschen::V,биссун,ymolchi
1279,sich waschen::V,чурх бислан,ymolchi
1280,ausziehen::V,ликкан,tynnu
1281,anziehen::V,лаххан,gwisgo
1282,sich anziehen::V,янна лаххан,ymwisgo
1283,kämmen::V,ттарал дуккан,cribo
1284,schmücken::V,чӏюлу бан,harddu
1285,schmücken::V,чӏюлу бан,addurno
1286,sagen::V,учин,dweud
1287,sprechen::V,гъалгъа тӏун,llefaru
1288,reden::V,гъалгъа тӏун,siarad
1289,sich unterhalten::V,гъалгъа тӏун,sgwrsio
1290,fragen::V,цӏуххин,gofyn
1291,bitten::V,тавакъю буллан,gofyn am
1292,erzählen::V,хавар бусан,dweud
1293,mitteilen::V,баян бан,cyfleu
1294,mitteilen::V,хавар бан,cyfleu
1295,nennen::V,цӏа дизан,enwi
1296,rufen::V,оьвтӏун,galw
1297,prahlen::V,цӏа дуллан,brolio
1298,prahlen::V,цӏа дуллан,ymffrostio
1299,übersetzen::V,таржума бан,cyfieithu
1300,denken::V,пикри буллан,meddwl
1301,glauben::V,вих хьун,credu
1302,glauben::V,вих хьун,coelio
1303,bemerken::V,хӏисав хъун,sylwi
1304,erkennen::V,увчӏин,adnabod
1305,begreifen::V,бувчӏин,amgyffred
1306,lernen::V,лахьлан,dysgu
1307,lernen::V,лахьхьин,dysgu
1308,wissen::V,кӏулну бикӏан,gwybod
1309,wissen::V,хавар бикӏан,gwybod
1310,sich erinnern an::V,дакӏнин бутан,cofio
1311,vergessen::V,хъама битан,anghofio
1312,messen::V,дуцин дуллан,mesur
1313,messen::V,дуцин дан,mesur
1314,zählen::V,дуккин,cyfrif
1315,rechnen::V,хӏисав дан,cyfrifo
1316,lesen::V,ккалан,darllen
1317,malen::V,сурат дуллан,peintio
1318,zeichnen::V,сурат дуллан,tynnu
1319,schreiben::V,чичин,ysgrifennu
1320,schreiben::V,чичлан,ysgrifennu
1321,besitzen::V,дуну икӏан,meddu
1322,besitzen::V,дуну дикӏан,meddu
1323,besitzen::V,заллуну икӏан,meddu
1324,kaufen::V,машан ласун,prynu
1325,verkaufen::V,баххан,gwerthu
1326,bezahlen::V,арцу дулун,talu am
1327,bezahlen::V,багьа булун,talu am
1328,zahlen::V,арцу дулун,talu
1329,zahlen::V,багьа булун,talu
1330,beherrschen::V,дуну икӏан,rheoli
1331,beherrschen::V,дуну икӏан,llywodraethu
1332,beherrschen::V,заллуну икӏан,rheoli
1333,beherrschen::V,заллуну икӏан,llywodraethu
1334,ertragen::V,бухӏан,dioddef
1335,Leber::N,,iau
1336,Moor::N,,rhos
1337,Anhöhe::N,,bryn
1338,Bucht::N,,bae
1339,Barsch::N,,draenog
1340,Hecht::N,,penhwyad
1341,Laus::N,,lleuen
1342,Ruf::N,,galwad
1343,Platz::N,,lle
1344,Kante::N,,min
1345,Kante::N,,ymyl
1346,Größe::N,,maint
1347,Größe::N,,maintioli
1348,Menge::N,,swm
1349,Menge::N,,maint
1350,Figur::N,,ffigur
1351,Tasche::N,,cod
1352,Öl::N,,olew
1353,Schuh::N,,esgid
1354,Leine::N,,tennyn
1355,König::N,,brenin
1356,fein::A,,main
1357,auf einmal::ADV,,ar yr un pryd
1358,bald::ADV,,yn fuan
1359,bald::ADV,,gyda hyn
1360,einst::ADV,,gynt
1361,schon::ADV,,eisoes
1362,schon::ADV,,yn barod
1363,sie::PRN,,hwy
1364,siebzig::NUM,,saith deg
1365,siebzig::NUM,,deg a thrigain
1366,klirren::V,,tincian
1367,heulen::V,,udo
1368,heulen::V,,oernadu
1369,rühren::V,,cynhyrfu
1370,zu sehen sein::V,,dod i'r golwg
1371,wollen::V,,bod mewn angen
1372,geraten::V,,diweddu
1373,kratzen::V,,crafu
1374,stecken::V,,plannu
1375,schleifen::V,,hogi
1376,rütteln::V,,ysgytio
1377,ziehen::V,,tynnu
1378,packen::V,,cipio
1379,packen::V,,crafangu
1380,wünschen::V,,dymuno
1381,zudecken::V,,gorchuddio
1382,antreiben::V,,annog
1383,lassen::V,,gadael
1384,treten::V,,cicio
1385,verstehen::V,,deall
