,Concept_ID,ab,sl
725,hier::ADV,абра,tù
726,hier::ADV,абра,túkaj
727,hier::ADV,араҟа,tù
728,hier::ADV,араҟа,túkaj
729,hierhin::ADV,ара,sèmkaj
730,hierhin::ADV,араҟа,sèmkaj
731,von hier::ADV,арантә,od tú
732,dort::ADV,уа,tàm
733,dorthin::ADV,уахь,tjà
734,dorthin::ADV,анахь,tjà
735,geradeaus::ADV,ишиашоу,rávno napréj
736,vorwärts::ADV,ҕхьаҟа,napréj
737,rückwärts::ADV,шьҭахьла,zádaj
738,zurück::ADV,шьҭахьҟа,nazáj
739,unten::ADV,лбаа,dôli
740,unten::ADV,лбаа,spôdaj
741,hinab::ADV,алада,dôl
742,oben::ADV,хыхь,gôri
743,oben::ADV,хыхь,zgôraj
744,hinauf::ADV,аҩада,gôr
745,überall::ADV,зегьынцьара,povsód
746,nicht::ADV,-м,ne
747,ein wenig::ADV,ҕыҭк,málo
748,kaum::ADV,аарлаҳәа,kómaj
749,kaum::ADV,афергьҳәа,kómaj
750,sehr::ADV,даара,zeló
751,so::ADV,ас,takó
752,so::ADV,абас,takó
753,noch::ADV,макьана,še
754,nur::ADV,заҵәык,samó
755,schon::ADV,уажәшьҭа,žè
756,schon::ADV,аиҳа ипоу,žè
757,wieder::ADV,ҿыц,spét
758,wieder::ADV,дырҩегь,spét
759,wieder::ADV,дырҩегьых,spét
760,vergebens::ADV,баша,zamàn
761,vergebens::ADV,баша,zastónj
762,vor::PRP,аҕхьа,pred
763,hinter::PRP,нхыҵ,za
764,unter::PRP,амҵа,pod
765,unter::PRP,амҵан,pod
766,neben::PRP,ааигуара,kràj
767,neben::PRP,ааигуара,póleg
768,zwischen::PRP,абжьара,med
769,zwischen::PRP,абжьара,izmed
770,wegen::PRP,-иззы,zarádi
771,wegen::PRP,-ҟнытә,zarádi
772,dies::PRN,ари,tó
773,dies::PRN,абри,tó
774,das::PRN,Абни,tó
775,das::PRN,убри,tó
776,alles::PRN,зегьы,vsè
777,ich::PRN,са,jàz
778,ich::PRN,сара,jàz
779,du::PRN,бара,tí
780,er::PRN,иара,òn
781,wir::PRN,ҳара,mí
782,ihr::PRN,шәара,ví
783,sie::PRN,дара,ôni
784,wer::FPRN,дарбан,kdó
785,wo::FADV,иабыкуу,kjé
786,wo::FADV,аба-,kjé
787,wo::FADV,ахь-,kjé
788,wohin::FADV,иабыкуу,kám
789,wohin::FADV,аба-,kám
790,wohin::FADV,ахь-,kám
791,wie::FADV,-шҕа,kakó
792,warum::FADV,избан,zakáj
793,wieviel::FNUM,заҟа,kóliko
794,eins::NUM,акы,êden
795,eins::NUM,аӡәы,êden
796,zwei::NUM,ҩба,dvá
797,drei::NUM,хҕа,trí
798,vier::NUM,ҕшьба,štíri
799,fünf::NUM,хəба,pét
800,sechs::NUM,фба,šést
801,sieben::NUM,Бжьба,sédem
802,acht::NUM,ааба,ósem
803,neun::NUM,жәба,devét
804,zehn::NUM,жәаба,desét
805,elf::NUM,жәеизатәи,enájst
806,zwölf::NUM,жәаҩа,dvánajst
807,zwanzig::NUM,ҩажәа,dvájset
808,dreißig::NUM,ҩажәижәабатәи,trídeset
809,vierzig::NUM,ҩынҩажәа,štírideset
810,fünfzig::NUM,ҩынҩажәеижәаба,pétdeset
811,sechzig::NUM,хынҩажәа,šéstdeset
812,siebzig::NUM,хынҩажәижәаба,sédemdeset
813,achtzig::NUM,ҕшьынҩажәа,ósemdeset
814,neunzig::NUM,ҕшьынҩажәижәаба,devétdeset
815,hundert::NUM,шәкы,stó
816,tausend::NUM,зқьы,tísoč
817,und::CNJ,-и,in
818,oder::CNJ,ма,áli
819,stehen::V,агылазаара,státi
820,sitzen::V,атəара,sedéti
821,sitzen::V,атəа(заа)ра,sedéti
822,liegen::V,аиара,ležáti
823,hängen::V,акнаҳара,viséti
824,werden::V,аҟалара,postáti
825,passieren::V,аҟалара,zgodíti se
826,beginnen::V,алагара,začéti se
827,enden::V,алгара,končáti se
828,wechseln::V,аҽыҧсахра,ménjati se
829,aufgehen[Sonne]::V,агылара,vzíti
830,aufgehen[Sonne]::V,ахашлара,vzíti
831,aufgehen[Sonne]::V,аҩаҵхахара,vzíti
832,untergehen[Sonne]::V,аҭашəара,zaíti
833,scheinen[Sonne]::V,акаҧхара,sijáti
834,donnern::V,адыдра,grméti
835,wehen::V,асра,píhati
836,strömen::V,акаҭəара,líti
837,fließen::V,ацара,têči
838,sich drehen::V,ахагьежьра,vrtéti se
839,schwanken::V,аҵысра,kolébati
840,schwingen::V,ахызазара,níhati
841,schwingen::V,акьаандара,níhati
842,fallen::V,акаҳара,pádati
843,brennen::V,абылра,goréti
844,rauchen::V,ахылҵра,kadíti se
845,regnen::V,аура,deževáti
846,gefrieren::V,аҵаара,zmŕzniti
847,tauen::V,аӡҭра,tájati
848,schmelzen::V,ақəӡыҭра,kopnéti
849,schmelzen::V,аҭəара,kopnéti
850,trocknen::V,абара,sušíti se
851,sieden::V,ашра,kipéti
852,faulen::V,абаара,gníti
853,verfaulen::V,абаара,zgníti
854,verfaulen::V,аилашра,zgníti
855,reißen::V,аҧжəара,tŕgati se
856,versinken::V,аӡааҟəрылара,pogrézniti se
857,vergehen::V,ацара,miníti
858,erscheinen::V,ацəырҵра,pojáviti se
859,verschwinden::V,аҵашəкəара,izgíniti
860,sinken::V,атəара,péšati
861,sinken::V,алаҟəра,péšati
862,abnehmen::V,ацӡаара,pojémati
863,abnehmen::V,аиҵалара,pojémati
864,zunehmen::V,аҽырҭбаара,véčati se
865,zunehmen::V,аҽырҭбаара,množíti se
866,zunehmen::V,аиҵыҵра,véčati se
867,zunehmen::V,аиҵыҵра,množíti se
868,zunehmen::V,арацəахара,véčati se
869,zunehmen::V,арацəахара,množíti se
870,steigen::V,азҳара,dvígati se
871,steigen::V,ашьҭыҵра,dvígati se
872,steigen::V,адухара,dvígati se
873,steigen::V,ацлара,dvígati se
874,wachsen::V,азҳара,rásti
875,glänzen::V,ацыр-цырра,sijáti
876,glänzen::V,ацыҩ-цыҩра,sijáti
877,glänzen::V,аказказра,sijáti
878,funkeln::V,ашап-шапра,ískriti se
879,funkeln::V,ацым-цымра,ískriti se
880,lärmen::V,ашьҭыбжьгара,ropotáti
881,lärmen::V,ашьҭыбжьгара,razgrájati
882,lärmen::V,аҕьҕьаҳәа аилалара,ropotáti
883,lärmen::V,аҕьҕьаҳәа аилалара,razgrájati
884,läuten::V,аҵəҵəасра,zvoníti
885,klingeln::V,аҵəҵəасра,zvončkljáti
886,klirren::V,ахьархьарра,žvenketáti
887,klirren::V,архьархьарра,žvenketáti
888,brausen::V,аилаҽҽара,šuméti
889,brausen::V,еилашуера,šuméti
890,klingen::V,агара,zvenéti
891,klingen::V,ашьҭыбжь гара,zvenéti
892,bellen::V,ашра,lájati
893,heulen::V,ауура,zavíjati
894,blasen::V,аҭəҳəара,píhniti
895,pfeifen::V,ашəшəра,pískati
896,pfeifen::V,ашəшəра,žvížgati
897,schreien::V,аҳəҳəара,kričáti
898,schreien::V,ахəаара,kričáti
899,schreien::V,аҟаара,kričáti
900,stöhnen::V,ақьра,stókati
901,zittern::V,аҵыс-ҵысра,drgetáti
902,leben::V,аҟазаара,živéti
903,geboren werden::V,Аира,rodíti se
904,atmen::V,аҕсыҕ лагаҩагара,díhati
905,trinken::V,ажəра,píti
906,essen::V,акрыфара,jésti
907,schlucken::V,албаадара,požírati
908,müde werden::V,ааҕсара,péšati
909,müde werden::V,ааҕсара,utrúditi se
910,einschlafen::V,ацəара,zaspáti
911,schlafen::V,ацəазаара,spáti
912,aufwachen::V,аҿыхара,zbudíti se
913,aufstehen::V,Агəылҵра,vstáti
914,sich erholen::V,аҧсшьара,oddahníti se
915,krank werden::V,ачмазаҩхара,oboléti
916,krank sein::V,аҳəарҧсарра,bíti bolán
917,schmerzen::V,ахьра,boléti
918,husten::V,аимҳәара,kášljati
919,genesen::V,абзиахара,okrévati
920,genesen::V,аӷəӷəахара,okrévati
921,sterben::V,аҧсра,umréti
922,umkommen::V,аҭахара,pogíniti
923,sich bewegen::V,аиҭаҵра,zganíti se
924,sich rühren::V,ақəацара,premakníti se
925,sich erheben::V,аҩагылара,vstájati
926,sich erheben::V,аҩагылара,vzdígniti se
927,sich setzen::V,атəара,sésti
928,hinfallen::V,акаҳара,pásti dôl
929,laufen::V,аныҟəара,hodíti
930,schreiten::V,ашьаҿа еихгара,stópati
931,spazierengehen::V,анеи-ааира,na sprehòd íti
932,eilen::V,аццакра,drvéti
933,sich beeilen::V,аццакра,hitéti
934,sausen::V,аҧырра,dírkati
935,sausen::V,иҭрысны,dírkati
936,sausen::V,ишьҭҟьаны ацара,dírkati
937,rennen::V,аҩра,dírjati
938,springen::V,аҧара,skákati
939,klettern::V,ақəлара,plézati
940,schaukeln::V,аҟəараҟəанҽара,kolébati
941,kriechen::V,аҳəазара,pláziti se
942,schwimmen::V,аӡсара,plávati
943,tauchen::V,ахəӡааҵəира,potápljati se
944,rudern::V,аҵшьра,vesláti
945,fahren::V,акала,vozíti se
946,fahren::V,акала,peljáti se
947,fliegen::V,аҧырра,létati
948,gehen::V,аиҭаҵра,íti
949,weggehen::V,ацара,odíti
950,abfahren::V,адəықəлара,odpeljáti se
951,abfahren::V,ацара,odpeljáti se
952,anhalten::V,ааныргылара,ustáviti se
953,hineingehen::V,аҭалара,íti nóter
954,eintreten::V,аҩналара,vstopíti
955,kommen::V,аара,príti
956,kommen::V,ааира,príti
957,ankommen::V,ааира,prispéti
958,ankommen::V,ааира,prihájati
959,ankommen::V,аара,prispéti
960,ankommen::V,аара,prihájati
961,ankommen::V,анеира,prispéti
962,ankommen::V,анеира,prihájati
963,zurückkommen::V,азыхынҳəра,vrníti se
964,bleiben::V,аанхара,ostáti
965,bleiben::V,анхара,ostáti
966,bleiben::V,аангылара,ostáti
967,warten::V,азҧшзаара,čákati
968,erwarten::V,азҧшра,pričakováti
969,suchen::V,ашьҭазаара,iskáti
970,finden::V,аҧшаара,nájti
971,versuchen::V,аҽазкра,poskúšati
972,vorbereiten::V,армазеира,pripráviti
973,lieben::V,абзиабара,ljubíti
974,mögen::V,агəаҧхара,márati
975,lachen::V,аччара,smejáti se
976,rühren::V,арҵəуара,ganíti
977,weinen::V,аҵəуара,jókati
978,weinen::V,аҵəуара,plákati
979,schimpfen::V,ацəҳара,psováti
980,schimpfen::V,ацəҳара,zmérjati
981,sich ärgern::V,агəаара,jezíti se
982,sich fürchten::V,аӡыӡара,báti se
983,fürchten::V,ацəшəара,báti se
984,fliehen::V,абналара,bežáti
985,fliehen::V,ацəцара,bežáti
986,flüchten::V,абналара,pobégniti
987,flüchten::V,ацəцара,pobégniti
988,sehen::V,абара,vídeti
989,anschauen::V,ахəаҧшра,oglédati
990,ansehen::V,ахəаҧшра,glédati
991,hören::V,аҳара,slíšati
992,zuhören::V,азыӡырҩра,poslúšati
993,probieren::V,аҧышəара,poskúšati
994,riechen::V,афыҩра,dúhati
995,fühlen::V,анырра,čutíti
996,fühlen::V,ацәакырра,čutíti
997,scheinen::V,шәа,zdéti se
998,scheinen::V,аацәырҵа,zdéti se
999,vernehmen::V,аҳара,čúti
1000,frieren::V,ашəра,zébsti
1001,frieren::V,аҵаара,zébsti
1002,tun::V,аҟаҵара,délati
1003,können::V,алшара,môči
1004,wollen::V,аҭахра,hotéti
1005,anfangen::V,алагара,začéti
1006,beenden::V,алгара,dokončáti
1007,aufhören::V,аҟəыҵра,prenéhati
1008,gelingen::V,аура,uspéti
1009,gelingen::V,аура,posréčiti se
1010,gelingen::V,аманшəалахара,uspéti
1011,gelingen::V,аманшəалахара,posréčiti se
1012,gelingen::V,алҵра,uspéti
1013,gelingen::V,алҵра,posréčiti se
1014,geraten::V,нзаарын,obnêsti se
1015,öffnen::V,аартра,odpréti
1016,schließen::V,аркра,zapréti
1017,stellen::V,аргылара,postáviti
1018,setzen::V,артəара,posadíti
1019,legen::V,ақəҵара,položíti
1020,berühren::V,акьысра,dotíkati se
1021,berühren::V,алакьысра,dotíkati se
1022,verbinden::V,аҿаҳəара,obvézati
1023,bedecken::V,ақəршəра,pokríti
1024,aufhängen::V,акнаҳара,obésiti
1025,anzünden::V,аркра,zažgáti
1026,aufheben::V,ашьҭыхра,vzdígniti
1027,zurücklassen::V,аныжьра,zapustíti
1028,verlieren::V,ацəыӡра,izgubíti
1029,fallen lassen::V,ацəкаҳара,navréči
1030,machen::V,ачаҧара,naredíti
1031,machen::V,ачаҧара,napráviti
1032,herstellen::V,аиҵдара,izdélati
1033,bauen::V,аргылара,gradíti
1034,reparieren::V,арҽеира,popráviti
1035,verbessern::V,аиҕьтəра,izbóljšati
1036,ändern::V,аҧсахра,spremeníti
1037,graben::V,ажра,kopáti
1038,graben::V,ажра,grêbsti
1039,beugen::V,арҟəра,upogníti
1040,beugen::V,архəара,upogníti
1041,biegen::V,арҟəра,zavíjati
1042,biegen::V,архəара,zavíjati
1043,drehen::V,аргьежьра,vrtéti
1044,umdrehen::V,аарҳәра,zasúkati
1045,heben::V,аҩахара,dvígati
1046,heben::V,араҳара,dvígati
1047,hochheben::V,ахагалара,privzdígniti
1048,hochheben::V,ашьҭҳəара,privzdígniti
1049,halten::V,акра,držáti
1050,drücken::V,ақəрӷəӷəара,tiščáti
1051,schieben::V,аҵгəара,ríniti
1052,schieben::V,агəара,ríniti
1053,kratzen::V,ацəҟьара,práskati
1054,lecken::V,арбзара,lízati
1055,beißen::V,ацҳара,grísti
1056,abreißen::V,амжəара,odtŕgati
1057,abschneiden::V,ахҵəара,odrézati
1058,abschneiden::V,аҿахҵəара,odrézati
1059,binden::V,аҿаҳəара,vézati
1060,stecken::V,алаҵара,vtakníti
1061,brechen::V,аҧҵəара,lomíti
1062,klopfen::V,асра,tólči
1063,hauen::V,ақəкшара,séči
1064,kleben::V,аҷабра,lépiti
1065,reiben::V,арҟəыҷра,tréti
1066,reiben::V,арҟəыҷра,dŕgniti
1067,streichen::V,ахьшьра,namázati
1068,schleifen::V,ахра,brúsiti
1069,schneiden::V,аҧҟара,rézati
1070,rütteln::V,арҵысра,strésti
1071,schütteln::V,аршəшəара,majáti
1072,schwenken::V,аҟьара,obrníti
1073,schütten::V,аҭаҭəара,sípati
1074,füllen::V,арҭəра,napolníti
1075,einwickeln::V,алаҳəара,zavíti
1076,tragen::V,аҩагара,nêsti
1077,schleppen::V,арҳəазара,vláčiti
1078,ziehen::V,ахара,vléči
1079,aufbewahren::V,аҵəахра,shranjeváti
1080,werfen::V,аршəра,lúčati
1081,fangen::V,акра,ujéti
1082,packen::V,анкра,prijéti
1083,packen::V,аҵкаара,prijéti
1084,verstecken::V,аҵəахра,skríti
1085,teilen::V,ашара,razdelíti
1086,schicken::V,ашьҭра,pošíljati
1087,bringen::V,аагара,prinêsti
1088,hinzufügen::V,ацҵара,pristáviti
1089,bekommen::V,аҧшаара,dobíti
1090,bekommen::V,архиара,dobíti
1091,bekommen::V,аура,dobíti
1092,erhalten::V,аиура,prejéti
1093,nehmen::V,агара,vzéti
1094,wählen::V,алҧшаара,izbírati
1095,auswählen::V,алхра,izbráti
1096,behindern::V,аҧырхагахара,ovírati
1097,verderben::V,алгара,pokváriti
1098,verderben::V,абжьыхра,pokváriti
1099,verderben::V,аҧхасҭатəра,pokváriti
1100,beschädigen::V,аҧхасҭатəра,poškodováti
1101,zerbrechen::V,аҧҽра,razlomíti
1102,zerreißen::V,аҧжəара,raztŕgati
1103,zerstören::V,аилаҧыххаара,razrúšiti
1104,verbrennen::V,абылра,sežgáti
1105,geben::V,аҭара,dáti
1106,reichen::V,аҭара,séči
1107,reichen::V,аҭара,molíti
1108,schenken::V,аҩгара,podáriti
1109,versprechen::V,ақəргəыӷра,obljubíti
1110,loben::V,арҽхəара,hváliti
1111,küssen::V,агəӡра,poljubováti
1112,zudecken::V,аҵахҩара,pokríti
1113,zudecken::V,ақəршəра,pokríti
1114,wecken::V,арҿыхара,zbudíti
1115,zeigen::V,арбара,pokázati
1116,führen::V,аныҟəгара,vêsti
1117,lehren::V,арҵара,učíti
1118,unterrichten::V,арҧхьара,poučeváti
1119,aufziehen::V,ааӡара,vzgojíti
1120,leiten::V,ахагылазаара,uprávljati
1121,antreiben::V,арццакра,goníti
1122,lassen::V,арҟаҵара,povzročíti
1123,einladen::V,ааҕхьара,povábiti
1124,einladen::V,анаҧхьара,povábiti
1125,vereinigen::V,аилаҵара,zdrúžiti
1126,besuchen::V,абара,obiskáti
1127,treffen::V,аҧылара,pogodíti
1128,sich versammeln::V,аизара,zbráti se
1129,spielen::V,ахəмарра,igráti se
1130,singen::V,ашəаҳəара,péti
1131,tanzen::V,акəашара,plésati
1132,sich trennen::V,аилыҵра,ločíti se
1133,verlassen::V,акажьра,zapustíti
1134,retten::V,Аиқəрхара,réšiti
1135,bewachen::V,ахьчара,strážiti
1136,schützen::V,ацəыхьчара,sčítiti
1137,verteidigen::V,ахьчара,braníti
1138,sich schlagen::V,аисра,têpsti se
1139,schießen::V,ахысра,stréljati
1140,siegen::V,аиааира,zmágati
1141,ärgern::V,аргəаара,jezíti
1142,ärgern::V,аргəаара,razbúriti
1143,schlagen::V,асра,têpsti
1144,schlagen::V,асра,udáriti
1145,schlagen::V,аҭасра,têpsti
1146,schlagen::V,аҭасра,udáriti
1147,stechen::V,алакшара,ubôsti
1148,stoßen::V,агəҭасра,peháti
1149,stoßen::V,агəҭасра,drégniti
1150,stehlen::V,аӡара,ukrásti
1151,stehlen::V,аӡара,pokrásti
1152,stören::V,аҧырхагахара,motíti
1153,belästigen::V,аргəамҵра,nadlegováti
1154,verbergen::V,аӡара,skríti
1155,täuschen::V,ажьара,slepíti
1156,betrügen::V,ажьара,várati
1157,betrügen::V,ажьара,ogoljufáti
1158,töten::V,ашьра,ubíti
1159,wohnen::V,анхара,prebívati
1160,arbeiten::V,аусура,délati
1161,sammeln::V,аҟəшəара,zbráti
1162,pflücken::V,аҿыршəара,obráti
1163,pflücken::V,аҿыхра,obráti
1164,jagen::V,ашəарыцара,lovíti
1165,fischen::V,аҧсыӡ икуеит,ribáriti
1166,fassen::V,акра,zajéti
1167,hüten::V,арҳəра,pásti
1168,hüten::V,ахьчара,pásti
1169,treiben::V,акацара,pogánjati
1170,anbinden::V,адҳəалара,privézati
1171,füttern::V,акырҿаҵара,kŕmiti
1172,melken::V,ахьара,mólsti
1173,hacken::V,аҟəаҟəара,sékati
1174,gießen::V,аҵаҭəара,ulíti
1175,reifen::V,ашəра,zoréti
1176,reifen::V,аҟалара,zoréti
1177,zubereiten::V,ацура,pripráviti
1178,kochen::V,ажəра,kúhati
1179,backen::V,аӡра,cvréti
1180,braten::V,аӡра,pêči
1181,umrühren::V,аилрыхра,preméšati
1182,stricken::V,аҧара,plêsti
1183,nähen::V,аӡахра,šívati
1184,färben::V,ашəра,bárvati
1185,reinigen::V,арыцқьара,očístiti
1186,waschen::V,аӡәӡәара,opráti
1187,abwischen::V,арбара,obrísati
1188,spülen::V,аҭыршара,splakováti
1189,fegen::V,аҧссара,pométati
1190,baden::V,аҽыкəабара,kópati se
1191,sich waschen::V,аҽыӡəӡəара,umíti se
1192,ausziehen::V,ашəыхра,izvléči
1193,anziehen::V,ашəҵара,obléči
1194,sich anziehen::V,аҽеилаҳəара,obléči se
1195,kämmen::V,аҳəара,česáti
1196,schmücken::V,арҧшӡара,okrasíti
1197,sagen::V,аҳəара,dejáti
1198,sprechen::V,ацəажəара,govoríti
1199,reden::V,ацəажəара,rêči
1200,reden::V,аицәажәара,rêči
1201,sich unterhalten::V,аицәажәара,razgovárjati se
1202,fragen::V,азҵаара,vprášati
1203,bitten::V,аҳəара,prosíti
1204,erzählen::V,аҳəара,práviti
1205,mitteilen::V,азыцҳара,naznániti
1206,nennen::V,ахьӡҵара,imenováti
1207,rufen::V,азҿыҭра,klícati
1208,prahlen::V,аҽхəара,baháti se
1209,übersetzen::V,аиҭагара,prevêsti
1210,denken::V,азхəыцра,mísliti
1211,glauben::V,ахаҵара,verjéti
1212,bemerken::V,агəаҭара,opáziti
1213,erkennen::V,адырра,spoznáti
1214,begreifen::V,аилкаара,pôjmiti
1215,verstehen::V,аҳара,razuméti
1216,lernen::V,аҵара,učíti se
1217,wissen::V,адырра,znáti
1218,wissen::V,адырра,védeti
1219,sich erinnern an::V,агəаларшəара,spómniti se
1220,vergessen::V,ахашҭра,pozábiti
1221,messen::V,ашəара,mériti
1222,zählen::V,аҧхьаӡара,štéti
1223,rechnen::V,аҳасабра,račúnati
1224,lesen::V,аҧхьара,bráti
1225,lesen::V,аҧхьара,čítati
1226,besitzen::V,амазаара,iméti
1227,kaufen::V,Аахəара,kupíti
1228,verkaufen::V,аҭира,prodáti
1229,bezahlen::V,ахҭынҵара,pláčati
1230,bezahlen::V,ашəара,pláčati
1231,zahlen::V,ашəара,plačeváti
1232,ertragen::V,ачҳара,prenêsti
1233,Moor::N,,bárje
1234,Kralle::N,,krémpelj
1235,Schwarm::N,,játa
1236,Sache::N,,réč
1237,Sache::N,,stvár
1238,Menge::N,,količína
1239,Essen::N,,hrána
1240,Geschäft::N,,kupčíja
1241,Monat::N,,mésec
1242,Jahr::N,,léto
1243,dünn::A,,tánek
1244,roh::A,,suròv
1245,durch::PRP,,skózi
1246,was::FPRN,,káj
1247,rauschen::V,,šuštéti
1248,rauschen::V,,šelestéti
1249,zu sehen sein::V,,vídeti se
1250,wenden::V,,obrníti
1251,ergreifen::V,,zgrábiti
1252,bewahren::V,,ohraníti
1253,wünschen::V,,vóščiti
1254,wiegen::V,,zíbati
1255,treten::V,,teptáti
1256,kehren::V,,mésti
1257,malen::V,,slíkati
1258,zeichnen::V,,rísati
1259,schreiben::V,,písati
1260,beherrschen::V,,obvládati
