,Concept_ID,os,mrj
64,Stern::N,стъалы,шӹдӹр
65,Luft::N,уӕлдӕф,юж
66,Luft::N,уӕлдӕф,воздух
67,Wind::N,дымгӕ,мардеж
68,Welle::N,уылӕн,ко
69,Welle::N,уылӕн,коэ
70,Wasser::N,дон,вӹд
71,Stein::N,дур,кӱ
72,Boden::N,зӕхх,рок
73,Erde::N,сыджыт,свет
74,Staub::N,рыг,пырак
75,Rauch::N,фӕздӕг,шӹкш
76,Funke::N,цӕхӕр,ип
77,Funke::N,цӕхӕр,тылип
78,Feuer::N,зынг,тыл
79,Licht::N,рухс,соты
80,Licht::N,рухс,валгыды
81,Schatten::N,аууон,ӹмӹл
82,Wetter::N,боныхъӕд,игечӹ
83,Nebel::N,мигъ,тӹтӹрӓ
84,Wolke::N,ӕврагъ,пӹл
85,Regen::N,уарын,юр
86,Schnee::N,мит,лым
87,Eis::N,их,и
88,Frost::N,ихæн,ӱштӹ
89,Kälte::N,уазал,ӱштӹ
90,Hitze::N,ӕнтӕф,шокшы
91,Raureif::N,халас,пöрш
92,Regenbogen::N,арвырон,шанавӹл
93,Regenbogen::N,арвырдын,шанавӹл
94,Donner::N,æрвнæрын,хӹдӹртӹш
95,Strömung::N,цыд,йогы
96,Tropfen::N,æртах,капльы
97,Tropfen::N,æртах,капльык
98,Schaum::N,фынк,шонг
99,Schmutz::N,цъыф,лявӹрӓ
100,See::N,цад,йӓр
101,Sumpf::N,цъыфдзаст,лӱкӹ
102,Moor::N,цъыфдзаст,куп
103,Wiese::N,уыгӕрдӕн,алык
104,Wald::N,хъӕд,шӹргӹ
105,Hügel::N,обау,пӱгӹрикӓ
106,Hügel::N,къуыбыр,пӱгӹрикӓ
107,Anhöhe::N,уæлвæз,кӱкшикӓ
108,Anhöhe::N,уæлхох,кӱкшикӓ
109,Berg::N,хох,кырык
110,Gipfel::N,цъупп,неркӓ
111,Höhle::N,лӕгӕт,ы́раж
112,Abhang::N,къул,полом
113,Quelle::N,суадон,вӹдсӹнзӓ
114,Bach::N,мӕсчъыдон,ӓнгӹр
115,Fluss::N,дон,вӹд
116,Fluss::N,цӕугӕдон,вӹд
117,Ufer::N,был,сир
118,Küste::N,донбыл,сир
119,Festland::N,сурзæхх,мӱлӓндӹ
120,Meer::N,денджыз,тангыж
121,Bucht::N,донбакæлæн,вӹдъял
122,Insel::N,сакъадах,острок
123,Blume::N,дидинӕг,пеледӹш
124,Gras::N,кӕрдӕг,шуды
125,Wurzel::N,уидаг,важ
126,Baum::N,бӕлас,пушӓнгӹ
127,Stamm::N,хӕтӕл,пушӓнгӹ тӹнг
128,Rinde::N,цъар,каргыж
129,Ast::N,арх,укш
130,Zweig::N,къалиу,укш
131,Blatt::N,сыф,листӹ
132,Birke::N,бæрз,куги
133,Kiefer[Baum]::N,нӕзы,йӓктӹ
134,Weide[Baum]::N,хӕрис,уа
135,Tanne::N,наз,кож
136,Horn::N,сыкъа,шур
137,Feder::N,сис,пын
138,Fell::N,царм,кавашты
139,Flügel::N,базыр,шылдыр
140,Klaue::N,ных,кӹч
141,Kralle::N,дзӕмбы,лапа
142,Schwanz::N,къӕдзил,пач
143,Ei::N,айк,мыны
144,Nest::N,ахстон,пӹжӓш
145,Bau::N,хуынкъ,ыраж
146,Tier::N,сырд,во́льык
147,Tier::N,цӕрӕгой,во́льык
148,Herde::N,дзуг,кӹтö
149,Herde::N,рӕгъау,кӹтö
150,Kuh::N,хъуг,ышкал
151,Bulle::N,гал,ӱшкӱж
152,Pferd::N,бӕх,имни
153,Schaf::N,фыс,шарык
154,Schwein::N,хуы,сасна
155,Hund::N,куыдз,пи
156,Katze::N,гӕды,коти
157,Bär::N,арс,мöскӓ
158,Eichhörnchen::N,æхсæрæг,ур
159,Elch::N,цæгатаг саг,шарды
160,Fuchs::N,рувас,рӹвӹж
161,Hase::N,тæрхъус,морен
162,Maus::N,мыст,каля
163,Wolf::N,бирӕгъ,пирӹ
164,Vogel::N,цъиу,кек
165,Vogel::N,маргъ,кек
166,Schwarm::N,бал,цуца
167,Huhn::N,карк,цӹвӹ
168,Hahn::N,уасӕг,ӓптӓн
169,Gans::N,хъаз,комбы
170,Adler::N,цӕргӕс,кучкыж
171,Ente::N,ацц,лыды
172,Eule::N, уыг,тымана
173,Eule::N,сидахъ,тымана
174,Kranich::N,зырнæг,тырня
175,Kranich::N,зырнæг,тыртня
176,Kranich::N,хърихъупп,тырня
177,Kranich::N,хърихъупп,тыртня
178,Krähe::N,халон,лудыгарак
179,Kuckuck::N,гаккук,куку
180,Schwan::N,доныхъаз,йӱксӹ
181,Fisch::N,кӕсаг,кол
182,Barsch::N,окунь,алангы
183,Hecht::N,хихор кӕсаг,нуж
184,Hecht::N,хихор кӕсаг,нужгол
185,Schlange[Tier]::N,калм,кӹшкы
186,Wurm::N,зулкъ,шукш
187,Wurm::N,къуыдыргалм,шукш
188,Spinne::N,хӕлуарӕг,ӓнгӹремшӹ
189,Ameise::N,мæлдзыг,кыткы
190,Laus::N,сыст,ти
191,Mücke::N,къогъо,кужнер
192,Mücke::N,къогъо,кужынер
193,Fliege::N,бындз,шӹнгӓ
194,Schmetterling::N,гæлæбу,лӹпӹ
195,Beere::N,гагадыргъ,мöр
196,Apfel::N,фӕткъуы,олма
197,Pilz::N,зокъо,понгы
198,Pilz::N,къозо,понгы
199,Zwiebel::N,хъӕдындз,охыра
200,Saat::N,тауинаг,нӱшмӹ
201,Saat::N,тауинаг,нӱшмӱ
202,Saat::N,мыггаг,нӱшмӹ
203,Saat::N,мыггаг,нӱшмӱ
204,Korn::N,мыггаг,пӹрцӹ
205,Korn::N,тауинаг,пӹрцӹ
206,Heu::N,хос,шуды
207,Schale::N,цъар,аваха
208,Schale::N,цъар,карлангы
209,Grube::N,урм,йӓм
210,Grube::N,къахт,йӓм
211,Grube::N,дзыхъхъ,йӓм
212,Falle::N,цъысым,лӱдӹ
213,Falle::N,цъысым,лӱдӹш
214,Falle::N,къӕппӕг,лӱдӹ
215,Falle::N,къӕппӕг,лӱдӹш
216,Schlinge::N,цасм,онгы
217,Spur::N,фæд,кишӓ
218,Asche::N,фӕнык,ломых
219,Asche::N,фӕнык,ломпыж
220,Asche::N,ӕртхутӕг,ломых
221,Asche::N,ӕртхутӕг,ломпыж
222,Dreck::N,цъыф,лявӹрӓ
223,Eisen::N,ӕфсӕйнаг,кӹртни
224,Gold::N,сыгъзӕрин,шöртни
225,Gold::N,сыгъзӕрин,шöртньӹ
226,Silber::N,ӕвзист,ши
227,Kohle::N,ӕвзалы,шӱ
228,Glas::N,авг,охоница
229,Lehm::N,ӕлыг,шун
230,Sand::N,змис,ошма
231,Mensch::N,лӕг,эдем
232,Mensch::N,адӕймаг,эдем
233,Mensch::N,удгоймаг,эдем
234,Mann::N,лӕг,пӱэргӹ
235,Mann::N,нӕлгоймаг,пӱэргӹ
236,Frau::N,сылгоймаг,ӹдӹрӓмӓш
237,Kind::N,сывӕллон,ӓзӓ
238,Kind::N,сывӕллон,шачшы
239,Junge::N,лӕппу,рвезӹ
240,Junge::N,лӕппу,ӹрвезӹ
241,Mädchen::N,чызг,ӹдӹрӓш
242,Familie::N,бинонтæ,йиш
243,Familie::N,бинонтæ,семня
244,Großvater::N,фыдыфыд,тьоти
245,Großvater::N,мадыфыд,тьоти
246,Großmutter::N,фыды мад,папа
247,Großmutter::N,мады мад,папа
248,Eltern::N,ныййарджытæ,ӓтя-ӓвӓ
249,Vater::N,фыд,ӓтя
250,Mutter::N,мад,ӓвӓ
251,Sohn::N,фырт,эргӹ
252,Tochter::N,чызг,ӹдӹр
253,Bruder::N,ӕфсымӕр,ӹза
254,Schwester::N,хо,ӓкӓ
255,Onkel::N,фыдыфсымӕр,кугуза
256,Tante::N,мадыхо,куака
257,Ehemann::N,мой,мары
258,Ehefrau::N,ус,вӓтӹ
259,Freude::N,цин,ӹвӹртӹмӓш
260,Freude::N,циндзинад,ӹвӹртӹмӓш
261,Gelächter::N,худын,ваштылмаш
262,Gelächter::N,худт,ваштылмаш
263,Gelächter::N,худæг,ваштылмаш
264,Glück::N,амонд,пиӓл
265,Kummer::N,хъыг,ясы
266,Wunsch::N,бӕллиц,охата
267,Wunsch::N,бӕллиц,шанымаш
268,Lust::N,монц,шӓр
269,Lust::N,монц,охата
270,Lust::N,монц,шанымаш
271,Geist::N,уд,тух
272,Gedanke::N,хъуыды,шанымаш
273,Gedächtnis::N,мысæн,ӓш
274,Gedächtnis::N,мысын,ӓш
275,Gedächtnis::N,зæрдылдарын,ӓш
276,Verstand::N,зонд,ыш
277,Sinn::N,нысаниуæг,кын
278,Grund::N,ӕфсон,вир
279,Wahrheit::N,æцæг,тöр
280,Gespräch::N,ныхас,хытырымаш
281,Märchen::N,аргъау,ямак
282,Erzählung::N,радзырд,шайыштмаш
283,Nachricht::N,уац,увертӓрӹмӓш
284,Neuigkeit::N,хабар,увер
285,Name::N,ном,лӹм
286,Rätsel::N,уыци-уыци,тышты
287,Rätsel::N,базон-базон,тышты
288,Rede::N,раныхас,шая
289,Rede::N,раныхас,шамак
290,Sprache::N,ӕвзаг,йӹлмӹ
291,Stimme::N,хъӕлӕс,юк
292,Wort::N,дзырд,шамак
293,Zeichen::N,нысан,палӹ
294,Ruf::N,сидт,сӹгӹрӹмӓш
295,Lärm::N,уынæр,юкланымащ
296,Laut::N,зӕл,юк
297,Laut::N,мыр,юк
298,Ton::N,мыр,юк
299,Lied::N,зарӕг,мыры
300,Ruhe::N,æнцой,тыр
301,Leute::N,адӕм,эдемвлӓ
302,Volk::N,адӕм,халык
303,Arbeit::N,фӕллой,пӓшӓ
304,Gast::N,уазӕг,хына
305,Geschenk::N,хуын,подарка
306,Spiel::N,хъазт,мадыш
307,Gesellschaft::N,дзыллæ,йӓл
308,Gesellschaft::N,дзыллæ,йӓлвлӓ
309,Gesellschaft::N,æхсæнад,йӓл
310,Gesellschaft::N,æхсæнад,йӓлвлӓ
311,Hilfe::N,æххуыс,палшык
312,Hilfe::N,ахъаз,палшык
313,Freund::N,лымӕн,тӓнг
314,Kamerad::N,ӕмбал,тос
315,Angelegenheit::N,хъуыддаг,дела
316,Angelegenheit::N,хъуыддаг,йела
317,Angelegenheit::N,хъуыддаг,йыла
318,Angelegenheit::N,хъуыддаг,пӓшӓ
319,Anzahl::N,бӕрц,шот
320,Art::N,хуыз,цӹре
321,Art::N,хуызад,цӹре
322,Stück::N,кæрдих,лаштык
323,Stück::N,комдзаг,лаштык
324,Teil::N,хай,пай
325,Teil::N,хай,часть
326,Hälfte::N,æрдæг,пел
327,Hälfte::N,æмбис,пел
328,Kreis::N,зиллакк,тӹртӹш
329,Kreuz::N,дзуар,крестӹ
330,Linie::N,хахх,
331,Strich::N,хахх,
332,Abstand::N,æхсæнуат,ло
333,Entfernung::N,дæрддзæг,ло
334,Entfernung::N,дардцæг,ло
335,Gegend::N,ран,вӓр
336,Platz::N,бууат,вӓр
337,Ort::N,ран,вӓр
338,Ort::N,бынат,вӓр
339,Seite::N,фахс,öрдӹж
340,Mitte::N,астӕу,ло
341,Gegenstand::N,дзаума,хӓдӹр
342,Sache::N,дзаума,хӓдӹр
343,Rand::N,кӕрон,шöр
344,Kante::N,фӕрск,шöр
345,Ecke::N,тигъ,лык
346,Ecke::N,фисын,лык
347,Spitze::N,бырынкъ,вуй
348,Ende::N,кӕрон,вуй
349,Ende::N,кӕрон,мычаш
350,Loch::N,хуынкъ,ыраж
351,Winkel::N,къуым,лык
352,Muster::N,нывæфтыд,тӹрлец
353,Muster::N,кæдзист,тӹрлец
354,Größe::N,ас,кӱкшӹц
355,Länge::N,дӕргъ,кыт
356,Höhe::N,бæрзонд,кӱкшӹц
357,Höhe::N,бæрзæнд,кӱкшӹц
358,Höhe::N,бæрзонддзинад,кӱкшӹц
359,Gewicht::N,уӕз,нелӹц
360,Menge::N,бӕрц,шот
361,Haufen::N,кӕри,ара
362,Reihe::N,рӕнхъ,ряд
363,Boot::N,чема,пыш
364,Ruder::N,къохар,вешлӓ
365,Schlitten::N,дзоныгъ,тир
366,Ski::N,къахдзоныгътæ,ечӹ
367,Ski::N,лыжæтæ,ечӹ
368,Lagerfeuer::N,арт,тыл
369,Last::N,уаргъ,нелӹц
370,Gang::N,цыд,ход
371,Schritt::N,санчъех,ашкыл
372,Schritt::N,къахдзӕф,ашкыл
373,Norden::N,цæгат,йыдпелвел
374,Süden::N,хуссар,кечӹвӓлвел
375,Westen::N,ныгуылæн,кечӹ шӹцмӹ
376,Osten::N,скæсæн,ирвел
377,Osten::N,скæсæн,кечӹ лӱлтмӹ
378,Holz::N,хъӕдӕрмӕг,пушӓнгӹ
379,Brett::N,фæйнæг,ханга
380,Platte::N,къӕй,плитӓ
381,Stütze::N,быцæу,цӓрӓк
382,Stange::N,хъил,равы
383,Stange::N,хъил,намаш
384,Stock::N,лӕдзӕг,панды
385,Stab::N,хъил,равы
386,Rohr::N,хӕтӕл,пыч
387,Haus::N,хӕдзар,пöрт
388,Heim::N,къона,пöрт
389,Ofen::N,пец,камака
390,Fußboden::N,астӕрд,седӹрӓ
391,Tisch::N,стъол,стöл
392,Stuhl::N,бандон,пöкен
393,Wiege::N,авдæн,шипкӓ
394,Bett::N,сынтӕг,койка
395,Bett::N,сынтӕг,кравать
396,Regal::N,тӕрхӕг,полицӓ
397,Regal::N,уӕлвӕйнӕг,полицӓ
398,Kiste::N,асыкк,шӱ́ндӹк
399,Fenster::N,рудзынг,окня
400,Fenster::N,фæрссаг,окня
401,Tür::N,дуар,амаса
402,Tor::N,кулдуар,хапка
403,Zaun::N,æмбонд,забор
404,Zaun::N,быру,забор
405,Zaun::N,гæрæн,забор
406,Dach::N,уӕлхӕдзар,левӓш
407,Leiter::N,асин,ташкалтыш
408,Besen::N,уисой,сало
409,Besen::N,уисой,салко
410,Spaten::N,бел,кольмы
411,Schaufel::N,æвгæнæн,лоток
412,Schaufel::N,кæфой,лоток
413,Gabel::N,вилкæ,ви́лка
414,Löffel::N,уидыг,савала
415,Messer::N,кард,кӹзӹ
416,Nagel::N,зӕгӕл,пыда
417,Netz::N,хыз,вӓпш
418,Haken::N,хæдз,крӱк
419,Haken::N,хæдз,кагак
420,Haken::N,хæбырæгъ,крӱк
421,Haken::N,хæбырæгъ,кагак
422,Griff::N,фистон,кычем
423,Schloss::N,гуыдыр,замок
424,Schloss::N,гуыдыр,сыравач
425,Bild::N,ныв,картин
426,Figur::N,кæрдгæныв,кӓн
427,Puppe::N,чындз,поханя
428,Beutel::N,дзӕкъул,мешӓк
429,Bündel::N,баст,топ
430,Bündel::N,баст,пидӹш
431,Bündel::N,баст,кӹлдӹш
432,Tasche::N,хызын,сумкы
433,Tasche::N,дзæкъул,сумкы
434,Eimer::N,къæрта,ведӹрӓ
435,Eimer::N,чъыбыла,ведӹрӓ
436,Eimer::N,ведра,ведӹрӓ
437,Deckel::N,сæр,комдыш
438,Deckel::N,æмбæрзæн,комдыш
439,Geschirr::N,мигæнæн,ӓтӹ
440,Geschirr::N,мигæнæнтæ,ӓтӹ
441,Sack::N,голлаг,мешӓк
442,Tasse::N,пиала,цӓшкӓ
443,Tasse::N,къус,цӓшкӓ
444,Topf::N,аг,ми́ска
445,Topf::N,чысыл аг,ми́ска
446,Kessel::N,аг,пад
447,Essen::N,хӕрд,качкыш
448,Essen::N,хӕрд,качкыш-йӱш
449,Nahrung::N,хойраг,качкыш
450,Nahrung::N,хойраг,качкыш-йӱш
451,Speise::N,хӕринаг,няня
452,Fleisch::N,дзидза,пай
453,Fleisch::N,фыдызгъӕл,пай
454,Getreide::N,халсар,киндӹ
455,Brei::N,кас,шӹрӓш
456,Brot::N,дзул,сыкыр
457,Scheibe::N,къӕбӕр,ламыт
458,Scheibe::N,къӕбӕр,лаштык
459,Fett::N,сой,кая
460,Butter::N,нӕлхӕ,ӱ
461,Öl::N,зети,ӱ
462,Salz::N,цӕхх,санзал
463,Suppe::N,бас,лем
464,Honig::N,мыд,мӱ
465,Milch::N,ӕхсыр,шӹшер
466,Tee::N,цай,чӓй
467,Leder::N,мæскуы,шарга
468,Leder::N,мæскуы,кавашты
469,Wolle::N,фӕсмын,миж
470,Stoff::N,хъуымац,матер
471,Stoff::N,хъуымац,матери
472,Nadel::N,судзин,им
473,Faden::N,ӕндах,шӹртӹ
474,Knopf::N,цӕппӕр,полдыш
475,Knoten::N,ӕлхынцъ,пӱкшем
476,Farbe::N,ахорæн,чиӓ
477,Farbe::N,ахорæн,крӓскӓ
478,Kleidung::N,дарӕс,выргем
479,Hemd::N,хӕдон,тыгыр
480,Kragen::N,æфцæггот,шӱ
481,Ärmel::N,дыс,шокш
482,Hose::N,хæлаф,ялаш
483,Hose::N,æддаг хæлаф,ялаш
484,Hose::N,салбар,ялаш
485,Gürtel::N,рон,ӹштӹ
486,Mütze::N,худ,упш
487,Schuh::N,басмахъ,ту́фльы
488,Stiefel::N,цырыхъхъ,кем
489,Ring::N,къухдарӕн,шӓргӓш
490,Band::N,лент,лемтӓ
491,Kamm::N,сӕрвасӕн,шерге
492,Spiegel::N,айдæн,тӹгӹр
493,Spiegel::N,кæсæн,тӹгӹр
494,Riemen::N,гӕрз,прӓжӓ
495,Schnur::N,бӕндӕн,кӓндӹра
496,Decke::N,хъӕццул,одеял
497,Kissen::N,баз,кӹпцӹк
498,Tuch::N,кæлмæрзæн,савыц
499,Tuch::N,кæрдæн,савыц
500,Handtuch::N,хисæрфæн,шӹргӹсавыц
501,Handtuch::N,хисæрфæн,шӹргӹмсавыц
502,Kraft::N,тых,ви
503,Kraft::N,хъомыс,ви
504,Stärke::N,тых,ви
505,Stärke::N,æхсар,ви
506,Gesundheit::N,æнæниздзинад,шу
507,Gesundheit::N,æнæниздзинад,шулык
508,Krankheit::N,низ,мыж
509,Krankheit::N,рын,мыж
510,Schmerz::N,рис,карштыш
511,Wunde::N,цӕф,шушыр
512,Fieber::N,ризӕг,ӱштӹмыж
513,Fieber::N,тӕфсӕг,ӱштӹмыж
514,Arznei::N,хос,лекӓрцӹ
515,Brücke::N,хид,кӹвер
516,Brunnen::N,цъай,вӹдсӹнзӓ
517,Weide::N,хизæн,ныр
518,Weide::N,хизæнуат,ныр
519,Weide::N,сæрвæт,ныр
520,Pfad::N,къахвæндаг,ялгорны
521,Pfad::N,къахвæд,ялгорны
522,Weg::N,фӕндаг,корны
523,Straße::N,фӕндаг,корны
524,Dorf::N,хъӕу,сола
525,Stadt::N,сахар,города
526,Brief::N,фыстӕг,сирмӓш
527,Buch::N,чиныг,книгӓ
528,Buchstabe::N,дамгъӕ,буква́
529,Zeitung::N,газет,газет
530,Zeitung::N,газет,кайзет
531,Leben::N,цард,житя
532,Leben::N,цӕрӕнбон,житя
533,Tod::N,мæлæт,смöрт
534,Tod::N,адзал,смöрт
535,Grab::N,ингӕн,шӹгер
536,Grab::N,ингӕн,мыгилӓ
537,Grab::N,ингӕн,шӹгерлӓ
538,Kirche::N,аргъуан,церкӹ
539,Sünde::N,тæригъæд,сулык
540,Gott::N,хуыцау,йымы
541,Arbeiter::N,кусæг,пӓшӓзӹ
542,Chef::N,ӕмцег,вуй
543,Meister::N,мастер,мастар
544,Meister::N,дæсны,мастар
545,Arzt::N,хосгæнæг,доктор
546,Arzt::N,дохтыр,доктор
547,Lehrer::N,ахуыргæнæг,тымдышы
548,Geld::N,ӕхца,окса
549,Geschäft::N,бизнес,торге́йӹмӓш
550,Geschäft::N,хъуыддаг,торге́йӹмӓш
551,Laden::N,дукани,лапка
552,Laden::N,дукани,магазин
553,Preis::N,аргъ,ӓк
554,Ware::N,базайраг,товар
555,Nutzen::N,пайда,пайда
556,Reichtum::N,хъæздыгдзинад,перке
557,Reichtum::N,исбон,перке
558,Reichtum::N,мулк,перке
559,Welt::N,дуне,сӓндӓлӹк
560,Welt::N,дуне,свет
561,Land::N,бӕстӕ,сӓндӓлӹк
562,Staat::N,паддзахад,кугижӓншӹ
563,König::N,къарол,король
564,Macht::N,хицаудзинад,власть
565,Grenze::N,арӕн,пӹсмӓн
566,Krieg::N,хӕст,вырсы
567,Feind::N,знаг,тышман
568,Feind::N,фыдгул,тышман
569,Feind::N,фыдзæрдæ,тышман
570,Feind::N,сон,тышман
571,Gewalt::N,тыхми,ви
572,Gewalt::N,тыхдзинад,ви
573,Kampf::N,хæст,кредӓлмӓш
574,Kampf::N,хъæбысæйхæст,кредӓлмӓш
575,Kampf::N,тох,кредӓлмӓш
576,Bogen[Waffe]::N,ӕрдын,янгеж
577,Pfeil::N,фат,пикш
578,Gewehr::N,топп,пичӓл
579,Fehler::N,рӕдыд,самынь
580,Lüge::N,мӕнг,шая
581,Lüge::N,гӕдыдзинад,шая
582,Schaden::N,зиан,вре́дӓ
583,Unglück::N,бæллæх,пёда
584,Unglück::N,бæллæх,тымаша
585,Schuld::N,азым,вуйнамат
586,Alter::N,кар,иӓш
587,Alter::N,кар,игечӹ
588,Schluss::N,кæрон,пӹтӓртӹш
589,Zeit::N,рӕстӕг,веремӓ
590,Tag::N,бон,кечӹ
591,Morgen::N,райсом,ир
592,Morgen::N,райсом,ирок
593,Mittag::N,æмбисбон,кечӹвӓл
594,Abend::N,изӕр,вады
595,Nacht::N,ӕхсӕв,йыд
596,Woche::N,къуыри,ӓрня
597,Monat::N,мӕй,тӹ́лзӹ
598,Jahr::N,аз,год
599,Jahr::N,афӕдз,год
600,Frühling::N,уалдзæг,шошым
601,Sommer::N,сӕрд,кӓнгӹж
602,Herbst::N,фæззæг,шӹжӹ
603,Winter::N,зымӕг,тел
604,Winter::N,зымӕг,телӹ
605,Januar::N,январь,январ
606,Januar::N,январь,январь
607,Februar::N,февраль,февраль
608,März::N,мартъи,март
609,April::N,апрель,апрель
610,Mai::N,май,май
611,Juni::N,июнь,июнь
612,Juli::N,июль,июль
613,August::N,август,август
614,September::N,сентябрь,сентябрь
615,Oktober::N,октябрь,октябрь
616,November::N,ноябрь,ноябрь
617,Dezember::N,декабрь,декавыр
618,Montag::N,къуырисæр,шачмы
619,Dienstag::N,дыццæг,кышкыжмы
620,Mittwoch::N,æртыццæг,вӹрчегӹ
621,Donnerstag::N,цыппæрæм,изӓрня
622,Freitag::N,майрæмбон,когарня
623,Samstag::N,сабат,кукшыгечӹ
624,Sonntag::N,хуыцаубон,рушӓрня
625,groß::A,дынджыр,кого
626,klein::A,гыццыл,изи
627,lang::A,даргъ,кужы
628,kurz::A,цыбыр,кӹтӹк
629,breit::A,фӕтӕн,кымда
630,schmal::A,нарӕг,ӓнгӹсӹр
631,schmal::A,уынгӕг,ӓнгӹсӹр
632,dicht::A,бæзджын,шӹре
633,dicht::A,тар,шӹре
634,dick[Gegenstand]::A,сӕвджын,кӹжгӹ
635,dünn::A,тæнæг,вӹцкӹж
636,fein::A,лыстӕг,пыльга
637,fest::A,фидар,цаткыды
638,fest::A,хъӕддых,цаткыды
639,flach::A,тъӕпӕн,тӓлякӓ
640,glatt::A,лӕгъз,ягылгы
641,hart::A,хъӕбӕр,пингӹдӹ
642,weich::A,фӕлмӕн,пышкыды
643,rund::A,тымбыл,тӹртӹш
644,spitz::A,цыргъбырынкъ,кашар
645,spitz::A,цыргъфындз,кашар
646,scharf::A,цыргъ,кашар
647,stumpf::A,къуымых,нӹшкӹ
648,schwer::A,уӕззау,нелӹ
649,schön::A,аив,цевер
650,schön::A,аив,олмыдшы
651,schön::A,рӕсугъд,цевер
652,schön::A,рӕсугъд,олмыдшы
653,heiß::A,тӕвд,шокшы
654,warm::A,хъарм,шокшы
655,kalt::A,уазал,ӱштӹ
656,kühl::A,сатæг,юалгы
657,kühl::A,сатæг,йонгата
658,kühl::A,уазалгомау,юалгы
659,kühl::A,уазалгомау,йонгата
660,frisch::A,сатæг,йонгата
661,feucht::A,уымӕл,ӹлӹкшӹ
662,feucht::A,уымӕл,вӹдӹжгӹ
663,nass::A,хуылыдз,начкы
664,trocken::A,хус,кукшы
665,voll::A,дзаг,темшӹ
666,voll::A,дзаг,темыман
667,voll::A,йедзаг ,темшӹ
668,voll::A,йедзаг ,темыман
669,leer::A,афтид,йӓрӓ
670,offen::A,гом,виш
671,geschlossen::A,æхгæд,чӱчмӹ
672,geschlossen::A,æхгæд,тӹкӹлӓлтшӹ
673,sauber::A,сыгъдæг,ире
674,schmutzig::A,чъиллон,шоран
675,schmutzig::A,чъиллон,лявӹрӓн
676,schmutzig::A,чъиллон,шорангшы
677,roh::A,хом,пеле кӱшӹ
678,reif::A,рӕгъӕд,кӱшӹ
679,lecker::A,хӕрзад,тотан
680,süß::A,адджын,мӱӓн
681,bitter::A,судзаг,качы
682,sauer::A,туаг,шапы
683,hell::A,рухс,соты
684,hell::A,рухс,валгыды
685,dunkel::A,талынг,пӹц
686,dunkel::A,талынг,пӹцкемӹш
687,schwarz::A,сау,шим
688,weiß::A,урс,ош
689,weiß::A,урс,ошы
690,rot::A,сырх,якшаргы
691,gelb::A,бур,сар
692,gelb::A,бур,сары
693,blau::A,цъӕх,симсӹ
694,grün::A,цъӕх,ыжар
695,grün::A,кӕрдӕгхуыз,ыжар
696,grau::A,цъӕх,луды
697,grau::A,фӕныкхуыз,луды
698,bunt::A,хъулон,ала
