,Concept_ID,sq,ko
825,enden::V,përfundoj,큳내다
826,wechseln::V,ndërroj,병경하다
827,aufgehen[Sonne]::V,hapem,뜨다
828,untergehen[Sonne]::V,hyj,지다
829,untergehen[Sonne]::V,perëndoj,지다
830,scheinen[Sonne]::V,ndriçoj,빛나다
831,donnern::V,gjëmoj,천둥치다
832,donnern::V,bubulloj,천둥치다
833,wehen::V,fryj,풀다
834,strömen::V,derdh,흐르다
835,fließen::V,rrjedh,흐르다
836,sich drehen::V,rrotullohem,돌다
837,schwanken::V,dyzoj,동요하다
838,schwingen::V,dridhem,흔들다
839,fallen::V,bie,떨어지다
840,brennen::V,digjem,타다
841,rauchen::V,nxjerr tym,김이나다
842,regnen::V,bie shi,비가오다
843,gefrieren::V,ngrij,얼다
844,tauen::V,shkrij,녹다
845,schmelzen::V,shkrij,녹다
846,trocknen::V,thaj,홈치다
847,sieden::V,ziej,끓다
848,faulen::V,kalbem,부패하다
849,faulen::V,prishem,부패하다
850,verfaulen::V,kalbem,썩다
851,reißen::V,grisem,지바찢다
852,reißen::V,shqyhem,지바찢다
853,versinken::V,humboj,가라앉다
854,vergehen::V,kaloj,지나가다
855,erscheinen::V,dukem,나타나다
856,verschwinden::V,zhdukem,사라지다
857,sinken::V,ulem,가라앉다
858,abnehmen::V,pakësohem,떼어내다
859,abnehmen::V,zvogëlohem,떼어내다
860,zunehmen::V,shtohem,증가하다
861,steigen::V,rritem,상승하다
862,wachsen::V,rritem,생기하다
863,glänzen::V,vezulloj,뛰오나다
864,funkeln::V,xixoj,불티가잍어나다
865,funkeln::V,xixëlloj,불티가잍어나다
866,lärmen::V,oshtij,떠들다
867,lärmen::V,zhurmoj,떠들다
868,läuten::V,bie,울시다
869,klingeln::V,i bie ziles,초닌총을울리다
870,klirren::V,kërcëlloj,탁탁울리다
871,brausen::V,gjëmoj,쏴쏴소리내다
872,rauschen::V,fëshfërij,솨솨
873,klingen::V,tingëlloj,반향하다
874,bellen::V,leh,짖다
875,heulen::V,ulërij,포효하다
876,blasen::V,fryj,불다
877,pfeifen::V,fishkëllej,피리를불다
878,schreien::V,bërtas,절규하다
879,stöhnen::V,rënkoj,신음하다
880,zittern::V,trembem,저뉼하다
881,leben::V,rroj,살다
882,leben::V,jetoj,살다
883,geboren werden::V,lind,태어난
884,atmen::V,marr frymë,숨쉬다
885,trinken::V,pi,마시다
886,essen::V,ha,먹다
887,schlucken::V,gëlltis,들이켜다
888,schlucken::V,kapërdij,들이켜다
889,müde werden::V,lodhem,
890,einschlafen::V,bie të fle,잠들다
891,schlafen::V,fle,자다
892,aufwachen::V,zgjohem,눈트다
893,aufstehen::V,çohem,서다
894,aufstehen::V,ngrihem,서다
895,sich erholen::V,qetësohem,회복하다
896,sich erholen::V,shtendosem,회복하다
897,krank werden::V,bie i sëmurë,
898,krank sein::V,jam i sëmurë,
899,schmerzen::V,dhemb,아프다
900,husten::V,kollitem,잔기침하다
901,genesen::V,shërohem,낫다
902,sterben::V,vdes,죽다
903,umkommen::V,vdes,못쓰게되다
904,umkommen::V,mbaroj,못쓰게되다
905,sich bewegen::V,shkundem,움직이다
906,sich rühren::V,lëviz,움직이다
907,sich erheben::V,ngrihem,이러서다
908,sich setzen::V,ulem,앉히다
909,hinfallen::V,gremisem,넘어지다
910,laufen::V,eci,걷다
911,schreiten::V,çapem,보행하다
912,spazierengehen::V,shëtis,산보하다
913,eilen::V,ngas,서둘다
914,sich beeilen::V,nxitoj,서둘게하다
915,sausen::V,eci shpejt,서들러 떠나다
916,rennen::V,vrapoj,달리다
917,springen::V,kërcej,도약하다
918,klettern::V,hipi,갑겨오르다
919,schaukeln::V,kolovitem,흔들리게하다
920,kriechen::V,zvarritem,기다
921,schwimmen::V,notoj,헤엄치다
922,tauchen::V,zhytem,잠기다
923,rudern::V,vozis,물을헤치다
924,fahren::V,shkoj,가다
925,fahren::V,shkoj,나르다
926,fliegen::V,fluturoj,날다
927,gehen::V,eci,가다
928,gehen::V,shkoj,가다
929,weggehen::V,vete,팔리다
930,abfahren::V,nisem,출발하다
931,anhalten::V,ndalem,멈추다
932,hineingehen::V,futem,(그리로)가다
933,eintreten::V,hyj,들러가다
934,kommen::V,vij,오다
935,ankommen::V,arrij,고챀하다
936,ankommen::V,mbërrij,고챀하다
937,zurückkommen::V,kthehem,보기
938,bleiben::V,mbetem,체류
939,bleiben::V,qëndroj,체류
940,warten::V,pres,기다리다
941,erwarten::V,pres,기대하다
942,suchen::V,kërkoj,찾다
943,suchen::V,kërkoj,구하다
944,finden::V,gjej,찾아내다
945,versuchen::V,mundohem,시험하다
946,vorbereiten::V,përgatis,재비하다
947,lieben::V,dashuroj,사랑하다
948,mögen::V,dua,줗아하다
949,lachen::V,qesh,웃다
950,rühren::V,mallëngjej,건드리다
951,weinen::V,qaj,울다
952,schimpfen::V,shaj,꾸짖다
953,sich ärgern::V,bëhem verem,화를내게 하다
954,sich fürchten::V,kam frikë,두려원하다
955,sich fürchten::V,frikësohem,두려원하다
956,fürchten::V,kam frikë nga,두려원하다
957,fliehen::V,arratisem,도망치다
958,flüchten::V,iki,도주하다
959,sehen::V,shoh,보다
960,anschauen::V,shikoj,바라보다
961,ansehen::V,shikoj,바라보다
962,hören::V,dëgjoj,듣다
963,zuhören::V,veshtoj,듣다
964,probieren::V,provoj,시식하다
965,riechen::V,nuhas,내새를맡다
966,fühlen::V,ndiej,느끼다
967,scheinen::V,ndriçoj,...것같다
968,zu sehen sein::V,dukem,보이는
969,vernehmen::V,dëgjoj,듣다
970,vernehmen::V,dëgjoj,들어서일다
971,frieren::V,mërdhij,춥다
972,tun::V,bëj,하다
973,können::V,mund,할주릴다
974,wollen::V,dua,바라다
975,wollen::V,dëshiroj,바라다
976,anfangen::V,filloj,시작하다
977,beenden::V,kryej,다하다
978,beenden::V,mbaroj,다하다
979,aufhören::V,pushoj,그만두다
980,gelingen::V,më shkon mbarë,성국하다
981,geraten::V,del,잘되어가다
982,öffnen::V,hap,열다
983,schließen::V,mbyll,추측하다
984,stellen::V,vë,세우다
985,setzen::V,vë,놓다
986,legen::V,vë,눕히다
987,berühren::V,rrok,대다
988,verbinden::V,bashkoj,옝열하다
989,bedecken::V,mbuloj,덮다
990,aufhängen::V,var,매달다
991,anzünden::V,ndez,점화하다
992,aufheben::V,ngre,위로올리다
993,zurücklassen::V,lë pas,튀에남기다
994,verlieren::V,humb,잃다
995,fallen lassen::V,lëshoj,떨어뜨리다
996,machen::V,bëj,하다
997,herstellen::V,prodhoj,제조하다
998,bauen::V,ndërtoj,짓다
999,reparieren::V,ndreq,수셩자다
1000,reparieren::V,meremetoj,수셩자다
1001,verbessern::V,përmirësoj,정정하다
1002,ändern::V,ndërroj,바꾸다
1003,graben::V,gërmoj,파다
1004,beugen::V,kërrus,구부리다
1005,biegen::V,përkul,굽히다
1006,drehen::V,dredh,회전
1007,drehen::V,rrotulloj,회전
1008,wenden::V,kthej,회전시키다
1009,umdrehen::V,kthej,회전시키다
1010,heben::V,ngre,일으아키다
1011,hochheben::V,ngre,틀어올리다
1012,ergreifen::V,rrëmbej,잡다
1013,halten::V,mbaj,잡다
1014,drücken::V,shtyp,누르다
1015,schieben::V,shtyj,밀다
1016,kratzen::V,kruaj,긁다
1017,kratzen::V,gërvisht,긁다
1018,lecken::V,lëpij,핥다
1019,beißen::V,kafshoj,물다
1020,abreißen::V,shkëpus,
1021,abschneiden::V,cungoj,귾어내다
1022,binden::V,lidh,매다
1023,stecken::V,fus,찌르다
1024,stecken::V,ngul,찌르다
1025,brechen::V,thyej,금
1026,klopfen::V,trokas,치다
1027,hauen::V,godas,때리다
1028,kleben::V,ngjis,들러붙다
1029,reiben::V,fërkoj,문지르다
1030,streichen::V,lyej,쓰다듬다
1031,schleifen::V,mpreh,갈다
1032,schneiden::V,pres,베다
1033,rütteln::V,shkund,흔들다
1034,schütteln::V,lëkund,흔들다
1035,schwenken::V,valëvit,흔들다
1036,schütten::V,mbush,따르다
1037,füllen::V,mbush,담다
1038,einwickeln::V,mbështjell,싸다
1039,tragen::V,mbaj,지우다
1040,tragen::V,mbart,지우다
1041,schleppen::V,heq,끌다
1042,schleppen::V,zhgërryej,끌다
1043,ziehen::V,tërheq,당기다
1044,aufbewahren::V,ruaj,간직하다
1045,werfen::V,hedh,던지다
1046,fangen::V,kap,밥다
1047,packen::V,rrëmbej,쥐다
1048,verstecken::V,fsheh,숨기다
1049,teilen::V,ndaj,나누다
1050,schicken::V,dërgoj,보내다
1051,bringen::V,sjell,가겨
1052,hinzufügen::V,shtoj,부가하다
1053,bekommen::V,kap,얻다
1054,erhalten::V,marr,지니다
1055,nehmen::V,marr,잡다
1056,wählen::V,zgjedh,선거하다
1057,auswählen::V,përzgjedh,선출하다
1058,bewahren::V,ruaj,저장보종
1059,behindern::V,pengoj,훼방하다
1060,verderben::V,prish,못쓰게 되다
1061,beschädigen::V,dëmtoj,상하게하다
1062,zerbrechen::V,thyej,깨뜨리다
1063,zerreißen::V,çjerr,잡아쫓다
1064,zerreißen::V,zheloj,잡아쫓다
1065,zerstören::V,prish,파괴하다
1066,zerstören::V,shkatërroj,파괴하다
1067,verbrennen::V,djeg,소실하다
1068,geben::V,jap,주다
1069,reichen::V,jap,내일다
1070,schenken::V,fal,주다
1071,schenken::V,dhuroj,주다
1072,versprechen::V,premtoj,약속하다
1073,wünschen::V,uroj,바라다
1074,loben::V,lëvdoj,칭찬하다
1075,loben::V,lavdëroj,칭찬하다
1076,küssen::V,puth,키스하다
1077,wiegen::V,tund,어르다
1078,zudecken::V,mbuloj,뚜꺼을하다
1079,wecken::V,zgjoj,깨우다
1080,zeigen::V,dëftej,보이다
1081,führen::V,çoj,가게하다
1082,lehren::V,arsej,가르치다
1083,unterrichten::V,arsimoj,가르지다
1084,aufziehen::V,rris,사육하다
1085,leiten::V,udhëheq,이끌다
1086,antreiben::V,nxis,몰다
1087,lassen::V,detyroj,내버려두다
1088,einladen::V,ftoj,초청하다
1089,vereinigen::V,bashkoj,하나로하다
1090,besuchen::V,vizitoj,방문하다
1091,treffen::V,ndesh,만나다
1092,sich versammeln::V,tubohem,조립하다
1093,spielen::V,loz,눌다
1094,spielen::V,luaj,눌다
1095,singen::V,këndoj,노래하다
1096,tanzen::V,kërcej,춤추하다
1097,tanzen::V,vallëzoj,춤추하다
1098,sich trennen::V,ndahem,가르다
1099,verlassen::V,braktis,버림받은
1100,retten::V,shpëtoj,구조하다
1101,bewachen::V,ruaj,치키다
1102,schützen::V,ruaj,보호하다
1103,schützen::V,mbroj,보호하다
1104,verteidigen::V,mbroj,막다
1105,sich schlagen::V,zihem,치다
1106,schießen::V,shtie,쏘다
1107,siegen::V,fitoj,이기다
1108,siegen::V,ngadhënjej,이기다
1109,ärgern::V,zemëroj,성을내게하다
1110,schlagen::V,rrah,치다
1111,schlagen::V,godas,치다
1112,treten::V,shtyj,디디다
1113,treten::V,shtyj më këmbë,디디다
1114,stechen::V,ther,찌르다
1115,stechen::V,shpoj,찌르다
1116,stoßen::V,shtyj,찌르다
1117,stehlen::V,vjedh,훔치다
1118,stören::V,pengoj,움직이다
1119,belästigen::V,bezdis,괴롭히다
1120,verbergen::V,fsheh,숨기다
1121,täuschen::V,mashtroj,속이다
1122,betrügen::V,kobis,속이다
1123,töten::V,vras,죽이다
1124,wohnen::V,banoj,실다
1125,arbeiten::V,punoj,일하다
1126,arbeiten::V,vardoj,일하다
1127,sammeln::V,mbledh,모으다
1128,sammeln::V,grumbulloj,모으다
1129,pflücken::V,vjel,꿔다
1130,pflücken::V,mbledh,꿔다
1131,jagen::V,gjuaj,사냥하다
1132,fischen::V,peshkoj,고기를잡다
1133,fischen::V,gjuaj peshk,고기를잡다
1134,fassen::V,zë,움켜쥐다
1135,hüten::V,kullos,망보다
1136,treiben::V,vë përpara,몰아세우다
1137,anbinden::V,lidh,묶다
1138,füttern::V,grazhdoj,사료를주다
1139,melken::V,mjel,젖을짜다
1140,hacken::V,grij,자르다
1141,gießen::V,ujis,물을대다
1142,reifen::V,piqem,성숙하다
1143,zubereiten::V,gatuaj,조제하다
1144,kochen::V,ziej,요리하다
1145,backen::V,pjek,쿱다
1146,backen::V,furroj,쿱다
1147,braten::V,fërgoj,굽다
1148,braten::V,tiganis,굽다
1149,umrühren::V,trazoj,교반하다
1150,stricken::V,thur,뜨개질하다
1151,nähen::V,qep,꿰매다
1152,färben::V,ngjyej,채색하다
1153,färben::V,bojatis,채색하다
1154,reinigen::V,qëroj,청소하다
1155,reinigen::V,pastroj,청소하다
1156,waschen::V,laj,씻다
1157,waschen::V,finjos,씻다
1158,abwischen::V,fshij,닦다
1159,spülen::V,kulloj,씻다
1160,fegen::V,fshij,소체하다
1161,kehren::V,fshij,청소하다
1162,baden::V,lahem,감다
1163,sich waschen::V,lahem,모믈 씻다
1164,ausziehen::V,heq,벗다
1165,ausziehen::V,zbath,벗다
1166,anziehen::V,vesh,끌어움직이다
1167,anziehen::V,mbath,끌어움직이다
1168,sich anziehen::V,vishem,
1169,kämmen::V,kreh,빗다
1170,schmücken::V,hijeshoj,치레하다
1171,sagen::V,them,말하다
1172,sprechen::V,flas,말하다
1173,reden::V,fjalos,이야기하다
1174,reden::V,fjalëtoj,이야기하다
1175,sich unterhalten::V,bisedoj,
1176,fragen::V,pyes,질문하다
1177,bitten::V,lus,원하다
1178,bitten::V,lutem,원하다
1179,erzählen::V,rrëfej,이야기하다
1180,mitteilen::V,kumtoj,이야기하다
1181,nennen::V,quaj,부르다
1182,rufen::V,thërras,불러내다
1183,prahlen::V,mburrem,자랑하다
1184,prahlen::V,kapardisem,자랑하다
1185,übersetzen::V,përkthej,번역하다
1186,denken::V,mendoj,생각하다
1187,glauben::V,besoj,믿다
1188,bemerken::V,vërej,인자하다
1189,erkennen::V,njoh,인식하다
1190,erkennen::V,shquaj,인식하다
1191,begreifen::V,marr vesh,파악하다
1192,verstehen::V,marr vesh,이해하다
1193,lernen::V,mësoj,배우다
1194,wissen::V,di,알다
1195,sich erinnern an::V,kujtoj,상기하다
1196,vergessen::V,harroj,잊다
1197,messen::V,mas,측정하다
1198,zählen::V,njeh,세다
1199,rechnen::V,llogaris,게산하다
1200,lesen::V,lexoj,읽다
1201,lesen::V,këndoj,읽다
1202,malen::V,lyej,그리다
1203,zeichnen::V,vizatoj,소묘하다
1204,schreiben::V,shkruaj,쓰다
1205,besitzen::V,kam,소유하다
1206,kaufen::V,blej,사다
1207,verkaufen::V,shes,팔다
1208,bezahlen::V,paguaj,지불하다
1209,zahlen::V,paguaj,치르다
1210,beherrschen::V,zotëroj,지배하다
1211,ertragen::V,duroj,참다
