,Concept_ID,hy,la
139,Ast::N,ճյուղ,ramus
140,Zweig::N,ճյուղ,ramus
141,Blatt::N,տերեւ,folium
142,Birke::N,ցարասի,betulla
143,Kiefer[Baum]::N,սոճի,pinus
144,Weide[Baum]::N,ուռենի,salix
145,Tanne::N,եղեւին,abies
146,Feder::N,փետուր,penna
147,Fell::N,մորթի,pellis
148,Flügel::N,թեւ,ala
149,Klaue::N,չանչ,unguis
150,Kralle::N,ճանկ,unguis
151,Schwanz::N,պոչ,cauda
152,Ei::N,ձու,ovum
153,Nest::N,բույն,nidus
154,Bau::N,որջ,cavum
155,Bau::N,որջ,latibulum
156,Bau::N,բայոց,cavum
157,Bau::N,բայոց,latibulum
158,Tier::N,կենդանի,bestia
159,Herde::N,հոտ,grex
160,Kuh::N,կով,vacca
161,Bulle::N,ցուլ,taurus
162,Pferd::N,ձի,equus
163,Schaf::N,ոչխար,ovis
164,Schwein::N,խոզ,sus
165,Schwein::N,խոզ,porcus
166,Hund::N,շուն,canis
167,Katze::N,կատու,felis
168,Bär::N,արջ,ursus
169,Eichhörnchen::N,սկյուռ,sciurus
170,Elch::N,հիւսիսային եղջերու,alces
171,Fuchs::N,աղվես,vulpes
172,Hase::N,նապաստակ,lepus
173,Maus::N,մուկ,mus
174,Wolf::N,գայլ,lupus
175,Vogel::N,թռչուն,avis
176,Schwarm::N,երամ,examen
177,Huhn::N,հավ,gallina
178,Hahn::N,աքաղաղ,gallus
179,Gans::N,սագ,anser
180,Adler::N,արծիվ,aquila
181,Ente::N,բադ,anas
182,Eule::N,բու,ulula
183,Eule::N,բու,noctua
184,Kranich::N,կռունկ,grus
185,Krähe::N,ագռավ,cornix
186,Kuckuck::N,կուկու,cuculus
187,Schwan::N,կարապ,olor
188,Schwan::N,կարապ,cycnus
189,Fisch::N,ձուկ,piscis
190,Barsch::N,պերկես,perca
191,Hecht::N,գայլաձուկ,esox
192,Schlange[Tier]::N,օձ,serpens
193,Wurm::N,որդ,vermis
194,Wurm::N,ճիճու,vermis
195,Spinne::N,սարդ,aranea
196,Ameise::N,միջյուն,formica
197,Laus::N,ոջիլ,pediculus
198,Mücke::N,մժղուկ,culex
199,Fliege::N,ճանճ,musca
200,Schmetterling::N,թիթեռ,papilio
201,Beere::N,հատապտուղ,baca
202,Apfel::N,խնձոր,malum
203,Pilz::N,սունկ,fungus
204,Zwiebel::N,սոխ,cepa
205,Saat::N,սերմ,seges
206,Korn::N,հատիկ,granum
207,Heu::N,խոտ,faenum
208,Schale::N,կեղեւ,putamen
209,Grube::N,փոս,fovea
210,Falle::N,ծուղակ,pedica
211,Schlinge::N,խեղդան,laqueus
212,Spur::N,հետք,vestigium
213,Asche::N,մոխիր,cinis
214,Dreck::N,աղտ,lutum
215,Eisen::N,երկաթ,ferrum
216,Gold::N,ոսկի,aurum
217,Silber::N,արծաթ,argentum
218,Kohle::N,քարածուխ,carbo
219,Glas::N,ապակի,vitrum
220,Lehm::N,կավ,lutum
221,Sand::N,ավազ,arena
222,Mensch::N,մարդ,homo
223,Mann::N,մարդ,vir
224,Mann::N,տղամարդ,vir
225,Frau::N,կին,mulier
226,Kind::N,զավակ,puer
227,Kind::N,զավակ,infans
228,Junge::N,տղա,puer
229,Mädchen::N,աղջիկ,puella
230,Familie::N,ընտանիք,familia
231,Großvater::N,պապ,avus
232,Großmutter::N,տատ,avia
233,Eltern::N,ծնողներ,parentes
234,Vater::N,հայր,pater
235,Mutter::N,մայր,mater
236,Sohn::N,որդի,filius
237,Tochter::N,աղջիկ,filia
238,Tochter::N,դուստր,filia
239,Bruder::N,եղբայր,frater
240,Schwester::N,քույր,soror
241,Onkel::N,քեռի,patruus
242,Onkel::N,քեռի,avunculus
243,Onkel::N,հորեղբայր,patruus
244,Onkel::N,հորեղբայր,avunculus
245,Tante::N,մորաքույր,amita
246,Ehemann::N,մարդ,maritus
247,Ehemann::N,ամուսին,maritus
248,Ehefrau::N,կին ամուսին,uxor
249,Freude::N,ուրախություն,gaudium
250,Freude::N,ուրախություն,laetitia
251,Gelächter::N,ծիծաղ,risus
252,Glück::N,երջանկություն,felicitas
253,Kummer::N,վիշտ,aegritudo
254,Wunsch::N,ցանկություն,voluntas
255,Wunsch::N,ցանկություն,desiderium
256,Lust::N,փափագ,libido
257,Lust::N,փափագ,voluptas
258,Lust::N,իղձ,libido
259,Lust::N,իղձ,voluptas
260,Geist::N,ոգի,mens
261,Geist::N,ոգի,animus
262,Gedanke::N,միտք,sententia
263,Gedächtnis::N,հիշողություն,memoria
264,Verstand::N,խելք,ratio
265,Verstand::N,խելք,ingenium
266,Sinn::N,իմաստ,sensus
267,Grund::N,պատճառ,causa
268,Wahrheit::N,ճշմարտություն,veritas
269,Gespräch::N,զրույց,sermo
270,Märchen::N,պայիկի պատմություն,fabula
271,Erzählung::N,պատմվածք,fabula
272,Erzählung::N,պատմվածք,narratio
273,Erzählung::N,պատմություն,fabula
274,Erzählung::N,պատմություն,narratio
275,Nachricht::N,հաղորդագրություն,nuntius
276,Neuigkeit::N,լուր,novitas
277,Neuigkeit::N,նորություն,novitas
278,Name::N,անուն,nomen
279,Rätsel::N,բարդ խնդիր,aenigma
280,Rede::N,ճառ,oratio
281,Rede::N,ելույթ,oratio
282,Sprache::N,լեզու,lingua
283,Stimme::N,ձայն,vox
284,Wort::N,բառ,verbum
285,Wort::N,բառ,vocabulum
286,Zeichen::N,նշան,signum
287,Ruf::N,կոչ,clamor
288,Ruf::N,կանչ,clamor
289,Lärm::N,աղմուկ,strepitus
290,Laut::N,հնչյուն,sonus
291,Laut::N,ձայն,sonus
292,Ton::N,տոն,sonus
293,Lied::N,երգ,carmen
294,Ruhe::N,անդորրություն,quies
295,Leute::N,մարդիկ,homines
296,Volk::N,ազգ,populus
297,Arbeit::N,գործ,labor
298,Arbeit::N,աշխատանք,labor
299,Gast::N,հյուր,hospes
300,Gast::N,հյուր,conviva
301,Geschenk::N,նվեր,munus
302,Spiel::N,խաղ,ludus
303,Gesellschaft::N,ընկերություն,societas
304,Hilfe::N,օգնությթուն,auxilium
305,Hilfe::N,օգնությթուն,subsidium
306,Freund::N,ընկեր,amicus
307,Freund::N,բարեկամ,amicus
308,Kamerad::N,ուղեկից,socius
309,Angelegenheit::N,բան,res
310,Angelegenheit::N,գործ,res
311,Anzahl::N,քանակ,numerus
312,Anzahl::N,գումար,numerus
313,Art::N,տեսակ,genus
314,Stück::N,կտոր,frustum
315,Stück::N,կտոր,fragmentum
316,Teil::N,մաս,pars
317,Hälfte::N,կես,dimidium
318,Kreis::N,շիջանակ,orbis
319,Kreis::N,շիջանակ,circus
320,Kreuz::N,խաչ,crux
321,Linie::N,գիծ,linea
322,Strich::N,գիծ,lineamentum
323,Abstand::N,անջրպետ,intervallum
324,Entfernung::N,հեռավորություն,spatium
325,Gegend::N,շրջան,loca
326,Gegend::N,շրջան,regio
327,Platz::N,տարածություն,locus
328,Ort::N,տեղ,locus
329,Ort::N,վայր,locus
330,Seite::N,կողմ,latus
331,Mitte::N,մեջտեղ,medium
332,Gegenstand::N,առարկա,res
333,Sache::N,բան,res
334,Rand::N,վերջք,margo
335,Kante::N,եզր,angulus
336,Ecke::N,անկյուն,angulus
337,Spitze::N,ծայր,cacumen
338,Ende::N,ծայր,caput
339,Loch::N,անցք,foramen
340,Winkel::N,անկյուն,angulus
341,Muster::N,օրինակ,exemplum
342,Größe::N,մեծություն,magnitudo
343,Länge::N,երկարություն,longitudo
344,Höhe::N,բարձրություն,altitudo
345,Gewicht::N,կշիռ,pondus
346,Menge::N,քանակ,copia
347,Haufen::N,դեզ,acervus
348,Haufen::N,կույտ,acervus
349,Reihe::N,շարք,ordo
350,Reihe::N,կարգ,ordo
351,Boot::N,նավակ,navicula
352,Ruder::N,թի,remus
353,Ruder::N,թիակ,remus
354,Schlitten::N,բալխիր,sclodia
355,Ski::N,դահուկ,narta
356,Lagerfeuer::N,բացօդեայ կրակ,ignis
357,Last::N,բեռ,onus
358,Gang::N,զբոսանք,cursus
359,Schritt::N,քայլ,gradus
360,Norden::N,հյուսիս,septentriones
361,Süden::N,հարավ,meridies
362,Westen::N,արեւմուտք,occidens
363,Osten::N,արեւելք,oriens
364,Holz::N,փայտ,lignum
365,Brett::N,տախտակ,tabula
366,Platte::N,թիթեղ,lamina
367,Stütze::N,նեցուկ,adminiculum
368,Stange::N,ձող,pertica
369,Stock::N,փայտ,baculum
370,Stab::N,ցուպ,scipio
371,Stab::N,գավազան,scipio
372,Rohr::N,խողովակ,tubus
373,Haus::N,տուն,aedes
374,Heim::N,տուն,domicilium
375,Ofen::N,վառարան,fornax
376,Fußboden::N,հատակ,solum
377,Tisch::N,սեղան,mensa
378,Stuhl::N,աթոռ,sella
379,Wiege::N,օրորոց,cunae
380,Bett::N,անկողին,lectus
381,Regal::N,դարակ,foruli
382,Kiste::N,տուփ,cista
383,Fenster::N,պատուհան,fenestra
384,Tür::N,դուռ,ianua
385,Tor::N,դարպաս,porta
386,Zaun::N,ցանկապատ,saepes
387,Dach::N,տանիք,tectum
388,Dach::N,կտուր,tectum
389,Leiter::N,սանդուղք,scalae
390,Besen::N,ավել,scopae
391,Spaten::N,բահ,pala
392,Schaufel::N,թի,pala
393,Gabel::N,պատառաքաղ,fuscinula
394,Löffel::N,գդալ,coclear
395,Messer::N,դանակ,culter
396,Nagel::N,մեխ,clavus
397,Netz::N,ցանց,rete
398,Haken::N,կարթ,hamus
399,Griff::N,կոթ,manubrium
400,Griff::N,բռնակ,manubrium
401,Schloss::N,կողպեք,claustra
402,Bild::N,նկար,tabula
403,Bild::N,նկար,pictura
404,Bild::N,պատկեր,tabula
405,Bild::N,պատկեր,pictura
406,Figur::N,քանդակ,statunculum
407,Figur::N,պատկեր,statunculum
408,Puppe::N,տիկնիկ,pupa
409,Beutel::N,տոպրակ,sacculus
410,Bündel::N,կապոց,fascis
411,Tasche::N,պայուսակ,sacculus
412,Eimer::N,դույլ,situla
413,Deckel::N,կափարիչ,operculum
414,Geschirr::N,ամանեղեն,vasa
415,Sack::N,պարկ,saccus
416,Sack::N,տոպրակ,saccus
417,Tasse::N,թաս,pocillum
418,Tasse::N,գավաթ,pocillum
419,Topf::N,անոթ,olla
420,Kessel::N,կաթսա,aenum
421,Essen::N,կերակուր,cena
422,Nahrung::N,ուտելիք,cibus
423,Nahrung::N,ուտելիք,alimenta
424,Speise::N,խորտիկ,cibus
425,Speise::N,կերակուր,cibus
426,Fleisch::N,միս,caro
427,Getreide::N,հացահատիկ,frumentum
428,Brei::N,լանդակ,puls
429,Brot::N,հաց,panis
430,Scheibe::N,կտոր,frustum
431,Scheibe::N,պատառ,frustum
432,Fett::N,ճարպ,pingue
433,Butter::N,կարագ,butȳrum
434,Öl::N,ձեթ,oleum
435,Salz::N,աղ,sal
436,Suppe::N,սուպ,ius
437,Suppe::N,ապուր,ius
438,Honig::N,մեղր,mel
439,Milch::N,կաթ,lac
440,Tee::N,թեյ,thea
441,Leder::N,կաշի,corium
442,Wolle::N,բուրդ,lana
443,Stoff::N,գործվածք,textum
444,Nadel::N,ասեղ,acus
445,Faden::N,թել,filum
446,Knopf::N,կոճակ,bulla
447,Knoten::N,հանգույց,nodus
448,Farbe::N,ներկ,pigmentum
449,Kleidung::N,հագուստ,vestimenta
450,Hemd::N,վերնաշապիկ,tunica
451,Kragen::N,օձիք,collare
452,Ärmel::N,թեւք,manica
453,Hose::N,շալվար,bracae
454,Gürtel::N,գոտի,cingulum
455,Mütze::N,կեպի,pilleus
456,Schuh::N,կոշիկ,calceus
457,Stiefel::N,երկարաճիթ կոշիկ,pero
458,Stiefel::N,երկարաճիթ կոշիկ,caliga
459,Ring::N,զնգալ,anulus
460,Band::N,ժապավեն,redimiculum
461,Kamm::N,սանր,pecten
462,Spiegel::N,հայելի,speculum
463,Riemen::N,փոկ,lorum
464,Schnur::N,լար,linum
465,Leine::N,փոկ,retinaculum
466,Decke::N,վերմակ,lodix
467,Kissen::N,բարձ,pulvinus
468,Tuch::N,թաշկինակ,velum
469,Handtuch::N,սրբիչ,mantele
470,Kraft::N,ուժ,vis
471,Stärke::N,պնդություն,robur
472,Stärke::N,ամրություն,robur
473,Gesundheit::N,առողջություն,valetudo
474,Krankheit::N,ախտ,morbus
475,Krankheit::N,հիվանդություն,morbus
476,Schmerz::N,ցավ,dolor
477,Schmerz::N,տանջանք,dolor
478,Wunde::N,վերք,vulnus
479,Fieber::N,տենդ,febris
480,Arznei::N,դեղ,remedium
481,Brücke::N,կամուրջ,pons
482,Brunnen::N,հոր,puteus
483,Brunnen::N,ջրհոր,puteus
484,Weide::N,արոտավայր,pascua
485,Pfad::N,արահետ,semita
486,Weg::N,ուղի,iter
487,Straße::N,ճանապարհ,via
488,Dorf::N,գյուղ,vicus
489,Stadt::N,քաղաք,urbs
490,Stadt::N,քաղաք,oppidum
491,Brief::N,նամակ,epistula
492,Buch::N,գիրք,liber
493,Buchstabe::N,տառ,littera
494,Buchstabe::N,գիր,littera
495,Zeitung::N,լրագիր,diurnum
496,Leben::N,կյանք,vita
497,Tod::N,մահ,mors
498,Grab::N,գերեզման,sepulcrum
499,Kirche::N,եկեղեցի,ecclesia
500,Sünde::N,մեղք,peccatum
501,Gott::N,աստված,deus
502,Arbeiter::N,բանվոր,operarius
503,Arbeiter::N,աշխատող,operarius
504,Chef::N,տեր,praefectus
505,Meister::N,վարպետ,magister
506,Arzt::N,բժիշկ,medicus
507,Lehrer::N,ուսուցիչ,magister
508,Geld::N,փող,aes
509,Geld::N,փող,pecunia
510,Geschäft::N,գործ,negotium
511,Geschäft::N,աշխատանք,negotium
512,Laden::N,կրպակ,taberna
513,Laden::N,խանութ,taberna
514,Preis::N,գին,pretium
515,Ware::N,ապրանք,merx
516,Nutzen::N,օգուտ,utilitas
517,Reichtum::N,հարստություն,opes
518,Reichtum::N,հարստություն,divitiae
519,Welt::N,աշխարհ,mundus
520,Land::N,երկիր,terra
521,Staat::N,պետություն,res publica
522,König::N,արքա,rex
523,König::N,թագավոր,rex
524,Macht::N,իշխանություն,potestas
525,Grenze::N,սահման,limes
526,Krieg::N,պատերազմ,bellum
527,Feind::N,թշնամի,inimicus
528,Gewalt::N,բռնություն,vis
529,Gewalt::N,սաստկություն,vis
530,Kampf::N,մարտ,pugna
531,Bogen[Waffe]::N,աղեղ,arcus
532,Pfeil::N,նետ,sagitta
533,Gewehr::N,հրացան,sclopetum
534,Fehler::N,սխալ,error
535,Lüge::N,սուտ,mendacium
536,Schaden::N,վնաս,damnum
537,Schaden::N,վնաս,detrimentum
538,Unglück::N,դժբախտություն,miseria
539,Unglück::N,դժբախտություն,calamitas
540,Schuld::N,պակասություն,culpa
541,Alter::N,հասակ,aetas
542,Schluss::N,վերջ,finis
543,Schluss::N,վախճան,finis
544,Zeit::N,ժամանակ,tempus
545,Tag::N,օր,dies
546,Morgen::N,առավոտ,mane
547,Mittag::N,կեսօր,meridies
548,Abend::N,երեկո,vesper
549,Nacht::N,գիշեր,nox
550,Woche::N,շաբաթ,septimana
551,Monat::N,ամիս,mensis
552,Jahr::N,տարի,annus
553,Frühling::N,գարուն,ver
554,Sommer::N,ամառ,aestas
555,Herbst::N,աշուն,autumnus
556,Winter::N,ձմեռ,hiems
557,Januar::N,հունվար,Ianuarius
558,Februar::N,փետրվար,Februarius
559,März::N,մարտ,Martius
560,April::N,ապրիլ,Aprilis
561,Mai::N,մայիս,Maius
562,Juni::N,հունիս,Iunius
563,Juli::N,հուլիս,Iulius
564,August::N,օգոստոս,Augustus
565,September::N,սեպտեմբեր,September
566,Oktober::N,հոկտեմբեր,Octobris
567,November::N,նոյեմբեր,Novembris
568,Dezember::N,դեկտեմբեր,December
569,Montag::N,երկուշաբթի,dies lunae
570,Dienstag::N,երեքշաբթի,dies Martis 
571,Mittwoch::N,չորեքշաբթի,dies Mercurii
572,Donnerstag::N,հինգշաբթի,dies Iovis
573,Freitag::N,ուրբաթ,dies Veneris
574,Samstag::N,շաբաթ,dies Saturni
575,Sonntag::N,կիրակի,dominicus
576,Sonntag::N,կիրակի,dies solis
577,groß::A,մեծ,magnus
578,groß::A,խոշոր,magnus
579,klein::A,պստիկ,parvus
580,klein::A,փոքրիկ,parvus
581,lang::A,երկար,longus
582,kurz::A,կարճ,brevis
583,breit::A,լայն,latus
584,schmal::A,նեղ,angustus
585,dicht::A,խիտ,densus
586,dick[Gegenstand]::A,հաստ,crassus
587,dünn::A,բարակ,tenuis
588,fein::A,նուրբ,subtilis
589,fest::A,ամուր,solidus
590,fest::A,ամուր,stabilis
591,fest::A,պինդ,solidus
592,fest::A,պինդ,stabilis
593,flach::A,տափակ,planus
594,glatt::A,հարթ,levis
595,hart::A,կարծր,durus
596,weich::A,մեղմ,mollis
597,weich::A,փափուկ,mollis
598,rund::A,կլոր,rotundus
599,spitz::A,սրածայր,acutus
600,scharf::A,սուր,acer
601,stumpf::A,գուլ,hebes
602,schwer::A,ծանր,gravis
603,schön::A,սիրուն,pulcher
604,schön::A,սիրուն,formosus
605,schön::A,գեղեցիկ,pulcher
606,schön::A,գեղեցիկ,formosus
607,heiß::A,թեժ,fervidus
608,warm::A,տաք,calidus
609,warm::A,ջերմ,calidus
610,kalt::A,ցուրտ,frigidus
611,kühl::A,զով,frigidus
612,frisch::A,թարմ,recens
613,feucht::A,ղոնավ,umidus
614,nass::A,թաց,madidus
615,trocken::A,ցամաք,aridus
616,voll::A,լի,plenus
617,voll::A,լիքը,plenus
618,leer::A,դատարկ,vacuus
619,offen::A,բաց,apertus
620,geschlossen::A,գոց,clausus
621,sauber::A,մաքուր,lautus
622,schmutzig::A,կեղտոտ,sordidus
623,roh::A,հում,crudus
624,reif::A,հասած,maturus
625,reif::A,հասուն,maturus
626,lecker::A,համեղ,delicatus
627,süß::A,անուշ,dulcis
628,bitter::A,կծու,amarus
629,bitter::A,կծու,acerbus
630,sauer::A,թթու,acidus
631,sauer::A,թթված,acidus
632,hell::A,պայծառ,clarus
633,hell::A,խելամիտ,clarus
634,dunkel::A,մութ,obscurus
635,schwarz::A,սեւ,niger
636,weiß::A,սպիտակ,albus
637,rot::A,կարմիր,ruber
638,gelb::A,դեղին,flavus
639,blau::A,կապույտ,caeruleus
640,grün::A,կանաչ,viridis
641,grau::A,գորշ,canus
642,bunt::A,գոյնզգոյն,varius
643,billig::A,էժան,vilis
644,teuer::A,թանկ,carus
645,wertvoll::A,թանկարժեք,pretiosus
646,blind::A,կույր,caecus
647,taub::A,խուլ,surdus
648,kräftig::A,հզոր,robustus
649,stark::A,ուժեղ,firmus
650,stark::A,ուժեղ,validus
651,schwach::A,տկար,debilis
652,schwach::A,տկար,infirmus
653,schwach::A,թույլ,debilis
654,schwach::A,թույլ,infirmus
655,fett::A,գեր,crassus
656,schlank::A,նիհար,procerus
657,hübsch::A,գրավիչ,pulcher
658,hübsch::A,սիրունիկ,pulcher
659,böse::A,չար,improbus
660,dumm::A,հիմար,stultus
661,dumm::A,հիմար,stupidus
662,faul::A,ծույլ,piger
663,fleißig::A,ջանասեր,sedulus
664,fleißig::A,փութաջան,sedulus
665,geizig::A,ագահ,avarus
666,geizig::A,կծծի,avarus
667,klug::A,խելոք,prudens
668,klug::A,ընդունակ,prudens
669,geschickt::A,ճարտար,sollers
670,lieb::A,սիրելի,carus
671,lustig::A,զվարթ,iocosus
672,sanft::A,հեզ,clemens
673,hungrig::A,քաղցած,impastus
674,krank::A,հիվանդ,aeger
675,nackt::A,մերկ,nudus
676,traurig::A,տխուր,maestus
677,lebendig::A,կենդանի,vivus
678,gut::A,լավ,bonus
679,schlecht::A,վատ,malus
680,richtig::A,ձիշտ,rectus
681,schlimm::A,լղրճուկ,malus
682,wahr::A,ճիշտ,verus
683,wahr::A,իրական,verus
684,alt::A,հին,antiquus
685,neu::A,նոր,novus
686,ehemalig::A,նախկին,pristinus
687,alt[Lebewesen]::A,ծեր,vetus
688,alt[Lebewesen]::A,պառավ,vetus
689,jung::A,մատաղ,iuvenis
690,arm::A,աղքատ,pauper
691,reich::A,հարուստ,dives
692,bekannt::A,ծանոթ,notus
693,berühmt::A,հայտնի,celeber
694,berühmt::A,հայտնի,illustris
695,berühmt::A,հռչակավոր,celeber
696,berühmt::A,հռչակավոր,illustris
697,fremd::A,օտար,peregrinus
698,verschieden::A,տարբեր,varius
699,nah::A,մոտ,propinquus
700,nah::A,մերձ,propinquus
701,fern::A,հեռավոր,longinquus
702,linker::A,ձախ,sinister
703,rechter::A,աջ,dexter
704,anderer::A,այլ,alius
705,anderer::A,ուրիշ,alius
706,erster::A,առաջին,primus
707,zweiter::A,երկրորդ,secundus
708,dritter::A,երրորդ,tertius
709,letzter::A,վերջին,ultimus
710,allein::ADV,միայնակ,solum
711,auf einmal::ADV,միասնաբար,simul
712,zusammen::ADV,միասին,una
713,zusammen::ADV,իրար հետ,una
714,lange::ADV,երկար ժամանակ,diu
715,plötzlich::ADV,հանկարծ,subito
716,plötzlich::ADV,հանկարծ,repente
717,sofort::ADV,իսկույն,statim
718,später::ADV,ավելի ուշ,postea
719,später::ADV,հետո,postea
720,jetzt::ADV,այժմ,nunc
721,heute::ADV,այսօր,hodie
722,morgen::ADV,վաղը,cras
723,bald::ADV,շուտով,mox
724,dann::ADV,ապա,deinde
725,dann::ADV,հետո,deinde
726,gestern::ADV,երեկ,heri
727,einst::ADV,հին ատեն,olim
728,damals::ADV,ատէնին,tum
729,danach::ADV,ապա,postea
730,danach::ADV,այն ժամանակ,postea
731,vorher::ADV,առաջ,antea
732,zuerst::ADV,նախ,primo
733,einmal::ADV,մի անգամ,semel
734,manchmal::ADV,երբեմն,interdum
735,oft::ADV,հաճախ,saepe
736,immer::ADV,միշտ,semper
737,niemals::ADV,երբեք,numquam
738,hier::ADV,այստեղ,hic
739,hierhin::ADV,այստեղ,huc
740,von hier::ADV,այդտեղից,hinc
741,dort::ADV,այնտեղ,ibi
742,dorthin::ADV,այնտեղ,eo
743,geradeaus::ADV,ուղիղ,recte
744,vorwärts::ADV,առաջ,porro
745,rückwärts::ADV,դեպի ետ,retro
746,zurück::ADV,ետ,retro
747,unten::ADV,ներքեւում,infra
748,hinab::ADV,ներքեւ,pessum
749,oben::ADV,վերեւում,supra
750,hinauf::ADV,վերեւ,sursum
751,überall::ADV,ամենուր,ubique
752,nicht::ADV,չէ,non
753,ein wenig::ADV,մի քիչ,paulum
754,kaum::ADV,հազիվ,vix
755,kaum::ADV,հազիվ,aegre
756,sehr::ADV,շատ,valde
757,sehr::ADV,շատ,magnopere
758,so::ADV,այդպես,ita
759,noch::ADV,դեռ,etiam
760,nur::ADV,միայն,solum
761,nur::ADV,միայն,tantum
762,schon::ADV,արդեն,iam
763,wieder::ADV,նորից,rursus
