,Concept_ID,be,br
78,Schatten::N,цень,disheol
79,Wetter::N,пагода,amzer
80,Wetter::N,надворʼе,amzer
81,Nebel::N,туман,brumenn
82,Wolke::N,воблака,koumoulenn
83,Regen::N,дождж,glav
84,Schnee::N,снег,erc'h
85,Eis::N,лёд,skorn
86,Frost::N,мароз,rev
87,Kälte::N,холад,yen
88,Hitze::N,спёка,tommder
89,Raureif::N,іней,frim
90,Regenbogen::N,вясёлка,gwareg-ar-glav
91,Donner::N,гром,kurun
92,Strömung::N,цячэнне,red
93,Tropfen::N,кропля,bannac'h
94,Tropfen::N,кропля,takenn
95,Schaum::N,пена,spoum
96,Schmutz::N,гразь,fank
97,See::N,возера,lenn
98,Sumpf::N,багна,gwern
99,Moor::N,балота,taouarc'heg
100,Wiese::N,луг,prad
101,Wald::N,лес,koad
102,Hügel::N,узгорак,torgenn
103,Anhöhe::N,узвышша,run
104,Berg::N,гара,menez
105,Gipfel::N,вяршыня,barr
106,Höhle::N,пячора,kav
107,Abhang::N,схіл,naou
108,Quelle::N,крыніца,feunteun
109,Bach::N,ручай,gwazh
110,Fluss::N,рака,stêr
111,Ufer::N,бераг,ribl
112,Küste::N,узбярэжжа,aod
113,Festland::N,суша,douar
114,Meer::N,мора,mor
115,Bucht::N,бухта,mor-bihan
116,Insel::N,востраў,enez
117,Blume::N,кветка,bleunienn
118,Gras::N,трава,geot
119,Wurzel::N,корань,gwrizienn
120,Baum::N,дрэва,gwezenn
121,Stamm::N,ствол,kef
122,Rinde::N,кара,rusk
123,Ast::N,сук,barr
124,Zweig::N,галіна,bod
125,Blatt::N,ліст,delienn
126,Birke::N,бяроза,bezvenn
127,Kiefer[Baum]::N,хвоя,pinenn
128,Kiefer[Baum]::N,сасна,pinenn
129,Weide[Baum]::N,вярба,halegenn
130,Tanne::N,яліна,sapenn
131,Horn::N,рог,korn
132,Feder::N,пяро,pluñv
133,Fell::N,шкура,kreoñ
134,Flügel::N,крыло,askell
135,Klaue::N,кіпцюр,skilf
136,Kralle::N,лапа,skilf
137,Schwanz::N,хвост,lost
138,Ei::N,яйка,vi
139,Nest::N,гняздо,neizh
140,Bau::N,нара,douarenn
141,Tier::N,жывёла,loen
142,Herde::N,статак,tropell
143,Kuh::N,карова,buoc'h
144,Bulle::N,бык,tarv
145,Pferd::N,конь,marc'h
146,Schaf::N,авечка,dañvad
147,Schwein::N,свіння,pemoc'h
148,Hund::N,сабака,ki
149,Katze::N,кошка,kazh
150,Bär::N,мядзведзь,arzh
151,Eichhörnchen::N,вавёрка,gwiñver
152,Elch::N,лось,karv-dour
153,Fuchs::N,ліса,louarn
154,Hase::N,заяц,gad
155,Maus::N,мыш,logodenn
156,Wolf::N,воўк,bleiz
157,Vogel::N,птах,labous
158,Vogel::N,птушка,labous
159,Schwarm::N,чарада,nijad
160,Huhn::N,курыца,yar
161,Hahn::N,певень,kilhog
162,Gans::N,гусь,gwazenn
163,Adler::N,арол,erer
164,Ente::N,качка,houad
165,Eule::N,сава,toud
166,Kranich::N,жораў,garan
167,Kranich::N,журавель,garan
168,Krähe::N,варона,bran
169,Kuckuck::N,зязюля,koukoug
170,Schwan::N,лебедзь,alarc'h
171,Fisch::N,рыба,pesk
172,Barsch::N,акунь,brell
173,Hecht::N,шчупак,beked
174,Schlange[Tier]::N,змяя,naer
175,Wurm::N,чарвяк,preñv
176,Spinne::N,павук,kevnidenn
177,Ameise::N,мурашка,merion
178,Laus::N,вош,laouenn
179,Mücke::N,камар,moustik
180,Fliege::N,муха,kelienenn
181,Schmetterling::N,матыль,balafenn
182,Beere::N,ягада,hog
183,Apfel::N,яблык,aval
184,Pilz::N,грыб,kabell-touseg
185,Zwiebel::N,цыбуля,ognonenn
186,Saat::N,семя,had
187,Korn::N,зерне,ed
188,Heu::N,сена,foenn
189,Schale::N,шалупінне,peliadur
190,Grube::N,яма,
191,Falle::N,пастка,pech
192,Schlinge::N,сіло,krouglas
193,Spur::N,след,
194,Asche::N,попел,ludu
195,Dreck::N,бруд,fank
196,Eisen::N,жалеза,houarn
197,Gold::N,золата,aour
198,Silber::N,сребра,arc'hant
199,Kohle::N,вугаль,glaou
200,Glas::N,шкло,gwer
201,Lehm::N,гліна,
202,Sand::N,пясок,traezh
203,Mensch::N,чалавек,den
204,Mann::N,мужчына,den
205,Frau::N,жанчына,maouez
206,Kind::N,дзіця,bugel
207,Junge::N,хлопчык,paotr
208,Mädchen::N,дзяўчынка,plac'h
209,Familie::N,сямʼя,familh
210,Großvater::N,дзядуля,tad-kozh
211,Großmutter::N,бабуля,mamm-gozh
212,Eltern::N,бацькі,kerent
213,Vater::N,бацька,tad
214,Mutter::N,маці,mamm
215,Sohn::N,сын,mab
216,Tochter::N,дачка,merc'h
217,Bruder::N,брат,breur
218,Schwester::N,сястра,c'hoar
219,Onkel::N,дзядзька,eontr
220,Tante::N,цётка,moereb
221,Ehemann::N,муж,gwaz
222,Ehefrau::N,жонка,gwreg
223,Freude::N,радасць,levenez
224,Gelächter::N,смех,c'hoarzherezh
225,Glück::N,шчасце,chañs
226,Kummer::N,гора,doan
227,Wunsch::N,жаданне,c'hoant
228,Lust::N,цяга,c'hoant
229,Geist::N,дух,spered
230,Gedanke::N,думка,soñj
231,Gedächtnis::N,памяць,eñvor
232,Verstand::N,розум,skiant
233,Sinn::N,сэнс,ster
234,Grund::N,зачэпка,kaoz
235,Wahrheit::N,праўда,gwirionez
236,Gespräch::N,размова,kaozeadenn
237,Märchen::N,казка,kaoz korriganez
238,Erzählung::N,расказ,kontadenn
239,Erzählung::N,апавяданне,kontadenn
240,Nachricht::N,вестка,keloù
241,Nachricht::N,паведамленне,keloù
242,Neuigkeit::N,навіна,kelaouenn
243,Name::N,імя,anv
244,Rätsel::N,загадка,divinatez
245,Rede::N,прамова,diskour
246,Sprache::N,мова,yezh
247,Stimme::N,голас,mouezh
248,Wort::N,слова,ger
249,Zeichen::N,знак,sin
250,Ruf::N,кліч,galv
251,Lärm::N,шум,trouz
252,Laut::N,гук,
253,Ton::N,гучанне,ton
254,Lied::N,песня,kanaouenn
255,Ruhe::N,спакой,sioulded
256,Leute::N,людзі,tud
257,Volk::N,народ,pobl
258,Arbeit::N,праца,labour
259,Arbeit::N,работа,labour
260,Gast::N,госць,kouviad
261,Geschenk::N,падарунак,prof
262,Spiel::N,гульня,c'hoari
263,Gesellschaft::N,таварыства,kompagnunezh
264,Gesellschaft::N,таварыства,kavandad
265,Hilfe::N,дапамога,sikour
266,Freund::N,друг,mignon
267,Freund::N,сябар,mignon
268,Kamerad::N,прыяцель,kamarad
269,Angelegenheit::N,справа,afer
270,Anzahl::N,колькасць,niver
271,Art::N,від,sort
272,Stück::N,кусок,tamm
273,Stück::N,кавалак,tamm
274,Teil::N,частка,pezh
275,Hälfte::N,палова,hanterenn
276,Hälfte::N,палавіна,hanterenn
277,Kreis::N,круг,kelc'h
278,Kreuz::N,крыж,kroaz
279,Linie::N,лінія,linenn
280,Strich::N,рыса,tenn
281,Abstand::N,прамежак,distok
282,Entfernung::N,адлегласць,keid
283,Entfernung::N,адлегласць,kehid
284,Gegend::N,мясцовасць,korn-bro
285,Platz::N,месца,plasenn
286,Ort::N,месца,lec'h
287,Seite::N,бок,tu
288,Mitte::N,сярэдзіна,kreiz
289,Gegenstand::N,прадмет,tra
290,Sache::N,рэч,tra
291,Rand::N,край,kantenn
292,Kante::N,руб,kantenn
293,Kante::N,кант,kantenn
294,Ecke::N,вугал,korn
295,Spitze::N,кончык,begell
296,Ende::N,канец,dibenn
297,Loch::N,дзірка,toull
298,Winkel::N,вугал,
299,Muster::N,узор,tresadenn
300,Größe::N,памер,ment
301,Länge::N,даўжыня,hirder
302,Höhe::N,вышыня,uhelder
303,Gewicht::N,вага,pouez
304,Menge::N,колькасць,bern
305,Haufen::N,куча,bern
306,Reihe::N,рад,steud
307,Boot::N,лодка,bag
308,Ruder::N,вясло,roeñv
309,Schlitten::N,сані,trainell
310,Ski::N,лыжа,ski
311,Lagerfeuer::N,вогнішча,
312,Last::N,цяжар,karg
313,Gang::N,ход,kerzh
314,Schritt::N,шаг,paz
315,Schritt::N,крок,paz
316,Norden::N,поўнач,norzh
317,Norden::N,поўнач,hanternoz
318,Süden::N,поўдзень,su
319,Süden::N,поўдзень,kreisteiz
320,Westen::N,захад,kuzh-heol
321,Osten::N,усход,reter
322,Osten::N,усход,sav-heol
323,Holz::N,дрэва,koad
324,Holz::N,драўніна,koad
325,Brett::N,дошка,plankenn
326,Platte::N,пліта,plakenn
327,Stütze::N,падпорка,harp
328,Stange::N,жэрдка,sparl
329,Stock::N,палка,bazh
330,Stab::N,шост,bazh
331,Rohr::N,труба,tub
332,Rohr::N,труба,korz
333,Haus::N,дом,ti
334,Heim::N,дом,kêr
335,Heim::N,хата,kêr
336,Ofen::N,печ,forn
337,Fußboden::N,падлога,plañchod
338,Tisch::N,стол,taol
339,Stuhl::N,стул,kador
340,Stuhl::N,крэсла,kador
341,Wiege::N,калыска,kavell
342,Bett::N,ложак,gwele
343,Bett::N,пасцель,gwele
344,Regal::N,паліца,estajerenn
345,Kiste::N,скрынка,kased
346,Fenster::N,акно,prenestr
347,Tür::N,дзверы,dor
348,Tor::N,вароты,portal
349,Zaun::N,агароджа,sklotur
350,Dach::N,дах,toenn
351,Leiter::N,лесвіца,skeul
352,Besen::N,мятла,skubell
353,Spaten::N,лапата,pal
354,Spaten::N,жалязняк,pal
355,Schaufel::N,шуфлік,pal
356,Schaufel::N,лапатка,pal
357,Gabel::N,відэлец,fourchetez
358,Löffel::N,лыжка,loa
359,Messer::N,нож,kontell
360,Nagel::N,цвік,tach
361,Netz::N,сетка,roued
362,Haken::N,крук,krog
363,Griff::N,ручка,kemer
364,Schloss::N,замок,potenn
365,Bild::N,карціна,skeudenn
366,Figur::N,фігура,skeud
367,Figur::N,фігура,figur
368,Puppe::N,лялька,merc'hodenn
369,Beutel::N,мяшок,sac'h
370,Bündel::N,вязка,feskenn
371,Tasche::N,торба,sac'h
372,Eimer::N,вядро,sailh
373,Deckel::N,накрыўка,pallenn
374,Geschirr::N,пасуда,listriaj
375,Sack::N,мех,sac'h
376,Tasse::N,кубак,tas
377,Topf::N,каструля,pod
378,Kessel::N,кацёл,chaodouron
379,Essen::N,ежа,pred
380,Nahrung::N,харч,boued
381,Speise::N,страва,meuz
382,Fleisch::N,мяса,kig
383,Getreide::N,збожжа,ed
384,Brei::N,каша,yod
385,Brot::N,хлеб,bara
386,Scheibe::N,луста,tailhenn
387,Scheibe::N,скібка,tailhenn
388,Fett::N,тлушч,lard
389,Butter::N,масла,amann
390,Öl::N,алей,eoul
391,Salz::N,соль,holen
392,Suppe::N,суп,soubenn
393,Honig::N,мёд,mel
394,Milch::N,малако,laezh
395,Tee::N,чай,te
396,Tee::N,гарбата,te
397,Leder::N,скура,lêr
398,Wolle::N,воўна,gloan
399,Stoff::N,тканіна,danvez
400,Nadel::N,іголка,nadoz
401,Faden::N,нітка,neudenn
402,Knopf::N,гузік,bouton
403,Knoten::N,вузел,skoulm
404,Farbe::N,фарба,liv
405,Kleidung::N,адзенне,dilhad
406,Hemd::N,кашуля,roc'hed
407,Kragen::N,каўнер,gouzoug
408,Ärmel::N,рукаў,milgin
409,Hose::N,штаны,bragoù
410,Gürtel::N,пояс,gouriz
411,Mütze::N,шапка,boned
412,Schuh::N,чаравік,botez
413,Stiefel::N,бот,botez
414,Ring::N,кольца,gwalenn
415,Band::N,стужка,bagad
416,Kamm::N,расчоска,krib
417,Spiegel::N,люстра,melezour
418,Riemen::N,рэмень,lerenn
419,Schnur::N,вяроўка,kordenn
420,Leine::N,павадок,roll
421,Decke::N,коўдра,golo
422,Kissen::N,падушка,goubenner
423,Tuch::N,хустка,mezher
424,Handtuch::N,ручнік,toailhon
425,Kraft::N,сіла,nerzh
426,Stärke::N,моц,nerzhder
427,Gesundheit::N,здароўе,yec'hed
428,Krankheit::N,хвароба,klañved
429,Schmerz::N,боль,poan
430,Schmerz::N,боль,droug
431,Wunde::N,рана,gloazadenn
432,Fieber::N,гарачка,terzhienn
433,Fieber::N,ліхаманка,terzhienn
434,Arznei::N,лекі,louzoù
435,Brücke::N,мост,pont
436,Brunnen::N,калодзеж,puñs
437,Weide::N,паша,prad
438,Pfad::N,сцежка,gwenodenn
439,Weg::N,шлях,hent
440,Weg::N,дарога,hent
441,Straße::N,вуліца,ru
442,Straße::N,вуліца,hent
443,Dorf::N,вёска,kêr
444,Dorf::N,вёска,kêriadenn
445,Stadt::N,горад,kêr
446,Brief::N,ліст,lizher
447,Brief::N,пісьмо,lizher
448,Buch::N,кніга,levr
449,Buchstabe::N,літара,lizherenn
450,Zeitung::N,газета,kazetenn
451,Leben::N,жыццё,buhez
452,Tod::N,смерць,marv
453,Grab::N,магіла,bez
454,Kirche::N,касцёл,iliz
455,Kirche::N,царква,iliz
456,Sünde::N,грэх,pec'hed
457,Gott::N,бог,doue
458,Arbeiter::N,рабочы,labourer
459,Arbeiter::N,рабочы,micherour
460,Chef::N,начальнік,penn
461,Meister::N,майстар,mestr
462,Arzt::N,урач,mezeg
463,Arzt::N,урач,medisin
464,Lehrer::N,настаўнік,skolaer
465,Lehrer::N,настаўнік,kelenner
466,Geld::N,грошы,arc'hant
467,Geschäft::N,заняцце,stal
468,Laden::N,крама,stal
469,Laden::N,магазін,stal
470,Preis::N,цана,priz
471,Ware::N,тавар,marc'hadourezh
472,Nutzen::N,выгада,gounidegezh
473,Nutzen::N,выгада,lañs
474,Nutzen::N,выгада,profit
475,Nutzen::N,выгада,spleit
476,Reichtum::N,багацце,pinvidigezh
477,Welt::N,свет,douar
478,Land::N,краіна,bro
479,Staat::N,дзяржава,stad
480,König::N,кароль,roue
481,Macht::N,улада,galloud
482,Grenze::N,граніца,harzoù
483,Krieg::N,вайна,brezel
484,Feind::N,вораг,eneber
485,Gewalt::N,насілле,tâerder
486,Kampf::N,барацьба,kann
487,Bogen[Waffe]::N,лук,gwareg
488,Pfeil::N,страла,saezh
489,Gewehr::N,ружжо,fuzuilh
490,Fehler::N,памылка,fazi
491,Lüge::N,хлусня,gaou
492,Schaden::N,шкода,gwall
493,Unglück::N,ліха,gwalleur
494,Unglück::N,бядота,gwalleur
495,Schuld::N,віна,kablusted
496,Schuld::N,віна,pec'hedigezh
497,Alter::N,узрост,oad
498,Schluss::N,канец,diwezh
499,Zeit::N,час,amzer
500,Tag::N,дзень,deizh
501,Morgen::N,ранак,beure
502,Morgen::N,ранак,mintin
503,Morgen::N,раніца,beure
504,Morgen::N,раніца,mintin
505,Mittag::N,паўдня,kreisteiz
506,Mittag::N,поўдзень,kreisteiz
507,Abend::N,вечар,abardaez
508,Nacht::N,ноч,noz
509,Woche::N,тыдзень,sizhun
510,Monat::N,месяц,miz
511,Jahr::N,год,bloaz
512,Frühling::N,вясна,nevezamzer
513,Sommer::N,лета,hañv
514,Herbst::N,восень,diskaramzer
515,Winter::N,зіма,goañv
516,Januar::N,студзень,Genver
517,Februar::N,люты,C'hwevrer
518,März::N,сакавік,Meurzh
519,April::N,красавік,Ebrel
520,Mai::N,май,Mae
521,Mai::N,травень,Mae
522,Juni::N,чэрвень,Mezheven
523,Juli::N,ліпень,Gouhere
524,August::N,жнівень,Eost
525,September::N,верасень,Gwengolo
526,Oktober::N,кастрычнік,Here
527,November::N,лістапад,Du
528,Dezember::N,снежань,Kerzu
529,Montag::N,панядзелак,Lun
530,Dienstag::N,аўторак,Meurzh
531,Mittwoch::N,серада,Merc'her
532,Donnerstag::N,чацвер,Yaou
533,Freitag::N,пятніца,Gwener
534,Samstag::N,субота,Sadorn
535,Sonntag::N,нядзеля,Sul
536,groß::A,вялікі,bras
537,klein::A,маленькі,bihan
538,lang::A,доўгі,hir
539,kurz::A,кароткі,berr
540,breit::A,шырокі,ledan
541,schmal::A,вузкі,strizh
542,dicht::A,густы,stank
543,dick[Gegenstand]::A,тоўсты,tev
544,dünn::A,тонкі,moan
545,fein::A,тонкі,munut
546,fest::A,моцны,start
547,flach::A,плоскі,plaen
548,glatt::A,гладкі,lintr
549,glatt::A,гладкі,levn
550,hart::A,цвёрды,kalet
551,weich::A,мяккі,blot
552,rund::A,круглы,ront
553,spitz::A,спічасты,poentet
554,spitz::A,востраканцовы,poentet
555,scharf::A,востры,dremm
556,stumpf::A,тупы,talsoc'h
557,schwer::A,цяжкі,pounner
558,schön::A,прыгожы,kaer
559,heiß::A,гарачы,tomm
560,warm::A,цёплы,tomm
561,kalt::A,холадны,yen
562,kühl::A,халаднаваты,yen
563,frisch::A,свежы,fresk
564,feucht::A,вільготны,gleb
565,nass::A,мокры,gleb
566,trocken::A,сухі,sec'h
567,voll::A,поўны,leun
568,leer::A,пусты,goullo
569,offen::A,адкрыты,digor
570,offen::A,адчынены,digor
571,geschlossen::A,закрыты,serr
572,geschlossen::A,зачынены,serr
573,sauber::A,чысты,naet
574,schmutzig::A,брудны,lous
575,roh::A,сыры,kriz
576,reif::A,спелы,darev
577,lecker::A,смачны,lipous
578,lecker::A,смачны,saourus
579,süß::A,салодкі,dous
580,bitter::A,горкі,c'hwerv
581,sauer::A,кіслы,trenk
582,hell::A,светлы,sklaer
583,dunkel::A,цёмны,teñval
584,schwarz::A,чорны,du
585,weiß::A,белы,gwenn
586,rot::A,чырвоны,ruz
587,gelb::A,жоўты,melen
588,blau::A,сіні,glas
589,grün::A,зялёны,gwer
590,grau::A,шэры,louet
591,bunt::A,пяресты,liesliv
592,billig::A,танны,marc'had-mat
593,teuer::A,дарагі,ker
594,wertvoll::A,цэнны,prizius
595,wertvoll::A,каштоўны,prizius
596,blind::A,сляпы,dall
597,taub::A,глухі,bouzar
598,kräftig::A,магутны,start
599,stark::A,сільны,kreñv
600,schwach::A,слабы,gwan
601,fett::A,тлусты,lard
602,schlank::A,стройны,sinkl
603,hübsch::A,чароўны,koant
604,böse::A,злы,gwall
605,dumm::A,дурны,glep
606,faul::A,лянівы,lezirek
607,fleißig::A,руплівы,studius
608,geizig::A,прагны,tost
609,klug::A,разумны,speredek
610,geschickt::A,умелы,dornet
611,lieb::A,мілы,koant
612,lustig::A,вясёлы,laouen
613,sanft::A,ласкавы,flour
614,hungrig::A,галодны,marnaon
615,krank::A,хворы,klañv
616,nackt::A,голы,noazh
617,traurig::A,сумны,trist
618,lebendig::A,жывы,bev
619,gut::A,добры,mad
620,schlecht::A,кепскі,fall
621,schlecht::A,кепскі,gwall
622,richtig::A,правільны,reizh
623,schlimm::A,агідны,gwall
624,wahr::A,сапраўдны,gwir
625,alt::A,стары,kozh
626,neu::A,новы,nevez
627,ehemalig::A,былы,kozh
628,alt[Lebewesen]::A,стары,kozh
629,jung::A,малады,yaouank
630,arm::A,бедны,paour
631,reich::A,багаты,pinvidik
632,bekannt::A,знаёмы,anavezet
633,berühmt::A,славуты,brudet
634,fremd::A,чужы,dizanav
635,verschieden::A,розны,disheñel
636,nah::A,блізкі,nes
637,fern::A,далёкі,diabell
638,linker::A,левы,kleiz
639,rechter::A,правы,dehoù
640,anderer::A,іншы,all
641,anderer::A,другі,all
642,erster::A,першы,kentañ
643,zweiter::A,другі,eil
644,dritter::A,трэці,trede
645,letzter::A,апошні,diwezhañ
646,allein::ADV,сам,e-unan
647,allein::ADV,адзін,e-unan
648,auf einmal::ADV,адразу,ar un dro
649,zusammen::ADV,разам,asambles
650,lange::ADV,доўга,pell
651,plötzlich::ADV,раптам,en un taol
652,sofort::ADV,зараз,diouzhtu
653,später::ADV,пазней,diwezhatoc'h
654,jetzt::ADV,цяпер,bremañ
655,heute::ADV,сёння,hiziv
656,morgen::ADV,заўтра,arc'hoazh
657,bald::ADV,хутка,hepdale
658,bald::ADV,неўзабаве,hepdale
659,dann::ADV,потым,a-c'houde
660,gestern::ADV,учора,dec'h
661,einst::ADV,аднойчы,gwechall
662,damals::ADV,тады,neuze
663,danach::ADV,затым,goude
664,vorher::ADV,раней,diagent
665,zuerst::ADV,спярша,da gentañ
666,zuerst::ADV,спачатку,da gentañ
667,einmal::ADV,адзін раз,ur wech
668,manchmal::ADV,часам,a-wechoù
669,oft::ADV,часта,alies
670,immer::ADV,заўсёды,atav
671,immer::ADV,заўсёды,bepred
672,niemals::ADV,ніколі,gwech ebet
673,hier::ADV,тут,amañ
674,hierhin::ADV,сюды,dre amañ
675,von hier::ADV,адсюль,alemañ
676,von hier::ADV,адгэтуль,alemañ
677,dort::ADV,там,aze
678,dort::ADV,там,ahont
679,dorthin::ADV,туды,di
680,dorthin::ADV,туды,aze
681,dorthin::ADV,туды,ahont
682,geradeaus::ADV,прама,war-eeun
683,vorwärts::ADV,наперад,war-raok
684,rückwärts::ADV,назад,war-lerc'h
685,zurück::ADV,назад,war-dreñv
686,unten::ADV,унізе,en traoñ
687,hinab::ADV,уніз,a-izel
688,oben::ADV,угары,en nec'h
689,oben::ADV,наверсе,en nec'h
690,hinauf::ADV,угару,e-krec'h
691,überall::ADV,усюды,dre-holl
692,nicht::ADV,не,ne ... ket
693,ein wenig::ADV,трошкі,un tammig
694,kaum::ADV,ледзьве,a-boan
695,sehr::ADV,вельмі,-tre
696,sehr::ADV,вельмі,-kenañ
697,so::ADV,так,evel-se
698,noch::ADV,яшчэ,c'hoazh
699,nur::ADV,толькі,hepken
700,schon::ADV,ужо,dija
701,wieder::ADV,зноў,adarre
702,vergebens::ADV,дарма,
703,vergebens::ADV,дарэмна,
704,vor::PRP,перад,dirak
705,hinter::PRP,за,a-drek
706,hinter::PRP,за,a-dreñv
707,hinter::PRP,ззаду,a-drek
708,hinter::PRP,ззаду,a-dreñv
709,unter::PRP,пад,dindan
710,durch::PRP,праз,dre
711,neben::PRP,каля,e-kichen
712,zwischen::PRP,між,etre
713,zwischen::PRP,паміж,etre
714,wegen::PRP,з-за,abalamour da
715,dies::PRN,гэта,hemañ
716,das::PRN,тое,se
717,das::PRN,тое,hennezh
718,alles::PRN,усё,pep tra
719,ich::PRN,я,me
720,du::PRN,ты,te
721,er::PRN,ён,eñ
722,wir::PRN,мы,ni
723,ihr::PRN,вы,c'hwi
724,sie::PRN,яны,int
725,was::FPRN,што,petra
726,wer::FPRN,хто,piv
727,wo::FADV,дзе,pelec'h
728,wohin::FADV,куды,da belec'h
729,wie::FADV,як,penaos
730,warum::FADV,чаму,perak
731,wieviel::FNUM,колькі,pet
732,eins::NUM,адзін,unan
733,zwei::NUM,два,daou
734,drei::NUM,тры,tri
735,vier::NUM,чатыры,pevar
736,fünf::NUM,пяць,pemp
737,sechs::NUM,шесць,c'hwec'h
738,sieben::NUM,сем,seizh
739,acht::NUM,восем,eizh
740,neun::NUM,дзевяць,nav
741,zehn::NUM,дзесяць,dek
742,elf::NUM,адзінаццаць,unnek
743,zwölf::NUM,дванаццаць,daouzek
744,zwanzig::NUM,дваццаць,ugent
745,dreißig::NUM,трыццаць,tregont
746,vierzig::NUM,сорак,daou-ugent
747,fünfzig::NUM,пядзесят,hanter-kant
748,sechzig::NUM,шесдзесят,tri-ugent
749,siebzig::NUM,семдзесят,dek ha tri-ugent
750,achtzig::NUM,восемдзесят,pevar-ugent
751,neunzig::NUM,дзевяноста,dek ha pevar-ugent
752,hundert::NUM,сто,kant
753,tausend::NUM,тысяча,mil
754,und::CNJ,і,ha
755,und::CNJ,ды,ha
756,oder::CNJ,або,pe
757,stehen::V,стаяць,bezañ a-sav
758,sitzen::V,сядзець,azezañ
759,sitzen::V,сядзець,bezañ en e goazez
760,liegen::V,ляжаць,bezañ en e c'hourvez
761,hängen::V,вісець,krougañ
762,werden::V,стаць,dazonet
763,werden::V,зрабіцца,dazonet
764,passieren::V,трапіцца,c'hoarvezout
765,beginnen::V,пачацца,stagañ
766,enden::V,кончыцца,achuiñ
767,wechseln::V,мяняцца,cheñch
768,aufgehen[Sonne]::V,узысці,dirouzañ
769,untergehen[Sonne]::V,зайсці,
770,scheinen[Sonne]::V,свяціць,lugernañ
771,donnern::V,грымець,taranal
772,wehen::V,дзьмуць,c'hwezhañ
773,strömen::V,ліцца,deredek
774,fließen::V,цячы,redek
775,sich drehen::V,круціцца,troiñ
776,sich drehen::V,варочацца,troiñ
777,schwanken::V,хістацца,trantellat
778,schwingen::V,гайдацца,froumal
779,schwingen::V,калыхацца,froumal
780,fallen::V,падаць,kouezhañ
781,brennen::V,гарэць,deviñ
782,rauchen::V,дымець,divogedañ
783,regnen::V,дажджыць,glavañ
784,gefrieren::V,замерзнуць,reviñ
785,tauen::V,раставаць,diskornañ
786,schmelzen::V,плавіцца,teuziñ
787,trocknen::V,сохнуць,sec'hañ
788,sieden::V,кіпець,berviñ
789,faulen::V,гнісці,breinañ
790,verfaulen::V,згнісці,breinañ
791,reißen::V,ірвацца,darnaouiñ
792,versinken::V,тануць,sodellañ
793,vergehen::V,праходзіць,tremen
794,erscheinen::V,зʼявіцца,donet war-wel
795,verschwinden::V,знікнуць,monet diwar wel
796,sinken::V,спадаць,en em izelat
797,abnehmen::V,паменшыцца,nebeutaat
798,zunehmen::V,павялічвацца,kreskiñ
799,steigen::V,паднімацца,sevel
800,wachsen::V,расці,kreskiñ
801,glänzen::V,блішчаць,lugernañ
802,funkeln::V,бліскаць,elieniñ
