,Concept_ID,ab,uk
737,hinter::PRP,нхыҵ,позаду
738,unter::PRP,амҵа,під
739,unter::PRP,амҵан,під
740,neben::PRP,ааигуара,біля
741,zwischen::PRP,абжьара,між
742,wegen::PRP,-иззы,з-за
743,wegen::PRP,-иззы,через
744,wegen::PRP,-ҟнытә,з-за
745,wegen::PRP,-ҟнытә,через
746,dies::PRN,ари,це
747,dies::PRN,абри,це
748,das::PRN,Абни,то
749,das::PRN,убри,то
750,alles::PRN,зегьы,все
751,ich::PRN,са,я
752,ich::PRN,сара,я
753,du::PRN,бара,ти
754,er::PRN,иара,він
755,wir::PRN,ҳара,ми
756,ihr::PRN,шәара,ви
757,sie::PRN,дара,вони
758,wer::FPRN,дарбан,хто
759,wo::FADV,иабыкуу,де
760,wo::FADV,аба-,де
761,wo::FADV,ахь-,де
762,wohin::FADV,иабыкуу,куди
763,wohin::FADV,аба-,куди
764,wohin::FADV,ахь-,куди
765,wie::FADV,-шҕа,як
766,warum::FADV,избан,чому
767,wieviel::FNUM,заҟа,скільки
768,eins::NUM,акы,один
769,eins::NUM,аӡәы,один
770,zwei::NUM,ҩба,два
771,drei::NUM,хҕа,три
772,vier::NUM,ҕшьба,чотири
773,fünf::NUM,хəба,п’ять
774,sechs::NUM,фба,шість
775,sieben::NUM,Бжьба,сім
776,acht::NUM,ааба,вісім
777,neun::NUM,жәба,дев’ять
778,zehn::NUM,жәаба,десять
779,elf::NUM,жәеизатәи,одинадцять
780,zwölf::NUM,жәаҩа,дванадцять
781,zwanzig::NUM,ҩажәа,двадцять
782,dreißig::NUM,ҩажәижәабатәи,тридцять
783,vierzig::NUM,ҩынҩажәа,сорок
784,fünfzig::NUM,ҩынҩажәеижәаба,п’ятдесят
785,sechzig::NUM,хынҩажәа,шістдесят
786,siebzig::NUM,хынҩажәижәаба,сімдесят
787,achtzig::NUM,ҕшьынҩажәа,вісімдесят
788,neunzig::NUM,ҕшьынҩажәижәаба,дев’яносто
789,hundert::NUM,шәкы,сто
790,tausend::NUM,зқьы,тисяча
791,und::CNJ,-и,і
792,oder::CNJ,ма,або
793,stehen::V,агылазаара,стояти
794,sitzen::V,атəара,сидіти
795,sitzen::V,атəа(заа)ра,сидіти
796,liegen::V,аиара,лежати
797,hängen::V,акнаҳара,висіти
798,werden::V,аҟалара,стати
799,werden::V,аҟалара,робитися
800,passieren::V,аҟалара,трапитися
801,beginnen::V,алагара,початися
802,enden::V,алгара,кінчитися
803,wechseln::V,аҽыҧсахра,мінятися
804,aufgehen[Sonne]::V,агылара,зійти
805,aufgehen[Sonne]::V,ахашлара,зійти
806,aufgehen[Sonne]::V,аҩаҵхахара,зійти
807,untergehen[Sonne]::V,аҭашəара,зайти
808,scheinen[Sonne]::V,акаҧхара,світити
809,donnern::V,адыдра,гриміти
810,wehen::V,асра,віяти
811,strömen::V,акаҭəара,литися
812,fließen::V,ацара,текти
813,sich drehen::V,ахагьежьра,обертатися
814,schwanken::V,аҵысра,коливатися
815,schwingen::V,ахызазара,хитатися
816,schwingen::V,ахызазара,гойдатися
817,schwingen::V,акьаандара,хитатися
818,schwingen::V,акьаандара,гойдатися
819,fallen::V,акаҳара,падати
820,brennen::V,абылра,горіти
821,rauchen::V,ахылҵра,диміти
822,regnen::V,аура,дощити
823,gefrieren::V,аҵаара,змерзнути
824,tauen::V,аӡҭра,танути
825,schmelzen::V,ақəӡыҭра,плавитися
826,schmelzen::V,аҭəара,плавитися
827,trocknen::V,абара,сохнути
828,sieden::V,ашра,кипіти
829,faulen::V,абаара,гнити
830,verfaulen::V,абаара,згнити
831,verfaulen::V,аилашра,згнити
832,reißen::V,аҧжəара,рватися
833,versinken::V,аӡааҟəрылара,тонути
834,vergehen::V,ацара,проходити
835,erscheinen::V,ацəырҵра,з’явитися
836,verschwinden::V,аҵашəкəара,щезнути
837,verschwinden::V,аҵашəкəара,зникнути
838,sinken::V,атəара,спадати
839,sinken::V,алаҟəра,спадати
840,abnehmen::V,ацӡаара,поменшитися
841,abnehmen::V,аиҵалара,поменшитися
842,zunehmen::V,аҽырҭбаара,збільшуватися
843,zunehmen::V,аиҵыҵра,збільшуватися
844,zunehmen::V,арацəахара,збільшуватися
845,steigen::V,азҳара,підніматися
846,steigen::V,ашьҭыҵра,підніматися
847,steigen::V,адухара,підніматися
848,steigen::V,ацлара,підніматися
849,wachsen::V,азҳара,рости
850,glänzen::V,ацыр-цырра,блищати
851,glänzen::V,ацыҩ-цыҩра,блищати
852,glänzen::V,аказказра,блищати
853,funkeln::V,ашап-шапра,блискати
854,funkeln::V,ацым-цымра,блискати
855,lärmen::V,ашьҭыбжьгара,шуміти
856,lärmen::V,аҕьҕьаҳәа аилалара,шуміти
857,läuten::V,аҵəҵəасра,дзвонити
858,klingeln::V,аҵəҵəасра,дзвонити
859,klirren::V,ахьархьарра,дзвякати
860,klirren::V,архьархьарра,дзвякати
861,brausen::V,аилаҽҽара,бушувати
862,brausen::V,еилашуера,бушувати
863,klingen::V,агара,лунати
864,klingen::V,агара,звучати
865,klingen::V,ашьҭыбжь гара,лунати
866,klingen::V,ашьҭыбжь гара,звучати
867,bellen::V,ашра,гавкати
868,heulen::V,ауура,вити
869,blasen::V,аҭəҳəара,дунути
870,pfeifen::V,ашəшəра,свистіти
871,schreien::V,аҳəҳəара,кричати
872,schreien::V,ахəаара,кричати
873,schreien::V,аҟаара,кричати
874,stöhnen::V,ақьра,стогнати
875,zittern::V,аҵыс-ҵысра,тремтіти
876,leben::V,аҟазаара,жити
877,geboren werden::V,Аира,народитися
878,atmen::V,аҕсыҕ лагаҩагара,дихати
879,trinken::V,ажəра,пити
880,essen::V,акрыфара,їсти
881,schlucken::V,албаадара,ковтати
882,müde werden::V,ааҕсара,втомитися
883,einschlafen::V,ацəара,заснути
884,schlafen::V,ацəазаара,спати
885,aufwachen::V,аҿыхара,прокинутися
886,aufstehen::V,Агəылҵра,встати
887,sich erholen::V,аҧсшьара,відпочивати
888,krank werden::V,ачмазаҩхара,захворіти
889,krank sein::V,аҳəарҧсарра,хворіти
890,schmerzen::V,ахьра,боліти
891,husten::V,аимҳәара,кашляти
892,genesen::V,абзиахара,одужати
893,genesen::V,абзиахара,видужати
894,genesen::V,аӷəӷəахара,одужати
895,genesen::V,аӷəӷəахара,видужати
896,sterben::V,аҧсра,померти
897,umkommen::V,аҭахара,згинути
898,sich bewegen::V,аиҭаҵра,рухатися
899,sich rühren::V,ақəацара,ворушитися
900,sich erheben::V,аҩагылара,встати
901,sich setzen::V,атəара,сісти
902,hinfallen::V,акаҳара,упасти
903,laufen::V,аныҟəара,ходити
904,schreiten::V,ашьаҿа еихгара,крокувати
905,spazierengehen::V,анеи-ааира,гуляти
906,eilen::V,аццакра,спішити
907,sich beeilen::V,аццакра,поспішати
908,sausen::V,аҧырра,мчатися
909,sausen::V,иҭрысны,мчатися
910,sausen::V,ишьҭҟьаны ацара,мчатися
911,rennen::V,аҩра,бігати
912,springen::V,аҧара,скакати
913,springen::V,аҧара,стрибати
914,klettern::V,ақəлара,лазити
915,schaukeln::V,аҟəараҟəанҽара,гойдатися
916,kriechen::V,аҳəазара,повзати
917,schwimmen::V,аӡсара,пливти
918,schwimmen::V,аӡсара,плавати
919,tauchen::V,ахəӡааҵəира,пірнати
920,rudern::V,аҵшьра,гребти
921,rudern::V,аҵшьра,веслувати
922,fahren::V,акала,їхати
923,fliegen::V,аҧырра,літати
924,gehen::V,аиҭаҵра,іти
925,weggehen::V,ацара,піти
926,abfahren::V,адəықəлара,від’їхати
927,abfahren::V,адəықəлара,відправитися
928,abfahren::V,ацара,від’їхати
929,abfahren::V,ацара,відправитися
930,anhalten::V,ааныргылара,зупинитися
931,hineingehen::V,аҭалара,входити
932,eintreten::V,аҩналара,увійти
933,kommen::V,аара,прийти
934,kommen::V,ааира,прийти
935,ankommen::V,ааира,прибути
936,ankommen::V,аара,прибути
937,ankommen::V,анеира,прибути
938,zurückkommen::V,азыхынҳəра,повернутися
939,bleiben::V,аанхара,залишитися
940,bleiben::V,анхара,залишитися
941,bleiben::V,аангылара,залишитися
942,warten::V,азҧшзаара,чекати
943,erwarten::V,азҧшра,чекати
944,suchen::V,ашьҭазаара,шукати
945,finden::V,аҧшаара,знайти
946,versuchen::V,аҽазкра,випробовувати
947,vorbereiten::V,армазеира,підготувати
948,lieben::V,абзиабара,любити
949,mögen::V,агəаҧхара,любити
950,mögen::V,агəаҧхара,подобатися
951,lachen::V,аччара,сміятися
952,rühren::V,арҵəуара,розчулити
953,weinen::V,аҵəуара,плакати
954,schimpfen::V,ацəҳара,лаятися
955,sich ärgern::V,агəаара,сердитися
956,sich fürchten::V,аӡыӡара,боятися
957,fürchten::V,ацəшəара,боятися
958,fliehen::V,абналара,тікати
959,fliehen::V,ацəцара,тікати
960,flüchten::V,абналара,утекти
961,flüchten::V,ацəцара,утекти
962,sehen::V,абара,бачити
963,anschauen::V,ахəаҧшра,поглянути
964,ansehen::V,ахəаҧшра,дивитися на
965,hören::V,аҳара,чути
966,zuhören::V,азыӡырҩра,слухати
967,probieren::V,аҧышəара,покуштувати
968,riechen::V,афыҩра,нюхати
969,fühlen::V,анырра,відчувати
970,fühlen::V,ацәакырра,відчувати
971,scheinen::V,шәа,здаватися
972,scheinen::V,аацәырҵа,здаватися
973,vernehmen::V,аҳара,почути
974,frieren::V,ашəра,мерзнути
975,frieren::V,аҵаара,мерзнути
976,tun::V,аҟаҵара,робити
977,können::V,алшара,могти
978,wollen::V,аҭахра,хотіти
979,anfangen::V,алагара,почати
980,beenden::V,алгара,закінчити
981,aufhören::V,аҟəыҵра,перестати
982,gelingen::V,аура,вдатися
983,gelingen::V,аманшəалахара,вдатися
984,gelingen::V,алҵра,вдатися
985,geraten::V,нзаарын,опинитися
986,öffnen::V,аартра,відкрити
987,schließen::V,аркра,закрити
988,stellen::V,аргылара,поставити
989,setzen::V,артəара,посадити
990,legen::V,ақəҵара,класти
991,berühren::V,акьысра,чіпати
992,berühren::V,алакьысра,чіпати
993,verbinden::V,аҿаҳəара,зв’язати
994,bedecken::V,ақəршəра,покрити
995,aufhängen::V,акнаҳара,повісити
996,anzünden::V,аркра,запалити
997,aufheben::V,ашьҭыхра,підняти
998,zurücklassen::V,аныжьра,залишити
999,verlieren::V,ацəыӡра,загубити
1000,fallen lassen::V,ацəкаҳара,упустити
1001,machen::V,ачаҧара,зробити
1002,herstellen::V,аиҵдара,виготовити
1003,bauen::V,аргылара,будувати
1004,reparieren::V,арҽеира,лагодити
1005,verbessern::V,аиҕьтəра,поліпшити
1006,ändern::V,аҧсахра,змінити
1007,graben::V,ажра,копати
1008,beugen::V,арҟəра,зігнути
1009,beugen::V,архəара,зігнути
1010,biegen::V,арҟəра,погнути
1011,biegen::V,архəара,погнути
1012,drehen::V,аргьежьра,вертіти
1013,umdrehen::V,аарҳәра,перевернути
1014,heben::V,аҩахара,піднімати
1015,heben::V,араҳара,піднімати
1016,hochheben::V,ахагалара,підняти
1017,hochheben::V,ашьҭҳəара,підняти
1018,halten::V,акра,тримати
1019,drücken::V,ақəрӷəӷəара,натискати
1020,schieben::V,аҵгəара,пхати
1021,schieben::V,аҵгəара,штовхати
1022,schieben::V,агəара,пхати
1023,schieben::V,агəара,штовхати
1024,kratzen::V,ацəҟьара,шкребти
1025,lecken::V,арбзара,лизати
1026,beißen::V,ацҳара,кусати
1027,abreißen::V,амжəара,відірвати
1028,abschneiden::V,ахҵəара,відрізати
1029,abschneiden::V,аҿахҵəара,відрізати
1030,binden::V,аҿаҳəара,в’язати
1031,stecken::V,алаҵара,увіткнути
1032,brechen::V,аҧҵəара,зламати
1033,klopfen::V,асра,стукати
1034,hauen::V,ақəкшара,бити
1035,kleben::V,аҷабра,клеїти
1036,reiben::V,арҟəыҷра,терти
1037,streichen::V,ахьшьра,намазати
1038,schleifen::V,ахра,точити
1039,schneiden::V,аҧҟара,різати
1040,rütteln::V,арҵысра,хитати
1041,schütteln::V,аршəшəара,трясти
1042,schwenken::V,аҟьара,махати
1043,schütten::V,аҭаҭəара,налити
1044,füllen::V,арҭəра,наповнити
1045,einwickeln::V,алаҳəара,загорнути
1046,tragen::V,аҩагара,нести
1047,schleppen::V,арҳəазара,тягти
1048,ziehen::V,ахара,тягнути
1049,aufbewahren::V,аҵəахра,зберігати
1050,werfen::V,аршəра,кидати
1051,fangen::V,акра,ловити
1052,packen::V,анкра,схопити
1053,packen::V,аҵкаара,схопити
1054,verstecken::V,аҵəахра,сховати
1055,teilen::V,ашара,розділити
1056,schicken::V,ашьҭра,посилати
1057,bringen::V,аагара,принести
1058,hinzufügen::V,ацҵара,додати
1059,bekommen::V,аҧшаара,дістати
1060,bekommen::V,архиара,дістати
1061,bekommen::V,аура,дістати
1062,erhalten::V,аиура,одержати
1063,nehmen::V,агара,взяти
1064,wählen::V,алҧшаара,вибрати
1065,auswählen::V,алхра,відібрати
1066,behindern::V,аҧырхагахара,перешкоджати
1067,verderben::V,алгара,зіпсувати
1068,verderben::V,абжьыхра,зіпсувати
1069,verderben::V,аҧхасҭатəра,зіпсувати
1070,beschädigen::V,аҧхасҭатəра,зашкодити
1071,zerbrechen::V,аҧҽра,розбити
1072,zerreißen::V,аҧжəара,розірвати
1073,zerstören::V,аилаҧыххаара,зруйнувати
1074,verbrennen::V,абылра,спалити
1075,geben::V,аҭара,дати
1076,reichen::V,аҭара,передати
1077,schenken::V,аҩгара,дарувати
1078,versprechen::V,ақəргəыӷра,обіцяти
1079,loben::V,арҽхəара,хвалити
1080,küssen::V,агəӡра,цілувати
1081,zudecken::V,аҵахҩара,накрити
1082,zudecken::V,ақəршəра,накрити
1083,wecken::V,арҿыхара,розбудити
1084,zeigen::V,арбара,показати
1085,führen::V,аныҟəгара,вести
1086,lehren::V,арҵара,вчити
1087,unterrichten::V,арҧхьара,викладати
1088,aufziehen::V,ааӡара,виховати
1089,leiten::V,ахагылазаара,керувати
1090,antreiben::V,арццакра,підганяти
1091,lassen::V,арҟаҵара,змусити
1092,einladen::V,ааҕхьара,запросити
1093,einladen::V,анаҧхьара,запросити
1094,vereinigen::V,аилаҵара,об’єднати
1095,besuchen::V,абара,завітати
1096,besuchen::V,абара,відвідати
1097,treffen::V,аҧылара,зустріти
1098,sich versammeln::V,аизара,зібратися
1099,spielen::V,ахəмарра,грати
1100,singen::V,ашəаҳəара,співати
1101,tanzen::V,акəашара,танцювати
1102,sich trennen::V,аилыҵра,розлучитися
1103,verlassen::V,акажьра,покинути
1104,retten::V,Аиқəрхара,врятувати
1105,bewachen::V,ахьчара,охороняти
1106,schützen::V,ацəыхьчара,уберігати
1107,verteidigen::V,ахьчара,захистити
1108,sich schlagen::V,аисра,битися
1109,sich schlagen::V,аисра,дратися
1110,schießen::V,ахысра,стріляти
1111,siegen::V,аиааира,перемогти
1112,ärgern::V,аргəаара,сердити
1113,schlagen::V,асра,ударити
1114,schlagen::V,аҭасра,ударити
1115,stechen::V,алакшара,вколоти
1116,stoßen::V,агəҭасра,штовхнути
1117,stehlen::V,аӡара,украсти
1118,stören::V,аҧырхагахара,перешкодити
1119,belästigen::V,аргəамҵра,докучати
1120,verbergen::V,аӡара,сховати
1121,täuschen::V,ажьара,обдурити
1122,betrügen::V,ажьара,зшахраювати
1123,töten::V,ашьра,убити
1124,wohnen::V,анхара,жити
1125,wohnen::V,анхара,мешкати
1126,arbeiten::V,аусура,працювати
1127,sammeln::V,аҟəшəара,зібрати
1128,pflücken::V,аҿыршəара,зривати
1129,pflücken::V,аҿыхра,зривати
1130,jagen::V,ашəарыцара,полювати
1131,fischen::V,аҧсыӡ икуеит,рибалити
1132,fassen::V,акра,піймати
1133,hüten::V,арҳəра,пасти
1134,hüten::V,ахьчара,пасти
1135,treiben::V,акацара,гнати
1136,anbinden::V,адҳəалара,прив’язати
1137,füttern::V,акырҿаҵара,годувати
1138,füttern::V,акырҿаҵара,харчувати
1139,melken::V,ахьара,доїти
1140,hacken::V,аҟəаҟəара,рубати
1141,gießen::V,аҵаҭəара,полити
1142,reifen::V,ашəра,дозріти
1143,reifen::V,аҟалара,дозріти
1144,zubereiten::V,ацура,зготовити
1145,zubereiten::V,ацура,приготувати
1146,kochen::V,ажəра,варити
1147,kochen::V,ажəра,готувати
1148,backen::V,аӡра,пекти
1149,braten::V,аӡра,смажити
1150,umrühren::V,аилрыхра,переміщати
1151,stricken::V,аҧара,в’язати
1152,nähen::V,аӡахра,шити
1153,färben::V,ашəра,пофарбувати
1154,reinigen::V,арыцқьара,очистити
1155,waschen::V,аӡәӡәара,мити
1156,abwischen::V,арбара,витерти
1157,spülen::V,аҭыршара,полоскати
1158,fegen::V,аҧссара,підмітати
1159,baden::V,аҽыкəабара,купатися
1160,sich waschen::V,аҽыӡəӡəара,митися
1161,ausziehen::V,ашəыхра,зняти
1162,anziehen::V,ашəҵара,надіти
1163,sich anziehen::V,аҽеилаҳəара,одягтися
1164,sich anziehen::V,аҽеилаҳəара,одягнутися
1165,kämmen::V,аҳəара,зачесати
1166,schmücken::V,арҧшӡара,оздобити
1167,sagen::V,аҳəара,сказати
1168,sprechen::V,ацəажəара,говорити
1169,reden::V,ацəажəара,розмовляти
1170,reden::V,аицәажәара,розмовляти
1171,sich unterhalten::V,аицәажәара,бесідувати
1172,fragen::V,азҵаара,запитати
1173,bitten::V,аҳəара,просити
1174,erzählen::V,аҳəара,розповісти
1175,mitteilen::V,азыцҳара,повідомити
1176,nennen::V,ахьӡҵара,назвати
1177,rufen::V,азҿыҭра,кликати
1178,prahlen::V,аҽхəара,хвалитися
1179,übersetzen::V,аиҭагара,перекласти
1180,denken::V,азхəыцра,думати
1181,denken::V,азхəыцра,мислити
1182,glauben::V,ахаҵара,вірити
1183,bemerken::V,агəаҭара,помітити
1184,erkennen::V,адырра,пізнати
1185,begreifen::V,аилкаара,осягнути
1186,verstehen::V,аҳара,почути
1187,lernen::V,аҵара,навчатися
1188,wissen::V,адырра,знати
1189,sich erinnern an::V,агəаларшəара,пам’ятати
1190,vergessen::V,ахашҭра,забути
1191,messen::V,ашəара,міряти
1192,zählen::V,аҧхьаӡара,лічити
1193,rechnen::V,аҳасабра,рахувати
1194,lesen::V,аҧхьара,читати
1195,besitzen::V,амазаара,мати
1196,kaufen::V,Аахəара,купити
1197,verkaufen::V,аҭира,продати
1198,bezahlen::V,ахҭынҵара,заплатити
1199,bezahlen::V,ашəара,заплатити
1200,zahlen::V,ашəара,платити
1201,ertragen::V,ачҳара,витерпіти
1202,Moor::N,,болото
1203,Kralle::N,,лапа
1204,Schwarm::N,,зграя
1205,Sache::N,,річ
1206,Menge::N,,кількість
1207,Essen::N,,їжа
1208,Geschäft::N,,заняття
1209,Monat::N,,місяць
1210,Jahr::N,,рік
1211,dünn::A,,тонкий
1212,roh::A,,сирий
1213,durch::PRP,,крізь
1214,was::FPRN,,що
1215,rauschen::V,,шелестіти
1216,zu sehen sein::V,,виднітися
1217,wenden::V,,повернути
1218,ergreifen::V,,схопити
1219,bewahren::V,,зберегти
1220,wünschen::V,,бажати
1221,wiegen::V,,качати
1222,treten::V,,штовхати
1223,kehren::V,,мести
1224,malen::V,,малювати
1225,zeichnen::V,,рисувати
1226,schreiben::V,,писати
1227,beherrschen::V,,володіти
