,Concept_ID,zh,vep
92,Raureif::N,霜,hüde
93,Regenbogen::N,虹,jumalanbembel'
94,Donner::N,雷,juru
95,Donner::N,雷,jumalanjuru
96,Strömung::N,水流,joksmuz
97,Tropfen::N,滴,tilkuine
98,Schaum::N,泡沫,vaht
99,Schmutz::N,赃物,redu
100,Schmutz::N,赃物,pačak
101,See::N,湖,järv
102,Sumpf::N,沼泽,so
103,Moor::N,沼泽,so
104,Wiese::N,草地,nit
105,Wald::N,森林,mec
106,Hügel::N,丘陵,kukaz
107,Anhöhe::N,山丘,kukaz
108,Berg::N,山,mägi
109,Gipfel::N,峰,ladv
110,Höhle::N,洞穴,mägionduz
111,Abhang::N,斜坡,paute
112,Quelle::N,泉,lähte
113,Bach::N,溪,oja
114,Fluss::N,河流,jogi
115,Ufer::N,岸,rand
116,Küste::N,海岸,randišt
117,Festland::N,大陆,kuivma
118,Meer::N,海,meri
119,Bucht::N,海湾,laht
120,Insel::N,岛,sar'
121,Blume::N,花,änik
122,Gras::N,草,hein
123,Wurzel::N,根,jur'
124,Baum::N,树,pu
125,Stamm::N,树干,tüvi
126,Rinde::N,树皮,kor'
127,Ast::N,树枝,oks
128,Zweig::N,树枝,oks
129,Zweig::N,树枝,barb
130,Blatt::N,叶子,lehtez
131,Birke::N,桦木,koiv
132,Kiefer[Baum]::N,松树,pedai
133,Weide[Baum]::N,柳树,raid
134,Tanne::N,冷杉,kuz'
135,Horn::N,角,sar'v
136,Feder::N,羽毛,höuneh
137,Fell::N,皮毛,nahk
138,Flügel::N,翅膀,suug
139,Klaue::N,爪子,künz'
140,Kralle::N,爪子,künz'
141,Schwanz::N,尾巴,händ
142,Ei::N,蛋,muna
143,Nest::N,巢,peza
144,Bau::N,穴,uru
145,Tier::N,动物,živat
146,Herde::N,群,kogo
147,Kuh::N,母牛,lehm
148,Bulle::N,公牛,härg
149,Pferd::N,马,hebo
150,Schaf::N,羊,lambaz
151,Schwein::N,猪,siga
152,Hund::N,狗,koir
153,Katze::N,猫,kaži
154,Bär::N,熊,kondi
155,Eichhörnchen::N,松鼠,orav
156,Elch::N,麋鹿,hirb'
157,Fuchs::N,狐狸,reboi
158,Hase::N,兔子,jäniš
159,Maus::N,老鼠,hir'
160,Wolf::N,狼,händikaz
161,Vogel::N,鸟,lind
162,Schwarm::N,群,parveh
163,Huhn::N,鸡,kana
164,Hahn::N,公鸡,kukoi
165,Gans::N,鹅,hanh'
166,Adler::N,鹰,orl
167,Ente::N,鸭,sorz
168,Eule::N,猫头鹰,hir'pulo
169,Kranich::N,鹤,kurg
170,Krähe::N,乌鸦,variš
171,Kuckuck::N,布谷鸟,kägi
172,Schwan::N,天鹅,joucen
173,Fisch::N,鱼,kala
174,Barsch::N,鲈鱼,ahven
175,Hecht::N,狗鱼,haug'
176,Schlange[Tier]::N,蛇,kü
177,Schlange[Tier]::N,蛇,mado
178,Wurm::N,蠕虫,mado
179,Spinne::N,蜘蛛,hämähouk
180,Ameise::N,蚂蚁,murahaine
181,Laus::N,虱子,täi
182,Mücke::N,蚊子,säs'k
183,Fliege::N,苍蝇,kärbhaine
184,Schmetterling::N,蝴蝶,lipkaine
185,Beere::N,将果,marj
186,Apfel::N,苹果,jablok
187,Pilz::N,蘑菇,sen'
188,Pilz::N,蘑菇,babuk
189,Zwiebel::N,洋葱,lauk
190,Saat::N,种子,semned
191,Korn::N,谷粒,jüvä
192,Korn::N,谷粒,vill'
193,Heu::N,干草,hein
194,Schale::N,壳,kor'
195,Grube::N,坑,kop
196,Falle::N,圈套,rida
197,Schlinge::N,活扣,rihm
198,Spur::N,踪迹,jäl'g
199,Asche::N,灰烬,tuhk
200,Dreck::N,污垢,redu
201,Dreck::N,污垢,pačak
202,Eisen::N,铁,raud
203,Gold::N,金子,kuld
204,Silber::N,银,hobed
205,Kohle::N,煤,hil'
206,Glas::N,玻璃,stökol
207,Lehm::N,粘土,savi
208,Sand::N,沙,lete
209,Mensch::N,人,mez'
210,Mensch::N,人,ristit
211,Mann::N,男子,mez'
212,Frau::N,妇女,naine
213,Kind::N,小孩,laps'
214,Junge::N,男孩,poig
215,Junge::N,男孩,prihaine
216,Mädchen::N,女孩,neičukaine
217,Familie::N,家庭,kanz
218,Familie::N,家庭,pereh
219,Großvater::N,祖父,ded
220,Großmutter::N,祖母,bab
221,Eltern::N,父母,vanhembad
222,Eltern::N,父母,kazvatajad
223,Vater::N,父亲,tat
224,Mutter::N,母亲,mam
225,Sohn::N,儿子,poig
226,Tochter::N,女儿,tütär
227,Bruder::N,兄弟,veik
228,Bruder::N,兄弟,vell'
229,Schwester::N,姐妹,čiža
230,Schwester::N,姐妹,sizar
231,Onkel::N,伯父,däd'
232,Tante::N,阿姨,tädi
233,Ehemann::N,丈夫,mužik
234,Ehefrau::N,妻子,ak
235,Freude::N,愉快,ilo
236,Freude::N,愉快,ihastuz
237,Gelächter::N,大笑,nagr
238,Glück::N,运气,oza
239,Kummer::N,苦恼,gor'a
240,Wunsch::N,愿望,taht
241,Lust::N,乐趣,himo
242,Geist::N,精神,heng
243,Gedanke::N,思想,meletuz
244,Gedächtnis::N,记性,mušt
245,Verstand::N,理智,mel'
246,Sinn::N,感觉,jüvä
247,Grund::N,理由,sü
248,Wahrheit::N,真理,tozi
249,Gespräch::N,谈话,lodu
250,Gespräch::N,谈话,pagin
251,Märchen::N,童话,sarn
252,Erzählung::N,故事,sanutez
253,Nachricht::N,消息,tedotuz
254,Neuigkeit::N,新闻,uzištuz
255,Name::N,名字,nimi
256,Rätsel::N,谜语,ozoitez
257,Rede::N,讲话,pagin
258,Rede::N,讲话,sanad
259,Sprache::N,语言,kel'
260,Stimme::N,声音,än'
261,Wort::N,词,sana
262,Zeichen::N,标记,znam
263,Ruf::N,呼喊,kida
264,Ruf::N,呼喊,kucund
265,Lärm::N,噪音,judu
266,Laut::N,响声,kulund
267,Ton::N,声音,kulund
268,Lied::N,歌曲,pajo
269,Ruhe::N,安静,lebu
270,Leute::N,人们,rahvaz
271,Volk::N,人民,rahvaz
272,Arbeit::N,劳动,tö
273,Arbeit::N,劳动,rad
274,Gast::N,客人,adiv
275,Geschenk::N,礼物,lahj
276,Spiel::N,游戏,vänd
277,Gesellschaft::N,陪同,sebr
278,Hilfe::N,帮助,abu
279,Freund::N,朋友,sebranik
280,Kamerad::N,同志,sebranik
281,Angelegenheit::N,事情,azj
282,Anzahl::N,数目,lugu
283,Art::N,种类,rod
284,Art::N,种类,rodsugu
285,Stück::N,块,pala
286,Stück::N,块,supal
287,Teil::N,部分,pala
288,Hälfte::N,一半,pol'
289,Kreis::N,圆,ümbruz
290,Kreis::N,圆,kehkruz
291,Kreuz::N,十字架,rist
292,Linie::N,线条,pird
293,Strich::N,划,pird
294,Abstand::N,距离,keskust
295,Entfernung::N,距离,matk
296,Gegend::N,地区,taho
297,Platz::N,场所,avaruz'
298,Ort::N,地点,koht
299,Seite::N,面,pol'
300,Seite::N,面,kül'g
301,Mitte::N,中间,kesk
302,Gegenstand::N,物品,kalu
303,Sache::N,物,azj
304,Rand::N,边,röun
305,Kante::N,棱,röun
306,Ecke::N,角,saum
307,Spitze::N,尖,agjaine
308,Ende::N,结尾,agj
309,Loch::N,洞,reig
310,Winkel::N,角度,čoga
311,Winkel::N,角度,saum
312,Muster::N,模型,kirjam
313,Größe::N,大小,suruz'
314,Länge::N,长度,piduz
315,Höhe::N,高度,korktuz'
316,Gewicht::N,重量,jügu
317,Gewicht::N,重量,vedäduz
318,Menge::N,数量,äjüz'
319,Haufen::N,堆,kogo
320,Reihe::N,行,rivi
321,Boot::N,小船,veneh
322,Ruder::N,奖,air
323,Schlitten::N,雪橇,regi
324,Schlitten::N,雪橇,regut
325,Ski::N,雪板,suks'
326,Lagerfeuer::N,营火,nodj
327,Lagerfeuer::N,营火,pažag
328,Last::N,负担,jüguz
329,Gang::N,行走,astund
330,Schritt::N,步伐,hašk
331,Norden::N,北,pohjoine
332,Süden::N,南,suvi
333,Westen::N,西,päivlaskm
334,Osten::N,东,päivnouzm
335,Holz::N,木材,pu
336,Brett::N,木板,laud
337,Platte::N,平板,keitim
338,Stütze::N,支架,tugi
339,Stange::N,杆,arz'
340,Stock::N,棒,kalu
341,Stab::N,棍,seibaz
342,Rohr::N,管子,torv
343,Haus::N,房屋,pert'
344,Heim::N,家,kodi
345,Ofen::N,炉子,päč
346,Fußboden::N,地板,lava
347,Tisch::N,桌子,laud
348,Tisch::N,桌子,stal'c
349,Stuhl::N,椅子,ištim
350,Wiege::N,摇蓝,kätte
351,Bett::N,床,sija
352,Bett::N,床,magaduzsija
353,Regal::N,架子,palič
354,Kiste::N,箱子,mülütim
355,Fenster::N,窗户,ikun
356,Tür::N,门,uks'
357,Tor::N,大门,verai
358,Zaun::N,篱笆,aid
359,Dach::N,屋顶,katuz
360,Leiter::N,梯子,pordhad
361,Besen::N,扫帚,lud
362,Besen::N,扫帚,vast
363,Spaten::N,铁锹,labid
364,Schaufel::N,铁锹,labid
365,Gabel::N,叉,hangoine
366,Löffel::N,食匙,luzik
367,Messer::N,刀,veič
368,Nagel::N,钉子,nagl
369,Netz::N,网,verk
370,Haken::N,钩子,kouk
371,Griff::N,把柄,kägä
372,Griff::N,把柄,varz'
373,Schloss::N,锁,lukkol
374,Bild::N,图画,kuva
375,Figur::N,人像,figur
376,Puppe::N,娃娃,tätüine
377,Beutel::N,袋子,havad
378,Bündel::N,捆,toppaz
379,Bündel::N,捆,käč
380,Tasche::N,手提包,sumk
381,Eimer::N,桶,vädr
382,Deckel::N,盖子,katuz
383,Geschirr::N,餐具,astii
384,Sack::N,袋子,havad
385,Tasse::N,杯子,čašk
386,Topf::N,锅,pada
387,Kessel::N,水壶,katil
388,Essen::N,进餐,sönd
389,Nahrung::N,食物,söm
390,Speise::N,菜肴,sömine
391,Fleisch::N,肉,liha
392,Getreide::N,谷物,vill'
393,Brei::N,粥,pudr
394,Brot::N,面包,leib
395,Scheibe::N,片,bibaleh
396,Scheibe::N,片,šlik
397,Fett::N,脂肪,razv
398,Butter::N,黄油,voi
399,Öl::N,油,voi
400,Salz::N,盐,sol
401,Suppe::N,汤,lem'
402,Suppe::N,汤,keitoz
403,Honig::N,蜂蜜,mezi
404,Milch::N,奶,maid
405,Tee::N,茶,čai
406,Leder::N,皮革,nahk
407,Wolle::N,毛线,vill
408,Stoff::N,织物,kangaz
409,Nadel::N,针,negl
410,Faden::N,线,nit'
411,Knopf::N,纽扣,nübl'
412,Knoten::N,结,sol'm
413,Farbe::N,颜色,muju
414,Kleidung::N,衣服,sobad
415,Hemd::N,衬衫,paid
416,Kragen::N,领子,kagluz
417,Ärmel::N,袖子,hijam
418,Hose::N,裤子,štanad
419,Gürtel::N,腰带,vö
420,Mütze::N,帽子,šapuk
421,Schuh::N,鞋,keng'
422,Stiefel::N,靴子,sapug
423,Ring::N,戒指,rengaz
424,Band::N,带子,lentaine
425,Kamm::N,梳子,suga
426,Spiegel::N,镜子,zerkol
427,Riemen::N,皮带,vö
428,Schnur::N,绳子,nor
429,Leine::N,皮带,talutimnor
430,Decke::N,被子,sijakatuz
431,Kissen::N,软垫,pöluz
432,Tuch::N,巾,paik
433,Handtuch::N,手巾,käzipaik
434,Kraft::N,力,vägi
435,Stärke::N,力量,vahvuz'
436,Gesundheit::N,健康,tervhuz
437,Krankheit::N,病,läžund
438,Schmerz::N,痛,kibu
439,Wunde::N,伤口,čapatez
440,Fieber::N,发烧,säru
441,Arznei::N,药,zel'l'
442,Brücke::N,桥,sild
443,Brunnen::N,井,kaiv
444,Weide::N,牧场,omaluine
445,Pfad::N,小路,tehut
446,Weg::N,路,te
447,Straße::N,街,te
448,Dorf::N,村庄,külä
449,Stadt::N,城市,lidn
450,Brief::N,信,kirjeine
451,Buch::N,书,kirj
452,Buchstabe::N,字母,kirjam
453,Zeitung::N,报纸,lehtez
454,Leben::N,生命,elo
455,Tod::N,死亡,surm
456,Grab::N,坟墓,kaum
457,Kirche::N,教堂,jumalanpert'
458,Sünde::N,罪,grähk
459,Gott::N,上帝,jumal
460,Arbeiter::N,工人,radnik
461,Chef::N,上司,pämez'
462,Meister::N,师傅,mastar
463,Arzt::N,医生,lekar'
464,Lehrer::N,教师,opendai
465,Geld::N,钱,rahad
466,Geschäft::N,交易,biznes
467,Laden::N,商店,lauk
468,Preis::N,价格,arv
469,Ware::N,商品,tavar
470,Nutzen::N,好处,liža
471,Reichtum::N,财富,kodielo
472,Reichtum::N,财富,kal'huz'
473,Welt::N,世界,mail'm
474,Land::N,国家,ma
475,Staat::N,国家,valdkund
476,König::N,国王,kunigaz
477,Macht::N,权力,vald
478,Grenze::N,边界,röun
479,Krieg::N,战争,soda
480,Feind::N,敌人,vihanik
481,Feind::N,敌人,vastustai
482,Gewalt::N,暴力,vägivald
483,Kampf::N,战斗,tora
484,Bogen[Waffe]::N,弓,taug
485,Pfeil::N,箭,nol
486,Gewehr::N,枪,oružj
487,Fehler::N,错误,viga
488,Lüge::N,谎话,kelastuz
489,Schaden::N,损失,pahuz'
490,Unglück::N,不幸,bed
491,Unglück::N,不幸,gor'a
492,Schuld::N,过错,värhuz'
493,Alter::N,年龄,igä
494,Schluss::N,结束,lop
495,Zeit::N,时间,aig
496,Tag::N,天,päiv
497,Morgen::N,早晨,homendez
498,Mittag::N,中午,keskpäiv
499,Abend::N,晚上,eht
500,Nacht::N,夜,ö
501,Woche::N,星期,nedal'
502,Monat::N,月,ku
503,Jahr::N,年,voz'
504,Frühling::N,春天,keväz'
505,Sommer::N,夏天,keza
506,Herbst::N,秋天,sügüz'
507,Winter::N,冬天,tal'v
508,Januar::N,一月,viluku
509,Februar::N,二月,uhoku
510,März::N,三月,keväz'ku
511,April::N,四月,sulaku
512,Mai::N,五月,semendku
513,Juni::N,六月,kezaku
514,Juli::N,七月,heinku
515,August::N,八月,eloku
516,September::N,九月,sügüz'ku
517,Oktober::N,十月,reduku
518,November::N,十一月,kül'mku
519,Dezember::N,十二月,tal'vku
520,Montag::N,星期一,ezmärg
521,Dienstag::N,星期二,tožnarg
522,Mittwoch::N,星期三,koumanz'päiv
523,Donnerstag::N,星期四,nellänz'päiv
524,Freitag::N,星期五,pätnič
525,Freitag::N,星期五,videnz'päiv
526,Samstag::N,星期六,sobat
527,Sonntag::N,星期日,pühäpäiv
528,groß::A,大,sur'
529,groß::A,大,järed
530,klein::A,小,pen'
531,klein::A,小,pičuine
532,lang::A,长,pit'k
533,kurz::A,短,lühüd
534,breit::A,宽,leved
535,schmal::A,细长的,kaid
536,dicht::A,密,tihed
537,dick[Gegenstand]::A,厚,paks
538,dünn::A,薄,hoik
539,fein::A,细小,hen
540,fest::A,固体,luja
541,fest::A,固体,ninev
542,flach::A,平坦,lapak
543,glatt::A,光滑,siled
544,hart::A,硬,kova
545,weich::A,软,pehmed
546,rund::A,圆,kehker
547,spitz::A,尖,nügu
548,spitz::A,尖,terav
549,scharf::A,锋利,terav
550,stumpf::A,钝,tül'c
551,schwer::A,重,jüged
552,schön::A,美丽,čoma
553,heiß::A,烫,räk
554,warm::A,暖和,läm'
555,kalt::A,冷,vilu
556,kühl::A,凉,raibak
557,kühl::A,凉,viluhk
558,frisch::A,新鲜,lahed
559,feucht::A,潮湿,neps
560,feucht::A,潮湿,toreh
561,nass::A,湿,märg
562,trocken::A,干,kuiv
563,voll::A,满,täuz'
564,leer::A,空,joudai
565,offen::A,敞开,avoin
566,offen::A,敞开,avol'jaine
567,geschlossen::A,关闭,saubaline
568,sauber::A,干净,puhtaz
569,schmutzig::A,肮脏,redukaz
570,roh::A,生,rohk
571,roh::A,生,toreh
572,reif::A,成熟,küps
573,lecker::A,好吃,magukaz
574,süß::A,甜,maged
575,bitter::A,苦,karged
576,sauer::A,酸,muiged
577,hell::A,亮,kirkas
578,hell::A,亮,valgei
579,dunkel::A,阴暗,pimed
580,schwarz::A,黑,must
581,weiß::A,白,vauged
582,rot::A,红,rusked
583,gelb::A,黄,pakuine
584,blau::A,蓝,sinine
585,grün::A,绿,vihand
586,grau::A,灰色,hahk
587,bunt::A,五彩,kirjav
588,billig::A,便宜,odav
589,teuer::A,贵,kalliž
590,wertvoll::A,贵重,arvokas
591,blind::A,瞎,soged
592,taub::A,聋,kurdiž
593,kräftig::A,强壮,vägev
594,stark::A,强壮,vahv
595,stark::A,强壮,vägekaz
596,schwach::A,弱,väll'
597,fett::A,胖,razvakaz
598,schlank::A,苗条,kapos
599,hübsch::A,漂亮,čoma
600,böse::A,邪恶,äred
601,böse::A,邪恶,käred
602,dumm::A,笨,el'getoi
603,faul::A,懒惰,lašk
604,fleißig::A,勤奋,radonnavedii
605,geizig::A,吝啬,ažlak
606,klug::A,聪明,melev
607,klug::A,聪明,melekaz
608,geschickt::A,灵巧,mahtokaz
609,lieb::A,可爱,izo
610,lieb::A,可爱,sula
611,lustig::A,快乐,ilokaz
612,sanft::A,柔和,laskav
613,hungrig::A,饥饿,näl'ghine
614,krank::A,患病,läžui
615,nackt::A,裸体,alastoi
616,traurig::A,悲哀,opalahine
617,lebendig::A,活,eläb
618,gut::A,好,hüvä
619,schlecht::A,坏,huba
620,richtig::A,正确,oiged
621,schlimm::A,糟糕,paha
622,wahr::A,真,todesine
623,alt::A,旧,vanh
624,neu::A,新,uz'
625,ehemalig::A,以前,edeline
626,alt[Lebewesen]::A,老,ravaz
627,jung::A,年轻,nor'
628,arm::A,贫穷,gol'l'
629,reich::A,富裕,elokaz
630,bekannt::A,出名,tutab
631,berühmt::A,著名,tetab
632,fremd::A,陌生,veraz
633,verschieden::A,不同,erazvuitte
634,nah::A,近,läheline
635,fern::A,遥远,edahaine
636,linker::A,左,hura
637,rechter::A,右,oiged
638,anderer::A,别的,toine
639,erster::A,第一,ezmäine
640,zweiter::A,第二,toine
641,dritter::A,第三,koumanz'
642,letzter::A,最后,jäl'gmäine
643,allein::ADV,单独,üksnäze
644,auf einmal::ADV,同时,ühten aigan
645,zusammen::ADV,一起,ühtes
646,lange::ADV,许久,hätken
647,plötzlich::ADV,忽然,äkkid
648,sofort::ADV,立刻,kerdalaz
649,später::ADV,以后,möhemba
650,jetzt::ADV,现在,nügüd'
651,heute::ADV,今天,tämbei
652,morgen::ADV,明天,homen
653,bald::ADV,即将,pigai
654,dann::ADV,然后,sid'
655,gestern::ADV,昨天,eglai
656,einst::ADV,曾经,ende
657,einst::ADV,曾经,kerdan
658,damals::ADV,当时,siloi
659,danach::ADV,随后,sid'
660,vorher::ADV,事先,ende
661,zuerst::ADV,首先,ezmäi
662,einmal::ADV,一次,kerdan
663,manchmal::ADV,有时,erašti
664,oft::ADV,时常,paksus
665,immer::ADV,总是,kaiken
666,niemals::ADV,从未,ei nikonz
667,hier::ADV,这里,täs
668,hier::ADV,这里,tägä
669,hierhin::ADV,到这里,tänna
670,von hier::ADV,由此,täspäi
671,von hier::ADV,由此,sid'päi
672,dort::ADV,那里,sigä
673,dorthin::ADV,到那里,sinna
674,dorthin::ADV,到那里,nakkale
675,geradeaus::ADV,一直往前,kohtha
676,vorwärts::ADV,向前,edehe
677,rückwärts::ADV,向后,sel'gin
678,zurück::ADV,退后,tagaze
679,unten::ADV,下面,alahan
680,hinab::ADV,向下,alaz
681,hinab::ADV,向下,alahaks
682,oben::ADV,上面,ülähän
683,hinauf::ADV,向上,ülez
684,hinauf::ADV,向上,ülähäks
685,überall::ADV,到处,kaikjal
686,nicht::ADV,不,ei
687,ein wenig::ADV,一点儿,vähän
688,kaum::ADV,几乎不,habi
689,sehr::ADV,很,lujas
690,so::ADV,如此,muga
691,so::ADV,如此,ninga
692,noch::ADV,还,völ
693,nur::ADV,只,järg
694,nur::ADV,只,vaiše
695,schon::ADV,已经,jo
696,wieder::ADV,又,möst
697,vor::PRP,在...面前,edes
698,hinter::PRP,在...背后,taga
699,unter::PRP,在...下面,al
700,durch::PRP,穿过,läbi
701,durch::PRP,穿过,kal't
702,neben::PRP,在...旁,rindal
703,zwischen::PRP,在...之间,keskes
704,wegen::PRP,由于,tagut
705,dies::PRN,这,nece
706,das::PRN,那,se
707,alles::PRN,一切,kaik
708,ich::PRN,我,minä
709,du::PRN,你,sinä
710,er::PRN,他,hän
711,wir::PRN,我们,mö
712,ihr::PRN,你们,tö
713,sie::PRN,她,hö
714,was::FPRN,什么,mi
715,wer::FPRN,谁,ken
716,wo::FADV,哪里,kus
717,wohin::FADV,去哪里,kuna
718,wie::FADV,怎么,kut
719,wie::FADV,怎么,mit'
720,warum::FADV,为什么,mikš
721,wieviel::FNUM,多少,äjak
722,wieviel::FNUM,多少,kuverz'
723,eins::NUM,一,üks'
724,zwei::NUM,二,kaks'
725,drei::NUM,三,koume
726,vier::NUM,四,nel'l'
727,fünf::NUM,五,viž
728,sechs::NUM,六,kuz'
729,sieben::NUM,七,seičeme
730,acht::NUM,八,kahesa
731,neun::NUM,九,ühesa
732,zehn::NUM,十,kümne
733,elf::NUM,十一,üks'toštkümne
734,zwölf::NUM,十二,kaks'toštkümne
735,zwanzig::NUM,二十,kaks'kümne
736,dreißig::NUM,三十,koumekümne
737,vierzig::NUM,四十,nel'l'kümne
738,fünfzig::NUM,五十,vižkümne
739,sechzig::NUM,六十,kuz'kümne
740,siebzig::NUM,七十,seičemekümne
741,achtzig::NUM,八十,kahesakümne
742,neunzig::NUM,九十,ühesakümne
743,hundert::NUM,百,sada
744,tausend::NUM,千,tuha
745,und::CNJ,和,i
746,und::CNJ,和,da
747,oder::CNJ,或者,vai
748,stehen::V,站,seišta
749,sitzen::V,坐,ištta
750,liegen::V,躺着,venuda
751,hängen::V,挂着,ripta
752,werden::V,成为,lindä
753,werden::V,成为,tehtas
754,passieren::V,发生,ozaitas
755,beginnen::V,开始,augotadas
756,enden::V,终止,loptas
757,wechseln::V,变迁,vajehtadas
758,aufgehen[Sonne]::V,升起,nousta
759,untergehen[Sonne]::V,下落,lasktas
760,scheinen[Sonne]::V,照射,paštta
761,donnern::V,打雷,juraita
762,wehen::V,飘扬,dölta
763,wehen::V,飘扬,puhuda
764,strömen::V,流,valadas
765,fließen::V,流动,valuda
766,sich drehen::V,转动,punotas
767,schwanken::V,摇摆,čibuda
768,schwingen::V,摇,čibuda
769,fallen::V,坠落,langeta
770,brennen::V,燃烧,pallada
771,rauchen::V,冒烟,savustada
772,regnen::V,下雨,vihmda
773,gefrieren::V,结冰,jäduda
774,gefrieren::V,结冰,kül'mdä
775,tauen::V,融化,sulada
776,schmelzen::V,溶化,sulada
777,trocknen::V,变干,kuida
778,trocknen::V,变干,kuivehtuda
779,sieden::V,煮,kehuda
780,faulen::V,腐烂,hapata
781,faulen::V,腐烂,traudäs
782,verfaulen::V,腐烂,hapata
783,reißen::V,撕,rebita
784,versinken::V,下沉,upota
785,vergehen::V,流逝,mända
786,erscheinen::V,出现,ozutadas
787,verschwinden::V,消失,hajeta
788,sinken::V,下降,väheta
789,sinken::V,下降,lasktas
790,abnehmen::V,减少,peneta
791,zunehmen::V,增加,ližaduda
792,steigen::V,上升,nousta
793,wachsen::V,生长,kazda
794,glänzen::V,发光,loštta
795,funkeln::V,闪烁,hoštta
796,lärmen::V,吵闹,robaita
797,läuten::V,响,judaita
798,klingeln::V,按铃,kelotada
799,brausen::V,疾驶,bruncta
800,klingen::V,听起来,heläita
801,bellen::V,吠,nutta
802,heulen::V,嗥,ulaita
803,blasen::V,吹,puhuda
804,pfeifen::V,吹口哨,pistta
805,pfeifen::V,吹口哨,vihelta
806,schreien::V,叫喊,kirkta
807,schreien::V,叫喊,kidastada
808,stöhnen::V,呻吟,ohkta
809,stöhnen::V,呻吟,voivotada
810,zittern::V,颤抖,säraita
811,leben::V,生存,eläda
812,geboren werden::V,出生,sünduda
813,atmen::V,呼吸,henktä
814,trinken::V,喝,joda
815,essen::V,吃,söda
816,schlucken::V,咽,lainata
817,müde werden::V,疲倦,väzuda
818,müde werden::V,疲倦,šuštuda
819,einschlafen::V,入睡,uinota
820,schlafen::V,睡觉,magata
821,schlafen::V,睡觉,nukkuda
822,aufwachen::V,睡醒,heraštuda
823,aufstehen::V,起床,nousta
824,sich erholen::V,休养,lebaitas
825,krank werden::V,生病,läžegata
826,krank sein::V,生病,läžuda
827,schmerzen::V,疼痛,kibištada
828,husten::V,咳,rügda
829,genesen::V,痊愈,tervehtuda
830,sterben::V,死,kolda
831,umkommen::V,丧命,kolda
832,sich bewegen::V,移动,likkuda
833,sich rühren::V,动弹,likahtada
834,sich rühren::V,动弹,kubahtada
835,sich erheben::V,站起,nousta
836,sich setzen::V,坐,išttas
837,hinfallen::V,跌倒,langeta
838,laufen::V,步行,kävuda
839,schreiten::V,迈步,astta
840,schreiten::V,迈步,haškta
841,spazierengehen::V,散步,kävelta
842,eilen::V,急忙,kiruhtada
