,Concept_ID,hr,lbe
158,Tanne::N,jela,ттарлил мурхь
159,Horn::N,rog,хъи
160,Feder::N,pero,лелуххул тӏиму
161,Fell::N,koža,бурчу
162,Flügel::N,krilo,хъа
163,Flügel::N,krilo,ххурупӏайрал тӏиму
164,Klaue::N,papak,михь
165,Kralle::N,pandža,ххяппа
166,Schwanz::N,rep,магъ
167,Ei::N,jaje,ккунук
168,Nest::N,gnijezdo,кюру
169,Bau::N,jazbina,цукъуккутӏ
170,Tier::N,životinja,хӏайван
171,Herde::N,krdo,газу
172,Herde::N,stado,газу
173,Kuh::N,krava,оьл
174,Bulle::N,bik,ниц
175,Pferd::N,konj,чу
176,Schaf::N,ovca,тта
177,Schwein::N,svinja,дунгъуз
178,Hund::N,pas,ккаччи
179,Hund::N,pseto,ккаччи
180,Katze::N,mačka,ччиту
181,Bär::N,medvjed,цуша
182,Eichhörnchen::N,vjeverica,бюрхттукку
183,Elch::N,los,ниц-бюрин
184,Fuchs::N,lisica,цулчӏа
185,Fuchs::N,lisica,куча цулчӏа
186,Hase::N,zec,бюрх
187,Maus::N,miš,кӏулу
188,Wolf::N,vuk,барцӏ
189,Wolf::N,kurjak,барцӏ
190,Vogel::N,ptica,лелуххи
191,Schwarm::N,roj,гьухъала
192,Schwarm::N,jato,гьухъала
193,Huhn::N,kokoš,аьнакӏи
194,Hahn::N,kokot,ажари
195,Hahn::N,pijevac,ажари
196,Gans::N,guska,къаз
197,Adler::N,orao,барзу
198,Ente::N,patka,урдак
199,Eule::N,sova,ису
200,Eule::N,sova,ччиккумяв
201,Kranich::N,ždral,кьурукь
202,Krähe::N,vrana,хъатӏу
203,Kuckuck::N,kukavica,ччикку
204,Schwan::N,labud,урттил къаз
205,Fisch::N,riba,чавахъ
206,Barsch::N,grgeč,
207,Hecht::N,štuka,
208,Schlange[Tier]::N,guja,шатта
209,Schlange[Tier]::N,zmija,шатта
210,Wurm::N,crv,кьюнукьай шатта
211,Spinne::N,pauk,ххялцу
212,Ameise::N,mrav,митӏикьукьу
213,Laus::N,uš,
214,Mücke::N,komarac,мичӏак
215,Fliege::N,muha,зимиз
216,Schmetterling::N,leptir,чӏимучӏали
217,Beere::N,boba,хӏаллил ахъулсса
218,Beere::N,bobica,хӏаллил ахъулсса
219,Apfel::N,jabuka,гьивч
220,Pilz::N,pečurka,ттуккул иис
221,Zwiebel::N,luk,лаччул чсмусул бакӏ
222,Zwiebel::N,kapula,лаччул чсмусул бакӏ
223,Saat::N,sjemenje,гьанна
224,Korn::N,zrno,къама
225,Heu::N,sijeno,ххулув
226,Schale::N,kora,ккиртту
227,Schale::N,ljuska,ккиртту
228,Grube::N,jama,кӏаланг
229,Falle::N,zamka,къатӏа
230,Falle::N,klopka,къатӏа
231,Schlinge::N,uzao,хӏатӏ
232,Schlinge::N,petlja,хӏатӏ
233,Spur::N,trag,ша
234,Spur::N,slijed,ша
235,Asche::N,pepeo,лах
236,Dreck::N,blato,кьяркьи
237,Dreck::N,blato,венп
238,Eisen::N,željezo,мах
239,Gold::N,zlato,муси
240,Silber::N,srebro,арцу
241,Kohle::N,ugalj,кӏалаш
242,Kohle::N,ugalj,хъуручӏ
243,Kohle::N,ugljen,кӏалаш
244,Kohle::N,ugljen,хъуручӏ
245,Glas::N,staklo,пюрун
246,Lehm::N,glina,сина аьрщи
247,Lehm::N,ilovača,сина аьрщи
248,Sand::N,pijesak,къун
249,Mensch::N,čovjek,инсан
250,Mann::N,muškarac,чув
251,Mann::N,muškarac,адимина
252,Frau::N,žena,щарсса
253,Frau::N,žena,хъамитайпа
254,Kind::N,čedo,чӏиви оьрчӏ
255,Kind::N,dijete,чӏиви оьрчӏ
256,Junge::N,momče,оьрчӏ
257,Junge::N,momče,бурхьин оьрчӏ
258,Junge::N,dječak,оьрчӏ
259,Junge::N,dječak,бурхьин оьрчӏ
260,Mädchen::N,djevojka,душ
261,Mädchen::N,djevojčica,душ
262,Familie::N,obitelj,кулпат
263,Familie::N,porodica,кулпат
264,Großvater::N,djed,ттатта
265,Großvater::N,djed,ниттил ппу
266,Großmutter::N,baka,буттал нину
267,Eltern::N,roditelji,нину-ппу
268,Vater::N,otac,ппу
269,Mutter::N,majka,нину
270,Sohn::N,sin,арс
271,Tochter::N,kći,душ
272,Tochter::N,kćerka,душ
273,Bruder::N,brat,уссу
274,Schwester::N,sestra,ссу
275,Onkel::N,čika,буттауссу
276,Onkel::N,ujak,буттауссу
277,Tante::N,ujna,буттал ссу
278,Tante::N,tetka,буттал ссу
279,Ehemann::N,muž,лас
280,Ehemann::N,suprug,лас
281,Ehefrau::N,žena,щар
282,Ehefrau::N,žena,щарсса
283,Ehefrau::N,supruga,щар
284,Ehefrau::N,supruga,щарсса
285,Freude::N,radost,шадшиву
286,Freude::N,radost,ххаришиву
287,Gelächter::N,grohot,хъяхъаву
288,Glück::N,sreća,талихӏ
289,Kummer::N,jad,дард
290,Kummer::N,briga,дард
291,Wunsch::N,želja,мурад
292,Lust::N,volja,гьавас
293,Lust::N,volja,ччаву
294,Geist::N,duh,рухӏ
295,Gedanke::N,misao,пикри
296,Gedächtnis::N,pamćenje,дакӏний личӏаву
297,Verstand::N,um,аькьлу
298,Verstand::N,razum,аькьлу
299,Sinn::N,smisao,мяъна
300,Sinn::N,značenje,мяъна
301,Grund::N,razlog,багьана
302,Wahrheit::N,istina,тӏайламур
303,Wahrheit::N,istina,хӏакьмур
304,Gespräch::N,razgovor,ихтилат
305,Märchen::N,bajka,магьа
306,Erzählung::N,priča,хавар
307,Erzählung::N,pripovijest,хавар
308,Nachricht::N,vijest,хавар
309,Neuigkeit::N,novost,хавар
310,Name::N,ime,цӏа
311,Rätsel::N,zagonetka,ссигьа
312,Rede::N,govor,гъалгъа
313,Rede::N,besjeda,гъалгъа
314,Sprache::N,jezik,маз
315,Stimme::N,glas,чӏу
316,Stimme::N,glas,чӏукӏа
317,Wort::N,riječ,махъ
318,Zeichen::N,znak,лишан
319,Ruf::N,povik,
320,Ruf::N,poklik,
321,Lärm::N,buka,чӏу
322,Lärm::N,galama,чӏу
323,Laut::N,zvuk,чӏу
324,Ton::N,ton,чӏу
325,Lied::N,pjesma,балай
326,Ruhe::N,tišina,дигьалагру
327,Ruhe::N,počinak,дигьалагру
328,Leute::N,ljudi,инсантал
329,Volk::N,puk,ил
330,Volk::N,puk,халкь
331,Volk::N,narod,ил
332,Volk::N,narod,халкь
333,Arbeit::N,rad,заву
334,Arbeit::N,posao,заву
335,Gast::N,gost,хъамаличу
336,Geschenk::N,dar,бухчакарши
337,Geschenk::N,dar,лажинккакку
338,Geschenk::N,poklon,бухчакарши
339,Geschenk::N,poklon,лажинккакку
340,Spiel::N,igra,тӏуркӏу
341,Gesellschaft::N,društvo,жямат
342,Gesellschaft::N,društvo,ккуран
343,Gesellschaft::N,kompanija,жямат
344,Gesellschaft::N,kompanija,ккуран
345,Hilfe::N,pomoć,кумаг
346,Freund::N,prijatelj,дус
347,Kamerad::N,drug,хӏаласу
348,Kamerad::N,drugar,хӏаласу
349,Angelegenheit::N,posao,иш
350,Anzahl::N,broj,аьдад
351,Anzahl::N,brojnost,аьдад
352,Art::N,vid,жинс
353,Art::N,vrst,жинс
354,Stück::N,komad,касак
355,Teil::N,dio,бутӏа
356,Hälfte::N,polovina,дачӏи
357,Kreis::N,krug,кюрщан
358,Kreuz::N,križ,ххач
359,Linie::N,crta,щва
360,Strich::N,crta,щва
361,Abstand::N,razmak,манзил
362,Abstand::N,odstojanje,манзил
363,Entfernung::N,udaljenost,манзил
364,Gegend::N,kraj,кӏану
365,Gegend::N,predeo,кӏану
366,Platz::N,mjesto,
367,Ort::N,mjesto,кӏану
368,Seite::N,bok,чул
369,Seite::N,bok,чулухалу
370,Seite::N,strana,чул
371,Seite::N,strana,чулухалу
372,Mitte::N,sredina,дя
373,Gegenstand::N,predmet,зат
374,Sache::N,posao,зат
375,Rand::N,rub,зума
376,Rand::N,kraj,зума
377,Kante::N,brid,
378,Kante::N,ivica,
379,Ecke::N,ugao,мурцӏу
380,Spitze::N,vrh,мицӏ
381,Spitze::N,šiljak,мицӏ
382,Ende::N,konac,зума
383,Loch::N,rupa,ккутӏ
384,Winkel::N,kut,мурцӏу
385,Winkel::N,ugao,мурцӏу
386,Muster::N,uzor,накьич
387,Größe::N,veličina,
388,Länge::N,duljina,лахъишиву
389,Höhe::N,visina,лахъшиву
390,Gewicht::N,težina,дуццин
391,Gewicht::N,težina,кӏушиву
392,Menge::N,mnoštvo,
393,Menge::N,količina,
394,Haufen::N,hrpa,бакӏу
395,Haufen::N,gomila,бакӏу
396,Reihe::N,red,кьюкьа
397,Boot::N,čun,луткка
398,Boot::N,čamac,луткка
399,Ruder::N,veslo,весло
400,Ruder::N,veslo,чӏатӏа
401,Schlitten::N,saone,чана
402,Schlitten::N,saone,санкка
403,Ski::N,ski,лижарду
404,Ski::N,smučka,лижарду
405,Lagerfeuer::N,logorska vatra,къавтӏн
406,Last::N,tovar,гьиву
407,Gang::N,hod,нанаву
408,Schritt::N,korak,ша
409,Norden::N,sjever,ухссав
410,Norden::N,sjever,ухссавнил чулухалу
411,Süden::N,jug,кьилва
412,Westen::N,zapad,баргълагавал
413,Westen::N,zapad,баргълагавал чул
414,Osten::N,istok,баргъбуккай чулухалу
415,Holz::N,drvo,тӏама
416,Brett::N,daska,тахта
417,Platte::N,ploča,гъуни
418,Stütze::N,potpora,гьалакӏу
419,Stange::N,motka,къазихъ
420,Stock::N,štap,ттархь
421,Stock::N,palica,ттархь
422,Stab::N,štap,ччантӏакъу
423,Stab::N,šipka,ччантӏакъу
424,Rohr::N,cijev,бургъу
425,Haus::N,kuća,къатта
426,Heim::N,dom,къатта
427,Ofen::N,peć,пач
428,Fußboden::N,pod,чӏанкъатта
429,Tisch::N,stol,усттул
430,Tisch::N,trpeza,усттул
431,Stuhl::N,stolac,кӏану
432,Stuhl::N,stolica,кӏану
433,Wiege::N,kolijevka,оьрчӏал кӏану
434,Bett::N,krevet,тах
435,Bett::N,postelja,тах
436,Regal::N,polica,чӏаму
437,Kiste::N,sanduk,яшикӏ
438,Kiste::N,sanduk,къурши
439,Fenster::N,prozor,чӏавахьулу
440,Tür::N,vrata,нуз
441,Tür::N,vrata,нузкьун
442,Tor::N,vrata,къапу
443,Tor::N,vrata,дарваза
444,Tor::N,kapija,къапу
445,Tor::N,kapija,дарваза
446,Zaun::N,plot,дайгьузанну
447,Zaun::N,ograda,дайгьузанну
448,Dach::N,krov,магъи
449,Dach::N,krov,цӏиялу
450,Leiter::N,ljestve,чуртту
451,Leiter::N,ljestvice,чуртту
452,Besen::N,metla,чӏатлу
453,Spaten::N,ašov,бил
454,Schaufel::N,lopata,чӏатӏа
455,Gabel::N,viljuška,гьиссилу
456,Löffel::N,žlica,къуса
457,Messer::N,nož,чӏила
458,Nagel::N,čavao,мяр
459,Netz::N,mreža,къери
460,Haken::N,kuka,къича
461,Griff::N,držak,куяму
462,Griff::N,ručica,куяму
463,Schloss::N,brava,кьункьула
464,Bild::N,slika,сурат
465,Figur::N,figura,
466,Puppe::N,lutka,ссихьу
467,Beutel::N,kesa,чантай
468,Bündel::N,snop,гьи
469,Bündel::N,snop,къар
470,Bündel::N,svežanj,гьи
471,Bündel::N,svežanj,къар
472,Tasche::N,torba,
473,Tasche::N,taška,
474,Eimer::N,kabao,бадра
475,Deckel::N,poklopac,къапаза
476,Geschirr::N,suđe,пюрунчӏул
477,Geschirr::N,suđe,тӏахӏникӏичӏу
478,Geschirr::N,posuđe,пюрунчӏул
479,Geschirr::N,posuđe,тӏахӏникӏичӏу
480,Sack::N,džak,къап
481,Sack::N,džak,дарваг
482,Sack::N,vreća,къап
483,Sack::N,vreća,дарваг
484,Tasse::N,šalica,пижан
485,Tasse::N,šalica,пинжан
486,Tasse::N,šalica,инкираччатӏи
487,Tasse::N,šalica,цинцилттал бушкъап
488,Topf::N,lonac,кӏункӏур
489,Kessel::N,kazan,чаг
490,Kessel::N,kazan,кӏункӏур
491,Essen::N,obrok,дукия
492,Essen::N,obrok,дукин
493,Nahrung::N,hrana,дукра
494,Speise::N,jelo,дукра
495,Fleisch::N,meso,дикӏ
496,Getreide::N,žito,къама
497,Getreide::N,žitarice,къама
498,Brei::N,kaša,ккурч
499,Brot::N,kruh,ччатӏ
500,Scheibe::N,kriška,парча
501,Fett::N,mast,аьгъушиву
502,Fett::N,salo,аьгъушиву
503,Butter::N,buter,нагь
504,Butter::N,buter,лагаву
505,Butter::N,maslac,нагь
506,Butter::N,maslac,лагаву
507,Öl::N,ulje,
508,Salz::N,sol,цӏву
509,Suppe::N,supa,накь
510,Honig::N,med,ницӏ
511,Milch::N,mlijeko,накӏ
512,Tee::N,čaj,чяй
513,Leder::N,koža,бурчу
514,Wolle::N,vuna,ппал
515,Stoff::N,štof,янна
516,Stoff::N,tkanina,янна
517,Nadel::N,igla,ххалаххи
518,Faden::N,nit,ххал
519,Faden::N,konac,ххал
520,Knopf::N,dugme,банд
521,Knoten::N,čvor,къурхъ
522,Knoten::N,uzao,къурхъ
523,Farbe::N,farba,сир
524,Kleidung::N,odjeća,янна
525,Kleidung::N,odjeća,лаххия
526,Hemd::N,košulja,гьухъа
527,Kragen::N,ovratnik,дарвач
528,Ärmel::N,rukav,кахха
529,Hose::N,hlače,хӏажак
530,Gürtel::N,pas,мухӏлу
531,Gürtel::N,pojas,мухӏлу
532,Mütze::N,kapa,кьяпа
533,Schuh::N,cipela,
534,Stiefel::N,čizma,чакма
535,Ring::N,prsten,кӏисса
536,Band::N,vrpca,линт
537,Kamm::N,češalj,ттарал
538,Spiegel::N,zrcalo,дагьани
539,Spiegel::N,ogledalo,дагьани
540,Riemen::N,kaiš,эн
541,Riemen::N,remen,эн
542,Schnur::N,vrpca,хьхьа
543,Leine::N,uzica,
544,Decke::N,ćebe,виргъан
545,Decke::N,pokrivač,виргъан
546,Kissen::N,jastuk,кӏаралу
547,Tuch::N,rubac,карщи
548,Tuch::N,marama,карщи
549,Handtuch::N,ručnik,калихьу
550,Handtuch::N,ručnik,лажинлихьу
551,Kraft::N,snaga,эллаж
552,Stärke::N,jakost,гуж
553,Gesundheit::N,zdravlje,цӏуллу-сагъшиву
554,Krankheit::N,bolest,къашайшиву
555,Schmerz::N,bol,къюву
556,Wunde::N,rana,щаву
557,Fieber::N,groznica,кӏиришиву
558,Arznei::N,lijek,дару
559,Brücke::N,most,ламу
560,Brücke::N,ćuprija,ламу
561,Brunnen::N,bunar,къуй
562,Brunnen::N,zdenac,къуй
563,Weide::N,paša,бизантту
564,Weide::N,pašnjak,бизантту
565,Pfad::N,staza,жегъир ххуллу
566,Weg::N,put,ххуллу
567,Straße::N,drum,ххуллу
568,Straße::N,cesta,ххуллу
569,Dorf::N,selo,щар
570,Dorf::N,selo,шяравалу
571,Stadt::N,grad,шагьру
572,Stadt::N,varoš,шагьру
573,Brief::N,list,чагъар
574,Brief::N,pismo,чагъар
575,Buch::N,knjiga,лу
576,Buchstabe::N,slovo,хӏарп
577,Zeitung::N,novine,кказит
578,Leben::N,život,оьрму
579,Tod::N,smrt,ажал
580,Tod::N,smrt,бивкӏу
581,Tod::N,smrt,ивчӏаву
582,Grab::N,raka,гьав
583,Kirche::N,crkva,килиса
584,Sünde::N,grijeh,бунагъ
585,Gott::N,bog,зал
586,Arbeiter::N,radnik,зузала
587,Chef::N,šef,ялувма
588,Meister::N,majstor,усттар
589,Arzt::N,liječnik,хӏакин
590,Lehrer::N,učitelj,учитель
591,Geld::N,novac,арцу
592,Geschäft::N,posao,даву
593,Geschäft::N,trgovina,даву
594,Laden::N,dućan,ттучан
595,Preis::N,cijena,багъа
596,Ware::N,roba,хъус
597,Nutzen::N,korist,хайр
598,Nutzen::N,korist,мюнпат
599,Reichtum::N,bogatstvo,давлат
600,Reichtum::N,bogatstvo,аваданшиву
601,Welt::N,svijet,дуниял
602,Land::N,zemlja,билаят
603,Staat::N,država,паччахӏлугъ
604,König::N,kralj,
605,Macht::N,moć,власть
606,Macht::N,vlast,власть
607,Grenze::N,granica,дазу
608,Krieg::N,rat,дяъви
609,Feind::N,neprijatelj,душман
610,Gewalt::N,sila,къия
611,Gewalt::N,nasilje,къия
612,Kampf::N,boj,лачӏуи уккаву
613,Kampf::N,borba,лачӏуи уккаву
614,Bogen[Waffe]::N,luk,ккуртта
615,Pfeil::N,strijela,чӏатӏаракӏ
616,Gewehr::N,puška,ттупанг
617,Fehler::N,pogreška,гъалатӏ
618,Fehler::N,griješka,гъалатӏ
619,Lüge::N,laž,щялмахъ
620,Schaden::N,šteta,зарал
621,Unglück::N,nesreća,бала
622,Schuld::N,krivnja,тахсир
623,Alter::N,dob,оьрму
624,Schluss::N,kraj,ахир
625,Schluss::N,konac,ахир
626,Zeit::N,doba,чӏун
627,Zeit::N,vrijeme,чӏун
628,Tag::N,dan,кьини
629,Morgen::N,jutro,кӏюрх
630,Mittag::N,podne,ахттайн
631,Mittag::N,podne,дяахттайн
632,Mittag::N,podne,ахттайн чӏун
633,Abend::N,veče,маркӏачӏан
634,Abend::N,večer,маркӏачӏан
635,Nacht::N,noć,хьхьу
636,Woche::N,sedmica,нюжмар
637,Monat::N,mjesec,барз
638,Jahr::N,godina,шин
639,Frühling::N,proljeće,инт
640,Sommer::N,ljeto,гъи
641,Herbst::N,jesen,ссут
642,Winter::N,zima,кӏи
643,Januar::N,januar,цалчинмур барз
644,Januar::N,siječanj,цалчинмур барз
645,Februar::N,veljača,кӏилчинмур барз
646,Februar::N,februar,кӏилчинмур барз
647,März::N,mart,шамилчинмур барз
648,März::N,ožujak,шамилчинмур барз
649,April::N,april,апрель
650,April::N,april,мукьилчинмур барз
651,April::N,travanj,апрель
652,April::N,travanj,мукьилчинмур барз
653,Mai::N,maj,май
654,Mai::N,maj,ххюлчинмур барз
655,Mai::N,svibanj,май
656,Mai::N,svibanj,ххюлчинмур барз
657,Juni::N,juni,июнь
658,Juni::N,juni,ряххилчинмур барз
659,Juni::N,lipanj,июнь
660,Juni::N,lipanj,ряххилчинмур барз
661,Juli::N,juli,июль
662,Juli::N,juli,Арулчинмур барз
663,Juli::N,srpanj,июль
664,Juli::N,srpanj,Арулчинмур барз
665,August::N,august,мяйлчинмур барз
666,August::N,kolovoz,мяйлчинмур барз
667,September::N,rujan,урчӏилчинмур барз
668,September::N,septembar,урчӏилчинмур барз
669,Oktober::N,oktobar,ацӏилчинмур барз
670,Oktober::N,listopad,ацӏилчинмур барз
671,November::N,studeni,ацӏния цалчинмур барз
672,November::N,novembar,ацӏния цалчинмур барз
673,Dezember::N,prosinac,ацӏния кӏилчинмур барз
674,Montag::N,ponedjeljak,итин
675,Montag::N,ponedjeljak,итин кьини
676,Montag::N,ponedjeljnik,итин
677,Montag::N,ponedjeljnik,итин кьини
678,Dienstag::N,utorak,тталат
679,Dienstag::N,utorak,тталат кьини
680,Dienstag::N,utornik,тталат
681,Dienstag::N,utornik,тталат кьини
682,Mittwoch::N,srijeda,арвахӏ
683,Donnerstag::N,četvrtak,хамис
684,Freitag::N,petak,нюжмар
685,Freitag::N,petak,нюжмар кьини
686,Samstag::N,subota,ххуллун
687,Samstag::N,subota,ххуллун кьини
688,Sonntag::N,nedjelja,алхӏат
689,Sonntag::N,nedjelja,алхӏат кьини
690,groß::A,velik,бугъарасса
691,klein::A,mali,чӏивисса
692,klein::A,malen,чӏивисса
693,lang::A,dug,лахъисса
694,lang::A,dugačak,лахъисса
695,kurz::A,kratak,кутӏасса
696,breit::A,širok,уттасса
697,schmal::A,uski,уттакӏюласса
698,schmal::A,uzak,уттакӏюласса
699,dicht::A,gust,ццунсса
700,dick[Gegenstand]::A,debeo,ганзсса
701,dünn::A,tanak,кӏюласса
702,fein::A,fin,
703,fein::A,tanak,
704,fest::A,čvrst,цӏакьсса
705,fest::A,čvrst,кьянкьасса
706,flach::A,ravan,баягъисса
707,flach::A,ravan,цӏубакъасса
708,flach::A,ravan,куртӏ дакъасса
709,flach::A,plosnat,баягъисса
710,flach::A,plosnat,цӏубакъасса
711,flach::A,plosnat,куртӏ дакъасса
712,glatt::A,gladak,дюрчӏусса
713,hart::A,tvrd,кьянкьасса
714,weich::A,mek,кӏукӏлусса
715,weich::A,mekan,кӏукӏлусса
716,rund::A,okrugao,ккурккисса
717,spitz::A,oštar,ярксса
718,spitz::A,oštar,дайлсса
719,spitz::A,oštar,мицӏ бусса
720,spitz::A,šiljast,ярксса
721,spitz::A,šiljast,дайлсса
722,spitz::A,šiljast,мицӏ бусса
723,scharf::A,oštar,ярксса
724,scharf::A,oštar,дайлсса
725,scharf::A,oštar,мицӏ бусса
726,scharf::A,bridak,ярксса
727,scharf::A,bridak,дайлсса
728,scharf::A,bridak,мицӏ бусса
729,stumpf::A,tup,къуркъасса
730,schwer::A,težak,кӏусса
731,schön::A,krasan,аьнтӏикӏасса
732,heiß::A,vruć,кӏирисса
733,warm::A,topao,гъелисса
734,kalt::A,hladan,дяркъусса
735,kühl::A,hladan,дюхлулсса
736,frisch::A,svjež,цӏусса
737,feucht::A,vlažan,атилсса
738,feucht::A,vlažan,хъавтусса
739,nass::A,mokar,атилсса
740,nass::A,mokar,хъавтусса
741,trocken::A,suh,кьавкьсса
742,trocken::A,suh,кьакьан бувсса
743,voll::A,pun,бувцӏусса
744,leer::A,prazan,бачӏвасса
745,offen::A,otvoren,тӏивтӏусса
746,geschlossen::A,zatvoren,лавкьусса
747,sauber::A,čist,марцӏсса
748,schmutzig::A,nečist,чапалсса
749,schmutzig::A,blatan,чапалсса
750,roh::A,sirov,шакъавхьсса
751,reif::A,zreo,дирсса
752,lecker::A,tečan,нахӏусса
753,lecker::A,tečan,тӏааьнсса
754,lecker::A,ukusan,нахӏусса
755,lecker::A,ukusan,тӏааьнсса
756,süß::A,sladak,нацӏусса
757,bitter::A,gorak,кьурчӏисса
758,sauer::A,kiseo,туршсса
759,hell::A,vedar,чаннасса
760,hell::A,svijetao,чаннасса
