,Concept_ID,xal,kl
55,Atem::N,әмсхл,anerneq
56,Hunger::N,харһнлһн,kaanneq
57,Träne::N,нульмсн,qia
58,Träne::N,нульмсн,qiak
59,Geschmack::N,амтн,qilanaartuut
60,Geruch::N,үнр,tipi
61,Geruch::N,үнр,tipik
62,Schlaf::N,нөр,
63,Traum::N,зүүдн,sinnattoq
64,Traum::N,зүүдн,sinnattugaq
65,Himmel::N,теңгр,qilak
66,Sonne::N,нарн,seqineq
67,Mond::N,сар,qaammat
68,Stern::N,одн,ulloriaq
69,Luft::N,аһар,silaannaq
70,Wind::N,салькн,anori
71,Wind::N,салькн,anorsarik
72,Welle::N,дольган,aalappaa
73,Wasser::N,усн,imeq
74,Stein::N,чолун,ujarak
75,Boden::N,Һазр,nateq
76,Erde::N,Һазр,issoq
77,Staub::N,тоосн,pujualanerit
78,Staub::N,тоосн,pujoralanerit
79,Rauch::N,утан,iseq
80,Rauch::N,утан,pujoq
81,Funke::N,очн,illoorneq
82,Feuer::N,һал,inneq
83,Licht::N,герл,qaamaneq
84,Schatten::N,сүүдр,tarraq
85,Wetter::N,теңгр,sila
86,Nebel::N,будн,pujoq
87,Wolke::N,үүлн,nuia
88,Regen::N,хур,sialuk
89,Schnee::N,цасн,aput
90,Eis::N,мөсн,siku
91,Frost::N,киитн,issi
92,Frost::N,киитн,issik
93,Kälte::N,киитн,issi
94,Hitze::N,халун,kianneq
95,Hitze::N,халун,kiassuseq
96,Raureif::N,цаң,kaneq
97,Raureif::N,кирү,kaneq
98,Regenbogen::N,солңһ,neriusaaq
99,Donner::N,оһтрһун дун,kalleq
100,Strömung::N,урсхл,
101,Tropfen::N,дусал,kuseriarneq
102,Schaum::N,көөсн,qapuk
103,Schmutz::N,кир,minguk
104,See::N,нур,taseq
105,Sumpf::N,унул,maqulluk
106,Moor::N,улм,
107,Wiese::N,хадлһн,masarsuk
108,Wald::N,ө-модн,
109,Hügel::N,толһа,qattuneq
110,Hügel::N,толһа,majuariaq
111,Hügel::N,толһа,majorajaaq
112,Hügel::N,толһа,qaqqannguaq
113,Anhöhe::N,хамр,
114,Berg::N,уул,qaqqaq
115,Gipfel::N,ора,
116,Höhle::N,хадин көндә,qaarusuk
117,Abhang::N,ташу,ippik
118,Abhang::N,ташу,sivinganeq
119,Abhang::N,ташу,sivingajaaq
120,Abhang::N,ташу,kussangajaaq
121,Quelle::N,булг,
122,Bach::N,һооҗур,kuunnguaq
123,Fluss::N,һол,kuuk
124,Ufer::N,көвә,sissap sinaa
125,Küste::N,көвә,sineriak
126,Küste::N,теңгсин көвә,sineriak
127,Festland::N,хүүрә һазр,
128,Meer::N,теңгс,imaq
129,Bucht::N,цекә,ikeq
130,Bucht::N,цекә,kangerluk
131,Bucht::N,цекә,kangerliumaneq
132,Bucht::N,теңгсин цекә,ikeq
133,Bucht::N,теңгсин цекә,kangerluk
134,Bucht::N,теңгсин цекә,kangerliumaneq
135,Insel::N,арл,qeqertaq
136,Blume::N,цецг,naasoq
137,Gras::N,ноһан,ivigaq
138,Wurzel::N,уңг,niulutaq
139,Baum::N,модн,orpik
140,Stamm::N,шилв,kanaartaq
141,Stamm::N,һол модн,kanaartaq
142,Rinde::N,көрсн,ameraq
143,Ast::N,ац,avalequt
144,Zweig::N,ац,avalequt
145,Blatt::N,хамтхасн,pilutaq
146,Birke::N,хусм модн,patitsit
147,Kiefer[Baum]::N,шар харһа,
148,Weide[Baum]::N,удн,palleq
149,Tanne::N,җөөлн цаһан модн,orsuerneq
150,Horn::N,өвр,nassuk
151,Feder::N,өрвлг,suluk
152,Fell::N,арсн,ameq
153,Flügel::N,җивр,suluk
154,Flügel::N,җивр,isaroq
155,Klaue::N,хумсн,kukik
156,Kralle::N,тавг,kukik
157,Schwanz::N,сүл,pamioq
158,Schwanz::N,сүл,paperuusaq
159,Ei::N,өндгн,mannik
160,Nest::N,үр,ullut
161,Bau::N,нүкн,ini
162,Tier::N,мал,uumasoq
163,Herde::N,сүрг мал,unguukkat
164,Kuh::N,үкр,ussik
165,Bulle::N,бух,angukulak
166,Bulle::N,бух,anguteralak
167,Bulle::N,бух,angutikulooq
168,Pferd::N,мөрн,
169,Schaf::N,хөн,sava
170,Schwein::N,һаха,puuluki
171,Hund::N,ноха,qimmeq
172,Katze::N,мис,puisaaq
173,Bär::N,аю,allaq
174,Eichhörnchen::N,кермн,sissinnguaq
175,Elch::N,хандһа,
176,Fuchs::N,арат,terianniaq
177,Hase::N,туула,ukaleq
178,Maus::N,хулһн,teriannguaq
179,Wolf::N,чон,amaroq
180,Vogel::N,шовун,timmiaq
181,Schwarm::N,зел,
182,Huhn::N,така,kukkukooq
183,Huhn::N,така,marloraaqaaq
184,Hahn::N,эр така,kiasiusaq
185,Gans::N,һалун,nerleq
186,Adler::N,һәрд,nattoralik
187,Ente::N,нуһсн,
188,Eule::N,һурвлһ,uppik
189,Kranich::N,тоһрун,qorlorfik
190,Krähe::N,шаазһа,tuluatsiaq
191,Kuckuck::N,эргин хуцдг,kukkooq
192,Schwan::N,хун,qussuk
193,Fisch::N,заһсн,aalisagaq
194,Barsch::N,шүрг,
195,Hecht::N,цурх,
196,Schlange[Tier]::N,моһа,pulateriarsuk
197,Schlange[Tier]::N,моһа,pulateriaarsuk
198,Wurm::N,өтн,
199,Spinne::N,аралҗн,aasiaq
200,Spinne::N,аралҗн,nissavaarsuk
201,Ameise::N,шорһлҗн,uniaaluk
202,Laus::N,бөөсн,kumak
203,Mücke::N,бөкүн,ippernaq
204,Fliege::N,батхн,ippernaq
205,Schmetterling::N,эрвәкә,paluaq
206,Schmetterling::N,эрвәкә,pakkaluaq
207,Schmetterling::N,эрвәкә,utsuppaluaq
208,Schmetterling::N,эрвәкә,taqaleqisaaq
209,Beere::N,бөөлҗрһн,paarmaq
210,Beere::N,бөөлҗрһн,paarngaq
211,Apfel::N,альмн,iipili
212,Pilz::N,теңгрин ки,anngiusaq
213,Zwiebel::N,мәңгрснә толһа,uanitsoq
214,Saat::N,буудян экн,naatsiiassaq
215,Korn::N,экн,maannineq
216,Heu::N,өвсн,
217,Schale::N,хальсн,niutsivik
218,Schale::N,хальсн,ilulissaq qaartussaq
219,Grube::N,нүкн,itersaq
220,Falle::N,урх,pualavoq
221,Falle::N,хавх,pualavoq
222,Schlinge::N,бүтү,orseq
223,Schlinge::N,бүтү,norloq
224,Spur::N,мөр,tumaa
225,Asche::N,үмсн,arsat
226,Dreck::N,бальчг,minguk
227,Eisen::N,төмр,savimineq
228,Eisen::N,төмр,saffiugassaq
229,Gold::N,алтн,kuulti
230,Silber::N,мөңгн,siilviuvoq
231,Silber::N,цаһан мөңгн,siilviuvoq
232,Kohle::N,нүүрсн,aamarsuit aamaruutissat
233,Glas::N,шил,igalaaq
234,Glas::N,шил,imertarfik
235,Glas::N,шил,igalaamineq
236,Lehm::N,шавр,marraq
237,Sand::N,элсн,sioqqat
238,Mensch::N,күн,inuk
239,Mensch::N,күн,silamiu
240,Mensch::N,күмн,inuk
241,Mensch::N,күмн,silamiu
242,Mann::N,эр,angut
243,Frau::N,күүкд күн,arnaq
244,Kind::N,үрн,meeraq
245,Junge::N,көвүн,nukappiaraq
246,Mädchen::N,бичкн күүкн,arnannguaq
247,Familie::N,бүл,ilaqutakka
248,Familie::N,бүл,ilaqutariit
249,Großvater::N,өвк эцк,aatak
250,Großvater::N,наһц эцк,aatak
251,Großmutter::N,эмг эк,aanaq
252,Großmutter::N,наһц эк,aanaq
253,Eltern::N,эк эцк хойр,angajoqqaat
254,Vater::N,эцк,ataata
255,Vater::N,эцк,ataataq
256,Mutter::N,эк,anaana
257,Sohn::N,көвүн,erneq
258,Tochter::N,күүкн,panik
259,Bruder::N,дү көвүн,ani
260,Bruder::N,дү көвүн,aqqaluk
261,Bruder::N,дү көвүн,qatanngut
262,Schwester::N,эгч,naja
263,Schwester::N,эгч,aleqa
264,Schwester::N,эгч,qatanngut
265,Schwester::N,дү күүкн,naja
266,Schwester::N,дү күүкн,aleqa
267,Schwester::N,дү күүкн,qatanngut
268,Onkel::N,авһ,akkak
269,Onkel::N,наһцх,akkak
270,Tante::N,наһц эгч,aja
271,Tante::N,наһц эгч,ajak
272,Tante::N,наһц эгч,atsak
273,Ehemann::N,залу,ui
274,Ehefrau::N,гергн,nuliaq
275,Freude::N,байр,tipaatsussuseq
276,Gelächter::N,инәдн,illaq
277,Glück::N,җирһл,usornaat
278,Glück::N,җирһл,usornarsuseq
279,Glück::N,сәәхн җирһл,usornaat
280,Glück::N,сәәхн җирһл,usornarsuseq
281,Kummer::N,зовлң,
282,Wunsch::N,дурн,kissaat
283,Lust::N,җилвтлһн,illigussuseq
284,Lust::N,җилвтлһн,piummaseq
285,Geist::N,зөрг,anerneq
286,Geist::N,зөрг,toornaq
287,Gedanke::N,ухан,isumassaq
288,Gedächtnis::N,чееҗин тодлвр,eqqaamannissuseq
289,Verstand::N,ухан,isuma
290,Verstand::N,ухан,sianissut
291,Verstand::N,ухан,misigissut
292,Verstand::N,ухан,sianissuseq
293,Verstand::N,ухан,silaqassuseq
294,Sinn::N,учр-утх,isuma
295,Grund::N,учр,patsit
296,Grund::N,шалтан,patsit
297,Wahrheit::N,үнн,sallusuissut
298,Gespräch::N,күүндвүр,
299,Märchen::N,тууль,oqalualaarut
300,Märchen::N,тууль,oqaluasaaq
301,Erzählung::N,келвр,oqaluttuaq
302,Nachricht::N,медүллһн,oqaassut
303,Nachricht::N,медүллһн,oqqersuut
304,Neuigkeit::N,зәңг,tusarnartaq
305,Name::N,нерн,ateq
306,Rätsel::N,тәәлвртә тууль,nalorsitsaarut
307,Rede::N,келлһн,oqaluuseq
308,Sprache::N,келн,oqaatsit
309,Stimme::N,дун,erinaq
310,Stimme::N,дун,qarluuseq
311,Wort::N,үг,oqaasii
312,Zeichen::N,темдг,nalunaaqqut
313,Ruf::N,дуудлһн,qaaqqussut
314,Lärm::N,шууган,perpaluk
315,Laut::N,ә,torsukattak
316,Ton::N,дун,erinaq
317,Lied::N,дун,taalliaq
318,Lied::N,дун,erinarsuut
319,Ruhe::N,амулң,qatsunganeq
320,Leute::N,әмтн,inuiak
321,Leute::N,әмтн,inuiaqatigiit
322,Volk::N,улс,inuiaat
323,Arbeit::N,көдлмш,suliaq
324,Gast::N,гиич,qaaqqusaq
325,Geschenk::N,белг,pajugut
326,Spiel::N,наадн,
327,Gesellschaft::N,олн,
328,Hilfe::N,нөкд,annertoqqut
329,Freund::N,иньг,tiliaq
330,Freund::N,иньг,ikinngut
331,Kamerad::N,үр,tiliaq
332,Kamerad::N,үр,ikinngut
333,Angelegenheit::N,керг,
334,Anzahl::N,то,
335,Art::N,зүүл,ileqquuseq
336,Stück::N,хусг,nakkaalaniku
337,Teil::N,хүв,tassiaasat
338,Hälfte::N,өрәл,affaq
339,Kreis::N,төгрг,kaajaluinneq or kaajaluitsoq
340,Kreuz::N,кирс,sanningasulik
341,Linie::N,зурасн,tittaq
342,Linie::N,зурасн,titarneq
343,Strich::N,татасн,
344,Abstand::N,зә,aku
345,Abstand::N,зә,ikiaq
346,Entfernung::N,һазр,asi
347,Gegend::N,һазр,nuna
348,Platz::N,зә,ini
349,Platz::N,зә,inissaq
350,Ort::N,бәәрн,sumiiffik
351,Seite::N,тал,saneraq
352,Seite::N,хаҗу,saneraq
353,Seite::N,хәврһ,saneraq
354,Mitte::N,дунд,qiteq
355,Gegenstand::N,юмн,
356,Sache::N,юмн,pigisaq
357,Rand::N,зах,sini
358,Rand::N,зах,akerfineq
359,Kante::N,ирмәг,akerfineq
360,Ecke::N,өнцг,teqeqqoq
361,Ecke::N,өнцг,tikeqqoq
362,Spitze::N,үзүр,inngik
363,Ende::N,үзүр,isu
364,Loch::N,хаһрха,putu
365,Winkel::N,булң,teqeqqorissaat
366,Muster::N,намч,ilisserut
367,Größe::N,кемҗән,angissuseq
368,Länge::N,ут,takissuseq
369,Höhe::N,өндр,
370,Gewicht::N,күнд,oqimaalutaq
371,Gewicht::N,чиңнүр,oqimaalutaq
372,Menge::N,ик,amerlassuseq
373,Haufen::N,ова,eqimattat
374,Reihe::N,зерг,allunaasaq
375,Reihe::N,зерглән,allunaasaq
376,Boot::N,оңһц,qajaq
377,Boot::N,оңһц,angallat
378,Boot::N,оңһц,umiatsiaq
379,Ruder::N,хәәв,iput
380,Schlitten::N,цан,qamutit
381,Schlitten::N,цан,qimusseq
382,Ski::N,лыҗ,ataarut
383,Lagerfeuer::N,костёр,
384,Last::N,күнд,nammagaq
385,Gang::N,йовлһн,
386,Schritt::N,ишкм,allorneq
387,Norden::N,ар үзг,avannaq
388,Süden::N,өмн,qava
389,Süden::N,өмн,kujat
390,Süden::N,өмн,kujataa
391,Süden::N,өмн үзг,qava
392,Süden::N,өмн үзг,kujat
393,Süden::N,өмн үзг,kujataa
394,Westen::N,барун,kitaa
395,Westen::N,барун үзг,kitaa
396,Osten::N,зүн,kangi
397,Osten::N,зүн үзг,kangi
398,Holz::N,модн,qisuk
399,Brett::N,харһа,salliligaq
400,Platte::N,хавтха чолун,qaateq
401,Stütze::N,тулг,ajagutaq
402,Stütze::N,тулг,ajaagutaq
403,Stange::N,уньн,kaaviffik
404,Stock::N,модн,ajaappissat
405,Stab::N,шуург,ajaappissat
406,Rohr::N,турва,sullulik
407,Haus::N,гер,illu
408,Heim::N,гер-бул,
409,Ofen::N,беш,kissarsuut
410,Fußboden::N,девскр,nateq
411,Tisch::N,ширә,allattarfik
412,Stuhl::N,стул,issiavik
413,Stuhl::N,стул,issiaffik
414,Wiege::N,өлгә,uaasoq
415,Wiege::N,дүүҗң,uaasoq
416,Bett::N,орн,nallavik
417,Bett::N,орндг,nallavik
418,Regal::N,таг,ilisivik
419,Regal::N,тәвц,ilisivik
420,Kiste::N,яршг,sakissat
421,Kiste::N,яршг,illerfiusaq
422,Fenster::N,терз,aki
423,Fenster::N,терз,igalaaq
424,Tür::N,үүдн,matu
425,Tor::N,үүдн,isaaffik
426,Tor::N,өргн үүдн,isaaffik
427,Tor::N,хашан үүдн,isaaffik
428,Zaun::N,хаша,saputit
429,Dach::N,деевр,qaliaq
430,Leiter::N,шат,tummeqqat
431,Leiter::N,шат,majuartarfiit
432,Leiter::N,давшур,tummeqqat
433,Leiter::N,давшур,majuartarfiit
434,Besen::N,сәвүр,saligutit
435,Spaten::N,күрз,nivaataq
436,Schaufel::N,совг,nivaataq
437,Gabel::N,серә,qilluaq
438,Gabel::N,серә,ajassaatit
439,Löffel::N,ухр,alussaat
440,Messer::N,утх,savik
441,Nagel::N,хадасн,kukik
442,Netz::N,гөлм,anguffaseq
443,Haken::N,дегә,nissik
444,Haken::N,дегә,qarsorsaq
445,Haken::N,дегә,qarsorsartoq
446,Griff::N,иш,ipi
447,Griff::N,бәрүл,ipi
448,Schloss::N,оньс,illussaarsuaq
449,Bild::N,зург,assiliaq
450,Figur::N,фигур,kisitsit
451,Puppe::N,наадһа,inuusaq
452,Beutel::N,мишг,
453,Bündel::N,багла,qilertaq
454,Bündel::N,боодһа,qilertaq
455,Tasche::N,сумк,pooqattaq
456,Eimer::N,суулһ,
457,Deckel::N,бүркәсн,matu
458,Geschirr::N,сав,anut
459,Geschirr::N,сав-сарх,anut
460,Sack::N,мишг,
461,Tasse::N,ааһ,tiitorfik
462,Tasse::N,ааһ,tiitorfiup ilorlia
463,Topf::N,кастрюль,qoqqoq
464,Kessel::N,хәәсн,uunnaavik
465,Essen::N,зоогллһн,igaaq
466,Nahrung::N,теҗәл,neqissaq
467,Speise::N,хот,nerisassat
468,Fleisch::N,махн,neqi
469,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,maannineq
470,Brei::N,хаш,
471,Brot::N,өдмг,iffit
472,Brot::N,өдмг,iffiaq
473,Scheibe::N,зүсм,igalaassiaq
474,Fett::N,өөкн,tarnutissaq
475,Fett::N,өөкн,tarnutissiaq
476,Butter::N,тосн,punneq
477,Öl::N,тосн,uulia
478,Salz::N,давсн,taratsut
479,Suppe::N,шөлн,qajoq
480,Honig::N,бал,tungusunnitsuut
481,Milch::N,үсн,immuk
482,Tee::N,цә,tii
483,Tee::N,цә,teeq
484,Leder::N,арсн,
485,Wolle::N,утцн,nuersagassiaq
486,Wolle::N,эд,nuersagassiaq
487,Stoff::N,эд,milliaq
488,Stoff::N,эд,qarlissiaq
489,Nadel::N,зүн,meqqut
490,Faden::N,утцн,ujalussiaq
491,Knopf::N,товч,attat
492,Knoten::N,зәңгдә,akeroq
493,Knoten::N,зәңгдә,qilerneq
494,Farbe::N,будг,qalipaat
495,Kleidung::N,хувцн,atisat
496,Kleidung::N,хувцн,annoraaq
497,Kleidung::N,хувц-хунр,atisat
498,Kleidung::N,хувц-хунр,annoraaq
499,Hemd::N,киилг,ilupaaq
500,Kragen::N,зах,qungasiinnaq
501,Ärmel::N,ханцн,aaq
502,Hose::N,шалвур,qarliit
503,Gürtel::N,бүс,qiterut
504,Gürtel::N,бүс,unngersaq
505,Mütze::N,махла,nasaq
506,Schuh::N,башмгуд,skuu
507,Schuh::N,башмгуд,ikernuk
508,Schuh::N,башмгуд,ateraasaq
509,Stiefel::N,һосн,kamik
510,Ring::N,билцг,assammiu
511,Band::N,лент,qilerutissiaq
512,Kamm::N,сам,illaagutit
513,Kamm::N,сам,illaajaatit pl.
514,Spiegel::N,толь,tarrarsuut
515,Riemen::N,бүс,allunaaq
516,Schnur::N,деесн,kujaaq
517,Schnur::N,деесн,allunaasaq
518,Leine::N,бурнтг,aleq
519,Leine::N,нохан көтлвр,aleq
520,Decke::N,көнҗл,qipik
521,Kissen::N,дер,akit
522,Tuch::N,альчур,qarlissiaq
523,Handtuch::N,полотенц,allarut
524,Handtuch::N,полотенц,allarterut
525,Handtuch::N,һар-нүүрин альчур,allarut
526,Handtuch::N,һар-нүүрин альчур,allarterut
527,Kraft::N,күчн,pissak
528,Stärke::N,чидл,qerattarsaat
529,Gesundheit::N,эрүл-менд,peqqisusseq
530,Krankheit::N,өвчн,nappaat
531,Schmerz::N,өвдлһн,anniaat
532,Wunde::N,шав,iki
533,Fieber::N,безг,nappaat qanimanartoq
534,Arznei::N,эм,imigassaq
535,Brücke::N,тагт,ikaartarfik
536,Brunnen::N,худг,tissaluttuliaq
537,Weide::N,малын идг,masarsuk
538,Pfad::N,цувг,aqqut
539,Weg::N,хаалһ,aggerfik
540,Straße::N,зам,aqqusineq
541,Dorf::N,хотн,nunaqarfik
542,Stadt::N,балһсн,illorpaat
543,Stadt::N,балһсн,illorpalik
544,Brief::N,бичг,allagarsiaq
545,Buch::N,дегтр,atuakkat
546,Buch::N,дегтр,mappersagaq
547,Buchstabe::N,үзг,naqinneq
548,Zeitung::N,газет,aviisi
549,Leben::N,җирһл,inuussuseq
550,Tod::N,үкл,toqu
551,Tod::N,үкл,toquneq
552,Tod::N,өңгрлһн,toqu
553,Tod::N,өңгрлһн,toquneq
554,Grab::N,оршалһна нүкн,iliveq
555,Grab::N,оршалһна нүкн,illissat
556,Kirche::N,чонҗ,oqaluffik
557,Sünde::N,нүл,ajorti
558,Sünde::N,килнц,ajorti
559,Gott::N,бурхн,
560,Arbeiter::N,көдлмшч,sulisoq
561,Chef::N,толһач,ittoqut
562,Meister::N,урн,naalagaq
563,Arzt::N,эмч,katsorsaasoq
564,Lehrer::N,багш,ilinniartitsisoq
565,Geld::N,мөңгн,aningaasat
566,Geschäft::N,көдлмш,niuertarfik
567,Laden::N,лавк,niuertarfik
568,Preis::N,үн,aki
569,Ware::N,эд-тавр,qaliata pii
570,Ware::N,эд-тавр,nioqqutissaq
571,Nutzen::N,олз,iluaqut
572,Reichtum::N,зөөр,
573,Welt::N,орчлң,nunarsuaq
574,Welt::N,делкә,nunarsuaq
575,Land::N,орн-нутг,nuna
576,Staat::N,государств,
577,König::N,хан,kunngi
578,Macht::N,йосн,pissaassuseq
579,Grenze::N,меҗә,killik
580,Krieg::N,дән,sorsunneq
581,Feind::N,дәәсн,akeraq
582,Feind::N,дәәсн,akerartorti
583,Feind::N,дәәсн,qinngarsuisoq
584,Gewalt::N,күч һарһлһн,
585,Kampf::N,ноолдан,sorsunneq
586,Kampf::N,бәрлдлһн,sorsunneq
587,Bogen[Waffe]::N,саадг,
588,Pfeil::N,сумн,qalugiusaq
589,Gewehr::N,бу,aallaat
590,Fehler::N,алдг,kukkuneq
591,Fehler::N,алдг,paarlaappaa
592,Lüge::N,худл,
593,Schaden::N,хорлт,
594,Unglück::N,гүрм,perluut
595,Schuld::N,гем,akiitsugaq
596,Schuld::N,гем,akiligassaq
597,Schuld::N,буру,akiitsugaq
598,Schuld::N,буру,akiligassaq
599,Alter::N,насн,utoqqaq
600,Schluss::N,чилгч,isu
601,Zeit::N,цаг,ulloq
602,Zeit::N,цаг,akuttoqatigiinneq
603,Tag::N,өдр,ulloq
604,Morgen::N,өрүн,ullaaq
605,Mittag::N,үд,ulloqeqqa
606,Abend::N,асхн,unnuk
607,Nacht::N,сө,unnuaq
608,Woche::N,долан хонг,sapaatip akunnera
609,Monat::N,сар,qaammat
610,Jahr::N,җил,ukioq
611,Frühling::N,хавр,upernaaq
612,Sommer::N,зун,aasaq
613,Herbst::N,намр,ukiaq
614,Winter::N,үвл,ukioq
615,Januar::N,январь,siulleeq
616,Januar::N,январь,qaammaliaq
617,Februar::N,февраль,aarlaat
618,März::N,март,marsi
619,März::N,март,martsi
620,März::N,моһа сар,marsi
621,März::N,моһа сар,martsi
622,April::N,апрель,
623,Mai::N,май,maaji
624,Juni::N,июнь,juuni
625,Juni::N,мөчн сар,juuni
626,Juli::N,июль,juuli
627,August::N,август,aggusti
628,September::N,һаха сар,septembari
629,Oktober::N,октябрь,oktobari
630,November::N,ноябрь,novembari
631,November::N,үкр сар,novembari
632,Dezember::N,бар сар,detsembari
633,Montag::N,понедельник,ataasinngortoq
634,Dienstag::N,вторник,marlunngorneq
635,Mittwoch::N,среда,pingasunngorneq
636,Mittwoch::N,үлмҗ өдр,pingasunngorneq
637,Donnerstag::N,четверг,sisamanngorneq
638,Donnerstag::N,пүрвә өдр,sisamanngorneq
639,Freitag::N,пятниц,tallimanngorneq
640,Samstag::N,суббот,arfininngorneq
641,Sonntag::N,нарн өдр,sapaat
642,Sonntag::N,нарн өдр,sapaati
643,Sonntag::N,воскресень,sapaat
644,Sonntag::N,воскресень,sapaati
645,groß::A,ик,angivoq
646,klein::A,бичкн,mikivoq
647,lang::A,ут,takisooq
648,kurz::A,оһтр,naatsoq
649,breit::A,өргн,silippoq
650,schmal::A,уутьхн,amitsoq
651,dicht::A,нигт,torsusooq
652,dick[Gegenstand]::A,зузан,issuvoq
653,dick[Gegenstand]::A,зузан,issusooq
654,dünn::A,нимгн,amitsoq
655,fein::A,нәрхн,mamarpoq
656,fest::A,бат,tangeqarpoq
657,flach::A,хавтха,nalimmappoq
658,glatt::A,тегш,quasak
659,glatt::A,тиньгр,quasak
660,hart::A,хату,mattusooq
661,hart::A,хату,manngerpoq
662,hart::A,хату,titeqquluppoq
663,weich::A,җөөлн,nerumaarpoq
664,weich::A,җөөлкн,nerumaarpoq
665,rund::A,төгрг,ammallorippoq
666,spitz::A,шовһр,qummukujooq
667,scharf::A,хурц,ipippoq
668,stumpf::A,мука,anngerpoq
669,schwer::A,күнд,oqimaappoq
670,schön::A,сәәхн,kusanarpoq
671,heiß::A,халун,kiappoq
672,warm::A,дулан,oqorpoq
673,kalt::A,киитн,issippoq
674,kühl::A,серүн,pueqqortippoq
675,frisch::A,серүн,
676,feucht::A,чиигтә,isugutavoq
677,feucht::A,чиигтә,qaasernarpoq
678,nass::A,чиигтә,imerorpoq
679,trocken::A,хагсу,panerpoq
680,voll::A,дүүрң,ulikkaarpoq
681,leer::A,сул,imaattuarpoq
682,leer::A,хоосн,imaattuarpoq
683,offen::A,секәтә,ammavoq
684,geschlossen::A,хаалһата,matuvoq
685,sauber::A,цевр,eqqippoq
686,sauber::A,цевр,sukuluippoq
687,sauber::A,цевр,ipeqanngilaq
688,schmutzig::A,киртә,tapappoq
689,schmutzig::A,киртә,minguppoq
690,roh::A,түүкә,aapavoq
691,reif::A,болсн,qaarulerpoq
692,lecker::A,әмтәхн,
693,süß::A,әмтәхн,tungusunnippoq
694,bitter::A,һашун,qasilippoq
695,bitter::A,һашута,qasilippoq
696,sauer::A,ишклң,
697,hell::A,герлтә,qaamavoq
698,dunkel::A,харңһу,qernerpoq
699,schwarz::A,хар,qernerpoq
700,weiß::A,цаһан,qaqorpoq
701,rot::A,улан,aappaluppoq
702,gelb::A,шар,sungaarpoq
703,blau::A,көк,tungujorpoq
704,grün::A,көк,qorsooqqippoq
705,grau::A,бор,qaserpoq
706,bunt::A,алг,
707,bunt::A,эрәтә,
708,billig::A,кимд,akikippoq
709,teuer::A,үнтә,
710,wertvoll::A,үнтә,erlinnarpoq
711,wertvoll::A,эрднь,erlinnarpoq
712,blind::A,сохр,tappiippoq
713,blind::A,сохр,isigisaqanngilaq
714,taub::A,дүлә,tusilarpoq
715,kräftig::A,күчтә,pissaq
716,kräftig::A,күчтә,pissarsuaq
717,stark::A,чаңһ,sanngivoq
718,schwach::A,күчн тату,nakuippoq
719,fett::A,тарһн,pualavoq
720,schlank::A,эццн,tuappoq
721,hübsch::A,көркхн,aatsialaq
722,böse::A,уурта,ajorpoq
723,dumm::A,тенг,taqajak
724,dumm::A,тенг,sikkilluppoq
725,dumm::A,тенг,qaatusimasaqanngilaq
726,faul::A,залху,eqiasuppoq
727,faul::A,залху,eqiattortuvoq
728,fleißig::A,кинән,eqiasuippoq
729,fleißig::A,кинмһә,eqiasuippoq
730,geizig::A,ховдг,iasilaarpoq
731,geizig::A,ховдг,tukkuippoq
732,klug::A,ухата,mallak
733,klug::A,ухата,ittanneq
