,Concept_ID,mhr,ab
670,klug::A,уша́н,аҟəыӷа
671,geschickt::A,уста́,напҟазала
672,lieb::A,ала́л,алашара
673,lustig::A,весела́,алах-ҿых
674,lustig::A,весела́,игурҕьаччо
675,lustig::A,весела́,агурҕьа
676,lustig::A,весела́,агурҿыхага
677,sanft::A,ны́жылге,атата
678,sanft::A,ны́жылге,аҟəымшəышə
679,sanft::A,ны́жылге,ақьыҧш
680,hungrig::A,шу́жышо,амлашь
681,krank::A,че́рле,ачымазаҩ
682,nackt::A,чарама́т,аҟьантаз
683,traurig::A,ойга́н,алахьеиқəҵага
684,lebendig::A,и́лыше,абза
685,gut::A,сай,абзиа
686,schlecht::A,уда́,-хəарҭам
687,schlecht::A,шӱ́кшӧ,-хəарҭам
688,richtig::A,чы́нле,иашоу
689,schlimm::A,аля́к,абааҧсы
690,schlimm::A,тыра́н,абааҧсы
691,wahr::A,чы́нле,агəҭылса
692,wahr::A,чы́нле,абзиаҵəҟьа
693,wahr::A,настоя́щий,агəҭылса
694,wahr::A,настоя́щий,абзиаҵəҟьа
695,alt::A,то́што,Ажə
696,neu::A,у,аҿыц
697,ehemalig::A,о́нчычсо,анкьатәи
698,ehemalig::A,онда́кысе,анкьатәи
699,alt[Lebewesen]::A,шо́нто,абырг
700,alt[Lebewesen]::A,шо́нто,ақабада
701,alt[Lebewesen]::A,шо́нто,Ажə
702,jung::A,са́мырык,аҟата
703,arm::A,нужна́,ананамга
704,reich::A,поя́н,абеиа
705,bekannt::A,па́лыме,адыр
706,berühmt::A,лӱ́млӧ,адыр
707,fremd::A,йот,атəым
708,verschieden::A,тӱ́рлӧ,Еиуа-еиҧшым
709,nah::A,ли́шыл,ааигəа
710,fern::A,тора́,ахара
711,fern::A,мӱ́ндыр,ахара
712,linker::A,шола́,арма
713,rechter::A,пурла́,арҕьа
714,anderer::A,вес,даҽа
715,anderer::A,вес,даҽакы
716,anderer::A,мо́ло,даҽа
717,anderer::A,мо́ло,даҽакы
718,erster::A,и́кымше,актәи
719,zweiter::A,ко́кымшо,аҩбатəи
720,dritter::A,ку́мшо,ахҕатәи
721,letzter::A,пыта́ртыш,аҵыхəтəантəи
722,allein::ADV,шкет,мацара
723,auf einmal::ADV,икана́ште,зныкала
724,auf einmal::ADV,икана́ште,зныкҟьара
725,zusammen::ADV,пырля́,аиц...
726,lange::ADV,кужу́н,акыраамҭа
727,plötzlich::ADV,кенета́,иаалырҟьаны
728,sofort::ADV,кызыта́к,иаразнакҵәҟьа
729,später::ADV,варара́к,уажəшьҭаншəа
730,jetzt::ADV,ы́нде,уажәы
731,jetzt::ADV,кы́зыт,уажәы
732,heute::ADV,та́че,иахьа
733,morgen::ADV,эрла́,уаҵәы
734,bald::ADV,вашке́,иласны
735,dann::ADV,вара́,нас
736,gestern::ADV,теҥге́че,иацы
737,einst::ADV,икана́,зны
738,damals::ADV,туна́м,усҟан
739,danach::ADV,вара́,нас
740,vorher::ADV,о́нчыч,уаанӡа
741,zuerst::ADV,онда́к,азнаказы
742,zuerst::ADV,онда́к,аҧхьа
743,einmal::ADV,икана́,зны
744,manchmal::ADV,ка́шын,зны-зынла
745,manchmal::ADV,кокла́н,зны-зынла
746,oft::ADV,чӱ́чкыдын,лассы-лассы
747,immer::ADV,эре́,енагь
748,immer::ADV,эре́,еснагь
749,immer::ADV,ту́тыш,енагь
750,immer::ADV,ту́тыш,еснагь
751,niemals::ADV,ок нигуна́м,ианакəызаалак
752,hier::ADV,ты́ште,ара
753,hier::ADV,ты́ште,абра
754,hier::ADV,ты́ште,араҟа
755,hierhin::ADV,ты́шке,ара
756,hierhin::ADV,ты́шке,араҟа
757,hierhin::ADV,тыш,ара
758,hierhin::ADV,тыш,араҟа
759,von hier::ADV,тыше́ч,арантә
760,von hier::ADV,тыве́ч,арантә
761,dort::ADV,ту́што,уа
762,dorthin::ADV,туш,уахь
763,dorthin::ADV,туш,анахь
764,dorthin::ADV,ту́шко,уахь
765,dorthin::ADV,ту́шко,анахь
766,geradeaus::ADV,вик,ишиашоу
767,vorwärts::ADV,о́нчыко,ҕхьаҟа
768,rückwärts::ADV,шеҥге́к,шьҭахьла
769,zurück::ADV,мӧҥге́ш,шьҭахьҟа
770,unten::ADV,ӱ́лнӧ,лбаа
771,unten::ADV,йыма́лне,лбаа
772,hinab::ADV,йыма́к,алада
773,oben::ADV,кӱ́шнӧ,хыхь
774,oben::ADV,ӱмба́лне,хыхь
775,hinauf::ADV,кӱ́ш,аҩада
776,hinauf::ADV,кӱ́шкӧ,аҩада
777,überall::ADV,чыла́ вере́,зегьынцьара
778,nicht::ADV,ок,-м
779,nicht::ADV,о́геш,-м
780,ein wenig::ADV,изи́ш,ҕыҭк
781,kaum::ADV,пыкше́,аарлаҳәа
782,kaum::ADV,пыкше́,афергьҳәа
783,sehr::ADV,чот,даара
784,so::ADV,тыге́,ас
785,so::ADV,тыге́,абас
786,noch::ADV,а́ле,макьана
787,nur::ADV,гына́,заҵәык
788,schon::ADV,ы́нде,уажәшьҭа
789,schon::ADV,ы́нде,аиҳа ипоу
790,wieder::ADV,ада́к,ҿыц
791,wieder::ADV,ада́к,дырҩегь
792,wieder::ADV,ада́к,дырҩегьых
793,vergebens::ADV,ара́м,баша
794,vor::PRP,о́нчыч,аҕхьа
795,hinter::PRP,шеҥге́лне,нхыҵ
796,unter::PRP,йыма́лне,амҵа
797,unter::PRP,йыма́лне,амҵан
798,durch::PRP,вошт,
799,neben::PRP,вокте́н,ааигуара
800,zwischen::PRP,кокла́ште,абжьара
801,wegen::PRP,верч,-иззы
802,wegen::PRP,верч,-ҟнытә
803,dies::PRN,ти́де,ари
804,dies::PRN,ти́де,абри
805,das::PRN,са́де,Абни
806,das::PRN,са́де,убри
807,alles::PRN,чыла́,зегьы
808,ich::PRN,мый,са
809,ich::PRN,мый,сара
810,du::PRN,тый,бара
811,er::PRN,ту́до,иара
812,wir::PRN,ме,ҳара
813,ihr::PRN,те,шәара
814,sie::PRN,ну́но,дара
815,was::FPRN,мо,
816,wer::FPRN,кӧ,дарбан
817,wo::FADV,куша́н,иабыкуу
818,wo::FADV,куша́н,аба-
819,wo::FADV,куша́н,ахь-
820,wohin::FADV,куш,иабыкуу
821,wohin::FADV,куш,аба-
822,wohin::FADV,куш,ахь-
823,wohin::FADV,ку́шко,иабыкуу
824,wohin::FADV,ку́шко,аба-
825,wohin::FADV,ку́шко,ахь-
826,wie::FADV,кузе́,-шҕа
827,warum::FADV,мо,избан
828,warum::FADV,мола́н,избан
829,wieviel::FNUM,куна́р,заҟа
830,eins::NUM,ик,акы
831,eins::NUM,ик,аӡәы
832,zwei::NUM,ко́кыт,ҩба
833,drei::NUM,кум,хҕа
834,vier::NUM,ныл,ҕшьба
835,fünf::NUM,вич,хəба
836,sechs::NUM,куд,фба
837,sieben::NUM,шым,Бжьба
838,acht::NUM,канда́ш,ааба
839,neun::NUM,инде́ш,жәба
840,zehn::NUM,лу,жәаба
841,elf::NUM,лати́к,жәеизатәи
842,zwölf::NUM,латко́к,жәаҩа
843,zwanzig::NUM,ко́ло,ҩажәа
844,dreißig::NUM,ку́мло,ҩажәижәабатәи
845,vierzig::NUM,ны́лле,ҩынҩажәа
846,fünfzig::NUM,ви́тле,ҩынҩажәеижәаба
847,sechzig::NUM,ку́дло,хынҩажәа
848,siebzig::NUM,шы́мле,хынҩажәижәаба
849,achtzig::NUM,канда́шле,ҕшьынҩажәа
850,neunzig::NUM,инде́шле,ҕшьынҩажәижәаба
851,hundert::NUM,шӱ́дӧ,шәкы
852,tausend::NUM,тӱже́м,зқьы
853,und::CNJ,да,-и
854,und::CNJ,ден,-и
855,oder::CNJ,я,ма
856,oder::CNJ,а́ле,ма
857,stehen::V,шога́ш,агылазаара
858,sitzen::V,шинча́ш,атəара
859,sitzen::V,шинча́ш,атəа(заа)ра
860,liegen::V,кия́ш,аиара
861,hängen::V,кеча́ш,акнаҳара
862,werden::V,лия́ш,аҟалара
863,passieren::V,лия́ш,аҟалара
864,beginnen::V,тӱҥгала́ш,алагара
865,enden::V,пыта́ш,алгара
866,wechseln::V,вашталта́ш,аҽыҧсахра
867,aufgehen[Sonne]::V,лекта́ш,агылара
868,aufgehen[Sonne]::V,лекта́ш,ахашлара
869,aufgehen[Sonne]::V,лекта́ш,аҩаҵхахара
870,untergehen[Sonne]::V,шинча́ш,аҭашəара
871,scheinen[Sonne]::V,волгалта́ш,акаҧхара
872,donnern::V,кӱдырта́ш,адыдра
873,donnern::V,сургалта́ш,адыдра
874,wehen::V,пуа́ш,асра
875,strömen::V,шийалтара́ш,акаҭəара
876,fließen::V,йога́ш,ацара
877,sich drehen::V,пӧрда́ш,ахагьежьра
878,schwanken::V,лӱҥга́ш,аҵысра
879,schwanken::V,тайныла́ш,аҵысра
880,schwingen::V,рӱпшалта́ш,ахызазара
881,schwingen::V,рӱпшалта́ш,акьаандара
882,fallen::V,воза́ш,акаҳара
883,fallen::V,йӧрла́ш,акаҳара
884,brennen::V,йӱла́ш,абылра
885,rauchen::V,шикша́ш,ахылҵра
886,regnen::V,йӱра́ш,аура
887,gefrieren::V,кылма́ш,аҵаара
888,gefrieren::V,ияҥа́ш,аҵаара
889,tauen::V,шула́ш,аӡҭра
890,schmelzen::V,лева́ш,ақəӡыҭра
891,schmelzen::V,лева́ш,аҭəара
892,trocknen::V,кошка́ш,абара
893,sieden::V,шола́ш,ашра
894,faulen::V,шӱя́ш,абаара
895,verfaulen::V,шӱйы́н шуа́ш,абаара
896,verfaulen::V,шӱйы́н шуа́ш,аилашра
897,reißen::V,кӱрла́ш,аҧжəара
898,versinken::V,пуре́н кая́ш,аӡааҟəрылара
899,vergehen::V,эрте́н кая́ш,ацара
900,erscheinen::V,толы́н лекта́ш,ацəырҵра
901,verschwinden::V,йома́ш,аҵашəкəара
902,sinken::V,пуча́ш,атəара
903,sinken::V,пуча́ш,алаҟəра
904,abnehmen::V,пуча́ш,ацӡаара
905,abnehmen::V,пуча́ш,аиҵалара
906,zunehmen::V,шукема́ш,аҽырҭбаара
907,zunehmen::V,шукема́ш,аиҵыҵра
908,zunehmen::V,шукема́ш,арацəахара
909,steigen::V,нӧлталта́ш,азҳара
910,steigen::V,нӧлталта́ш,ашьҭыҵра
911,steigen::V,нӧлталта́ш,адухара
912,steigen::V,нӧлталта́ш,ацлара
913,wachsen::V,кушка́ш,азҳара
914,glänzen::V,йылгыжа́ш,ацыр-цырра
915,glänzen::V,йылгыжа́ш,ацыҩ-цыҩра
916,glänzen::V,йылгыжа́ш,аказказра
917,funkeln::V,чолга́ш,ашап-шапра
918,funkeln::V,чолга́ш,ацым-цымра
919,lärmen::V,рӱшка́ш,ашьҭыбжьгара
920,lärmen::V,рӱшка́ш,аҕьҕьаҳәа аилалара
921,läuten::V,мура́ш,аҵəҵəасра
922,klingeln::V,йыҥгырта́ш,аҵəҵəасра
923,klirren::V,чылдыртата́ш,ахьархьарра
924,klirren::V,чылдыртата́ш,архьархьарра
925,brausen::V,лӱшка́ш,аилаҽҽара
926,brausen::V,лӱшка́ш,еилашуера
927,rauschen::V,лыжга́ш,
928,klingen::V,йоҥга́ш,агара
929,klingen::V,йоҥга́ш,ашьҭыбжь гара
930,bellen::V,опта́ш,ашра
931,heulen::V,урмыжа́ш,ауура
932,blasen::V,пуала́ш,аҭəҳəара
933,pfeifen::V,шӱ́шкаш,ашəшəра
934,schreien::V,кычкыра́ш,аҳəҳəара
935,schreien::V,кычкыра́ш,ахəаара
936,schreien::V,кычкыра́ш,аҟаара
937,stöhnen::V,йыҥыса́ш,ақьра
938,zittern::V,чытыра́ш,аҵыс-ҵысра
939,leben::V,ила́ш,аҟазаара
940,geboren werden::V,шоча́ш,Аира
941,atmen::V,шӱла́ш,аҕсыҕ лагаҩагара
942,trinken::V,йӱа́ш,ажəра
943,essen::V,кочка́ш,акрыфара
944,schlucken::V,нела́ш,албаадара
945,müde werden::V,ноя́ш,ааҕсара
946,einschlafen::V,мале́н колта́ш,ацəара
947,schlafen::V,мала́ш,ацəазаара
948,aufwachen::V,помыжалта́ш,аҿыхара
949,aufstehen::V,кынела́ш,Агəылҵра
950,sich erholen::V,кана́ш,аҧсшьара
951,krank werden::V,черлане́н воза́ш,ачмазаҩхара
952,krank sein::V,черлане́н кия́ш,аҳəарҧсарра
953,schmerzen::V,коршта́ш,ахьра
954,husten::V,кокыра́ш,аимҳәара
955,genesen::V,тӱрла́ш,абзиахара
956,genesen::V,тӱрла́ш,аӷəӷəахара
957,genesen::V,тазаҥа́ш,абзиахара
958,genesen::V,тазаҥа́ш,аӷəӷəахара
959,sterben::V,кола́ш,аҧсра
960,umkommen::V,вуй йома́ш,аҭахара
961,sich bewegen::V,кошта́ш,аиҭаҵра
962,sich rühren::V,тарвана́ш,ақəацара
963,sich erheben::V,кынела́ш,аҩагылара
964,sich setzen::V,шинча́ш,атəара
965,hinfallen::V,йӧрла́ш,акаҳара
966,laufen::V,кошта́ш,аныҟəара
967,schreiten::V,ошкыла́ш,ашьаҿа еихгара
968,spazierengehen::V,гуля́яш,анеи-ааира
969,eilen::V,вашка́ш,аццакра
970,sich beeilen::V,вашкешта́ш,аццакра
971,sausen::V,юлтка́ш,аҧырра
972,sausen::V,юлтка́ш,иҭрысны
973,sausen::V,юлтка́ш,ишьҭҟьаны ацара
974,rennen::V,куржтала́ш,аҩра
975,springen::V,тӧршта́ш,аҧара
976,klettern::V,кӱза́ш,ақəлара
977,schaukeln::V,лӱҥгалта́ш,аҟəараҟəанҽара
978,kriechen::V,нушка́ш,аҳəазара
979,schwimmen::V,ия́ш,аӡсара
980,tauchen::V,шуҥгалта́ш,ахəӡааҵəира
981,rudern::V,удыра́ш,аҵшьра
982,fahren::V,кудала́ш,акала
983,fliegen::V,чоҥешта́ш,аҧырра
984,gehen::V,кая́ш,аиҭаҵра
985,weggehen::V,кораҥа́ш,ацара
986,abfahren::V,лекта́ш,адəықəлара
987,abfahren::V,лекта́ш,ацара
988,anhalten::V,чарна́ш,ааныргылара
989,hineingehen::V,пура́ш,аҭалара
990,eintreten::V,пура́ш,аҩналара
991,kommen::V,тола́ш,аара
992,kommen::V,тола́ш,ааира
993,ankommen::V,шуа́ш,ааира
994,ankommen::V,шуа́ш,аара
995,ankommen::V,шуа́ш,анеира
996,zurückkommen::V,пӧртыла́ш,азыхынҳəра
997,bleiben::V,кода́ш,аанхара
998,bleiben::V,кода́ш,анхара
999,bleiben::V,кода́ш,аангылара
1000,warten::V,вуча́ш,азҧшзаара
1001,erwarten::V,вуча́ш,азҧшра
1002,suchen::V,кычала́ш,ашьҭазаара
1003,finden::V,муа́ш,аҧшаара
1004,versuchen::V,толаша́ш,аҽазкра
1005,vorbereiten::V,ямдыла́ш,армазеира
1006,lieben::V,йӧрата́ш,абзиабара
1007,mögen::V,йӧрата́ш,агəаҧхара
1008,lachen::V,воштыла́ш,аччара
1009,rühren::V,ку́мыл тарвата́ш,арҵəуара
1010,weinen::V,шорта́ш,аҵəуара
1011,schimpfen::V,каргаша́ш,ацəҳара
1012,sich ärgern::V,сыра́ш,агəаара
1013,sich fürchten::V,лӱда́ш,аӡыӡара
1014,fürchten::V,лӱда́ш,ацəшəара
1015,fliehen::V,куржа́ш,абналара
1016,fliehen::V,куржа́ш,ацəцара
1017,flüchten::V,куржа́ш,абналара
1018,flüchten::V,куржа́ш,ацəцара
1019,sehen::V,ужа́ш,абара
1020,anschauen::V,онча́ш,ахəаҧшра
1021,ansehen::V,эскера́ш,ахəаҧшра
1022,hören::V,кола́ш,аҳара
1023,zuhören::V,колышта́ш,азыӡырҩра
1024,probieren::V,тамла́ш,аҧышəара
1025,riechen::V,ӱпшынча́ш,афыҩра
1026,fühlen::V,шижа́ш,анырра
1027,fühlen::V,шижа́ш,ацәакырра
1028,scheinen::V,чуча́ш,шәа
1029,scheinen::V,чуча́ш,аацәырҵа
1030,zu sehen sein::V,коя́ш,
1031,vernehmen::V,кола́ш,аҳара
1032,frieren::V,кылма́ш,ашəра
1033,frieren::V,кылма́ш,аҵаара
1034,tun::V,ышта́ш,аҟаҵара
1035,können::V,мошта́ш,алшара
1036,wollen::V,тӱна́ш,аҭахра
1037,anfangen::V,тӱҥала́ш,алагара
1038,beenden::V,пытара́ш,алгара
1039,aufhören::V,чарна́ш,аҟəыҵра
1040,gelingen::V,сай лекта́ш,аура
1041,gelingen::V,сай лекта́ш,аманшəалахара
1042,gelingen::V,сай лекта́ш,алҵра
1043,geraten::V,лекта́ш,нзаарын
1044,öffnen::V,поча́ш,аартра
1045,schließen::V,петыра́ш,аркра
1046,stellen::V,шында́ш,аргылара
1047,setzen::V,шында́ш,артəара
1048,legen::V,опта́ш,ақəҵара
1049,legen::V,пышта́ш,ақəҵара
1050,berühren::V,тӱка́ш,акьысра
1051,berühren::V,тӱка́ш,алакьысра
1052,verbinden::V,пида́ш,аҿаҳəара
1053,bedecken::V,леведа́ш,ақəршəра
1054,aufhängen::V,сака́ш,акнаҳара
1055,anzünden::V,чӱкта́ш,аркра
1056,aufheben::V,нӧлтала́ш,ашьҭыхра
1057,zurücklassen::V,кода́ш,аныжьра
1058,verlieren::V,йомдара́ш,ацəыӡра
1059,fallen lassen::V,воза́ш,ацəкаҳара
1060,machen::V,ышта́ш,ачаҧара
1061,herstellen::V,ямдыла́ш,аиҵдара
1062,bauen::V,чоҥа́ш,аргылара
1063,reparieren::V,ачала́ш,арҽеира
1064,verbessern::V,саемда́ш,аиҕьтəра
1065,ändern::V,весемда́ш,аҧсахра
1066,graben::V,кӱнча́ш,ажра
1067,beugen::V,пӱгырта́ш,арҟəра
1068,beugen::V,пӱгырта́ш,архəара
1069,biegen::V,лывырта́ш,арҟəра
1070,biegen::V,лывырта́ш,архəара
1071,drehen::V,пӱтыра́ш,аргьежьра
1072,wenden::V,ирала́ш,
1073,umdrehen::V,савырала́ш,аарҳәра
1074,heben::V,нӧлта́ш,аҩахара
1075,heben::V,нӧлта́ш,араҳара
1076,hochheben::V,нӧлта́ш,ахагалара
1077,hochheben::V,нӧлта́ш,ашьҭҳəара
1078,ergreifen::V,руалта́ш,
1079,halten::V,куча́ш,акра
1080,drücken::V,иша́ш,ақəрӷəӷəара
1081,drücken::V,темда́ш,ақəрӷəӷəара
1082,schieben::V,шӱкала́ш,аҵгəара
1083,schieben::V,шӱкала́ш,агəара
1084,kratzen::V,удыра́ш,ацəҟьара
1085,lecken::V,нула́ш,арбзара
1086,beißen::V,пура́ш,ацҳара
1087,abreißen::V,кӱрла́ш,амжəара
1088,abschneiden::V,пӱчка́ш,ахҵəара
1089,abschneiden::V,пӱчка́ш,аҿахҵəара
1090,binden::V,кылда́ш,аҿаҳəара
1091,stecken::V,шуралта́ш,алаҵара
1092,brechen::V,тодышта́ш,аҧҵəара
1093,klopfen::V,кыра́ш,асра
1094,hauen::V,тӱя́ш,ақəкшара
1095,kleben::V,клеитла́ш,аҷабра
1096,reiben::V,йыга́ш,арҟəыҷра
1097,reiben::V,туржала́ш,арҟəыҷра
1098,streichen::V,шӱра́ш,ахьшьра
1099,schleifen::V,шума́ш,ахра
1100,schleifen::V,яна́ш,ахра
1101,schneiden::V,пӱчка́ш,аҧҟара
1102,rütteln::V,рӱза́ш,арҵысра
1103,schütteln::V,почка́ш,аршəшəара
1104,schwenken::V,рӱза́ш,аҟьара
1105,schütten::V,опта́ш,аҭаҭəара
1106,füllen::V,тема́ш,арҭəра
1107,einwickeln::V,вӱдыла́ш,алаҳəара
1108,tragen::V,нумала́ш,аҩагара
1109,schleppen::V,шӱдыра́ш,арҳəазара
1110,ziehen::V,шупша́ш,ахара
1111,aufbewahren::V,арала́ш,аҵəахра
1112,werfen::V,шуа́ш,аршəра
1113,werfen::V,кышка́ш,аршəра
1114,fangen::V,куча́ш,акра
1115,packen::V,руалта́ш,анкра
1116,packen::V,руалта́ш,аҵкаара
1117,verstecken::V,тоя́ш,аҵəахра
1118,teilen::V,пӧла́ш,ашара
1119,schicken::V,колта́ш,ашьҭра
1120,bringen::V,конда́ш,аагара
1121,hinzufügen::V,ешара́ш,ацҵара
1122,bekommen::V,нала́ш,аҧшаара
1123,bekommen::V,нала́ш,архиара
1124,bekommen::V,нала́ш,аура
1125,erhalten::V,нала́ш,аиура
1126,nehmen::V,нала́ш,агара
1127,wählen::V,сайла́ш,алҧшаара
1128,auswählen::V,таҥгла́ш,алхра
1129,bewahren::V,сакла́ш,
1130,behindern::V,чаракла́ш,аҧырхагахара
1131,verderben::V,пужа́ш,алгара
1132,verderben::V,пужа́ш,абжьыхра
1133,verderben::V,пужа́ш,аҧхасҭатəра
1134,beschädigen::V,пужа́ш,аҧхасҭатəра
1135,zerbrechen::V,пудырта́ш,аҧҽра
1136,zerreißen::V,кӱрла́ш,аҧжəара
1137,zerstören::V,шалата́ш,аилаҧыххаара
1138,verbrennen::V,йӱлата́ш,абылра
1139,geben::V,пуа́ш,аҭара
1140,reichen::V,пуа́ш,аҭара
1141,schenken::V,пӧлекла́ш,аҩгара
1142,versprechen::V,сӧра́ш,ақəргəыӷра
1143,wünschen::V,тылана́ш,
1144,loben::V,мокта́ш,арҽхəара
1145,küssen::V,шупшала́ш,агəӡра
1146,wiegen::V,рӱпша́ш,
1147,zudecken::V,леведа́ш,аҵахҩара
1148,zudecken::V,леведа́ш,ақəршəра
1149,wecken::V,помыжалтара́ш,арҿыхара
1150,zeigen::V,ончыкта́ш,арбара
1151,führen::V,вӱда́ш,аныҟəгара
1152,lehren::V,туныкта́ш,арҵара
1153,unterrichten::V,туныкта́ш,арҧхьара
1154,aufziehen::V,орышта́ш,ааӡара
1155,leiten::V,вӱда́ш,ахагылазаара
1156,leiten::V,вуйлата́ш,ахагылазаара
1157,antreiben::V,поктыла́ш,арццакра
1158,lassen::V,-та́ш,арҟаҵара
1159,einladen::V,ӱжа́ш,ааҕхьара
1160,einladen::V,ӱжа́ш,анаҧхьара
1161,vereinigen::V,иктешла́ш,аилаҵара
1162,besuchen::V,то́лын кая́ш,абара
1163,treffen::V,вашлия́ш,аҧылара
1164,sich versammeln::V,погына́ш,аизара
1165,sich versammeln::V,чумырга́ш,аизара
1166,spielen::V,мода́ш,ахəмарра
1167,singen::V,мура́ш,ашəаҳəара
1168,tanzen::V,кушта́ш,акəашара
1169,sich trennen::V,ойырла́ш,аилыҵра
1170,verlassen::V,кудалта́ш,акажьра
1171,retten::V,утара́ш,Аиқəрхара
1172,bewachen::V,орола́ш,ахьчара
1173,schützen::V,арала́ш,ацəыхьчара
1174,verteidigen::V,арала́ш,ахьчара
1175,sich schlagen::V,кредала́ш,аисра
1176,schießen::V,лӱя́ш,ахысра
1177,siegen::V,сеҥа́ш,аиааира
1178,ärgern::V,сырыкта́ш,аргəаара
1179,schlagen::V,пера́ш,асра
1180,schlagen::V,пера́ш,аҭасра
1181,treten::V,тошка́ш,
1182,stechen::V,кера́ш,алакшара
1183,stoßen::V,шӱкала́ш,агəҭасра
1184,stehlen::V,шолышта́ш,аӡара
1185,stören::V,мешая́ш,аҧырхагахара
1186,belästigen::V,толаштара́ш,аргəамҵра
1187,verbergen::V,шылта́ш,аӡара
1188,täuschen::V,ондала́ш,ажьара
1189,betrügen::V,ондала́ш,ажьара
1190,töten::V,пушта́ш,ашьра
1191,wohnen::V,ила́ш,анхара
1192,arbeiten::V,пашалана́ш,аусура
1193,arbeiten::V,паша́м ышта́ш,аусура
1194,sammeln::V,пога́ш,аҟəшəара
1195,pflücken::V,кӱра́ш,аҿыршəара
1196,pflücken::V,кӱра́ш,аҿыхра
1197,jagen::V,сонарла́ш,ашəарыцара
1198,fischen::V,кол куча́ш,аҧсыӡ икуеит
1199,fassen::V,куча́ш,акра
1200,hüten::V,кӱта́ш,арҳəра
1201,hüten::V,кӱта́ш,ахьчара
1202,treiben::V,покта́ш,акацара
1203,anbinden::V,йолышта́ш,адҳəалара
1204,füttern::V,пукша́ш,акырҿаҵара
1205,melken::V,лӱшта́ш,ахьара
1206,hacken::V,руа́ш,аҟəаҟəара
1207,gießen::V,шава́ш,аҵаҭəара
1208,reifen::V,кӱа́ш,ашəра
1209,reifen::V,кӱа́ш,аҟалара
1210,zubereiten::V,ямдыла́ш,ацура
1211,kochen::V,шолта́ш,ажəра
1212,backen::V,кӱкташ,аӡра
1213,braten::V,пуштыла́ш,аӡра
1214,braten::V,жаритла́ш,аӡра
1215,umrühren::V,луга́ш,аилрыхра
1216,stricken::V,пида́ш,аҧара
1217,nähen::V,урга́ш,аӡахра
1218,färben::V,чиялта́ш,ашəра
1219,reinigen::V,эрыкта́ш,арыцқьара
1220,waschen::V,мушка́ш,аӡәӡәара
1221,abwischen::V,ӱшта́ш,арбара
1222,spülen::V,шӱалта́ш,аҭыршара
1223,fegen::V,ӱшта́ш,аҧссара
1224,kehren::V,ӱшта́ш,
1225,baden::V,йӱштыла́ш,аҽыкəабара
1226,sich waschen::V,мушкылта́ш,аҽыӡəӡəара
1227,ausziehen::V,кудаша́ш,ашəыхра
1228,anziehen::V,чия́ш,ашəҵара
1229,sich anziehen::V,чия́ш,аҽеилаҳəара
1230,kämmen::V,шера́ш,аҳəара
1231,schmücken::V,тӱзата́ш,арҧшӡара
1232,schmücken::V,чеверта́ш,арҧшӡара
1233,sagen::V,ойла́ш,аҳəара
1234,sagen::V,каласа́ш,аҳəара
1235,sprechen::V,кутыра́ш,ацəажəара
1236,reden::V,мутлана́ш,ацəажəара
1237,reden::V,мутлана́ш,аицәажәара
1238,sich unterhalten::V,кутыра́ш,аицәажәара
1239,fragen::V,йода́ш,азҵаара
1240,bitten::V,йода́ш,аҳəара
1241,erzählen::V,ойла́ш,аҳəара
1242,mitteilen::V,увертара́ш,азыцҳара
1243,nennen::V,лӱмда́ш,ахьӡҵара
1244,rufen::V,ӱжа́ш,азҿыҭра
1245,prahlen::V,моктана́ш,аҽхəара
1246,übersetzen::V,кусара́ш,аиҭагара
1247,denken::V,шона́ш,азхəыцра
1248,glauben::V,ӱшана́ш,ахаҵара
1249,bemerken::V,шижа́ш,агəаҭара
1250,erkennen::V,пала́ш,адырра
1251,begreifen::V,ыҥла́ш,аилкаара
1252,verstehen::V,умыла́ш,аҳара
1253,lernen::V,тунема́ш,аҵара
1254,wissen::V,шинча́ш,адырра
1255,sich erinnern an::V,шарна́ш,агəаларшəара
1256,vergessen::V,монда́ш,ахашҭра
1257,messen::V,виса́ш,ашəара
1258,zählen::V,шотла́ш,аҧхьаӡара
1259,rechnen::V,шотла́ш,аҳасабра
1260,lesen::V,луда́ш,аҧхьара
1261,malen::V,сӱретла́ш,
1262,zeichnen::V,сӱретла́ш,
1263,schreiben::V,воза́ш,
1264,besitzen::V,лия́ш,амазаара
1265,kaufen::V,нала́ш,Аахəара
1266,verkaufen::V,ужала́ш,аҭира
1267,bezahlen::V,тӱла́ш,ахҭынҵара
1268,bezahlen::V,тӱла́ш,ашəара
1269,zahlen::V,тӱла́ш,ашəара
1270,beherrschen::V,куча́ш,
1271,ertragen::V,турка́ш,ачҳара
