,Concept_ID,cy,no
825,warum::FADV,pam,hvorfor
826,wieviel::FNUM,faint,hvor mye
827,eins::NUM,un,en
828,eins::NUM,un,ett
829,zwei::NUM,dau,to
830,drei::NUM,tri,tre
831,vier::NUM,pedwar,fire
832,fünf::NUM,pump,fem
833,sechs::NUM,chwech,seks
834,sieben::NUM,saith,sju
835,acht::NUM,wyth,åtte
836,neun::NUM,naw,ni
837,zehn::NUM,deg,ti
838,elf::NUM,un ar ddeg,elleve
839,zwölf::NUM,deuddeg,tolv
840,zwölf::NUM,un deg dau,tolv
841,zwanzig::NUM,ugain,tjue
842,dreißig::NUM,tri deg,tretti
843,dreißig::NUM,deg ar hugain,tretti
844,vierzig::NUM,deugain,førti
845,fünfzig::NUM,hanner cant,femti
846,sechzig::NUM,chwe deg,seksti
847,siebzig::NUM,saith deg,sytti
848,siebzig::NUM,deg a thrigain,sytti
849,achtzig::NUM,wyth deg,åtti
850,achtzig::NUM,pedar ugain,åtti
851,neunzig::NUM,naw deg,nitti
852,neunzig::NUM,deg a phedwar ugain,nitti
853,hundert::NUM,cant,hundre
854,tausend::NUM,mil,tusen
855,und::CNJ,a,og
856,oder::CNJ,neu,eller
857,stehen::V,sefyll,stå
858,sitzen::V,eistedd,sitte
859,liegen::V,gorwedd,ligge
860,hängen::V,hongian,henge
861,werden::V,dod yn,bli
862,werden::V,mynd yn,bli
863,passieren::V,digwydd,skje
864,passieren::V,digwydd,hende
865,beginnen::V,cychwyn,begynne
866,enden::V,gorffen,ende
867,enden::V,gorffen,slutte
868,wechseln::V,newid,veksle
869,aufgehen[Sonne]::V,codi,stå opp
870,untergehen[Sonne]::V,machlud,gå ned
871,scheinen[Sonne]::V,tywynnu,skinne
872,donnern::V,taranu,tordne
873,wehen::V,chwythu,blåse
874,strömen::V,ffrydio,strømme
875,fließen::V,llifo,flyte
876,sich drehen::V,troi,dreie seg
877,sich drehen::V,cylchdroi,dreie seg
878,schwanken::V,siglo,svaie
879,schwingen::V,siglo,svinge
880,fallen::V,cwympo,falle
881,brennen::V,llosgi,brenne
882,rauchen::V,mygu,ryke
883,regnen::V,glawio,regne
884,gefrieren::V,rhewi,fryse
885,tauen::V,toddi,tine
886,tauen::V,meirioli,tine
887,schmelzen::V,toddi,smelte
888,trocknen::V,sychu,tørre
889,sieden::V,berwi,koke
890,faulen::V,pydru,råtne
891,faulen::V,braenu,råtne
892,verfaulen::V,pydru,råtne
893,verfaulen::V,dadfeilio,råtne
894,reißen::V,clecian,briste
895,reißen::V,torri'n glats,briste
896,versinken::V,suddo,synke
897,versinken::V,suddo,synke ned
898,vergehen::V,myned heibio,forløpe
899,vergehen::V,pasio,forløpe
900,erscheinen::V,ymddangos,synes
901,verschwinden::V,diflannu,forsvinne
902,sinken::V,syrthio,synke
903,abnehmen::V,lleihau,avta
904,abnehmen::V,lleihau,minske
905,zunehmen::V,cynyddu,tilta
906,steigen::V,codi,stige
907,wachsen::V,tyfu,gro
908,wachsen::V,tyfu,vokse
909,glänzen::V,disgleirio,skinne
910,funkeln::V,pefrio,tindre
911,lärmen::V,cadw sŵn,bråke
912,lärmen::V,gwneud twrw,bråke
913,läuten::V,canu,ringe
914,klingeln::V,canu,ringe
915,klingeln::V,seinio,ringe
916,klirren::V,tincian,klirre
917,brausen::V,rhuo,bruse
918,rauschen::V,siffrwd,suse
919,rauschen::V,chwithrwd,suse
920,klingen::V,seinio,lyde
921,klingen::V,seinio,klinge
922,bellen::V,cyfarth,gjø
923,bellen::V,cyfarth,bjeffe
924,heulen::V,udo,ule
925,heulen::V,oernadu,ule
926,blasen::V,chwythu,blåse
927,pfeifen::V,chwibanu,plystre
928,schreien::V,gweiddi,skrike
929,schreien::V,bloeddio,skrike
930,stöhnen::V,griddfan,stønne
931,zittern::V,crynu,dirre
932,zittern::V,crynu,skjelve
933,leben::V,byw,leve
934,geboren werden::V,cael eich geni,fødes
935,atmen::V,anadlu,ånde
936,atmen::V,anadlu,puste
937,trinken::V,yfed,drikke
938,essen::V,bwyta,spise
939,schlucken::V,llyncu,svelge
940,müde werden::V,blino,bli trett
941,einschlafen::V,mynd i gysgu,sovne
942,einschlafen::V,syrthio i gysgu,sovne
943,schlafen::V,huno,sove
944,schlafen::V,cysgu,sove
945,aufwachen::V,dihuno,våkne
946,aufstehen::V,codi,stå opp
947,sich erholen::V,ymlacio,bli bra
948,sich erholen::V,ymlacio,komme seg
949,sich erholen::V,dadflino,bli bra
950,sich erholen::V,dadflino,komme seg
951,krank werden::V,mynd yn sâl,bli syk
952,krank werden::V,mynd yn wael,bli syk
953,krank sein::V,gwaelu,være syk
954,schmerzen::V,brifo,gjøre vondt
955,husten::V,pesychu,hoste
956,genesen::V,gwella,komme seg
957,genesen::V,cael yn ôl,komme seg
958,sterben::V,marw,dø
959,umkommen::V,trengi,omkomme
960,sich bewegen::V,symud,bevege seg
961,sich rühren::V,syflyd,røre på seg
962,sich erheben::V,codi,reise seg
963,sich setzen::V,eistedd,sette sig
964,hinfallen::V,cwympo,falle over ende
965,laufen::V,cerdded,løpe
966,schreiten::V,camu,skride
967,spazierengehen::V,mynd am dro,spasere
968,spazierengehen::V,mynd am dro,gå en tur
969,eilen::V,rhuthro,ile
970,sich beeilen::V,brysio,skynde seg
971,sausen::V,rhuthro,suse
972,rennen::V,rhedeg,løpe
973,springen::V,llamu,hoppe
974,springen::V,llamu,springe
975,springen::V,neidio,hoppe
976,springen::V,neidio,springe
977,klettern::V,dringo,klatre
978,schaukeln::V,siglo,huske
979,kriechen::V,cropian,krype
980,schwimmen::V,nofio,svømme
981,tauchen::V,plymio,dykke
982,tauchen::V,ymsuddo,dykke
983,rudern::V,rhwyfo,ro
984,fahren::V,gyrru,kjøre
985,fahren::V,dreifio,kjøre
986,fliegen::V,hedfan,fly
987,gehen::V,mynd,gå
988,weggehen::V,mynd,gå bort
989,weggehen::V,ymadael,gå bort
990,abfahren::V,ymadael,reise
991,anhalten::V,stopio,stanse
992,hineingehen::V,mynd i mewn,gå inn
993,eintreten::V,mynd i,tre inn
994,kommen::V,dod,komme
995,ankommen::V,cyrraedd,ankomme
996,ankommen::V,cyrraedd,komme til
997,zurückkommen::V,dychwelyd,komme tilbake
998,bleiben::V,aros,bli
999,bleiben::V,aros,forbli
1000,bleiben::V,sefyll,bli
1001,bleiben::V,sefyll,forbli
1002,warten::V,aros,vente
1003,warten::V,disgwyl,vente
1004,erwarten::V,disgwyl,vente
1005,suchen::V,chwilio am,søke
1006,finden::V,darganfod,finne
1007,versuchen::V,profi,prøve
1008,versuchen::V,profi,forsøke
1009,versuchen::V,ceisio,prøve
1010,versuchen::V,ceisio,forsøke
1011,vorbereiten::V,paratoi,forberede
1012,lieben::V,caru,elske
1013,mögen::V,hoffi,like
1014,lachen::V,chwerthin,le
1015,rühren::V,cynhyrfu,røre
1016,weinen::V,wylo,gråte
1017,weinen::V,llefain,gråte
1018,schimpfen::V,grwgnach,skjelle
1019,sich ärgern::V,gofidio,ergre seg
1020,sich fürchten::V,ofni,være redd
1021,fürchten::V,arswydo,være redd for
1022,fliehen::V,ffoi,rømme
1023,fliehen::V,ffoi,flykte
1024,flüchten::V,dianc,flykte
1025,sehen::V,gweld,se
1026,anschauen::V,syllu,se på
1027,anschauen::V,syllu,betrakte
1028,anschauen::V,edrych,se på
1029,anschauen::V,edrych,betrakte
1030,ansehen::V,gwylio,anse
1031,hören::V,clywed,høre
1032,zuhören::V,gwrando,tilhøre
1033,probieren::V,profi,smake
1034,probieren::V,profi,smake på
1035,riechen::V,arogli,lukte
1036,fühlen::V,teimlo,føle
1037,fühlen::V,clywed,føle
1038,scheinen::V,ymddangos,se ut
1039,zu sehen sein::V,dod i'r golwg,synes
1040,vernehmen::V,clywed sôn am,få vite
1041,frieren::V,bod yn oer,fryse
1042,tun::V,gwneud,gjøre
1043,können::V,gallu,kunne
1044,wollen::V,bod mewn angen,ville
1045,anfangen::V,dechrau,begynne
1046,beenden::V,darfod,avslutte
1047,beenden::V,gorffen,avslutte
1048,aufhören::V,peidio,slutte
1049,aufhören::V,peidio,holde opp
1050,gelingen::V,llwyddo,lykkes
1051,geraten::V,diweddu,bli
1052,öffnen::V,agor,åpne
1053,schließen::V,cau,lukke
1054,schließen::V,cau,stenge
1055,stellen::V,gosod,stille
1056,setzen::V,gosod,sette
1057,legen::V,gosod,legge
1058,berühren::V,cyffwrdd,berøre
1059,verbinden::V,cysylltu,forbinde
1060,bedecken::V,gorchuddio,dekke
1061,aufhängen::V,crogi,henge
1062,aufhängen::V,crogi,henge opp
1063,aufhängen::V,hongian,henge
1064,aufhängen::V,hongian,henge opp
1065,anzünden::V,cynnau,tenne
1066,anzünden::V,cynnau,antenne
1067,anzünden::V,cynnau,tenne på
1068,aufheben::V,codi,løfte
1069,aufheben::V,codi,ta opp
1070,zurücklassen::V,gadael,slippe tilbake
1071,verlieren::V,colli,miste
1072,fallen lassen::V,gollwng,droppe
1073,fallen lassen::V,gollwng,la falle
1074,machen::V,gwneud,lage
1075,machen::V,gwneud,gjøre
1076,herstellen::V,cynhyrchu,fremstille
1077,bauen::V,adeiladu,bygge
1078,reparieren::V,trwsio,reparere
1079,reparieren::V,atgyweirio,reparere
1080,verbessern::V,diwygio,rette
1081,verbessern::V,diwygio,forbedre
1082,ändern::V,altro,forandre
1083,graben::V,palu,grave
1084,graben::V,cloddio,grave
1085,beugen::V,plygu,bøye
1086,biegen::V,plygu,bøye
1087,drehen::V,troelli,dreie
1088,wenden::V,troi,vende
1089,umdrehen::V,troi,snu
1090,heben::V,codi,heve
1091,hochheben::V,dyrchafu,løfte
1092,ergreifen::V,gafael,gripe
1093,ergreifen::V,gafael,få tak i
1094,halten::V,dal,holde
1095,drücken::V,pwyso,trykke
1096,drücken::V,gwasgu,trykke
1097,schieben::V,gwthio,skyve
1098,kratzen::V,crafu,klø
1099,kratzen::V,crafu,klore
1100,lecken::V,llyfu,slikke
1101,beißen::V,cnoi,bite
1102,beißen::V,brathu,bite
1103,abreißen::V,tynnu ymaith,rive av
1104,abschneiden::V,torri,skjære av
1105,binden::V,clymu,binde
1106,stecken::V,plannu,stikke
1107,brechen::V,torri,bryte
1108,brechen::V,torri,briste
1109,klopfen::V,taro,banke
1110,hauen::V,taro,hogge
1111,kleben::V,gludio,klistre
1112,reiben::V,rhwbio,gni
1113,streichen::V,taenu,stryke
1114,schleifen::V,hogi,slipe
1115,schneiden::V,torri,klippe
1116,rütteln::V,ysgytio,ruske
1117,schütteln::V,siglo,riste
1118,schütteln::V,ysgwyd,riste
1119,schwenken::V,siglo,svinge
1120,schütten::V,tywallt,helle
1121,füllen::V,llenwi,fylle
1122,einwickeln::V,lapio,vikle inn
1123,tragen::V,cludo,bære
1124,schleppen::V,llusgo,slepe
1125,ziehen::V,tynnu,dra
1126,ziehen::V,tynnu,trekke
1127,aufbewahren::V,cadw,oppbevare
1128,aufbewahren::V,cadw,ta vare på
1129,werfen::V,taflu,kaste
1130,fangen::V,dal,fange
1131,packen::V,cipio,gripe
1132,packen::V,cipio,gripe tak i
1133,packen::V,crafangu,gripe
1134,packen::V,crafangu,gripe tak i
1135,verstecken::V,celu,gjemme
1136,verstecken::V,cuddio,gjemme
1137,teilen::V,rhannu,dele
1138,schicken::V,anfon,sende
1139,bringen::V,dod â,bringe
1140,hinzufügen::V,chwanegu,tilføye
1141,bekommen::V,cael,få
1142,erhalten::V,derbyn,få
1143,nehmen::V,cymryd,ta
1144,wählen::V,dewis,velge
1145,auswählen::V,dethol,velge ut
1146,bewahren::V,cadw,bevare
1147,behindern::V,atal,hindre
1148,behindern::V,atal,forhindre
1149,behindern::V,rhwystro,hindre
1150,behindern::V,rhwystro,forhindre
1151,verderben::V,difetha,ødelegge
1152,beschädigen::V,niweidio,skade
1153,zerbrechen::V,torri,brekke i stykker
1154,zerreißen::V,rhwygo,rive i stykker
1155,zerstören::V,dinistrio,ødelegge
1156,verbrennen::V,llosgi,brenne
1157,verbrennen::V,llosgi,brenne opp
1158,geben::V,rhoi,gi
1159,reichen::V,estyn,rekke
1160,schenken::V,rhoddi,forære
1161,schenken::V,rhoddi,skjenke
1162,versprechen::V,addo,love
1163,wünschen::V,dymuno,ønske
1164,loben::V,canmol,rose
1165,küssen::V,cusanu,kysse
1166,wiegen::V,siglo,vogge
1167,zudecken::V,gorchuddio,dekke til
1168,wecken::V,deffro,vekke
1169,zeigen::V,dangos,vise
1170,führen::V,arwain,føre
1171,lehren::V,dysgu,lære
1172,unterrichten::V,hyfforddi,undervise
1173,aufziehen::V,dod i fyny,oppdra
1174,leiten::V,arwain,lede
1175,antreiben::V,annog,drive på
1176,lassen::V,gadael,få til å
1177,einladen::V,gwahodd,be
1178,einladen::V,gwahodd,invitere
1179,vereinigen::V,uno,forene
1180,vereinigen::V,cyfuno,forene
1181,besuchen::V,ymweld â,besøke
1182,treffen::V,cwrdd,møte
1183,treffen::V,cwrdd,treffe
1184,treffen::V,cyfarfod,møte
1185,treffen::V,cyfarfod,treffe
1186,sich versammeln::V,casglu,forsamles
1187,sich versammeln::V,cynnull,forsamles
1188,spielen::V,chwarae,leke
1189,spielen::V,chwarae,spille
1190,singen::V,canu,synge
1191,tanzen::V,dawnsio,danse
1192,sich trennen::V,ymwahanu,skilles
1193,verlassen::V,gadael,forlate
1194,retten::V,achub,redde
1195,bewachen::V,gwarchod,bevokte
1196,schützen::V,noddi,verne
1197,schützen::V,noddi,beskytte
1198,verteidigen::V,amddiffyn,forsvare
1199,sich schlagen::V,ffraeo,slåss
1200,sich schlagen::V,terfysgu,slåss
1201,schießen::V,saethu,skyte
1202,siegen::V,ennill,seire
1203,ärgern::V,cythruddo,ergre
1204,schlagen::V,curo,
1205,treten::V,cicio,sparke
1206,stechen::V,pigo,stikke
1207,stoßen::V,gwthio,støte
1208,stehlen::V,dwyn,stjele
1209,stehlen::V,lladrata,stjele
1210,stören::V,aflonyddu,forstyrre
1211,belästigen::V,trafferthu,plage
1212,belästigen::V,trafferthu,sjenere
1213,verbergen::V,cuddio,gjemme
1214,täuschen::V,twyllo,villede
1215,betrügen::V,hocedu,bedra
1216,töten::V,lladd,drepe
1217,wohnen::V,byw,bo
1218,arbeiten::V,gweithio,arbeide
1219,sammeln::V,casglu,samle
1220,pflücken::V,casglu,plukke
1221,jagen::V,hela,jage
1222,fischen::V,pysgota,fiske
1223,fassen::V,dal,fange
1224,hüten::V,bugeilio,vokte
1225,treiben::V,gyrru,drive
1226,anbinden::V,clymu,feste
1227,füttern::V,porthi,fore
1228,melken::V,godro,melke
1229,hacken::V,torri,hakke
1230,gießen::V,dyfrhau,helle
1231,reifen::V,aeddfedu,modne
1232,zubereiten::V,coginio,lage
1233,zubereiten::V,coginio,tilberede
1234,kochen::V,berwi,koke
1235,backen::V,pobi,bake
1236,backen::V,crasu,bake
1237,braten::V,ffrio,steke
1238,umrühren::V,cyffroi,røre om
1239,stricken::V,gwau,strikke
1240,nähen::V,gwnïo,sy
1241,färben::V,lliwio,farge
1242,reinigen::V,glanhau,rense
1243,reinigen::V,glanhau,gjøre ren
1244,waschen::V,golchi,vaske
1245,abwischen::V,sychu,tørke av
1246,spülen::V,streulio,spyle
1247,spülen::V,streulio,skylle
1248,fegen::V,ysgubo,feie
1249,kehren::V,ysgubo,koste
1250,baden::V,cael bath,bade
1251,sich waschen::V,ymolchi,vaske seg
1252,ausziehen::V,tynnu,ta av
1253,anziehen::V,gwisgo,ta på
1254,sich anziehen::V,ymwisgo,kle på seg
1255,kämmen::V,cribo,gre
1256,kämmen::V,cribo,kjemme
1257,schmücken::V,harddu,pynte
1258,schmücken::V,harddu,smykke
1259,schmücken::V,addurno,pynte
1260,schmücken::V,addurno,smykke
1261,sagen::V,dweud,si
1262,sprechen::V,llefaru,snakke
1263,reden::V,siarad,tale
1264,reden::V,siarad,snakke
1265,sich unterhalten::V,sgwrsio,samtale
1266,fragen::V,gofyn,spørre
1267,bitten::V,gofyn am,be
1268,erzählen::V,dweud,fortelle
1269,mitteilen::V,cyfleu,meddele
1270,nennen::V,enwi,kalle
1271,rufen::V,galw,rope
1272,prahlen::V,brolio,skryte
1273,prahlen::V,ymffrostio,skryte
1274,übersetzen::V,cyfieithu,oversette
1275,denken::V,meddwl,tenke
1276,glauben::V,credu,tro
1277,glauben::V,coelio,tro
1278,bemerken::V,sylwi,bemerke
1279,bemerken::V,sylwi,legge merke til
1280,erkennen::V,adnabod,gjenkjenne
1281,begreifen::V,amgyffred,begripe
1282,verstehen::V,deall,forstå
1283,verstehen::V,deall,skjønne
1284,lernen::V,dysgu,lære
1285,wissen::V,gwybod,vite
1286,sich erinnern an::V,cofio,huske på
1287,vergessen::V,anghofio,glemme
1288,messen::V,mesur,måle
1289,zählen::V,cyfrif,telle
1290,rechnen::V,cyfrifo,regne
1291,lesen::V,darllen,lese
1292,malen::V,peintio,male
1293,zeichnen::V,tynnu,tegne
1294,schreiben::V,ysgrifennu,skrive
1295,besitzen::V,meddu,eie
1296,besitzen::V,meddu,inneha
1297,kaufen::V,prynu,kjøpe
1298,verkaufen::V,gwerthu,selge
1299,bezahlen::V,talu am,betale
1300,zahlen::V,talu,betale
1301,beherrschen::V,rheoli,beherske
1302,beherrschen::V,llywodraethu,beherske
1303,ertragen::V,dioddef,orke
