,Concept_ID,ce,be
337,Fußboden::N,цӏенкъа,падлога
338,Tisch::N,шун,стол
339,Stuhl::N,гӏант,стул
340,Stuhl::N,гӏант,крэсла
341,Wiege::N,ага,калыска
342,Bett::N,маьнга,ложак
343,Bett::N,маьнга,пасцель
344,Regal::N,терхи,паліца
345,Kiste::N,яьшка,скрынка
346,Fenster::N,кор,акно
347,Tür::N,неӏ,дзверы
348,Tor::N,ков,вароты
349,Zaun::N,керт,агароджа
350,Dach::N,тхов,дах
351,Leiter::N,лами,лесвіца
352,Besen::N,нуй,мятла
353,Spaten::N,бел,лапата
354,Spaten::N,бел,жалязняк
355,Schaufel::N,аьшкал,шуфлік
356,Schaufel::N,аьшкал,лапатка
357,Gabel::N,мӏара,відэлец
358,Löffel::N,ӏайг,лыжка
359,Messer::N,урс,нож
360,Nagel::N,хьостам,цвік
361,Netz::N,бой,сетка
362,Haken::N,мӏара,крук
363,Schloss::N,чӏега,замок
364,Bild::N,сурт,карціна
365,Puppe::N,тайниг,лялька
366,Beutel::N,гали,мяшок
367,Bündel::N,кочар,вязка
368,Tasche::N,тӏоьрмиг,торба
369,Eimer::N,чийлик,вядро
370,Deckel::N,негӏар,накрыўка
371,Geschirr::N,пхьегӏа,пасуда
372,Sack::N,гали,мех
373,Tasse::N,кад,кубак
374,Topf::N,яй,каструля
375,Kessel::N,яй,кацёл
376,Essen::N,юург,ежа
377,Nahrung::N,кхача,харч
378,Speise::N,юург,страва
379,Fleisch::N,жижиг,мяса
380,Getreide::N,буьртиг,збожжа
381,Brei::N,xудар,каша
382,Brot::N,бепиг,хлеб
383,Brot::N,кхаллар,хлеб
384,Scheibe::N,цастар,луста
385,Scheibe::N,цастар,скібка
386,Fett::N,мохь,тлушч
387,Butter::N,налха,масла
388,Öl::N,даьтта,алей
389,Salz::N,туьха,соль
390,Suppe::N,чорпа,суп
391,Honig::N,моз,мёд
392,Milch::N,шура,малако
393,Tee::N,чай,чай
394,Tee::N,чай,гарбата
395,Leder::N,цӏока,скура
396,Wolle::N,тӏapгӏa,воўна
397,Stoff::N,кӏади,тканіна
398,Nadel::N,маха,іголка
399,Faden::N,тай,нітка
400,Knopf::N,нуьйда,гузік
401,Knoten::N,шад,вузел
402,Farbe::N,сир,фарба
403,Farbe::N,басар,фарба
404,Kleidung::N,бедар,адзенне
405,Hemd::N,коч,кашуля
406,Kragen::N,кач,каўнер
407,Ärmel::N,пхьош,рукаў
408,Hose::N,хеча,штаны
409,Gürtel::N,доьхка,пояс
410,Mütze::N,куй,шапка
411,Schuh::N,мача,чаравік
412,Stiefel::N,этка,бот
413,Ring::N,чӏуг,кольца
414,Band::N,лента,стужка
415,Kamm::N,ехк,расчоска
416,Spiegel::N,куьзга,люстра
417,Riemen::N,доьхка,рэмень
418,Schnur::N,муш,вяроўка
419,Leine::N,кочатосу доьхка,павадок
420,Decke::N,юргӏа,коўдра
421,Kissen::N,гIайба,падушка
422,Tuch::N,исхар,хустка
423,Handtuch::N,гата,ручнік
424,Kraft::N,гӏора,сіла
425,Stärke::N,гӏап,моц
426,Gesundheit::N,могашалла,здароўе
427,Krankheit::N,цамгар,хвароба
428,Schmerz::N,лазар,боль
429,Wunde::N,чов,рана
430,Fieber::N,xорша,гарачка
431,Fieber::N,xорша,ліхаманка
432,Arznei::N,молха,лекі
433,Brücke::N,тӏай,мост
434,Brunnen::N,гӏу,калодзеж
435,Weide::N,дак,паша
436,Pfad::N,тача,сцежка
437,Weg::N,некъ,шлях
438,Weg::N,некъ,дарога
439,Straße::N,урам,вуліца
440,Dorf::N,юрт,вёска
441,Stadt::N,гӏала,горад
442,Brief::N,кехат,ліст
443,Brief::N,кехат,пісьмо
444,Buch::N,жайна,кніга
445,Buchstabe::N,элп,літара
446,Zeitung::N,газет,газета
447,Leben::N,дахар,жыццё
448,Tod::N,далар,смерць
449,Tod::N,ӏожалла,смерць
450,Grab::N,каш,магіла
451,Kirche::N,килс,касцёл
452,Kirche::N,килс,царква
453,Sünde::N,къа,грэх
454,Gott::N,дела,бог
455,Arbeiter::N,белхало,рабочы
456,Chef::N,хьаькам,начальнік
457,Meister::N,говзанча,майстар
458,Arzt::N,лор,урач
459,Lehrer::N,хьехархо,настаўнік
460,Geld::N,aхча,грошы
461,Geschäft::N,туька,заняцце
462,Laden::N,туька,крама
463,Laden::N,туька,магазін
464,Preis::N,мах,цана
465,Ware::N,хlума,тавар
466,Nutzen::N,пайда,выгада
467,Reichtum::N,хьал,багацце
468,Welt::N,дуьне,свет
469,Land::N,мохк,краіна
470,Staat::N,пачхьалкх,дзяржава
471,König::N,паччахь,кароль
472,Macht::N,ӏедал,улада
473,Grenze::N,доза,граніца
474,Krieg::N,тӏом,вайна
475,Feind::N,мостагӏ,вораг
476,Gewalt::N,гӏело,насілле
477,Kampf::N,къийсам,барацьба
478,Pfeil::N,пха,страла
479,Gewehr::N,топ,ружжо
480,Fehler::N,гӏалат,памылка
481,Lüge::N,аьшпаш,хлусня
482,Schaden::N,зен,шкода
483,Unglück::N,бала,ліха
484,Unglück::N,бала,бядота
485,Schuld::N,бехк,віна
486,Alter::N,хан,узрост
487,Schluss::N,чакхе,канец
488,Zeit::N,хан,час
489,Tag::N,де,дзень
490,Morgen::N,ӏуьйре,ранак
491,Morgen::N,ӏуьйре,раніца
492,Mittag::N,делкъе,паўдня
493,Mittag::N,делкъе,поўдзень
494,Abend::N,суьйре,вечар
495,Nacht::N,буьйса,ноч
496,Woche::N,кӏира,тыдзень
497,Monat::N,бутт,месяц
498,Jahr::N,шо,год
499,Frühling::N,бӏаьсте,вясна
500,Sommer::N,аьхке,лета
501,Herbst::N,гуьйре,восень
502,Winter::N,ӏа,зіма
503,Januar::N,январь,студзень
504,Februar::N,февраль,люты
505,März::N,март,сакавік
506,April::N,апрель,красавік
507,Mai::N,май,май
508,Mai::N,май,травень
509,Juni::N,июнь,чэрвень
510,Juli::N,июль,ліпень
511,August::N,август,жнівень
512,September::N,сентябрь,верасень
513,Oktober::N,октябрь,кастрычнік
514,November::N,ноябрь,лістапад
515,Dezember::N,декабрь,снежань
516,Montag::N,оршот,панядзелак
517,Dienstag::N,шинара,аўторак
518,Mittwoch::N,кхаара,серада
519,Donnerstag::N,еара,чацвер
520,Freitag::N,пӏераска,пятніца
521,Samstag::N,шот,субота
522,Sonntag::N,кӏиранде,нядзеля
523,groß::A,доккха,вялікі
524,klein::A,кегий,маленькі
525,lang::A,еха,доўгі
526,kurz::A,доца,кароткі
527,breit::A,шуьйра,шырокі
528,schmal::A,готта,вузкі
529,dicht::A,луьста,густы
530,dick[Gegenstand]::A,стомма,тоўсты
531,dünn::A,дуткъа,тонкі
532,fein::A,ховха,тонкі
533,fest::A,чӏогӏа,моцны
534,flach::A,чӏапа,плоскі
535,glatt::A,шера,гладкі
536,hart::A,чӏогӏa,цвёрды
537,weich::A,кӏеда,мяккі
538,rund::A,горга,круглы
539,spitz::A,ира,спічасты
540,spitz::A,ира,востраканцовы
541,scharf::A,ира,востры
542,stumpf::A,аьртa,тупы
543,schwer::A,деза,цяжкі
544,schön::A,хаза,прыгожы
545,heiß::A,довха,гарачы
546,warm::A,довха,цёплы
547,kalt::A,шийла,холадны
548,kühl::A,шийла,халаднаваты
549,frisch::A,керла,свежы
550,feucht::A,тӏуьна,вільготны
551,nass::A,тӏеда,мокры
552,trocken::A,eкъа,сухі
553,voll::A,дуьзна,поўны
554,leer::A,яьсса,пусты
555,offen::A,диллина,адкрыты
556,offen::A,диллина,адчынены
557,geschlossen::A,дӏакъевлина,закрыты
558,geschlossen::A,дӏакъевлина,зачынены
559,geschlossen::A,дӏачӏагӏдина,закрыты
560,geschlossen::A,дӏачӏагӏдина,зачынены
561,sauber::A,цӏена,чысты
562,schmutzig::A,боьха,брудны
563,roh::A,буьйда,сыры
564,reif::A,хилла,спелы
565,lecker::A,чоме,смачны
566,süß::A,мерза,салодкі
567,bitter::A,къаьхьа,горкі
568,sauer::A,муьста,кіслы
569,hell::A,сирла,светлы
570,dunkel::A,бодане,цёмны
571,schwarz::A,ӏаьржа,чорны
572,weiß::A,кӏайн,белы
573,rot::A,цӏен,чырвоны
574,gelb::A,можа,жоўты
575,blau::A,сийна,сіні
576,grün::A,баьццара,зялёны
577,grau::A,cира,шэры
578,grau::A,мокха,шэры
579,bunt::A,къорза,пяресты
580,billig::A,дораха,танны
581,teuer::A,деза,дарагі
582,wertvoll::A,мехала,цэнны
583,wertvoll::A,мехала,каштоўны
584,blind::A,бӏаьрзе,сляпы
585,taub::A,къора,глухі
586,kräftig::A,нуьцкъала,магутны
587,stark::A,зоьртала,сільны
588,stark::A,нуьцкъала,сільны
589,schwach::A,гӏорасиза,слабы
590,fett::A,дерстана,тлусты
591,schlank::A,куц долу,стройны
592,hübsch::A,хаза,чароўны
593,böse::A,вон,злы
594,dumm::A,сонта,дурны
595,faul::A,мало ен,лянівы
596,fleißig::A,тӏера,руплівы
597,geizig::A,пис,прагны
598,geizig::A,сутара,прагны
599,klug::A,хьекъале,разумны
600,geschickt::A,тӏахъаьлла,умелы
601,lieb::A,хьоме,мілы
602,lustig::A,самукъане,вясёлы
603,sanft::A,кlеда,ласкавы
604,hungrig::A,меца,галодны
605,krank::A,цомгуш долу,хворы
606,nackt::A,дерзана,голы
607,traurig::A,самукъане воцу,сумны
608,lebendig::A,дийна,жывы
609,gut::A,дика,добры
610,schlecht::A,вон,кепскі
611,richtig::A,нийса,правільны
612,schlimm::A,вон,агідны
613,wahr::A,бакъдолу,сапраўдны
614,alt::A,къена,стары
615,neu::A,керла,новы
616,ehemalig::A,хилла,былы
617,alt[Lebewesen]::A,къена,стары
618,jung::A,къона,малады
619,arm::A,къен,бедны
620,reich::A,хьоле,багаты
621,bekannt::A,девзаш долу,знаёмы
622,berühmt::A,цӏеяхана,славуты
623,fremd::A,нехан,чужы
624,verschieden::A,тайп-тайпанара,розны
625,nah::A,гергара,блізкі
626,fern::A,гена,далёкі
627,fern::A,генара,далёкі
628,linker::A,аьрру,левы
629,rechter::A,аьтту,правы
630,anderer::A,кхин,іншы
631,anderer::A,кхин,другі
632,erster::A,хьалхара,першы
633,zweiter::A,шолгIа,другі
634,dritter::A,кхоалгӏа,трэці
635,letzter::A,тӏаьххьара,апошні
636,allein::ADV,цхьаъ,сам
637,allein::ADV,цхьаъ,адзін
638,auf einmal::ADV,цу сохьтта,адразу
639,zusammen::ADV,цхьана,разам
640,lange::ADV,дукха,доўга
641,plötzlich::ADV,цIеххьана,раптам
642,sofort::ADV,цу сохьтта,зараз
643,später::ADV,тӏаьхьо,пазней
644,jetzt::ADV,хӏинца,цяпер
645,heute::ADV,тахана,сёння
646,morgen::ADV,кхана,заўтра
647,bald::ADV,кеста,хутка
648,bald::ADV,кеста,неўзабаве
649,dann::ADV,тӏаккха,потым
650,gestern::ADV,селхана,учора
651,einst::ADV,цкъа,аднойчы
652,damals::ADV,хӏетахьь,тады
653,danach::ADV,тӏаккха,затым
654,vorher::ADV,хьалхa,раней
655,zuerst::ADV,хьалха,спярша
656,zuerst::ADV,хьалха,спачатку
657,einmal::ADV,цкъа,адзін раз
658,manchmal::ADV,цкъаццкъа,часам
659,oft::ADV,кест-кеста,часта
660,immer::ADV,даим,заўсёды
661,niemals::ADV,цкъа а,ніколі
662,hier::ADV,кхузахь,тут
663,hierhin::ADV,кхуза,сюды
664,von hier::ADV,кхузара,адсюль
665,von hier::ADV,кхузара,адгэтуль
666,dort::ADV,цигахь,там
667,dorthin::ADV,цига,туды
668,geradeaus::ADV,нийса дӏа,прама
669,vorwärts::ADV,хьалха,наперад
670,rückwärts::ADV,юха,назад
671,zurück::ADV,юха,назад
672,unten::ADV,лахахь,унізе
673,hinab::ADV,охьа,уніз
674,oben::ADV,лакхахь,угары
675,oben::ADV,лакхахь,наверсе
676,hinauf::ADV,хьала,угару
677,überall::ADV,массанхьа,усюды
678,nicht::ADV,ца,не
679,ein wenig::ADV,кӏеззиг,трошкі
680,kaum::ADV,халла,ледзьве
681,sehr::ADV,вуно,вельмі
682,noch::ADV,кхин,яшчэ
683,nur::ADV,бен ...ца,толькі
684,schon::ADV,хӏинцале,ужо
685,wieder::ADV,юха а,зноў
686,vergebens::ADV,эрна,дарма
687,vergebens::ADV,эрна,дарэмна
688,vor::PRP,хьалха,перад
689,hinter::PRP,тӏехьа,за
690,hinter::PRP,тӏехьа,ззаду
691,unter::PRP,кIелахь,пад
692,durch::PRP,чекх,праз
693,neben::PRP,юххе,каля
694,zwischen::PRP,юккъехь,між
695,zwischen::PRP,юккъехь,паміж
696,wegen::PRP,дуьхьа,з-за
697,dies::PRN,и,гэта
698,dies::PRN,иза,гэта
699,das::PRN,и,тое
700,das::PRN,иза,тое
701,alles::PRN,дерриг,усё
702,ich::PRN,cо,я
703,du::PRN,хьо,ты
704,er::PRN,и,ён
705,er::PRN,иза,ён
706,wir::PRN,тхо,мы
707,wir::PRN,вай,мы
708,ihr::PRN,шу,вы
709,sie::PRN,уьш,яны
710,was::FPRN,хӏун,што
711,wer::FPRN,мила,хто
712,wo::FADV,мичaхь,дзе
713,wohin::FADV,мича,куды
714,wie::FADV,муха,як
715,warum::FADV,хӏунда,чаму
716,wieviel::FNUM,мел,колькі
717,wieviel::FNUM,маса,колькі
718,eins::NUM,цхьаъ,адзін
719,zwei::NUM,шиъ,два
720,drei::NUM,кхоъ,тры
721,vier::NUM,диъ,чатыры
722,fünf::NUM,пхиъ,пяць
723,sechs::NUM,ялх,шесць
724,sieben::NUM,ворхӏ,сем
725,acht::NUM,бархӏ,восем
726,neun::NUM,исс,дзевяць
727,zehn::NUM,итт,дзесяць
728,elf::NUM,цхьайтта,адзінаццаць
729,zwölf::NUM,шийтта,дванаццаць
730,zwanzig::NUM,ткъа,дваццаць
731,dreißig::NUM,ткъе итт,трыццаць
732,vierzig::NUM,шовзткъа,сорак
733,fünfzig::NUM,шовзткъе итт,пядзесят
734,sechzig::NUM,кхузткъа,шесдзесят
735,siebzig::NUM,кхузткъе итт,семдзесят
736,achtzig::NUM,дезткъа,восемдзесят
737,neunzig::NUM,дезткъе итт,дзевяноста
738,hundert::NUM,бӏе,сто
739,tausend::NUM,эзар,тысяча
740,und::CNJ,a,і
741,und::CNJ,a,ды
742,oder::CNJ,я,або
743,stehen::V,латта,стаяць
744,sitzen::V,хиъна ӏан,сядзець
745,liegen::V,ӏилла,ляжаць
746,hängen::V,кхаза,вісець
747,werden::V,хила,стаць
748,werden::V,хила,зрабіцца
749,passieren::V,хила,трапіцца
750,beginnen::V,доло,пачацца
751,enden::V,дӏадерза,кончыцца
752,wechseln::V,хийца,мяняцца
753,aufgehen[Sonne]::V,кхета,узысці
754,untergehen[Sonne]::V,чубуза,зайсці
755,scheinen[Sonne]::V,серло яла,свяціць
756,donnern::V,къекъа,грымець
757,wehen::V,хьекха,дзьмуць
758,strömen::V,эха,ліцца
759,fließen::V,охьаэха,цячы
760,sich drehen::V,хьийза,круціцца
761,sich drehen::V,хьийза,варочацца
762,schwanken::V,леста,хістацца
763,schwingen::V,лесто,гайдацца
764,schwingen::V,лесто,калыхацца
765,fallen::V,охьакхета,падаць
766,brennen::V,дага,гарэць
767,rauchen::V,оза,дымець
768,regnen::V,догlа догlу,дажджыць
769,gefrieren::V,гӏоро,замерзнуць
770,tauen::V,даша,раставаць
771,schmelzen::V,лала,плавіцца
772,trocknen::V,дакъо,сохнуць
773,sieden::V,кхехка,кіпець
774,faulen::V,дахкадала,гнісці
775,verfaulen::V,дахкадала,згнісці
776,reißen::V,хеда,ірвацца
777,versinken::V,хичудаха,тануць
778,vergehen::V,дlаэха,праходзіць
779,erscheinen::V,схьадала,зʼявіцца
780,erscheinen::V,ӏоттадала,зʼявіцца
781,verschwinden::V,къайладала,знікнуць
782,sinken::V,лахдала,спадаць
783,zunehmen::V,лакхадала,павялічвацца
784,steigen::V,хьаладала,паднімацца
785,wachsen::V,кхиа,расці
786,glänzen::V,лепа,блішчаць
787,funkeln::V,къега,бліскаць
