,Concept_ID,os,sk
201,Beere::N,гагадыргъ,bobuľa
202,Apfel::N,фӕткъуы,jablko
203,Pilz::N,зокъо,hríb
204,Pilz::N,къозо,hríb
205,Zwiebel::N,хъӕдындз,cibuľa
206,Saat::N,тауинаг,osivo
207,Saat::N,мыггаг,osivo
208,Korn::N,мыггаг,zrno
209,Korn::N,тауинаг,zrno
210,Heu::N,хос,seno
211,Schale::N,цъар,šupa
212,Schale::N,цъар,škrupina
213,Grube::N,урм,jama
214,Grube::N,къахт,jama
215,Grube::N,дзыхъхъ,jama
216,Falle::N,цъысым,pasca
217,Falle::N,цъысым,klepec
218,Falle::N,къӕппӕг,pasca
219,Falle::N,къӕппӕг,klepec
220,Schlinge::N,цасм,slučka
221,Spur::N,фæд,stopa
222,Asche::N,фӕнык,popol
223,Asche::N,ӕртхутӕг,popol
224,Dreck::N,цъыф,kal
225,Dreck::N,цъыф,blato
226,Eisen::N,ӕфсӕйнаг,železo
227,Gold::N,сыгъзӕрин,zlato
228,Silber::N,ӕвзист,striebro
229,Kohle::N,ӕвзалы,uhlie
230,Glas::N,авг,sklo
231,Lehm::N,ӕлыг,íl
232,Lehm::N,ӕлыг,hlina
233,Sand::N,змис,piesok
234,Mensch::N,лӕг,človek
235,Mensch::N,адӕймаг,človek
236,Mensch::N,удгоймаг,človek
237,Mann::N,лӕг,muž
238,Mann::N,лӕг,chlap
239,Mann::N,нӕлгоймаг,muž
240,Mann::N,нӕлгоймаг,chlap
241,Frau::N,сылгоймаг,žena
242,Kind::N,сывӕллон,dieťa
243,Junge::N,лӕппу,chlapec
244,Mädchen::N,чызг,dievka
245,Familie::N,бинонтæ,rodina
246,Großvater::N,фыдыфыд,dedo
247,Großvater::N,фыдыфыд,starý otec
248,Großvater::N,мадыфыд,dedo
249,Großvater::N,мадыфыд,starý otec
250,Großmutter::N,фыды мад,babička
251,Großmutter::N,фыды мад,stará mať
252,Großmutter::N,мады мад,babička
253,Großmutter::N,мады мад,stará mať
254,Eltern::N,ныййарджытæ,rodičia
255,Vater::N,фыд,otec
256,Mutter::N,мад,mať
257,Mutter::N,мад,matka
258,Sohn::N,фырт,syn
259,Tochter::N,чызг,dcéra
260,Bruder::N,ӕфсымӕр,brat
261,Schwester::N,хо,sestra
262,Onkel::N,фыдыфсымӕр,ujo
263,Onkel::N,фыдыфсымӕр,strýko
264,Tante::N,мадыхо,teta
265,Tante::N,мадыхо,tetka
266,Ehemann::N,мой,muž
267,Ehemann::N,мой,manžel
268,Ehefrau::N,ус,žena
269,Ehefrau::N,ус,manželka
270,Freude::N,цин,radosť
271,Freude::N,циндзинад,radosť
272,Gelächter::N,худын,smiech
273,Gelächter::N,худт,smiech
274,Gelächter::N,худæг,smiech
275,Glück::N,амонд,šťastie
276,Kummer::N,хъыг,žiaľ
277,Kummer::N,хъыг,zármutok
278,Wunsch::N,бӕллиц,prianie
279,Lust::N,монц,chuť
280,Geist::N,уд,duch
281,Gedanke::N,хъуыды,myšlienka
282,Gedächtnis::N,мысæн,pamäť
283,Gedächtnis::N,мысын,pamäť
284,Gedächtnis::N,зæрдылдарын,pamäť
285,Verstand::N,зонд,rozum
286,Sinn::N,нысаниуæг,zmysel
287,Grund::N,ӕфсон,dôvod
288,Grund::N,ӕфсон,príčina
289,Wahrheit::N,æцæг,pravda
290,Gespräch::N,ныхас,reč
291,Gespräch::N,ныхас,rozhovor
292,Märchen::N,аргъау,rozprávka
293,Erzählung::N,радзырд,poviedka
294,Nachricht::N,уац,správa
295,Neuigkeit::N,хабар,novinka
296,Name::N,ном,meno
297,Rätsel::N,уыци-уыци,záhada
298,Rätsel::N,уыци-уыци,hádanka
299,Rätsel::N,базон-базон,záhada
300,Rätsel::N,базон-базон,hádanka
301,Rede::N,раныхас,reč
302,Sprache::N,ӕвзаг,reč
303,Sprache::N,ӕвзаг,jazyk
304,Stimme::N,хъӕлӕс,hlas
305,Wort::N,дзырд,slovo
306,Zeichen::N,нысан,znak
307,Ruf::N,сидт,volanie
308,Ruf::N,сидт,zavolanie
309,Lärm::N,уынæр,hluk
310,Lärm::N,уынæр,hurhaj
311,Laut::N,зӕл,zvuk
312,Laut::N,мыр,zvuk
313,Ton::N,мыр,tón
314,Ton::N,мыр,zvuk
315,Lied::N,зарӕг,pieseň
316,Ruhe::N,æнцой,pokoj
317,Leute::N,адӕм,ľudia
318,Volk::N,адӕм,ľud
319,Volk::N,адӕм,národ
320,Arbeit::N,фӕллой,práca
321,Arbeit::N,фӕллой,robota
322,Gast::N,уазӕг,hosť
323,Geschenk::N,хуын,dar
324,Spiel::N,хъазт,hra
325,Gesellschaft::N,дзыллæ,spoločnosť
326,Gesellschaft::N,æхсæнад,spoločnosť
327,Hilfe::N,æххуыс,pomoc
328,Hilfe::N,ахъаз,pomoc
329,Freund::N,лымӕн,priateľ
330,Kamerad::N,ӕмбал,kamarát
331,Angelegenheit::N,хъуыддаг,vec
332,Angelegenheit::N,хъуыддаг,záležitosť
333,Anzahl::N,бӕрц,počet
334,Anzahl::N,бӕрц,množstvo
335,Art::N,хуыз,druh
336,Art::N,хуызад,druh
337,Stück::N,кæрдих,kus
338,Stück::N,кæрдих,kúsok
339,Stück::N,комдзаг,kus
340,Stück::N,комдзаг,kúsok
341,Teil::N,хай,časť
342,Hälfte::N,æрдæг,polka
343,Hälfte::N,æрдæг,polovica
344,Hälfte::N,æмбис,polka
345,Hälfte::N,æмбис,polovica
346,Kreis::N,зиллакк,kruh
347,Kreuz::N,дзуар,kríž
348,Linie::N,хахх,línia
349,Strich::N,хахх,čiara
350,Abstand::N,æхсæнуат,vzdialenosť
351,Entfernung::N,дæрддзæг,vzdialenosť
352,Entfernung::N,дардцæг,vzdialenosť
353,Gegend::N,ран,kraj
354,Gegend::N,ран,krajina
355,Platz::N,бууат,miesto
356,Ort::N,ран,miesto
357,Ort::N,бынат,miesto
358,Seite::N,фахс,bok
359,Seite::N,фахс,strana
360,Mitte::N,астӕу,stred
361,Gegenstand::N,дзаума,predmet
362,Sache::N,дзаума,vec
363,Rand::N,кӕрон,kraj
364,Rand::N,кӕрон,okraj
365,Kante::N,фӕрск,hrana
366,Ecke::N,тигъ,roh
367,Ecke::N,фисын,roh
368,Spitze::N,бырынкъ,hrot
369,Spitze::N,бырынкъ,špička
370,Ende::N,кӕрон,koniec
371,Loch::N,хуынкъ,diera
372,Winkel::N,къуым,kút
373,Muster::N,нывæфтыд,vzor
374,Muster::N,нывæфтыд,vzorka
375,Muster::N,кæдзист,vzor
376,Muster::N,кæдзист,vzorka
377,Größe::N,ас,veľkosť
378,Länge::N,дӕргъ,dĺžka
379,Höhe::N,бæрзонд,výška
380,Höhe::N,бæрзæнд,výška
381,Höhe::N,бæрзонддзинад,výška
382,Gewicht::N,уӕз,váha
383,Menge::N,бӕрц,množstvo
384,Haufen::N,кӕри,hŕba
385,Reihe::N,рӕнхъ,rad
386,Boot::N,чема,čln
387,Ruder::N,къохар,veslo
388,Schlitten::N,дзоныгъ,sane
389,Ski::N,къахдзоныгътæ,lyža
390,Ski::N,лыжæтæ,lyža
391,Lagerfeuer::N,арт,táborák
392,Last::N,уаргъ,ťarcha
393,Last::N,уаргъ,bremeno
394,Gang::N,цыд,chôdza
395,Schritt::N,санчъех,krok
396,Schritt::N,къахдзӕф,krok
397,Norden::N,цæгат,sever
398,Süden::N,хуссар,juh
399,Westen::N,ныгуылæн,západ
400,Osten::N,скæсæн,východ
401,Holz::N,хъӕдӕрмӕг,drevo
402,Brett::N,фæйнæг,doska
403,Platte::N,къӕй,doska
404,Platte::N,къӕй,platňa
405,Stütze::N,быцæу,opora
406,Stange::N,хъил,tyč
407,Stock::N,лӕдзӕг,palica
408,Stab::N,хъил,palica
409,Rohr::N,хӕтӕл,rúra
410,Haus::N,хӕдзар,dom
411,Heim::N,къона,domov
412,Ofen::N,пец,pec
413,Ofen::N,пец,kachle
414,Fußboden::N,астӕрд,dlážka
415,Fußboden::N,астӕрд,podlaha
416,Tisch::N,стъол,stôl
417,Stuhl::N,бандон,stolička
418,Wiege::N,авдæн,kolíska
419,Bett::N,сынтӕг,lôžko
420,Bett::N,сынтӕг,posteľ
421,Regal::N,тӕрхӕг,regál
422,Regal::N,тӕрхӕг,polica
423,Regal::N,уӕлвӕйнӕг,regál
424,Regal::N,уӕлвӕйнӕг,polica
425,Kiste::N,асыкк,debna
426,Fenster::N,рудзынг,okno
427,Fenster::N,рудзынг,oblok
428,Fenster::N,фæрссаг,okno
429,Fenster::N,фæрссаг,oblok
430,Tür::N,дуар,dvere
431,Tor::N,кулдуар,vráta
432,Zaun::N,æмбонд,plot
433,Zaun::N,æмбонд,ohrada
434,Zaun::N,быру,plot
435,Zaun::N,быру,ohrada
436,Zaun::N,гæрæн,plot
437,Zaun::N,гæрæн,ohrada
438,Dach::N,уӕлхӕдзар,krov
439,Dach::N,уӕлхӕдзар,strecha
440,Leiter::N,асин,rebrík
441,Leiter::N,асин,rebrina
442,Besen::N,уисой,metla
443,Spaten::N,бел,rýľ
444,Schaufel::N,æвгæнæн,lopata
445,Schaufel::N,кæфой,lopata
446,Gabel::N,вилкæ,vidlička
447,Löffel::N,уидыг,lyžica
448,Messer::N,кард,nôž
449,Nagel::N,зӕгӕл,klinec
450,Netz::N,хыз,sieť
451,Haken::N,хæдз,hák
452,Haken::N,хæдз,háčik
453,Haken::N,хæбырæгъ,hák
454,Haken::N,хæбырæгъ,háčik
455,Griff::N,фистон,rukoväť
456,Schloss::N,гуыдыр,zámka
457,Bild::N,ныв,obraz
458,Figur::N,кæрдгæныв,figúra
459,Puppe::N,чындз,bábka
460,Puppe::N,чындз,bábika
461,Beutel::N,дзӕкъул,vrece
462,Beutel::N,дзӕкъул,vrecko
463,Bündel::N,баст,uzlík
464,Bündel::N,баст,zväzok
465,Tasche::N,хызын,taška
466,Tasche::N,хызын,kabelka
467,Tasche::N,дзæкъул,taška
468,Tasche::N,дзæкъул,kabelka
469,Eimer::N,къæрта,vedro
470,Eimer::N,чъыбыла,vedro
471,Eimer::N,ведра,vedro
472,Deckel::N,сæр,vrchnák
473,Deckel::N,сæр,pokrývka
474,Deckel::N,æмбæрзæн,vrchnák
475,Deckel::N,æмбæрзæн,pokrývka
476,Geschirr::N,мигæнæн,nádoba
477,Geschirr::N,мигæнæнтæ,nádoba
478,Sack::N,голлаг,mech
479,Sack::N,голлаг,vrece
480,Tasse::N,пиала,šálka
481,Tasse::N,къус,šálka
482,Topf::N,аг,hrniec
483,Topf::N,чысыл аг,hrniec
484,Kessel::N,аг,kotol
485,Essen::N,хӕрд,jedlo
486,Nahrung::N,хойраг,strava
487,Nahrung::N,хойраг,potrava
488,Speise::N,хӕринаг,jedlo
489,Fleisch::N,дзидза,mäso
490,Fleisch::N,фыдызгъӕл,mäso
491,Getreide::N,халсар,obilie
492,Brei::N,кас,kaša
493,Brot::N,дзул,chlieb
494,Scheibe::N,къӕбӕр,kotúč
495,Scheibe::N,къӕбӕр,krajec
496,Fett::N,сой,tuk
497,Fett::N,сой,masť
498,Butter::N,нӕлхӕ,maslo
499,Öl::N,зети,olej
500,Salz::N,цӕхх,soľ
501,Suppe::N,бас,polievka
502,Honig::N,мыд,med
503,Milch::N,ӕхсыр,mlieko
504,Tee::N,цай,čaj
505,Leder::N,мæскуы,koža
506,Wolle::N,фӕсмын,vlna
507,Stoff::N,хъуымац,súkno
508,Nadel::N,судзин,ihla
509,Faden::N,ӕндах,niť
510,Faden::N,ӕндах,vlákno
511,Knopf::N,цӕппӕр,gombík
512,Knoten::N,ӕлхынцъ,uzol
513,Farbe::N,ахорæн,farba
514,Kleidung::N,дарӕс,šaty
515,Kleidung::N,дарӕс,šatstvo
516,Hemd::N,хӕдон,košeľa
517,Kragen::N,æфцæггот,golier
518,Ärmel::N,дыс,rukáv
519,Hose::N,хæлаф,nohavice
520,Hose::N,æддаг хæлаф,nohavice
521,Hose::N,салбар,nohavice
522,Gürtel::N,рон,pás
523,Gürtel::N,рон,opasok
524,Mütze::N,худ,čiapka
525,Schuh::N,басмахъ,obuv
526,Schuh::N,басмахъ,topánka
527,Stiefel::N,цырыхъхъ,čižma
528,Ring::N,къухдарӕн,prsteň
529,Band::N,лент,stuha
530,Kamm::N,сӕрвасӕн,hrebeň
531,Spiegel::N,айдæн,zrkadlo
532,Spiegel::N,кæсæн,zrkadlo
533,Riemen::N,гӕрз,remeň
534,Schnur::N,бӕндӕн,šnúra
535,Decke::N,хъӕццул,deka
536,Decke::N,хъӕццул,prikrývka
537,Kissen::N,баз,poduška
538,Tuch::N,кæлмæрзæн,šatka
539,Tuch::N,кæрдæн,šatka
540,Handtuch::N,хисæрфæн,uterák
541,Kraft::N,тых,moc
542,Kraft::N,хъомыс,moc
543,Stärke::N,тых,sila
544,Stärke::N,æхсар,sila
545,Gesundheit::N,æнæниздзинад,zdravie
546,Krankheit::N,низ,nemoc
547,Krankheit::N,низ,choroba
548,Krankheit::N,рын,nemoc
549,Krankheit::N,рын,choroba
550,Schmerz::N,рис,bolesť
551,Wunde::N,цӕф,rana
552,Fieber::N,ризӕг,horúčka
553,Fieber::N,тӕфсӕг,horúčka
554,Arznei::N,хос,liek
555,Brücke::N,хид,most
556,Brunnen::N,цъай,studňa
557,Weide::N,хизæн,pastva
558,Weide::N,хизæнуат,pastva
559,Weide::N,сæрвæт,pastva
560,Pfad::N,къахвæндаг,chodník
561,Pfad::N,къахвæд,chodník
562,Weg::N,фӕндаг,cesta
563,Straße::N,фӕндаг,hradská
564,Dorf::N,хъӕу,dedina
565,Stadt::N,сахар,mesto
566,Brief::N,фыстӕг,list
567,Buch::N,чиныг,kniha
568,Buchstabe::N,дамгъӕ,litera
569,Buchstabe::N,дамгъӕ,písmeno
570,Zeitung::N,газет,noviny
571,Leben::N,цард,život
572,Leben::N,цӕрӕнбон,život
573,Tod::N,мæлæт,smrť
574,Tod::N,адзал,smrť
575,Grab::N,ингӕн,hrob
576,Kirche::N,аргъуан,kostol
577,Sünde::N,тæригъæд,hriech
578,Gott::N,хуыцау,boh
579,Arbeiter::N,кусæг,robotník
580,Arbeiter::N,кусæг,pracnovík
581,Chef::N,ӕмцег,šéf
582,Chef::N,ӕмцег,riaditeľ
583,Meister::N,мастер,majster
584,Meister::N,дæсны,majster
585,Arzt::N,хосгæнæг,lekár
586,Arzt::N,дохтыр,lekár
587,Lehrer::N,ахуыргæнæг,učiteľ
588,Geld::N,ӕхца,peniaze
589,Geschäft::N,бизнес,obchod
590,Geschäft::N,хъуыддаг,obchod
591,Laden::N,дукани,obchod
592,Preis::N,аргъ,cena
593,Ware::N,базайраг,tovar
594,Nutzen::N,пайда,osoh
595,Nutzen::N,пайда,úžitok
596,Reichtum::N,хъæздыгдзинад,bohatstvo
597,Reichtum::N,исбон,bohatstvo
598,Reichtum::N,мулк,bohatstvo
599,Welt::N,дуне,svet
600,Land::N,бӕстӕ,územie
601,Land::N,бӕстӕ,krajina
602,Staat::N,паддзахад,štát
603,König::N,къарол,kráľ
604,Macht::N,хицаудзинад,moc
605,Macht::N,хицаудзинад,mocnosť
606,Grenze::N,арӕн,hranica
607,Krieg::N,хӕст,vojna
608,Feind::N,знаг,nepriateľ
609,Feind::N,фыдгул,nepriateľ
610,Feind::N,фыдзæрдæ,nepriateľ
611,Feind::N,сон,nepriateľ
612,Gewalt::N,тыхми,násilie
613,Gewalt::N,тыхдзинад,násilie
614,Kampf::N,хæст,boj
615,Kampf::N,хъæбысæйхæст,boj
616,Kampf::N,тох,boj
617,Bogen[Waffe]::N,ӕрдын,luk
618,Pfeil::N,фат,šíp
619,Pfeil::N,фат,strela
620,Gewehr::N,топп,puška
621,Fehler::N,рӕдыд,omyl
622,Fehler::N,рӕдыд,chyba
623,Lüge::N,мӕнг,lož
624,Lüge::N,гӕдыдзинад,lož
625,Schaden::N,зиан,ujma
626,Schaden::N,зиан,škoda
627,Unglück::N,бæллæх,nešťastie
628,Schuld::N,азым,vina
629,Schuld::N,азым,previnenie
630,Alter::N,кар,vek
631,Schluss::N,кæрон,záver
632,Schluss::N,кæрон,koniec
633,Zeit::N,рӕстӕг,čas
634,Tag::N,бон,deň
635,Morgen::N,райсом,ráno
636,Mittag::N,æмбисбон,poludnie
637,Abend::N,изӕр,večer
638,Nacht::N,ӕхсӕв,noc
639,Woche::N,къуыри,týždeň
640,Monat::N,мӕй,mesiac
641,Jahr::N,аз,rok
642,Jahr::N,афӕдз,rok
643,Frühling::N,уалдзæг,jar
644,Sommer::N,сӕрд,leto
645,Herbst::N,фæззæг,jeseň
646,Winter::N,зымӕг,zima
647,Januar::N,январь,január
648,Februar::N,февраль,február
649,März::N,мартъи,marec
650,April::N,апрель,apríl
651,Mai::N,май,máj
652,Juni::N,июнь,jún
653,Juli::N,июль,júl
654,August::N,август,august
655,September::N,сентябрь,september
656,Oktober::N,октябрь,október
657,November::N,ноябрь,november
658,Dezember::N,декабрь,december
659,Montag::N,къуырисæр,pondelok
660,Dienstag::N,дыццæг,utorok
661,Mittwoch::N,æртыццæг,streda
662,Donnerstag::N,цыппæрæм,štvrtok
663,Freitag::N,майрæмбон,piatok
664,Samstag::N,сабат,sobota
665,Sonntag::N,хуыцаубон,nedeľa
666,groß::A,дынджыр,veľký
667,klein::A,гыццыл,malý
668,lang::A,даргъ,dlhý
669,kurz::A,цыбыр,krátky
670,breit::A,фӕтӕн,široký
671,schmal::A,нарӕг,úzky
672,schmal::A,уынгӕг,úzky
673,dicht::A,бæзджын,hustý
674,dicht::A,тар,hustý
675,dick[Gegenstand]::A,сӕвджын,tlstý
676,dünn::A,тæнæг,tenký
677,fein::A,лыстӕг,jemný
678,fest::A,фидар,pevný
679,fest::A,хъӕддых,pevný
680,flach::A,тъӕпӕн,rovný
681,flach::A,тъӕпӕн,plochý
682,glatt::A,лӕгъз,hladký
683,hart::A,хъӕбӕр,tvrdý
684,weich::A,фӕлмӕн,mäkký
685,rund::A,тымбыл,guľatý
686,rund::A,тымбыл,okrúhly
687,spitz::A,цыргъбырынкъ,končitý
688,spitz::A,цыргъфындз,končitý
689,scharf::A,цыргъ,ostrý
690,stumpf::A,къуымых,tupý
691,schwer::A,уӕззау,ťažký
692,schön::A,аив,pekný
693,schön::A,аив,krásny
694,schön::A,рӕсугъд,pekný
695,schön::A,рӕсугъд,krásny
696,heiß::A,тӕвд,horúci
697,warm::A,хъарм,teplý
698,kalt::A,уазал,studený
699,kühl::A,сатæг,chladný
700,kühl::A,уазалгомау,chladný
701,frisch::A,сатæг,svieži
702,feucht::A,уымӕл,vlhký
703,feucht::A,уымӕл,zvlhnutý
704,nass::A,хуылыдз,mokrý
705,trocken::A,хус,suchý
706,voll::A,дзаг,plný
707,voll::A,йедзаг ,plný
708,leer::A,афтид,prázdny
709,offen::A,гом,otvorený
710,geschlossen::A,æхгæд,zavretý
711,sauber::A,сыгъдæг,čistý
712,schmutzig::A,чъиллон,špinavý
713,roh::A,хом,surový
714,reif::A,рӕгъӕд,zrelý
715,lecker::A,хӕрзад,chutný
716,süß::A,адджын,sladký
717,bitter::A,судзаг,horký
718,sauer::A,туаг,kyslý
719,hell::A,рухс,jasný
720,hell::A,рухс,svetlý
721,dunkel::A,талынг,temný
722,schwarz::A,сау,čierny
723,weiß::A,урс,biely
724,rot::A,сырх,červený
725,gelb::A,бур,žltý
726,blau::A,цъӕх,modrý
727,blau::A,цъӕх,belasý
728,grün::A,цъӕх,zelený
729,grün::A,кӕрдӕгхуыз,zelený
730,grau::A,цъӕх,šedý
731,grau::A,фӕныкхуыз,šedý
732,bunt::A,хъулон,pestrý
733,bunt::A,гæрæм,pestrý
734,billig::A,аслам,lacný
735,teuer::A,зынаргъ,drahý
736,wertvoll::A,зынаргъ,cenný
737,blind::A,куырм,slepý
738,taub::A,къуырма,hluchý
739,kräftig::A,домбай,silný
740,kräftig::A,тыхджын,silný
741,stark::A,тыхджын,silný
742,schwach::A,ӕнӕбон,slabý
743,schwach::A,ӕнӕбон,bezvládny
744,fett::A,нард,tučný
745,schlank::A,гуырвидыц,štíhly
746,schlank::A,хæрзконд,štíhly
747,schlank::A,рæхснæг,štíhly
748,schlank::A,сагамад,štíhly
749,hübsch::A,аив,šumný
750,hübsch::A,аив,švárny
751,hübsch::A,рӕсугъд,šumný
752,hübsch::A,рӕсугъд,švárny
753,böse::A,фыдзӕрдӕ,zlý
754,dumm::A,ӕдылы,hlúpy
