,Concept_ID,sah,ar
163,Bär::N,эһэ,دب
164,Eichhörnchen::N,тииҥ,سنجاب
165,Elch::N,тайах,موظ
166,Fuchs::N,саһыл,ثعلب
167,Hase::N,куобах,أرنب
168,Maus::N,кутуйах,فأرة
169,Wolf::N,бөрө,ذئب
170,Vogel::N,көтөр,طير
171,Schwarm::N,бөлөх,سرب
172,Huhn::N,куурусса,دجاجة
173,Hahn::N,бөтүүк,ديك
174,Gans::N,хаас,وزة
175,Adler::N,хотой,نسر
176,Ente::N,кус,بطة
177,Eule::N,мэкчиргэ,بوم
178,Kranich::N,туруйа,كركي
179,Krähe::N,тураах,غراب
180,Kuckuck::N,кэҕэ,وقواق
181,Schwan::N,куба,إوز عراقي
182,Fisch::N,балык,سمك
183,Barsch::N,алыһар,فرخ أوربي
184,Hecht::N,сордон,سمك الكراكي
185,Schlange[Tier]::N,моҕой,حية
186,Schlange[Tier]::N,моҕой,ثعبان
187,Schlange[Tier]::N,эриэн үөн,حية
188,Schlange[Tier]::N,эриэн үөн,ثعبان
189,Wurm::N,үөн,دودة
190,Spinne::N,ооҕуй,عنكبوت
191,Ameise::N,кымырдаҕас,نملة
192,Laus::N,быт,قملة
193,Mücke::N,кумаар,ناموسة
194,Fliege::N,сахсырҕа,ذبابة
195,Schmetterling::N,лыах,فراشة
196,Schmetterling::N,үрүмэччи,فراشة
197,Beere::N,отон,حبة
198,Apfel::N,яблоко,تفاح
199,Pilz::N,тэллэй,فطر
200,Zwiebel::N,луук,بصل
201,Saat::N,сиэмэ,زرع
202,Korn::N,сиэмэ,حبة
203,Heu::N,от,دريس
204,Schale::N,хах,قشرة
205,Grube::N,дьаама,نقرة
206,Falle::N,сохсо,فخ
207,Falle::N,сохсо,مصيدة
208,Schlinge::N,уктаа,عروة
209,Spur::N,суол,أثر
210,Asche::N,күл,رماد
211,Dreck::N,бадараан,قذر
212,Eisen::N,тимир,حديد
213,Gold::N,көмүс,ذهب
214,Gold::N,кыһыл көмүс,ذهب
215,Silber::N,көмүс,فضة
216,Silber::N,үрүҥ көмүс,فضة
217,Kohle::N,чох,فحم
218,Glas::N,өстүөкүлэ,زجاج
219,Lehm::N,туой,طين
220,Sand::N,кумах,رمل
221,Mensch::N,киһи,إنسان
222,Mann::N,эр,رجل
223,Frau::N,дьахтар,امرأة
224,Kind::N,оҕо,طفل
225,Junge::N,уол,ولد
226,Mädchen::N,кыыс оҕо,بنت
227,Familie::N,кэргэн,عائلة
228,Großvater::N,эһэ,جد
229,Großmutter::N,эбэ,جدة
230,Eltern::N,аҕа-ийэ,أبوان
231,Eltern::N,аҕа-ийэ,والدان
232,Vater::N,аҕа,أب
233,Mutter::N,ийэ,أم
234,Sohn::N,уол,إبن
235,Tochter::N,кыыс,بنت
236,Tochter::N,кыыс,إبنة
237,Bruder::N,убай,أخ
238,Bruder::N,убай,شقيق
239,Bruder::N,быраат,أخ
240,Bruder::N,быраат,شقيق
241,Schwester::N,аҕас,أخت
242,Schwester::N,балыс,أخت
243,Onkel::N,таай,عم
244,Onkel::N,абаҕа,عم
245,Tante::N,эдьиий,عمة
246,Ehemann::N,эр,زوج
247,Ehefrau::N,ойох,زوجة
248,Freude::N,үөрүү,فرح
249,Freude::N,үөрүү,سرور
250,Gelächter::N,күлүү,قهقهة
251,Glück::N,дьол,سعادة
252,Glück::N,соргу,سعادة
253,Kummer::N,кутурҕан,غم
254,Wunsch::N,баҕарыы,منية
255,Lust::N,баҕа,شهوة
256,Geist::N,тыын,روح
257,Gedanke::N,санаа,فكرة
258,Gedächtnis::N,өй,ذاكرة
259,Verstand::N,өй,عقل
260,Sinn::N,суолта,معنى
261,Grund::N,төрүөт,سبب
262,Wahrheit::N,кырдьык,حقيقة
263,Gespräch::N,бэсиэдэ,محادثة
264,Gespräch::N,кэпсэтии,محادثة
265,Märchen::N,остуоруйа,خرافة
266,Erzählung::N,кэпсээн,قصة
267,Erzählung::N,кэпсээн,حكاية
268,Nachricht::N,биллэриллии,خبر
269,Neuigkeit::N,сонун,خبر جديد
270,Name::N,аат,اسم
271,Rätsel::N,таабырын,لغز
272,Rede::N,этии,خطبة
273,Sprache::N,тыл,لغة
274,Stimme::N,куолас,صوت
275,Wort::N,тыл,كلمة
276,Zeichen::N,бэлиэ,رمز
277,Zeichen::N,бэлиэ,إشارة
278,Ruf::N,ыҥырыы,نداء
279,Lärm::N,айдаан,صخب
280,Lärm::N,айдаан,ضجة
281,Laut::N,тыас,صوت
282,Ton::N,дорҕоон,نغمة
283,Lied::N,ырыа,أغنية
284,Ruhe::N,уу чуумпу,هدوء
285,Leute::N,дьон,ناس
286,Volk::N,дьон,شعب
287,Volk::N,норуот,شعب
288,Arbeit::N,үлэ,عمل
289,Gast::N,ыалдьыт,ضيف
290,Geschenk::N,бэлэх,هدية
291,Spiel::N,оонньуу,لعب
292,Gesellschaft::N,общество,صحبة
293,Hilfe::N,көмө,عون
294,Hilfe::N,көмө,مساعدة
295,Freund::N,доҕор,صديق
296,Kamerad::N,атас,زميل
297,Angelegenheit::N,дьыала,أمر
298,Angelegenheit::N,дьыала,شأن
299,Anzahl::N,ахсаан,عدد
300,Art::N,биис,نوع
301,Stück::N,кырбас,قطعة
302,Teil::N,ирээт,قسم
303,Hälfte::N,аҥар,نصف
304,Kreis::N,төгүрүк,دائرة
305,Kreis::N,төгүрүмтэ,دائرة
306,Kreuz::N,кириэс,صليب
307,Linie::N,сурааһын,خط
308,Strich::N,сурааһын,شرطة
309,Abstand::N,арыт,مسافة
310,Entfernung::N,ыраах,بعد
311,Gegend::N,сир,ناحية
312,Platz::N,арыт,فراغ
313,Ort::N,сир,مكان
314,Seite::N,өрүт,جانب
315,Seite::N,сирэй,جانب
316,Mitte::N,орто,وسط
317,Gegenstand::N,предмет,موضوع
318,Sache::N,мал,شيء
319,Rand::N,кытыы,حافة
320,Rand::N,ойоҕос,حافة
321,Kante::N,кырыы,حافة
322,Ecke::N,муннук,ركن
323,Spitze::N,чыпчаал,سن
324,Ende::N,төбө,طرف
325,Loch::N,тэһэҕэс,ثقب
326,Loch::N,дьөлөҕөс,ثقب
327,Winkel::N,муннук,زاوية
328,Muster::N,оһуор,عينة
329,Größe::N,кээмэй,حجم
330,Länge::N,уста,طول
331,Höhe::N,үрдүк,علو
332,Höhe::N,үрдүк,ارتفاع
333,Gewicht::N,ыйааһын,وزن
334,Menge::N,ахсаан,كمية
335,Haufen::N,чөмчөх,كوم
336,Reihe::N,кэккэ,صف
337,Boot::N,оҥочо,قارب
338,Boot::N,оҥочо,زورق
339,Ruder::N,эрдии,مجذاف
340,Schlitten::N,сыарҕа,مزلقة
341,Ski::N,хайыһар,زلاجة
342,Lagerfeuer::N,кутаа,نار المخيم
343,Last::N,ыарахан,حمل
344,Gang::N,хаамыы,مشية
345,Schritt::N,хардыы,خطوة
346,Norden::N,хоту,شمال
347,Süden::N,соҕуруу,جنوب
348,Westen::N,арҕаа,غرب
349,Osten::N,илин,شرق
350,Holz::N,мас,خشب
351,Brett::N,дуоска,لوح
352,Brett::N,хаптаһын,لوح
353,Platte::N,билиитэ,صفيحة
354,Stütze::N,тулааһын,سند
355,Stütze::N,тулааһын,دعامة
356,Stange::N,ураҕас,عود
357,Stock::N,мас,عصا
358,Stock::N,баалкы,عصا
359,Stab::N,ураҕас,قضيب
360,Rohr::N,турба,أنبوبة
361,Haus::N,дьиэ,دار
362,Haus::N,дьиэ,بيت
363,Heim::N,дьиэ,بيت
364,Heim::N,дьиэ,مسكن
365,Ofen::N,оһох,مدفأة
366,Fußboden::N,муоста,أرضية
367,Tisch::N,остуол,مائدة
368,Stuhl::N,устуул,كرسي
369,Wiege::N,биһик,مهد
370,Bett::N,кырабаат,سرير
371,Regal::N,долбуур,رف
372,Kiste::N,дьааһык,صندوق
373,Fenster::N,түннүк,شباك
374,Fenster::N,түннүк,نافذة
375,Tür::N,аан,باب
376,Tor::N,аан,بوابة
377,Zaun::N,соппулуот,سياج
378,Dach::N,кырыыса,سطح
379,Leiter::N,кирилиэс,سلم
380,Besen::N,миинньик,مكنسة
381,Spaten::N,күрдьэх,مسحاة
382,Schaufel::N,күрдьэх,مجرفة
383,Gabel::N,биилкэ,شوكة
384,Löffel::N,луоска,ملعقة
385,Messer::N,быһах,سكين
386,Nagel::N,тоһоҕо,مسمار
387,Netz::N,илим,شبكة
388,Haken::N,көхө,خطاف
389,Haken::N,көхө,صنارة
390,Griff::N,ук,قبضة
391,Griff::N,тутаах,قبضة
392,Schloss::N,күлүүс,قفل
393,Bild::N,хартыына,صورة
394,Figur::N,фигура,تمثال
395,Puppe::N,куукула,دمية
396,Beutel::N,мөһөөччук,كيس
397,Bündel::N,баайыы,ربطة
398,Tasche::N,суумка,شنطة
399,Tasche::N,суумка,محفظة
400,Eimer::N,биэдэрэ,سطل
401,Eimer::N,биэдэрэ,جردل
402,Deckel::N,хаппах,سداد
403,Geschirr::N,иһит,أوان
404,Sack::N,куул,زكيبة
405,Tasse::N,сэлиэнэй,فنجان
406,Topf::N,көстүрүүҥкэ,قدر
407,Topf::N,көстүрүүҥкэ,طنجرة
408,Kessel::N,хочуол,قدر
409,Kessel::N,хочуол,غلاية
410,Essen::N,аһылык,طعام
411,Nahrung::N,ас,غذاء
412,Speise::N,аһылык,أكل
413,Fleisch::N,эт,لحم
414,Getreide::N,злактар,حبوب
415,Brei::N,хааһы,عصيدة
416,Brot::N,килиэп,خبز
417,Scheibe::N,куһуок,شريحة
418,Fett::N,сыа,سمن
419,Butter::N,арыы,زبدة
420,Öl::N,арыы,زيت
421,Salz::N,туус,ملح
422,Suppe::N,мин,حساء
423,Suppe::N,мин,شربة
424,Honig::N,мүөт,عسل
425,Milch::N,үүт,حليب
426,Tee::N,чэй,شاي
427,Leder::N,тирии,جلد
428,Wolle::N,түү,صوف
429,Stoff::N,таҥас,قماش
430,Nadel::N,иннэ,إبرة
431,Faden::N,сап,خيط
432,Knopf::N,тимэх,زر
433,Knoten::N,түмүк,عقدة
434,Farbe::N,кырааска,صبغة
435,Kleidung::N,таҥас,ملابس
436,Hemd::N,ырбаахы,قميص
437,Kragen::N,саҕа,ياقة
438,Ärmel::N,сиэх,كم
439,Hose::N,ыстаан,سروال
440,Hose::N,ыстаан,بنطلون
441,Hose::N,бүрүүкэ,سروال
442,Hose::N,бүрүүкэ,بنطلون
443,Gürtel::N,кур,حزام
444,Mütze::N,бэргэһэ,طاقية
445,Schuh::N,бачыыҥка,حذاء
446,Stiefel::N,саппыкы,جزمة
447,Stiefel::N,саппыкы,حذاء طويل
448,Ring::N,биһилэх,حلقة
449,Band::N,лиэнтэ,شريط
450,Kamm::N,тараах,مشط
451,Spiegel::N,сиэркилэ,مرآة
452,Riemen::N,кур,سير
453,Schnur::N,быа,حبل
454,Schnur::N,быа,دوبارة
455,Leine::N,тэһиин,قيد
456,Decke::N,суорҕан,بطانية
457,Kissen::N,сыттык,وسادة
458,Tuch::N,былаат,منديل
459,Handtuch::N,соттор,فوطة
460,Handtuch::N,соттор,منشفة
461,Kraft::N,сыра,قدرة
462,Stärke::N,күүс,قوة
463,Gesundheit::N,доруобуйа,صحة
464,Krankheit::N,ыарыы,مرض
465,Schmerz::N,ыарыы,ألم
466,Schmerz::N,ыарыы,وجع
467,Wunde::N,баас,جرح
468,Fieber::N,түрүлгэн,حمى
469,Fieber::N,лихорадка,حمى
470,Fieber::N,температура,حمى
471,Arznei::N,эмп,دواء
472,Brücke::N,күргэ,جسر
473,Brunnen::N,холуодьас,بئر
474,Weide::N,мэччирэҥ,مرعى
475,Pfad::N,ыллык,درب
476,Weg::N,суол,سكة
477,Straße::N,суол,طريق
478,Dorf::N,дэриэбинэ,قرية
479,Stadt::N,куорат,مدينة
480,Brief::N,сурук,خطاب
481,Brief::N,сурук,مكتوب
482,Buch::N,кинигэ,كتاب
483,Buchstabe::N,буква,حرف
484,Zeitung::N,хаһыат,جريدة
485,Leben::N,тыын,عيش
486,Leben::N,тыын,حياة
487,Tod::N,өлүү,موت
488,Tod::N,өлүү,وفاة
489,Grab::N,иин,قبر
490,Kirche::N,таҥара дьиэтэ,كنيسة
491,Sünde::N,айыы,خطيئة
492,Gott::N,тангара,إله
493,Arbeiter::N,үлэһит,عامل
494,Chef::N,баһылык,رئيس
495,Chef::N,начальник,رئيس
496,Meister::N,уус,أسطى
497,Meister::N,маастар,أسطى
498,Arzt::N,врач,طبيب
499,Lehrer::N,учуутал,مدرس
500,Geld::N,харчы,نقود
501,Geschäft::N,идэ,صفقة
502,Laden::N,маҕаһыын,دكان
503,Preis::N,сыана,سعر
504,Ware::N,табаар,بضاعة
505,Nutzen::N,туһа,فائدة
506,Reichtum::N,баай,غنى
507,Reichtum::N,баай,ثروة
508,Welt::N,аан дойду,عالم
509,Welt::N,аан дойду,دنيا
510,Land::N,дойду,بلد
511,Staat::N,государство,دولة
512,König::N,король,ملك
513,Macht::N,былаас,سلطة
514,Grenze::N,кыраныысса,حدود
515,Krieg::N,сэрии,حرب
516,Feind::N,өстөөх,عدو
517,Gewalt::N,күүһүлээһин,عنف
518,Kampf::N,охсуһуу,قتال
519,Bogen[Waffe]::N,ох,قوس
520,Pfeil::N,ох,سهم
521,Gewehr::N,саа,بندقية
522,Fehler::N,сыыһа,خطأ
523,Lüge::N,сымыйа,كذب
524,Schaden::N,хоромньу,تلف
525,Unglück::N,алдьархай,نحس
526,Schuld::N,буруй,ذنب
527,Alter::N,саас,سن
528,Alter::N,саас,عمر
529,Schluss::N,тиһэх,ختام
530,Schluss::N,тиһэх,نهاية
531,Zeit::N,бириэмэ,وقت
532,Tag::N,күн,يوم
533,Morgen::N,сарсыарда,صباح
534,Mittag::N,күн ортото,ظهر
535,Abend::N,киэһэ,مساء
536,Nacht::N,түүн,ليلة
537,Woche::N,нэдиэлэ,أسبوع
538,Monat::N,ый,شهر
539,Jahr::N,сыл,عام
540,Jahr::N,сыл,سنة
541,Jahr::N,дьыл,عام
542,Jahr::N,дьыл,سنة
543,Frühling::N,саас,ربيع
544,Sommer::N,сайын,صيف
545,Herbst::N,күһүн,خريف
546,Winter::N,кыһын,شتاء
547,Januar::N,тохсунньу,يناير
548,Januar::N,тохсунньу,كانون الثاني
549,Februar::N,олунньу,شباط
550,Februar::N,олунньу,فبراير
551,März::N,кулун тутар,آذار
552,März::N,кулун тутар,مارس
553,April::N,муус устар ый,نيسان
554,Mai::N,ыам ыйа,مايو
555,Juni::N,бэс ыйа,يونيو
556,Juni::N,бэс ыйа,حزيران
557,Juli::N,от ыйа,تموز
558,Juli::N,от ыйа,يوليو
559,August::N,атырдьах ыйа,آب
560,August::N,атырдьах ыйа,أغسطس
561,September::N,балаҕан ыйа,أيلول
562,September::N,балаҕан ыйа,سبتمبر
563,Oktober::N,алтынньы,أكتوبر
564,Oktober::N,алтынньы,تشرين الأول
565,November::N,сэтинньи,نوفمبر
566,November::N,сэтинньи,تشرين الثاني
567,Dezember::N,ахсынньы,ديسمبر
568,Dezember::N,ахсынньы,كانون الأول
569,Montag::N,бэнидиэнньик,يوم الاثنين
570,Dienstag::N,оптуорунньук,يوم الثلاثاء
571,Mittwoch::N,сэрэдэ,يوم الأربعاء
572,Donnerstag::N,чэппиэр,يوم الخميس
573,Freitag::N,бээтинсэ,يوم الجمعة
574,Samstag::N,субуота,يوم السبت
575,Sonntag::N,баскыһыанньа,يوم الأحد
576,groß::A,бөдөҥ,كبير
577,groß::A,улахан,كبير
578,klein::A,кыр,صغير
579,lang::A,уһун,طويل
580,kurz::A,кылгас,قصير
581,breit::A,кэтит,واسع
582,schmal::A,кыараҕас,ضيق
583,dicht::A,хойуу,كث
584,dicht::A,хойуу,كثيف
585,dick[Gegenstand]::A,суон,غليظ
586,dick[Gegenstand]::A,хойуу,غليظ
587,dünn::A,чараас,رفيع
588,fein::A,бытархай,رقيق
589,fein::A,синньигес,رقيق
590,fest::A,бөҕө,متين
591,fest::A,кытаанах,متين
592,flach::A,хаптаҕай,سهل
593,flach::A,хаптаҕай,منبسط
594,glatt::A,кылааккай,ناعم
595,hart::A,хатан,صلب
596,hart::A,хатан,جامد
597,hart::A,кытаанах,صلب
598,hart::A,кытаанах,جامد
599,weich::A,сымнаҕас,لين
600,rund::A,төгүрүк,مستدير
601,spitz::A,сытыы,مدبب
602,spitz::A,уһуктаах,مدبب
603,scharf::A,сытыы,حاد
604,stumpf::A,сыппах,ثالم
605,schwer::A,ыарахан,ثقيل
606,schön::A,кыраһыабай,جميل
607,heiß::A,итии,حار
608,heiß::A,итии,ساخن
609,warm::A,ичигэс,دافئ
610,kalt::A,тымныы,بارد
611,kühl::A,сөрүүн,قر
612,frisch::A,ыраас,طازج
613,frisch::A,сөрүүн,طازج
614,frisch::A,тымныы,طازج
615,feucht::A,сииктээх,رطب
616,nass::A,инчэҕэй,مبلول
617,trocken::A,кураан,جاف
618,voll::A,толору,ملء
619,leer::A,иччитэх,خال
620,leer::A,иччитэх,فارغ
621,offen::A,аһаҕас,مفتوح
622,geschlossen::A,бүтэй,مغلق
623,sauber::A,сэбэр,نظيف
624,schmutzig::A,кирдээх,قذر
625,roh::A,сиикэй,نيء
626,reif::A,буспут,ناضج
627,reif::A,сиппит-хоппут,ناضج
628,lecker::A,минньигэс,لذيذ
629,süß::A,минньигэс,حلو
630,bitter::A,аһыы,مر
631,sauer::A,аһыы,حامض
632,hell::A,сырдык,نير
633,dunkel::A,хараҥа,مظلم
634,schwarz::A,хара,أسود
635,weiß::A,үрүҥ,أبيض
636,weiß::A,маҥан,أبيض
637,rot::A,кыһыл,أحمر
638,gelb::A,саһархай,أصفر
639,blau::A,күөх,أزرق
640,grün::A,күөх,أخضر
641,grün::A,от күөҕэ,أخضر
642,grau::A,сиэрэй,رمادي
643,bunt::A,эриэн,ملوب
644,billig::A,чэпчэки,رخيص
645,teuer::A,сыаналаах,غال
646,wertvoll::A,сыаналаах,ثمين
647,blind::A,хараҕа суох,أعمى
648,taub::A,дьүлэй,أصم
649,taub::A,дьүлэй,أطرش
650,kräftig::A,модун,قوي
651,stark::A,күүстээх,قوي
652,schwach::A,мөлтөх,ضعيف
653,fett::A,эмис,سمين
654,schlank::A,дьылҕан,أهيف
655,schlank::A,дьыпсаҕай,أهيف
656,hübsch::A,олус кэрэ,جميل
657,hübsch::A,көрүөхтэн үчүгэй,جميل
658,böse::A,өһүөннээх,رديء
659,dumm::A,акаары,أبله
660,dumm::A,акаары,أحمق
661,faul::A,нэс,كسلان
662,fleißig::A,кыһамньылаах,مجتهد
663,geizig::A,иҥсэлээх,بخيل
664,klug::A,өйдөөх,ذكي
665,klug::A,өйдөөх,عاقل
666,geschickt::A,наһаа дьоҕурдаах,ماهر
667,lieb::A,тапталлаах,عزيز
668,lustig::A,көрдөөх,مرح
669,sanft::A,намчы,حليم
670,sanft::A,сымнаҕас,حليم
671,hungrig::A,аччык,جائع
672,krank::A,ыалдьар,مريض
673,nackt::A,сыгынньах,عار
674,traurig::A,санаарҕабыллаах,حزين
675,lebendig::A,тыыннаах,حي
676,gut::A,үтүө,جيد
677,gut::A,үчүгэй,جيد
678,schlecht::A,куһаҕан,سيء
679,richtig::A,сөп,صحيح
680,schlimm::A,сидьиҥ,خبيث
681,schlimm::A,быдьар,خبيث
682,wahr::A,кырдьык,حق
683,alt::A,былыргы,قديم
684,neu::A,саҥа,جديد
685,ehemalig::A,урукку,سابق
686,alt[Lebewesen]::A,кырдьаҕас,مسن
687,jung::A,эдэр,شاب
688,jung::A,эдэр,صغير
689,arm::A,дьадаҥы,فقير
690,reich::A,баай,غني
691,bekannt::A,билэр,معلوم
692,berühmt::A,аатырбыт,مشهور
693,fremd::A,атын,أجنبي
694,verschieden::A,араас,مختلف
695,nah::A,чугас,قريب
696,fern::A,ыраах,بعيد
697,linker::A,хаҥас,يسار
698,rechter::A,уҥа,يمين
699,anderer::A,атын,آخر
700,erster::A,маҥнайгы,أول
701,zweiter::A,иккис,ثان
702,dritter::A,үһүс,ثالث
703,letzter::A,тиһэх,أخير
704,allein::ADV,соҕотох,وحده
705,auf einmal::ADV,биирдэ,بالمرة
706,zusammen::ADV,холбуу,معا
707,lange::ADV,уһуннук,مدة طويلة
708,plötzlich::ADV,эмискэ,فجأة
709,sofort::ADV,тута,حالا
710,sofort::ADV,тута,فورا
711,später::ADV,хойут,فيما بعد
712,jetzt::ADV,билигин,الآن
713,jetzt::ADV,билигин,حاليا
714,heute::ADV,бүгүн,اليوم
715,morgen::ADV,сарсын,غدا
716,bald::ADV,өтөр,قريبا
717,dann::ADV,кэнна,ثم
718,gestern::ADV,бэҕэһээ,أمس
719,gestern::ADV,бэҕэһээ,البارحة
720,einst::ADV,биир төгүл,قديما
721,einst::ADV,арай биирдэ,قديما
722,damals::ADV,оччоҕо,حينئذ
723,danach::ADV,аары,ثم
724,danach::ADV,аары,بعد ذلك
725,danach::ADV,ол кэнниттэн,ثم
726,danach::ADV,ол кэнниттэн,بعد ذلك
727,vorher::ADV,урут,من قبل
728,vorher::ADV,урут,قبل ذلك
729,zuerst::ADV,маҥнай,أولا
730,einmal::ADV,биирдэ,مرة
731,manchmal::ADV,арыт,أحيانا
732,oft::ADV,чаастатык,كثيرا
733,immer::ADV,мэлдьи,دائما
734,niemals::ADV,хаһан да,لا أبدا
735,hier::ADV,маныаха,هنا
736,hierhin::ADV,бэттэх,إلى هنا
737,von hier::ADV,мантан,من هنا
738,dort::ADV,онно,هناك
739,dorthin::ADV,онно,إلى هناك
740,geradeaus::ADV,быһа,إلى الأمام
741,geradeaus::ADV,быһаччы,إلى الأمام
742,vorwärts::ADV,инники,إلى الأمام
743,rückwärts::ADV,төттөру,إلى الوراء
744,zurück::ADV,төттөрү,عودا
745,zurück::ADV,төттөрү,إلى الخلف
746,unten::ADV,аллара,تحت
747,unten::ADV,аллара,في الأسفل
748,hinab::ADV,аллара,إلى تحت
