,Concept_ID,az,ca
830,fünf::NUM,beş,cinc
831,sechs::NUM,altı,sis
832,sieben::NUM,yeddi,set
833,acht::NUM,səkkiz,vuit
834,neun::NUM,doqquz,nou
835,zehn::NUM,on,deu
836,elf::NUM,on bir,onze
837,zwölf::NUM,on iki,dotze
838,zwanzig::NUM,iyirmi,vint
839,dreißig::NUM,otuz,trenta
840,vierzig::NUM,qırx,quaranta
841,fünfzig::NUM,əlli,cinquanta
842,sechzig::NUM,altmış,seixanta
843,siebzig::NUM,yetmiş,setanta
844,achtzig::NUM,səksən,vuitanta
845,neunzig::NUM,doxsan,noranta
846,hundert::NUM,yüz,cent
847,tausend::NUM,min,mil
848,und::CNJ,və,i
849,oder::CNJ,ya,o
850,stehen::V,durmaq,estar de peu
851,sitzen::V,oturmaq,seure
852,liegen::V,uzanmaq,jeure
853,hängen::V,asılmaq,penjar
854,werden::V,olmaq,fer-se
855,werden::V,olmaq,posar-se
856,passieren::V,olmaq,succeir
857,passieren::V,baş vermək,succeir
858,beginnen::V,başlamaq,iniciar-se
859,enden::V,bitmək,acabar-se
860,enden::V,bitmək,terminar-se
861,wechseln::V,dəyişmək,canviar
862,aufgehen[Sonne]::V,doğmaq,sortir
863,untergehen[Sonne]::V,batmaq,posar-se
864,scheinen[Sonne]::V,parlamaq,brillar
865,donnern::V,guruldamaq,tronar
866,wehen::V,əsmək,bufar
867,strömen::V,axmaq,afluir
868,fließen::V,axmaq,fluir
869,sich drehen::V,dönmək,girar
870,schwanken::V,yellənmək,vacil·lar
871,schwingen::V,yellənmək,oscil·lar
872,fallen::V,düşmek,caure
873,fallen::V,düşmek,tombar
874,brennen::V,yanmaq,cremar
875,rauchen::V,tüstüləmək,fumejar
876,regnen::V,yağmaq,ploure
877,gefrieren::V,donmaq,gelar-se
878,tauen::V,ərimək,fondre's
879,schmelzen::V,ərimək,fondre's
880,trocknen::V,qurumaq,assecar-se
881,sieden::V,qaynamaq,bullir
882,faulen::V,çürümək,podrir-se
883,verfaulen::V,çürümək,podrir-se
884,reißen::V,yırtılmaq,trencar-se
885,versinken::V,batmaq,enfonsar-se
886,vergehen::V,ötmək,passar
887,erscheinen::V,görünmək,aparèixer
888,verschwinden::V,yox olmaq,desaparèixer
889,sinken::V,enmək,baixar
890,sinken::V,enmək,descendir
891,abnehmen::V,azalmaq,decréixer
892,zunehmen::V,artmaq,augmentar
893,steigen::V,yüksəlmək,pujar
894,wachsen::V,böyümək,créixer
895,glänzen::V,parlamaq,brillar
896,glänzen::V,parlamaq,resplendir
897,funkeln::V,parıldamaq,espurnejar
898,lärmen::V,səs-küy etmək,fer soroll
899,läuten::V,çalmaq,sonar
900,klingeln::V,zəng etmək,trucar
901,klirren::V,cingildəmək,dringar
902,brausen::V,gurlamaq,rugir
903,rauschen::V,xışıldamaq,murmurar
904,klingen::V,səslənmək,sonar
905,bellen::V,hürmək,lladrar
906,heulen::V,ulamaq,udolar
907,blasen::V,üfləmək,bufar
908,pfeifen::V,fit vermek,xiular
909,schreien::V,bağırmaq,cridar
910,schreien::V,qışqırmaq,cridar
911,stöhnen::V,inləmək,gemegar
912,zittern::V,titrəmək,tremolar
913,leben::V,yaşamaq,vīure
914,geboren werden::V,doğmaq,néixer
915,atmen::V,nəfəs almaq,respirar
916,trinken::V,içmek,beure
917,essen::V,yemək,menjar
918,schlucken::V,udmaq,empassar-se
919,müde werden::V,yorulmaq,cansar-se
920,einschlafen::V,yuxuya getmək,adormir-se
921,schlafen::V,uyumaq,dormir
922,aufwachen::V,oyanmaq,despertar-se
923,aufstehen::V,yuxudan durmaq,llevar-se
924,sich erholen::V,dincəlmək,descansar
925,krank werden::V,xəstə olmaq,posar-se malalt
926,krank sein::V,azarlanmaq,estar malalt
927,krank sein::V,xəstələnmək,estar malalt
928,schmerzen::V,ağrimaq,doldre
929,husten::V,öksürmək,tossir
930,genesen::V,sağalmaq,recuperar-se
931,sterben::V,ölmək,morir
932,sterben::V,vəfat etmək,morir
933,umkommen::V,həlak olmaq,perir
934,sich bewegen::V,hərəkət etmək,moure's
935,sich rühren::V,tərpənmək,moure's
936,sich erheben::V,qalxmaq,aixecar-se
937,sich setzen::V,oturmaq,asseure's
938,hinfallen::V,yıxılmaq,caure's
939,laufen::V,yerimək,caminar
940,schreiten::V,addım atmaq,procedir
941,spazierengehen::V,gəzmək,passejar
942,eilen::V,atılmaq,anar corrent
943,sich beeilen::V,tələsmək,afanyar-se
944,sausen::V,çırpmaq,córrer
945,rennen::V,qaçmaq,córrer
946,springen::V,sıçramaq,saltar
947,klettern::V,dırmanmaq,escalar
948,schaukeln::V,sallanmaq,gronxar-se
949,schaukeln::V,sallanmaq,balancejar-se
950,kriechen::V,sürünmək,reptar
951,kriechen::V,sürünmək,arrossegar-se
952,schwimmen::V,üzmek,nadar
953,tauchen::V,dalmaq,bussejar
954,tauchen::V,dalmaq,submergir-se
955,rudern::V,avarlamaq,remar
956,fahren::V,sürmək,anar
957,fliegen::V,uçmaq,volar
958,gehen::V,getmək,caminar
959,weggehen::V,getmək,anar-se'n
960,abfahren::V,yola düşmək,partir
961,anhalten::V,saxlamaq,aturar-se
962,hineingehen::V,girmək,entrar
963,eintreten::V,girmək,entrar
964,eintreten::V,daxil olmaq,entrar
965,kommen::V,gəlmək,venir
966,ankommen::V,gəlib çatmaq,arribar
967,zurückkommen::V,qayıtmaq,tornar
968,bleiben::V,qalmaq,quedar-se
969,warten::V,gözləmək,esperar
970,erwarten::V,bəkləmək,esperar
971,suchen::V,aramaq,buscar
972,suchen::V,axtarmaq,buscar
973,finden::V,tapmaq,trobar
974,versuchen::V,çalışmaq,intentar
975,vorbereiten::V,hazırlamaq,preparar
976,lieben::V,sevmək,estimar
977,mögen::V,xoşlamaq,agradar a
978,lachen::V,gülmək,riure
979,rühren::V,həyəcanlandırmaq,commoure
980,rühren::V,həyəcanlandırmaq,emocionar
981,weinen::V,ağlamaq,plorar
982,schimpfen::V,küfr etmək,renyar
983,sich ärgern::V,acıqlanmaq,enfadar-se
984,sich fürchten::V,qorxmaq,tenir por
985,fürchten::V,qorxmaq,témer
986,fliehen::V,qaçmaq,fugir
987,flüchten::V,qaçmaq,refugiar-se
988,sehen::V,görmək,veure
989,anschauen::V,baxmaq,mirar
990,ansehen::V,baxmaq,mirar
991,hören::V,duymaq,oir
992,hören::V,eşitmək,oir
993,zuhören::V,dinləmək,escoltar
994,probieren::V,dadına baxmaq,provar
995,riechen::V,qoxlamaq,olorar
996,fühlen::V,duymaq,sentīr
997,scheinen::V,görünmək,semblar
998,zu sehen sein::V,görünmək,poder-se veure
999,vernehmen::V,eşitmək,percebre
1000,frieren::V,üşümək,tenir fred
1001,tun::V,etmək,fer
1002,können::V,bilmək,poder
1003,können::V,bacarmaq,poder
1004,wollen::V,istəmək,voler
1005,anfangen::V,başlamaq,iniciar
1006,beenden::V,bitirmək,acabar
1007,aufhören::V,bitmək,deixar
1008,aufhören::V,qurtarmaq,deixar
1009,gelingen::V,müvəffəq olmaq,sortir bé
1010,geraten::V,düşmək,sortir
1011,öffnen::V,açmaq,obrir
1012,schließen::V,qapamaq,tancar
1013,stellen::V,qoymaq,posar
1014,stellen::V,qoymaq,col·locar
1015,setzen::V,oturtmaq,assentar
1016,legen::V,qoymaq,posar
1017,berühren::V,toxunmaq,tocar
1018,verbinden::V,bağlamaq,unir
1019,verbinden::V,bağlamaq,connectar
1020,bedecken::V,örtmək,tapar
1021,bedecken::V,örtmək,cobrir
1022,aufhängen::V,asmaq,penjar
1023,anzünden::V,yandırmaq,encendre
1024,aufheben::V,qaldırmaq,aixecar
1025,zurücklassen::V,buraxmaq,deixar
1026,verlieren::V,itirmək,pērdre
1027,fallen lassen::V,düşürmək,deixar caure
1028,machen::V,etmək,fer
1029,herstellen::V,istehsal etmək,producir
1030,bauen::V,tikmək,construir
1031,reparieren::V,təmir etmək,reparar
1032,verbessern::V,düzəltmək,millorar
1033,ändern::V,dəyişdirmək,canviar
1034,graben::V,qazımaq,cavar
1035,beugen::V,əymək,doblegar
1036,biegen::V,bükmək,corbar
1037,biegen::V,bükmək,arquejar
1038,drehen::V,döndərmək,girar
1039,wenden::V,çevirmək,girar
1040,umdrehen::V,çevirmək,voltar
1041,heben::V,qaldırmaq,pujar
1042,heben::V,qaldırmaq,aixecar
1043,hochheben::V,qaldırmaq,aixecar
1044,ergreifen::V,tutmaq,agafar
1045,halten::V,saxlamaq,mantenir
1046,drücken::V,sıxmaq,prémer
1047,drücken::V,sıxmaq,estrènyer
1048,schieben::V,sürmək,empènyer
1049,kratzen::V,qaşımaq,raspar
1050,lecken::V,yalamaq,llepar
1051,beißen::V,dişləmək,mossegar
1052,abreißen::V,qoparmaq,arrencar
1053,abschneiden::V,ayırmaq,tallar
1054,binden::V,bağlamaq,lligar
1055,stecken::V,soxmaq,ficar
1056,brechen::V,qırmaq,trencar
1057,klopfen::V,sındırmaq,trucar
1058,hauen::V,vurmaq,picar
1059,hauen::V,vurmaq,colpejar
1060,kleben::V,apışdırmaq,enganxar
1061,reiben::V,ovmaq,fregar
1062,streichen::V,sürtmək,untar
1063,schleifen::V,bülövləmək,afilar
1064,schleifen::V,bülövləmək,esmolar
1065,schneiden::V,kəsmək,tallar
1066,rütteln::V,sirkələmək,sacsejar
1067,schütteln::V,çalxalamaq,agitar
1068,schütteln::V,çalxalamaq,sacsejar
1069,schwenken::V,yelləmək,agitar
1070,schütten::V,tökmək,abocar
1071,füllen::V,doldurmaq,omplir
1072,einwickeln::V,sarımaq,embolicar
1073,tragen::V,daşımaq,dur
1074,tragen::V,daşımaq,portar
1075,schleppen::V,sürükləmək,arrossegar
1076,ziehen::V,çəkmək,tirar
1077,ziehen::V,çəkmək,estirar
1078,aufbewahren::V,gizlətmək,conservar
1079,werfen::V,atmaq,llançar
1080,fangen::V,tutmaq,agafar
1081,fangen::V,tutmaq,atrapar
1082,packen::V,yaxalamaq,engrapar
1083,verstecken::V,gizlətmək,amagar
1084,teilen::V,bölmək,dividir
1085,schicken::V,yollamaq,enviar
1086,schicken::V,göndərmək,enviar
1087,bringen::V,gətirmək,portar
1088,hinzufügen::V,əlavə etmək,afegir
1089,bekommen::V,almaq,obtenir
1090,bekommen::V,əldə etmək,obtenir
1091,erhalten::V,almaq,rebre
1092,nehmen::V,almaq,prendre
1093,wählen::V,seçmək,triar
1094,wählen::V,seçmək,elegir
1095,auswählen::V,arımaq,escollir
1096,auswählen::V,arımaq,seleccionar
1097,bewahren::V,qorumaq,conservar
1098,behindern::V,mane olmaq,impedir
1099,behindern::V,mane olmaq,obstaculitzar
1100,verderben::V,pozmaq,espatllar
1101,beschädigen::V,zədələmək,danyar
1102,beschädigen::V,zədələmək,destrossar
1103,zerbrechen::V,qırmaq,trencar
1104,zerbrechen::V,sındırmaq,trencar
1105,zerreißen::V,yırtmaq,estripar
1106,zerstören::V,dağıtmaq,destruir
1107,verbrennen::V,yandırmaq,cremar
1108,geben::V,vermək,donar
1109,reichen::V,uzatmaq,passar
1110,schenken::V,vermək,regalar
1111,versprechen::V,vəd vermək,prometre
1112,wünschen::V,arzulamaq,desitjar
1113,loben::V,tərifləmək,elogiar
1114,küssen::V,öpmək,fer un petó a
1115,wiegen::V,tərpətmək,bressolar
1116,zudecken::V,örtmək,tapar
1117,zudecken::V,örtmək,cobrir
1118,wecken::V,oyatmaq,despertar
1119,zeigen::V,göstərmək,mostrar
1120,zeigen::V,göstərmək,ensenyar
1121,führen::V,rəhbərlik etmək,guiar
1122,führen::V,rəhbərlik etmək,conduir
1123,lehren::V,öyrətmək,ensenyar
1124,unterrichten::V,öyrətmək,ensenyar
1125,unterrichten::V,dərs vermək,ensenyar
1126,aufziehen::V,tərbiyə etmək,criar
1127,leiten::V,idarə etmək,dirigir
1128,antreiben::V,bizləmək,impel·lir
1129,lassen::V,-tırmaq,fer
1130,einladen::V,dəvət etmək,invitar
1131,einladen::V,dəvət etmək,convidar
1132,vereinigen::V,birləşdirmək,unir
1133,besuchen::V,baş çəkmək,visitar
1134,besuchen::V,baş çəkmək,anar a veure
1135,besuchen::V,ziyarət etmək,visitar
1136,besuchen::V,ziyarət etmək,anar a veure
1137,treffen::V,rastlaşmaq,trobar
1138,treffen::V,rast gəlmək,trobar
1139,sich versammeln::V,toplanmaq,reunir-se
1140,spielen::V,oynamaq,jugar
1141,singen::V,oxumaq,cantār
1142,tanzen::V,oynamaq,ballar
1143,tanzen::V,rəqs etmək,ballar
1144,sich trennen::V,ayrılmaq,separar-se
1145,verlassen::V,tərk etmək,deixar
1146,verlassen::V,tərk etmək,abandonar
1147,retten::V,xilas etmək,salvar
1148,bewachen::V,gözətmək,vigilar
1149,schützen::V,qorumaq,protegir
1150,verteidigen::V,qorumaq,defensar
1151,sich schlagen::V,döyüşmək,barallar-se
1152,schießen::V,atmaq,tirar
1153,schießen::V,atmaq,disparar
1154,schießen::V,atəş açmaq,tirar
1155,schießen::V,atəş açmaq,disparar
1156,siegen::V,yenmək,vèncer
1157,ärgern::V,acışdırmaq,enfadar
1158,schlagen::V,döymək,pegar
1159,schlagen::V,döymək,colpejar
1160,treten::V,təpmək,donar un cop de peu a
1161,stechen::V,soxmaq,punxar
1162,stechen::V,soxmaq,apunyalar
1163,stoßen::V,itələmək,empènyer
1164,stehlen::V,çalmaq,robar
1165,stehlen::V,oğurlamaq,robar
1166,stören::V,pozmaq,molestar
1167,belästigen::V,narahat etmək,importunar
1168,verbergen::V,gizləmək,amagar
1169,verbergen::V,gizləmək,ocultar
1170,täuschen::V,aldatmaq,enganyar
1171,betrügen::V,aldatmaq,estafar
1172,töten::V,öldürmək,matar
1173,wohnen::V,yaşamaq,vīure
1174,wohnen::V,yaşamaq,habitar
1175,arbeiten::V,işləmək,treballar
1176,arbeiten::V,çalışmaq,treballar
1177,sammeln::V,yığmaq,col·leccionar
1178,sammeln::V,toplamaq,col·leccionar
1179,pflücken::V,qoparmaq,collir
1180,jagen::V,ovlamaq,caçar
1181,fischen::V,balıq tutmaq,pescar
1182,fassen::V,tutmaq,atrapar
1183,hüten::V,güdmək,pasturar
1184,treiben::V,haylamaq,arriar
1185,anbinden::V,bağlamaq,lligar
1186,füttern::V,bəsləmək,donar menjar a
1187,melken::V,sağmaq,munyir
1188,hacken::V,yarmaq,picar
1189,hacken::V,yarmaq,tallar
1190,gießen::V,sulamaq,regar
1191,reifen::V,dəymək,madurar
1192,zubereiten::V,bişirmək,preparar
1193,kochen::V,qaynatmaq,coure
1194,backen::V,bişirmək,coure al forn
1195,braten::V,qızartmaq,rostir
1196,umrühren::V,qarışdırmaq,remenar
1197,stricken::V,hörmək,tricotar
1198,stricken::V,hörmək,fer punt de mitja
1199,nähen::V,tikmək,cosir
1200,färben::V,boyamaq,tenyir
1201,reinigen::V,təmizləmək,netejar
1202,waschen::V,yumaq,rentār
1203,abwischen::V,silmək,eixugar
1204,spülen::V,çalxamaq,esbandir
1205,fegen::V,süpürmək,escombrar
1206,kehren::V,süpürmək,escombrar
1207,baden::V,çimmək,banyar-se
1208,sich waschen::V,yuyunmaq,rentār-se
1209,ausziehen::V,soyunmaq,treure's
1210,anziehen::V,geymək,posar-se
1211,sich anziehen::V,geyinmək,vestir-se
1212,kämmen::V,daramaq,pentinar
1213,schmücken::V,bəzəmək,adornar
1214,sagen::V,demək,dir
1215,sagen::V,söymek,dir
1216,sprechen::V,danışmaq,parlar
1217,reden::V,danışmaq,parlar
1218,sich unterhalten::V,söhbət etmək,conversar
1219,fragen::V,soruşmaq,preguntar
1220,bitten::V,diləmək,demanar
1221,bitten::V,xahiş etmək,demanar
1222,erzählen::V,bəhs etmək,contar
1223,erzählen::V,bəhs etmək,explicar
1224,mitteilen::V,bildirmək,comunicar
1225,nennen::V,adlandırmaq,nomenar
1226,rufen::V,çağırmaq,cridar
1227,prahlen::V,öyünmək,lloar-se
1228,prahlen::V,öyünmək,jactar-se
1229,übersetzen::V,tərcümə etmək,traduir
1230,denken::V,düşünmək,pensar
1231,denken::V,fikirləşmək,pensar
1232,glauben::V,inanmaq,creure
1233,bemerken::V,qeyd etmək,notar
1234,erkennen::V,tanımaq,reconèixer
1235,begreifen::V,anlamaq,comprendre
1236,verstehen::V,duymaq,entendre
1237,lernen::V,öyrənmək,aprendre
1238,wissen::V,bilmək,saber
1239,sich erinnern an::V,xatırlamaq,recordar
1240,vergessen::V,unutmaq,oblidar
1241,messen::V,ölçmək,mesurar
1242,zählen::V,saymaq,comptar
1243,rechnen::V,hesablamaq,calcular
1244,lesen::V,oxumaq,llegir
1245,malen::V,şəkil çəkmək,pintar
1246,zeichnen::V,cızmaq,dibuixar
1247,schreiben::V,yazmaq,escrīure
1248,besitzen::V,yiyələnmək,posseir
1249,besitzen::V,malik olmaq,posseir
1250,kaufen::V,satın almaq,comprar
1251,verkaufen::V,satmaq,vendre
1252,bezahlen::V,ödəmək,pagar
1253,zahlen::V,ödəmək,pagar per
1254,beherrschen::V,idarə etmək,dominar
1255,ertragen::V,dözmək,aguantar
