,Concept_ID,sl,ab
728,oft::ADV,pogósto,лассы-лассы
729,immer::ADV,védno,енагь
730,immer::ADV,védno,еснагь
731,immer::ADV,zméraj,енагь
732,immer::ADV,zméraj,еснагь
733,niemals::ADV,nikdàr,ианакəызаалак
734,hier::ADV,tù,ара
735,hier::ADV,tù,абра
736,hier::ADV,tù,араҟа
737,hier::ADV,túkaj,ара
738,hier::ADV,túkaj,абра
739,hier::ADV,túkaj,араҟа
740,hierhin::ADV,sèmkaj,ара
741,hierhin::ADV,sèmkaj,араҟа
742,von hier::ADV,od tú,арантә
743,dort::ADV,tàm,уа
744,dorthin::ADV,tjà,уахь
745,dorthin::ADV,tjà,анахь
746,geradeaus::ADV,rávno napréj,ишиашоу
747,vorwärts::ADV,napréj,ҕхьаҟа
748,rückwärts::ADV,zádaj,шьҭахьла
749,zurück::ADV,nazáj,шьҭахьҟа
750,unten::ADV,dôli,лбаа
751,unten::ADV,spôdaj,лбаа
752,hinab::ADV,dôl,алада
753,oben::ADV,gôri,хыхь
754,oben::ADV,zgôraj,хыхь
755,hinauf::ADV,gôr,аҩада
756,überall::ADV,povsód,зегьынцьара
757,nicht::ADV,ne,-м
758,ein wenig::ADV,málo,ҕыҭк
759,kaum::ADV,kómaj,аарлаҳәа
760,kaum::ADV,kómaj,афергьҳәа
761,sehr::ADV,zeló,даара
762,so::ADV,takó,ас
763,so::ADV,takó,абас
764,noch::ADV,še,макьана
765,nur::ADV,samó,заҵәык
766,schon::ADV,žè,уажәшьҭа
767,schon::ADV,žè,аиҳа ипоу
768,wieder::ADV,spét,ҿыц
769,wieder::ADV,spét,дырҩегь
770,wieder::ADV,spét,дырҩегьых
771,vergebens::ADV,zamàn,баша
772,vergebens::ADV,zastónj,баша
773,vor::PRP,pred,аҕхьа
774,hinter::PRP,za,нхыҵ
775,unter::PRP,pod,амҵа
776,unter::PRP,pod,амҵан
777,durch::PRP,skózi,
778,neben::PRP,kràj,ааигуара
779,neben::PRP,póleg,ааигуара
780,zwischen::PRP,med,абжьара
781,zwischen::PRP,izmed,абжьара
782,wegen::PRP,zarádi,-иззы
783,wegen::PRP,zarádi,-ҟнытә
784,dies::PRN,tó,ари
785,dies::PRN,tó,абри
786,das::PRN,tó,Абни
787,das::PRN,tó,убри
788,alles::PRN,vsè,зегьы
789,ich::PRN,jàz,са
790,ich::PRN,jàz,сара
791,du::PRN,tí,бара
792,er::PRN,òn,иара
793,wir::PRN,mí,ҳара
794,ihr::PRN,ví,шәара
795,sie::PRN,ôni,дара
796,was::FPRN,káj,
797,wer::FPRN,kdó,дарбан
798,wo::FADV,kjé,иабыкуу
799,wo::FADV,kjé,аба-
800,wo::FADV,kjé,ахь-
801,wohin::FADV,kám,иабыкуу
802,wohin::FADV,kám,аба-
803,wohin::FADV,kám,ахь-
804,wie::FADV,kakó,-шҕа
805,warum::FADV,zakáj,избан
806,wieviel::FNUM,kóliko,заҟа
807,eins::NUM,êden,акы
808,eins::NUM,êden,аӡәы
809,zwei::NUM,dvá,ҩба
810,drei::NUM,trí,хҕа
811,vier::NUM,štíri,ҕшьба
812,fünf::NUM,pét,хəба
813,sechs::NUM,šést,фба
814,sieben::NUM,sédem,Бжьба
815,acht::NUM,ósem,ааба
816,neun::NUM,devét,жәба
817,zehn::NUM,desét,жәаба
818,elf::NUM,enájst,жәеизатәи
819,zwölf::NUM,dvánajst,жәаҩа
820,zwanzig::NUM,dvájset,ҩажәа
821,dreißig::NUM,trídeset,ҩажәижәабатәи
822,vierzig::NUM,štírideset,ҩынҩажәа
823,fünfzig::NUM,pétdeset,ҩынҩажәеижәаба
824,sechzig::NUM,šéstdeset,хынҩажәа
825,siebzig::NUM,sédemdeset,хынҩажәижәаба
826,achtzig::NUM,ósemdeset,ҕшьынҩажәа
827,neunzig::NUM,devétdeset,ҕшьынҩажәижәаба
828,hundert::NUM,stó,шәкы
829,tausend::NUM,tísoč,зқьы
830,und::CNJ,in,-и
831,oder::CNJ,áli,ма
832,stehen::V,státi,агылазаара
833,sitzen::V,sedéti,атəара
834,sitzen::V,sedéti,атəа(заа)ра
835,liegen::V,ležáti,аиара
836,hängen::V,viséti,акнаҳара
837,werden::V,postáti,аҟалара
838,passieren::V,zgodíti se,аҟалара
839,beginnen::V,začéti se,алагара
840,enden::V,končáti se,алгара
841,wechseln::V,ménjati se,аҽыҧсахра
842,aufgehen[Sonne]::V,vzíti,агылара
843,aufgehen[Sonne]::V,vzíti,ахашлара
844,aufgehen[Sonne]::V,vzíti,аҩаҵхахара
845,untergehen[Sonne]::V,zaíti,аҭашəара
846,scheinen[Sonne]::V,sijáti,акаҧхара
847,donnern::V,grméti,адыдра
848,wehen::V,píhati,асра
849,strömen::V,líti,акаҭəара
850,fließen::V,têči,ацара
851,sich drehen::V,vrtéti se,ахагьежьра
852,schwanken::V,kolébati,аҵысра
853,schwingen::V,níhati,ахызазара
854,schwingen::V,níhati,акьаандара
855,fallen::V,pádati,акаҳара
856,brennen::V,goréti,абылра
857,rauchen::V,kadíti se,ахылҵра
858,regnen::V,deževáti,аура
859,gefrieren::V,zmŕzniti,аҵаара
860,tauen::V,tájati,аӡҭра
861,schmelzen::V,kopnéti,ақəӡыҭра
862,schmelzen::V,kopnéti,аҭəара
863,trocknen::V,sušíti se,абара
864,sieden::V,kipéti,ашра
865,faulen::V,gníti,абаара
866,verfaulen::V,zgníti,абаара
867,verfaulen::V,zgníti,аилашра
868,reißen::V,tŕgati se,аҧжəара
869,versinken::V,pogrézniti se,аӡааҟəрылара
870,vergehen::V,miníti,ацара
871,erscheinen::V,pojáviti se,ацəырҵра
872,verschwinden::V,izgíniti,аҵашəкəара
873,sinken::V,péšati,атəара
874,sinken::V,péšati,алаҟəра
875,abnehmen::V,pojémati,ацӡаара
876,abnehmen::V,pojémati,аиҵалара
877,zunehmen::V,véčati se,аҽырҭбаара
878,zunehmen::V,véčati se,аиҵыҵра
879,zunehmen::V,véčati se,арацəахара
880,zunehmen::V,množíti se,аҽырҭбаара
881,zunehmen::V,množíti se,аиҵыҵра
882,zunehmen::V,množíti se,арацəахара
883,steigen::V,dvígati se,азҳара
884,steigen::V,dvígati se,ашьҭыҵра
885,steigen::V,dvígati se,адухара
886,steigen::V,dvígati se,ацлара
887,wachsen::V,rásti,азҳара
888,glänzen::V,sijáti,ацыр-цырра
889,glänzen::V,sijáti,ацыҩ-цыҩра
890,glänzen::V,sijáti,аказказра
891,funkeln::V,ískriti se,ашап-шапра
892,funkeln::V,ískriti se,ацым-цымра
893,lärmen::V,ropotáti,ашьҭыбжьгара
894,lärmen::V,ropotáti,аҕьҕьаҳәа аилалара
895,lärmen::V,razgrájati,ашьҭыбжьгара
896,lärmen::V,razgrájati,аҕьҕьаҳәа аилалара
897,läuten::V,zvoníti,аҵəҵəасра
898,klingeln::V,zvončkljáti,аҵəҵəасра
899,klirren::V,žvenketáti,ахьархьарра
900,klirren::V,žvenketáti,архьархьарра
901,brausen::V,šuméti,аилаҽҽара
902,brausen::V,šuméti,еилашуера
903,rauschen::V,šuštéti,
904,rauschen::V,šelestéti,
905,klingen::V,zvenéti,агара
906,klingen::V,zvenéti,ашьҭыбжь гара
907,bellen::V,lájati,ашра
908,heulen::V,zavíjati,ауура
909,blasen::V,píhniti,аҭəҳəара
910,pfeifen::V,pískati,ашəшəра
911,pfeifen::V,žvížgati,ашəшəра
912,schreien::V,kričáti,аҳəҳəара
913,schreien::V,kričáti,ахəаара
914,schreien::V,kričáti,аҟаара
915,stöhnen::V,stókati,ақьра
916,zittern::V,drgetáti,аҵыс-ҵысра
917,leben::V,živéti,аҟазаара
918,geboren werden::V,rodíti se,Аира
919,atmen::V,díhati,аҕсыҕ лагаҩагара
920,trinken::V,píti,ажəра
921,essen::V,jésti,акрыфара
922,schlucken::V,požírati,албаадара
923,müde werden::V,péšati,ааҕсара
924,müde werden::V,utrúditi se,ааҕсара
925,einschlafen::V,zaspáti,ацəара
926,schlafen::V,spáti,ацəазаара
927,aufwachen::V,zbudíti se,аҿыхара
928,aufstehen::V,vstáti,Агəылҵра
929,sich erholen::V,oddahníti se,аҧсшьара
930,krank werden::V,oboléti,ачмазаҩхара
931,krank sein::V,bíti bolán,аҳəарҧсарра
932,schmerzen::V,boléti,ахьра
933,husten::V,kášljati,аимҳәара
934,genesen::V,okrévati,абзиахара
935,genesen::V,okrévati,аӷəӷəахара
936,sterben::V,umréti,аҧсра
937,umkommen::V,pogíniti,аҭахара
938,sich bewegen::V,zganíti se,аиҭаҵра
939,sich rühren::V,premakníti se,ақəацара
940,sich erheben::V,vstájati,аҩагылара
941,sich erheben::V,vzdígniti se,аҩагылара
942,sich setzen::V,sésti,атəара
943,hinfallen::V,pásti dôl,акаҳара
944,laufen::V,hodíti,аныҟəара
945,schreiten::V,stópati,ашьаҿа еихгара
946,spazierengehen::V,na sprehòd íti,анеи-ааира
947,eilen::V,drvéti,аццакра
948,sich beeilen::V,hitéti,аццакра
949,sausen::V,dírkati,аҧырра
950,sausen::V,dírkati,иҭрысны
951,sausen::V,dírkati,ишьҭҟьаны ацара
952,rennen::V,dírjati,аҩра
953,springen::V,skákati,аҧара
954,klettern::V,plézati,ақəлара
955,schaukeln::V,kolébati,аҟəараҟəанҽара
956,kriechen::V,pláziti se,аҳəазара
957,schwimmen::V,plávati,аӡсара
958,tauchen::V,potápljati se,ахəӡааҵəира
959,rudern::V,vesláti,аҵшьра
960,fahren::V,vozíti se,акала
961,fahren::V,peljáti se,акала
962,fliegen::V,létati,аҧырра
963,gehen::V,íti,аиҭаҵра
964,weggehen::V,odíti,ацара
965,abfahren::V,odpeljáti se,адəықəлара
966,abfahren::V,odpeljáti se,ацара
967,anhalten::V,ustáviti se,ааныргылара
968,hineingehen::V,íti nóter,аҭалара
969,eintreten::V,vstopíti,аҩналара
970,kommen::V,príti,аара
971,kommen::V,príti,ааира
972,ankommen::V,prispéti,ааира
973,ankommen::V,prispéti,аара
974,ankommen::V,prispéti,анеира
975,ankommen::V,prihájati,ааира
976,ankommen::V,prihájati,аара
977,ankommen::V,prihájati,анеира
978,zurückkommen::V,vrníti se,азыхынҳəра
979,bleiben::V,ostáti,аанхара
980,bleiben::V,ostáti,анхара
981,bleiben::V,ostáti,аангылара
982,warten::V,čákati,азҧшзаара
983,erwarten::V,pričakováti,азҧшра
984,suchen::V,iskáti,ашьҭазаара
985,finden::V,nájti,аҧшаара
986,versuchen::V,poskúšati,аҽазкра
987,vorbereiten::V,pripráviti,армазеира
988,lieben::V,ljubíti,абзиабара
989,mögen::V,márati,агəаҧхара
990,lachen::V,smejáti se,аччара
991,rühren::V,ganíti,арҵəуара
992,weinen::V,jókati,аҵəуара
993,weinen::V,plákati,аҵəуара
994,schimpfen::V,psováti,ацəҳара
995,schimpfen::V,zmérjati,ацəҳара
996,sich ärgern::V,jezíti se,агəаара
997,sich fürchten::V,báti se,аӡыӡара
998,fürchten::V,báti se,ацəшəара
999,fliehen::V,bežáti,абналара
1000,fliehen::V,bežáti,ацəцара
1001,flüchten::V,pobégniti,абналара
1002,flüchten::V,pobégniti,ацəцара
1003,sehen::V,vídeti,абара
1004,anschauen::V,oglédati,ахəаҧшра
1005,ansehen::V,glédati,ахəаҧшра
1006,hören::V,slíšati,аҳара
1007,zuhören::V,poslúšati,азыӡырҩра
1008,probieren::V,poskúšati,аҧышəара
1009,riechen::V,dúhati,афыҩра
1010,fühlen::V,čutíti,анырра
1011,fühlen::V,čutíti,ацәакырра
1012,scheinen::V,zdéti se,шәа
1013,scheinen::V,zdéti se,аацәырҵа
1014,zu sehen sein::V,vídeti se,
1015,vernehmen::V,čúti,аҳара
1016,frieren::V,zébsti,ашəра
1017,frieren::V,zébsti,аҵаара
1018,tun::V,délati,аҟаҵара
1019,können::V,môči,алшара
1020,wollen::V,hotéti,аҭахра
1021,anfangen::V,začéti,алагара
1022,beenden::V,dokončáti,алгара
1023,aufhören::V,prenéhati,аҟəыҵра
1024,gelingen::V,uspéti,аура
1025,gelingen::V,uspéti,аманшəалахара
1026,gelingen::V,uspéti,алҵра
1027,gelingen::V,posréčiti se,аура
1028,gelingen::V,posréčiti se,аманшəалахара
1029,gelingen::V,posréčiti se,алҵра
1030,geraten::V,obnêsti se,нзаарын
1031,öffnen::V,odpréti,аартра
1032,schließen::V,zapréti,аркра
1033,stellen::V,postáviti,аргылара
1034,setzen::V,posadíti,артəара
1035,legen::V,položíti,ақəҵара
1036,berühren::V,dotíkati se,акьысра
1037,berühren::V,dotíkati se,алакьысра
1038,verbinden::V,obvézati,аҿаҳəара
1039,bedecken::V,pokríti,ақəршəра
1040,aufhängen::V,obésiti,акнаҳара
1041,anzünden::V,zažgáti,аркра
1042,aufheben::V,vzdígniti,ашьҭыхра
1043,zurücklassen::V,zapustíti,аныжьра
1044,verlieren::V,izgubíti,ацəыӡра
1045,fallen lassen::V,navréči,ацəкаҳара
1046,machen::V,naredíti,ачаҧара
1047,machen::V,napráviti,ачаҧара
1048,herstellen::V,izdélati,аиҵдара
1049,bauen::V,gradíti,аргылара
1050,reparieren::V,popráviti,арҽеира
1051,verbessern::V,izbóljšati,аиҕьтəра
1052,ändern::V,spremeníti,аҧсахра
1053,graben::V,kopáti,ажра
1054,graben::V,grêbsti,ажра
1055,beugen::V,upogníti,арҟəра
1056,beugen::V,upogníti,архəара
1057,biegen::V,zavíjati,арҟəра
1058,biegen::V,zavíjati,архəара
1059,drehen::V,vrtéti,аргьежьра
1060,wenden::V,obrníti,
1061,umdrehen::V,zasúkati,аарҳәра
1062,heben::V,dvígati,аҩахара
1063,heben::V,dvígati,араҳара
1064,hochheben::V,privzdígniti,ахагалара
1065,hochheben::V,privzdígniti,ашьҭҳəара
1066,ergreifen::V,zgrábiti,
1067,halten::V,držáti,акра
1068,drücken::V,tiščáti,ақəрӷəӷəара
1069,schieben::V,ríniti,аҵгəара
1070,schieben::V,ríniti,агəара
1071,kratzen::V,práskati,ацəҟьара
1072,lecken::V,lízati,арбзара
1073,beißen::V,grísti,ацҳара
1074,abreißen::V,odtŕgati,амжəара
1075,abschneiden::V,odrézati,ахҵəара
1076,abschneiden::V,odrézati,аҿахҵəара
1077,binden::V,vézati,аҿаҳəара
1078,stecken::V,vtakníti,алаҵара
1079,brechen::V,lomíti,аҧҵəара
1080,klopfen::V,tólči,асра
1081,hauen::V,séči,ақəкшара
1082,kleben::V,lépiti,аҷабра
1083,reiben::V,tréti,арҟəыҷра
1084,reiben::V,dŕgniti,арҟəыҷра
1085,streichen::V,namázati,ахьшьра
1086,schleifen::V,brúsiti,ахра
1087,schneiden::V,rézati,аҧҟара
1088,rütteln::V,strésti,арҵысра
1089,schütteln::V,majáti,аршəшəара
1090,schwenken::V,obrníti,аҟьара
1091,schütten::V,sípati,аҭаҭəара
1092,füllen::V,napolníti,арҭəра
1093,einwickeln::V,zavíti,алаҳəара
1094,tragen::V,nêsti,аҩагара
1095,schleppen::V,vláčiti,арҳəазара
1096,ziehen::V,vléči,ахара
1097,aufbewahren::V,shranjeváti,аҵəахра
1098,werfen::V,lúčati,аршəра
1099,fangen::V,ujéti,акра
1100,packen::V,prijéti,анкра
1101,packen::V,prijéti,аҵкаара
1102,verstecken::V,skríti,аҵəахра
1103,teilen::V,razdelíti,ашара
1104,schicken::V,pošíljati,ашьҭра
1105,bringen::V,prinêsti,аагара
1106,hinzufügen::V,pristáviti,ацҵара
1107,bekommen::V,dobíti,аҧшаара
1108,bekommen::V,dobíti,архиара
1109,bekommen::V,dobíti,аура
1110,erhalten::V,prejéti,аиура
1111,nehmen::V,vzéti,агара
1112,wählen::V,izbírati,алҧшаара
1113,auswählen::V,izbráti,алхра
1114,bewahren::V,ohraníti,
1115,behindern::V,ovírati,аҧырхагахара
1116,verderben::V,pokváriti,алгара
1117,verderben::V,pokváriti,абжьыхра
1118,verderben::V,pokváriti,аҧхасҭатəра
1119,beschädigen::V,poškodováti,аҧхасҭатəра
1120,zerbrechen::V,razlomíti,аҧҽра
1121,zerreißen::V,raztŕgati,аҧжəара
1122,zerstören::V,razrúšiti,аилаҧыххаара
1123,verbrennen::V,sežgáti,абылра
1124,geben::V,dáti,аҭара
1125,reichen::V,séči,аҭара
1126,reichen::V,molíti,аҭара
1127,schenken::V,podáriti,аҩгара
1128,versprechen::V,obljubíti,ақəргəыӷра
1129,wünschen::V,vóščiti,
1130,loben::V,hváliti,арҽхəара
1131,küssen::V,poljubováti,агəӡра
1132,wiegen::V,zíbati,
1133,zudecken::V,pokríti,аҵахҩара
1134,zudecken::V,pokríti,ақəршəра
1135,wecken::V,zbudíti,арҿыхара
1136,zeigen::V,pokázati,арбара
1137,führen::V,vêsti,аныҟəгара
1138,lehren::V,učíti,арҵара
1139,unterrichten::V,poučeváti,арҧхьара
1140,aufziehen::V,vzgojíti,ааӡара
1141,leiten::V,uprávljati,ахагылазаара
1142,antreiben::V,goníti,арццакра
1143,lassen::V,povzročíti,арҟаҵара
1144,einladen::V,povábiti,ааҕхьара
1145,einladen::V,povábiti,анаҧхьара
1146,vereinigen::V,zdrúžiti,аилаҵара
1147,besuchen::V,obiskáti,абара
1148,treffen::V,pogodíti,аҧылара
1149,sich versammeln::V,zbráti se,аизара
1150,spielen::V,igráti se,ахəмарра
1151,singen::V,péti,ашəаҳəара
1152,tanzen::V,plésati,акəашара
1153,sich trennen::V,ločíti se,аилыҵра
1154,verlassen::V,zapustíti,акажьра
1155,retten::V,réšiti,Аиқəрхара
1156,bewachen::V,strážiti,ахьчара
1157,schützen::V,sčítiti,ацəыхьчара
1158,verteidigen::V,braníti,ахьчара
1159,sich schlagen::V,têpsti se,аисра
1160,schießen::V,stréljati,ахысра
1161,siegen::V,zmágati,аиааира
1162,ärgern::V,jezíti,аргəаара
1163,ärgern::V,razbúriti,аргəаара
1164,schlagen::V,têpsti,асра
1165,schlagen::V,têpsti,аҭасра
1166,schlagen::V,udáriti,асра
1167,schlagen::V,udáriti,аҭасра
1168,treten::V,teptáti,
1169,stechen::V,ubôsti,алакшара
1170,stoßen::V,peháti,агəҭасра
1171,stoßen::V,drégniti,агəҭасра
1172,stehlen::V,ukrásti,аӡара
1173,stehlen::V,pokrásti,аӡара
1174,stören::V,motíti,аҧырхагахара
1175,belästigen::V,nadlegováti,аргəамҵра
1176,verbergen::V,skríti,аӡара
1177,täuschen::V,slepíti,ажьара
1178,betrügen::V,várati,ажьара
1179,betrügen::V,ogoljufáti,ажьара
1180,töten::V,ubíti,ашьра
1181,wohnen::V,prebívati,анхара
1182,arbeiten::V,délati,аусура
1183,sammeln::V,zbráti,аҟəшəара
1184,pflücken::V,obráti,аҿыршəара
1185,pflücken::V,obráti,аҿыхра
1186,jagen::V,lovíti,ашəарыцара
1187,fischen::V,ribáriti,аҧсыӡ икуеит
1188,fassen::V,zajéti,акра
1189,hüten::V,pásti,арҳəра
1190,hüten::V,pásti,ахьчара
1191,treiben::V,pogánjati,акацара
1192,anbinden::V,privézati,адҳəалара
1193,füttern::V,kŕmiti,акырҿаҵара
1194,melken::V,mólsti,ахьара
1195,hacken::V,sékati,аҟəаҟəара
1196,gießen::V,ulíti,аҵаҭəара
1197,reifen::V,zoréti,ашəра
1198,reifen::V,zoréti,аҟалара
1199,zubereiten::V,pripráviti,ацура
1200,kochen::V,kúhati,ажəра
1201,backen::V,cvréti,аӡра
1202,braten::V,pêči,аӡра
1203,umrühren::V,preméšati,аилрыхра
1204,stricken::V,plêsti,аҧара
1205,nähen::V,šívati,аӡахра
1206,färben::V,bárvati,ашəра
1207,reinigen::V,očístiti,арыцқьара
1208,waschen::V,opráti,аӡәӡәара
1209,abwischen::V,obrísati,арбара
1210,spülen::V,splakováti,аҭыршара
1211,fegen::V,pométati,аҧссара
1212,kehren::V,mésti,
1213,baden::V,kópati se,аҽыкəабара
1214,sich waschen::V,umíti se,аҽыӡəӡəара
1215,ausziehen::V,izvléči,ашəыхра
1216,anziehen::V,obléči,ашəҵара
1217,sich anziehen::V,obléči se,аҽеилаҳəара
1218,kämmen::V,česáti,аҳəара
1219,schmücken::V,okrasíti,арҧшӡара
1220,sagen::V,dejáti,аҳəара
1221,sprechen::V,govoríti,ацəажəара
1222,reden::V,rêči,ацəажəара
1223,reden::V,rêči,аицәажәара
1224,sich unterhalten::V,razgovárjati se,аицәажәара
1225,fragen::V,vprášati,азҵаара
1226,bitten::V,prosíti,аҳəара
1227,erzählen::V,práviti,аҳəара
1228,mitteilen::V,naznániti,азыцҳара
1229,nennen::V,imenováti,ахьӡҵара
1230,rufen::V,klícati,азҿыҭра
1231,prahlen::V,baháti se,аҽхəара
1232,übersetzen::V,prevêsti,аиҭагара
1233,denken::V,mísliti,азхəыцра
1234,glauben::V,verjéti,ахаҵара
1235,bemerken::V,opáziti,агəаҭара
1236,erkennen::V,spoznáti,адырра
1237,begreifen::V,pôjmiti,аилкаара
1238,verstehen::V,razuméti,аҳара
1239,lernen::V,učíti se,аҵара
1240,wissen::V,znáti,адырра
1241,wissen::V,védeti,адырра
1242,sich erinnern an::V,spómniti se,агəаларшəара
1243,vergessen::V,pozábiti,ахашҭра
1244,messen::V,mériti,ашəара
1245,zählen::V,štéti,аҧхьаӡара
1246,rechnen::V,račúnati,аҳасабра
1247,lesen::V,bráti,аҧхьара
1248,lesen::V,čítati,аҧхьара
1249,malen::V,slíkati,
1250,zeichnen::V,rísati,
1251,schreiben::V,písati,
1252,besitzen::V,iméti,амазаара
1253,kaufen::V,kupíti,Аахəара
1254,verkaufen::V,prodáti,аҭира
1255,bezahlen::V,pláčati,ахҭынҵара
1256,bezahlen::V,pláčati,ашəара
1257,zahlen::V,plačeváti,ашəара
1258,beherrschen::V,obvládati,
1259,ertragen::V,prenêsti,ачҳара
1260,Verstand::N,,ахшыҩ
