,Concept_ID,sk,ar
806,dort::ADV,tam,هناك
807,dorthin::ADV,ta,إلى هناك
808,dorthin::ADV,tam,إلى هناك
809,geradeaus::ADV,rovno,إلى الأمام
810,geradeaus::ADV,priamo,إلى الأمام
811,vorwärts::ADV,napred,إلى الأمام
812,rückwärts::ADV,nazad,إلى الوراء
813,zurück::ADV,späť,عودا
814,zurück::ADV,späť,إلى الخلف
815,zurück::ADV,naspäť,عودا
816,zurück::ADV,naspäť,إلى الخلف
817,unten::ADV,dolu,تحت
818,unten::ADV,dolu,في الأسفل
819,unten::ADV,naspodku,تحت
820,unten::ADV,naspodku,في الأسفل
821,hinab::ADV,dolu,إلى تحت
822,oben::ADV,hore,فوق
823,oben::ADV,hore,في الأعلى
824,oben::ADV,navrchu,فوق
825,oben::ADV,navrchu,في الأعلى
826,hinauf::ADV,hore,إلى فوق
827,hinauf::ADV,hore,إلى الأعلى
828,hinauf::ADV,navrch,إلى فوق
829,hinauf::ADV,navrch,إلى الأعلى
830,überall::ADV,všade,في كل مكان
831,nicht::ADV,nie,لا
832,nicht::ADV,nie,لم
833,ein wenig::ADV,trocha,قليلا
834,kaum::ADV,ledva,كاد لا
835,sehr::ADV,veľmi,جدا
836,sehr::ADV,veľmi,كثيرا
837,so::ADV,tak,كذا
838,so::ADV,tak,كذلك
839,so::ADV,takto,كذا
840,so::ADV,takto,كذلك
841,noch::ADV,ešte,ما زال
842,nur::ADV,len,فقط
843,schon::ADV,už,قد
844,wieder::ADV,zasa,من جديد
845,wieder::ADV,zasa,مرة أخرى
846,vergebens::ADV,márne,عبثا
847,vergebens::ADV,nadarmo,عبثا
848,vor::PRP,pred,أمام
849,hinter::PRP,za,خلف
850,hinter::PRP,za,وراء
851,unter::PRP,pod,تحت
852,durch::PRP,cez,عبر
853,durch::PRP,cez,خلال
854,neben::PRP,pri,جنب
855,neben::PRP,pri,بجانب
856,neben::PRP,vedľa,جنب
857,neben::PRP,vedľa,بجانب
858,zwischen::PRP,medzi,بين
859,wegen::PRP,pre,بسبب
860,wegen::PRP,kvôli,بسبب
861,dies::PRN,to,هذا
862,dies::PRN,táto,هذا
863,das::PRN,to,ذلك
864,alles::PRN,všetko,الكل
865,ich::PRN,ja,أنا
866,du::PRN,ty,أنت
867,er::PRN,on,هو
868,wir::PRN,my,نحن
869,ihr::PRN,vy,أنتم
870,ihr::PRN,vy,أنتن
871,sie::PRN,oni,هم
872,sie::PRN,oni,هن
873,was::FPRN,čo,ما
874,wer::FPRN,kto,من
875,wo::FADV,kde,أين
876,wohin::FADV,kam,إلى أين
877,wie::FADV,ako,كيف
878,warum::FADV,prečo,لماذا
879,wieviel::FNUM,koľko,كم
880,eins::NUM,jeden,واحد
881,zwei::NUM,dva,اثنين
882,drei::NUM,tri,ثلاثة
883,vier::NUM,štyri,أربعة
884,fünf::NUM,päť,خمسة
885,sechs::NUM,šesť,ستة
886,sieben::NUM,sedem,سبعة
887,acht::NUM,osem,ثمانية
888,neun::NUM,deväť,تسعة
889,zehn::NUM,desať,عشرة
890,elf::NUM,jedenásť,أحد عشر
891,zwölf::NUM,dvanásť,اثنا عشر
892,zwanzig::NUM,dvadsať,عشرون
893,dreißig::NUM,tridsať,ثلاثون
894,vierzig::NUM,štyridsať,أربعون
895,fünfzig::NUM,päťdesiat,خمسون
896,sechzig::NUM,šesťdesiat,ستون
897,siebzig::NUM,sedemdesiat,سبعون
898,achtzig::NUM,osemdesiat,ثمانون
899,neunzig::NUM,deväťdesiat,تسعون
900,hundert::NUM,sto,مئة
901,tausend::NUM,tisíc,ألف
902,und::CNJ,i,و
903,oder::CNJ,alebo,أو
904,stehen::V,stáť,وقف
905,sitzen::V,sedieť,جلس
906,liegen::V,ležať,رقد
907,hängen::V,visieť,تعلق
908,werden::V,stať sa,صار
909,werden::V,stať sa,أصبح
910,passieren::V,stať sa,حدث
911,beginnen::V,začať sa,ابتدأ
912,enden::V,končiť sa,انتهى
913,wechseln::V,meniť sa,تغير
914,aufgehen[Sonne]::V,vychádzať,شرق
915,untergehen[Sonne]::V,zapadnúť,غرب
916,scheinen[Sonne]::V,svietiť,أضاء
917,donnern::V,hrmieť,رعد
918,wehen::V,viať,هب
919,strömen::V,prúdiť,جرى
920,fließen::V,tiecť,سال
921,sich drehen::V,točiť sa,دار
922,sich drehen::V,krútiť sa,دار
923,schwanken::V,kolísať,ترنح
924,schwanken::V,klátiť sa,ترنح
925,schwingen::V,kývať sa,ترجح
926,schwingen::V,chvieť sa,ترجح
927,fallen::V,padať,سقط
928,brennen::V,páliť,احترق
929,brennen::V,horieť,احترق
930,rauchen::V,dymiť sa,دخن
931,regnen::V,pršať,أمطر
932,gefrieren::V,zamrznút,تجمد
933,tauen::V,taviť sa,ذاب
934,schmelzen::V,taviť sa,ذاب
935,trocknen::V,schnúť,نشف
936,sieden::V,vrieť,غلى
937,faulen::V,hniť,فسد
938,verfaulen::V,zhniť,تعفن
939,reißen::V,pretrhnúť sa,انقطع
940,versinken::V,zapadnúť,غرق
941,versinken::V,potopiť sa,غرق
942,vergehen::V,plynúť,مضى
943,erscheinen::V,objaviť sa,لاح
944,erscheinen::V,objaviť sa,ظهر
945,verschwinden::V,zmiznúť,غاب
946,sinken::V,klesať,هبط
947,abnehmen::V,ubúdať,نقص
948,zunehmen::V,pribúdať,ازداد
949,steigen::V,stúpať,صعد
950,steigen::V,stúpať,ارتفع
951,wachsen::V,rásť,نما
952,wachsen::V,rásť,نبت
953,glänzen::V,jagať sa,لمع
954,glänzen::V,lesknúť sa,لمع
955,funkeln::V,iskriť sa,تلألأ
956,lärmen::V,lomoziť,ضج
957,lärmen::V,lomoziť,صخب
958,läuten::V,cengať,قرع
959,klingeln::V,zvoniť,دق
960,klirren::V,rinčať,قعقع
961,brausen::V,hučať,عج
962,rauschen::V,šumieť,حف
963,klingen::V,znieť,رن
964,klingen::V,zvoniť,رن
965,bellen::V,štekať,نبح
966,bellen::V,brechať,نبح
967,heulen::V,vyť,عوى
968,blasen::V,duť,نفخ
969,blasen::V,fúkať,نفخ
970,pfeifen::V,pískať,صفر
971,pfeifen::V,hvízdať,صفر
972,schreien::V,kričať,صرخ
973,stöhnen::V,stenať,أن
974,zittern::V,triasť sa,ارتعش
975,leben::V,žiť,عاش
976,geboren werden::V,narodiť sa,ولد
977,atmen::V,dýchať,تنفس
978,trinken::V,piť,شرب
979,essen::V,jesť,أكل
980,schlucken::V,zhltnuť,جرع
981,müde werden::V,unaviť sa,تعب
982,einschlafen::V,usnúť,نام
983,einschlafen::V,zaspať,نام
984,schlafen::V,spať,نام
985,aufwachen::V,zobudiť sa,استيقظ
986,aufstehen::V,vstať,قام
987,sich erholen::V,zotavovať sa,استجم
988,sich erholen::V,oddýchovať si,استجم
989,krank werden::V,ochorieť,مرض
990,krank sein::V,chorieť,مرض
991,krank sein::V,byť chorý,مرض
992,schmerzen::V,bolieť,آلم
993,husten::V,kašľať,كح
994,husten::V,kašľať,سعل
995,genesen::V,uzdraviť sa,نقه
996,sterben::V,umrieť,مات
997,sterben::V,zomrieť,مات
998,umkommen::V,zahynúť,هلك
999,sich bewegen::V,pohybovať sa,تحرك
1000,sich rühren::V,hnúť sa,تحرك
1001,sich erheben::V,zdvihnúť sa,قام
1002,sich setzen::V,sadnúť si,جلس
1003,hinfallen::V,spadnúť,وقع
1004,laufen::V,bežať,مشى
1005,schreiten::V,kráčať,خطا
1006,spazierengehen::V,prechádzať sa,تنزه
1007,eilen::V,súriť,عجل
1008,sich beeilen::V,ponáhľať sa,استعجل
1009,sausen::V,hučať,أسرع
1010,rennen::V,bežať,عدا
1011,rennen::V,bežať,ركض
1012,springen::V,skákať,قفز
1013,klettern::V,liezť,تسلق
1014,schaukeln::V,húpať,تأرجح
1015,schaukeln::V,hojdať,تأرجح
1016,kriechen::V,liezť,دب
1017,kriechen::V,liezť,زحف
1018,kriechen::V,plaziť sa,دب
1019,kriechen::V,plaziť sa,زحف
1020,schwimmen::V,plávať,سبح
1021,tauchen::V,ponoriť sa,غطس
1022,rudern::V,veslovať,جذف
1023,fahren::V,ísť,ركب
1024,fahren::V,ísť,سافر
1025,fahren::V,jazdiť,ركب
1026,fahren::V,jazdiť,سافر
1027,fliegen::V,letieť,طار
1028,gehen::V,ísť,سار
1029,gehen::V,ísť,ذهب
1030,weggehen::V,odísť,ذهب
1031,weggehen::V,odísť,انصرف
1032,weggehen::V,odchádzať,ذهب
1033,weggehen::V,odchádzať,انصرف
1034,abfahren::V,odcestovať,رحل
1035,anhalten::V,zadržať sa,توقف
1036,anhalten::V,zastaviť sa,توقف
1037,hineingehen::V,vchádzať,دخل
1038,eintreten::V,vojsť,دخل
1039,eintreten::V,vstúpiť,دخل
1040,kommen::V,prísť,أتى
1041,kommen::V,prísť,جاء
1042,ankommen::V,prísť,وصل
1043,ankommen::V,doraziť,وصل
1044,zurückkommen::V,vrátiť sa,عاد
1045,zurückkommen::V,vrátiť sa,رجع
1046,bleiben::V,ostať,مكث
1047,bleiben::V,zostať,مكث
1048,warten::V,čakať,انتظر
1049,erwarten::V,očakávať,ترقب
1050,erwarten::V,očakávať,انتظر
1051,suchen::V,hľadať,بحث
1052,finden::V,nájsť,وجد
1053,versuchen::V,skúsiť,حاول
1054,versuchen::V,pokúsiť sa,حاول
1055,vorbereiten::V,pripraviť,أعد
1056,vorbereiten::V,pripraviť,حضر
1057,lieben::V,ľúbiť,أحب
1058,lieben::V,milovať,أحب
1059,mögen::V,mať rád,أحب
1060,lachen::V,smiať sa,ضحك
1061,rühren::V,dojať,أثر
1062,weinen::V,plakať,بكى
1063,schimpfen::V,nadávať,سب
1064,schimpfen::V,nadávať,شتم
1065,sich ärgern::V,hnevať sa,زعل
1066,sich ärgern::V,zlostiť sa,زعل
1067,sich fürchten::V,báť sa,هاب
1068,fürchten::V,báť sa,خاف
1069,fürchten::V,báť sa,خشي
1070,fliehen::V,utekať,هرب
1071,flüchten::V,utiecť,فر
1072,sehen::V,vidieť,رأى
1073,anschauen::V,pozrieť sa na,نظر
1074,ansehen::V,pozrieť,نظر
1075,hören::V,počúvať,سمع
1076,zuhören::V,počúvať,أصغى
1077,probieren::V,ochutnať,ذاق
1078,riechen::V,ňuchať,شم
1079,riechen::V,ňuchať,استنشق
1080,fühlen::V,cítiť,شعر
1081,fühlen::V,pociťovať,شعر
1082,scheinen::V,zdať sa,ظهر
1083,zu sehen sein::V,byť vidieť,ظهر
1084,vernehmen::V,počuť,سمع
1085,frieren::V,mrznúť,بردان
1086,frieren::V,oziabať,بردان
1087,tun::V,robiť,فعل
1088,können::V,môcť,قدر
1089,können::V,môcť,استطاع
1090,wollen::V,chcieť,شاء
1091,wollen::V,chcieť,أراد
1092,anfangen::V,začať,بدأ
1093,beenden::V,skončiť,أنهى
1094,aufhören::V,prestať,توقف
1095,aufhören::V,prestať,انقطع
1096,gelingen::V,podariť sa,نجح
1097,geraten::V,dariť sa,طلع
1098,öffnen::V,otvoriť,فتح
1099,schließen::V,zavrieť,أغلق
1100,stellen::V,postaviť,وضع
1101,stellen::V,postaviť,أقام
1102,setzen::V,posadiť,أجلس
1103,legen::V,klásť,وضع
1104,legen::V,položiť,وضع
1105,berühren::V,dotykať sa,مس
1106,berühren::V,dotykať sa,لمس
1107,verbinden::V,spojiť,ربط
1108,verbinden::V,spojiť,وصل
1109,bedecken::V,pokryť,غطى
1110,aufhängen::V,zavesiť,علق
1111,anzünden::V,zapáliť,أوقد
1112,aufheben::V,zdvihnúť,لقط
1113,zurücklassen::V,zanechať,ترك
1114,verlieren::V,stratiť,فقد
1115,fallen lassen::V,pustiť,أسقط
1116,machen::V,robiť,فعل
1117,herstellen::V,vyrobiť,صنع
1118,herstellen::V,vyrobiť,أنتج
1119,bauen::V,stavať,بنى
1120,bauen::V,stavať,شيد
1121,bauen::V,budovať,بنى
1122,bauen::V,budovať,شيد
1123,reparieren::V,opraviť,صلح
1124,verbessern::V,zlepšiť,صحح
1125,ändern::V,zmeniť,غير
1126,ändern::V,preinačiť,غير
1127,graben::V,ryť,حفر
1128,graben::V,kopať,حفر
1129,beugen::V,ohnúť,ثنى
1130,beugen::V,ohnúť,أحنى
1131,biegen::V,ohnúť,لوى
1132,drehen::V,točiť,أدار
1133,drehen::V,točiť,دور
1134,drehen::V,krútiť,أدار
1135,drehen::V,krútiť,دور
1136,wenden::V,obrátiť,قلب
1137,wenden::V,prevrátiť,قلب
1138,umdrehen::V,otočiť,قلب
1139,umdrehen::V,obrátiť,قلب
1140,heben::V,dvíhať,رفع
1141,heben::V,povzniesť,رفع
1142,hochheben::V,zdvihnúť,رفع
1143,ergreifen::V,uchopiť sa,مسك
1144,halten::V,držať,مسك
1145,drücken::V,tisnúť,ضغط
1146,schieben::V,posunovať,حرك
1147,kratzen::V,škrabať,خدش
1148,lecken::V,lízať,لعق
1149,beißen::V,kúsať,عض
1150,abreißen::V,odtrhnúť,قلع
1151,abschneiden::V,odrezať,قطع
1152,abschneiden::V,odkrojiť,قطع
1153,binden::V,zaviazať,ربط
1154,binden::V,priviazať,ربط
1155,stecken::V,strčiť,دس
1156,brechen::V,zlomiť,كسر
1157,klopfen::V,tĺcť,طرق
1158,klopfen::V,klopať,طرق
1159,hauen::V,nabiť,ضرب
1160,kleben::V,lepiť,ألصق
1161,kleben::V,nalepiť,ألصق
1162,reiben::V,trieť,حك
1163,streichen::V,namazať,نشر
1164,schleifen::V,ostríť,سن
1165,schneiden::V,rezať,قطع
1166,schneiden::V,strihať,قطع
1167,rütteln::V,triasť,رج
1168,rütteln::V,lomcovať,رج
1169,schütteln::V,triasť,هز
1170,schütteln::V,potriasť,هز
1171,schwenken::V,mávať,لوح
1172,schütten::V,sypať,صب
1173,füllen::V,plniť,ملأ
1174,einwickeln::V,zabaliť,لف
1175,tragen::V,niesť,حمل
1176,schleppen::V,vliecť,سحب
1177,ziehen::V,ťahať,سحب
1178,aufbewahren::V,uložiť,حفظ
1179,aufbewahren::V,uschovať,حفظ
1180,werfen::V,hodiť,رمى
1181,werfen::V,hodiť,ألقى
1182,werfen::V,vrhnúť,رمى
1183,werfen::V,vrhnúť,ألقى
1184,fangen::V,chytať,التقط
1185,packen::V,baliť,مسك
1186,packen::V,chytiť,مسك
1187,verstecken::V,skryť,خبأ
1188,verstecken::V,schovať,خبأ
1189,teilen::V,podeliť,قسم
1190,teilen::V,rozdeliť,قسم
1191,schicken::V,posielať,بعث
1192,schicken::V,posielať,أرسل
1193,bringen::V,priniesť,جلب
1194,hinzufügen::V,pripojiť,أضاف
1195,bekommen::V,dostať,حصل
1196,erhalten::V,prijať,استلم
1197,nehmen::V,vziať,أخذ
1198,wählen::V,voliť,اختار
1199,auswählen::V,vybrať,انتقى
1200,auswählen::V,vyvoliť,انتقى
1201,bewahren::V,zachovať,حافظ
1202,behindern::V,zavadzať,عاق
1203,behindern::V,byť v ceste,عاق
1204,verderben::V,skaziť,أفسد
1205,beschädigen::V,ublížiť,أضر
1206,beschädigen::V,poškodiť,أضر
1207,zerbrechen::V,rozbiť,كسر
1208,zerbrechen::V,prelomiť,كسر
1209,zerreißen::V,pretrhnúť,مزق
1210,zerstören::V,zničiť,دمر
1211,verbrennen::V,spáliť,حرق
1212,geben::V,dať,أعطى
1213,reichen::V,podať,ناول
1214,schenken::V,darovať,وهب
1215,versprechen::V,sľúbiť,وعد
1216,wünschen::V,želať,تمنى
1217,loben::V,chváliť,مدح
1218,küssen::V,bozkať,قبل
1219,wiegen::V,kolísať,هدهد
1220,zudecken::V,prikryť,غطى
1221,wecken::V,zobudiť,أيقظ
1222,zeigen::V,ukázať,أرى
1223,führen::V,viesť,دل
1224,lehren::V,učiť,علم
1225,unterrichten::V,vyučovať,علم
1226,aufziehen::V,vychovať,ربى
1227,leiten::V,viesť,دل
1228,leiten::V,viesť,أدار
1229,antreiben::V,popudiť,حث
1230,lassen::V,dať,حدا
1231,einladen::V,pozvať,دعا
1232,einladen::V,povolať,دعا
1233,vereinigen::V,spojiť,وحد
1234,vereinigen::V,zjednotiť,وحد
1235,besuchen::V,navštíviť,زار
1236,treffen::V,stretnúť,قابل
1237,sich versammeln::V,zhromaždiť sa,اجتمع
1238,spielen::V,hrať,لعب
1239,singen::V,spievať,غنى
1240,tanzen::V,tancovať,رقص
1241,sich trennen::V,rozísť sa,افترق
1242,verlassen::V,opustiť,ترك
1243,retten::V,zachrániť,نجى
1244,retten::V,zachrániť,أنقذ
1245,bewachen::V,strážiť,حرس
1246,schützen::V,chrániť,حمى
1247,verteidigen::V,brániť,دافع
1248,sich schlagen::V,biť sa,تضارب
1249,schießen::V,streliť,أطلق
1250,schießen::V,strieľať,أطلق
1251,siegen::V,zvíťaziť,انتصر
1252,ärgern::V,hnevať,أزعل
1253,ärgern::V,zlostiť,أزعل
1254,schlagen::V,biť,ضرب
1255,schlagen::V,udrieť,ضرب
1256,treten::V,kopnúť,رفس
1257,stechen::V,bodnúť,شك
1258,stechen::V,pichnúť,شك
1259,stoßen::V,udrieť,دفع
1260,stehlen::V,kradnúť,سرق
1261,stören::V,vyrušiť,ضايق
1262,belästigen::V,obťažovať,أزعج
1263,verbergen::V,skryť,كتم
1264,täuschen::V,sklamať,خدع
1265,betrügen::V,klamať,غش
1266,betrügen::V,podvádzať,غش
1267,töten::V,zabiť,قتل
1268,töten::V,usmrtiť,قتل
1269,wohnen::V,bývať,سكن
1270,arbeiten::V,pracovať,عمل
1271,arbeiten::V,pracovať,اشتغل
1272,sammeln::V,zbierať,جمع
1273,pflücken::V,trhať,جنى
1274,pflücken::V,trhať,قطف
1275,pflücken::V,oberať,جنى
1276,pflücken::V,oberať,قطف
1277,jagen::V,poľovať,صاد
1278,fischen::V,loviť ryby,اصطاد
1279,fischen::V,chytať ryby,اصطاد
1280,fassen::V,uloviť,قبض
1281,hüten::V,pásť,رعى
1282,treiben::V,hnať,ساق
1283,anbinden::V,priviazať,ربط
1284,füttern::V,kŕmiť,علف
1285,melken::V,dojiť,حلب
1286,hacken::V,seknúť,فرم
1287,gießen::V,polievať,سقى
1288,reifen::V,dozrieť,نضج
1289,zubereiten::V,pripraviť,حضر
1290,kochen::V,variť,طبخ
1291,backen::V,piecť,خبز
1292,backen::V,smažiť,خبز
1293,braten::V,piecť,قلى
1294,braten::V,piecť,حمر
1295,braten::V,pražiť,قلى
1296,braten::V,pražiť,حمر
1297,umrühren::V,pomiešať,قلب
1298,stricken::V,pliesť,حاك
1299,nähen::V,šiť,خاط
1300,färben::V,zafarbiť,صبغ
1301,färben::V,zafarbiť,لون
1302,reinigen::V,čistiť,نظف
1303,waschen::V,myť,غسل
1304,abwischen::V,utrieť,مسح
1305,spülen::V,vyplachovať,شطف
1306,fegen::V,zametať,كنس
1307,kehren::V,zametať,كنس
1308,baden::V,kúpať sa,استحم
1309,sich waschen::V,umývať sa,اغتسل
1310,ausziehen::V,zobliecť,خلع
1311,anziehen::V,obliecť,لبس
1312,sich anziehen::V,obliecť sa,اكتسى
1313,kämmen::V,česať,مشط
1314,schmücken::V,ozdobiť,زين
1315,sagen::V,povedať,قال
1316,sprechen::V,hovoriť,تكلم
1317,reden::V,rozprávať,تكلم
1318,sich unterhalten::V,rozprávať sa,تحادث
1319,fragen::V,spýtať sa,سأل
1320,bitten::V,prosiť,رجا
1321,erzählen::V,rozprávať,حكي
1322,mitteilen::V,oznámiť,بلغ
1323,nennen::V,nazvať,سمى
1324,nennen::V,menovať,سمى
1325,rufen::V,volať,نادى
1326,rufen::V,zavolať,نادى
1327,prahlen::V,vystatovať sa,فشر
1328,prahlen::V,vystatovať sa,تفاخر
1329,übersetzen::V,preložiť,ترجم
1330,denken::V,myslieť,فكر
1331,glauben::V,veriť,اعتقد
1332,bemerken::V,podotknuť,لاحظ
1333,bemerken::V,spozorovať,لاحظ
1334,erkennen::V,poznať,عرف
1335,begreifen::V,pochopiť,فهم
1336,begreifen::V,pochopiť,أدرك
1337,begreifen::V,porozumieť,فهم
1338,begreifen::V,porozumieť,أدرك
1339,verstehen::V,rozumieť,فهم
1340,lernen::V,učiť sa,درس
1341,wissen::V,vedieť,علم
1342,sich erinnern an::V,pamätať si na,تذكر
1343,vergessen::V,zabudnuť,نسي
1344,messen::V,merať,قاس
1345,zählen::V,počítať,عد
1346,zählen::V,počítať,أحصى
1347,rechnen::V,rátať,حسب
1348,rechnen::V,počítať,حسب
1349,lesen::V,čítať,قرأ
1350,malen::V,maľovať,صور
1351,zeichnen::V,kresliť,رسم
1352,schreiben::V,písať,كتب
1353,besitzen::V,mať,حاز
1354,besitzen::V,mať,ملك
1355,besitzen::V,vlastniť,حاز
1356,besitzen::V,vlastniť,ملك
1357,kaufen::V,kúpiť,اشترى
1358,verkaufen::V,predať,باع
1359,bezahlen::V,zaplatiť,دفع
1360,zahlen::V,platiť,سدد
1361,beherrschen::V,ovládať,حكم
1362,ertragen::V,znášať,أطاق
1363,ertragen::V,znášať,تحمل
1364,ertragen::V,vydržať,أطاق
1365,ertragen::V,vydržať,تحمل
