,Concept_ID,pt,az
825,zuerst::ADV,primeiro,əvvəl
826,einmal::ADV,uma vez,bir dəfə
827,manchmal::ADV,às vezes,hərdənbir
828,oft::ADV,muitas vezes,tez-tez
829,oft::ADV,muitas vezes,çox vaxt
830,immer::ADV,sempre,daimi
831,immer::ADV,sempre,həmişə
832,niemals::ADV,nunca,əsla
833,niemals::ADV,nunca,heç bir zaman
834,hier::ADV,cá,bura
835,hier::ADV,cá,burada
836,hier::ADV,aqui,bura
837,hier::ADV,aqui,burada
838,hierhin::ADV,para cá,buraya
839,von hier::ADV,daqui,buradan
840,dort::ADV,lá,ora
841,dort::ADV,lá,orada
842,dort::ADV,ali,ora
843,dort::ADV,ali,orada
844,dorthin::ADV,lá,oraya
845,dorthin::ADV,para lá,oraya
846,geradeaus::ADV,em frente,düz
847,vorwärts::ADV,avante,irəli
848,rückwärts::ADV,para trás,geri
849,zurück::ADV,atrás,geriyə
850,unten::ADV,debaixo,aşağıda
851,unten::ADV,em baixo,aşağıda
852,hinab::ADV,para baixo,aşağı
853,oben::ADV,em cima,yuxarıda
854,hinauf::ADV,para cima,yuxarı
855,überall::ADV,em toda parte,hər yerdə
856,nicht::ADV,não,-ma-
857,ein wenig::ADV,um pouco,bir az
858,ein wenig::ADV,um bocado,bir az
859,kaum::ADV,apenas,güclə
860,sehr::ADV,muito,çox
861,so::ADV,tão,belə
862,so::ADV,assim,belə
863,noch::ADV,ainda,hələ
864,nur::ADV,só,yalnız
865,nur::ADV,apenas,yalnız
866,nur::ADV,somente,yalnız
867,schon::ADV,já,artıq
868,wieder::ADV,outra vez,yenə
869,vergebens::ADV,em vão,boş yerə
870,vor::PRP,diante de,önündə
871,hinter::PRP,atrás de,arxasında
872,unter::PRP,sob,altında
873,unter::PRP,debaixo de,altında
874,durch::PRP,por,içindən
875,durch::PRP,através de,içindən
876,neben::PRP,junto de,yanında
877,neben::PRP,ao lado de,yanında
878,zwischen::PRP,entre,arasında
879,wegen::PRP,por,üçün
880,wegen::PRP,por,ötəri
881,wegen::PRP,por causa de,üçün
882,wegen::PRP,por causa de,ötəri
883,dies::PRN,isto,bu
884,das::PRN,isso,o
885,das::PRN,aquilo,o
886,alles::PRN,todo,hər şey
887,ich::PRN,eu,mən
888,du::PRN,tu,sən
889,er::PRN,ele,o
890,wir::PRN,nós,biz
891,ihr::PRN,vós,siz
892,ihr::PRN,vocês,siz
893,sie::PRN,eles,onlar
894,was::FPRN,quê,nə
895,wer::FPRN,quem,kim
896,wo::FADV,onde,harada
897,wohin::FADV,aonde,haraya
898,wohin::FADV,para onde,haraya
899,wie::FADV,como,necə
900,warum::FADV,porquê,niyə
901,warum::FADV,porquê,nə üçün
902,warum::FADV,por que,niyə
903,warum::FADV,por que,nə üçün
904,wieviel::FNUM,quanto,neçə
905,wieviel::FNUM,quanto,nə qədər
906,eins::NUM,um,bir
907,zwei::NUM,dois,iki
908,drei::NUM,três,üç
909,vier::NUM,quatro,dörd
910,fünf::NUM,cinco,beş
911,sechs::NUM,seis,altı
912,sieben::NUM,sete,yeddi
913,acht::NUM,oito,səkkiz
914,neun::NUM,nove,doqquz
915,zehn::NUM,dez,on
916,elf::NUM,onze,on bir
917,zwölf::NUM,doze,on iki
918,zwanzig::NUM,vinte,iyirmi
919,dreißig::NUM,trinta,otuz
920,vierzig::NUM,quarenta,qırx
921,fünfzig::NUM,cinquenta,əlli
922,sechzig::NUM,sessenta,altmış
923,siebzig::NUM,setenta,yetmiş
924,achtzig::NUM,oitenta,səksən
925,neunzig::NUM,noventa,doxsan
926,hundert::NUM,cem,yüz
927,hundert::NUM,cento,yüz
928,tausend::NUM,mil,min
929,und::CNJ,e,və
930,oder::CNJ,ou,ya
931,stehen::V,estar em pé,durmaq
932,sitzen::V,estar sentado,oturmaq
933,liegen::V,jazer,uzanmaq
934,liegen::V,estar deitado,uzanmaq
935,hängen::V,pender,asılmaq
936,hängen::V,estar pendurado,asılmaq
937,werden::V,tornar-se,olmaq
938,passieren::V,acontecer,olmaq
939,passieren::V,acontecer,baş vermək
940,beginnen::V,começar,başlamaq
941,enden::V,acabar,bitmək
942,enden::V,terminar,bitmək
943,wechseln::V,variar,dəyişmək
944,wechseln::V,alternar,dəyişmək
945,aufgehen[Sonne]::V,nascer,doğmaq
946,untergehen[Sonne]::V,pôr-se,batmaq
947,scheinen[Sonne]::V,brilhar,parlamaq
948,donnern::V,trovejar,guruldamaq
949,wehen::V,soprar,əsmək
950,strömen::V,correr,axmaq
951,fließen::V,fluir,axmaq
952,sich drehen::V,girar,dönmək
953,schwanken::V,oscilar,yellənmək
954,schwingen::V,vibrar,yellənmək
955,fallen::V,cair,düşmek
956,brennen::V,arder,yanmaq
957,rauchen::V,fumegar,tüstüləmək
958,regnen::V,chover,yağmaq
959,gefrieren::V,gelar,donmaq
960,gefrieren::V,congelar,donmaq
961,tauen::V,derreter,ərimək
962,tauen::V,descongelar,ərimək
963,schmelzen::V,fundir-se,ərimək
964,trocknen::V,secar,qurumaq
965,sieden::V,ferver,qaynamaq
966,faulen::V,estragar-se,çürümək
967,verfaulen::V,apodrecer,çürümək
968,reißen::V,romper-se,yırtılmaq
969,versinken::V,afundar-se,batmaq
970,vergehen::V,passar,ötmək
971,erscheinen::V,aparecer,görünmək
972,verschwinden::V,desaparecer,yox olmaq
973,sinken::V,descer,enmək
974,abnehmen::V,diminuir,azalmaq
975,abnehmen::V,decrescer,azalmaq
976,zunehmen::V,crescer,artmaq
977,zunehmen::V,aumentar,artmaq
978,steigen::V,subir,yüksəlmək
979,wachsen::V,crescer,böyümək
980,glänzen::V,brilhar,parlamaq
981,funkeln::V,cintilar,parıldamaq
982,lärmen::V,fazer barulho,səs-küy etmək
983,läuten::V,chocalhar,çalmaq
984,klingeln::V,tocar,zəng etmək
985,klirren::V,tinir,cingildəmək
986,brausen::V,bramar,gurlamaq
987,rauschen::V,murmurar,xışıldamaq
988,rauschen::V,rumorejar,xışıldamaq
989,klingen::V,soar,səslənmək
990,bellen::V,ladrar,hürmək
991,heulen::V,uivar,ulamaq
992,blasen::V,soprar,üfləmək
993,pfeifen::V,assobiar,fit vermek
994,schreien::V,gritar,bağırmaq
995,schreien::V,gritar,qışqırmaq
996,stöhnen::V,gemer,inləmək
997,zittern::V,tremer,titrəmək
998,leben::V,viver,yaşamaq
999,geboren werden::V,nascer,doğmaq
1000,atmen::V,respirar,nəfəs almaq
1001,trinken::V,beber,içmek
1002,essen::V,comer,yemək
1003,schlucken::V,engolir,udmaq
1004,müde werden::V,cansar-se,yorulmaq
1005,einschlafen::V,adormecer,yuxuya getmək
1006,schlafen::V,dormir,uyumaq
1007,aufwachen::V,acordar,oyanmaq
1008,aufstehen::V,levantar-se,yuxudan durmaq
1009,sich erholen::V,descansar,dincəlmək
1010,krank werden::V,adoecer,xəstə olmaq
1011,krank werden::V,ficar doente,xəstə olmaq
1012,krank sein::V,estar doente,azarlanmaq
1013,krank sein::V,estar doente,xəstələnmək
1014,schmerzen::V,doer,ağrimaq
1015,husten::V,tossir,öksürmək
1016,genesen::V,convalescer,sağalmaq
1017,sterben::V,morrer,ölmək
1018,sterben::V,morrer,vəfat etmək
1019,umkommen::V,perecer,həlak olmaq
1020,sich bewegen::V,mover-se,hərəkət etmək
1021,sich rühren::V,mexer-se,tərpənmək
1022,sich erheben::V,levantar-se,qalxmaq
1023,sich setzen::V,sentar-se,oturmaq
1024,hinfallen::V,cair,yıxılmaq
1025,laufen::V,andar,yerimək
1026,laufen::V,caminhar,yerimək
1027,schreiten::V,andar,addım atmaq
1028,schreiten::V,caminhar,addım atmaq
1029,spazierengehen::V,passear,gəzmək
1030,eilen::V,apressar-se,atılmaq
1031,sich beeilen::V,apressar-se,tələsmək
1032,sich beeilen::V,despachar-se,tələsmək
1033,sausen::V,correr,çırpmaq
1034,rennen::V,correr,qaçmaq
1035,springen::V,saltar,sıçramaq
1036,klettern::V,trepar,dırmanmaq
1037,schaukeln::V,baloiçar,sallanmaq
1038,kriechen::V,rastejar,sürünmək
1039,kriechen::V,arrastar-se,sürünmək
1040,schwimmen::V,nadar,üzmek
1041,tauchen::V,mergulhar,dalmaq
1042,rudern::V,remar,avarlamaq
1043,fahren::V,ir,sürmək
1044,fliegen::V,voar,uçmaq
1045,gehen::V,ir,getmək
1046,gehen::V,andar,getmək
1047,weggehen::V,partir,getmək
1048,weggehen::V,ir-se embora,getmək
1049,abfahren::V,sair,yola düşmək
1050,abfahren::V,partir,yola düşmək
1051,anhalten::V,parar,saxlamaq
1052,hineingehen::V,entrar,girmək
1053,eintreten::V,entrar,girmək
1054,eintreten::V,entrar,daxil olmaq
1055,kommen::V,vir,gəlmək
1056,ankommen::V,chegar,gəlib çatmaq
1057,zurückkommen::V,voltar,qayıtmaq
1058,zurückkommen::V,regressar,qayıtmaq
1059,bleiben::V,ficar,qalmaq
1060,bleiben::V,permanecer,qalmaq
1061,warten::V,esperar,gözləmək
1062,erwarten::V,esperar,bəkləmək
1063,erwarten::V,aguardar,bəkləmək
1064,suchen::V,buscar,aramaq
1065,suchen::V,buscar,axtarmaq
1066,suchen::V,procurar,aramaq
1067,suchen::V,procurar,axtarmaq
1068,finden::V,achar,tapmaq
1069,finden::V,encontrar,tapmaq
1070,versuchen::V,tentar,çalışmaq
1071,vorbereiten::V,preparar,hazırlamaq
1072,lieben::V,amar,sevmək
1073,lieben::V,querer,sevmək
1074,mögen::V,gostar de,xoşlamaq
1075,lachen::V,rir,gülmək
1076,lachen::V,rir-se,gülmək
1077,rühren::V,comover,həyəcanlandırmaq
1078,weinen::V,chorar,ağlamaq
1079,schimpfen::V,ralhar,küfr etmək
1080,sich ärgern::V,zangar-se,acıqlanmaq
1081,sich fürchten::V,ter medo de,qorxmaq
1082,sich fürchten::V,ter receio de,qorxmaq
1083,fürchten::V,temer,qorxmaq
1084,fürchten::V,recear,qorxmaq
1085,fliehen::V,fugir,qaçmaq
1086,flüchten::V,refugiar-se,qaçmaq
1087,sehen::V,ver,görmək
1088,anschauen::V,olhar,baxmaq
1089,ansehen::V,mirar,baxmaq
1090,hören::V,ouvir,duymaq
1091,hören::V,ouvir,eşitmək
1092,zuhören::V,escutar,dinləmək
1093,probieren::V,provar,dadına baxmaq
1094,probieren::V,saborear,dadına baxmaq
1095,riechen::V,cheirar,qoxlamaq
1096,fühlen::V,sentir,duymaq
1097,scheinen::V,parecer,görünmək
1098,zu sehen sein::V,estar à vista,görünmək
1099,vernehmen::V,ouvir,eşitmək
1100,frieren::V,ter frio,üşümək
1101,tun::V,fazer,etmək
1102,können::V,saber,bilmək
1103,können::V,saber,bacarmaq
1104,wollen::V,querer,istəmək
1105,anfangen::V,iniciar,başlamaq
1106,beenden::V,acabar,bitirmək
1107,beenden::V,terminar,bitirmək
1108,aufhören::V,cessar,bitmək
1109,aufhören::V,cessar,qurtarmaq
1110,aufhören::V,desistir,bitmək
1111,aufhören::V,desistir,qurtarmaq
1112,gelingen::V,sair bem,müvəffəq olmaq
1113,gelingen::V,dar bom resultado,müvəffəq olmaq
1114,geraten::V,sair,düşmək
1115,geraten::V,dar resultado,düşmək
1116,öffnen::V,abrir,açmaq
1117,schließen::V,fechar,qapamaq
1118,stellen::V,pôr,qoymaq
1119,stellen::V,colocar,qoymaq
1120,setzen::V,pôr,oturtmaq
1121,setzen::V,meter,oturtmaq
1122,legen::V,pôr,qoymaq
1123,legen::V,meter,qoymaq
1124,berühren::V,tocar,toxunmaq
1125,verbinden::V,unir,bağlamaq
1126,verbinden::V,ligar,bağlamaq
1127,bedecken::V,cobrir,örtmək
1128,aufhängen::V,pendurar,asmaq
1129,anzünden::V,acender,yandırmaq
1130,aufheben::V,apanhar,qaldırmaq
1131,aufheben::V,levantar,qaldırmaq
1132,zurücklassen::V,deixar,buraxmaq
1133,verlieren::V,perder,itirmək
1134,fallen lassen::V,deixar cair,düşürmək
1135,machen::V,fazer,etmək
1136,herstellen::V,produzir,istehsal etmək
1137,bauen::V,edificar,tikmək
1138,bauen::V,construir,tikmək
1139,reparieren::V,reparar,təmir etmək
1140,reparieren::V,consertar,təmir etmək
1141,verbessern::V,melhorar,düzəltmək
1142,ändern::V,mudar,dəyişdirmək
1143,ändern::V,alterar,dəyişdirmək
1144,graben::V,cavar,qazımaq
1145,beugen::V,curvar,əymək
1146,biegen::V,vergar,bükmək
1147,drehen::V,girar,döndərmək
1148,wenden::V,virar,çevirmək
1149,wenden::V,voltar,çevirmək
1150,umdrehen::V,virar,çevirmək
1151,umdrehen::V,revolver,çevirmək
1152,heben::V,levantar,qaldırmaq
1153,hochheben::V,erguer,qaldırmaq
1154,hochheben::V,levantar,qaldırmaq
1155,ergreifen::V,apanhar,tutmaq
1156,halten::V,segurar,saxlamaq
1157,drücken::V,apertar,sıxmaq
1158,schieben::V,empurrar,sürmək
1159,kratzen::V,raspar,qaşımaq
1160,lecken::V,lamber,yalamaq
1161,beißen::V,morder,dişləmək
1162,abreißen::V,arrancar,qoparmaq
1163,abschneiden::V,talhar,ayırmaq
1164,binden::V,ligar,bağlamaq
1165,stecken::V,meter,soxmaq
1166,stecken::V,enfiar,soxmaq
1167,brechen::V,romper,qırmaq
1168,brechen::V,quebrar,qırmaq
1169,klopfen::V,bater,sındırmaq
1170,hauen::V,bater,vurmaq
1171,kleben::V,colar,apışdırmaq
1172,reiben::V,esfregar,ovmaq
1173,streichen::V,barrar,sürtmək
1174,schleifen::V,afiar,bülövləmək
1175,schneiden::V,cortar,kəsmək
1176,rütteln::V,sacudir,sirkələmək
1177,schütteln::V,abanar,çalxalamaq
1178,schütteln::V,sacudir,çalxalamaq
1179,schwenken::V,agitar,yelləmək
1180,schütten::V,deitar,tökmək
1181,füllen::V,encher,doldurmaq
1182,einwickeln::V,envolver,sarımaq
1183,einwickeln::V,embrulhar,sarımaq
1184,tragen::V,levar,daşımaq
1185,tragen::V,trazer,daşımaq
1186,schleppen::V,arrastar,sürükləmək
1187,ziehen::V,puxar,çəkmək
1188,aufbewahren::V,guardar,gizlətmək
1189,aufbewahren::V,conservar,gizlətmək
1190,werfen::V,lançar,atmaq
1191,fangen::V,apanhar,tutmaq
1192,packen::V,agarrar,yaxalamaq
1193,verstecken::V,esconder,gizlətmək
1194,teilen::V,partir,bölmək
1195,teilen::V,dividir,bölmək
1196,schicken::V,enviar,yollamaq
1197,schicken::V,enviar,göndərmək
1198,bringen::V,trazer,gətirmək
1199,hinzufügen::V,acrescentar,əlavə etmək
1200,bekommen::V,obter,almaq
1201,bekommen::V,obter,əldə etmək
1202,erhalten::V,receber,almaq
1203,nehmen::V,tomar,almaq
1204,wählen::V,eleger,seçmək
1205,wählen::V,escolher,seçmək
1206,auswählen::V,escolher,arımaq
1207,auswählen::V,seleccionar,arımaq
1208,bewahren::V,guardar,qorumaq
1209,bewahren::V,conservar,qorumaq
1210,behindern::V,impedir,mane olmaq
1211,verderben::V,estragar,pozmaq
1212,verderben::V,corromper,pozmaq
1213,beschädigen::V,danificar,zədələmək
1214,zerbrechen::V,romper,qırmaq
1215,zerbrechen::V,romper,sındırmaq
1216,zerbrechen::V,quebrar,qırmaq
1217,zerbrechen::V,quebrar,sındırmaq
1218,zerreißen::V,rasgar,yırtmaq
1219,zerstören::V,destruir,dağıtmaq
1220,verbrennen::V,queimar,yandırmaq
1221,geben::V,dar,vermək
1222,reichen::V,passar,uzatmaq
1223,schenken::V,oferecer,vermək
1224,versprechen::V,prometer,vəd vermək
1225,wünschen::V,desejar,arzulamaq
1226,loben::V,louvar,tərifləmək
1227,küssen::V,beijar,öpmək
1228,wiegen::V,embalar,tərpətmək
1229,zudecken::V,tapar,örtmək
1230,zudecken::V,cobrir,örtmək
1231,wecken::V,acordar,oyatmaq
1232,wecken::V,despertar,oyatmaq
1233,zeigen::V,mostrar,göstərmək
1234,führen::V,guiar,rəhbərlik etmək
1235,führen::V,conduzir,rəhbərlik etmək
1236,lehren::V,ensinar,öyrətmək
1237,unterrichten::V,instruir,öyrətmək
1238,unterrichten::V,instruir,dərs vermək
1239,aufziehen::V,criar,tərbiyə etmək
1240,leiten::V,dirigir,idarə etmək
1241,leiten::V,conduzir,idarə etmək
1242,antreiben::V,impelir,bizləmək
1243,lassen::V,fazer,-tırmaq
1244,einladen::V,convidar,dəvət etmək
1245,vereinigen::V,unir,birləşdirmək
1246,vereinigen::V,reunir,birləşdirmək
1247,besuchen::V,ir ver,baş çəkmək
1248,besuchen::V,ir ver,ziyarət etmək
1249,besuchen::V,visitar,baş çəkmək
1250,besuchen::V,visitar,ziyarət etmək
1251,treffen::V,encontrar,rastlaşmaq
1252,treffen::V,encontrar,rast gəlmək
1253,sich versammeln::V,reunir-se,toplanmaq
1254,spielen::V,jogar,oynamaq
1255,spielen::V,brincar,oynamaq
1256,singen::V,cantar,oxumaq
1257,tanzen::V,bailar,oynamaq
1258,tanzen::V,bailar,rəqs etmək
1259,sich trennen::V,apartar-se,ayrılmaq
1260,verlassen::V,deixar,tərk etmək
1261,verlassen::V,abandonar,tərk etmək
1262,retten::V,salvar,xilas etmək
1263,bewachen::V,vigiar,gözətmək
1264,bewachen::V,guardar,gözətmək
1265,schützen::V,proteger,qorumaq
1266,verteidigen::V,defender,qorumaq
1267,sich schlagen::V,brigar,döyüşmək
1268,sich schlagen::V,bater-se,döyüşmək
1269,schießen::V,disparar,atmaq
1270,schießen::V,disparar,atəş açmaq
1271,siegen::V,vencer,yenmək
1272,ärgern::V,irritar,acışdırmaq
1273,ärgern::V,aborrecer,acışdırmaq
1274,schlagen::V,bater,döymək
1275,treten::V,pisar,təpmək
1276,stechen::V,picar,soxmaq
1277,stoßen::V,empurrar,itələmək
1278,stehlen::V,furtar,çalmaq
1279,stehlen::V,furtar,oğurlamaq
1280,stören::V,perturbar,pozmaq
1281,belästigen::V,incomodar,narahat etmək
1282,belästigen::V,importunar,narahat etmək
1283,verbergen::V,ocultar,gizləmək
1284,verbergen::V,esconder,gizləmək
1285,täuschen::V,iludir,aldatmaq
1286,täuschen::V,enganar,aldatmaq
1287,betrügen::V,burlar,aldatmaq
1288,betrügen::V,enganar,aldatmaq
1289,töten::V,matar,öldürmək
1290,wohnen::V,morar,yaşamaq
1291,arbeiten::V,trabalhar,işləmək
1292,arbeiten::V,trabalhar,çalışmaq
1293,sammeln::V,recolher,yığmaq
1294,sammeln::V,recolher,toplamaq
1295,sammeln::V,coleccionar,yığmaq
1296,sammeln::V,coleccionar,toplamaq
1297,pflücken::V,colher,qoparmaq
1298,jagen::V,caçar,ovlamaq
1299,fischen::V,pescar,balıq tutmaq
1300,fassen::V,apanhar,tutmaq
1301,hüten::V,guardar,güdmək
1302,treiben::V,conduzir,haylamaq
1303,anbinden::V,atar,bağlamaq
1304,füttern::V,dar de comer a,bəsləmək
1305,melken::V,ordenhar,sağmaq
1306,hacken::V,rachar,yarmaq
1307,gießen::V,regar,sulamaq
1308,reifen::V,amadurecer,dəymək
1309,zubereiten::V,preparar,bişirmək
1310,kochen::V,cozer,qaynatmaq
1311,backen::V,cozer,bişirmək
1312,braten::V,assar,qızartmaq
1313,braten::V,fritar,qızartmaq
1314,umrühren::V,remexer,qarışdırmaq
1315,stricken::V,tricotar,hörmək
1316,stricken::V,fazer malha,hörmək
1317,nähen::V,coser,tikmək
1318,nähen::V,costurar,tikmək
1319,färben::V,tingir,boyamaq
1320,färben::V,colorir,boyamaq
1321,reinigen::V,limpar,təmizləmək
1322,reinigen::V,purificar,təmizləmək
1323,waschen::V,lavar,yumaq
1324,abwischen::V,limpar,silmək
1325,abwischen::V,esfregar,silmək
1326,spülen::V,lavar,çalxamaq
1327,spülen::V,enxaguar,çalxamaq
1328,fegen::V,varrer,süpürmək
1329,kehren::V,varrer,süpürmək
1330,baden::V,banhar,çimmək
1331,baden::V,tomar banho,çimmək
1332,sich waschen::V,lavar-se,yuyunmaq
1333,ausziehen::V,despir,soyunmaq
1334,anziehen::V,vestir,geymək
1335,sich anziehen::V,vestir-se,geyinmək
1336,kämmen::V,pentear,daramaq
1337,schmücken::V,adornar,bəzəmək
1338,sagen::V,dizer,demək
1339,sagen::V,dizer,söymek
1340,sprechen::V,falar,danışmaq
1341,reden::V,falar,danışmaq
1342,sich unterhalten::V,conversar,söhbət etmək
1343,fragen::V,perguntar,soruşmaq
1344,bitten::V,pedir,diləmək
1345,bitten::V,pedir,xahiş etmək
1346,erzählen::V,contar,bəhs etmək
1347,mitteilen::V,comunicar,bildirmək
1348,mitteilen::V,participar,bildirmək
1349,nennen::V,nomear,adlandırmaq
1350,nennen::V,apelidar,adlandırmaq
1351,rufen::V,chamar,çağırmaq
1352,prahlen::V,gabar-se,öyünmək
1353,prahlen::V,vangloriar-se,öyünmək
1354,übersetzen::V,traduzir,tərcümə etmək
1355,denken::V,pensar,düşünmək
1356,denken::V,pensar,fikirləşmək
1357,glauben::V,crer,inanmaq
1358,bemerken::V,notar,qeyd etmək
1359,bemerken::V,observar,qeyd etmək
1360,erkennen::V,reconhecer,tanımaq
1361,begreifen::V,apreender,anlamaq
1362,begreifen::V,compreender,anlamaq
1363,verstehen::V,entender,duymaq
1364,verstehen::V,compreender,duymaq
1365,lernen::V,aprender,öyrənmək
1366,wissen::V,saber,bilmək
1367,sich erinnern an::V,lembrar-se de,xatırlamaq
1368,sich erinnern an::V,recordar-se de,xatırlamaq
1369,vergessen::V,esquecer,unutmaq
1370,messen::V,medir,ölçmək
1371,zählen::V,contar,saymaq
1372,rechnen::V,calcular,hesablamaq
1373,lesen::V,ler,oxumaq
1374,malen::V,pintar,şəkil çəkmək
1375,zeichnen::V,desenhar,cızmaq
1376,schreiben::V,escrever,yazmaq
1377,besitzen::V,possuir,yiyələnmək
1378,besitzen::V,possuir,malik olmaq
1379,kaufen::V,comprar,satın almaq
1380,verkaufen::V,vender,satmaq
1381,bezahlen::V,pagar,ödəmək
1382,zahlen::V,pagar,ödəmək
1383,beherrschen::V,imperar,idarə etmək
1384,ertragen::V,suportar,dözmək
