,Concept_ID,en,la
884,zu sehen sein::V,show,conspici
885,vernehmen::V,hear,comperire
886,frieren::V,be cold,algere
887,tun::V,do,facere
888,können::V,can,posse
889,wollen::V,want,velle
890,anfangen::V,start,incipere
891,beenden::V,finish,finire
892,aufhören::V,stop,desistere
893,gelingen::V,succeed,contingere
894,geraten::V,turn out,evenire
895,öffnen::V,open,aperire
896,schließen::V,close,claudere
897,stellen::V,put,sistere
898,setzen::V,place,ponere
899,legen::V,lay,ponere
900,berühren::V,touch,tangere
901,verbinden::V,connect,iungere
902,bedecken::V,cover,tegere
903,bedecken::V,cover,operire
904,aufhängen::V,hang up,suspendere
905,anzünden::V,light,accendere
906,anzünden::V,light,inflammare
907,aufheben::V,pick up,tollere
908,zurücklassen::V,leave,relinquere
909,verlieren::V,lose,perdere
910,verlieren::V,lose,amittere
911,fallen lassen::V,drop,dimittere
912,machen::V,make,facere
913,herstellen::V,produce,fabricare
914,bauen::V,build,construere
915,reparieren::V,mend,reparare
916,verbessern::V,improve,emendare
917,ändern::V,alter,mutare
918,graben::V,dig,fodere
919,beugen::V,bow,flectere
920,biegen::V,bend,curvare
921,drehen::V,spin,torquere
922,wenden::V,turn,vertere
923,umdrehen::V,turn around,convertere
924,heben::V,raise,tollere
925,hochheben::V,lift,levare
926,ergreifen::V,seize,capessere
927,halten::V,hold,tenere
928,drücken::V,press,premere
929,schieben::V,push,promovere
930,kratzen::V,scrape,radere
931,lecken::V,lick,lambere
932,beißen::V,bite,mordere
933,abreißen::V,tear off,avellere
934,abschneiden::V,cut off,desecare
935,binden::V,tie,ligare
936,stecken::V,stick,inserere
937,brechen::V,break,rumpere
938,klopfen::V,knock,pultare
939,hauen::V,hit,ferire
940,kleben::V,glue,agglutinare
941,reiben::V,rub,terere
942,streichen::V,spread,oblinere
943,schleifen::V,grind,acuere
944,schneiden::V,cut,secare
945,rütteln::V,jolt,quassare
946,schütteln::V,shake,quatere
947,schwenken::V,swing,ventilare
948,schütten::V,pour,fundere
949,füllen::V,fill,complere
950,einwickeln::V,wrap,involvere
951,tragen::V,carry,ferre
952,tragen::V,carry,portare
953,schleppen::V,drag,pertrahere
954,ziehen::V,pull,trahere
955,aufbewahren::V,keep,asservare
956,werfen::V,throw,iacere
957,fangen::V,catch,capere
958,packen::V,grab,capessere
959,verstecken::V,hide,abdere
960,teilen::V,divide,partiri
961,teilen::V,divide,dividere
962,schicken::V,send,mittere
963,bringen::V,bring,apportare
964,hinzufügen::V,add,addere
965,bekommen::V,get,adipisci
966,erhalten::V,receive,accipere
967,nehmen::V,take,sumere
968,wählen::V,choose,eligere
969,auswählen::V,select,deligere
970,bewahren::V,preserve,conservare
971,behindern::V,hinder,impedire
972,verderben::V,spoil,corrumpere
973,beschädigen::V,damage,laedere
974,zerbrechen::V,break,rumpere
975,zerbrechen::V,break,frangere
976,zerreißen::V,tear,discindere
977,zerstören::V,destroy,delere
978,verbrennen::V,burn,urere
979,verbrennen::V,burn,cremare
980,geben::V,give,dare
981,reichen::V,hand,praebere
982,schenken::V,give,donare
983,schenken::V,give,largiri
984,versprechen::V,promise,polliceri
985,versprechen::V,promise,promittere
986,wünschen::V,wish,
987,loben::V,praise,laudare
988,küssen::V,kiss,osculari
989,wiegen::V,rock,
990,zudecken::V,cover,tegere
991,wecken::V,wake,excitare
992,zeigen::V,show,monstrare
993,führen::V,guide,ducere
994,lehren::V,teach,docere
995,unterrichten::V,instruct,instituere
996,aufziehen::V,bring up,nutrire
997,leiten::V,lead,ducere
998,antreiben::V,urge,incitare
999,lassen::V,let,iubere
1000,einladen::V,invite,invitare
1001,vereinigen::V,unite,coniungere
1002,besuchen::V,visit,visere
1003,treffen::V,meet,convenire
1004,sich versammeln::V,assemble,convenire
1005,spielen::V,play,ludere
1006,singen::V,sing,cantare
1007,tanzen::V,dance,saltare
1008,sich trennen::V,separate,digredi
1009,sich trennen::V,separate,discedere
1010,verlassen::V,leave,deserere
1011,verlassen::V,leave,relinquere
1012,retten::V,rescue,servare
1013,bewachen::V,guard,custodire
1014,schützen::V,protect,tueri
1015,schützen::V,protect,tutari
1016,verteidigen::V,defend,defendere
1017,sich schlagen::V,brawl,luctari
1018,schießen::V,shoot,iaculari
1019,siegen::V,win,vincere
1020,ärgern::V,annoy,irritare
1021,schlagen::V,beat,ferire
1022,treten::V,kick,calcare
1023,stechen::V,sting,pungere
1024,stoßen::V,shove,tundere
1025,stehlen::V,steal,furari
1026,stören::V,disturb,turbare
1027,belästigen::V,bother,obtundere
1028,verbergen::V,conceal,celare
1029,verbergen::V,conceal,occultare
1030,täuschen::V,deceive,fallere
1031,betrügen::V,cheat,fraudare
1032,töten::V,kill,necare
1033,töten::V,kill,caedere
1034,wohnen::V,dwell,habitare
1035,arbeiten::V,work,laborare
1036,sammeln::V,gather,colligere
1037,pflücken::V,pick,carpere
1038,jagen::V,hunt,venari
1039,fischen::V,fish,piscari
1040,fassen::V,catch,capere
1041,hüten::V,herd,custodire
1042,treiben::V,drive,agere
1043,anbinden::V,tie up,alligare
1044,füttern::V,feed,nutrire
1045,melken::V,milk,mulgere
1046,hacken::V,chop,findere
1047,gießen::V,water,rigare
1048,reifen::V,ripen,maturescere
1049,zubereiten::V,cook,apparare
1050,kochen::V,boil,coquere
1051,backen::V,bake,coquere
1052,braten::V,fry,torrere
1053,umrühren::V,stir,commovere
1054,stricken::V,knit,texere
1055,nähen::V,sew,suere
1056,färben::V,dye,tingere
1057,reinigen::V,clean,purgare
1058,waschen::V,wash,lavare
1059,abwischen::V,wipe,abstergere
1060,spülen::V,rinse,perluere
1061,fegen::V,sweep,verrere
1062,kehren::V,sweep,purgare
1063,baden::V,bath,lavari
1064,sich waschen::V,wash,lavari
1065,ausziehen::V,take off,exuere
1066,anziehen::V,put on,induere
1067,sich anziehen::V,get dressed,vestiri
1068,kämmen::V,comb,pectere
1069,schmücken::V,decorate,ornare
1070,schmücken::V,decorate,decorare
1071,sagen::V,say,dicere
1072,sprechen::V,speak,fari
1073,reden::V,talk,loqui
1074,sich unterhalten::V,chat,colloqui
1075,sich unterhalten::V,chat,disputare
1076,fragen::V,ask,rogare
1077,fragen::V,ask,quaerere
1078,bitten::V,request,orare
1079,bitten::V,request,rogare
1080,erzählen::V,tell,narrare
1081,mitteilen::V,convey,communicare
1082,nennen::V,name,appellare
1083,rufen::V,call,vocare
1084,prahlen::V,brag,gloriari
1085,übersetzen::V,translate,vertere
1086,denken::V,think,cogitare
1087,glauben::V,believe,credere
1088,bemerken::V,notice,animadvertere
1089,erkennen::V,recognize,cognoscere
1090,begreifen::V,grasp,comprehendere
1091,verstehen::V,understand,intellegere
1092,lernen::V,learn,discere
1093,wissen::V,know,scire
1094,sich erinnern an::V,remember,meminisse
1095,vergessen::V,forget,oblivisci
1096,messen::V,measure,metiri
1097,zählen::V,count,numerare
1098,rechnen::V,calculate,reri
1099,rechnen::V,calculate,calculare
1100,lesen::V,read,legere
1101,malen::V,paint,pingere
1102,zeichnen::V,draw,scribere
1103,schreiben::V,write,scribere
1104,besitzen::V,own,possidere
1105,kaufen::V,buy,emere
1106,verkaufen::V,sell,vendere
1107,bezahlen::V,pay for,pendere
1108,zahlen::V,pay,solvere
1109,beherrschen::V,rule,regere
1110,beherrschen::V,rule,imperare
1111,ertragen::V,endure,tolerare
1112,ertragen::V,endure,sustinere
