,Concept_ID,eu,lbe
751,weiß::A,zuri,кӏяласса
752,rot::A,gorri,ятӏулсса
753,gelb::A,hori,хъахъисса
754,blau::A,urdin,някӏсса
755,grün::A,berde,щюлисса
756,grün::A,musker,щюлисса
757,grau::A,urdin,оьрусса
758,grau::A,urdinabar,оьрусса
759,bunt::A,koloretsu,оьрчӏикӏурисса
760,billig::A,merke,кьювкьусса
761,teuer::A,garesti,ххирасса
762,wertvoll::A,baliotsu,багьасса
763,blind::A,itsu,мурчӏисса
764,taub::A,gor,къюкӏсса
765,kräftig::A,kementsu,гужсса
766,stark::A,bizkor,кьянкьасса
767,stark::A,indartsu,кьянкьасса
768,schwach::A,ahul,заэвсса
769,schwach::A,indargabe,заэвсса
770,fett::A,gizen,бучсса
771,schlank::A,lerden,бювхъусса
772,hübsch::A,polit,янусса
773,böse::A,tzar,оьсса
774,böse::A,gaizto,оьсса
775,dumm::A,lelo,ахӏмакьсса
776,dumm::A,pello,ахӏмакьсса
777,faul::A,nagi,танмалсса
778,faul::A,nagi,курчӏилсса
779,faul::A,alfer,танмалсса
780,faul::A,alfer,курчӏилсса
781,fleißig::A,maratz,хӏарачат бусса
782,fleißig::A,lanzale,хӏарачат бусса
783,geizig::A,zeken,янттарцӏансса
784,geizig::A,zikoitz,янттарцӏансса
785,klug::A,zuhur,аькьлу бусса
786,geschickt::A,trebe,паргалсса
787,geschickt::A,antzetsu,паргалсса
788,lieb::A,maite,аьзизсса
789,lieb::A,laztan,аьзизсса
790,lustig::A,alaitsu,тяхъасса
791,sanft::A,eme,иминсса
792,sanft::A,ezti,иминсса
793,hungrig::A,gose,ккашилсса
794,krank::A,eri,къашавайсса
795,krank::A,gaixo,къашавайсса
796,nackt::A,biluzi,кӏачӏасса
797,traurig::A,itun,пашмансса
798,traurig::A,betilun,пашмансса
799,lebendig::A,bizirik,уттавасса
800,gut::A,on,ххуйсса
801,schlecht::A,txar,оьккисса
802,richtig::A,zuzen,саргъунсса
803,schlimm::A,larri,оьккисса
804,wahr::A,egiazko,хӏакьсса
805,alt::A,zahar,кугьнасса
806,neu::A,berri,цӏусса
807,ehemalig::A,lehengo,хъхъичӏвасса
808,alt[Lebewesen]::A,adindun,агьилсса
809,jung::A,gazte,чӏавасса
810,jung::A,gazte,жагьилсса
811,arm::A,txiro,мискинсса
812,arm::A,behartsu,мискинсса
813,reich::A,dirudun,авадансса
814,bekannt::A,ezagun,дусъсса
815,berühmt::A,entzun,машгьурсса
816,berühmt::A,ospetsu,машгьурсса
817,fremd::A,arrotz,чил
818,verschieden::A,ezberdin,личӏи-личӏисса
819,verschieden::A,desberdin,личӏи-личӏисса
820,nah::A,hurre,гъансса
821,nah::A,hurbil,гъансса
822,fern::A,urrun,архсса
823,linker::A,ezker,кияхсса
824,linker::A,ezker,кюччахсса
825,rechter::A,eskuin,урчӏахсса
826,anderer::A,beste,цамур
827,erster::A,lehen,цалчинмур
828,erster::A,lehen,цалчиннсса
829,erster::A,aurren,цалчинмур
830,erster::A,aurren,цалчиннсса
831,zweiter::A,bigarren,кӏилчиимур
832,dritter::A,hirugarren,шамулчинмур
833,letzter::A,azken,махъва-махъмур
834,letzter::A,hondar,махъва-махъмур
835,allein::ADV,bakarrik,ялгъузну
836,auf einmal::ADV,batera,
837,zusammen::ADV,elkarrekin,цачӏу
838,zusammen::ADV,elkarrekin,архӏал
839,lange::ADV,luzaro,батӏи къабуклай
840,lange::ADV,luzaro,хъунмасса хӏаллай
841,plötzlich::ADV,bat-batean,цакуну
842,sofort::ADV,berehala,мугьлат бакъа
843,später::ADV,gero,махъ
844,jetzt::ADV,orain,утти
845,jetzt::ADV,orain,цӏана
846,heute::ADV,gaur,хӏакьину
847,morgen::ADV,bihar,гьуит
848,morgen::ADV,bihar,гьунттий
849,bald::ADV,aurki,
850,bald::ADV,laster,
851,dann::ADV,ondoren,яла
852,gestern::ADV,atzo,лахьхьу
853,einst::ADV,antzina,
854,damals::ADV,orduan,та чӏумал
855,danach::ADV,gerora,яла
856,danach::ADV,ondoren,яла
857,vorher::ADV,lehenago,хьхьнчӏ
858,vorher::ADV,lehenago,хьхьичӏва
859,zuerst::ADV,aurrena,бакӏрай
860,zuerst::ADV,aurrena,цӏу бутӏуй
861,zuerst::ADV,lehenbizi,бакӏрай
862,zuerst::ADV,lehenbizi,цӏу бутӏуй
863,einmal::ADV,behin,цал
864,einmal::ADV,aldi bat,цал
865,manchmal::ADV,batzuetan,ваксса-таксса
866,manchmal::ADV,zenbaitetan,ваксса-таксса
867,oft::ADV,maiz,чӏявуну
868,oft::ADV,askotan,чӏявуну
869,immer::ADV,beti,мудан
870,immer::ADV,beti,даиман
871,niemals::ADV,inoiz ez,тачӏав
872,niemals::ADV,sekula ez,тачӏав
873,hier::ADV,hemen,шикку
874,hierhin::ADV,hona,шиккун
875,von hier::ADV,hemendik,шичча
876,von hier::ADV,honetatik,шичча
877,dort::ADV,han,гикку
878,dorthin::ADV,hara,тиккун
879,geradeaus::ADV,artez,тӏайланм
880,vorwärts::ADV,aurrera,хьхьичӏунмай
881,rückwärts::ADV,atzera,махъа-хьхьичӏунмай
882,rückwärts::ADV,atzerantz,махъа-хьхьичӏунмай
883,zurück::ADV,atzera,махъунмай
884,unten::ADV,behean,лув
885,hinab::ADV,behera,бакӏ-ялавай
886,hinab::ADV,behera,бакӏъялавай
887,hinab::ADV,beherantz,бакӏ-ялавай
888,hinab::ADV,beherantz,бакӏъялавай
889,oben::ADV,goian,ялув
890,hinauf::ADV,gora,лавай
891,hinauf::ADV,gorantz,лавай
892,überall::ADV,edonon,гьариий
893,überall::ADV,edonon,хьу-хьуний
894,überall::ADV,edonon,гьарца кӏанай
895,nicht::ADV,ez,къа-
896,ein wenig::ADV,apur bat,чанни
897,ein wenig::ADV,apur bat,ца чансса
898,ein wenig::ADV,pixka bat,чанни
899,ein wenig::ADV,pixka bat,ца чансса
900,kaum::ADV,ozta,дахьа
901,kaum::ADV,nekez,дахьа
902,sehr::ADV,oso,оьну
903,sehr::ADV,oso,гужну
904,sehr::ADV,oso,хъинну
905,so::ADV,hala,укукн
906,so::ADV,honela,укукн
907,noch::ADV,oraindik,гьала
908,noch::ADV,oraindik,уттигу
909,noch::ADV,oraindik,цакьинва
910,noch::ADV,oraindik,ттигу-шилагу
911,nur::ADV,bakarrik,анжагь
912,schon::ADV,ja,
913,schon::ADV,jada,
914,wieder::ADV,berriro,цӏуницӏа
915,vergebens::ADV,alferrik,аьдада
916,vergebens::ADV,alferrik,нахӏакь
917,vor::PRP,aurrean,хьхьичӏ
918,hinter::PRP,ostean,махъ
919,hinter::PRP,gibelean,махъ
920,unter::PRP,pean,лув
921,unter::PRP,azpian,лув
922,durch::PRP,zehar,-х
923,neben::PRP,ondoan,чӏарав
924,neben::PRP,aldamenean,чӏарав
925,zwischen::PRP,artean,дянив
926,wegen::PRP,-gatik,цӏаний
927,dies::PRN,hau,ва
928,das::PRN,hura,та
929,das::PRN,hura,кӏа
930,das::PRN,hura,га
931,alles::PRN,dena,щала
932,ich::PRN,ni,на
933,du::PRN,zu,ина
934,er::PRN,bera,му
935,wir::PRN,gu,жу
936,ihr::PRN,zuek,зу
937,sie::PRN,berak,
938,was::FPRN,zer,ци
939,wer::FPRN,nor,цу
940,wo::FADV,non,чув
941,wohin::FADV,nora,чун
942,wie::FADV,nola,цукун
943,wie::FADV,zelan,цукун
944,warum::FADV,zeren,цан
945,warum::FADV,zergatik,цан
946,wieviel::FNUM,zenbat,циксса
947,eins::NUM,bat,ца
948,zwei::NUM,bi,кӏива
949,zwei::NUM,biga,кӏива
950,drei::NUM,hiru,шамма
951,vier::NUM,lau,мукьа
952,vier::NUM,lau,мукьва
953,fünf::NUM,bost,ххюва
954,sechs::NUM,sei,ряхва
955,sieben::NUM,zazpi,арула
956,acht::NUM,zortzi,мяйва
957,neun::NUM,bederatzi,урчӏва
958,zehn::NUM,hamar,ацӏва
959,elf::NUM,hamaika,ацӏния цава
960,zwölf::NUM,hamabi,ацӏиия кӏива
961,zwanzig::NUM,hogei,кьува
962,dreißig::NUM,hogeita hamar,зувира
963,vierzig::NUM,berrogei,мукьцӏала
964,fünfzig::NUM,berrogeita hamar,ххюцӏала
965,sechzig::NUM,hirurogei,ряхцӏала
966,siebzig::NUM,hirurogeita hamar,
967,achtzig::NUM,laurogei,мяйцӏала
968,neunzig::NUM,laurogeita hamar,урчӏцӏала
969,hundert::NUM,ehun,ттурш
970,hundert::NUM,ehun,ттуршва
971,tausend::NUM,mila,азарва
972,und::CNJ,eta,-гу
973,oder::CNJ,edo,я
974,oder::CNJ,edo,ягу
975,stehen::V,zutik egon,ацӏан
976,sitzen::V,eserita egon,щяивкӏун икӏан
977,liegen::V,etzan,утту нвхьуну икӏан
978,hängen::V,eskegita egon,зурчӏай тӏун
979,hängen::V,zintzilik egon,зурчӏай тӏун
980,werden::V,bihurtu,хьун
981,werden::V,bilakatu,хьун
982,passieren::V,pasatu,хьун
983,passieren::V,gertatu,хьун
984,beginnen::V,hasi,дайдишин
985,beginnen::V,hasi,дайдирхьуну дикӏан
986,enden::V,bukatu,къуртал дан
987,wechseln::V,aldatu,даххана хьун
988,wechseln::V,aldatu,даххана дуллан
989,aufgehen[Sonne]::V,ilki,буклай бур
990,aufgehen[Sonne]::V,sortu,буклай бур
991,untergehen[Sonne]::V,sartu,лаглай бур
992,scheinen[Sonne]::V,eguzkia egon,битан
993,scheinen[Sonne]::V,eguzkia egon,чани буллан
994,donnern::V,trumoia jo,тӏий бур
995,wehen::V,haizea ibili,бишлай бур
996,strömen::V,zorrotadaka isuri,экьинан
997,fließen::V,isuri,экьинан
998,sich drehen::V,biratu,гьанан
999,schwanken::V,zabuka ibili,хъюлчу тӏун
1000,schwanken::V,zabuka ibili,хӏуркку тӏун
1001,schwingen::V,kulunkatu,хъюлчай тӏун
1002,schwingen::V,kulunkatu,хъюлчу тӏун
1003,fallen::V,erori,багьлан
1004,brennen::V,sutan egon,ччучлан
1005,rauchen::V,kea bota,пуркӏу тӏун
1006,regnen::V,euria ari izan,лачӏун
1007,regnen::V,euria ari izan,лачIлай дур
1008,gefrieren::V,izoztu,микӏ лачӏун
1009,gefrieren::V,hormatu,микӏ лачӏун
1010,tauen::V,gesaldu,баслан
1011,schmelzen::V,urtu,баслан
1012,trocknen::V,idortu,кьакьан
1013,trocknen::V,lehortu,кьакьан
1014,sieden::V,irakin,щаран
1015,faulen::V,hirotu,аьллан
1016,faulen::V,usteldu,аьллан
1017,verfaulen::V,hirotu,аьллан
1018,verfaulen::V,hirotu,аьян
1019,verfaulen::V,usteldu,аьллан
1020,verfaulen::V,usteldu,аьян
1021,reißen::V,eten,ххя дукан
1022,reißen::V,tarrat egin,ххя дукан
1023,versinken::V,urperatu,оькьлан
1024,versinken::V,urperatu,оькьан
1025,vergehen::V,iragan,лялиян
1026,erscheinen::V,agertu,буккан
1027,erscheinen::V,agertu,загьир хьун
1028,verschwinden::V,desagertu,бат хьун
1029,verschwinden::V,desagertu,акъа хьун
1030,sinken::V,beheititu,чахь учин
1031,abnehmen::V,gutxitu,чан хьун
1032,abnehmen::V,gutxitu,ссуссукьу хьун
1033,abnehmen::V,beheratu,чан хьун
1034,abnehmen::V,beheratu,ссуссукьу хьун
1035,zunehmen::V,gora egin,гьарза хьун
1036,steigen::V,igo,гьаз хьун
1037,wachsen::V,hazi,ххяххан
1038,glänzen::V,distiratu,цӏай буккан
1039,funkeln::V,izarniatu,цӏай-цӏай тӏун
1040,lärmen::V,zarata atera,чӏу буллан
1041,lärmen::V,zarata atera,аьлагъужа буллан
1042,läuten::V,jo,занг ришлан
1043,läuten::V,jo,занг дуллан
1044,läuten::V,hots egin,занг ришлан
1045,läuten::V,hots egin,занг дуллан
1046,klingeln::V,txirrina jo,занг ришлан
1047,klingeln::V,txirrina jo,занг дуллан
1048,klirren::V,tintin egin,
1049,brausen::V,marru egin,никъащилан
1050,rauschen::V,fir-fir egin,щурщур тӏун
1051,klingen::V,soinu egin,чӏу буклан
1052,bellen::V,zaunkatu,хӏап тӏун
1053,heulen::V,ulu egin,
1054,heulen::V,uhuri egin,
1055,blasen::V,ufa egin,уф тӏун
1056,blasen::V,putz egin,уф тӏун
1057,pfeifen::V,txistu egin,щютӏа тӏун
1058,schreien::V,oihu egin,чӏу бан
1059,schreien::V,garrasi egin,чӏу бан
1060,stöhnen::V,intziri egin,угь-къак тӏун
1061,zittern::V,ikara egin,зурзу чин
1062,zittern::V,ikara egin,зурзу тӏун
1063,zittern::V,dar-dar egin,зурзу чин
1064,zittern::V,dar-dar egin,зурзу тӏун
1065,leben::V,bizi izan,ялапар хъанан
1066,geboren werden::V,jaio,ан
1067,atmen::V,hats egin,ссихӏ ласлан
1068,atmen::V,hats egin,ссихӏ бигьлан
1069,atmen::V,arnasa egin,ссихӏ ласлан
1070,atmen::V,arnasa egin,ссихӏ бигьлан
1071,trinken::V,edan,хӏачӏан
1072,trinken::V,edan,хӏачӏлан
1073,essen::V,jan,канан
1074,schlucken::V,irentsi,кьюлтӏа тӏун
1075,müde werden::V,unatu,аьхчӏин
1076,müde werden::V,nekatu,аьхчӏин
1077,einschlafen::V,lokartu,шанан икӏан
1078,schlafen::V,lo egin,шанан
1079,aufwachen::V,esnatu,чантӏ учин
1080,aufwachen::V,atzarri,чантӏ учин
1081,aufstehen::V,jaiki,бизан
1082,sich erholen::V,atseden egin,бигьалаган
1083,krank werden::V,gaixotu,къашай хьун
1084,krank sein::V,eri izan,къашай хъанан
1085,krank sein::V,eri izan,къашавай икӏан
1086,krank sein::V,gaixo izan,къашай хъанан
1087,krank sein::V,gaixo izan,къашавай икӏан
1088,schmerzen::V,min egin,цӏун
1089,husten::V,eztul egin,хъугьу чин
1090,husten::V,eztul egin,хъугьу тӏун
1091,genesen::V,osatu,хъин хьун
1092,genesen::V,osatu,сагъ лаган
1093,sterben::V,hil,ивчӏан
1094,sterben::V,zendu,ивчӏан
1095,umkommen::V,istripuz hil,лиллан
1096,umkommen::V,istripuz hil,литӏлан
1097,umkommen::V,istripuz hil,ажал биян
1098,umkommen::V,istripuz hil,личӏи хьун
1099,umkommen::V,istripuz hil,иакьлу хьун
1100,umkommen::V,istripuz hil,ахир жан хъанан
1101,umkommen::V,istripuz hil,рухӏирачӏа икӏан
1102,sich bewegen::V,higitu,сукку хьун
1103,sich rühren::V,zirkin egin,сукку хьун
1104,sich erheben::V,zutitu,бизан
1105,sich erheben::V,altxatu,бизан
1106,sich setzen::V,eseri,щяикӏан
1107,sich setzen::V,eseri,щябикӏан
1108,sich setzen::V,jesarri,щяикӏан
1109,sich setzen::V,jesarri,щябикӏан
1110,hinfallen::V,erori,багьан
1111,laufen::V,ibili,занан
1112,schreiten::V,oinkatu,ша ласлан
1113,spazierengehen::V,paseatu,сайр буллан
1114,spazierengehen::V,ostera bat egin,сайр буллан
1115,eilen::V,lasterkatu,анавар буккан
1116,sich beeilen::V,lehiatu,анавар буккан
1117,sausen::V,ziztu bizian joan,никъа щилан
1118,sausen::V,ziztu bizian joan,никъа щун
1119,rennen::V,lasterka egin,лечлан
1120,springen::V,jauzi egin,тӏанкӏ дан
1121,klettern::V,igo,лахълан
1122,schaukeln::V,zabu egin,гьайжак бигьлан
1123,schaukeln::V,zanbulu egin,гьайжак бигьлан
1124,kriechen::V,narras egin,ххярк тӏун
1125,schwimmen::V,igerikatu,гьузун
1126,schwimmen::V,igeri egin,гьузун
1127,tauchen::V,murgildu,лултту уккан
1128,tauchen::V,pulunpatu,лултту уккан
1129,rudern::V,bogatu,бяхлан
1130,rudern::V,bogatu,батӏлан
1131,rudern::V,bogatu,ххялаххи дуклан
1132,rudern::V,arraun egin,бяхлан
1133,rudern::V,arraun egin,батӏлан
1134,rudern::V,arraun egin,ххялаххи дуклан
1135,fahren::V,joan,гьан
1136,fliegen::V,hegaldatu,лехлан
1137,fliegen::V,hegan egin,лехлан
1138,gehen::V,joan,нан
1139,weggehen::V,alde egin,ялагьан
1140,abfahren::V,abiatu,гьан
1141,anhalten::V,geratu,бацӏан
1142,anhalten::V,gelditu,бацӏан
1143,hineingehen::V,sartu,буххан
1144,eintreten::V,sartu,буххан
1145,kommen::V,etorri,учӏан
1146,ankommen::V,heldu,биян
1147,ankommen::V,heldu,бучӏан
1148,ankommen::V,iritsi,биян
1149,ankommen::V,iritsi,бучӏан
1150,zurückkommen::V,itzuli,зана хъун
1151,zurückkommen::V,itzuli,зана бикӏан
1152,bleiben::V,gelditu,личӏан
1153,warten::V,itxaron,ялугьлан
1154,warten::V,zain egon,ялугьлан
1155,erwarten::V,iguriki,ялугьлан
1156,suchen::V,bilatu,луглан
1157,finden::V,idoro,лякъин
1158,finden::V,aurkitu,лякъин
1159,versuchen::V,saiatu,ххал буллан
1160,versuchen::V,ahalegindu,ххал буллан
1161,vorbereiten::V,gertatu,хӏадур бан
1162,lieben::V,maitatu,эшкьи хьуиу бикӏан
1163,lieben::V,maite izan,эшкьи хьуиу бикӏан
1164,mögen::V,laket izan,ххиран бикӏан
1165,mögen::V,atsegin izan,ххиран бикӏан
1166,lachen::V,irri egin,хъян
1167,lachen::V,barre egin,хъян
1168,rühren::V,hunkitu,
1169,weinen::V,negar egin,аьтӏун
1170,schimpfen::V,erneguka ari izan,дяъван
1171,schimpfen::V,erneguka ari izan,ссугайи агьан
1172,sich ärgern::V,ernegatu,ссибизлан
1173,sich ärgern::V,haserretu,ссибизлан
1174,sich fürchten::V,beldur izan,ингъауслан
1175,fürchten::V,beldur izan,хӏучӏ тӏун
1176,fliehen::V,ihes egin,ака бан
1177,flüchten::V,ihes egin,лихъан
1178,sehen::V,ikusi,чӏалан
1179,anschauen::V,begietsi,урган
1180,ansehen::V,begiratu,буруглан
1181,hören::V,aditu,баллан
1182,zuhören::V,entzun,вичӏи дихьлан
1183,probieren::V,dastatu,тӏин ххал буллан
1184,riechen::V,usnatu,ссунтӏа тӏун
1185,riechen::V,usaindu,ссунтӏа тӏун
1186,fühlen::V,sentitu,дакӏнил буслан
1187,scheinen::V,iruditu,ххан
1188,scheinen::V,iruditu,бизан
1189,scheinen::V,iruditu,ххан бикӏлай бикӏан
1190,scheinen::V,begitandu,ххан
1191,scheinen::V,begitandu,бизан
1192,scheinen::V,begitandu,ххан бикӏлай бикӏан
1193,zu sehen sein::V,azaldu,
1194,vernehmen::V,aditu,баян
1195,frieren::V,hotz izan,лигьулул хъанан
1196,tun::V,egin,бан
1197,können::V,ahal izan,хьун
1198,wollen::V,nahi izan,
1199,anfangen::V,hasi,дайдишин
1200,beenden::V,bukatu,къуртал бан
1201,aufhören::V,utzi,кьабагьан
1202,gelingen::V,lortu,бюхъан
1203,geraten::V,heldu,
1204,öffnen::V,ireki,тӏитӏин
1205,öffnen::V,zabaldu,тӏитӏин
1206,schließen::V,itxi,лакьин
1207,stellen::V,ipini,дацӏан дан
1208,stellen::V,ipini,бишин
1209,setzen::V,jesarri,щяитан
1210,legen::V,jarri,бишин
1211,berühren::V,ukitu,ка щун
1212,verbinden::V,uztartu,бахӏин
1213,verbinden::V,uztartu,дахӏин
1214,bedecken::V,estali,ялтту бущин
1215,bedecken::V,estali,ялтту бакьин
1216,aufhängen::V,eseki,лахъан
1217,aufhängen::V,eskegi,лахъан
1218,anzünden::V,piztu,лахъан
1219,aufheben::V,jaso,гьаз бан
1220,zurücklassen::V,atzean utzi,кьаитан
1221,zurücklassen::V,atzean utzi,битан
1222,verlieren::V,galdu,дакъа дан
1223,fallen lassen::V,erortzen utzi,рутан
1224,machen::V,egin,дан
1225,herstellen::V,ekoiztu,яраг ишла бувиу бан
1226,bauen::V,eraiki,дан
1227,reparieren::V,konpondu,дакьин дан
1228,verbessern::V,hobetu,ххуй дан
1229,ändern::V,mudatu,баххана бан
1230,graben::V,aitzurtu,дуклан
1231,beugen::V,makurtu,лахӏан бан
1232,beugen::V,makurtu,кьус бикӏан
1233,biegen::V,malgutu,баччин
1234,biegen::V,malgutu,лахӏан бан
1235,biegen::V,makolatu,баччин
1236,biegen::V,makolatu,лахӏан бан
1237,drehen::V,jiratu,гьанан
1238,wenden::V,bihurtu,кӏура баен бан
1239,umdrehen::V,biratu,кӏура баен бан
1240,umdrehen::V,alderantzikatu,кӏура баен бан
1241,heben::V,jaso,гьаз бан
1242,heben::V,goratu,гьаз бан
1243,hochheben::V,goratu,гьаз бан
1244,hochheben::V,altxatu,гьаз бан
1245,ergreifen::V,oratu,хъап дан
1246,ergreifen::V,oratu,хъап увиу угьан
1247,halten::V,eutsi,бугьлан
1248,drücken::V,sakatu,кьюч бигьлан
1249,schieben::V,bultzatu,щун
1250,kratzen::V,hatz egin,
1251,kratzen::V,hazka egin,
1252,lecken::V,miaztu,ланцӏа тӏун
1253,lecken::V,lamikatu,ланцӏа тӏун
1254,beißen::V,hozka egin,хъапа тӏун
1255,beißen::V,hozka egin,кьацӏа тӏун
1256,beißen::V,ausiki egin,хъапа тӏун
1257,beißen::V,ausiki egin,кьацӏа тӏун
1258,abreißen::V,kendu,буцан
1259,abschneiden::V,moztu,бухъан
1260,abschneiden::V,moztu,кьукьин
1261,abschneiden::V,pikatu,бухъан
1262,abschneiden::V,pikatu,кьукьин
1263,binden::V,lotu,бахӏин
1264,binden::V,lotu,дахӏин
1265,binden::V,estekatu,бахӏин
1266,binden::V,estekatu,дахӏин
1267,stecken::V,sartu,
1268,brechen::V,apurtu,гъагъан
1269,klopfen::V,jo,кьутӏа тӏун
1270,hauen::V,jo,рищун
1271,kleben::V,itsatsi,лачӏун буллан
1272,reiben::V,igurtzi,ссуку буллан
1273,streichen::V,igurtzi,дугъан
1274,streichen::V,igurtzi,аьгъу дан
1275,schleifen::V,zorroztu,
1276,schneiden::V,moztu,духълан
1277,schneiden::V,moztu,кьукьлан
1278,rütteln::V,astindu,
1279,rütteln::V,inarrosi,
1280,schütteln::V,astindu,хъюлчу буллан
1281,schütteln::V,inarrosi,хъюлчу буллан
1282,schwenken::V,zabukatu,палцӏ дуллан
1283,schütten::V,isuri,рутӏин
1284,füllen::V,bete,буцӏин бан
1285,einwickeln::V,bildu,кай-кай бан
1286,tragen::V,eroan,ларсун занан
1287,tragen::V,eroan,ларсун ачин
1288,tragen::V,eraman,ларсун занан
1289,tragen::V,eraman,ларсун ачин
1290,schleppen::V,narrastu,ххилан
1291,schleppen::V,herrestatu,ххилан
1292,ziehen::V,tira egin,
1293,aufbewahren::V,gorde,ядан
1294,aufbewahren::V,gorde,ядуллан
1295,werfen::V,jaurti,личин
1296,werfen::V,aurtiki,личин
1297,fangen::V,atzeman,бугьан
1298,fangen::V,atzeman,бугьлан
1299,packen::V,heldu,
1300,verstecken::V,ostendu,ладитан
1301,verstecken::V,ostendu,кьюлтӏ дан
1302,verstecken::V,ostendu,дахьлаган дан
1303,verstecken::V,ezkutatu,ладитан
1304,verstecken::V,ezkutatu,кьюлтӏ дан
1305,verstecken::V,ezkutatu,дахьлаган дан
1306,teilen::V,zatitu,бачӏин
1307,teilen::V,zatitu,бутӏа бан
1308,schicken::V,bidali,тӏайла буккан
1309,bringen::V,ekarri,диян дан
1310,hinzufügen::V,eratxiki,ххи бан
1311,hinzufügen::V,gaineratu,ххи бан
1312,bekommen::V,jaso,ласун
1313,erhalten::V,jaso,ласун
1314,nehmen::V,hartu,ласун
1315,wählen::V,hautatu,бувчӏин
1316,wählen::V,aukeratu,бувчӏин
1317,auswählen::V,hautatu,бувчӏин
1318,auswählen::V,hautatu,язи бугьан
1319,auswählen::V,aukeratu,бувчӏин
1320,auswählen::V,aukeratu,язи бугьан
1321,bewahren::V,begiratu,ядан
1322,behindern::V,oztopatu,дайщишруду дуллан
1323,verderben::V,hondatu,зия дан
1324,beschädigen::V,akastu,зарал буллан
1325,zerbrechen::V,apurtu,гьагъан
1326,zerbrechen::V,apurtu,гьагъан бан
1327,zerreißen::V,zarratatu,ххяхха дуккан
1328,zerstören::V,suntsitu,лекьан дан
1329,verbrennen::V,erre,ччуччин
1330,verbrennen::V,kiskali,ччуччин
1331,geben::V,eman,дулун
1332,reichen::V,luzatu,дулун
1333,reichen::V,helarazi,дулун
1334,schenken::V,oparitu,пишкаш дан
1335,schenken::V,oparitu,багъишла дан
1336,schenken::V,oparitu,ихӏсандалун дуллун
1337,versprechen::V,agindu,банна чин
1338,wünschen::V,opatu,
1339,wünschen::V,opetsi,
1340,loben::V,laudatu,цӏа дан
1341,loben::V,goraipatu,цӏа дан
1342,küssen::V,musu eman,ппай тӏун
1343,wiegen::V,kulunkatu,гьуркку тӏун
1344,wiegen::V,kulunkatu,гьуркку буллан
1345,wiegen::V,kulunkatu,гьуркку бан
1346,zudecken::V,estali,
1347,wecken::V,esnatu,чантӏ учин ан
1348,wecken::V,iratzartu,чантӏ учин ан
1349,zeigen::V,erakutsi,ккаккан бан
1350,führen::V,gidatu,буцин
1351,lehren::V,irakatsi,лахьхьин бан
1352,lehren::V,irakatsi,лахьхьин буллан
1353,unterrichten::V,eskolak eman,дарс дишаван
1354,aufziehen::V,hazi,хъуна ан
1355,aufziehen::V,hazi,тарбия ан
1356,leiten::V,arteztu,каялувшиву дан
1357,antreiben::V,bulkatu,
1358,lassen::V,-arazi,
1359,einladen::V,gonbidatu,хъамалу оьвчин
1360,vereinigen::V,batu,ца бан
1361,vereinigen::V,bateratu,ца бан
1362,besuchen::V,ikustatu,ялун уххан
1363,treffen::V,topatu,хьуна бакьин
1364,sich versammeln::V,bildu,батӏин
1365,spielen::V,jolastu,тӏуркӏу тӏун
1366,singen::V,abestu,балай тӏун
1367,singen::V,kantatu,балай тӏун
1368,tanzen::V,dantzatu,къавтӏун
1369,tanzen::V,dantzan egin,къавтӏун
1370,sich trennen::V,banandu,ппив хьун
1371,verlassen::V,utzietsi,увккун гьан
1372,retten::V,salbatu,ххассал бан
1373,retten::V,gaizkatu,ххассал бан
1374,bewachen::V,jagon,къарал бан
1375,bewachen::V,zaindu,къарал бан
1376,schützen::V,babestu,ябан
1377,schützen::V,gerizatu,ябан
1378,verteidigen::V,aldeztu,буруччин
1379,sich schlagen::V,elkar jo,биян
1380,sich schlagen::V,elkar borrokatu,биян
1381,schießen::V,tiro egin,битлан
1382,siegen::V,irabazi,ххув хьун
1383,siegen::V,irabazi,ххувшаву ласун
1384,ärgern::V,ernegatu,ссибизан уллан
1385,ärgern::V,haserretu,ссибизан уллан
1386,schlagen::V,jo,рищун
1387,schlagen::V,erauntsi,рищун
1388,treten::V,zapaldu,
1389,treten::V,ostiaktu,
1390,stechen::V,sastatu,кьутӏин
1391,stoßen::V,bultzatu,щун
1392,stehlen::V,ostu,дацин
1393,stehlen::V,lapurtu,дацин
1394,stören::V,galarazi,кьючин
1395,belästigen::V,gohaindu,бизар уллан
1396,belästigen::V,alamena eman,бизар уллан
1397,verbergen::V,ezkutatu,лабитан
1398,verbergen::V,ezkutatu,кӏучӏ бан
1399,täuschen::V,tronpatu,хъяврин ан
1400,täuschen::V,engainatu,хъяврин ан
1401,betrügen::V,iruzurtu,аьикьин ан
1402,töten::V,hil,ивчӏан
1403,töten::V,heriotza eman,ивчӏан
1404,wohnen::V,bizi izan,оьрму бутлан
1405,arbeiten::V,lan egin,зун
1406,arbeiten::V,behar egin,зун
1407,sammeln::V,bildu,ттихӏин
1408,sammeln::V,bildu,вив дишин
1409,sammeln::V,bildumatu,ттихӏин
1410,sammeln::V,bildumatu,вив дишин
1411,pflücken::V,batu,риттун
1412,pflücken::V,bildu,риттун
1413,jagen::V,ehizatu,авли занан
1414,fischen::V,arrantzatu,чавахъру бугьлан
1415,fischen::V,arrantza egin,чавахъру бугьлан
1416,fassen::V,harrapatu,бугьан
1417,hüten::V,begiratu,урттуйн бакьлан
1418,treiben::V,bultza egin,дачин дуллан
