,Concept_ID,it,kn
573,September::N,settembre,ನಾಲ್ಮಳೆ
574,Oktober::N,ottobre,ಮೊಚ್ಚಳಿ
575,November::N,novembre,ಇಚ್ಚಳಿ
576,Dezember::N,dicembre,ಮುಚ್ಚಳಿ
577,Montag::N,lunedì,ಸೋಮುವಾರ
578,Dienstag::N,martedì,ಮಂಗಳವಾರ
579,Mittwoch::N,mercoledì,ಬುಧವಾರ
580,Donnerstag::N,giovedì,ಗುರುವಾರ
581,Freitag::N,venerdì,ಶುಕ್ರವಾರ
582,Samstag::N,sàbato,ಶನಿವಾರ
583,Sonntag::N,domenica,ಭಾನುವಾರ
584,groß::A,grande,ದೊಡ್ಡ
585,klein::A,pìccolo,ಪುಟ್ಟ
586,lang::A,lungo,ದೀರ್ಘ
587,kurz::A,corto,ಚಕ್ಕ
588,breit::A,largo,ಅಗಲವಾದ
589,schmal::A,stretto,ಇಕ್ಕಟ್ಟಾದ
590,dicht::A,denso,ದಟ್ಟ
591,dick[Gegenstand]::A,spesso,ದಟ್ಟ
592,dünn::A,sottile,ತೆಳು
593,fein::A,fine,ಕೋಮಲ
594,fein::A,delicato,ಕೋಮಲ
595,fest::A,sodo,ಘನ
596,fest::A,fisso,ಘನ
597,flach::A,piano,ಚಪ್ಪಟೆ
598,flach::A,piatto,ಚಪ್ಪಟೆ
599,glatt::A,liscio,ನಯ
600,hart::A,duro,ಗಟ್ಟಿ
601,weich::A,molle,ಮೃದುವಾದ
602,rund::A,rotondo,ವರ್ತುಳ
603,spitz::A,aguzzo,ಮೊನಚಾದ
604,spitz::A,appuntito,ಮೊನಚಾದ
605,scharf::A,affilato,ತೀಕ್ಷ್ಣ
606,scharf::A,tagliente,ತೀಕ್ಷ್ಣ
607,stumpf::A,smussato,ಮೊಂಡು
608,schwer::A,pesante,ಭಾರಿ
609,schön::A,bello,ಸುಂದರ
610,heiß::A,caldo,ಬಿಸಿ
611,heiß::A,bollente,ಬಿಸಿ
612,warm::A,caldo,ಬಿಸಿ
613,kalt::A,freddo,ತಣ್ಣನೆಯ
614,kühl::A,fresco,ತಂಪಾದ
615,frisch::A,fresco,ನಿರ್ಮಲ
616,feucht::A,ùmido,ಒದ್ದೆಯಾದ
617,nass::A,bagnato,ಒದ್ದೆಯಾದ
618,trocken::A,secco,ಶುಷ್ಕ
619,voll::A,pieno,ತುಂಬಿದ
620,leer::A,vuoto,ಖಾಲಿ
621,offen::A,aperto,ಮುಚ್ಚಲ್ಲದ
622,geschlossen::A,chiuso,ಮುಚ್ಚಿದ
623,sauber::A,netto,ಶುದ್ಧ
624,sauber::A,pulito,ಶುದ್ಧ
625,schmutzig::A,sporco,ಅಶುದ್ಧ
626,schmutzig::A,sùdicio,ಅಶುದ್ಧ
627,roh::A,crudo,ಹಸಿ
628,reif::A,maturo,ಹಣ್ಣಾದ
629,lecker::A,ghiotto,ಗುಚಿಕರ
630,lecker::A,squisito,ಗುಚಿಕರ
631,süß::A,dolce,ಸಿಹಿ
632,bitter::A,amaro,ಕಹಿ
633,sauer::A,aspro,ಹುಳಿಯಾದ
634,sauer::A,acerbo,ಹುಳಿಯಾದ
635,hell::A,chiaro,ಹೊಳೆಯುವ
636,dunkel::A,buio,ಮಬ್ಬಾದ
637,dunkel::A,oscuro,ಮಬ್ಬಾದ
638,schwarz::A,nero,ಕಪ್ಪು
639,weiß::A,bianco,ಬಿಳಿಯ
640,rot::A,rosso,ಕೆಂಪು
641,gelb::A,giallo,ಹಳದಯ
642,blau::A,blu,ನೀಲ
643,blau::A,azzurro,ನೀಲ
644,grün::A,verde,ಕಾಯಾದ
645,grau::A,grigio,ಬೂದುಬಣ್ಣದ
646,bunt::A,variopinto,ವರ್ಣರಂಜಿತ
647,billig::A,a buon prezzo,ಅಗ್ಗ
648,billig::A,a buon mercato,ಅಗ್ಗ
649,teuer::A,caro,ದುಬಾರಿಯಾದ
650,wertvoll::A,prezioso,ಅಮೂಲ್ಯ
651,blind::A,cieco,ಅಂಧ
652,taub::A,sordo,ಕಿವುಡಾದ
653,kräftig::A,forte,ಪ್ರಬಲ
654,kräftig::A,robusto,ಪ್ರಬಲ
655,stark::A,forte,ಶಕ್ತಿವಂತ
656,stark::A,vigoroso,ಶಕ್ತಿವಂತ
657,schwach::A,dèbole,ದುರ್ಬಲ
658,fett::A,grasso,ಕೊಬ್ಬಿದ
659,schlank::A,snello,ತೆಳ್ಳಗಿನ
660,schlank::A,slanciato,ತೆಳ್ಳಗಿನ
661,hübsch::A,bello,ಅಂದವಾದ
662,hübsch::A,carino,ಅಂದವಾದ
663,böse::A,cattivo,ಕೆಟ್ಟ
664,dumm::A,stùpido,ಮಂದ
665,faul::A,pigro,ಆಲಸ
666,fleißig::A,diligente,ಕಡಗುವ
667,geizig::A,avaro,ಜುಗ್ಗ
668,klug::A,intelligente,ಚತುರ
669,geschickt::A,àbile,ದಕ್ಷ
670,lieb::A,caro,ಪ್ರಿಯ
671,lustig::A,gaio,ಖುಷಿಯಾದ
672,lustig::A,allegro,ಖುಷಿಯಾದ
673,sanft::A,dolce,ಸೌಮ್ಯ
674,hungrig::A,affamato,ಹಸಿದ
675,krank::A,malato,ಅಸ್ವಸ್ಥ
676,krank::A,infermo,ಅಸ್ವಸ್ಥ
677,nackt::A,nudo,ನಗ್ನ
678,traurig::A,triste,ದುಃಖಿತ
679,lebendig::A,vivo,ಜೀವಂತ
680,gut::A,buono,ಒಳ್ಳೆಯ
681,schlecht::A,cattivo,ದುಷ್ಟ
682,richtig::A,giusto,ಸರಿ
683,schlimm::A,grave,ಅಸಹ್ಯ
684,wahr::A,vero,ನಿಜ
685,alt::A,vecchio,ಮುದಿ
686,neu::A,nuovo,ಹೊಸ
687,ehemalig::A,vecchio,ಮಾಜೀ
688,ehemalig::A,d'una_volta,ಮಾಜೀ
689,alt[Lebewesen]::A,anziano,ವೃದ್ಧ
690,jung::A,giovane,ಎಳ
691,arm::A,pòvero,ಬಡ
692,reich::A,ricco,ಶ್ರೀಮಂತ
693,bekannt::A,noto,ಅಪ್ತ
694,bekannt::A,conosciuto,ಅಪ್ತ
695,berühmt::A,famoso,ಪ್ರಸಿದ್ಧ
696,berühmt::A,cèlebre,ಪ್ರಸಿದ್ಧ
697,fremd::A,estràneo,ಪರಕೀಯ
698,fremd::A,straniero,ಪರಕೀಯ
699,verschieden::A,diverso,ಬೇರೆ
700,verschieden::A,differente,ಬೇರೆ
701,nah::A,vicino,ಹತ್ತಿರವಾದ
702,nah::A,propinquo,ಹತ್ತಿರವಾದ
703,fern::A,lontano,ದೂರದ
704,linker::A,sinistro,ಎಡ
705,rechter::A,destro,ಬಲ
706,anderer::A,altro,ಇತರ
707,erster::A,primo,ಪ್ರಥಮ
708,zweiter::A,secondo,ದ್ವಿತೀಯ
709,dritter::A,terzo,ಮೂರನೆಯಜಗತ್ತು
710,letzter::A,ùltimo,ಅಂತ್ಯ
711,allein::ADV,solo,ಒಬ್ಬನೇ
712,allein::ADV,da solo,ಒಬ್ಬನೇ
713,auf einmal::ADV,insieme,ಒಡನೆ
714,zusammen::ADV,insieme,ಒಟ್ಟಿಗೆ
715,lange::ADV,a lungo,ದೀರ್ಘ
716,plötzlich::ADV,all'improvviso,ಅನಾಮತ್ತು
717,sofort::ADV,sùbito,ಜಾಗ್ರತೆ
718,sofort::ADV,all'istante,ಜಾಗ್ರತೆ
719,später::ADV,più tardi,ತರುವಾಯ
720,jetzt::ADV,ora,ಈಗ
721,jetzt::ADV,adesso,ಈಗ
722,heute::ADV,oggi,ಇಂದು
723,morgen::ADV,domani,ನಾಳೆ
724,bald::ADV,presto,ಬೇಗ
725,bald::ADV,tra poco,ಬೇಗ
726,dann::ADV,allora,ಆಗ
727,gestern::ADV,ieri,ನಿನ್ನೆ
728,einst::ADV,prima,ಪೂರ್ವದಲ್ಲಿ
729,einst::ADV,un tempo,ಪೂರ್ವದಲ್ಲಿ
730,damals::ADV,allora,ಆಗ
731,danach::ADV,poi,ಆಮೇಲೆ
732,danach::ADV,dopo,ಆಮೇಲೆ
733,vorher::ADV,prima,ಮುಂಚೆ
734,zuerst::ADV,prima,ಮೊದಲಿಗೆ
735,zuerst::ADV,dapprima,ಮೊದಲಿಗೆ
736,einmal::ADV,una volta,ಒಮ್ಮೆ
737,manchmal::ADV,talvolta,ಆಗಾಗ
738,manchmal::ADV,qualche volta,ಆಗಾಗ
739,oft::ADV,spesso,ಅನೇಕಸಲ
740,immer::ADV,sempre,ಯಾವಾಗಲೂ
741,niemals::ADV,non mai,ಯಾವಾಗಲೂ ಇಲ್ಲ
742,hier::ADV,qua,ಇಲ್ಲಿ
743,hierhin::ADV,qua,ಇತ್ತ
744,von hier::ADV,ne,ಇಲ್ಲಿಂದ
745,von hier::ADV,da qui,ಇಲ್ಲಿಂದ
746,dort::ADV,lì,ಅಲ್ಲಿ
747,dorthin::ADV,là,ಅಲ್ಲಿಗೆ
748,geradeaus::ADV,diritto,ಸೀದಾ
749,vorwärts::ADV,avanti,ಮುನ್ನೆಡೆವ
750,rückwärts::ADV,all'indietro,ಹಿಂದುಗಡೆಗೆ
751,zurück::ADV,di indietro,ಹಿಂದಕ್ಕೆ
752,unten::ADV,giù,ಕೆಳಗೆ
753,unten::ADV,sotto,ಕೆಳಗೆ
754,hinab::ADV,giù,ಕೆಳಕ್ಕೆ
755,hinab::ADV,in giù,ಕೆಳಕ್ಕೆ
756,oben::ADV,su,ಮೇಲೆ
757,oben::ADV,sopra,ಮೇಲೆ
758,hinauf::ADV,in sù,ಮೇಲಕ್ಕೆ
759,hinauf::ADV,in alto,ಮೇಲಕ್ಕೆ
760,überall::ADV,dappertutto,ಎಲ್ಲಸ್ಥಳಗಳು
761,nicht::ADV,non,ಇಲ್ಲ
762,nicht::ADV,non,ಅಲ್ಲ
763,ein wenig::ADV,un po',ತುಸು
764,ein wenig::ADV,un poco,ತುಸು
765,kaum::ADV,a appena,ಕಠಿನವಾಗಿ
766,sehr::ADV,molto,ಬಹು
767,so::ADV,così,ಅಷ್ಟು
768,so::ADV,tanto,ಅಷ್ಟು
769,noch::ADV,ancora,ಇನ್ನು
770,nur::ADV,solo,ಕೇವಲ
771,nur::ADV,soltanto,ಕೇವಲ
772,schon::ADV,già,ಆಗಲೇ
773,wieder::ADV,di nuovo,ಪುನಃ
774,vergebens::ADV,invano,ನಿಷ್ಫಲವಾಗಿ
775,vor::PRP,davanti a,ಮುಂದೆ
776,hinter::PRP,dietro,ಹಿಂದ
777,unter::PRP,sotto,ಕೆಳ
778,durch::PRP,per,ನೇರವಾಗಿ
779,durch::PRP,attraverso,ನೇರವಾಗಿ
780,neben::PRP,a accanto a,ಅಧರ ಬಲಿಕ
781,zwischen::PRP,fra,ನಡುವೆ
782,wegen::PRP,a causa di,ಅಧಕ್ಕಗಿ
783,dies::PRN,ciò,ಈ
784,dies::PRN,questo,ಈ
785,das::PRN,ciò,ಅದು
786,das::PRN,quello,ಅದು
787,alles::PRN,tutto,ಎಲ್ಲ
788,ich::PRN,ìo,ನಾನು
789,du::PRN,tu,ನೀನು
790,er::PRN,lui,ಅವನು
791,er::PRN,lui,ಇವನು
792,er::PRN,egli,ಅವನು
793,er::PRN,egli,ಇವನು
794,wir::PRN,noi,ನಾವು
795,ihr::PRN,voi,ನೀವು
796,sie::PRN,loro,ಅವರು
797,was::FPRN,che,ಏನು
798,was::FPRN,che cosa,ಏನು
799,wer::FPRN,chi,ಯಾರಿಗೆ
800,wo::FADV,dove,ಎಲ್ಲಿ
801,wohin::FADV,dove,ಎಲ್ಲಿಗೆ
802,wie::FADV,come,ಹೇಗೆ
803,warum::FADV,perche,ಏಕೆ
804,wieviel::FNUM,quanto,ಎಷ್ಟು
805,eins::NUM,uno,ಒಂದು
806,zwei::NUM,due,ಎರಡು
807,drei::NUM,tre,ಮೂರು
808,vier::NUM,quattro,ನಾಲ್ಕು
809,fünf::NUM,cinque,ಅಯ್ದು
810,sechs::NUM,sei,ಆರು
811,sieben::NUM,sette,ಏಳು
812,acht::NUM,otto,ಎಂಟು
813,neun::NUM,nove,ಒಂಭಬತ್ತು
814,zehn::NUM,dieci,ಹತ್ತು
815,elf::NUM,ùndici,ಹನ್ನೊಂದು
816,zwölf::NUM,dodici,ಹನ್ನೆರಡು
817,zwanzig::NUM,venti,ಇಪ್ಪತ್ತು
818,dreißig::NUM,trenta,ಮೂವತ್ತು
819,vierzig::NUM,quaranta,ನಲವತ್ತು
820,fünfzig::NUM,cinquanta,ಐವತ್ತು
821,sechzig::NUM,sessanta,ಅರುವತ್ತು
822,siebzig::NUM,settanta,ಎಪ್ಪತ್ತು
823,achtzig::NUM,ottanta,ಎಂಬತ್ತು
824,neunzig::NUM,novanta,ತೊಂಬತ್ತು
825,hundert::NUM,cento,ನೂರು
826,tausend::NUM,mille,ಸಾವಿರ
827,und::CNJ,e,ಮತ್ತು
828,oder::CNJ,o,ಅಥವಾ
829,stehen::V,stare in piedi,ನಿಲ್ಲು
830,sitzen::V,sedere,ಕುಳ್ಳಿರು
831,sitzen::V,stare seduto,ಕುಳ್ಳಿರು
832,liegen::V,giacere,ಮಲಗಿಕೊ
833,hängen::V,pèndere,ಇಳಿಯಬಿಡು
834,hängen::V,èssere appeso,ಇಳಿಯಬಿಡು
835,werden::V,farsi,ಆಗು
836,werden::V,diventare,ಆಗು
837,passieren::V,succèdere,ಆಗು
838,beginnen::V,cominciare,ಆರಂಭಿಸು
839,enden::V,finire,ಕೊನೆಗಾಣು
840,enden::V,terminare,ಕೊನೆಗಾಣು
841,wechseln::V,variare,ಮಾರ್ಪಡಿಸು
842,wechseln::V,cambiare,ಮಾರ್ಪಡಿಸು
843,aufgehen[Sonne]::V,sòrgere,ಮೂಡು
844,aufgehen[Sonne]::V,spuntare,ಮೂಡು
845,untergehen[Sonne]::V,tramontare,ಮುಳುಗು
846,scheinen[Sonne]::V,splèndere,ಹೊಳೆ
847,donnern::V,tonare,ಗುಡುಗಾಗು
848,wehen::V,soffiare,ತೀಡು
849,strömen::V,fluire,ಹರಿ
850,fließen::V,fluire,ಹರಿ
851,fließen::V,scorrere,ಹರಿ
852,sich drehen::V,girarsi,ಸುತ್ತು
853,schwanken::V,oscillare,ಓಲಾಡು
854,schwanken::V,barcollare,ಓಲಾಡು
855,schwingen::V,vibrare,ತೂಗು
856,schwingen::V,oscillare,ತೂಗು
857,fallen::V,cadere,ಉದುರು
858,brennen::V,àrdere,ಉರಿ
859,brennen::V,bruciare,ಉರಿ
860,rauchen::V,fumare,ಹೊಗೆಬಿಡು
861,regnen::V,piòvere,ಸುರಿ
862,gefrieren::V,gelarsi,ಹೆಪ್ಪುಗಟ್ಟು
863,gefrieren::V,congelarsi,ಹೆಪ್ಪುಗಟ್ಟು
864,tauen::V,sciògliersi,ಬೆಚ್ಚಗಾಗು
865,schmelzen::V,fòndere,ಕರಗು
866,schmelzen::V,sciògliersi,ಕರಗು
867,trocknen::V,asciugarsi,ಒಣಗು
868,sieden::V,bollire,ಕುದಿ
869,faulen::V,marcire,ಕೊಳೆ
870,verfaulen::V,imputridire,ನಶಿಸು
871,reißen::V,strapparsi,ಒಡೆ
872,versinken::V,affondare,ಮುಳುಗು
873,vergehen::V,passare,ಸಾಗು
874,erscheinen::V,apparire,ತೋರು
875,erscheinen::V,comparire,ತೋರು
876,verschwinden::V,sparire,ಮಾಯವಾಗು
877,verschwinden::V,scomparire,ಮಾಯವಾಗು
878,sinken::V,calare,ಕುಸಿ
879,sinken::V,scendere,ಕುಸಿ
880,abnehmen::V,diminuire,ತಗ್ಗು
881,zunehmen::V,aumentare,ಬೆಳೆ
882,steigen::V,salire,ಉಬ್ಬು
883,steigen::V,montare,ಉಬ್ಬು
884,wachsen::V,crescere,ಬೆಳೆ
885,glänzen::V,splèndere,ಮಿರುಗು
886,funkeln::V,brillare,ಮಿನುಗು
887,funkeln::V,scintillare,ಮಿನುಗು
888,lärmen::V,strepitare,ಶಬ್ದ ಮಾಡಲು
889,lärmen::V,fare chiasso,ಶಬ್ದ ಮಾಡಲು
890,läuten::V,suonare,ಬಾರಿಸು
891,klingeln::V,suonare,ಅನುರಣಿಸು
892,klirren::V,tintinnare,ಕಿಣಿಕಿಣಿಸು
893,brausen::V,rombare,ಅಬ್ಬರಿಸು
894,brausen::V,rumoreggiare,ಅಬ್ಬರಿಸು
895,rauschen::V,frusciare,ಮರ್ಮರಗುಟ್ಟಿಸು
896,klingen::V,suonare,ಉಸಿರು
897,bellen::V,latrare,ಬಗುಳು
898,bellen::V,abbaiare,ಬಗುಳು
899,heulen::V,urlare,ಅರಚು
900,heulen::V,ululare,ಅರಚು
901,blasen::V,soffiare,ಗಾಳಿ ಊದು
902,pfeifen::V,fischiare,ಸಿಳ್ಳೆಯೂದು
903,schreien::V,gridare,ಕರೆ
904,stöhnen::V,gèmere,ನರಳು
905,zittern::V,tremare,ನಡುಗು
906,leben::V,vìvere,ಇರು
907,geboren werden::V,nàscere,ಉಂಟಾಗು
908,atmen::V,respirare,ಉಸಿರು
909,trinken::V,bere,ಕುಡಿ
910,essen::V,mangiare,ತಿನ್ನು
911,schlucken::V,inghiottire,ನುಂಗು
912,müde werden::V,stancarsi,ಬಳಲು
913,einschlafen::V,addormentarsi,ನಿದ್ಧೆಹೋಗು
914,schlafen::V,dormire,ನಿದ್ರಿಸು
915,aufwachen::V,svegliarsi,ಏಳು
916,aufstehen::V,levarsi,ಏಳು
917,sich erholen::V,riposarsi,ಸುಧಾರಿಸು
918,krank werden::V,ammalarsi,ಬೇನೆಬೀಳು
919,krank sein::V,èssere malato,ಕೆಟ್ಟ ಎಂದು
920,schmerzen::V,dolere,ಕಚ್ಚು
921,husten::V,tossire,ಕೆಮ್ಮು
922,genesen::V,guarire,ಮತ್ತೆಹೊದಿಸು
923,sterben::V,morire,ಮೃತಪಡು
924,umkommen::V,perire,ಹಾಳಾಗು
925,sich bewegen::V,agitarsi,ಚಲಿಸು
926,sich rühren::V,muòversi,ಕದಲು
927,sich erheben::V,alzarsi,ಏಳು
928,sich setzen::V,sedersi,ಕೂರು
929,hinfallen::V,cadere,ಬೀಳು
930,laufen::V,camminare,ನಡೆ
931,laufen::V,andare a piedi,ನಡೆ
932,schreiten::V,andare,ಮೆಲ್ಲಗೆ ನಡೆ
933,schreiten::V,procedere,ಮೆಲ್ಲಗೆ ನಡೆ
934,spazierengehen::V,passeggiare,ವಿಹರಿಸು
935,spazierengehen::V,andare a passeggio,ವಿಹರಿಸು
936,eilen::V,andare in fretta,ಮುನ್ನುಗ್ಗು
937,sich beeilen::V,affrettarsi,ಆತುರಪಡು
938,sausen::V,volare,ಒಗೆ
939,sausen::V,correre,ಒಗೆ
940,rennen::V,correre,ಓಡು
941,springen::V,saltare,ಜಿಗಿ
942,klettern::V,arrampicarsi,ಏರು
943,schaukeln::V,fare l'altalena,ತೂಗು
944,kriechen::V,strisciare,ತೆವಳು
945,schwimmen::V,nuotare,ಈಜು
946,tauchen::V,tuffarsi,ಕೆಳಗಿಳಿ
947,tauchen::V,immèrgersi,ಕೆಳಗಿಳಿ
948,rudern::V,remare,ಸಾಗಿಸು
949,fahren::V,andare,ನಡೆಸು
950,fahren::V,viaggiare,ನಡೆಸು
951,fliegen::V,volare,ಹಾರು
952,gehen::V,andare,ಹೋಗು
953,weggehen::V,andàrsene,ಹೊರಡು
954,weggehen::V,andare via,ಹೊರಡು
955,abfahren::V,partire,ತೆರಳು
956,anhalten::V,fermarsi,ನಿಲ್ಲು
957,hineingehen::V,entrare,ಒಳಹೊಗು
958,eintreten::V,entrare,ಒಳಹೊಗು
959,kommen::V,venire,ಬರು
960,ankommen::V,arrivare,ಬರು
961,zurückkommen::V,ritornare,ಹಿಂದಿರುಗು
962,bleiben::V,restare,ಇರು
963,bleiben::V,rimanere,ಇರು
964,warten::V,aspettare,ಇರು
965,erwarten::V,attèndere,ನಿರೀಕ್ಷಿಸು
966,suchen::V,cercare,ಹುಡುಕು
967,finden::V,trovare,ಕಂಡುಕೊ
968,versuchen::V,tentare,ಪ್ರಯತ್ನಿಸು
969,vorbereiten::V,preparare,ಸಿದ್ಧವಾಗು
970,lieben::V,amare,ಪ್ರೀತಿಸು
971,mögen::V,piacere a,ಇಷ್ಟಪಡು
972,mögen::V,volere bene a,ಇಷ್ಟಪಡು
973,lachen::V,rìdere,ನಗು
974,rühren::V,commuòvere,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ
975,weinen::V,piàngere,ಅಳು
976,schimpfen::V,imprecare,ಗೊಣಗು
977,sich ärgern::V,stizzirsi,ಗಣಗಾಡು
978,sich ärgern::V,arrabbiarsi,ಗಣಗಾಡು
979,sich fürchten::V,avere paura,ನಡುಗು
980,fürchten::V,temere,ಹೆದರು
981,fliehen::V,fuggire,ಓಡಿಹೋಗು
982,flüchten::V,sfuggire,ಪಾರಾಗು
983,sehen::V,vedere,ಕಾಣು
984,anschauen::V,guardare,ನೋಡು
985,ansehen::V,guardare,ನಿರೀಕ್ಷಿಸು
986,hören::V,udire,ಕೇಳು
987,hören::V,sentire,ಕೇಳು
988,zuhören::V,ascoltare,ಆಲಿಸು
989,probieren::V,degustare,ರುಚಿ ನೋಡು
990,probieren::V,assaggiare,ರುಚಿ ನೋಡು
991,riechen::V,sentire,ಮೂಸು
992,fühlen::V,sentire,ಸ್ಪರ್ಯಿಸಿತಿಳಿ
993,scheinen::V,parere,ತೋರು
994,scheinen::V,sembrare,ತೋರು
995,zu sehen sein::V,vedersi,ಕಾಣಿಸು
996,vernehmen::V,sentire,ಕೇಳು
997,vernehmen::V,percepire,ಕೇಳು
998,frieren::V,aver freddo,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ
999,tun::V,fare,ಮಾಡು
1000,können::V,sapere,ಮಾಡಬಲ್ಲ
1001,wollen::V,volere,ಬಯಸು
1002,anfangen::V,iniziare,ಪ್ರಾರಂಭಿಸು
1003,anfangen::V,cominciare,ಪ್ರಾರಂಭಿಸು
1004,beenden::V,finire,ನಿಲ್ಲಿಸು
1005,beenden::V,terminare,ನಿಲ್ಲಿಸು
1006,aufhören::V,finire,ಮುಗಿಸು
1007,aufhören::V,cessare,ಮುಗಿಸು
1008,gelingen::V,riuscire,ಯಶಸ್ವಿಯಾಗು
1009,geraten::V,stare,ಉತ್ಪತ್ತಿಮಾಡು
1010,öffnen::V,aprire,ತೆರೆ
1011,schließen::V,chiùdere,ಮುಚ್ಚು
1012,stellen::V,porre,ಇಕ್ಕು
1013,stellen::V,mettere,ಇಕ್ಕು
1014,setzen::V,porre,ಇಡು
1015,setzen::V,mettere,ಇಡು
1016,legen::V,posare,ಇಡು
1017,legen::V,mettere,ಇಡು
1018,berühren::V,toccare,ತಾಕು
1019,verbinden::V,unire,ಕೂಡಿಸು
1020,verbinden::V,congiùngere,ಕೂಡಿಸು
1021,bedecken::V,coprire,ಮುಚ್ಚು
1022,bedecken::V,ricoprire,ಮುಚ್ಚು
1023,aufhängen::V,attaccare,ತೂಗುಹಾಕು
1024,anzünden::V,accèndere,ಹತ್ತಿಸು
1025,anzünden::V,incendiare,ಹತ್ತಿಸು
1026,aufheben::V,raccògliere,ಆಯಿ
1027,zurücklassen::V,lasciare,ಬಿಡು
1028,zurücklassen::V,lasciare indietro,ಬಿಡು
1029,verlieren::V,pèrdere,ಕಳೆ
1030,fallen lassen::V,lasciare cadere,ಬೀಳಿಸು
1031,machen::V,fare,ಮಾಡು
1032,herstellen::V,produrre,ತಯಾರಿಸು
1033,herstellen::V,fabbricare,ತಯಾರಿಸು
1034,bauen::V,costruire,ಕಟ್ಟು
1035,reparieren::V,riparare,ಸರಿಪಡಿಸು
1036,verbessern::V,migliorare,ತಿದ್ದು
1037,ändern::V,mutare,ಬದಲಾಯಿಸು
1038,ändern::V,cambiare,ಬದಲಾಯಿಸು
1039,graben::V,scavare,ಅಗೆ
1040,beugen::V,chinare,ಬಗ್ಗಿಸು
1041,beugen::V,flettere,ಬಗ್ಗಿಸು
1042,biegen::V,tòrcere,ಬಗ್ಗಿಸು
1043,drehen::V,girare,ತಿರುಗು
1044,wenden::V,girare,ತಿರುಗು
1045,wenden::V,voltare,ತಿರುಗು
1046,umdrehen::V,rivoltare,ತಿರುಗಿಸು
1047,heben::V,levare,ಎತ್ತು
1048,hochheben::V,levare,ಎತ್ತು
1049,hochheben::V,sollevare,ಎತ್ತು
1050,ergreifen::V,afferrare,ಆಕ್ರಮಿಸು
1051,halten::V,tenere,ಹಿಡಿ
1052,drücken::V,premere,ಒತ್ತು
1053,schieben::V,spìngere,ನೂಕು
1054,kratzen::V,grattare,ತರಚಿಕೊಳ್ಳು
1055,kratzen::V,graffiare,ತರಚಿಕೊಳ್ಳು
1056,lecken::V,leccare,ನೆಕ್ಕು
1057,beißen::V,mòrdere,ಕಚ್ಚು
1058,abreißen::V,staccarsi,ಹರಿ
1059,abreißen::V,strapparsi,ಹರಿ
1060,abschneiden::V,tagliare,ಕತ್ತರಿಸು
1061,binden::V,legare,ಕಟ್ಟು
1062,binden::V,bendare,ಕಟ್ಟು
1063,stecken::V,ficcare,ಸಿಕ್ಕಿಸು
1064,brechen::V,rompere,ಮುರಿ
1065,klopfen::V,bàttere,ತಟ್ಟು
1066,hauen::V,picchiare,ಹೊಡೆ
1067,kleben::V,incollare,ಅಂಟಿಸು
1068,reiben::V,fregare,ಉಜ್ಜು
1069,streichen::V,spalmare,ಹರಡು
1070,schleifen::V,arrotare,ಮಸೆ
1071,schneiden::V,tagliare,ಕತ್ತರಿಸು
1072,rütteln::V,scuòtere,ಕುಲುಕಿಸು
1073,schütteln::V,agitare,ಅಲುಗಿಸು
1074,schütteln::V,scuòtere,ಅಲುಗಿಸು
1075,schwenken::V,agitare,ತೂಗಾಡು
1076,schwenken::V,sventolare,ತೂಗಾಡು
1077,schütten::V,versare,ಎರೆ
1078,füllen::V,riempire,ತುಂಬಿಸು
1079,einwickeln::V,involtare,ಹೊದಿಸು
1080,tragen::V,portare,ಹೊರು
1081,schleppen::V,trainare,ಜಗ್ಗು
1082,schleppen::V,trascinare,ಜಗ್ಗು
1083,ziehen::V,tirare,ಎಳೆ
1084,aufbewahren::V,custodire,ಇಟ್ಟುಕೊ
1085,aufbewahren::V,conservare,ಇಟ್ಟುಕೊ
1086,werfen::V,gettare,ಎಸೆ
1087,werfen::V,lanciare,ಎಸೆ
1088,fangen::V,prèndere,ಹಿಡಿ
1089,fangen::V,acchiappare,ಹಿಡಿ
1090,packen::V,pigliare,ಸೆಳೆ
1091,packen::V,afferrare,ಸೆಳೆ
1092,verstecken::V,nascondere,ಮುಚ್ಚಿಡು
1093,teilen::V,divìdere,ವಿಭಜಿಸು
1094,schicken::V,inviare,ಕಳುಹಿಸು
1095,bringen::V,portare,ತರು
1096,bringen::V,apportare,ತರು
1097,hinzufügen::V,aggiùngere,ಕೂಡಿಸು
1098,bekommen::V,ricevere,ಸಂಪಾದಿಸು
1099,erhalten::V,ricevere,ಪಡೆ
1100,nehmen::V,prèndere,ಹಿಡಿ
1101,wählen::V,elèggere,ಆರಿಸು
1102,wählen::V,scegliere,ಆರಿಸು
1103,auswählen::V,scegliere,ಆಯಿ
1104,bewahren::V,conservare,ರಕ್ಷಿಸಿಡು
1105,behindern::V,impedire,ಅಡ್ಡಿಮಾಡು
1106,verderben::V,guastare,ಕೆಡಿಸು
1107,beschädigen::V,danneggiare,ಹಾಳುಮಾಡು
1108,zerbrechen::V,rompere,ಮುರಿ
1109,zerbrechen::V,spezzare,ಮುರಿ
1110,zerreißen::V,stracciare,ಸೀಳು
1111,zerstören::V,distrùggere,ಅಳಿಸು
1112,verbrennen::V,bruciare,ಸುಡು
1113,geben::V,dare,ಕೊಡು
1114,reichen::V,pòrgere,ಕೊಡು
