,Concept_ID,ml,ro
653,feucht::A,ഈറനുള്ള,jilav
654,nass::A,നനഞ്ഞ,ud
655,trocken::A,വരണ്ട,sec
656,trocken::A,വരണ്ട,uscat
657,voll::A,നിറയെ,plin
658,leer::A,ഒഴിഞ്ഞ,gol
659,offen::A,തുറന്ന,deschis
660,geschlossen::A,അടച്ച,închis
661,sauber::A,വൃത്തിയുള്ള,curat
662,schmutzig::A,അഴുക്കുനിറഞ്ഞ,murdar
663,roh::A,അസംസ്കൃതമായ,crud
664,reif::A,പഴുത്ത,copt
665,lecker::A,രുചികരമായ,gustos
666,süß::A,മധുരമുള്ള,dulce
667,bitter::A,കടുത്ത,amar
668,sauer::A,പുളിപ്പുള്ള,acru
669,hell::A,ജ്വലിക്കുന്ന,clar
670,hell::A,ജ്വലിക്കുന്ന,luminos
671,dunkel::A,ഇരുണ്ട,obscur
672,dunkel::A,ഇരുണ്ട,întunecos
673,schwarz::A,കറുത്ത,negru
674,weiß::A,വെളുത്ത,alb
675,rot::A,ചുവന്ന,roșu
676,gelb::A,മഞ്ഞനിറമായ,galben
677,blau::A,നീലനിറമുള്ള,albastru
678,grün::A,പച്ചനിറമുള്ള,verde
679,grau::A,ചാരനിറത്തിലുള്ള,gri
680,grau::A,ചാരനിറത്തിലുള്ള,cenușiu
681,bunt::A,വർണ്ണശബളമായ,colorat
682,billig::A,വിലകുറഞ്ഞ,ieftin
683,teuer::A,ചെലവേറിയ,scump
684,wertvoll::A,വിലപിടിപ്പുള്ള,prețios
685,blind::A,അന്ധനായ,orb
686,taub::A,കേൾവിക്കുറവുള്ള,surd
687,kräftig::A,ശക്തിയുള്ള,tare
688,kräftig::A,ശക്തിയുള്ള,forte
689,kräftig::A,ശക്തിയുള്ള,robust
690,stark::A,ബലമുള്ള,viguros
691,stark::A,ബലമുള്ള,puternic
692,schwach::A,ക്ഷീണിച്ച,slab
693,schwach::A,ക്ഷീണിച്ച,debil
694,fett::A,കൊഴുപ്പുള്ള,gras
695,schlank::A,മെലിഞ്ഞ,zvelt
696,hübsch::A,മനോഹരമായ,drăguț
697,böse::A,പാപിയായ,rău
698,böse::A,പാപിയായ,răutăcios
699,dumm::A,വിവരംകെട്ട,nerod
700,dumm::A,വിവരംകെട്ട,tâmpit
701,faul::A,അലസനായ,leneș
702,fleißig::A,അദ്ധ്വാനശീലമുള്ള,harnic
703,fleißig::A,അദ്ധ്വാനശീലമുള്ള,sârguincios
704,geizig::A,പിശുക്കനായ,calic
705,geizig::A,പിശുക്കനായ,zgârcit
706,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,isteț
707,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,deștept
708,geschickt::A,പ്രതിഭാശാലി,dibaci
709,lieb::A,പ്രിയപ്പെട്ട,drag
710,lieb::A,പ്രിയപ്പെട്ട,iubit
711,lustig::A,ആനന്ദകരമായ,vesel
712,sanft::A,സൌമ്യമായ,blând
713,sanft::A,സൌമ്യമായ,blajin
714,hungrig::A,വിശപ്പുള്ള,flămând
715,krank::A,അസുഖമുള്ള,bolnav
716,nackt::A,നഡമായ,gol
717,traurig::A,വിഷമമുള്ള,trist
718,traurig::A,വിഷമമുള്ള,mâhnit
719,lebendig::A,ഉപജീവനം,viu
720,gut::A,നല്ല,bun
721,schlecht::A,മോശമായ,rău
722,schlecht::A,മോശമായ,prost
723,richtig::A,ശരിയായ,drept
724,richtig::A,ശരിയായ,corect
725,schlimm::A,വൃത്തികെട്ട,rău
726,wahr::A,ശരിയായ,adevărat
727,alt::A,പഴയ,uzat
728,alt::A,പഴയ,vechi
729,neu::A,പുതിയ,nou
730,ehemalig::A,മുൻ,fost
731,ehemalig::A,മുൻ,anterior
732,alt[Lebewesen]::A,വയസ്സുള്ള,bătrîn
733,jung::A,കൌമാരമായ,tânăr
734,arm::A,പാവപ്പെട്ട,sărac
735,arm::A,പാവപ്പെട്ട,sărman
736,reich::A,സമ്പന്നമായ,avut
737,reich::A,സമ്പന്നമായ,bogat
738,bekannt::A,പരിചിതമായ,cunoscut
739,berühmt::A,പ്രശസ്തനായ,renumit
740,fremd::A,വൈദേശികമായ,străin
741,verschieden::A,വ്യത്യസ്തമായ,diferit
742,verschieden::A,വ്യത്യസ്തമായ,deosebit
743,nah::A,അരികത്തുള്ള,apropiat
744,fern::A,അകലെയുള്ള,departe
745,linker::A,അവശേഷിച്ച,stâng
746,rechter::A,വലത്തേ,drept
747,anderer::A,മറ്റുള്ള,alt
748,erster::A,ആദ്യത്തെ,prim
749,zweiter::A,രണ്ടാം,al doilea
750,dritter::A,മൂന്നാമത്,treilea
751,letzter::A,അവസാനത്തെ,final
752,allein::ADV,തനിച്ചുള്ള,singur
753,auf einmal::ADV,ഉടന്,dintrodată
754,zusammen::ADV,ഒരുമിച്ച,împreună
755,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,îndelung
756,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,mult timp
757,plötzlich::ADV,പെട്ടെന്ന്,deodată
758,plötzlich::ADV,പെട്ടെന്ന്,pe neașteptate
759,sofort::ADV,തത്ക്ഷണം,imediat
760,sofort::ADV,തത്ക്ഷണം,numaidecît
761,später::ADV,പിന്നീട്,mai apoi
762,später::ADV,പിന്നീട്,mai târziu
763,jetzt::ADV,ഇപ്പോൾ,acum
764,heute::ADV,ഇന്ന്,azi
765,heute::ADV,ഇന്ന്,astăzi
766,morgen::ADV,നാളെ,mâine
767,bald::ADV,ഉടനെ,curând
768,dann::ADV,അപ്പോൾ,apoi
769,gestern::ADV,ഇന്നലെ,ieri
770,einst::ADV,പണ്ടൊരിക്കല്,odată
771,einst::ADV,പണ്ടൊരിക്കല്,odinioară
772,damals::ADV,അപ്പോൾ,atunci
773,damals::ADV,അപ്പോൾ,pe atunci
774,danach::ADV,പിന്നീട്,după aceasta
775,vorher::ADV,മുൻപ്,mai întâi
776,vorher::ADV,മുൻപ്,în prealabil
777,zuerst::ADV,ആദ്യം,întâi
778,zuerst::ADV,ആദ്യം,în primul rând
779,einmal::ADV,ഒരിക്കൽ,odată
780,manchmal::ADV,ചിലപ്പോൾ,uneori
781,manchmal::ADV,ചിലപ്പോൾ,câteodată
782,oft::ADV,പലപ്പോഴും,des
783,oft::ADV,പലപ്പോഴും,deseori
784,immer::ADV,എപ്പോഴും,mereu
785,immer::ADV,എപ്പോഴും,întotdeauna
786,niemals::ADV,ഒരിക്കലും,niciodată
787,hier::ADV,ഇവിടെ,aci
788,hier::ADV,ഇവിടെ,aici
789,hierhin::ADV,ഇവിടേക്ക്,încoace
790,von hier::ADV,ഇവിടെനിന്ന്,de aici
791,dort::ADV,അവിടെ,acolo
792,dorthin::ADV,അവിടേക്ക്,dincolo
793,geradeaus::ADV,മുമ്പിൽ,drept înainte
794,geradeaus::ADV,മുമന്നോട്ട്,drept înainte
795,vorwärts::ADV,മുന്നോട്ട്,înainte
796,rückwärts::ADV,തലതിരിച്ച്,îndărăt
797,zurück::ADV,പുറകിലേക്ക്,înapoi
798,unten::ADV,താഴെ,jos
799,unten::ADV,താഴെ,dedesubt
800,hinab::ADV,താഴേക്ക്,în jos
801,hinab::ADV,താഴേക്ക്,de vale
802,oben::ADV,മുകളിൽ,sus
803,oben::ADV,മുകളിൽ,deasupra
804,hinauf::ADV,മുകളിൽ,în sus
805,überall::ADV,എല്ലായിടത്തും,peste tot
806,überall::ADV,എല്ലായിടത്തും,pretutindeni
807,nicht::ADV,ഇല്ല,nu
808,ein wenig::ADV,കുറച്ച്,puțin
809,kaum::ADV,കഷ്ടിച്ച്,cu greu
810,kaum::ADV,കഷ്ടിച്ച്,cu anevoie
811,sehr::ADV,വളരെ,mult
812,sehr::ADV,വളരെ,foarte
813,so::ADV,അങ്ങനെ,așa
814,so::ADV,അങ്ങനെ,atât
815,noch::ADV,ഇപ്പോഴും,încă
816,nur::ADV,മാത്രം,doar
817,schon::ADV,നേരത്തേ തന്നെ,și
818,schon::ADV,നേരത്തേ തന്നെ,deja
819,wieder::ADV,വീണ്ടും,iar
820,wieder::ADV,വീണ്ടും,iarăși
821,vergebens::ADV,വിഫല,în zadar
822,vor::PRP,മുമ്പിൽ,înainte de
823,hinter::PRP,പുറകിൽ,după
824,hinter::PRP,പുറകിൽ,în spatele
825,unter::PRP,കീഴിൽ,sub
826,durch::PRP,ഉള്ളിലൂടെ,prin
827,neben::PRP,അടുത്ത്,lângă
828,neben::PRP,അടുത്ത്,alături de
829,zwischen::PRP,ഇടയ്ക്ക്,între
830,zwischen::PRP,ഇടയ്ക്ക്,dintre
831,wegen::PRP,നിമിത്തം,pentru
832,dies::PRN,ഇത്,acesta
833,das::PRN,അത്,asta
834,alles::PRN,എല്ലാം,tot
835,ich::PRN,ഞാൻ,eu
836,du::PRN,നിങ്ങൾ,tu
837,er::PRN,അദ്ദേഹം,el
838,er::PRN,അദ്ദേഹം,dânsul
839,er::PRN,അയാൾ,el
840,er::PRN,അയാൾ,dânsul
841,er::PRN,അവൻ,el
842,er::PRN,അവൻ,dânsul
843,er::PRN,അവർ,el
844,er::PRN,അവർ,dânsul
845,er::PRN,അവൾ,el
846,er::PRN,അവൾ,dânsul
847,wir::PRN,നമ്മൾ,noi
848,ihr::PRN,നിങ്ങൾ,voi
849,sie::PRN,അവർ,ei
850,sie::PRN,അവർ,dânșii
851,was::FPRN,എന്ത്,ce
852,wer::FPRN,ആര്,cine
853,wo::FADV,എവിടെ,unde
854,wohin::FADV,എവിടേക്ക്,încotro
855,wie::FADV,എങ്ങനെ,cum
856,warum::FADV,എന്തുകൊണ്ട്,de ce
857,warum::FADV,എന്തുകൊണ്ട്,pentru ce
858,wieviel::FNUM,എത്ര,cât
859,eins::NUM,ഒന്ന്,unu
860,zwei::NUM,രണ്ട്,doi
861,drei::NUM,മൂന്ന്,trei
862,vier::NUM,നാല്,patru
863,fünf::NUM,അഞ്ച്,cinci
864,sechs::NUM,ആറ്,șase
865,sieben::NUM,ഏഴ്,șapte
866,acht::NUM,എട്ട്,opt
867,neun::NUM,ഒമ്പത്,nouă
868,zehn::NUM,പത്ത്,zece
869,elf::NUM,പതിനൊന്ന്,unsprezece
870,zwölf::NUM,പന്ത്രണ്ട്,douăsprezece
871,zwanzig::NUM,ഇരുപത്,douăzeci
872,dreißig::NUM,മുപ്പത്,treizeci
873,vierzig::NUM,നാൽപ്പത്,patruzeci
874,fünfzig::NUM,അൻപത്,cincizeci
875,sechzig::NUM,അറുപത്,șaizeci
876,siebzig::NUM,എഴുപത്,șaptezeci
877,achtzig::NUM,എൺപത്,optzeci
878,neunzig::NUM,തൊണ്ണൂറ്,nouăzeci
879,hundert::NUM,നൂറ്,sută
880,tausend::NUM,ആയിരം,mie
881,und::CNJ,ഉം,și
882,oder::CNJ,അഥവാ,ori
883,stehen::V,നിൽക്കുക,sta
884,sitzen::V,ഇരിക്കുക,ședea
885,liegen::V,കിടക്കുക,zăcea
886,liegen::V,കിടക്കുക,fi culcat
887,hängen::V,തൂങ്ങുക,atârna
888,werden::V,ആയിത്തീരുക,deveni
889,werden::V,ആയിത്തീരുക,se face
890,passieren::V,സംഭവിക്കുക,se întâmpla
891,beginnen::V,ആരംഭിക്കുക,începe
892,enden::V,അവസാനിപ്പിക്കുക,se sfârși
893,enden::V,അവസാനിപ്പിക്കുക,se termina
894,wechseln::V,മാറ്റുക,se schimba
895,aufgehen[Sonne]::V,ഉയരുക,răsări
896,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,apune
897,scheinen[Sonne]::V,പ്രകാശിക്കുക,străluci
898,donnern::V,ഇടിവെട്ടുക,tuna
899,wehen::V,വീശുക,bate
900,strömen::V,ഒഴുകുക,curge în șiroaie
901,fließen::V,ഒഴുകുക,curge
902,sich drehen::V,ചുറ്റുക,se învârti
903,sich drehen::V,കറക്കുക,se învârti
904,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,se clătina
905,schwingen::V,ആടുക,vibra
906,schwingen::V,ആടുക,flutura
907,fallen::V,വീഴുക,cădea
908,brennen::V,കത്തുക,arde
909,rauchen::V,പുകയുക,fuma
910,regnen::V,മഴ_പെയ്യുക,ploua
911,gefrieren::V,തണത്ത്_മരവിക്കുക,îngheța
912,tauen::V,അലിയുക,se dezgheța
913,schmelzen::V,ഉരുകുക,se topi
914,trocknen::V,വരളുക,se usca
915,sieden::V,തിളപ്പിക്കുക,fierbe
916,sieden::V,തിളപ്പിക്കുക,clocoti
917,faulen::V,ചീയുക,se împuți
918,verfaulen::V,അഴുകുക,putrezi
919,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,se rupe
920,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,se sfâșia
921,versinken::V,മുക്കുക,se scufunda
922,vergehen::V,കടന്നുപോകുക,trece
923,vergehen::V,കടന്നുപോകുക,se scurge
924,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,apărea
925,verschwinden::V,അദൃശ്യമാകുക,dispărea
926,sinken::V,താഴുക,cădea
927,sinken::V,താഴുക,coborî
928,abnehmen::V,കുറിയുക,scădea
929,abnehmen::V,കുറിയുക,descrește
930,zunehmen::V,വർദ്ധിക്കുക,spori
931,zunehmen::V,വർദ്ധിക്കുക,crește
932,zunehmen::V,വർദ്ധിക്കുക,augmenta
933,steigen::V,ഉയരുക,urca
934,wachsen::V,വളരുക,crește
935,glänzen::V,മിന്നുക,luci
936,glänzen::V,മിന്നുക,străluci
937,funkeln::V,തിളങ്ങുക,scânteia
938,lärmen::V,ശബ്ദമുണ്ടാക്കുക,face larmă
939,läuten::V,മണിമുഴങ്ങുക,suna
940,klingeln::V,ചിലമ്പുക,suna
941,klirren::V,കിലുക്കുക,zăngăni
942,brausen::V,മുഴങ്ങുക,vui
943,rauschen::V,അനങ്ങുക,vâjâi
944,klingen::V,മുഴക്കുക,suna
945,bellen::V,കുരയ്ക്കുക,lătra
946,heulen::V,ഓരിയിടുക,urla
947,blasen::V,ഊതുക,sufla
948,pfeifen::V,വിസിലടിക്കുക,fluiera
949,schreien::V,ആക്രോശിക്കുക,țipa
950,stöhnen::V,അരക്കം,geme
951,stöhnen::V,ആർത്തനാദം,geme
952,zittern::V,വിറയ്ക്കുക,tremura
953,leben::V,താമസിക്കുക,trăi
954,geboren werden::V,ജനിക്കുക,se naște
955,atmen::V,ശ്വസിക്കുക,respira
956,trinken::V,കുടിക്കുക,bea
957,essen::V,കഴിക്കുക,mânca
958,schlucken::V,വിഴുങ്ങുക,înghiți
959,müde werden::V,ക്ഷീണിക്കുക,se obosi
960,einschlafen::V,നിദ്രിക്കുക,adormi
961,schlafen::V,ഉറങ്ങുക,dormi
962,aufwachen::V,ഉണരുക,se deștepta
963,aufstehen::V,എഴുന്നേൽക്കുക,fi se scula
964,sich erholen::V,വിശ്രമിക്കുക,se relaxa
965,sich erholen::V,വിശ്രമിക്കുക,se destinde
966,krank werden::V,ദീനംപിടിക്കുക,se îmbolnăvi
967,krank sein::V,രോഗികളാകുക,zăcea
968,krank sein::V,രോഗികളാകുക,fi bolnav
969,schmerzen::V,വേദനിക്കുക,durea
970,husten::V,ചുമയ്ക്കുക,tuși
971,genesen::V,സുഖപ്പെടുക,se însănătoși
972,sterben::V,മരിക്കുക,muri
973,umkommen::V,മരിക്കുക,pieri
974,sich bewegen::V,സ്ഥലം_മാറുക,se mișca
975,sich rühren::V,ചലിക്കുക,se mișca
976,sich erheben::V,നിൽക്കുക,se ridica
977,sich setzen::V,ഇരിക്കുക,lua loc
978,sich setzen::V,ഇരിക്കുക,se așeza
979,hinfallen::V,വീഴുക,cădea jos
980,laufen::V,നടക്കുക,merge
981,laufen::V,നടക്കുക,merge pe jos
982,schreiten::V,നടക്കുക,păși
983,spazierengehen::V,ഉലാത്തുക,se plimba
984,eilen::V,പാഞ്ഞെത്തുക,fi se grăbi
985,sich beeilen::V,തിരിക്കുകൂട്ടുക,se grăbi
986,sich beeilen::V,തിടുക്കം_കാട്ടുക,se grăbi
987,sausen::V,കുതിക്കുക,țâșni
988,rennen::V,ഓടുക,fugi
989,rennen::V,ഓടുക,alerga
990,springen::V,ചാടുക,sări
991,klettern::V,കയറുക,urca
992,klettern::V,കയറുക,se cățăra
993,schaukeln::V,ഇളകുക,legăna
994,kriechen::V,പതുങ്ങികയറുക,se târî
995,schwimmen::V,നീന്തുക,înota
996,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,se scufunda
997,rudern::V,തുഴയുക,vâsli
998,rudern::V,തുഴയുക,lopăta
999,fahren::V,വാഹനം ഓടിക്കുക,merge
1000,fliegen::V,പറക്കുക,zbura
1001,gehen::V,പോകുക,merge
1002,weggehen::V,വിടുക,se duce
1003,abfahren::V,പുറപ്പെടുക,pleca
1004,anhalten::V,നിർത്തുക,se opri
1005,hineingehen::V,പ്രവേശിക്കുക,intra
1006,eintreten::V,പ്രവേശിക്കുക,intra
1007,kommen::V,വരുക,veni
1008,ankommen::V,എത്തിച്ചേരുക,sosi
1009,ankommen::V,എത്തിച്ചേരുക,ajunge
1010,zurückkommen::V,തിരിച്ചു വരുക,se întoarce
1011,bleiben::V,തുടരുക,rămâne
1012,warten::V,കാത്തിരിക്കുക,aștepta
1013,erwarten::V,പ്രതീക്ഷിക്കുക,aștepta
1014,suchen::V,തിരയുക,căuta
1015,finden::V,കണ്ടെത്തുക,găsi
1016,versuchen::V,ശ്രമിക്കുക,încerca
1017,vorbereiten::V,തയ്യാറെടുക്കുക,pregăti
1018,lieben::V,സ്നേഹിക്കുക,iubi
1019,mögen::V,ഇഷ്ടപ്പെടുക,plăcea a
1020,lachen::V,ചിരിക്കുക,râde
1021,rühren::V,ഹൃദയം സ്പർശിക്കുക,mișca
1022,rühren::V,ഹൃദയം സ്പർശിക്കുക,înduioșa
1023,weinen::V,തേങ്ങുക,plânge
1024,schimpfen::V,പിറുപിറുക്കുക,înjura
1025,sich ärgern::V,കോപിക്കുക,se supăra
1026,sich fürchten::V,പേടിക്കുക,se teme
1027,sich fürchten::V,പേടിക്കുക,fi teamă a
1028,fürchten::V,പേടിക്കുക,se teme de
1029,fliehen::V,രക്ഷപ്പെടുക,fugi
1030,flüchten::V,രക്ഷപ്പെടുക,evada
1031,sehen::V,കാണുക,vedea
1032,anschauen::V,നോക്കുക,privi
1033,ansehen::V,നോക്കുക,privi
1034,hören::V,കേൾക്കുക,auzi
1035,zuhören::V,ശ്രദ്ധിക്കുക,asculta
1036,probieren::V,രുചിയുള്ളതായി_തോന്നുക,gusta
1037,riechen::V,മണത്തു_നോക്കുക,mirosi
1038,fühlen::V,സ്പർശിച്ചറിയുക,simți
1039,fühlen::V,സ്പർശിച്ചറിയുക,resimți
1040,scheinen::V,കാണപ്പെടുക,părea
1041,zu sehen sein::V,വെളിച്ചപ്പെടുക,se vedea
1042,vernehmen::V,കേൾക്കുക,auzi
1043,frieren::V,വിറയ്ക്കുക,fi frig
1044,tun::V,ചെയ്യുക,face
1045,können::V,കഴിയുക,ști
1046,können::V,കഴിയുക,putea
1047,wollen::V,വേണുക,dori
1048,anfangen::V,തുടങ്ങുക,începe
1049,beenden::V,പൂർത്തിയാക്കുക,sfârși
1050,beenden::V,പൂർത്തിയാക്കുക,termina
1051,aufhören::V,നിർത്തുക,înceta
1052,gelingen::V,വിജയിക്കുക,reuși
1053,gelingen::V,വിജയിക്കുക,izbuti
1054,geraten::V,പരിണമിക്കുക,reuși
1055,öffnen::V,തുറക്കുക,deschide
1056,schließen::V,അടയ്ക്കുക,închide
1057,stellen::V,വയ്ക്കുക,pune
1058,stellen::V,വയ്ക്കുക,așeza
1059,setzen::V,വയ്ക്കുക,pune
1060,setzen::V,വയ്ക്കുക,așeza
1061,legen::V,ഇടുക,pune
1062,berühren::V,തൊടുക,atinge
1063,verbinden::V,ഘടിപ്പിക്കുക,lega
1064,bedecken::V,മുടുക,acoperi
1065,aufhängen::V,കെട്ടിതൂക്കുക,atârna
1066,aufhängen::V,കെട്ടിതൂക്കുക,spânzura
1067,anzünden::V,കത്തിക്കുക,aprinde
1068,aufheben::V,പെറുക്കിയെടുക്കുക,ridica
1069,aufheben::V,പെറുക്കിയെടുക്കുക,lua de jos
1070,zurücklassen::V,വച്ചുപോരുക,lăsa
1071,zurücklassen::V,വച്ചുപോരുക,lăsa în urmă
1072,verlieren::V,നഷ്ടപ്പെടുക,pierde
1073,fallen lassen::V,വീഴ്ത്തുക,scăpa
1074,fallen lassen::V,വീഴ്ത്തുക,arunca
1075,machen::V,ഉണ്ടാക്കുക,face
1076,herstellen::V,ഉൽപാദിപ്പിക്കുക,fabrica
1077,herstellen::V,ഉൽപാദിപ്പിക്കുക,confecționa
1078,bauen::V,നിർമ്മിക്കുക,clădi
1079,bauen::V,നിർമ്മിക്കുക,construi
1080,reparieren::V,നന്നാക്കുക,repara
1081,verbessern::V,മെച്ചപ്പെടുക,ameliora
1082,verbessern::V,മെച്ചപ്പെടുക,îmbunătăți
1083,ändern::V,മാറ്റംവരുത്തുക,schimba
1084,ändern::V,മാറ്റംവരുത്തുക,modifica
1085,graben::V,കുഴിക്കുക,săpa
1086,beugen::V,വണങ്ങുക,curba
1087,biegen::V,കുനിയുക,îndoi
1088,biegen::V,കുനിയുക,încovoia
1089,drehen::V,തിരിക്കുക,învârti
1090,wenden::V,തിരിയുക,întoarce
1091,umdrehen::V,തിരിയുക,învârti
1092,umdrehen::V,തിരിയുക,întoarce
1093,heben::V,ഉയർത്തുക,ridica
1094,hochheben::V,ഉയർത്തുക,ridica
1095,ergreifen::V,ബലമായി_പിടിക്കുക,lua
1096,ergreifen::V,ബലമായി_പിടിക്കുക,apuca
1097,halten::V,പിടിക്കുക,ține
1098,drücken::V,അമർത്തുക,apăsa
1099,drücken::V,അമർത്തുക,strânge
1100,schieben::V,തള്ളുക,împinge
1101,kratzen::V,ചുരണ്ടുക,zgâria
1102,lecken::V,നക്കുക,linge
1103,beißen::V,കടിക്കുക,mușca
1104,abreißen::V,കീറിക്കളയുക,rupe
1105,abreißen::V,കീറിക്കളയുക,smulge
1106,abschneiden::V,മുറിച്ചുമാറ്റുക,scurta
1107,binden::V,കെട്ടുക,lega
1108,stecken::V,തുളയ്ക്കുക,pune
1109,brechen::V,ഉടയുക,rupe
1110,brechen::V,ഉടയുക,frânge
1111,klopfen::V,തട്ടുക,ciocăni
1112,hauen::V,അടിക്കുക,lovi
1113,kleben::V,ഒട്ടിക്കുക,lipi
1114,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,freca
1115,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,fricționa
1116,streichen::V,പടർത്തുക,unge
1117,schleifen::V,പൊടിക്കുക,ascuți
1118,schneiden::V,മുറിക്കുക,tăia
1119,rütteln::V,മുട്ടുക,zgâlțâi
1120,schütteln::V,കുലുക്കുക,scutura
1121,schwenken::V,ആടുക,agita
1122,schütten::V,ഒഴിക്കുക,vărsa
1123,füllen::V,നിറയ്ക്കുക,umple
1124,einwickeln::V,പൊതിയുക,înveli
1125,einwickeln::V,പൊതിയുക,înfășura
1126,tragen::V,വഹിക്കുക,căra
1127,schleppen::V,വലിച്ചിഴയ്ക്കുക,târî
1128,ziehen::V,വലിക്കുക,trage
1129,aufbewahren::V,വയ്ക്കുക,păstra
1130,aufbewahren::V,വയ്ക്കുക,conserva
1131,werfen::V,എറിയുക,arunca
1132,fangen::V,പിടിക്കുക,prinde
1133,packen::V,തട്ടിപ്പറിക്കുക,apuca
1134,verstecken::V,മറയ്ക്കുക,ascunde
1135,teilen::V,വിഭജിക്കുക,împărți
1136,schicken::V,അയയ്ക്കുക,trimite
1137,bringen::V,കൊണ്ടുവരുക,aduce
1138,hinzufügen::V,കൂട്ടുക,adăuga
1139,bekommen::V,കിട്ടുക,obține
1140,bekommen::V,കിട്ടുക,dobândi
1141,erhalten::V,സ്വീകരിക്കുക,primi
1142,erhalten::V,സ്വീകരിക്കുക,căpăta
1143,nehmen::V,എടുക്കുക,lua
1144,wählen::V,തിരഞ്ഞെടുക്കുക,opta
1145,wählen::V,തിരഞ്ഞെടുക്കുക,alege
1146,auswählen::V,തിരഞ്ഞെടുക്കുക,selecta
1147,bewahren::V,പുലർത്തുക,păstra
1148,behindern::V,തടയിടുക,stingheri
1149,verderben::V,നശിപ്പിക്കുക,strica
1150,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,strica
1151,zerbrechen::V,ഉടയുക,rupe
1152,zerbrechen::V,ഉടയുക,frânge
1153,zerreißen::V,കീറുക,rupe
1154,zerreißen::V,കീറുക,sfâșia
1155,zerstören::V,നശിപ്പിക്കുക,distruge
1156,verbrennen::V,കത്തിനശിക്കുക,arde
1157,verbrennen::V,കത്തിനശിക്കുക,incendia
1158,verbrennen::V,കത്തിച്ചുകളയുക,arde
1159,verbrennen::V,കത്തിച്ചുകളയുക,incendia
1160,geben::V,കൊടുക്കുക,da
1161,geben::V,തരുക,da
1162,reichen::V,കൈമാറുക,întinde
1163,schenken::V,സമ്മാനം കൊടുക്കുക,dărui
1164,versprechen::V,വാഗ്ദാനം_നൽകുക,făgădui
1165,wünschen::V,ആഗ്രഹിക്കുക,ura
1166,loben::V,പുകഴ്ത്തുക,lăuda
1167,küssen::V,ഉമ്മവയ്ക്കുക,săruta
1168,wiegen::V,ഇളകുക,legăna
1169,zudecken::V,മുടുക,acoperi
1170,wecken::V,ഉണർത്തുക,trezi
1171,wecken::V,ഉണർത്തുക,deștepta
1172,zeigen::V,കാണിക്കുക,arăta
1173,führen::V,നടത്തുക,călăuzi
1174,lehren::V,പഠിപ്പിക്കുക,preda
1175,lehren::V,പഠിപ്പിക്കുക,învăța
1176,unterrichten::V,പരിശീലിപ്പിക്കുക,învăța
1177,unterrichten::V,പരിശീലിപ്പിക്കുക,instrui
1178,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,crește
1179,leiten::V,നയിക്കുക,duce
1180,leiten::V,നയിക്കുക,conduce
1181,antreiben::V,പ്രേരിപ്പിക്കുക,împinge
1182,antreiben::V,പ്രേരിപ്പിക്കുക,încuraja
1183,lassen::V,അനുവദിക്കുക,pune pe să
1184,einladen::V,ക്ഷണിക്കുക,invita
1185,vereinigen::V,കൂടിച്ചേരുക,uni
1186,vereinigen::V,കൂടിച്ചേരുക,întruni
1187,besuchen::V,സന്ദർശിക്കുക,vizita
1188,besuchen::V,സന്ദർശിക്കുക,face o vizită
1189,treffen::V,തമ്മിൽ കാണുക,întâlni
1190,sich versammeln::V,സംയോജിപ്പിക്കുക,se aduna
1191,spielen::V,കളിക്കുക,se juca
1192,singen::V,പാടുക,cânta
1193,tanzen::V,നൃത്തം ചെയ്യുക,dansa
1194,sich trennen::V,നേർപെടുത്തുക,se separa
1195,sich trennen::V,നേർപെടുത്തുക,se despărți
1196,verlassen::V,പിൻവാങ്ങുക,părăsi
1197,verlassen::V,പിൻവാങ്ങുക,abandona
1198,retten::V,രക്ഷിക്കുക,salva
1199,bewachen::V,കാവൽനിൽക്കുക,păzi
1200,schützen::V,പരിരക്ഷിക്കുക,ocroti
1201,schützen::V,പരിരക്ഷിക്കുക,proteja
1202,verteidigen::V,പ്രതിരോധിക്കുക,apăra
1203,sich schlagen::V,കലഹിക്കുക,se bate
1204,schießen::V,വെടിവെക്കുക,trage
1205,siegen::V,വിജയിക്കുക,birui
1206,siegen::V,വിജയിക്കുക,învinge
1207,ärgern::V,വിഷമിപ്പിക്കുക,supăra
1208,schlagen::V,അടിക്കുക,lovi
1209,treten::V,തൊഴിക്കുക,călca
1210,stechen::V,കുത്തുക,înțepa
1211,stechen::V,കുത്തുക,împunge
1212,stoßen::V,തള്ളുക,împinge
1213,stehlen::V,മോഷ്ടിക്കുക,fura
1214,stören::V,ശല്യപ്പെടുത്തുക,deranja
