,Concept_ID,tt,cv
726,faul::A,иренчәк,наян
727,faul::A,иренчәк,юлхав
728,faul::A,иренчәк,ӳркенчӗк
729,fleißig::A,тырыш,хастар
730,fleißig::A,тырышучан,хастар
731,geizig::A,саран,хытӑ
732,klug::A,акыллы,ӑслӑ
733,geschickt::A,маһир,ӑста
734,lieb::A,сөекле,савнӑ
735,lustig::A,күңелле,хаваслӑ
736,sanft::A,басынкы,ачаш
737,hungrig::A,ач,выҫӑ
738,krank::A,чирле,чирлӗ
739,krank::A,сырхау,чирлӗ
740,nackt::A,шәрә,ҫара
741,traurig::A,ямансу,салхуллӑ
742,lebendig::A,тере,чӗрӗ
743,gut::A,яхшы,аван
744,gut::A,яхшы,лайӑх
745,schlecht::A,начар,япӑх
746,schlecht::A,начар,начар
747,richtig::A,дөрес,тӗрӗс
748,schlimm::A,әшәкә,йӗрӗнчӗк
749,wahr::A,чып-чын,чӑн
750,alt::A,иске,кивӗ
751,neu::A,яңа,ҫӗнӗ
752,ehemalig::A,элекке,пулнӑ
753,alt[Lebewesen]::A,карт,ватӑ
754,jung::A,яшь,яш
755,jung::A,яшь,ҫамрӑк
756,arm::A,фәкыйрь,чухӑн
757,reich::A,бай,пуян
758,bekannt::A,таныш,пӗлӗш
759,berühmt::A,атаклы,чаплӑ
760,fremd::A,ят,ют
761,verschieden::A,төрле,расна
762,nah::A,якын,ҫывӑх
763,nah::A,якын,ҫывӑхри
764,fern::A,ерак,инҫе
765,fern::A,ерак,аякри
766,linker::A,сул,сулахай
767,rechter::A,уң,сылтӑм
768,anderer::A,бүтән,урӑх
769,erster::A,беренче,пӗрремӗш
770,zweiter::A,икенче,иккӗмӗш
771,dritter::A,өченче,виҫҫӗмӗш
772,letzter::A,ахыргы,юлашки
773,allein::ADV,ялгыз,пӗччен
774,auf einmal::ADV,бердән,кӗмӗрккен
775,zusammen::ADV,бергә,пӗрле
776,lange::ADV,озак,вӑрах
777,plötzlich::ADV,искәрмәстән,сасартӑк
778,sofort::ADV,хәзер,тӳрех
779,später::ADV,соңрак,кайран
780,jetzt::ADV,хәзер,халь
781,jetzt::ADV,хәзер,халӗ
782,heute::ADV,бүген,паян
783,morgen::ADV,иртәгә,ыран
784,bald::ADV,тиздән,халех
785,bald::ADV,тиздән,кӗҫех
786,dann::ADV,аннары,унтан
787,gestern::ADV,кичә,ӗнер
788,einst::ADV,берчак,пӗррехинче
789,damals::ADV,ул вакытта,ун чухне
790,damals::ADV,ул вакытта,апла пулсан
791,damals::ADV,ул чакта,ун чухне
792,damals::ADV,ул чакта,апла пулсан
793,danach::ADV,да,унтан
794,vorher::ADV,элек,малтан
795,zuerst::ADV,башта,пирвай
796,einmal::ADV,бер,пӗррехинче
797,einmal::ADV,бер мәртәбә,пӗррехинче
798,manchmal::ADV,кайчакта,хӑш чухне
799,oft::ADV,еш,тӑтӑш
800,immer::ADV,һәркайчан,ялан
801,niemals::ADV,hичбер вакыт,нихӑҫан та
802,hier::ADV,монда,кунта
803,hier::ADV,биредә,кунта
804,hierhin::ADV,монда,кунта
805,von hier::ADV,моннан,кунтан
806,dort::ADV,анда,унта
807,dort::ADV,анда,ҫавӑнта
808,dorthin::ADV,тегеләй,унта
809,dorthin::ADV,тегеләй,ҫавӑнта
810,geradeaus::ADV,турыдан-туры,тикӗс
811,vorwärts::ADV,алга,малалла
812,rückwärts::ADV,кире,хыҫала
813,zurück::ADV,кире,каялла
814,unten::ADV,түбәндә,аялта
815,hinab::ADV,аска,аялта
816,oben::ADV,өстә,ҫӳлте
817,oben::ADV,югарыда,ҫӳлте
818,hinauf::ADV,өскә,ҫӳле
819,überall::ADV,hәркайда,таҫта та
820,überall::ADV,hәркайда,пур ҫӗрте те
821,überall::ADV,hәркайда,кирек ӑҫта та
822,nicht::ADV,түгел,мар
823,ein wenig::ADV,бераз,пӑртак
824,kaum::ADV,көчкә,аран
825,sehr::ADV,бик,питӗ
826,so::ADV,алай,апла
827,noch::ADV,янә,татах
828,noch::ADV,тагын,татах
829,nur::ADV,фәкать,ҫех
830,schon::ADV,инде,ӗнтӗ
831,wieder::ADV,янә,каллех
832,wieder::ADV,тагын,каллех
833,vergebens::ADV,юкка,харам
834,vor::PRP,алдыннан,умӗнче
835,hinter::PRP,арттан,кайра
836,unter::PRP,астында,айне
837,unter::PRP,астында,айӗпе
838,unter::PRP,астында,айӗнче
839,unter::PRP,астында,ҫитеспе
840,durch::PRP,аша,витӗр
841,neben::PRP,тирәсендә,патӗнче
842,zwischen::PRP,арасында,хушшинче
843,wegen::PRP,сәбәпле,пула
844,wegen::PRP,сәбәпле,пирки
845,dies::PRN,бу,ку
846,dies::PRN,бу,ҫак
847,das::PRN,ул,ҫав
848,alles::PRN,һәммә,пурте
849,alles::PRN,һәммә,йӑлт
850,ich::PRN,мин,эп
851,du::PRN,син,эс
852,er::PRN,ул,вӑл
853,wir::PRN,без,эпир
854,ihr::PRN,сез,эсир
855,sie::PRN,ул,вӗсем
856,was::FPRN,ни,мӗн
857,was::FPRN,ни,мӗскер
858,was::FPRN,ни,мӗн те пулин
859,was::FPRN,нәрсә,мӗн
860,was::FPRN,нәрсә,мӗскер
861,was::FPRN,нәрсә,мӗн те пулин
862,wer::FPRN,кем,кам
863,wo::FADV,кайда,ӑҫта
864,wohin::FADV,кая,ӑҫта
865,wie::FADV,ничек,епле
866,wie::FADV,ничек,мӗнле
867,warum::FADV,нигә,ма
868,warum::FADV,нигә,мӗншӗн
869,wieviel::FNUM,ничә,миҫе
870,eins::NUM,бер,пӗр
871,eins::NUM,бер,пӗрре
872,zwei::NUM,ике,ик
873,zwei::NUM,ике,икӗ
874,zwei::NUM,ике,иккӗ
875,drei::NUM,өч,виҫ
876,drei::NUM,өч,виҫӗ
877,drei::NUM,өч,виҫҫӗ
878,vier::NUM,дүрт,тӑват
879,fünf::NUM,биш,пилӗк
880,fünf::NUM,биш,пиллӗк
881,sechs::NUM,алты,улт
882,sechs::NUM,алты,ултӑ
883,sechs::NUM,алты,улттӑ
884,sieben::NUM,җиде,ҫич
885,sieben::NUM,җиде,ҫичӗ
886,sieben::NUM,җиде,ҫиччӗ
887,acht::NUM,сигез,сакӑр
888,acht::NUM,сигез,саккӑр
889,neun::NUM,тугыз,тӑхӑр
890,neun::NUM,тугыз,тӑххӑр
891,zehn::NUM,ун,вунӑ
892,zehn::NUM,ун,вуннӑ
893,elf::NUM,унбер,вун пӗр
894,zwölf::NUM,унике,вун ик
895,zwölf::NUM,унике,вун икӗ
896,zwölf::NUM,унике,вун иккӗ
897,zwanzig::NUM,егерме,ҫирӗм
898,dreißig::NUM,утыз,вӑтӑр
899,vierzig::NUM,кырык,хӗрӗх
900,fünfzig::NUM,илле,аллӑ
901,sechzig::NUM,алтмыш,утмӑл
902,siebzig::NUM,җитмеш,ҫитмӗл
903,achtzig::NUM,сиксән,сакӑр вунӑ
904,achtzig::NUM,сиксән,сакӑр вуннӑ
905,neunzig::NUM,туксан,тӑхӑр вун
906,neunzig::NUM,туксан,тӑхӑр вунӑ
907,neunzig::NUM,туксан,тӑхӑр вуннӑ
908,hundert::NUM,йөз,ҫӗр
909,tausend::NUM,мең,пин
910,und::CNJ,вә,та
911,oder::CNJ,яки,е
912,oder::CNJ,яисә,е
913,stehen::V,тору,тӑр
914,sitzen::V,утыру,лар
915,liegen::V,яту,вырт
916,hängen::V,эленү,усӑнса тӑр
917,hängen::V,эленү,ҫакӑнса тӑр
918,werden::V,булу,пул
919,passieren::V,булу,пул
920,beginnen::V,башлану,пуҫлан
921,enden::V,бетү,пӗт
922,enden::V,бетү,вӗҫлен
923,wechseln::V,үзгәртү,улшӑн
924,aufgehen[Sonne]::V,чыгу,тух
925,untergehen[Sonne]::V,бату,анса лар
926,scheinen[Sonne]::V,яктырту,пӑх
927,donnern::V,күкрәү,кӗмсӗртет
928,donnern::V,күкрәү,авӑт
929,wehen::V,исү,варкӑш
930,strömen::V,агу,тӑкӑн
931,fließen::V,агу,юх
932,sich drehen::V,бөтерелү,ҫаврӑн
933,schwanken::V,икеләнү,чӳхен
934,schwingen::V,тирбәлү,суллан
935,fallen::V,егылу,кип
936,fallen::V,егылу,тӳр кип
937,fallen::V,егылу,татӑлса ан
938,brennen::V,яну,ҫун
939,rauchen::V,төтәү,мӑкӑрлан
940,rauchen::V,төтәү,тӗтӗм кӑлар
941,rauchen::V,төтенләү,мӑкӑрлан
942,rauchen::V,төтенләү,тӗтӗм кӑлар
943,regnen::V,яву,ҫумӑр ҫӑвать
944,gefrieren::V,кату,шӑн
945,tauen::V,эрү,ирӗл
946,tauen::V,эретү,ирӗл
947,schmelzen::V,эрү,ирӗл
948,schmelzen::V,эретү,ирӗл
949,trocknen::V,кибү,тип
950,sieden::V,ургылу,вӗре
951,faulen::V,черү,ҫӗр
952,verfaulen::V,черү,ҫӗр
953,reißen::V,өзелү,ҫурӑл
954,versinken::V,бату,пут
955,vergehen::V,авышу,ирт
956,erscheinen::V,пәйда булу,курӑн
957,erscheinen::V,пәйда булу,курӑнса кай
958,verschwinden::V,югалу,ҫухал
959,verschwinden::V,юк булу,ҫухал
960,sinken::V,кимү,чак
961,sinken::V,кайту,чак
962,abnehmen::V,азаю,чак
963,zunehmen::V,арту,пысӑклан
964,zunehmen::V,күбәю,пысӑклан
965,zunehmen::V,ишәю,пысӑклан
966,steigen::V,үсү,ҫӗклен
967,wachsen::V,үсү,ӳс
968,glänzen::V,ялкылдау,ҫиҫ
969,funkeln::V,ялтырау,ялкӑш
970,funkeln::V,ялтырау,йӑлтӑртат
971,lärmen::V,шаулау,шавла
972,läuten::V,шалтырату,шӑнкӑравла
973,klingeln::V,шалтырату,шӑнкӑравла
974,klirren::V,чылтырау,калтлат
975,klirren::V,чылтырау,шӑнкӑлтат
976,brausen::V,давыллау,ахӑр
977,brausen::V,дулау,ахӑр
978,rauschen::V,кыштырдау,вашӑлтат
979,rauschen::V,кыштырдау,чашӑлтат
980,klingen::V,ишетелү,янӑра
981,bellen::V,өрү,вӗр
982,heulen::V,улау,ула
983,blasen::V,өрү,вӗр
984,pfeifen::V,сызгырту,шӑхӑр
985,schreien::V,кычкыру,кӑшкӑр
986,stöhnen::V,ыңгырашу,йынӑш
987,zittern::V,калтырау,чӗтре
988,zittern::V,калтырану,чӗтре
989,leben::V,яшәү,пурӑн
990,leben::V,гомер итү,пурӑн
991,geboren werden::V,туу,ҫурал
992,atmen::V,сулау,сывла
993,trinken::V,эчү,ӗҫ
994,essen::V,ашау,ҫи
995,schlucken::V,йоту,ҫӑт
996,müde werden::V,ялыгу,ӗшен
997,müde werden::V,йөгенү,ӗшен
998,einschlafen::V,йокыга китү,ыйха пут
999,einschlafen::V,йокыга китү,ҫывӑрса кай
1000,schlafen::V,йоклау,ҫывӑр
1001,aufwachen::V,уяну,вӑран
1002,aufstehen::V,тору,тӑр
1003,sich erholen::V,ял алу,кан
1004,sich erholen::V,истирахәт итү,кан
1005,krank werden::V,чирләү,чирле
1006,krank sein::V,чирләү,чирле
1007,schmerzen::V,авырту,сур
1008,schmerzen::V,авырту,ырат
1009,husten::V,ютәлләү,ӳсӗр
1010,genesen::V,савыгу,сывал
1011,genesen::V,савыгу,тӳрлен
1012,genesen::V,сәламәтләнү,сывал
1013,genesen::V,сәламәтләнү,тӳрлен
1014,sterben::V,үлү,вил
1015,sterben::V,дөнья кую,вил
1016,sterben::V,вафат булу,вил
1017,umkommen::V,үлү,вил
1018,sich bewegen::V,йөрү,куҫ
1019,sich rühren::V,кыймылдау,хускал
1020,sich erheben::V,басу,тӑр
1021,sich setzen::V,утыру,лар
1022,hinfallen::V,егылу,ӳк
1023,laufen::V,җәяүләү,ут
1024,schreiten::V,атлау,ут
1025,spazierengehen::V,йөрү,уҫӑлса ҫӳре
1026,spazierengehen::V,йөрү,уткаласа ҫӳре
1027,spazierengehen::V,йөргенү,уҫӑлса ҫӳре
1028,spazierengehen::V,йөргенү,уткаласа ҫӳре
1029,eilen::V,ашыгу,васка
1030,eilen::V,ашыгу,хыпалан
1031,sich beeilen::V,ашыгу,васка
1032,sich beeilen::V,ашыгу,хыпалан
1033,sich beeilen::V,кызулау,васка
1034,sich beeilen::V,кызулау,хыпалан
1035,sausen::V,җилдерү,ыткӑн
1036,sausen::V,җилдерү,вӗҫтер
1037,rennen::V,йөгерү,чуп
1038,springen::V,сикерү,сик
1039,klettern::V,үрмәләү,улӑх
1040,schaukeln::V,атыну,йӳрӗн
1041,kriechen::V,шуышу,шу
1042,kriechen::V,шуышу,упален
1043,kriechen::V,үрмәләү,шу
1044,kriechen::V,үрмәләү,упален
1045,schwimmen::V,йөзү,иш
1046,tauchen::V,чуму,чӑм
1047,rudern::V,ишү,авӑс
1048,fahren::V,бару,пыр
1049,fliegen::V,очу,вӗҫ
1050,gehen::V,йөрү,кай
1051,weggehen::V,китү,кай
1052,abfahren::V,кузгалу,тапран
1053,anhalten::V,тукталу,чарӑн
1054,hineingehen::V,инү,кӗр
1055,eintreten::V,инү,кӗр
1056,kommen::V,килү,кил
1057,ankommen::V,бару,ҫит
1058,zurückkommen::V,кире кайту,таврӑн
1059,zurückkommen::V,кире кайту,каялла кил
1060,bleiben::V,калу,юл
1061,warten::V,көтү,кӗт
1062,erwarten::V,көтү,кӗт
1063,suchen::V,эзләү,шыра
1064,finden::V,табу,туп
1065,versuchen::V,маташу,пикен
1066,vorbereiten::V,хәзерләү,хатӗрле
1067,lieben::V,сөю,юрат
1068,lieben::V,ярату,юрат
1069,mögen::V,өнәү,кӑмӑлла
1070,mögen::V,өнәү,килӗштер
1071,lachen::V,көлү,кул
1072,lachen::V,көлү,ахӑлтат
1073,rühren::V,дулкынландыру,ҫулӑх
1074,weinen::V,елау,йӗр
1075,weinen::V,елау,макӑр
1076,schimpfen::V,сүгү,вӑрҫ
1077,schimpfen::V,сүгү,ятлаҫ
1078,schimpfen::V,сүгенү,вӑрҫ
1079,schimpfen::V,сүгенү,ятлаҫ
1080,sich ärgern::V,ачулану,ҫиллен
1081,sich fürchten::V,курку,шиклен
1082,fürchten::V,калтырау,хӑра
1083,fürchten::V,калтырану,хӑра
1084,fliehen::V,арка бирү,тар
1085,flüchten::V,качу,чупса тар
1086,sehen::V,күрү,кур
1087,anschauen::V,карау,пӑхса ил
1088,ansehen::V,карау,пӑх
1089,ansehen::V,күзәтү,пӑх
1090,hören::V,ишетү,илт
1091,zuhören::V,тыңлау,итле
1092,zuhören::V,тыңлау,тӑнла
1093,probieren::V,тату,астив
1094,riechen::V,иснәү,шӑршла
1095,fühlen::V,тою,туй
1096,fühlen::V,тою,сис
1097,fühlen::V,сизү,туй
1098,fühlen::V,сизү,сис
1099,scheinen::V,күренү,туйӑн
1100,zu sehen sein::V,күренү,курӑн
1101,vernehmen::V,ишетү,пӑл
1102,frieren::V,өшү,йӳтен
1103,frieren::V,күшегү,йӳтен
1104,tun::V,итү,ту
1105,können::V,алу,пултар
1106,wollen::V,теләү,те
1107,anfangen::V,керешү,пуҫла
1108,beenden::V,бетерү,пӗтер
1109,beenden::V,тәмамлау,пӗтер
1110,aufhören::V,бетү,пӑрах
1111,gelingen::V,уңу,ӑн
1112,geraten::V,сабышу,пул
1113,öffnen::V,ачу,уҫ
1114,schließen::V,ябу,хуп
1115,stellen::V,кую,ларт
1116,stellen::V,кую,тӑрат
1117,setzen::V,утырту,ларт
1118,legen::V,яткыру,хур
1119,berühren::V,тию,перӗн
1120,verbinden::V,ялгау,сып
1121,bedecken::V,өрту,вит
1122,bedecken::V,каплау,вит
1123,bedecken::V,томалау,вит
1124,aufhängen::V,асу,ҫак
1125,anzünden::V,кабызу,ҫут
1126,aufheben::V,күтәрү,ҫӗкле
1127,zurücklassen::V,калдыру,манса хӑвар
1128,verlieren::V,югалту,ҫӗтер
1129,fallen lassen::V,төшерү,ӳкер
1130,machen::V,ясау,ту
1131,machen::V,эшләү,ту
1132,herstellen::V,ясау,ӑстала
1133,bauen::V,кору,ту
1134,reparieren::V,төзәтү,юса
1135,verbessern::V,яхшырту,лайӑхлат
1136,ändern::V,үзгәртү,улӑштар
1137,graben::V,казу,чав
1138,graben::V,казу,чакала
1139,beugen::V,ию,кукӑрт
1140,biegen::V,бөгү,ав
1141,biegen::V,бөгү,кукӑрт
1142,drehen::V,бору,ҫавӑр
1143,drehen::V,бөтерү,ҫавӑр
1144,wenden::V,бору,ӳпӗнтер
1145,umdrehen::V,түнтәрү,ҫавӑр
1146,heben::V,күтәрү,хӑпарт
1147,hochheben::V,күтәрү,йӑт
1148,ergreifen::V,эләктерү,тыт
1149,halten::V,тоту,тыт
1150,drücken::V,кысу,пус
1151,schieben::V,кузгату,тӗк
1152,schieben::V,кузгату,тӗрт
1153,kratzen::V,тырнау,хыр
1154,lecken::V,ялау,ҫула
1155,beißen::V,тешләү,ҫырт
1156,beißen::V,тешләү,хып
1157,abreißen::V,өзү,тат
1158,abschneiden::V,кыю,кас
1159,abschneiden::V,кисү,кас
1160,binden::V,бәйләү,ҫых
1161,stecken::V,төртү,чик
1162,stecken::V,тыгу,чик
1163,brechen::V,сындыру,хуҫ
1164,klopfen::V,шаку,такка
1165,klopfen::V,шакылдау,такка
1166,hauen::V,кыйнау,шакка
1167,kleben::V,ябыштыру,ҫыпӑҫтар
1168,reiben::V,ышку,сӑтӑр
1169,streichen::V,ягу,сӗр
1170,schleifen::V,кайрау,хӑйра
1171,schneiden::V,кисү,кас
1172,rütteln::V,селкетү,лӑка
1173,rütteln::V,селкетү,силлентер
1174,schütteln::V,селкетү,лӑка
1175,schütteln::V,селкетү,силлентер
1176,schwenken::V,болгау,сулла
1177,schütten::V,кою,тултар
1178,füllen::V,тутыру,тултар
1179,einwickeln::V,төрү,чӗрке
1180,tragen::V,ташу,ҫӗкле
1181,schleppen::V,сөйрәү,сӗтӗр
1182,schleppen::V,өстерәү,сӗтӗр
1183,ziehen::V,тарту,тӑс
1184,aufbewahren::V,саклау,усра
1185,werfen::V,ыргыту,пӑрах
1186,fangen::V,тоту,тыт
1187,packen::V,эләктерү,тыт
1188,verstecken::V,яшерү,пытарса хур
1189,teilen::V,бүлү,уйӑр
1190,teilen::V,бүлү,пайла
1191,schicken::V,җибәрү,яр
1192,bringen::V,китерү,кӳр
1193,hinzufügen::V,өстәү,хуш
1194,bekommen::V,алу,ил
1195,bekommen::V,алу,туян
1196,erhalten::V,алу,ил
1197,erhalten::V,алу,туян
1198,nehmen::V,алу,ил
1199,wählen::V,сайлау,суйла
1200,auswählen::V,сайлау,суйла
1201,bewahren::V,саклау,упра
1202,behindern::V,комачаулау,кансӗрле
1203,behindern::V,комачаулау,чӑрмантар
1204,verderben::V,бозу,пӑс
1205,beschädigen::V,бозу,пӑс
1206,zerbrechen::V,вату,ват
1207,zerbrechen::V,вату,ҫӗмӗр
1208,zerreißen::V,өзү,ҫур
1209,zerreißen::V,ерту,ҫур
1210,zerstören::V,җимерү,иш
1211,verbrennen::V,яндыру,ҫунтар
1212,verbrennen::V,көйдерү,ҫунтар
1213,geben::V,бирү,пар
1214,reichen::V,тапшыру,пар
1215,schenken::V,бүләкләү,парнеле
1216,versprechen::V,вәгъдә бирү,тума пул
1217,versprechen::V,вәгъдә бирү,сӑмах пар
1218,wünschen::V,котлау,сун
1219,loben::V,мактау,ырла
1220,küssen::V,үбү,чуп ту
1221,wiegen::V,тирбәтү,сиктер
1222,wiegen::V,тирбәтү,силле
1223,zudecken::V,ябу,вит
1224,zudecken::V,бөркәү,вит
1225,wecken::V,уяту,вӑрат
1226,zeigen::V,күрсәтү,кӑтарт
1227,führen::V,йөртү,илсе пыр
1228,führen::V,йөртү,ҫавӑтса пыр
1229,lehren::V,өйрәтү,вёрент
1230,unterrichten::V,укыту,вёрент
1231,aufziehen::V,асрау,вӗрент
1232,leiten::V,җитәкләү,тытса пыр
1233,antreiben::V,куалау,васкат
1234,antreiben::V,әйдәләү,васкат
1235,antreiben::V,ашыктыру,васкат
1236,lassen::V,мәҗбүр итү,пусахла
1237,lassen::V,мәҗбүр итү,хуш
1238,einladen::V,чакыру,чӗн
1239,vereinigen::V,берләштерү,пӗрлештер
1240,besuchen::V,керешү,ҫит
1241,besuchen::V,керешү,кӗрсе кур
1242,treffen::V,очрату,тӗл пул
1243,sich versammeln::V,җыелышу,пуҫтарӑн
1244,spielen::V,уйнау,выля
1245,singen::V,җырлау,юрла
1246,tanzen::V,бию,ташла
1247,sich trennen::V,аерылу,уйрӑл
1248,sich trennen::V,ташлашу,уйрӑл
1249,verlassen::V,ташлау,хӑвар
1250,verlassen::V,калдыру,хӑвар
1251,retten::V,коткару,ҫӑл
1252,bewachen::V,каравыллау,хуралла
1253,schützen::V,ышыклау,сыхла
1254,verteidigen::V,яклау,хӳтӗле
1255,verteidigen::V,саклау,хӳтӗле
1256,sich schlagen::V,сугышу,ҫапӑҫ
1257,schießen::V,ату,пер
1258,siegen::V,җиңү,ҫӗн
1259,siegen::V,җиңү,ҫӗнтер
1260,ärgern::V,ачуландыру,тарӑхтар
1261,ärgern::V,ачуландыру,ҫиллентер
1262,schlagen::V,ору,ҫап
1263,schlagen::V,бәрү,ҫап
1264,schlagen::V,тукмау,ҫап
1265,treten::V,тибү,тап
1266,stechen::V,кадау,чик
1267,stoßen::V,этү,чыш
1268,stehlen::V,урлау,вӑрла
1269,stören::V,комачаулау,кансӗрле
1270,belästigen::V,борчу,аптӑрат
1271,belästigen::V,борчу,хупла
1272,belästigen::V,билмазалау,аптӑрат
1273,belästigen::V,билмазалау,хупла
1274,verbergen::V,яшерү,пытар
1275,täuschen::V,алдату,суй
1276,betrügen::V,хәрәмләшү,ултала
1277,töten::V,үтерү,вӗлер
1278,wohnen::V,яшәү,чуна пар
1279,wohnen::V,яшәү,парӑнса тӑр
1280,arbeiten::V,эшләү,ӗҫле
1281,sammeln::V,туплау,пух
1282,pflücken::V,өзү,тат
1283,jagen::V,аулау,сунара ҫӳре
1284,fischen::V,балык тоту,пулӑ тыт
1285,fassen::V,тоту,тыт
1286,hüten::V,көтү,кӗт
1287,treiben::V,куалау,хӑвала
1288,anbinden::V,бәйләү,кӑкар
1289,füttern::V,туйдыру,ҫитер
1290,melken::V,саву,су
1291,hacken::V,чабу,вакла
1292,gießen::V,сугару,шӑвар
1293,reifen::V,җитешү,пиҫ
1294,zubereiten::V,пешеренү,пӗҫер
1295,kochen::V,пешерү,пӗҫер
1296,kochen::V,кайнату,пӗҫер
1297,backen::V,пешерү,пӗҫер
1298,braten::V,куыру,ӑшала
1299,braten::V,кыздыру,ӑшала
1300,umrühren::V,бутау,хутӑштар
1301,umrühren::V,болгату,хутӑштар
1302,stricken::V,бәйләү,ҫых
1303,nähen::V,тегү,ҫӗле
1304,färben::V,ману,пӗвет
1305,reinigen::V,чистарту,тасат
1306,waschen::V,юу,ҫу
1307,abwischen::V,сөртү,шӑл
1308,spülen::V,чайкау,чӳхе
1309,fegen::V,себерү,шӑл
1310,kehren::V,себерү,шӑл
1311,baden::V,коену,шыва кӗр
1312,sich waschen::V,юыну,ҫӑвӑн
1313,ausziehen::V,чишенү,салан
1314,anziehen::V,кию,тӑхӑн
1315,sich anziehen::V,киенү,тӑхӑн
1316,kämmen::V,тарау,тура
1317,schmücken::V,бизәү,илемлет
1318,schmücken::V,бизәкләү,илемлет
1319,sagen::V,дию,те
1320,sagen::V,әйтү,те
1321,sprechen::V,сөйләү,кала
1322,sprechen::V,сөйләшү,кала
1323,reden::V,сөйләү,сӑмахла
1324,reden::V,сөйләү,калаҫ
1325,sich unterhalten::V,сөйләшү,пупле
1326,fragen::V,сорау,ыйт
1327,fragen::V,сорашу,ыйт
1328,bitten::V,үтенү,ыйт
1329,erzählen::V,сөйләү,каласа пар
1330,mitteilen::V,белдерү,пӗлтер
1331,mitteilen::V,белдерү,хыпарла
1332,nennen::V,дию,те
1333,nennen::V,дию,чӗн
1334,rufen::V,дәшү,чӗн
1335,prahlen::V,мактану,мухтан
1336,prahlen::V,мактану,вӗҫкӗнлен
1337,prahlen::V,шапырыну,мухтан
1338,prahlen::V,шапырыну,вӗҫкӗнлен
1339,übersetzen::V,күчерү,куҫар
1340,denken::V,уйлау,шухӑшла
1341,glauben::V,инану,ӗнен
1342,bemerken::V,искәрү,асӑрха
1343,erkennen::V,тану,палла
1344,begreifen::V,аңлау,ӑнлан
1345,begreifen::V,төшенү,ӑнлан
1346,verstehen::V,аңлау,пӗл
1347,verstehen::V,төшенү,пӗл
1348,lernen::V,уку,вӗрен
1349,lernen::V,өйрәнү,вӗрен
1350,wissen::V,белү,пӗл
1351,wissen::V,белү,ӑнкар
1352,sich erinnern an::V,хәтерләү,аса ил
1353,vergessen::V,оныту,ман
1354,vergessen::V,оныту,манса кай
1355,messen::V,үлчәү,виҫ
1356,zählen::V,санау,шутла
1357,rechnen::V,исәпләү,шутла
1358,lesen::V,уку,вула
1359,malen::V,рәсем ясау,ӳкер
1360,malen::V,сурәт ясау,ӳкер
1361,malen::V,сурәтләү,ӳкер
1362,zeichnen::V,язу-сызу,ӳкер
1363,zeichnen::V,сурәт ясау,ӳкер
1364,schreiben::V,язу,ҫыр
1365,besitzen::V,биләү,тыт
1366,kaufen::V,алу,ил
1367,kaufen::V,алу,туян
1368,verkaufen::V,сату,сут
1369,bezahlen::V,түләү,тӳле
1370,zahlen::V,түләү,тӳле
1371,beherrschen::V,ия булу,тыт
1372,ertragen::V,чыдау,тӳс
