,Concept_ID,he,kk
791,dann::ADV,אחר-כך,сонан соң
792,gestern::ADV,אתמול,кеше
793,einst::ADV,לפנים,бірде
794,einst::ADV,לפנים,бір кезде
795,damals::ADV,אז,анада
796,danach::ADV,אחר-כך,онан соң
797,danach::ADV,אחר-כך,сонан соң
798,vorher::ADV,לפני זה,бұрын
799,zuerst::ADV,קדם,әуелі
800,zuerst::ADV,קדם,алдымен
801,einmal::ADV,פעם,бір жолы
802,manchmal::ADV,לפעמים,кейде
803,oft::ADV,לעתים קרובות,ылғи
804,immer::ADV,תמיד,өнебойы
805,niemals::ADV,אף פעם,ешуақытта
806,hier::ADV,כאן,бұнда
807,hier::ADV,כאן,осында
808,hierhin::ADV,פה,бермен
809,von hier::ADV,מפה,бер жақтан
810,dort::ADV,שם,анда
811,dorthin::ADV,שם,әрі
812,geradeaus::ADV,ישר,тура
813,vorwärts::ADV,קדימה,ілгері
814,rückwärts::ADV,לאחור,артқа
815,zurück::ADV,בחזרה,кейін қарай
816,zurück::ADV,אחורנית,кейін қарай
817,unten::ADV,למטה,төменде
818,hinab::ADV,למטה,астына
819,hinab::ADV,למטה,төмен
820,oben::ADV,מעל,жоғарыда
821,oben::ADV,למעלה,жоғарыда
822,hinauf::ADV,למעלה,өрге
823,überall::ADV,בכל מקום,әрқайда
824,nicht::ADV,לא,емес
825,ein wenig::ADV,קצת,азырақ
826,ein wenig::ADV,קצת,аздаған
827,ein wenig::ADV,קצת,азғантай
828,kaum::ADV,בקשי,зорға
829,sehr::ADV,מאוד,орасан
830,so::ADV,כך,бұлай
831,so::ADV,כך,былайша
832,so::ADV,ככה,бұлай
833,so::ADV,ככה,былайша
834,noch::ADV,עוד,әлі
835,noch::ADV,עדין,әлі
836,nur::ADV,רק,ғана
837,schon::ADV,כבר,түге
838,wieder::ADV,שוב,жаңа
839,wieder::ADV,שוב,қайта
840,wieder::ADV,שוב,жаңадан
841,vergebens::ADV,לריק,бекер
842,vergebens::ADV,לשוא,бекер
843,vor::PRP,מול,алды
844,hinter::PRP,מאחורי,артынан
845,unter::PRP,מתחת,түп
846,unter::PRP,מתחת,маңында
847,durch::PRP,דרך,арқылы
848,neben::PRP,ליד,іргеде
849,neben::PRP,ליד,жанында
850,neben::PRP,על-יד,іргеде
851,neben::PRP,על-יד,жанында
852,zwischen::PRP,בין,арада
853,wegen::PRP,בשל,үшін
854,wegen::PRP,בגלל,үшін
855,dies::PRN,זה,бұ
856,dies::PRN,זה,осы
857,das::PRN,זה,сол
858,alles::PRN,הכל,дүйім
859,alles::PRN,הכל,күллі
860,ich::PRN,אני,мен
861,du::PRN,את,сен
862,du::PRN,אתה,сен
863,er::PRN,הוא,ол
864,wir::PRN,אנחנו,біз
865,ihr::PRN,לה,сіз
866,sie::PRN,הם,олар
867,was::FPRN,מה,не
868,wer::FPRN,מי,кім
869,wo::FADV,איפה,кәні
870,wo::FADV,איפה,қайда
871,wohin::FADV,לאן,қайда
872,wie::FADV,איך,калай
873,warum::FADV,למה,неғып
874,wieviel::FNUM,כמה,неше
875,wieviel::FNUM,כמה,қанша
876,eins::NUM,אחד,бір
877,zwei::NUM,שתים,екі
878,drei::NUM,שלושה,үш
879,vier::NUM,ארבעה,төрт
880,fünf::NUM,חמשה,бес
881,sechs::NUM,ששה,алты
882,sieben::NUM,שבעה,жеті
883,acht::NUM,שמונה,сегіз
884,neun::NUM,תשעה,тоғыз
885,zehn::NUM,עשרה,он
886,elf::NUM,אחת עשרה,он бір
887,zwölf::NUM,שתים עשרה,он екі
888,zwanzig::NUM,עשרים,жиырма
889,dreißig::NUM,שלושים,отыз
890,vierzig::NUM,ארבעים,қырық
891,fünfzig::NUM,חמשים,елу
892,sechzig::NUM,ששים,алпыс
893,siebzig::NUM,שבעים,жетпіс
894,achtzig::NUM,שמונים,сексен
895,neunzig::NUM,תשעים,тоқсан
896,hundert::NUM,מאה,жүз
897,tausend::NUM,אלף,мың
898,und::CNJ,ו,та
899,oder::CNJ,או,әлде
900,oder::CNJ,או,немесе
901,stehen::V,עמד,тұру
902,sitzen::V,ישב,отыру
903,liegen::V,שכב,жату
904,hängen::V,היה תלוי,ілу
905,werden::V,הפך ל,болу
906,werden::V,הפך ל,түрегелу
907,passieren::V,קרה,болу
908,beginnen::V,התחיל,басталу
909,enden::V,הסתים,ада болу
910,wechseln::V,השתנה,құбылу
911,wechseln::V,השתנה,өзгеру
912,aufgehen[Sonne]::V,זרח,шығу
913,untergehen[Sonne]::V,שקע,батыру
914,scheinen[Sonne]::V,בהק,жылтырау
915,donnern::V,רעם,күркіреу
916,wehen::V,נשב,огып тур
917,strömen::V,זרם,сорғалау
918,fließen::V,זרם,ағу
919,sich drehen::V,הסתובב,айналу
920,schwanken::V,התנודד,толықсу
921,schwingen::V,התנענע,тербелу
922,fallen::V,נפל,құлау
923,fallen::V,נפל,жығылу
924,fallen::V,נפל,төмендеу
925,brennen::V,בער,жану
926,rauchen::V,עשן,түтету
927,regnen::V,ירד גשם,жауу
928,gefrieren::V,קפא,мұздай қату
929,gefrieren::V,קפא,мұз боп қату
930,tauen::V,נמס,жібу
931,schmelzen::V,התיך,еру
932,trocknen::V,התיבש,курау
933,sieden::V,רתח,қайнау
934,faulen::V,רקב,иістену
935,verfaulen::V,רקב,шіру
936,reißen::V,נקרע,жыртылу
937,versinken::V,טבע,малтығу
938,vergehen::V,עבר,өту
939,erscheinen::V,נגלה,көріну
940,erscheinen::V,נגלה,көрініп қалу
941,erscheinen::V,הופיע,көріну
942,erscheinen::V,הופיע,көрініп қалу
943,verschwinden::V,נעלם,ғайып_болу
944,sinken::V,ירד,ылдилау
945,sinken::V,ירד,төмендеу
946,abnehmen::V,הפחית,кемітілу
947,zunehmen::V,רבה,көбею
948,steigen::V,עלה,қобу
949,steigen::V,עלה,көтерілу
950,steigen::V,עלה,жоғарылау
951,wachsen::V,גדל,өсу
952,glänzen::V,נצץ,жалтырау
953,glänzen::V,בהק,жалтырау
954,funkeln::V,נצנץ,жарқырау
955,funkeln::V,נצנץ,нұрлану
956,funkeln::V,נצנץ,жылтылдау
957,lärmen::V,רעש,шулау
958,lärmen::V,רעש,шуылдау
959,läuten::V,צלצל,қоңыраулату
960,klingeln::V,צלצל,дыңғырлау
961,klirren::V,קרקש,дыңылдату
962,brausen::V,געש,тасу
963,rauschen::V,רשרש,сусылдау
964,rauschen::V,רשרש,сыбдырлау
965,klingen::V,נשמע,дыбыс шығару
966,bellen::V,נבח,үру
967,heulen::V,ילל,ұлу
968,blasen::V,נשף,үру
969,pfeifen::V,שרק,ысқыру
970,schreien::V,צעק,шыңғыру
971,schreien::V,צעק,айғайлау
972,schreien::V,צעק,байбайлау
973,schreien::V,צעק,бажалақтау
974,stöhnen::V,נאנק,ыңырсу
975,stöhnen::V,נאנק,ыңкылдау
976,zittern::V,רעד,қалш
977,zittern::V,רעד,қалшылдату
978,leben::V,חי,жасау
979,leben::V,חי,күнелту
980,leben::V,חי,күн көру
981,leben::V,חי,тіршілік ету
982,geboren werden::V,נולד,туу
983,atmen::V,נשם,дем алу
984,atmen::V,נשם,ауа жұту
985,trinken::V,שתה,ішу
986,trinken::V,שתה,ұрттау
987,essen::V,אכל,жеу
988,essen::V,אכל,тамақтану
989,schlucken::V,בלע,жұту
990,müde werden::V,התעיף,болдыру
991,einschlafen::V,נרדם,үйыктап калу
992,schlafen::V,ישן,ұйықтау
993,aufwachen::V,התעורר,ояну
994,aufstehen::V,קם,ояну
995,sich erholen::V,נפש,тынығу
996,krank werden::V,חלה,кеселдену
997,krank werden::V,חלה,сырқаттану
998,krank werden::V,חלה,ауырып қалу
999,krank werden::V,חלה,ауыра бастау
1000,krank werden::V,חלה,кеселге ұшырау
1001,krank werden::V,חלה,сырқаттанып қалу
1002,krank sein::V,היה חולה,ауыру
1003,krank sein::V,היה חולה,сырқаттану
1004,schmerzen::V,כאב,ауырады
1005,husten::V,השתעל,жөтелу
1006,genesen::V,הבריא,айығу
1007,sterben::V,מת,өлу
1008,sterben::V,מת,қайтыс
1009,sterben::V,מת,жантапсыру
1010,umkommen::V,נספה,өлу
1011,umkommen::V,נספה,қаза табу
1012,sich bewegen::V,נע,жылжу
1013,sich rühren::V,זז,қыбырлау
1014,sich erheben::V,קם,тұру
1015,sich setzen::V,התישב,отыру
1016,hinfallen::V,נפל,жығылу
1017,laufen::V,הלך ברגל,жояу жүру
1018,schreiten::V,פסע,кадамдау
1019,spazierengehen::V,טיל,қыдыру
1020,eilen::V,אץ,асығу
1021,eilen::V,אץ,жеделдену
1022,eilen::V,אץ,жедепдеу
1023,eilen::V,מהר,асығу
1024,eilen::V,מהר,жеделдену
1025,eilen::V,מהר,жедепдеу
1026,sich beeilen::V,מהר,асығу
1027,sich beeilen::V,מהר,жеделдену
1028,sausen::V,אץ,заулау
1029,rennen::V,רץ,жүгіру
1030,springen::V,קפץ,секіру
1031,klettern::V,טפס,өрмелеп шығу
1032,schaukeln::V,התנדנד,тербелу
1033,kriechen::V,זחל,еңбектеу
1034,schwimmen::V,שחה,жүзу
1035,schwimmen::V,שחה,малту
1036,schwimmen::V,שחה,қалықтау
1037,tauchen::V,צלל,сүңгу
1038,rudern::V,חתר,есу
1039,fahren::V,נסע,бару
1040,fliegen::V,עף,ұшу
1041,gehen::V,הלך,бару
1042,weggehen::V,עזב,кету
1043,abfahren::V,יצא,жөнелу
1044,anhalten::V,עצר,тоқтау
1045,hineingehen::V,נכנס,кіру
1046,eintreten::V,נכנס,ену
1047,kommen::V,בא,жету
1048,ankommen::V,הגיע,келу
1049,zurückkommen::V,שב,қайту
1050,zurückkommen::V,חזר,қайту
1051,bleiben::V,נשאר,қалу
1052,warten::V,חכה,тосу
1053,warten::V,המתין,тосу
1054,erwarten::V,צפה,күту
1055,suchen::V,חפש,іздеу
1056,finden::V,מצא,табу
1057,versuchen::V,נסה,талпыну
1058,vorbereiten::V,הכין,әзірлеу
1059,lieben::V,אהב,сүю
1060,mögen::V,אהב,жарату
1061,mögen::V,אהב,жақсы_көру
1062,lachen::V,צחק,күлу
1063,lachen::V,צחק,күлісу
1064,rühren::V,נגע ללב,көңілін бұзу
1065,weinen::V,בכה,жылау
1066,schimpfen::V,גער,ақырып-бақыру
1067,sich ärgern::V,זעם,ашулану
1068,sich ärgern::V,כעס,ашулану
1069,sich fürchten::V,פחד,сескену
1070,sich fürchten::V,חשש,сескену
1071,fürchten::V,פחד מ,қауіптену
1072,fürchten::V,פחד מ,сақсыну
1073,fürchten::V,חשש מ,қауіптену
1074,fürchten::V,חשש מ,сақсыну
1075,fliehen::V,ברח,қашу
1076,fliehen::V,ברח,қашып кету
1077,flüchten::V,נמלט,қашу
1078,flüchten::V,נמלט,қашып кету
1079,sehen::V,ראה,көру
1080,anschauen::V,הביט,назар салу
1081,ansehen::V,התבונן,тамашалау
1082,hören::V,שמע,есту
1083,zuhören::V,הקשיב,тыңдау
1084,zuhören::V,הקשיב,құлақ қою
1085,probieren::V,נסה,тату
1086,probieren::V,נסה,дәм тату
1087,riechen::V,הריח,иіскеу
1088,fühlen::V,חש,сезу
1089,fühlen::V,חש,сезіну
1090,scheinen::V,נדמה,болып көріну
1091,zu sehen sein::V,נראה,көріну
1092,vernehmen::V,נודע ל,есту
1093,vernehmen::V,נודע ל,есітіп қалу
1094,frieren::V,קר ל,тоңу
1095,frieren::V,קר ל,жаурау
1096,tun::V,פעל,ету
1097,tun::V,פעל,істеу
1098,können::V,יכל,білу
1099,wollen::V,רצה,қалау
1100,anfangen::V,התחיל,бастау
1101,beenden::V,גמר,бітіру
1102,beenden::V,גמר,адақтау
1103,beenden::V,גמר,тамамдау
1104,beenden::V,גמר,аяқтап шығу
1105,aufhören::V,סים,доғару
1106,gelingen::V,הצליח,жолы түсу
1107,geraten::V,עלה,калу
1108,öffnen::V,פתח,ашу
1109,öffnen::V,פתח,ашып қою
1110,schließen::V,סגר,жабу
1111,stellen::V,העמיד,қою
1112,stellen::V,העמיד,қойдыру
1113,setzen::V,הושיב,отырғызу
1114,legen::V,שם,салу
1115,legen::V,שם,калау
1116,berühren::V,נגע,тию
1117,verbinden::V,קשר,байлап алу
1118,verbinden::V,קשר,сабақтастыру
1119,bedecken::V,כסה,бүркеу
1120,aufhängen::V,תלה,ілу
1121,aufhängen::V,תלה,асып қою
1122,anzünden::V,הצית,тұтату
1123,aufheben::V,אסף,көтеру
1124,zurücklassen::V,השאיר,қалдыру
1125,verlieren::V,אבד,жоғалту
1126,fallen lassen::V,שמט,құлатып алу
1127,fallen lassen::V,שמט,қолдан түсіріп алу
1128,fallen lassen::V,הפיל,құлатып алу
1129,fallen lassen::V,הפיל,қолдан түсіріп алу
1130,machen::V,עשה,ету
1131,machen::V,עשה,жасау
1132,machen::V,עשה,жасап шығару
1133,herstellen::V,יצר,жасап шығару
1134,bauen::V,בנה,тұрғызу
1135,reparieren::V,תקן,оңдау
1136,verbessern::V,שפר,дұрыстау
1137,ändern::V,שנה,өзгерту
1138,graben::V,חפר,үңгу
1139,beugen::V,כפף,буғу
1140,biegen::V,כופף,ию
1141,biegen::V,כופף,майыстыру
1142,drehen::V,סובב,айналдыру
1143,wenden::V,הפך,екінші жағын айналдыру
1144,umdrehen::V,סובב,бұру
1145,heben::V,הרים,көтеру
1146,hochheben::V,הרים,жоғарылату
1147,hochheben::V,הרים,көтеру
1148,ergreifen::V,אחז,бас_салу
1149,ergreifen::V,אחז,шап_беріп_ұстап_алу
1150,ergreifen::V,אחז,шап_беру
1151,ergreifen::V,אחז,шап_ете_түсу
1152,halten::V,החזיק,тұту
1153,halten::V,החזיק,ұстау
1154,drücken::V,לחץ,басу
1155,schieben::V,הזיז,итеру
1156,kratzen::V,שרט,қыру
1157,kratzen::V,שפשף,қыру
1158,lecken::V,לקק,жалау
1159,beißen::V,נשך,қабу
1160,beißen::V,נשך,тістеу
1161,beißen::V,נשך,қауып алу
1162,abreißen::V,קרע,үзу
1163,abschneiden::V,חתך,қырқу
1164,binden::V,קשר,байланыстыру
1165,binden::V,קשר,байлап_алу
1166,binden::V,קשר,байластыру
1167,binden::V,קשר,байлау
1168,binden::V,קשר,буу
1169,binden::V,קשר,матау
1170,binden::V,קשר,сабақтастыру
1171,binden::V,קשר,ұштастыру
1172,stecken::V,תקע,сұғу
1173,brechen::V,שבר,сындыру
1174,klopfen::V,נקש,қағу
1175,hauen::V,הכה,соғу
1176,kleben::V,הדביק,желімдеу
1177,reiben::V,שפשף,үйкеу
1178,streichen::V,מרח,сүйкеу
1179,schleifen::V,השחיז,егеу
1180,schleifen::V,השחיז,қайрау
1181,schleifen::V,השחיז,егеулеу
1182,schneiden::V,גזר,кесу
1183,rütteln::V,נענע,қозғау
1184,rütteln::V,נענע,жұлмалау
1185,schütteln::V,נער,дірілдету
1186,schütteln::V,נער,селкілдету
1187,schwenken::V,נופף,бұлғау
1188,schwenken::V,נופף,сермеу
1189,schwenken::V,טלטל,бұлғау
1190,schwenken::V,טלטל,сермеу
1191,schütten::V,שפך,құю
1192,füllen::V,מלא,толтыру
1193,einwickeln::V,עטף,орау
1194,tragen::V,נשא,алып жүру
1195,schleppen::V,סחב,тарту
1196,ziehen::V,משך,тарту
1197,aufbewahren::V,שמר,сақтау
1198,werfen::V,זרק,лақтыру
1199,fangen::V,תפס,қармау
1200,fangen::V,תפס,қағып алу
1201,packen::V,אחז,шап беру
1202,packen::V,אחז,шап ете түсу
1203,packen::V,אחז,шап беріп ұстап алу
1204,verstecken::V,החביא,тығу
1205,verstecken::V,החביא,жасыру
1206,teilen::V,חלק,бөлу
1207,schicken::V,שלח,жіберу
1208,bringen::V,הביא,әкелу
1209,bringen::V,הביא,алып келу
1210,hinzufügen::V,הוסיף,қосу
1211,hinzufügen::V,הוסיף,үстеу
1212,bekommen::V,תפס,алу
1213,erhalten::V,קבל,алмақ
1214,nehmen::V,אחז,алу
1215,nehmen::V,אחז,алмақ
1216,wählen::V,בחר,таңдау
1217,auswählen::V,בחר ב,екшеу
1218,auswählen::V,בחר ב,саралау
1219,auswählen::V,בחר ב,сұрыптау
1220,auswählen::V,בחר ב,сайлап алу
1221,bewahren::V,קים,сақтау
1222,behindern::V,מנע,оралғы болу
1223,verderben::V,מנע,бүлдіру
1224,beschädigen::V,הזיק,бұзу
1225,zerbrechen::V,נשבר,уату
1226,zerreißen::V,קרע,жырту
1227,zerstören::V,הרס,қирату
1228,zerstören::V,הרס,талқандау
1229,zerstören::V,השמיד,қирату
1230,zerstören::V,השמיד,талқандау
1231,verbrennen::V,שרף,өртеу
1232,verbrennen::V,שרף,жандыру
1233,verbrennen::V,שרף,өртеп жіберу
1234,verbrennen::V,שרף,жандырып жіберу
1235,geben::V,נתן,беру
1236,reichen::V,העביר,беру
1237,schenken::V,נתן במתנה,тарту
1238,versprechen::V,הבטיח,уәде беру
1239,wünschen::V,אחל,тілеу
1240,loben::V,שבח,мақтау
1241,loben::V,שבח,дәріптеу
1242,küssen::V,נשק,сүю
1243,wiegen::V,נדנד,тербеу
1244,zudecken::V,כסה,бүркеу
1245,wecken::V,עורר,ояту
1246,zeigen::V,הראה,көрсету
1247,führen::V,הביא,ерту
1248,führen::V,הביא,жетектеу
1249,führen::V,הוביל,ерту
1250,führen::V,הוביל,жетектеу
1251,lehren::V,למד,оқыту
1252,unterrichten::V,למד,оқыту
1253,aufziehen::V,רומם,бағу
1254,leiten::V,נהל,басқару
1255,leiten::V,נהל,жетекшілік ету
1256,antreiben::V,המרץ,асықтыру
1257,lassen::V,נתן,-ткізу
1258,lassen::V,נתן,мәжбүр ету
1259,einladen::V,הזמין,шақыру
1260,vereinigen::V,אחד,біріктіру
1261,vereinigen::V,אחד,біріктіріп қою
1262,vereinigen::V,לכד,біріктіру
1263,vereinigen::V,לכד,біріктіріп қою
1264,besuchen::V,בקר,кіріп шығу
1265,besuchen::V,בקר,барып шығу
1266,treffen::V,פגש,кездесу
1267,sich versammeln::V,התאסף,топталу
1268,spielen::V,שחק,ойнау
1269,singen::V,שר,сайрау
1270,tanzen::V,רקד,билеу
1271,sich trennen::V,נפרד,айрылысу
1272,verlassen::V,עזב,тастау
1273,retten::V,הציל,құтқару
1274,bewachen::V,שמר,күзету
1275,schützen::V,אבטח,жақтау
1276,schützen::V,אבטח,жақтасу
1277,verteidigen::V,הגן,қорғау
1278,sich schlagen::V,התכתש,алысу
1279,schießen::V,ירה,ату
1280,siegen::V,גבר,жеңу
1281,siegen::V,נצח,жеңу
1282,ärgern::V,עצבן,ашуландыру
1283,schlagen::V,הכה,ұру
1284,schlagen::V,הלקה,ұру
1285,treten::V,בעט,тебу
1286,stechen::V,דקר,шаншу
1287,stoßen::V,דחק,түрту
1288,stehlen::V,גנב,ұрлау
1289,stören::V,קטע,кесірлен
1290,stören::V,הפריע,кесірлен
1291,belästigen::V,הציק,мазасын алу
1292,belästigen::V,הטריד,мазасын алу
1293,verbergen::V,הצניע,сездірмеу
1294,täuschen::V,שגע,жалған айту
1295,betrügen::V,הונה,алдау
1296,betrügen::V,הונה,алдап кету
1297,betrügen::V,הונה,ақымақ қылу
1298,töten::V,הרג,құрту
1299,töten::V,הרג,өлтіру
1300,wohnen::V,גר,мекендеу
1301,wohnen::V,גר,өмір сүру
1302,arbeiten::V,עבד,істеу
1303,arbeiten::V,עבד,еңбектену
1304,sammeln::V,אסף,жыю
1305,pflücken::V,קטף,жұлу
1306,jagen::V,צד,аулау
1307,fischen::V,דג,балык_аулау
1308,fassen::V,תפס,ұстау
1309,hüten::V,רעה,жаю
1310,hüten::V,רעה,бағу
1311,treiben::V,הוציא,айдау
1312,anbinden::V,קשר,байлау
1313,füttern::V,הלעיט,ас ішкізу
1314,füttern::V,הלעיט,азықтандыру
1315,füttern::V,הלעיט,қоректендіру
1316,melken::V,חלב,сауу
1317,hacken::V,קצץ,турау
1318,gießen::V,השקה,суару
1319,reifen::V,בשל,жетілу
1320,zubereiten::V,הכין,даяр ету
1321,kochen::V,בשל,асу
1322,backen::V,אפה,пісіру
1323,braten::V,צלה,қуыру
1324,braten::V,טגן,қуыру
1325,umrühren::V,ערבב,былғалау
1326,umrühren::V,ערבב,сапырылыстыру
1327,stricken::V,סרג,торлау
1328,stricken::V,סרג,тоқу
1329,nähen::V,תפר,тігу
1330,färben::V,צבע,бояу
1331,färben::V,צבע,сырлау
1332,reinigen::V,נקה,аршу
1333,reinigen::V,נקה,тазалау
1334,waschen::V,רחץ,жуу
1335,waschen::V,כבס,жуу
1336,abwischen::V,נגב,сүрту
1337,spülen::V,שטף,шаю
1338,fegen::V,טאטא,сыпыру
1339,kehren::V,טאטא,сыпыру
1340,baden::V,טבל,шомылу
1341,baden::V,שחה,шомылу
1342,sich waschen::V,התרחץ,жуыну
1343,ausziehen::V,הוריד,шешу
1344,anziehen::V,לבש,кигізу
1345,sich anziehen::V,התלבש,киіну
1346,kämmen::V,סרק,тарау
1347,schmücken::V,קשט,әсемдеу
1348,schmücken::V,קשט,мәнерлеу
1349,schmücken::V,קשט,көріктендіру
1350,sagen::V,אמר,деу
1351,sagen::V,אמר,айту
1352,sprechen::V,דבר,деу
1353,sprechen::V,דבר,айту
1354,reden::V,דבר,сөйлеу
1355,reden::V,דבר,сөйлесу
1356,reden::V,דבר,тіл қатысу
1357,sich unterhalten::V,שוחח,сұхбаттасу
1358,fragen::V,שאל,сұрау
1359,bitten::V,בקש,өтіну
1360,bitten::V,בקש,жалыну
1361,erzählen::V,ספר,айту
1362,mitteilen::V,מסר,білдіру
1363,mitteilen::V,הודיע,білдіру
1364,nennen::V,קרא בשם,атау
1365,rufen::V,גיס,шақыру
1366,rufen::V,הזמין לבוא,шақыру
1367,prahlen::V,התרברב,бөсу
1368,übersetzen::V,תרגם,аудару
1369,denken::V,חשב,ойлау
1370,glauben::V,האמין,нану
1371,glauben::V,האמין,илану
1372,bemerken::V,הבחין,аңғару
1373,erkennen::V,זהה,тану
1374,begreifen::V,קלט,ұғу
1375,begreifen::V,קלט,аңғарып алу
1376,begreifen::V,הבין,ұғу
1377,begreifen::V,הבין,аңғарып алу
1378,verstehen::V,הבין,пайым
1379,verstehen::V,הבין,түсіну
1380,lernen::V,למד,оқу
1381,wissen::V,ידע,хабардар болу
1382,sich erinnern an::V,זכר,еске түсіру
1383,vergessen::V,שכח,ұмыту
1384,messen::V,מדד,өлшеу
1385,zählen::V,ספר,санау
1386,rechnen::V,חשב,санап шығару
1387,rechnen::V,חשב,санап шығу
1388,rechnen::V,חשב,санау
1389,lesen::V,קרא,оқу
1390,malen::V,ציר,сурет салу
1391,zeichnen::V,שרטט,сурет салу
1392,schreiben::V,כתב,жазу
1393,besitzen::V,היה בעל של,болу
1394,kaufen::V,קנה,алу
1395,kaufen::V,קנה,әперу
1396,kaufen::V,רכש,алу
1397,kaufen::V,רכש,әперу
1398,verkaufen::V,מכר,сату
1399,bezahlen::V,שלם,төлеу
1400,bezahlen::V,שלם,ақы беру
1401,bezahlen::V,שלם,ақы төлеу
1402,zahlen::V,שלם,төлеу
1403,beherrschen::V,שלט,билеу
1404,ertragen::V,סבל,төзу
1405,ertragen::V,סבל,шыдау
