,Concept_ID,da,no
868,schlucken::V,synke,svelge
869,müde werden::V,blive træt,bli trett
870,einschlafen::V,falde i søvn,sovne
871,schlafen::V,sove,sove
872,aufwachen::V,vågne,våkne
873,aufstehen::V,stå op,stå opp
874,sich erholen::V,komme sig,bli bra
875,sich erholen::V,komme sig,komme seg
876,krank werden::V,blive syg,bli syk
877,krank sein::V,være syg,være syk
878,schmerzen::V,smerte,gjøre vondt
879,husten::V,hoste,hoste
880,genesen::V,komme sig,komme seg
881,sterben::V,dø,dø
882,umkommen::V,omkomme,omkomme
883,sich bewegen::V,bevæge sig,bevege seg
884,sich rühren::V,røre på sig,røre på seg
885,sich erheben::V,rejse sig,reise seg
886,sich setzen::V,sætte sig,sette sig
887,laufen::V,løbe,løpe
888,schreiten::V,skride,skride
889,spazierengehen::V,gå en tur,spasere
890,spazierengehen::V,gå en tur,gå en tur
891,eilen::V,ile,ile
892,sich beeilen::V,skynde sig,skynde seg
893,sausen::V,suse,suse
894,rennen::V,løbe,løpe
895,rennen::V,rende,løpe
896,springen::V,hoppe,hoppe
897,springen::V,hoppe,springe
898,springen::V,springe,hoppe
899,springen::V,springe,springe
900,klettern::V,klatre,klatre
901,schaukeln::V,gynge,huske
902,kriechen::V,krybe,krype
903,schwimmen::V,svømme,svømme
904,tauchen::V,dykke,dykke
905,rudern::V,ro,ro
906,fahren::V,køre,kjøre
907,fliegen::V,flyve,fly
908,gehen::V,gå,gå
909,weggehen::V,gå bort,gå bort
910,abfahren::V,køre bort,reise
911,anhalten::V,standse,stanse
912,hineingehen::V,gå ind,gå inn
913,eintreten::V,træde ind,tre inn
914,kommen::V,komme,komme
915,ankommen::V,ankomme,ankomme
916,ankommen::V,ankomme,komme til
917,zurückkommen::V,komme tilbage,komme tilbake
918,bleiben::V,blive,bli
919,bleiben::V,blive,forbli
920,bleiben::V,forblive,bli
921,bleiben::V,forblive,forbli
922,warten::V,vente,vente
923,erwarten::V,vente,vente
924,erwarten::V,afvente,vente
925,suchen::V,søge,søke
926,finden::V,finde,finne
927,versuchen::V,forsøge,prøve
928,versuchen::V,forsøge,forsøke
929,vorbereiten::V,forberede,forberede
930,lieben::V,elske,elske
931,mögen::V,holde af,like
932,mögen::V,kunne lide,like
933,lachen::V,le,le
934,rühren::V,røre,røre
935,weinen::V,græde,gråte
936,schimpfen::V,skænde,skjelle
937,sich ärgern::V,ærgre sig,ergre seg
938,sich fürchten::V,være bange,være redd
939,fürchten::V,være bange for,være redd for
940,fliehen::V,flygte,rømme
941,fliehen::V,flygte,flykte
942,flüchten::V,flygte,flykte
943,sehen::V,se,se
944,anschauen::V,se på,se på
945,anschauen::V,se på,betrakte
946,anschauen::V,betragte,se på
947,anschauen::V,betragte,betrakte
948,ansehen::V,anse,anse
949,hören::V,høre,høre
950,zuhören::V,høre til,tilhøre
951,probieren::V,smage,smake
952,probieren::V,smage,smake på
953,probieren::V,smage på,smake
954,probieren::V,smage på,smake på
955,riechen::V,lugte,lukte
956,fühlen::V,føle,føle
957,scheinen::V,synes,se ut
958,zu sehen sein::V,synes,synes
959,vernehmen::V,erfare,få vite
960,frieren::V,fryse,fryse
961,tun::V,gøre,gjøre
962,können::V,kunne,kunne
963,wollen::V,ville,ville
964,anfangen::V,begynde,begynne
965,beenden::V,afslutte,avslutte
966,aufhören::V,ophøre,slutte
967,aufhören::V,ophøre,holde opp
968,aufhören::V,holde op,slutte
969,aufhören::V,holde op,holde opp
970,gelingen::V,lykkes,lykkes
971,geraten::V,blive,bli
972,öffnen::V,åbne,åpne
973,schließen::V,lukke,lukke
974,schließen::V,lukke,stenge
975,stellen::V,stille,stille
976,setzen::V,sætte,sette
977,legen::V,lægge,legge
978,berühren::V,berøre,berøre
979,verbinden::V,forbinde,forbinde
980,bedecken::V,dække,dekke
981,bedecken::V,bedække,dekke
982,aufhängen::V,hænge,henge
983,aufhängen::V,hænge,henge opp
984,aufhängen::V,hænge op,henge
985,aufhängen::V,hænge op,henge opp
986,anzünden::V,tænde,tenne
987,anzünden::V,tænde,antenne
988,anzünden::V,tænde,tenne på
989,anzünden::V,antænde,tenne
990,anzünden::V,antænde,antenne
991,anzünden::V,antænde,tenne på
992,aufheben::V,løfte,løfte
993,aufheben::V,løfte,ta opp
994,aufheben::V,tage op,løfte
995,aufheben::V,tage op,ta opp
996,zurücklassen::V,lade tilbage,slippe tilbake
997,verlieren::V,miste,miste
998,fallen lassen::V,tabe,droppe
999,fallen lassen::V,tabe,la falle
1000,fallen lassen::V,droppe,droppe
1001,fallen lassen::V,droppe,la falle
1002,machen::V,gøre,lage
1003,machen::V,gøre,gjøre
1004,herstellen::V,fremstille,fremstille
1005,bauen::V,bygge,bygge
1006,reparieren::V,reparere,reparere
1007,verbessern::V,rette,rette
1008,verbessern::V,rette,forbedre
1009,verbessern::V,forbedre,rette
1010,verbessern::V,forbedre,forbedre
1011,ändern::V,ændre,forandre
1012,graben::V,grave,grave
1013,beugen::V,bøje,bøye
1014,biegen::V,bøje,bøye
1015,drehen::V,dreje,dreie
1016,wenden::V,vende,vende
1017,umdrehen::V,dreje om,snu
1018,heben::V,hæve,heve
1019,hochheben::V,løfte,løfte
1020,ergreifen::V,gribe fat i,gripe
1021,ergreifen::V,gribe fat i,få tak i
1022,halten::V,holde,holde
1023,drücken::V,trykke,trykke
1024,schieben::V,skyde,skyve
1025,schieben::V,skubbe,skyve
1026,kratzen::V,klø,klø
1027,kratzen::V,klø,klore
1028,kratzen::V,kradse,klø
1029,kratzen::V,kradse,klore
1030,lecken::V,slikke,slikke
1031,beißen::V,bide,bite
1032,abreißen::V,rive af,rive av
1033,abschneiden::V,skære af,skjære av
1034,binden::V,binde,binde
1035,stecken::V,stikke,stikke
1036,brechen::V,brække,bryte
1037,brechen::V,brække,briste
1038,klopfen::V,banke,banke
1039,hauen::V,hugge,hogge
1040,kleben::V,klistre,klistre
1041,reiben::V,gnide,gni
1042,streichen::V,smøre,stryke
1043,schleifen::V,slibe,slipe
1044,schneiden::V,skære,klippe
1045,schneiden::V,klippe,klippe
1046,rütteln::V,ruske,ruske
1047,schütteln::V,ryste,riste
1048,schwenken::V,svinge,svinge
1049,schütten::V,hælde,helle
1050,füllen::V,fylde,fylle
1051,einwickeln::V,pakke ind,vikle inn
1052,tragen::V,bære,bære
1053,schleppen::V,slæbe,slepe
1054,ziehen::V,trække,dra
1055,ziehen::V,trække,trekke
1056,aufbewahren::V,opbevare,oppbevare
1057,aufbewahren::V,opbevare,ta vare på
1058,werfen::V,kaste,kaste
1059,fangen::V,fange,fange
1060,packen::V,gribe,gripe
1061,packen::V,gribe,gripe tak i
1062,verstecken::V,gemme,gjemme
1063,teilen::V,dele,dele
1064,schicken::V,sende,sende
1065,bringen::V,bringe,bringe
1066,hinzufügen::V,tilføje,tilføye
1067,bekommen::V,få,få
1068,erhalten::V,få,få
1069,nehmen::V,tage,ta
1070,wählen::V,vælge,velge
1071,auswählen::V,udvælge,velge ut
1072,bewahren::V,bevare,bevare
1073,behindern::V,hindre,hindre
1074,behindern::V,hindre,forhindre
1075,behindern::V,forhindre,hindre
1076,behindern::V,forhindre,forhindre
1077,verderben::V,ødelægge,ødelegge
1078,beschädigen::V,beskadige,skade
1079,zerbrechen::V,brække itu,brekke i stykker
1080,zerreißen::V,rive itu,rive i stykker
1081,zerstören::V,ødelægge,ødelegge
1082,verbrennen::V,brænde,brenne
1083,verbrennen::V,brænde,brenne opp
1084,geben::V,give,gi
1085,reichen::V,række,rekke
1086,schenken::V,forære,forære
1087,schenken::V,forære,skjenke
1088,versprechen::V,love,love
1089,wünschen::V,ønske,ønske
1090,loben::V,rose,rose
1091,küssen::V,kysse,kysse
1092,wiegen::V,vugge,vogge
1093,zudecken::V,dække til,dekke til
1094,wecken::V,vække,vekke
1095,zeigen::V,vise,vise
1096,führen::V,føre,føre
1097,lehren::V,lære,lære
1098,unterrichten::V,undervise,undervise
1099,aufziehen::V,opdrage,oppdra
1100,leiten::V,lede,lede
1101,antreiben::V,skynde på,drive på
1102,lassen::V,få til at,få til å
1103,einladen::V,indbyde,be
1104,einladen::V,indbyde,invitere
1105,einladen::V,invitere,be
1106,einladen::V,invitere,invitere
1107,vereinigen::V,forene,forene
1108,besuchen::V,besøge,besøke
1109,treffen::V,møde,møte
1110,treffen::V,møde,treffe
1111,sich versammeln::V,forsamles,forsamles
1112,spielen::V,lege,leke
1113,spielen::V,lege,spille
1114,spielen::V,spille,leke
1115,spielen::V,spille,spille
1116,singen::V,synge,synge
1117,tanzen::V,danse,danse
1118,sich trennen::V,skilles,skilles
1119,verlassen::V,forlade,forlate
1120,retten::V,redde,redde
1121,bewachen::V,bevogte,bevokte
1122,schützen::V,skærme,verne
1123,schützen::V,skærme,beskytte
1124,schützen::V,beskytte,verne
1125,schützen::V,beskytte,beskytte
1126,verteidigen::V,forsvare,forsvare
1127,sich schlagen::V,slås,slåss
1128,schießen::V,skyde,skyte
1129,siegen::V,sejre,seire
1130,ärgern::V,ærgre,ergre
1131,schlagen::V,slå,
1132,treten::V,sparke,sparke
1133,stechen::V,stikke,stikke
1134,stoßen::V,støde,støte
1135,stehlen::V,stjæle,stjele
1136,stören::V,forstyrre,forstyrre
1137,belästigen::V,genere,plage
1138,belästigen::V,genere,sjenere
1139,belästigen::V,ulejlige,plage
1140,belästigen::V,ulejlige,sjenere
1141,verbergen::V,skjule,gjemme
1142,täuschen::V,villede,villede
1143,betrügen::V,bedrage,bedra
1144,töten::V,dræbe,drepe
1145,wohnen::V,bo,bo
1146,arbeiten::V,arbejde,arbeide
1147,sammeln::V,samle,samle
1148,pflücken::V,plukke,plukke
1149,jagen::V,jage,jage
1150,fischen::V,fiske,fiske
1151,fassen::V,fange,fange
1152,hüten::V,vogte,vokte
1153,treiben::V,drive,drive
1154,anbinden::V,binde fast,feste
1155,füttern::V,fodre,fore
1156,melken::V,malke,melke
1157,hacken::V,hakke,hakke
1158,gießen::V,hælde,helle
1159,reifen::V,modne,modne
1160,zubereiten::V,tilberede,lage
1161,zubereiten::V,tilberede,tilberede
1162,kochen::V,koge,koke
1163,backen::V,bage,bake
1164,braten::V,stege,steke
1165,umrühren::V,røre om,røre om
1166,stricken::V,strikke,strikke
1167,nähen::V,sy,sy
1168,färben::V,farve,farge
1169,reinigen::V,rense,rense
1170,reinigen::V,rense,gjøre ren
1171,reinigen::V,gøre ren,rense
1172,reinigen::V,gøre ren,gjøre ren
1173,waschen::V,vaske,vaske
1174,abwischen::V,tørre af,tørke av
1175,spülen::V,skylle,spyle
1176,spülen::V,skylle,skylle
1177,fegen::V,feje,feie
1178,kehren::V,feje,koste
1179,baden::V,bade,bade
1180,sich waschen::V,vaske sig,vaske seg
1181,ausziehen::V,tage af,ta av
1182,anziehen::V,tage på,ta på
1183,sich anziehen::V,klæde sig på,kle på seg
1184,kämmen::V,rede,gre
1185,kämmen::V,rede,kjemme
1186,kämmen::V,frisere,gre
1187,kämmen::V,frisere,kjemme
1188,schmücken::V,pynte,pynte
1189,schmücken::V,pynte,smykke
1190,schmücken::V,smykke,pynte
1191,schmücken::V,smykke,smykke
1192,sagen::V,sige,si
1193,sprechen::V,snakke,snakke
1194,reden::V,tale,tale
1195,reden::V,tale,snakke
1196,reden::V,snakke,tale
1197,reden::V,snakke,snakke
1198,sich unterhalten::V,snakke sammen,samtale
1199,fragen::V,spørge,spørre
1200,bitten::V,bede,be
1201,erzählen::V,berette,fortelle
1202,erzählen::V,fortælle,fortelle
1203,mitteilen::V,meddele,meddele
1204,nennen::V,nævne,kalle
1205,rufen::V,råbe,rope
1206,prahlen::V,prale,skryte
1207,übersetzen::V,oversætte,oversette
1208,denken::V,tænke,tenke
1209,glauben::V,tro,tro
1210,bemerken::V,bemærke,bemerke
1211,bemerken::V,bemærke,legge merke til
1212,bemerken::V,lægge mærke til,bemerke
1213,bemerken::V,lægge mærke til,legge merke til
1214,erkennen::V,genkende,gjenkjenne
1215,begreifen::V,begribe,begripe
1216,verstehen::V,forstå,forstå
1217,verstehen::V,forstå,skjønne
1218,lernen::V,lære,lære
1219,wissen::V,vide,vite
1220,sich erinnern an::V,mindes,huske på
1221,sich erinnern an::V,huske på,huske på
1222,vergessen::V,glemme,glemme
1223,messen::V,måle,måle
1224,zählen::V,tælle,telle
1225,rechnen::V,regne,regne
1226,lesen::V,læse,lese
1227,malen::V,male,male
1228,zeichnen::V,tegne,tegne
1229,schreiben::V,skrive,skrive
1230,besitzen::V,eje,eie
1231,besitzen::V,eje,inneha
1232,besitzen::V,besidde,eie
1233,besitzen::V,besidde,inneha
1234,kaufen::V,købe,kjøpe
1235,verkaufen::V,sælge,selge
1236,bezahlen::V,betale,betale
1237,zahlen::V,betale,betale
1238,beherrschen::V,beherske,beherske
1239,ertragen::V,tåle,orke
1240,ertragen::V,udholde,orke
1241,hinfallen::V,,falle over ende
