,Concept_ID,br,eu
811,ein wenig::ADV,un tammig,apur bat
812,ein wenig::ADV,un tammig,pixka bat
813,kaum::ADV,a-boan,ozta
814,kaum::ADV,a-boan,nekez
815,sehr::ADV,-tre,oso
816,sehr::ADV,-kenañ,oso
817,so::ADV,evel-se,hala
818,so::ADV,evel-se,honela
819,noch::ADV,c'hoazh,oraindik
820,nur::ADV,hepken,bakarrik
821,schon::ADV,dija,ja
822,schon::ADV,dija,jada
823,wieder::ADV,adarre,berriro
824,vor::PRP,dirak,aurrean
825,hinter::PRP,a-drek,ostean
826,hinter::PRP,a-drek,gibelean
827,hinter::PRP,a-dreñv,ostean
828,hinter::PRP,a-dreñv,gibelean
829,unter::PRP,dindan,pean
830,unter::PRP,dindan,azpian
831,durch::PRP,dre,zehar
832,neben::PRP,e-kichen,ondoan
833,neben::PRP,e-kichen,aldamenean
834,zwischen::PRP,etre,artean
835,wegen::PRP,abalamour da,-gatik
836,dies::PRN,hemañ,hau
837,das::PRN,se,hura
838,das::PRN,hennezh,hura
839,alles::PRN,pep tra,dena
840,ich::PRN,me,ni
841,du::PRN,te,zu
842,er::PRN,eñ,bera
843,wir::PRN,ni,gu
844,ihr::PRN,c'hwi,zuek
845,sie::PRN,int,berak
846,was::FPRN,petra,zer
847,wer::FPRN,piv,nor
848,wo::FADV,pelec'h,non
849,wohin::FADV,da belec'h,nora
850,wie::FADV,penaos,nola
851,wie::FADV,penaos,zelan
852,warum::FADV,perak,zeren
853,warum::FADV,perak,zergatik
854,wieviel::FNUM,pet,zenbat
855,eins::NUM,unan,bat
856,zwei::NUM,daou,bi
857,zwei::NUM,daou,biga
858,drei::NUM,tri,hiru
859,vier::NUM,pevar,lau
860,fünf::NUM,pemp,bost
861,sechs::NUM,c'hwec'h,sei
862,sieben::NUM,seizh,zazpi
863,acht::NUM,eizh,zortzi
864,neun::NUM,nav,bederatzi
865,zehn::NUM,dek,hamar
866,elf::NUM,unnek,hamaika
867,zwölf::NUM,daouzek,hamabi
868,zwanzig::NUM,ugent,hogei
869,dreißig::NUM,tregont,hogeita hamar
870,vierzig::NUM,daou-ugent,berrogei
871,fünfzig::NUM,hanter-kant,berrogeita hamar
872,sechzig::NUM,tri-ugent,hirurogei
873,siebzig::NUM,dek ha tri-ugent,hirurogeita hamar
874,achtzig::NUM,pevar-ugent,laurogei
875,neunzig::NUM,dek ha pevar-ugent,laurogeita hamar
876,hundert::NUM,kant,ehun
877,tausend::NUM,mil,mila
878,und::CNJ,ha,eta
879,oder::CNJ,pe,edo
880,stehen::V,bezañ a-sav,zutik egon
881,sitzen::V,azezañ,eserita egon
882,sitzen::V,bezañ en e goazez,eserita egon
883,liegen::V,bezañ en e c'hourvez,etzan
884,hängen::V,krougañ,eskegita egon
885,hängen::V,krougañ,zintzilik egon
886,werden::V,dazonet,bihurtu
887,werden::V,dazonet,bilakatu
888,passieren::V,c'hoarvezout,pasatu
889,passieren::V,c'hoarvezout,gertatu
890,beginnen::V,stagañ,hasi
891,enden::V,achuiñ,bukatu
892,wechseln::V,cheñch,aldatu
893,aufgehen[Sonne]::V,dirouzañ,ilki
894,aufgehen[Sonne]::V,dirouzañ,sortu
895,scheinen[Sonne]::V,lugernañ,eguzkia egon
896,donnern::V,taranal,trumoia jo
897,wehen::V,c'hwezhañ,haizea ibili
898,strömen::V,deredek,zorrotadaka isuri
899,fließen::V,redek,isuri
900,sich drehen::V,troiñ,biratu
901,schwanken::V,trantellat,zabuka ibili
902,schwingen::V,froumal,kulunkatu
903,fallen::V,kouezhañ,erori
904,brennen::V,deviñ,sutan egon
905,rauchen::V,divogedañ,kea bota
906,regnen::V,glavañ,euria ari izan
907,gefrieren::V,reviñ,izoztu
908,gefrieren::V,reviñ,hormatu
909,tauen::V,diskornañ,gesaldu
910,schmelzen::V,teuziñ,urtu
911,trocknen::V,sec'hañ,idortu
912,trocknen::V,sec'hañ,lehortu
913,sieden::V,berviñ,irakin
914,faulen::V,breinañ,hirotu
915,faulen::V,breinañ,usteldu
916,verfaulen::V,breinañ,hirotu
917,verfaulen::V,breinañ,usteldu
918,reißen::V,darnaouiñ,eten
919,reißen::V,darnaouiñ,tarrat egin
920,versinken::V,sodellañ,urperatu
921,vergehen::V,tremen,iragan
922,erscheinen::V,donet war-wel,agertu
923,verschwinden::V,monet diwar wel,desagertu
924,sinken::V,en em izelat,beheititu
925,abnehmen::V,nebeutaat,gutxitu
926,abnehmen::V,nebeutaat,beheratu
927,zunehmen::V,kreskiñ,gora egin
928,steigen::V,sevel,igo
929,wachsen::V,kreskiñ,hazi
930,glänzen::V,lugernañ,distiratu
931,funkeln::V,elieniñ,izarniatu
932,lärmen::V,rabotat,zarata atera
933,klirren::V,diridignat,tintin egin
934,klirren::V,sterlinkañ,tintin egin
935,brausen::V,gwegal,marru egin
936,rauschen::V,trouzal,fir-fir egin
937,klingen::V,seniñ,soinu egin
938,bellen::V,harzhal,zaunkatu
939,heulen::V,yudal,ulu egin
940,heulen::V,yudal,uhuri egin
941,blasen::V,c'hwezhañ,ufa egin
942,blasen::V,c'hwezhañ,putz egin
943,pfeifen::V,c'hwitellat,txistu egin
944,schreien::V,huchal,oihu egin
945,schreien::V,huchal,garrasi egin
946,stöhnen::V,hirvoudiñ,intziri egin
947,zittern::V,krenañ,ikara egin
948,zittern::V,krenañ,dar-dar egin
949,leben::V,bevañ,bizi izan
950,geboren werden::V,genel,jaio
951,atmen::V,tennañ e anal,hats egin
952,atmen::V,tennañ e anal,arnasa egin
953,trinken::V,evañ,edan
954,essen::V,debriñ,jan
955,schlucken::V,lonkañ,irentsi
956,müde werden::V,skuizhañ,unatu
957,müde werden::V,skuizhañ,nekatu
958,einschlafen::V,menel kousket,lokartu
959,schlafen::V,kousket,lo egin
960,aufwachen::V,dihuniñ,esnatu
961,aufwachen::V,dihuniñ,atzarri
962,aufstehen::V,sevel,jaiki
963,sich erholen::V,diskuizhañ,atseden egin
964,krank werden::V,klañviñ,gaixotu
965,krank sein::V,bezañ klañv,eri izan
966,krank sein::V,bezañ klañv,gaixo izan
967,schmerzen::V,skourjezañ,min egin
968,husten::V,pasaat,eztul egin
969,husten::V,peudal,eztul egin
970,genesen::V,pareañ,osatu
971,sterben::V,mervel,hil
972,sterben::V,mervel,zendu
973,umkommen::V,perisañ,istripuz hil
974,sich bewegen::V,bouljal,higitu
975,sich rühren::V,fiñval,zirkin egin
976,sich erheben::V,sevel,zutitu
977,sich erheben::V,sevel,altxatu
978,sich setzen::V,azezañ,eseri
979,sich setzen::V,azezañ,jesarri
980,sich setzen::V,mont en e goazez,eseri
981,sich setzen::V,mont en e goazez,jesarri
982,hinfallen::V,kouezhañ,erori
983,laufen::V,redek,ibili
984,schreiten::V,kerzhet,oinkatu
985,spazierengehen::V,pourmen,paseatu
986,spazierengehen::V,pourmen,ostera bat egin
987,eilen::V,hastañ,lasterkatu
988,sich beeilen::V,hastañ,lehiatu
989,sausen::V,karzhañ,ziztu bizian joan
990,rennen::V,redek,lasterka egin
991,springen::V,lammat,jauzi egin
992,klettern::V,krimpat,igo
993,schaukeln::V,brañsellat,zabu egin
994,schaukeln::V,brañsellat,zanbulu egin
995,kriechen::V,skrampañ,narras egin
996,schwimmen::V,neuial,igerikatu
997,schwimmen::V,neuial,igeri egin
998,tauchen::V,splujañ,murgildu
999,tauchen::V,splujañ,pulunpatu
1000,rudern::V,roeñvat,bogatu
1001,rudern::V,roeñvat,arraun egin
1002,fahren::V,kas,joan
1003,fahren::V,bleniañ,joan
1004,fliegen::V,nijal,hegaldatu
1005,fliegen::V,nijal,hegan egin
1006,gehen::V,mont,joan
1007,weggehen::V,mont kuit,alde egin
1008,abfahren::V,mont kuit,abiatu
1009,anhalten::V,chom a-sav,geratu
1010,anhalten::V,chom a-sav,gelditu
1011,hineingehen::V,monet e-barzh,sartu
1012,eintreten::V,monet e-barzh,sartu
1013,kommen::V,dont,etorri
1014,ankommen::V,erruout,heldu
1015,ankommen::V,erruout,iritsi
1016,zurückkommen::V,addonet,itzuli
1017,bleiben::V,chom,gelditu
1018,warten::V,gortoz,itxaron
1019,warten::V,gortoz,zain egon
1020,erwarten::V,gortoz,iguriki
1021,suchen::V,klask,bilatu
1022,finden::V,kavout,idoro
1023,finden::V,kavout,aurkitu
1024,versuchen::V,klask,saiatu
1025,versuchen::V,klask,ahalegindu
1026,vorbereiten::V,aozañ,gertatu
1027,lieben::V,karout,maitatu
1028,lieben::V,karout,maite izan
1029,mögen::V,karout,laket izan
1030,mögen::V,karout,atsegin izan
1031,lachen::V,c'hoarzin,irri egin
1032,lachen::V,c'hoarzin,barre egin
1033,rühren::V,tenerañ,hunkitu
1034,weinen::V,gouelañ,negar egin
1035,schimpfen::V,krozal,erneguka ari izan
1036,sich ärgern::V,fachañ,ernegatu
1037,sich ärgern::V,fachañ,haserretu
1038,sich ärgern::V,en em fachañ,ernegatu
1039,sich ärgern::V,en em fachañ,haserretu
1040,fliehen::V,tec'het,ihes egin
1041,flüchten::V,tuzañ,ihes egin
1042,sehen::V,gwelet,ikusi
1043,anschauen::V,sellout ouzh,begietsi
1044,ansehen::V,sellout ouzh,begiratu
1045,hören::V,klevet,aditu
1046,zuhören::V,selaou,entzun
1047,probieren::V,blasa,dastatu
1048,riechen::V,klevet,usnatu
1049,riechen::V,klevet,usaindu
1050,fühlen::V,santout,sentitu
1051,scheinen::V,diskouez bezañ,iruditu
1052,scheinen::V,diskouez bezañ,begitandu
1053,zu sehen sein::V,bezañ gwelus,azaldu
1054,vernehmen::V,merzhañ,aditu
1055,frieren::V,anoued,hotz izan
1056,tun::V,ober,egin
1057,können::V,gouzout,ahal izan
1058,wollen::V,fellout da,nahi izan
1059,wollen::V,kaout c'hoant da,nahi izan
1060,anfangen::V,kregiñ,hasi
1061,beenden::V,achuiñ,bukatu
1062,aufhören::V,paouez,utzi
1063,öffnen::V,digeriñ,ireki
1064,öffnen::V,digeriñ,zabaldu
1065,schließen::V,serriñ,itxi
1066,stellen::V,lakaat,ipini
1067,setzen::V,lakaat,jesarri
1068,legen::V,lakaat,jarri
1069,berühren::V,touch,ukitu
1070,verbinden::V,eren,uztartu
1071,bedecken::V,goloiñ,estali
1072,aufhängen::V,istribilhañ,eseki
1073,aufhängen::V,istribilhañ,eskegi
1074,anzünden::V,alumiñ,piztu
1075,anzünden::V,c'hwezzañ,piztu
1076,aufheben::V,dastum,jaso
1077,zurücklassen::V,lezel,atzean utzi
1078,verlieren::V,koll,galdu
1079,fallen lassen::V,laoskel,erortzen utzi
1080,fallen lassen::V,lezel da gouezhel,erortzen utzi
1081,machen::V,ober,egin
1082,herstellen::V,fardañ,ekoiztu
1083,bauen::V,sevel,eraiki
1084,reparieren::V,adaozañ,konpondu
1085,verbessern::V,gwellaat,hobetu
1086,ändern::V,cheñch,mudatu
1087,graben::V,kleuzañ,aitzurtu
1088,beugen::V,plegañ,makurtu
1089,biegen::V,krommañ,malgutu
1090,biegen::V,krommañ,makolatu
1091,drehen::V,treiñ,jiratu
1092,wenden::V,treiñ,bihurtu
1093,umdrehen::V,treiñ,biratu
1094,umdrehen::V,treiñ,alderantzikatu
1095,heben::V,sevel,jaso
1096,heben::V,sevel,goratu
1097,hochheben::V,sevel,goratu
1098,hochheben::V,sevel,altxatu
1099,ergreifen::V,kemer,oratu
1100,halten::V,dalc'hen,eutsi
1101,drücken::V,bountañ,sakatu
1102,schieben::V,poulzañ,bultzatu
1103,kratzen::V,skrabat,hatz egin
1104,kratzen::V,skrabat,hazka egin
1105,lecken::V,lipat,miaztu
1106,lecken::V,lipat,lamikatu
1107,beißen::V,kregiñ,hozka egin
1108,beißen::V,kregiñ,ausiki egin
1109,abreißen::V,diframmañ,kendu
1110,abschneiden::V,troc'hañ,moztu
1111,abschneiden::V,troc'hañ,pikatu
1112,binden::V,stagañ,lotu
1113,binden::V,stagañ,estekatu
1114,stecken::V,sankañ,sartu
1115,brechen::V,darnaouiñ,apurtu
1116,klopfen::V,skoiñ,jo
1117,hauen::V,dornañ,jo
1118,kleben::V,pegañ,itsatsi
1119,reiben::V,taravat,igurtzi
1120,reiben::V,trekiñ,igurtzi
1121,streichen::V,toazañ,igurtzi
1122,schleifen::V,lemmañ,zorroztu
1123,schneiden::V,troc'hañ,moztu
1124,rütteln::V,tordorosañ,astindu
1125,rütteln::V,tordorosañ,inarrosi
1126,schütteln::V,hejañ,astindu
1127,schütteln::V,hejañ,inarrosi
1128,schütten::V,diskargañ,isuri
1129,füllen::V,kargañ,bete
1130,einwickeln::V,gronnañ,bildu
1131,tragen::V,dougen,eroan
1132,tragen::V,dougen,eraman
1133,schleppen::V,stlejal,narrastu
1134,schleppen::V,stlejal,herrestatu
1135,ziehen::V,sachañ,tira egin
1136,aufbewahren::V,miret,gorde
1137,werfen::V,teuler,jaurti
1138,werfen::V,teuler,aurtiki
1139,fangen::V,tapañ,atzeman
1140,packen::V,krapat,heldu
1141,verstecken::V,kuzhat,ostendu
1142,verstecken::V,kuzhat,ezkutatu
1143,teilen::V,rannañ,zatitu
1144,schicken::V,kas,bidali
1145,bringen::V,degas,ekarri
1146,hinzufügen::V,lakat ouzhpenn,eratxiki
1147,hinzufügen::V,lakat ouzhpenn,gaineratu
1148,bekommen::V,kaout,jaso
1149,erhalten::V,kaout,jaso
1150,nehmen::V,kemer,hartu
1151,wählen::V,choaz,hautatu
1152,wählen::V,choaz,aukeratu
1153,auswählen::V,dibab,hautatu
1154,auswählen::V,dibab,aukeratu
1155,bewahren::V,mirout,begiratu
1156,behindern::V,diaezañ,oztopatu
1157,verderben::V,lovrañ,hondatu
1158,beschädigen::V,gwallegañ,akastu
1159,zerbrechen::V,torriñ,apurtu
1160,zerreißen::V,diroegiñ,zarratatu
1161,zerstören::V,distrujañ,suntsitu
1162,verbrennen::V,deviñ,erre
1163,verbrennen::V,deviñ,kiskali
1164,geben::V,reiñ,eman
1165,schenken::V,donezonañ,oparitu
1166,versprechen::V,prometiñ,agindu
1167,wünschen::V,hetiñ,opatu
1168,wünschen::V,hetiñ,opetsi
1169,loben::V,feurmiñ,laudatu
1170,loben::V,feurmiñ,goraipatu
1171,küssen::V,pokat,musu eman
1172,wiegen::V,pouezañ,kulunkatu
1173,zudecken::V,goloiñ,estali
1174,wecken::V,dihuniñ,esnatu
1175,wecken::V,dihuniñ,iratzartu
1176,zeigen::V,diskouez,erakutsi
1177,führen::V,kas,gidatu
1178,lehren::V,deskiñ,irakatsi
1179,unterrichten::V,kelenn,eskolak eman
1180,leiten::V,bleinañ,arteztu
1181,antreiben::V,poulzañ,bulkatu
1182,lassen::V,leuskel,-arazi
1183,einladen::V,pediñ,gonbidatu
1184,vereinigen::V,unisañ,batu
1185,vereinigen::V,unisañ,bateratu
1186,besuchen::V,gweladenniñ,ikustatu
1187,treffen::V,kejal,topatu
1188,treffen::V,ankontrañ,topatu
1189,sich versammeln::V,bodennañ,bildu
1190,spielen::V,c'hoari,jolastu
1191,singen::V,kanañ,abestu
1192,singen::V,kanañ,kantatu
1193,tanzen::V,dañsal,dantzatu
1194,tanzen::V,dañsal,dantzan egin
1195,sich trennen::V,dispartiañ,banandu
1196,verlassen::V,lezel,utzietsi
1197,retten::V,saveteiñ,salbatu
1198,retten::V,saveteiñ,gaizkatu
1199,bewachen::V,mesa,jagon
1200,bewachen::V,mesa,zaindu
1201,schützen::V,diwall,babestu
1202,schützen::V,diwall,gerizatu
1203,verteidigen::V,difenn,aldeztu
1204,sich schlagen::V,lopañ,elkar jo
1205,sich schlagen::V,lopañ,elkar borrokatu
1206,siegen::V,trec'hiñ,irabazi
1207,ärgern::V,hegasiñ,ernegatu
1208,ärgern::V,hegasiñ,haserretu
1209,schlagen::V,skeiñ,jo
1210,schlagen::V,skeiñ,erauntsi
1211,treten::V,botaouiñ,zapaldu
1212,treten::V,botaouiñ,ostiaktu
1213,stechen::V,pikat,sastatu
1214,stoßen::V,stokañ,bultzatu
1215,stehlen::V,laerezh,ostu
1216,stehlen::V,laerezh,lapurtu
1217,stören::V,direnkañ,galarazi
1218,belästigen::V,dregasiñ,gohaindu
1219,belästigen::V,dregasiñ,alamena eman
1220,verbergen::V,skoachañ,ezkutatu
1221,täuschen::V,tromplañ,tronpatu
1222,täuschen::V,tromplañ,engainatu
1223,betrügen::V,lorbañ,iruzurtu
1224,töten::V,lazhañ,hil
1225,töten::V,lazhañ,heriotza eman
1226,wohnen::V,bezañ o chom,bizi izan
1227,arbeiten::V,labourat,lan egin
1228,arbeiten::V,labourat,behar egin
1229,sammeln::V,dastum,bildu
1230,sammeln::V,dastum,bildumatu
1231,pflücken::V,kuntuilhañ,batu
1232,pflücken::V,kuntuilhañ,bildu
1233,jagen::V,chaseal,ehizatu
1234,fischen::V,pesketa,arrantzatu
1235,fischen::V,pesketa,arrantza egin
1236,fassen::V,pakañ,harrapatu
1237,hüten::V,geota,begiratu
1238,anbinden::V,stagañ,estekatu
1239,füttern::V,boueta,bazkatu
1240,melken::V,goro,jetzi
1241,hacken::V,difrakal,xehatu
1242,gießen::V,dourañ,isuri
1243,reifen::V,azviñ,heldu
1244,reifen::V,azviñ,zoritu
1245,zubereiten::V,keginañ,prestatu
1246,kochen::V,poazhañ,egosi
1247,backen::V,fritañ,labean egin
1248,braten::V,rostañ,erregosi
1249,stricken::V,stammañ,trikotatu
1250,stricken::V,stammañ,puntu egin
1251,nähen::V,gwriat,josi
1252,färben::V,livañ,tindatu
1253,reinigen::V,naetañ,ikuzi
1254,reinigen::V,naetañ,garbitu
1255,waschen::V,gwalc'hiñ,xahutu
1256,waschen::V,gwalc'hiñ,garbitu
1257,abwischen::V,torchañ,xukatu
1258,spülen::V,disgwalc'hiñ,irakutzi
1259,fegen::V,skubañ,erraztatu
1260,kehren::V,skubañ,isastu
1261,baden::V,kouronkañ,bainatu
1262,baden::V,kouronkañ,bainua hartu
1263,sich waschen::V,en em walc'hiñ,burua garbitu
1264,sich anziehen::V,gwiskañ,jantzi
1265,kämmen::V,kribat,orraztu
1266,schmücken::V,kinklañ,apaindu
1267,sagen::V,larêt,esan
1268,sagen::V,lavaret,esan
1269,sprechen::V,komz,mintzatu
1270,sprechen::V,komz,hitz egin
1271,reden::V,kaozeal,hitz egin
1272,sich unterhalten::V,balbotal,solastu
1273,sich unterhalten::V,balbotal,solas egin
1274,fragen::V,goulenn,galdetu
1275,bitten::V,goulenn,eskatu
1276,bitten::V,goulenn,galdegin
1277,erzählen::V,kontañ,edestu
1278,erzählen::V,kontañ,kontatu
1279,mitteilen::V,kemenn,jakinarazi
1280,nennen::V,anviñ,izena eman
1281,rufen::V,gelver,dei egin
1282,prahlen::V,fougeal,harrokerian ibili
1283,prahlen::V,fougeal,ahoberokeriak esan
1284,übersetzen::V,treiñ,itzuli
1285,denken::V,soñjal,pentsatu
1286,denken::V,soñjal,gogoeta egin
1287,glauben::V,krediñ,sinetsi
1288,bemerken::V,apresevañ,ohartu
1289,bemerken::V,apresevañ,konturatu
1290,erkennen::V,anavout,ezagutu
1291,erkennen::V,anavout,antzeman
1292,begreifen::V,meizañ,ulertu
1293,verstehen::V,kompren,aditu
1294,lernen::V,deskiñ,ikasi
1295,wissen::V,gouzout,jakin
1296,sich erinnern an::V,kaout soñj e,gogoratu
1297,sich erinnern an::V,kaout soñj e,gogoan izan
1298,vergessen::V,ankouaat,ahaztu
1299,vergessen::V,ankouaat,ahantzi
1300,messen::V,muzuliañ,neurtu
1301,zählen::V,kontañ,zenbatu
1302,zählen::V,kontañ,kopuratu
1303,rechnen::V,jedañ,kalkulatu
1304,lesen::V,lenn,irakurri
1305,malen::V,livañ,margotu
1306,zeichnen::V,tresañ,marraztu
1307,schreiben::V,skrivañ,idatzi
1308,besitzen::V,kaout,ukan
1309,besitzen::V,kaout,eduki
1310,kaufen::V,prenañ,erosi
1311,verkaufen::V,gwerzhañ,saldu
1312,bezahlen::V,paeañ,ordaindu
1313,zahlen::V,paeañ,ordaindu
1314,beherrschen::V,mestroniañ,menpean izan
1315,ertragen::V,anduriñ,jasan
1316,ertragen::V,anduriñ,pairatu
1317,Grube::N,,hobi
1318,Spur::N,,lorratz
1319,Lehm::N,,buztin
1320,Laut::N,,hots
1321,Winkel::N,,zoko
1322,Winkel::N,,bazter
1323,Lagerfeuer::N,,su
1324,vergebens::ADV,,alferrik
1325,untergehen[Sonne]::V,,sartu
1326,läuten::V,,jo
1327,läuten::V,,hots egin
1328,klingeln::V,,txirrina jo
1329,sich fürchten::V,,beldur izan
1330,fürchten::V,,beldur izan
1331,gelingen::V,,lortu
1332,geraten::V,,heldu
1333,schwenken::V,,zabukatu
1334,reichen::V,,luzatu
1335,reichen::V,,helarazi
1336,aufziehen::V,,hazi
1337,schießen::V,,tiro egin
1338,treiben::V,,bultza egin
1339,umrühren::V,,eragin
1340,ausziehen::V,,erantzi
1341,anziehen::V,,jantzi
