,Concept_ID,mn,hi
144,Feuer::N,гал,अग्नि
145,Licht::N,гэрэл,रोशनी
146,Licht::N,гэрэл,प्रकाश
147,Licht::N,гэгээ,रोशनी
148,Licht::N,гэгээ,प्रकाश
149,Schatten::N,сүүдэр,छाया
150,Schatten::N,сүүдэр,परछाई
151,Wetter::N,тэнгэр,ऋतु
152,Wetter::N,тэнгэр,मौसम
153,Wetter::N,цаг уур,ऋतु
154,Wetter::N,цаг уур,मौसम
155,Nebel::N,будан,धुँध
156,Nebel::N,будан,कुहरा
157,Wolke::N,үүл,मेघ
158,Wolke::N,үүл,अभ्र
159,Regen::N,бороо,मेंह
160,Regen::N,бороо,बारिश
161,Schnee::N,цас,हिम
162,Schnee::N,цас,बर्फ़
163,Eis::N,мөс,हिम
164,Eis::N,мөс,बर्फ़
165,Frost::N,хүйт,ठंड
166,Kälte::N,хүйт,सर्दी
167,Kälte::N,хүйт,शीतलता
168,Hitze::N,халуун,ताप
169,Hitze::N,халуун,गरमी
170,Raureif::N,цан,पाला
171,Raureif::N,хяруу,पाला
172,Regenbogen::N,солонго,इंद्र-धनुष
173,Donner::N,тэнгэрийн дуу,गरज
174,Donner::N,тэнгэрийн дуу,मेघ-गर्जन
175,Strömung::N,урсгал,बहाव
176,Strömung::N,урсгал,प्रवाह
177,Tropfen::N,дусал,बूँद
178,Schaum::N,хөөс,झाग
179,Schmutz::N,хир,गंद
180,Schmutz::N,хир,कीचड़
181,Schmutz::N,шавхай,गंद
182,Schmutz::N,шавхай,कीचड़
183,See::N,нуур,झील
184,See::N,нуур,सरोवर
185,Sumpf::N,намаг,दलदल
186,Sumpf::N,намаг,धँसान
187,Sumpf::N,балчиг,दलदल
188,Sumpf::N,балчиг,धँसान
189,Moor::N,хүлрийн намаг,झाबर
190,Moor::N,хүлрийн намаг,धँसान
191,Wiese::N,нуга,घास-स्थल
192,Wald::N,ой,जंगल
193,Hügel::N,болдог,टीला
194,Hügel::N,болдог,पहाड़
195,Anhöhe::N,гүвээ,टीला
196,Anhöhe::N,гүвээ,पहाड़ी
197,Berg::N,уул,पहाड़
198,Gipfel::N,орой,शिखर
199,Gipfel::N,оргил,शिखर
200,Höhle::N,агуй,गुहा
201,Höhle::N,агуй,गुफ़ा
202,Abhang::N,хүр,ढाल
203,Abhang::N,хүр,ढलान
204,Quelle::N,булаг,चश्मा
205,Bach::N,горхи,सोता
206,Bach::N,горхи,नदिका
207,Fluss::N,гол,नदी
208,Fluss::N,гол,सरिता
209,Fluss::N,мөрөн,नदी
210,Fluss::N,мөрөн,सरिता
211,Ufer::N,эрэг,तट
212,Ufer::N,эрэг,किनारा
213,Küste::N,эрэг,समुद्र-तट
214,Festland::N,хуурай газар,महाद्वीप
215,Meer::N,далай,सागर
216,Meer::N,далай,समुद्र
217,Meer::N,тэнгис,सागर
218,Meer::N,тэнгис,समुद्र
219,Bucht::N,булан,खाड़ी
220,Bucht::N,далайн тохой,खाड़ी
221,Insel::N,арал,टापू
222,Insel::N,арал,द्वीप
223,Blume::N,цэцэг,फूल
224,Blume::N,цэцэг,पुष्प
225,Gras::N,өвс,घास
226,Gras::N,ногоо,घास
227,Wurzel::N,үндэс,मूल
228,Baum::N,мод,पेड़
229,Baum::N,мод,वृक्ष
230,Stamm::N,иш,धड़
231,Stamm::N,гуалин,धड़
232,Rinde::N,холтос,छाल
233,Rinde::N,холтос,वल्कल
234,Ast::N,гишүү,डाल
235,Ast::N,гишүү,शाखा
236,Zweig::N,салаа,टहनी
237,Blatt::N,навч,पत्र
238,Blatt::N,навч,पत्ता
239,Birke::N,хус,भूर्ज
240,Kiefer[Baum]::N,нарс,पाइन-वृक्ष
241,Weide[Baum]::N,уд,बेंत
242,Weide[Baum]::N,бургас,बेंत
243,Tanne::N,гачуур,फ़र
244,Horn::N,эвэр,सींग
245,Horn::N,эвэр,विषाण
246,Feder::N,өд,पर
247,Feder::N,өд,पंख
248,Fell::N,арьс,खाल
249,Fell::N,арьс,पशु-चर्म
250,Flügel::N,жигүүр,पंख
251,Flügel::N,жигүүр,डैना
252,Flügel::N,далавч,पंख
253,Flügel::N,далавч,डैना
254,Klaue::N,савар,पंजा
255,Klaue::N,хумс,पंजा
256,Kralle::N,савар,पंजा
257,Kralle::N,савар,नाख़ून
258,Schwanz::N,сүүл,पूँछ
259,Ei::N,өндөг,अंडा
260,Nest::N,үүр,नीड़
261,Nest::N,үүр,घोंसला
262,Bau::N,нүх,बिल
263,Bau::N,нүх,माँद
264,Bau::N,элүү,बिल
265,Bau::N,элүү,माँद
266,Tier::N,амьтан,पशु
267,Tier::N,амьтан,जानवर
268,Tier::N,адгуус,पशु
269,Tier::N,адгуус,जानवर
270,Herde::N,сүрэг,गल्ला
271,Kuh::N,үнээ,गौ
272,Kuh::N,үнээ,गाय
273,Bulle::N,бух,साँड़
274,Pferd::N,морь,अश्व
275,Pferd::N,морь,घोड़ा
276,Pferd::N,адуу,अश्व
277,Pferd::N,адуу,घोड़ा
278,Schaf::N,хонь,भेड़
279,Schwein::N,гахай,शूकर
280,Hund::N,нохой,श्वान
281,Hund::N,нохой,कुत्ता
282,Katze::N,муур,बिल्ली
283,Katze::N,мигуй,बिल्ली
284,Bär::N,баавгай,रीछ
285,Bär::N,баавгай,भालू
286,Eichhörnchen::N,хэрэм,गिलहरी
287,Elch::N,хандгай,एल्क
288,Fuchs::N,үнэг,लोमड़ी
289,Hase::N,туулай,खरहा
290,Hase::N,туулай,ख़रगोश
291,Maus::N,хулгана,मूष
292,Maus::N,хулгана,चूहा
293,Wolf::N,чоно,वृक
294,Wolf::N,чоно,भेड़िया
295,Vogel::N,шувуу,पक्षी
296,Vogel::N,шувуу,चिड़िया
297,Schwarm::N,сүрэг,झुंड
298,Huhn::N,тахиа,मुर्ग़ी
299,Hahn::N,эр тахиа,मुर्ग़ा
300,Gans::N,галуу,हंस
301,Gans::N,галуу,हंसिनी
302,Adler::N,бүргэд,उक़ाब
303,Ente::N,нугас,बतख़
304,Ente::N,нугас,बत्तक
305,Eule::N,ууль,उल्लू
306,Kranich::N,тогоруу,सारस
307,Kranich::N,тогоруу,क्रौंंच
308,Krähe::N,хэрээ,काक
309,Kuckuck::N,хөхөө,कोयल
310,Kuckuck::N,хөхөө,कोकिल
311,Schwan::N,хун,हंस
312,Schwan::N,хун,मराल
313,Fisch::N,загас,मछली
314,Fisch::N,загас,मत्स्य
315,Barsch::N,алгана,पर्च
316,Hecht::N,цурхай,पाइक
317,Schlange[Tier]::N,могой,सर्प
318,Wurm::N,өт,कृमि
319,Wurm::N,өт,कीड़ा
320,Wurm::N,хорхой,कृमि
321,Wurm::N,хорхой,कीड़ा
322,Spinne::N,аалз,लूता
323,Spinne::N,аалз,मकड़ी
324,Ameise::N,шоргоолж,चींटी
325,Laus::N,бөөс,जूँ
326,Mücke::N,шумуул,डाँस
327,Fliege::N,ялаа,मक्खी
328,Fliege::N,ялаа,मक्षिका
329,Schmetterling::N,эрвээхэй,तितली
330,Beere::N,жимсгэнэ,बेरी
331,Apfel::N,алим,सेब
332,Pilz::N,мөөг,खुंबी
333,Zwiebel::N,сонгино,प्याज़
334,Saat::N,тариа,बीज
335,Korn::N,үр,दाना
336,Korn::N,мөхлөг,दाना
337,Heu::N,өвс,मूखी घास
338,Schale::N,хальс,बकला
339,Schale::N,хальс,छिलका
340,Grube::N,алам,गड्ढा
341,Grube::N,нүх,गड्ढा
342,Falle::N,хавх,जाल
343,Falle::N,хавх,फँदा
344,Falle::N,занга,जाल
345,Falle::N,занга,फँदा
346,Schlinge::N,урхи,फँदा
347,Spur::N,мөр,सुराग़
348,Spur::N,мөр,पद-चिह्न
349,Asche::N,үнс,राख
350,Dreck::N,хир,मैल
351,Dreck::N,хир,गंदगी
352,Eisen::N,төмөр,लोहा
353,Gold::N,алт,सोना
354,Gold::N,алт,स्वर्ण
355,Silber::N,мөнгө,रजत
356,Silber::N,мөнгө,चाँदी
357,Kohle::N,нүүрс,कोयला
358,Glas::N,шил,काँच
359,Lehm::N,шавар,चिकनी मिट्टी
360,Sand::N,элс,रेत
361,Sand::N,элс,बालू
362,Mensch::N,хүн,मानव
363,Mensch::N,хүн,इनसान
364,Mensch::N,хүн,मनुष्य
365,Mann::N,эр,आदमी
366,Mann::N,эр,पुरुष
367,Mann::N,эрэгтэй,आदमी
368,Mann::N,эрэгтэй,पुरुष
369,Frau::N,эмэгтэй,औरत
370,Frau::N,эмэгтэй,महिला
371,Frau::N,эмэгтэй,स्त्री
372,Frau::N,хатагтай,औरत
373,Frau::N,хатагтай,महिला
374,Frau::N,хатагтай,स्त्री
375,Kind::N,хүүхэд,बाल
376,Kind::N,хүүхэд,बच्चा
377,Junge::N,хүү,लड़का
378,Mädchen::N,охин,लड़की
379,Mädchen::N,охин,कुमारी
380,Mädchen::N,бүсгүй,लड़की
381,Mädchen::N,бүсгүй,कुमारी
382,Familie::N,айл,परिवार
383,Großvater::N,өвгөн аав,दादा
384,Großmutter::N,эмэг эх,नानी
385,Großmutter::N,эмгээ,नानी
386,Eltern::N,эцэг эх,माँ-बाप
387,Eltern::N,эцэг эх,माता-पिता
388,Vater::N,аав,बाप
389,Vater::N,аав,पिता
390,Vater::N,эцэг,बाप
391,Vater::N,эцэг,पिता
392,Mutter::N,эх,माँ
393,Mutter::N,эх,माता
394,Mutter::N,ээж,माँ
395,Mutter::N,ээж,माता
396,Sohn::N,хүү,बेटा
397,Sohn::N,хүү,पुत्र
398,Tochter::N,охин,बेटी
399,Tochter::N,охин,पुत्री
400,Bruder::N,ах,भाई
401,Bruder::N,ах,भ्राता
402,Bruder::N,дүү,भाई
403,Bruder::N,дүү,भ्राता
404,Schwester::N,эгч,बहन
405,Schwester::N,эгч,भगिनी
406,Schwester::N,охин дүү,बहन
407,Schwester::N,охин дүү,भगिनी
408,Onkel::N,авга ах,ताऊ
409,Onkel::N,авга ах,काका
410,Onkel::N,нагац ах,ताऊ
411,Onkel::N,нагац ах,काका
412,Tante::N,авга эгч,बूआ
413,Tante::N,авга эгч,फूफी
414,Tante::N,авга эгч,ख़ाला
415,Tante::N,нагац эгч,बूआ
416,Tante::N,нагац эгч,फूफी
417,Tante::N,нагац эгч,ख़ाला
418,Ehemann::N,нөхөр,पति
419,Ehemann::N,нөхөр,शौहर
420,Ehefrau::N,эхнэр,बीवी
421,Ehefrau::N,гэргий,बीवी
422,Freude::N,баяр,आनंद
423,Freude::N,баяр,प्रसन्नता
424,Freude::N,баясгалан,आनंद
425,Freude::N,баясгалан,प्रसन्नता
426,Gelächter::N,инээдэм,हँसी
427,Gelächter::N,инээдэм,क़हक़हा
428,Glück::N,жаргалан,आनंद
429,Glück::N,жаргалан,ख़ुशी
430,Kummer::N,гаслан,शोक
431,Kummer::N,гаслан,दुःख
432,Wunsch::N,ерөөл,इच्छा
433,Wunsch::N,ерөөл,अभिलाषा
434,Lust::N,дур,चाह
435,Lust::N,дур,कामना
436,Lust::N,хүсэл,चाह
437,Lust::N,хүсэл,कामना
438,Geist::N,оюун,जान
439,Geist::N,оюун,प्राण
440,Gedanke::N,сэтгэл,विचार
441,Gedächtnis::N,ой,याददाश्त
442,Gedächtnis::N,ой,स्मरण-शक्ति
443,Gedächtnis::N,цээж,याददाश्त
444,Gedächtnis::N,цээж,स्मरण-शक्ति
445,Verstand::N,ухаан,समझ
446,Verstand::N,ухаан,अक़्ल
447,Verstand::N,ухаан,बुद्धि
448,Sinn::N,утга,अर्थ
449,Grund::N,учир,वजह
450,Grund::N,учир,कारण
451,Wahrheit::N,үнэн,सत्य
452,Wahrheit::N,үнэн,सच्चाई
453,Gespräch::N,яриа,चर्चा
454,Gespräch::N,яриа,वार्ता
455,Gespräch::N,яриа,बात-चीत
456,Märchen::N,явган үлгэр,क़िस्सा
457,Erzählung::N,тууж,कथा
458,Erzählung::N,тууж,कहानी
459,Nachricht::N,мэдээ,सूचना
460,Nachricht::N,мэдээ,समाचार
461,Neuigkeit::N,сонин,ख़बर
462,Neuigkeit::N,сонин,समाचार
463,Name::N,нэр,नाम
464,Rätsel::N,оньсого,पहेली
465,Rede::N,хэлсэн үг,वचन
466,Rede::N,хэлсэн үг,भाषण
467,Sprache::N,хэл,भाषा
468,Sprache::N,хэл,ज़बान
469,Stimme::N,дуу,स्वर
470,Stimme::N,дуу,आवाज़
471,Wort::N,үг,शब्द
472,Wort::N,үг,लफ़्ज़
473,Zeichen::N,тамга,निशान
474,Zeichen::N,тэмдэг,निशान
475,Ruf::N,дуудлага,पुकार
476,Ruf::N,дуудлага,आह्वान
477,Lärm::N,шуугиан,शोर
478,Lärm::N,шуугиан,हुल्लड़
479,Lärm::N,чимээ,शोर
480,Lärm::N,чимээ,हुल्लड़
481,Laut::N,анир,स्वर
482,Laut::N,анир,ध्वनि
483,Laut::N,дуу,स्वर
484,Laut::N,дуу,ध्वनि
485,Ton::N,авиа,सुर
486,Ton::N,авиа,स्वर
487,Ton::N,аялгуу,सुर
488,Ton::N,аялгуу,स्वर
489,Lied::N,дуу,गीत
490,Ruhe::N,энх,आराम
491,Ruhe::N,энх,ख़ामोशी
492,Ruhe::N,тайван,आराम
493,Ruhe::N,тайван,ख़ामोशी
494,Leute::N,хүмүүс,लोग
495,Volk::N,улс,क़ौम
496,Volk::N,улс,प्रजा
497,Arbeit::N,ажил,काम
498,Arbeit::N,хөдөлмөр,काम
499,Gast::N,зочин,अतिथि
500,Gast::N,зочин,मेहमान
501,Gast::N,айлчин,अतिथि
502,Gast::N,айлчин,मेहमान
503,Geschenk::N,бэлэг,उपहार
504,Geschenk::N,бэлэг,तोहफ़ा
505,Spiel::N,наадам,खेल
506,Spiel::N,наадам,क्रीड़ा
507,Spiel::N,тоглоом,खेल
508,Spiel::N,тоглоом,क्रीड़ा
509,Gesellschaft::N,хамт байх,साथ
510,Hilfe::N,тусламж,मदद
511,Hilfe::N,тусламж,सहायता
512,Freund::N,найз,मित्र
513,Freund::N,нөхөр,मित्र
514,Kamerad::N,хань,साथी
515,Kamerad::N,хань,कामरेड
516,Kamerad::N,нөхөр,साथी
517,Kamerad::N,нөхөр,कामरेड
518,Angelegenheit::N,хэрэг,बात
519,Angelegenheit::N,хэрэг,मामला
520,Anzahl::N,тоо,तादाद
521,Anzahl::N,тоо,संख्या
522,Art::N,төрөл,तरह
523,Art::N,төрөл,क़िस्म
524,Art::N,янз,तरह
525,Art::N,янз,क़िस्म
526,Stück::N,хэсэг,फाँक
527,Stück::N,хэсэг,टुकड़ा
528,Teil::N,хувь,भाग
529,Teil::N,хувь,हिस्सा
530,Teil::N,хэсэг,भाग
531,Teil::N,хэсэг,हिस्सा
532,Hälfte::N,хагас,अर्धभाग
533,Kreis::N,тойрог,चक्कर
534,Kreis::N,хүрээ,चक्कर
535,Kreuz::N,загалмай,सलीब
536,Kreuz::N,загалмай,क्रूस
537,Linie::N,шугам,लाइन
538,Strich::N,зураас,लकीर
539,Abstand::N,зай,अंतर
540,Abstand::N,зай,फ़ासला
541,Entfernung::N,зай,दूरी
542,Entfernung::N,зай,फ़ासला
543,Entfernung::N,хол ойр,दूरी
544,Entfernung::N,хол ойр,फ़ासला
545,Gegend::N,хавь,इलाक़ा
546,Gegend::N,газар,इलाक़ा
547,Platz::N,зай,जगह
548,Platz::N,зай,स्थान
549,Platz::N,завсар,जगह
550,Platz::N,завсар,स्थान
551,Ort::N,газар,स्थल
552,Ort::N,газар,स्थान
553,Ort::N,байр,स्थल
554,Ort::N,байр,स्थान
555,Seite::N,тал,ओर
556,Seite::N,тал,तरफ़
557,Seite::N,этгээд,ओर
558,Seite::N,этгээд,तरफ़
559,Mitte::N,төв,बीच
560,Mitte::N,төв,मध्य
561,Mitte::N,дунд,बीच
562,Mitte::N,дунд,मध्य
563,Gegenstand::N,юм,चीज़
564,Gegenstand::N,юм,पदार्थ
565,Sache::N,үйл,चीज़
566,Sache::N,үйл,वस्तु
567,Sache::N,хэрэг,चीज़
568,Sache::N,хэрэг,वस्तु
569,Rand::N,зах,छोर
570,Rand::N,зах,उपांत
571,Rand::N,хөвөө,छोर
572,Rand::N,хөвөө,उपांत
573,Kante::N,ирмэг,कोर
574,Kante::N,ирмэг,किनारा
575,Ecke::N,өнцөг,कोना
576,Ecke::N,өнцөг,नुक्कड़
577,Spitze::N,үзүүр,नोक
578,Ende::N,зах,छोर
579,Ende::N,зах,सिरा
580,Ende::N,үзүүр,छोर
581,Ende::N,үзүүр,सिरा
582,Loch::N,цоорхой,छेद
583,Loch::N,цоорхой,सूराख़
584,Loch::N,онгорхой,छेद
585,Loch::N,онгорхой,सूराख़
586,Winkel::N,өнцөг,कोण
587,Winkel::N,өнцөг,कोना
588,Muster::N,хээ,नमूना
589,Muster::N,хээ,डिज़ाइन
590,Muster::N,угалз,नमूना
591,Muster::N,угалз,डिज़ाइन
592,Größe::N,хэмжээ,परिमाण
593,Größe::N,хэмжээ,विस्तार
594,Länge::N,урт,लंबाई
595,Höhe::N,өндөр,ऊँचाई
596,Höhe::N,өндөр,उच्चता
597,Gewicht::N,жин,भार
598,Gewicht::N,жин,वज़न
599,Menge::N,тоо,मात्रा
600,Haufen::N,бөөн,ढेर
601,Haufen::N,бөөн,अंबार
602,Reihe::N,эгнээ,क़तार
603,Reihe::N,эгнээ,पंक्ति
604,Boot::N,завь,नाव
605,Boot::N,завь,नौका
606,Ruder::N,сэлүүр,चप्पू
607,Schlitten::N,чарга,बर्फ़-गाड़ी
608,Ski::N,цана,स्की
609,Lagerfeuer::N,түүдэг,अलाव
610,Lagerfeuer::N,түүдэг,कैंप-फ़ायर
611,Last::N,ачаа,भार
612,Gang::N,явдал,चाल
613,Schritt::N,алхам,डग
614,Schritt::N,алхам,क़दम
615,Norden::N,умар,उत्तर
616,Süden::N,урд,दक्खिन
617,Süden::N,өмнө,दक्खिन
618,Westen::N,өрнө,पश्चिम
619,Westen::N,баруун,पश्चिम
620,Osten::N,зүүн,पूरब
621,Osten::N,дорно,पूरब
622,Holz::N,мод,काठ
623,Holz::N,мод,काष्ठ
624,Brett::N,банз,पटरा
625,Brett::N,банз,तख़्ता
626,Platte::N,хавтан,फलक
627,Platte::N,хавтан,तख़्ता
628,Stütze::N,тулгуур,टेक
629,Stütze::N,тулгуур,थूनी
630,Stütze::N,тулга,टेक
631,Stütze::N,тулга,थूनी
632,Stange::N,сургааг,छड़
633,Stange::N,сургааг,बाँस
634,Stock::N,саваа,लाठी
635,Stab::N,таяг,लग्गा
636,Rohr::N,хоолой,नल
637,Haus::N,гэр,घर
638,Haus::N,гэр,मकान
639,Haus::N,байшин,घर
640,Haus::N,байшин,मकान
641,Heim::N,гэр,घर
642,Heim::N,гэр,गृह
643,Ofen::N,зуух,चूल्हा
644,Ofen::N,пийшин,चूल्हा
645,Fußboden::N,шал,फ़र्श
646,Tisch::N,ширээ,मेज़
647,Stuhl::N,сандал,कुरसी
648,Wiege::N,өлгий,पालना
649,Wiege::N,өлгий,हिंडोला
650,Bett::N,ор,खाट
651,Bett::N,ор,पलंग
652,Regal::N,тавиур,शेल्फ़
653,Kiste::N,авдар,पेटी
654,Kiste::N,авдар,डिब्बा
655,Kiste::N,хайрцаг,पेटी
656,Kiste::N,хайрцаг,डिब्बा
657,Fenster::N,гэгээвч,खिड़की
658,Tür::N,үүд,द्वार
659,Tür::N,үүд,दरवाज़ा
660,Tür::N,хаалга,द्वार
661,Tür::N,хаалга,दरवाज़ा
662,Tor::N,хаалга,फाटक
663,Zaun::N,хашаа,बाड़ा
664,Dach::N,дээвэр,छत
665,Dach::N,дээвэр,छप्पर
666,Leiter::N,шат,सीढ़ी
667,Besen::N,хамуур,झाड़ू
668,Besen::N,хамуур,बुहारी
669,Besen::N,туужуу,झाड़ू
670,Besen::N,туужуу,बुहारी
671,Spaten::N,хүрз,कुदाल
672,Schaufel::N,хүрз,बेलचा
673,Schaufel::N,хүрз,फावड़ा
674,Gabel::N,сэрээ,काँटा
675,Löffel::N,халбага,चम्मच
676,Messer::N,хутга,छुरा
677,Messer::N,хутга,चाक़ू
678,Nagel::N,хадаас,कील
679,Nagel::N,хадаас,मेख़
680,Netz::N,өөш,जाल
681,Netz::N,тор,जाल
682,Haken::N,гох,अंकुश
683,Griff::N,иш,मूठ
684,Griff::N,иш,हत्था
685,Griff::N,сэнж,मूठ
686,Griff::N,сэнж,हत्था
687,Schloss::N,цуурга,ताला
688,Schloss::N,цоож,ताला
689,Bild::N,зураг,चित्र
690,Figur::N,баримал,मूर्ति
691,Puppe::N,хүүхэлдэй,पुतली
692,Puppe::N,хүүхэлдэй,गुड़िया
693,Beutel::N,агсаа,झोला
694,Beutel::N,уут,झोला
695,Bündel::N,боодол,पुलिंदा
696,Tasche::N,цүнх,बेग
697,Tasche::N,цүнх,बस्ता
698,Eimer::N,хөнөг,बाल्टी
699,Eimer::N,хувин,बाल्टी
700,Deckel::N,таг,ढक्कन
701,Deckel::N,хавхаг,ढक्कन
702,Geschirr::N,сав суулга,बरतन-भाँड़े
703,Sack::N,шуудай,बोरा
704,Tasse::N,аяга,प्याला
705,Topf::N,тогоо,देग़चा
706,Kessel::N,тогоо,देग़
707,Kessel::N,тогоо,बटलोई
708,Essen::N,идээ,खाना
709,Nahrung::N,хүнс,भोजन
710,Speise::N,идээ,खाना
711,Speise::N,идээ,व्यंजन
712,Fleisch::N,мах,मांस
713,Fleisch::N,мах,गोश्त
714,Getreide::N,будаа,अनाज
715,Brei::N,богшмол,भरता
716,Brei::N,богшмол,दलिया
717,Brei::N,будаа,भरता
718,Brei::N,будаа,दलिया
719,Brot::N,талх,रोटी
720,Scheibe::N,зүсэм,कतला
721,Scheibe::N,хэрчим,कतला
722,Fett::N,өөх,वसा
723,Fett::N,өөх,चरबी
724,Butter::N,тос,मक्खन
725,Öl::N,тос,तेल
726,Salz::N,давс,नमक
727,Suppe::N,шөл,सूप
728,Suppe::N,шөл,शोरबा
729,Honig::N,бал,शहद
730,Milch::N,сүү,दूध
731,Tee::N,цай,चाय
732,Leder::N,арьс,चमड़ा
733,Leder::N,савхи,चमड़ा
734,Wolle::N,ноос,ऊन
735,Wolle::N,унгас,ऊन
736,Stoff::N,бөс,कपड़ा
737,Nadel::N,зүү,सूई
738,Faden::N,боолт,डोरा
739,Faden::N,утас,डोरा
740,Knopf::N,товч,बटन
741,Knopf::N,товч,घुंडी
742,Knoten::N,зангилаа,गाँठ
743,Knoten::N,зангилаа,गुत्थी
744,Farbe::N,будаг,रंग
745,Farbe::N,будаг,वर्ण
