,Concept_ID,ru,es
849,zunehmen::V,увеличиваться,crecer
850,zunehmen::V,увеличиваться,aumentar
851,steigen::V,подниматься,subir
852,steigen::V,подниматься,ascender
853,wachsen::V,расти,crecer
854,glänzen::V,блестеть,brillar
855,glänzen::V,блестеть,resplandecer
856,funkeln::V,сверкать,chispear
857,lärmen::V,шуметь,hacer ruido
858,läuten::V,звонить,sonar
859,läuten::V,звонить,repicar
860,klingeln::V,звонить,tocar el timbre
861,klirren::V,звякать,tintinear
862,brausen::V,бушевать,zumbar
863,rauschen::V,шелестеть,murmurar
864,klingen::V,звучать,sonar
865,bellen::V,лаять,ladrar
866,heulen::V,выть,ulular
867,blasen::V,дунуть,soplar
868,pfeifen::V,свистеть,silbar
869,schreien::V,кричать,gritar
870,stöhnen::V,стонать,gemir
871,zittern::V,дрожать,temblar
872,leben::V,жить,vivir
873,geboren werden::V,родиться,nacer
874,atmen::V,дышать,respirar
875,trinken::V,пить,beber
876,essen::V,есть,comer
877,essen::V,кушать,comer
878,schlucken::V,глотать,tragar
879,müde werden::V,устать,cansarse
880,müde werden::V,устать,fatigarse
881,einschlafen::V,заснуть,dormirse
882,schlafen::V,спать,dormir
883,aufwachen::V,проснуться,despertarse
884,aufstehen::V,встать,levantarse
885,sich erholen::V,отдыхать,reposar
886,sich erholen::V,отдыхать,descansar
887,krank werden::V,заболеть,caer enfermo
888,krank sein::V,болеть,estar enfermo
889,schmerzen::V,болеть,doler
890,husten::V,кашлять,toser
891,genesen::V,поправиться,convalecer
892,genesen::V,поправиться,restablecerse
893,sterben::V,умереть,morir
894,umkommen::V,погибнуть,perecer
895,sich bewegen::V,двигаться,moverse
896,sich rühren::V,шевельнуться,rebullir
897,sich erheben::V,встать,levantarse
898,sich setzen::V,сесть,sentarse
899,hinfallen::V,упасть,caerse
900,laufen::V,ходить,andar
901,schreiten::V,шагать,proceder
902,spazierengehen::V,гулять,pasear
903,spazierengehen::V,гулять,pasearse
904,eilen::V,спешить,correr prisa
905,sich beeilen::V,торопиться,darse prisa
906,sausen::V,мчаться,correr
907,rennen::V,бегать,correr
908,springen::V,прыгать,saltar
909,klettern::V,лазать,trepar
910,klettern::V,лазать,escalar
911,schaukeln::V,раскачиваться,bambolearse
912,kriechen::V,ползать,reptar
913,kriechen::V,ползать,arrastrarse
914,schwimmen::V,плавать,nadar
915,tauchen::V,нырять,bucear
916,tauchen::V,нырять,sumergirse
917,rudern::V,грести,remar
918,fahren::V,ехать,ir
919,fliegen::V,летать,volar
920,gehen::V,идти,ir
921,gehen::V,идти,andar
922,weggehen::V,уйти,irse
923,weggehen::V,уйти,marcharse
924,abfahren::V,отправиться,salir
925,abfahren::V,отправиться,partir
926,anhalten::V,остановиться,parar
927,anhalten::V,остановиться,pararse
928,hineingehen::V,входить,entrar
929,eintreten::V,войти,entrar
930,kommen::V,прийти,venir
931,ankommen::V,прибыть,llegar
932,zurückkommen::V,возвратиться,volver
933,zurückkommen::V,возвратиться,regresar
934,bleiben::V,остаться,quedarse
935,warten::V,ждать,esperar
936,erwarten::V,ожидать,esperar
937,suchen::V,искать,buscar
938,finden::V,найти,hallar
939,finden::V,найти,encontrar
940,versuchen::V,пытаться,intentar
941,vorbereiten::V,подготовить,preparar
942,lieben::V,любить,amar
943,lieben::V,любить,querer
944,mögen::V,любить,querer
945,lachen::V,смеяться,reír
946,rühren::V,растрогать,conmover
947,weinen::V,плакать,llorar
948,schimpfen::V,ругаться,regañar
949,sich ärgern::V,сердиться,enfadarse
950,sich fürchten::V,бояться,tener miedo
951,fürchten::V,бояться,temer
952,fürchten::V,бояться,tener miedo a
953,fliehen::V,убегать,huir
954,flüchten::V,убежать,escaparse
955,sehen::V,видеть,ver
956,anschauen::V,посмотреть,mirar
957,ansehen::V,смотреть,mirar
958,hören::V,слышать,oír
959,zuhören::V,слушать,escuchar
960,probieren::V,пробовать,probar
961,probieren::V,пробовать,degustar
962,riechen::V,нюхать,oler
963,fühlen::V,чувствовать,sentir
964,scheinen::V,казаться,parecer
965,zu sehen sein::V,виднеться,poder verse
966,vernehmen::V,услышать,oír
967,vernehmen::V,услышать,percibir
968,frieren::V,мерзнуть,tener frío
969,tun::V,делать,hacer
970,können::V,мочь,poder
971,können::V,уметь,poder
972,wollen::V,хотеть,querer
973,anfangen::V,начать,iniciar
974,beenden::V,закончить,acabar
975,beenden::V,закончить,terminar
976,aufhören::V,перестать,cesar
977,gelingen::V,удаться,salir bien
978,geraten::V,оказаться,salir
979,geraten::V,оказаться,dar resultado
980,öffnen::V,открыть,abrir
981,schließen::V,закрыть,cerrar
982,stellen::V,поставить,poner
983,stellen::V,поставить,colocar
984,setzen::V,посадить,poner
985,setzen::V,посадить,colocar
986,legen::V,класть,poner
987,berühren::V,трогать,tocar
988,verbinden::V,связать,unir
989,verbinden::V,связать,juntar
990,bedecken::V,покрыть,tapar
991,bedecken::V,покрыть,cubrir
992,aufhängen::V,повесить,colgar
993,anzünden::V,зажечь,encender
994,aufheben::V,поднять,recoger
995,zurücklassen::V,оставить,dejar
996,verlieren::V,потерять,perder
997,fallen lassen::V,уронить,dejar caer
998,machen::V,сделать,hacer
999,herstellen::V,изготовить,fabricar
1000,bauen::V,строить,construir
1001,reparieren::V,чинить,reparar
1002,verbessern::V,улучшить,mejorar
1003,ändern::V,изменить,mudar
1004,ändern::V,изменить,modificar
1005,graben::V,копать,cavar
1006,beugen::V,согнуть,doblar
1007,beugen::V,согнуть,inclinar
1008,biegen::V,погнуть,doblar
1009,drehen::V,вертеть,volver
1010,drehen::V,вертеть,hacer girar
1011,wenden::V,повернуть,volver
1012,umdrehen::V,перевернуть,revolver
1013,heben::V,поднимать,levantar
1014,hochheben::V,поднять,alzar
1015,ergreifen::V,схватить,coger
1016,halten::V,держать,tener
1017,drücken::V,нажимать,apretar
1018,schieben::V,толкать,empujar
1019,kratzen::V,скрести,rascar
1020,lecken::V,лизать,lamer
1021,beißen::V,кусать,morder
1022,abreißen::V,оторвать,arrancar
1023,abschneiden::V,отрезать,cortar
1024,binden::V,вязать,atar
1025,stecken::V,воткнуть,meter
1026,brechen::V,сломать,romper
1027,brechen::V,сломать,quebrar
1028,klopfen::V,стучать,golpear
1029,hauen::V,бить,pegar
1030,kleben::V,клеить,pegar
1031,kleben::V,клеить,encolar
1032,reiben::V,тереть,frotar
1033,streichen::V,намазать,untar
1034,streichen::V,намазать,recubrir
1035,schleifen::V,точить,afilar
1036,schneiden::V,резать,cortar
1037,rütteln::V,шатать,agitar
1038,schütteln::V,трясти,agitar
1039,schütteln::V,трясти,sacudir
1040,schwenken::V,махать,menear
1041,schütten::V,налить,verter
1042,füllen::V,наполнить,llenar
1043,einwickeln::V,завернуть,envolver
1044,tragen::V,нести,llevar
1045,schleppen::V,тащить,arrastrar
1046,ziehen::V,тянуть,tirar
1047,aufbewahren::V,хранить,conservar
1048,werfen::V,бросать,echar
1049,werfen::V,бросать,lanzar
1050,fangen::V,ловить,coger
1051,packen::V,схватить,agarrar
1052,verstecken::V,спрятать,esconder
1053,teilen::V,разделить,partir
1054,teilen::V,разделить,dividir
1055,schicken::V,посылать,enviar
1056,bringen::V,принести,traer
1057,hinzufügen::V,добавить,añadir
1058,bekommen::V,достать,obtener
1059,bekommen::V,достать,conseguir
1060,erhalten::V,получить,recibir
1061,nehmen::V,взять,tomar
1062,wählen::V,выбрать,elegir
1063,auswählen::V,отобрать,escoger
1064,auswählen::V,отобрать,seleccionar
1065,bewahren::V,сохранить,guardar
1066,bewahren::V,сохранить,preservar
1067,behindern::V,препятствовать,estorbar
1068,behindern::V,препятствовать,obstaculizar
1069,verderben::V,испортить,estropear
1070,beschädigen::V,повредить,deteriorar
1071,zerbrechen::V,разбить,romper
1072,zerbrechen::V,разбить,quebrar
1073,zerreißen::V,разорвать,desgarrar
1074,zerreißen::V,разорвать,despedazar
1075,zerstören::V,разрушить,destruir
1076,zerstören::V,разрушить,destrozar
1077,verbrennen::V,сжечь,quemar
1078,geben::V,дать,dar
1079,reichen::V,передать,pasar
1080,schenken::V,дарить,regalar
1081,versprechen::V,обещать,prometer
1082,wünschen::V,желать,desear
1083,loben::V,хвалить,alabar
1084,küssen::V,целовать,besar
1085,wiegen::V,качать,mecer
1086,zudecken::V,накрыть,tapar
1087,zudecken::V,накрыть,cubrir
1088,wecken::V,разбудить,despertar
1089,zeigen::V,показать,mostrar
1090,führen::V,вести,guiar
1091,führen::V,вести,conducir
1092,lehren::V,учить,enseñar
1093,lehren::V,учить,instruir
1094,unterrichten::V,преподавать,enseñar
1095,aufziehen::V,воспитать,criar
1096,leiten::V,руководить,guiar
1097,leiten::V,руководить,dirigir
1098,antreiben::V,подгонять,impeler
1099,antreiben::V,подгонять,impulsar
1100,lassen::V,заставить,hacer
1101,einladen::V,пригласить,invitar
1102,vereinigen::V,объединить,unir
1103,besuchen::V,посетить,visitar
1104,besuchen::V,посетить,ir a ver
1105,treffen::V,встретить,encontrar
1106,sich versammeln::V,собраться,reunirse
1107,sich versammeln::V,собраться,congregarse
1108,spielen::V,играть,jugar
1109,singen::V,петь,cantar
1110,tanzen::V,плясать,bailar
1111,tanzen::V,танцевать,bailar
1112,sich trennen::V,расстаться,separarse
1113,verlassen::V,покинуть,dejar
1114,verlassen::V,покинуть,abandonar
1115,retten::V,спасти,salvar
1116,bewachen::V,охранять,vigilar
1117,schützen::V,уберегать,proteger
1118,verteidigen::V,защитить,defender
1119,sich schlagen::V,драться,batirse
1120,schießen::V,стрелять,tirar
1121,schießen::V,стрелять,disparar
1122,siegen::V,победить,vencer
1123,ärgern::V,сердить,enojar
1124,ärgern::V,сердить,enfadar
1125,schlagen::V,ударить,pegar
1126,schlagen::V,ударить,golpear
1127,treten::V,пинать,dar una patada a
1128,stechen::V,уколоть,pinchar
1129,stoßen::V,толкнуть,empujar
1130,stehlen::V,украсть,robar
1131,stehlen::V,украсть,hurtar
1132,stören::V,помешать,molestar
1133,belästigen::V,надоедать,molestar
1134,belästigen::V,надоедать,importunar
1135,verbergen::V,скрыть,ocultar
1136,verbergen::V,скрыть,esconder
1137,täuschen::V,обмануть,engañar
1138,betrügen::V,смошенничать,engañar
1139,töten::V,убить,matar
1140,wohnen::V,проживать,vivir
1141,wohnen::V,проживать,habitar
1142,arbeiten::V,работать,trabajar
1143,sammeln::V,собрать,recoger
1144,sammeln::V,собрать,coleccionar
1145,pflücken::V,рвать,coger
1146,pflücken::V,срывать,coger
1147,jagen::V,охотиться,cazar
1148,fischen::V,рыбачить,pescar
1149,fassen::V,поймать,atrapar
1150,fassen::V,поймать,capturar
1151,hüten::V,пасти,guardar
1152,treiben::V,гнать,aballar
1153,anbinden::V,привязать,atar
1154,füttern::V,кормить,echar de comer
1155,melken::V,доить,ordeñar
1156,hacken::V,рубить,picar
1157,hacken::V,рубить,cortar
1158,gießen::V,полить,regar
1159,reifen::V,созреть,madurar
1160,zubereiten::V,приготовить,preparar
1161,kochen::V,варить,cocer
1162,kochen::V,варить,guisar
1163,backen::V,печь,hornear
1164,backen::V,печь,cocer al horno
1165,braten::V,жарить,asar
1166,braten::V,жарить,freír
1167,umrühren::V,перемешать,remover
1168,stricken::V,вязать,hacer punto
1169,stricken::V,вязать,hacer calceta
1170,nähen::V,шить,coser
1171,färben::V,покрасить,teñir
1172,färben::V,покрасить,colorear
1173,reinigen::V,очистить,limpiar
1174,waschen::V,стирать,lavar
1175,abwischen::V,вытереть,fregar
1176,abwischen::V,вытереть,limpiar
1177,spülen::V,полоскать,aclarar
1178,spülen::V,полоскать,enjuagar
1179,fegen::V,подметать,barrer
1180,fegen::V,подметать,pasar la escoba
1181,kehren::V,мести,barrer
1182,baden::V,купаться,bañarse
1183,sich waschen::V,мыться,lavarse
1184,ausziehen::V,снять,quitar
1185,ausziehen::V,снять,quitarse
1186,anziehen::V,надеть,ponerse
1187,sich anziehen::V,одеться,vestirse
1188,kämmen::V,причесать,peinar
1189,schmücken::V,украсить,adornar
1190,sagen::V,сказать,decir
1191,sprechen::V,говорить,hablar
1192,reden::V,разговаривать,hablar
1193,reden::V,разговаривать,conversar
1194,sich unterhalten::V,беседовать,charlar
1195,sich unterhalten::V,беседовать,conversar
1196,fragen::V,спросить,preguntar
1197,bitten::V,просить,rogar
1198,erzählen::V,рассказать,contar
1199,mitteilen::V,сообщить,comunicar
1200,mitteilen::V,сообщить,participar
1201,nennen::V,назвать,llamar
1202,nennen::V,назвать,nombrar
1203,rufen::V,звать,llamar
1204,prahlen::V,хвастаться,jactarse
1205,übersetzen::V,перевести,traducir
1206,denken::V,думать,pensar
1207,glauben::V,верить,creer
1208,bemerken::V,заметить,notar
1209,erkennen::V,узнать,reconocer
1210,begreifen::V,понять,concebir
1211,begreifen::V,постичь,concebir
1212,verstehen::V,услышать,entender
1213,verstehen::V,услышать,comprender
1214,lernen::V,учиться,aprender
1215,wissen::V,знать,saber
1216,sich erinnern an::V,вспомнить,recordar
1217,sich erinnern an::V,вспомнить,acordarse de
1218,vergessen::V,забыть,olvidar
1219,messen::V,мерить,medir
1220,zählen::V,считать,contar
1221,rechnen::V,считать,contar
1222,rechnen::V,считать,calcular
1223,lesen::V,читать,leer
1224,malen::V,рисовать,pintar
1225,zeichnen::V,рисовать,dibujar
1226,schreiben::V,писать,escribir
1227,besitzen::V,иметь,poseer
1228,kaufen::V,купить,comprar
1229,verkaufen::V,продать,vender
1230,bezahlen::V,заплатить,pagar
1231,zahlen::V,платить,pagar
1232,beherrschen::V,владеть,dominar
1233,ertragen::V,вытерпеть,soportar
