,Concept_ID,sl,mn
791,wahr::A,resníčen,жинхэнэ
792,alt::A,stàr,хуучин
793,neu::A,nòv,шинэ
794,ehemalig::A,nekdánji,агсан
795,ehemalig::A,nekdánji,байсан
796,alt[Lebewesen]::A,stàr,өвгөн
797,alt[Lebewesen]::A,stàr,хижээл
798,jung::A,mlád,залуу
799,arm::A,ubóg,ядуу
800,arm::A,réven,ядуу
801,reich::A,bogàt,баян
802,reich::A,bogàt,баялаг
803,bekannt::A,znán,танил
804,berühmt::A,sláven,цуутай
805,berühmt::A,sláven,алдартай
806,berühmt::A,znamenít,цуутай
807,berühmt::A,znamenít,алдартай
808,fremd::A,túj,харь
809,fremd::A,túj,гадаад
810,verschieden::A,razlíčen,ондоо
811,verschieden::A,razlíčen,янз янзын
812,nah::A,blížnji,ойрын
813,nah::A,blížnji,дөтийн
814,fern::A,dáleč,холын
815,linker::A,lévi,буруу
816,rechter::A,désni,баруун
817,anderer::A,drúgi,өөр
818,anderer::A,drúgi,нөгөө
819,erster::A,pŕvi,нэгдэх
820,erster::A,pŕvi,нэгдүгээр
821,zweiter::A,drúgi,хоёрдугаар
822,dritter::A,trétji,гуравдугаар
823,letzter::A,poslédnji,сүүлийн
824,allein::ADV,sám,ганцаараа
825,auf einmal::ADV,obênem,нэгмөсөн
826,zusammen::ADV,skúpaj,цуг
827,zusammen::ADV,skúpaj,хамт
828,lange::ADV,dólgo,удаан
829,plötzlich::ADV,náglo,гэнэт
830,plötzlich::ADV,nenádoma,гэнэт
831,sofort::ADV,prècej,дороо
832,später::ADV,poznêje,дараа
833,jetzt::ADV,zdàj,өнөө
834,heute::ADV,dánes,өнөө
835,heute::ADV,dánes,өнөөдөр
836,morgen::ADV,jútri,маргааш
837,morgen::ADV,jútri,маргаадар
838,bald::ADV,kmálu,түргэн
839,bald::ADV,kmálu,удахгүй
840,dann::ADV,nató,хожим
841,dann::ADV,nató,тэгээд
842,gestern::ADV,včéraj,өчигдөр
843,einst::ADV,nékdaj,нэг
844,damals::ADV,tedàj,тэгэхэд
845,damals::ADV,takràt,тэгэхэд
846,danach::ADV,potèm,тэгээд
847,danach::ADV,potèm,дараа нь
848,vorher::ADV,poprèj,урьд
849,zuerst::ADV,spŕva,анх
850,zuerst::ADV,spŕva,эхлээд
851,einmal::ADV,ênkrat,нэг удаа
852,manchmal::ADV,včásih,хааяа
853,manchmal::ADV,včásih,заримдаа
854,oft::ADV,pogósto,олонтоо
855,immer::ADV,védno,байнга
856,immer::ADV,zméraj,байнга
857,niemals::ADV,nikdàr,хэзээ ч
858,niemals::ADV,nikdàr,хэдийд ч
859,hier::ADV,tù,энд
860,hier::ADV,túkaj,энд
861,hierhin::ADV,sèmkaj,нааш
862,von hier::ADV,od tú,эндээс
863,dort::ADV,tàm,тэнд
864,dorthin::ADV,tjà,тийш
865,geradeaus::ADV,rávno napréj,шулуун
866,vorwärts::ADV,napréj,урагшаа
867,rückwärts::ADV,zádaj,буцаан
868,rückwärts::ADV,zádaj,сөөргөө
869,zurück::ADV,nazáj,буцаж
870,zurück::ADV,nazáj,гэдрэг
871,unten::ADV,dôli,дор
872,unten::ADV,spôdaj,дор
873,hinab::ADV,dôl,уруу
874,oben::ADV,gôri,дээр
875,oben::ADV,zgôraj,дээр
876,hinauf::ADV,gôr,өөд
877,hinauf::ADV,gôr,дээш
878,überall::ADV,povsód,хааяагүй
879,überall::ADV,povsód,энд тэндгүй
880,nicht::ADV,ne,эс
881,nicht::ADV,ne,-гүй
882,ein wenig::ADV,málo,жаахан
883,kaum::ADV,kómaj,арай
884,kaum::ADV,kómaj,арай гэж
885,sehr::ADV,zeló,тун
886,so::ADV,takó,тэгж
887,so::ADV,takó,ингээд
888,noch::ADV,še,дахин
889,noch::ADV,še,дахиад
890,nur::ADV,samó,зөвхөн
891,nur::ADV,samó,гагцхүү
892,schon::ADV,žè,нэгэнт
893,wieder::ADV,spét,дахин
894,wieder::ADV,spét,дахиад
895,vergebens::ADV,zamàn,хий
896,vergebens::ADV,zastónj,хий
897,vor::PRP,pred,өмнө
898,hinter::PRP,za,ард
899,unter::PRP,pod,доор
900,durch::PRP,skózi,дундуур
901,neben::PRP,kràj,хажууд
902,neben::PRP,póleg,хажууд
903,zwischen::PRP,med,завсар
904,zwischen::PRP,med,хооронд
905,zwischen::PRP,izmed,завсар
906,zwischen::PRP,izmed,хооронд
907,wegen::PRP,zarádi,төлөө
908,wegen::PRP,zarádi,дээрээс
909,dies::PRN,tó,энэ
910,das::PRN,tó,тэр
911,alles::PRN,vsè,цөм
912,alles::PRN,vsè,бүгд
913,ich::PRN,jàz,би
914,du::PRN,tí,чи
915,er::PRN,òn,тэр
916,er::PRN,òn,тэр хүн
917,wir::PRN,mí,бид
918,ihr::PRN,ví,та нар
919,sie::PRN,ôni,тэд
920,was::FPRN,káj,юу
921,wer::FPRN,kdó,хэн
922,wo::FADV,kjé,хаа
923,wo::FADV,kjé,хаана
924,wohin::FADV,kám,хааш
925,wohin::FADV,kám,хаана
926,wie::FADV,kakó,яаж
927,wie::FADV,kakó,хэрхэн
928,warum::FADV,zakáj,юунд
929,warum::FADV,zakáj,яагаад
930,wieviel::FNUM,kóliko,хэдий
931,wieviel::FNUM,kóliko,хэд
932,eins::NUM,êden,нэг
933,zwei::NUM,dvá,хоёр
934,drei::NUM,trí,гурав
935,vier::NUM,štíri,дөрөв
936,fünf::NUM,pét,тав
937,sechs::NUM,šést,зургаа
938,sieben::NUM,sédem,долоо
939,acht::NUM,ósem,найм
940,neun::NUM,devét,ес
941,zehn::NUM,desét,арав
942,elf::NUM,enájst,арван нэг
943,zwölf::NUM,dvánajst,арван хоёр
944,zwanzig::NUM,dvájset,хорь
945,dreißig::NUM,trídeset,гуч
946,vierzig::NUM,štírideset,дөч
947,fünfzig::NUM,pétdeset,тавь
948,sechzig::NUM,šéstdeset,жар
949,siebzig::NUM,sédemdeset,дал
950,achtzig::NUM,ósemdeset,ная
951,neunzig::NUM,devétdeset,ер
952,hundert::NUM,stó,зуу
953,tausend::NUM,tísoč,мянга
954,und::CNJ,in,ч
955,und::CNJ,in,болон
956,oder::CNJ,áli,буюу
957,stehen::V,státi,зогсох
958,sitzen::V,sedéti,суух
959,liegen::V,ležáti,хэвтэх
960,hängen::V,viséti,өлгөөтэй байх
961,hängen::V,viséti,дүүжлээтэй байх
962,werden::V,postáti,болох
963,passieren::V,zgodíti se,тохиох
964,beginnen::V,začéti se,эхлэх
965,enden::V,končáti se,дүүрэх
966,wechseln::V,ménjati se,хувирах
967,aufgehen[Sonne]::V,vzíti,мандах
968,untergehen[Sonne]::V,zaíti,жаргах
969,scheinen[Sonne]::V,sijáti,гэрэлтэх
970,donnern::V,grméti,дуугарах
971,wehen::V,píhati,салхилах
972,wehen::V,píhati,хөөрөгдөх
973,strömen::V,líti,гүйх
974,strömen::V,líti,урсах
975,fließen::V,têči,урсах
976,sich drehen::V,vrtéti se,эргэлдэх
977,schwanken::V,kolébati,хэлбэлзэх
978,schwingen::V,níhati,ганхах
979,schwingen::V,níhati,хэлбэлзэх
980,fallen::V,pádati,унах
981,brennen::V,goréti,шатах
982,rauchen::V,kadíti se,баагих
983,regnen::V,deževáti,бороо орно
984,gefrieren::V,zmŕzniti,хөлдөх
985,tauen::V,tájati,хайлах
986,schmelzen::V,kopnéti,уярах
987,trocknen::V,sušíti se,хатах
988,sieden::V,kipéti,буцлах
989,sieden::V,kipéti,даргилах
990,faulen::V,gníti,үжрэх
991,faulen::V,gníti,өмхийрөх
992,verfaulen::V,zgníti,бээх
993,verfaulen::V,zgníti,өгрөх
994,reißen::V,tŕgati se,цуурах
995,versinken::V,pogrézniti se,живэх
996,vergehen::V,miníti,нөгчих
997,vergehen::V,miníti,өнгөрөх
998,erscheinen::V,pojáviti se,гарах
999,erscheinen::V,pojáviti se,бултайх
1000,verschwinden::V,izgíniti,далд орох
1001,verschwinden::V,izgíniti,алга болох
1002,sinken::V,péšati,татрах
1003,sinken::V,péšati,доошлох
1004,abnehmen::V,pojémati,багасах
1005,abnehmen::V,pojémati,хорогдох
1006,zunehmen::V,véčati se,ихсэх
1007,zunehmen::V,množíti se,ихсэх
1008,steigen::V,dvígati se,нэмэгдэх
1009,wachsen::V,rásti,өсөх
1010,wachsen::V,rásti,ургах
1011,glänzen::V,sijáti,гилгэнэх
1012,glänzen::V,sijáti,гилбэгнэх
1013,funkeln::V,ískriti se,гялжах
1014,funkeln::V,ískriti se,гялалзах
1015,lärmen::V,ropotáti,шуугих
1016,lärmen::V,razgrájati,шуугих
1017,läuten::V,zvoníti,цохих
1018,klingeln::V,zvončkljáti,хонхдох
1019,klingeln::V,zvončkljáti,дуугарах
1020,klirren::V,žvenketáti,хангир жингэр хийх
1021,brausen::V,šuméti,бургилах
1022,rauschen::V,šuštéti,сэржигнэх
1023,rauschen::V,šelestéti,сэржигнэх
1024,klingen::V,zvenéti,хангинах
1025,bellen::V,lájati,хуцах
1026,heulen::V,zavíjati,улих
1027,blasen::V,píhniti,үлзэх
1028,pfeifen::V,pískati,исгэрэх
1029,pfeifen::V,žvížgati,исгэрэх
1030,schreien::V,kričáti,хашгирах
1031,stöhnen::V,stókati,ёолох
1032,stöhnen::V,stókati,гэнгэнэх
1033,zittern::V,drgetáti,дагжих
1034,leben::V,živéti,амьдрах
1035,geboren werden::V,rodíti se,төрөх
1036,atmen::V,díhati,амьсгалах
1037,trinken::V,píti,уух
1038,essen::V,jésti,идэх
1039,schlucken::V,požírati,залгих
1040,müde werden::V,péšati,ядрах
1041,müde werden::V,utrúditi se,ядрах
1042,einschlafen::V,zaspáti,унтчих
1043,schlafen::V,spáti,унтах
1044,aufwachen::V,zbudíti se,сэрэх
1045,aufstehen::V,vstáti,босох
1046,sich erholen::V,oddahníti se,амрах
1047,krank werden::V,oboléti,өвдөж эхлэх
1048,krank sein::V,bíti bolán,өвдөх
1049,schmerzen::V,boléti,өвдөх
1050,schmerzen::V,boléti,шархирах
1051,husten::V,kášljati,ханиах
1052,genesen::V,okrévati,засрах
1053,sterben::V,umréti,үхэх
1054,sterben::V,umréti,нас барах
1055,umkommen::V,pogíniti,үхэх
1056,sich bewegen::V,zganíti se,хөдлөх
1057,sich rühren::V,premakníti se,хөдлөх
1058,sich erheben::V,vstájati,босох
1059,sich erheben::V,vzdígniti se,босох
1060,sich setzen::V,sésti,суух
1061,hinfallen::V,pásti dôl,ойчих
1062,laufen::V,hodíti,явган явах
1063,schreiten::V,stópati,алхах
1064,spazierengehen::V,na sprehòd íti,зугаалах
1065,eilen::V,drvéti,хурдлах
1066,sich beeilen::V,hitéti,яарах
1067,sich beeilen::V,hitéti,шамдах
1068,sausen::V,dírkati,давхих
1069,rennen::V,dírjati,гүйх
1070,springen::V,skákati,харайх
1071,springen::V,skákati,дэвхрэх
1072,klettern::V,plézati,авирах
1073,schaukeln::V,kolébati,ганхалзах
1074,kriechen::V,pláziti se,мөлхөх
1075,schwimmen::V,plávati,сэлэх
1076,tauchen::V,potápljati se,шунгах
1077,rudern::V,vesláti,сэлүүрдэх
1078,fahren::V,vozíti se,явах
1079,fahren::V,peljáti se,явах
1080,fliegen::V,létati,нисэх
1081,gehen::V,íti,явах
1082,weggehen::V,odíti,явах
1083,abfahren::V,odpeljáti se,одох
1084,abfahren::V,odpeljáti se,хөдлөх
1085,anhalten::V,ustáviti se,зогсох
1086,hineingehen::V,íti nóter,орох
1087,eintreten::V,vstopíti,орох
1088,kommen::V,príti,ирэх
1089,ankommen::V,prispéti,хүрэх
1090,ankommen::V,prihájati,хүрэх
1091,zurückkommen::V,vrníti se,харих
1092,zurückkommen::V,vrníti se,буцаж ирэх
1093,bleiben::V,ostáti,үлдэх
1094,warten::V,čákati,хүлээх
1095,erwarten::V,pričakováti,хүлээх
1096,suchen::V,iskáti,эрэх
1097,suchen::V,iskáti,бэдрэх
1098,finden::V,nájti,олох
1099,versuchen::V,poskúšati,оролдох
1100,vorbereiten::V,pripráviti,бэлтгэх
1101,lieben::V,ljubíti,янаглах
1102,mögen::V,márati,таалах
1103,lachen::V,smejáti se,инээх
1104,rühren::V,ganíti,сэтгэл уяруулах
1105,weinen::V,jókati,уйлах
1106,weinen::V,plákati,уйлах
1107,schimpfen::V,psováti,хараах
1108,schimpfen::V,zmérjati,хараах
1109,sich ärgern::V,jezíti se,уурлах
1110,sich fürchten::V,báti se,айх
1111,fürchten::V,báti se,айх
1112,fliehen::V,bežáti,зугтах
1113,fliehen::V,bežáti,гүйж очих
1114,flüchten::V,pobégniti,оргох
1115,sehen::V,vídeti,үзэх
1116,anschauen::V,oglédati,харах
1117,ansehen::V,glédati,харах
1118,hören::V,slíšati,дуулах
1119,zuhören::V,poslúšati,чагнах
1120,probieren::V,poskúšati,амсаж үзэх
1121,riechen::V,dúhati,үнэрлэх
1122,fühlen::V,čutíti,мэдрэх
1123,scheinen::V,zdéti se,шиг үзэгдэх
1124,zu sehen sein::V,vídeti se,үзэгдэх
1125,zu sehen sein::V,vídeti se,харагдах
1126,vernehmen::V,čúti,дуулах
1127,frieren::V,zébsti,даарах
1128,tun::V,délati,хийх
1129,tun::V,délati,үйлдэх
1130,können::V,môči,болох
1131,wollen::V,hotéti,хүсэх
1132,anfangen::V,začéti,эхлэх
1133,beenden::V,dokončáti,дуусгах
1134,aufhören::V,prenéhati,болих
1135,aufhören::V,prenéhati,зогсох
1136,gelingen::V,uspéti,бүтэх
1137,gelingen::V,posréčiti se,бүтэх
1138,geraten::V,obnêsti se,илрэх
1139,öffnen::V,odpréti,нээх
1140,öffnen::V,odpréti,тайлах
1141,schließen::V,zapréti,хаах
1142,stellen::V,postáviti,тавих
1143,stellen::V,postáviti,босгох
1144,setzen::V,posadíti,суулгах
1145,legen::V,položíti,хийх
1146,legen::V,položíti,тавих
1147,berühren::V,dotíkati se,шүргэх
1148,verbinden::V,obvézati,залгах
1149,bedecken::V,pokríti,бүрэх
1150,aufhängen::V,obésiti,өлгөх
1151,aufhängen::V,obésiti,дүүжлэх
1152,anzünden::V,zažgáti,асаах
1153,anzünden::V,zažgáti,ноцоох
1154,aufheben::V,vzdígniti,өргөх
1155,zurücklassen::V,zapustíti,орхих
1156,zurücklassen::V,zapustíti,үлдээх
1157,verlieren::V,izgubíti,гээх
1158,fallen lassen::V,navréči,унагах
1159,machen::V,naredíti,хийх
1160,machen::V,naredíti,гаргах
1161,machen::V,napráviti,хийх
1162,machen::V,napráviti,гаргах
1163,herstellen::V,izdélati,бүтээх
1164,bauen::V,gradíti,барих
1165,reparieren::V,popráviti,засах
1166,reparieren::V,popráviti,сэлбэх
1167,verbessern::V,izbóljšati,засах
1168,verbessern::V,izbóljšati,сайжруулах
1169,ändern::V,spremeníti,өөрчлөх
1170,graben::V,kopáti,малтах
1171,graben::V,grêbsti,малтах
1172,beugen::V,upogníti,бөгтийлгөх
1173,biegen::V,zavíjati,матах
1174,biegen::V,zavíjati,муруйлгах
1175,drehen::V,vrtéti,эргүүлэх
1176,wenden::V,obrníti,эргүүлэх
1177,umdrehen::V,zasúkati,хөрвүүлэх
1178,heben::V,dvígati,өргөх
1179,hochheben::V,privzdígniti,өргөх
1180,ergreifen::V,zgrábiti,атгах
1181,halten::V,držáti,барих
1182,drücken::V,tiščáti,дарах
1183,schieben::V,ríniti,түлхэх
1184,kratzen::V,práskati,хусах
1185,kratzen::V,práskati,маажих
1186,lecken::V,lízati,долоох
1187,beißen::V,grísti,зуух
1188,beißen::V,grísti,хазах
1189,abreißen::V,odtŕgati,таслах
1190,abschneiden::V,odrézati,тайрах
1191,binden::V,vézati,боох
1192,binden::V,vézati,хүлэх
1193,stecken::V,vtakníti,шаах
1194,stecken::V,vtakníti,шигтгэх
1195,brechen::V,lomíti,хугалах
1196,klopfen::V,tólči,цохих
1197,klopfen::V,tólči,тогших
1198,hauen::V,séči,дэлдэх
1199,kleben::V,lépiti,наах
1200,reiben::V,tréti,нухах
1201,reiben::V,tréti,нидчих
1202,reiben::V,dŕgniti,нухах
1203,reiben::V,dŕgniti,нидчих
1204,streichen::V,namázati,нялах
1205,streichen::V,namázati,түрхэх
1206,schleifen::V,brúsiti,билүүдэх
1207,schleifen::V,brúsiti,гуранздах
1208,schneiden::V,rézati,огтлох
1209,rütteln::V,strésti,холхнулах
1210,schütteln::V,majáti,сэгсрэх
1211,schwenken::V,obrníti,дэвэх
1212,schwenken::V,obrníti,даллах
1213,schütten::V,sípati,цутгах
1214,schütten::V,sípati,аягалах
1215,füllen::V,napolníti,дүүргэх
1216,einwickeln::V,zavíti,боох
1217,einwickeln::V,zavíti,ороох
1218,tragen::V,nêsti,авчрах
1219,schleppen::V,vláčiti,чирэх
1220,ziehen::V,vléči,татах
1221,aufbewahren::V,shranjeváti,хадгалах
1222,werfen::V,lúčati,хаях
1223,werfen::V,lúčati,шидэх
1224,fangen::V,ujéti,барих
1225,packen::V,prijéti,шүүрэх
1226,verstecken::V,skríti,нуух
1227,teilen::V,razdelíti,хуваах
1228,schicken::V,pošíljati,илгээх
1229,schicken::V,pošíljati,явуулах
1230,bringen::V,prinêsti,авчрах
1231,bringen::V,prinêsti,аваачих
1232,hinzufügen::V,pristáviti,нэмэх
1233,bekommen::V,dobíti,хүлээн авах
1234,erhalten::V,prejéti,хүлээн авах
1235,nehmen::V,vzéti,авах
1236,wählen::V,izbírati,сонгох
1237,auswählen::V,izbráti,шилэх
1238,bewahren::V,ohraníti,гамнах
1239,behindern::V,ovírati,саад хийх
1240,behindern::V,ovírati,тотгор болох
1241,verderben::V,pokváriti,эвдэх
1242,beschädigen::V,poškodováti,гэмтээх
1243,zerbrechen::V,razlomíti,хагалах
1244,zerbrechen::V,razlomíti,хага цохих
1245,zerreißen::V,raztŕgati,урах
1246,zerstören::V,razrúšiti,эвдэх
1247,zerstören::V,razrúšiti,сүйтгэх
1248,verbrennen::V,sežgáti,шатаах
1249,geben::V,dáti,өгөх
1250,reichen::V,séči,өгөх
1251,reichen::V,séči,дамжуулах
1252,reichen::V,molíti,өгөх
1253,reichen::V,molíti,дамжуулах
1254,schenken::V,podáriti,бэлэглэх
1255,versprechen::V,obljubíti,амлах
1256,wünschen::V,vóščiti,ерөөх
1257,loben::V,hváliti,магтах
1258,loben::V,hváliti,сайшаах
1259,küssen::V,poljubováti,озох
1260,küssen::V,poljubováti,үнсэх
1261,wiegen::V,zíbati,бүүвэйлэх
1262,zudecken::V,pokríti,хучих
1263,zudecken::V,pokríti,бүтээх
1264,wecken::V,zbudíti,сэрээх
1265,zeigen::V,pokázati,үзүүлэх
1266,führen::V,vêsti,хөтлөх
1267,lehren::V,učíti,заах
1268,unterrichten::V,poučeváti,сургах
1269,aufziehen::V,vzgojíti,өсгөх
1270,aufziehen::V,vzgojíti,хүмүүжүүлэх
1271,leiten::V,uprávljati,удирдах
1272,antreiben::V,goníti,шамдуулах
1273,lassen::V,povzročíti,-уулах
1274,einladen::V,povábiti,залах
1275,vereinigen::V,zdrúžiti,нэгтгэх
1276,vereinigen::V,zdrúžiti,хамтруулах
1277,besuchen::V,obiskáti,зочлох
1278,treffen::V,pogodíti,учрах
1279,treffen::V,pogodíti,дайралдах
1280,sich versammeln::V,zbráti se,хуралдах
1281,spielen::V,igráti se,наадах
1282,singen::V,péti,дуулах
1283,tanzen::V,plésati,бүжиглэх
1284,sich trennen::V,ločíti se,салах
1285,verlassen::V,zapustíti,хаях
1286,retten::V,réšiti,гэтэлгэх
1287,bewachen::V,strážiti,сахих
1288,schützen::V,sčítiti,хамгаалах
1289,verteidigen::V,braníti,хамгаалах
1290,sich schlagen::V,têpsti se,зодолдох
1291,schießen::V,stréljati,харвах
1292,schießen::V,stréljati,буу буудах
1293,siegen::V,zmágati,ялах
1294,ärgern::V,jezíti,уурлуулах
1295,ärgern::V,jezíti,уур хүргэх
1296,ärgern::V,razbúriti,уурлуулах
1297,ärgern::V,razbúriti,уур хүргэх
1298,schlagen::V,têpsti,цохих
1299,schlagen::V,udáriti,цохих
1300,treten::V,teptáti,өшиглөх
1301,stechen::V,ubôsti,хатгах
1302,stoßen::V,peháti,ёврох
1303,stoßen::V,peháti,нудрах
1304,stoßen::V,drégniti,ёврох
1305,stoßen::V,drégniti,нудрах
1306,stehlen::V,ukrásti,хулгайлах
1307,stehlen::V,pokrásti,хулгайлах
1308,stören::V,motíti,саад болох
1309,belästigen::V,nadlegováti,зовоох
1310,belästigen::V,nadlegováti,амраахгүй байх
1311,verbergen::V,skríti,нуух
1312,verbergen::V,skríti,далдлах
1313,täuschen::V,slepíti,мэхлэх
1314,betrügen::V,várati,хуурах
1315,betrügen::V,ogoljufáti,хуурах
1316,töten::V,ubíti,алах
1317,wohnen::V,prebívati,суух
1318,wohnen::V,prebívati,амьдрах
1319,arbeiten::V,délati,ажиллах
1320,arbeiten::V,délati,хөдөлмөрлөх
1321,sammeln::V,zbráti,түүх
1322,sammeln::V,zbráti,хураах
1323,pflücken::V,obráti,түүх
1324,jagen::V,lovíti,агнах
1325,jagen::V,lovíti,гөрөөлөх
1326,fischen::V,ribáriti,загасчлах
1327,fischen::V,ribáriti,загас барих
1328,fassen::V,zajéti,барих
1329,hüten::V,pásti,маллах
1330,hüten::V,pásti,хариулах
1331,treiben::V,pogánjati,туух
1332,anbinden::V,privézati,уях
1333,füttern::V,kŕmiti,тэжээх
1334,melken::V,mólsti,саах
1335,hacken::V,sékati,цавчих
1336,gießen::V,ulíti,услах
1337,reifen::V,zoréti,боловсрох
1338,zubereiten::V,pripráviti,бэлдэх
1339,kochen::V,kúhati,чанах
1340,backen::V,cvréti,жигнэх
1341,braten::V,pêči,шарах
1342,braten::V,pêči,хайрах
1343,umrühren::V,preméšati,хутгах
1344,stricken::V,plêsti,нэхэх
1345,stricken::V,plêsti,сүлжих
1346,nähen::V,šívati,оёх
1347,färben::V,bárvati,будах
1348,reinigen::V,očístiti,арилгах
1349,reinigen::V,očístiti,цэвэрлэх
1350,waschen::V,opráti,угаах
1351,abwischen::V,obrísati,арчих
1352,spülen::V,splakováti,зайлах
1353,fegen::V,pométati,хамах
1354,fegen::V,pométati,шүүрдэх
1355,kehren::V,mésti,шүүрдэх
1356,kehren::V,mésti,туужуудах
1357,baden::V,kópati se,усанд орох
1358,sich waschen::V,umíti se,биеэ угаах
1359,ausziehen::V,izvléči,тайлах
1360,anziehen::V,obléči,өмсөх
1361,sich anziehen::V,obléči se,хувцаслах
1362,kämmen::V,česáti,самнах
1363,schmücken::V,okrasíti,гоёх
1364,schmücken::V,okrasíti,чимэх
1365,sagen::V,dejáti,гэх
1366,sagen::V,dejáti,хэлэх
1367,sprechen::V,govoríti,ярих
1368,sprechen::V,govoríti,өгүүлэх
1369,reden::V,rêči,хэлэх
1370,reden::V,rêči,хөөрөлдөх
1371,sich unterhalten::V,razgovárjati se,ярилцах
1372,fragen::V,vprášati,асуух
1373,bitten::V,prosíti,гуйх
1374,erzählen::V,práviti,өгүүлэх
1375,mitteilen::V,naznániti,дуулгах
1376,mitteilen::V,naznániti,мэдээлэх
1377,nennen::V,imenováti,нэрлэх
1378,rufen::V,klícati,дуудах
1379,prahlen::V,baháti se,бардах
1380,prahlen::V,baháti se,сайрхах
1381,übersetzen::V,prevêsti,орчуулах
1382,denken::V,mísliti,санах
1383,glauben::V,verjéti,итгэх
1384,bemerken::V,opáziti,ажих
1385,bemerken::V,opáziti,ажиглах
1386,erkennen::V,spoznáti,таних
1387,begreifen::V,pôjmiti,ойлгох
1388,verstehen::V,razuméti,мэдэж авах
1389,lernen::V,učíti se,сурах
1390,wissen::V,znáti,мэдэх
1391,wissen::V,védeti,мэдэх
1392,sich erinnern an::V,spómniti se,дурсах
1393,vergessen::V,pozábiti,мартах
1394,messen::V,mériti,хэмжих
1395,zählen::V,štéti,тоолох
1396,rechnen::V,račúnati,тооцоох
1397,lesen::V,bráti,унших
1398,lesen::V,čítati,унших
1399,malen::V,slíkati,зурах
1400,zeichnen::V,rísati,дүрслэн бичих
1401,schreiben::V,písati,бичих
1402,besitzen::V,iméti,эзэмших
1403,kaufen::V,kupíti,худалдан авах
1404,verkaufen::V,prodáti,худалдах
1405,bezahlen::V,pláčati,төлөх
1406,zahlen::V,plačeváti,төлөх
1407,beherrschen::V,obvládati,эзэмших
1408,ertragen::V,prenêsti,тэсэх
1409,Verstand::N,,ухаан
