,Concept_ID,cv,lt
105,Sumpf::N,шурлӑх,klampynė
106,Sumpf::N,шурлӑх,liūnas
107,Moor::N,торфлӑ шурлӑх,pelkė
108,Wiese::N,улӑх,pieva
109,Wiese::N,ҫаран,pieva
110,Wald::N,вӑрман,miškas
111,Hügel::N,сӑрт,kalva
112,Hügel::N,тӗмеске,kalva
113,Anhöhe::N,сӑрт,kauburys
114,Berg::N,ту,kalnas
115,Gipfel::N,тӳпе,viršūnė
116,Höhle::N,ҫӗр хӑвӑлӗ,ola
117,Abhang::N,тӑвайкки,šlaitas
118,Abhang::N,тӑвайкки,nuokalnė
119,Quelle::N,ҫӑл куҫ,versmė
120,Quelle::N,ҫӑл куҫ,šaltinis
121,Bach::N,пӗчӗк шыв,upelis
122,Fluss::N,юхан шыв,upė
123,Ufer::N,ҫыран,krantas
124,Küste::N,тинӗс ҫыранӗ,pajūris
125,Festland::N,тип ҫӗр,sausuma
126,Meer::N,тинӗс,jūra
127,Bucht::N,тинӗс кукӑрӗ,įlanka
128,Bucht::N,тинӗс кукӑрӗ,užutekis
129,Insel::N,утрав,sala
130,Blume::N,чечек,gėlė
131,Gras::N,курӑк,žolė
132,Wurzel::N,тымар,šaknis
133,Baum::N,йывӑҫ,medis
134,Stamm::N,вулӑ,kamienas
135,Rinde::N,хуйӑр,žievė
136,Ast::N,турат,šaka
137,Zweig::N,турат,šakelė
138,Blatt::N,ҫулҫӑ,lapas
139,Birke::N,хурӑн,beržas
140,Kiefer[Baum]::N,хыр,pušis
141,Weide[Baum]::N,хӑва,karklas
142,Tanne::N,чӑрӑш,eglė
143,Tanne::N,чӑрӑш,kėnis
144,Horn::N,мӑйрака,ragas
145,Feder::N,тӗк,plunksna
146,Fell::N,ҫӑм,kailis
147,Flügel::N,ҫунат,sparnas
148,Klaue::N,чӗрне,kanopa
149,Kralle::N,ура,nagas
150,Schwanz::N,хӳре,uodega
151,Ei::N,ҫӑмарта,kiaušinis
152,Nest::N,йӑва,gūžta
153,Nest::N,йӑва,lizdas
154,Bau::N,йӗнӗ,ola
155,Tier::N,выльӑх,gyvūnas
156,Herde::N,кӗтӳ,banda
157,Herde::N,кӗтӳ,kaimenė
158,Kuh::N,ӗне,karvė
159,Bulle::N,вӑкӑр,bulius
160,Pferd::N,лаша,arklys
161,Schaf::N,сурӑх,avis
162,Schwein::N,сысна,kiaulė
163,Hund::N,йытӑ,šuo
164,Katze::N,кушак,katė
165,Bär::N,упа,lokys
166,Eichhörnchen::N,пакша,voveraitė
167,Elch::N,пӑши,briedis
168,Fuchs::N,тилӗ,lapė
169,Hase::N,куян,kiškas
170,Hase::N,мулкач,kiškas
171,Maus::N,шӑши,pelė
172,Wolf::N,кашкӑр,vilkas
173,Vogel::N,кайӑк,paukštis
174,Vogel::N,вӗҫен кайӑк,paukštis
175,Schwarm::N,ушкӑн,spiečius
176,Huhn::N,чӑх,višta
177,Huhn::N,чӑхӑ,višta
178,Hahn::N,автан,gaidys
179,Gans::N,хур,žąsis
180,Adler::N,ӑмӑрт кайӑк,erelis
181,Ente::N,кӑвакал,antis
182,Eule::N,тӑмана,pelėda
183,Kranich::N,тӑрна,gervė
184,Krähe::N,ула курак,varna
185,Kuckuck::N,куккук,gegužė
186,Schwan::N,акӑш,gulbė
187,Fisch::N,пулӑ,žuvis
188,Barsch::N,уланкӑ,ešerys
189,Hecht::N,ҫӑрттан,lydeka
190,Schlange[Tier]::N,ҫӗлен,gyvatė
191,Wurm::N,ӑман,kirmėlė
192,Spinne::N,эрешмен,voras
193,Ameise::N,кӑткӑ,skruzdė
194,Laus::N,пыйтӑ,utėlė
195,Mücke::N,вӑрӑм туна,uodas
196,Fliege::N,шӑна,musė
197,Schmetterling::N,лӗпӗш,drugys
198,Schmetterling::N,лӗпӗш,peteliškė
199,Beere::N,ҫырла,uoga
200,Apfel::N,улма,obuolys
201,Apfel::N,пан улми,obuolys
202,Pilz::N,кӑмпа,grybas
203,Zwiebel::N,сухан,svogūnas
204,Saat::N,вӑрӑ,sėkla
205,Korn::N,тӗшӗ,grūdai
206,Korn::N,пӗрчӗ,grūdai
207,Heu::N,утӑ,šienas
208,Schale::N,хупӑ,žievelė
209,Grube::N,шӑтӑк,duobė
210,Falle::N,тапӑ,pinklės
211,Falle::N,тапӑ,žabangai
212,Falle::N,капкӑн,pinklės
213,Falle::N,капкӑн,žabangai
214,Schlinge::N,йӑлӑ,kilpa
215,Spur::N,йӗр,vėžė
216,Spur::N,йӗр,pėdos
217,Spur::N,йӗр,pėdsakas
218,Asche::N,кӗл,pelenai
219,Dreck::N,пылчӑк,purvas
220,Eisen::N,тимӗр,geležis
221,Gold::N,ылтӑн,auksas
222,Silber::N,кӗмӗл,sidabras
223,Kohle::N,кӑмрӑк,anglis
224,Glas::N,кӗленче,stiklas
225,Lehm::N,тӑм,molis
226,Sand::N,хӑйӑр,smėlis
227,Mensch::N,ҫын,žmogus
228,Mensch::N,этем,žmogus
229,Mann::N,ар,vyras
230,Mann::N,ар,vyriškis
231,Frau::N,хӗрарӑм,moteris
232,Kind::N,ача,vaikas
233,Junge::N,ача,vaikinas
234,Junge::N,ача,berniukas
235,Junge::N,ар ҫын ача,vaikinas
236,Junge::N,ар ҫын ача,berniukas
237,Mädchen::N,хӗр ача,mergytė
238,Mädchen::N,хӗр ача,mergaitė
239,Familie::N,ҫемье,šeima
240,Familie::N,кил-йыш,šeima
241,Großvater::N,кукаҫи,senelis
242,Großmutter::N,кукамай,senelė
243,Eltern::N,аҫа-ама,tėvai
244,Vater::N,атте,tėvas
245,Mutter::N,анне,motina
246,Sohn::N,ывӑл,sūnus
247,Tochter::N,хӗр,duktė
248,Bruder::N,ар тӑван,brolis
249,Schwester::N,аппа,sesuo
250,Schwester::N,йӑмӑк,sesuo
251,Onkel::N,мучи,dėdė
252,Onkel::N,пичче,dėdė
253,Tante::N,аппа,teta
254,Ehemann::N,упӑшка,vyras
255,Ehefrau::N,арӑм,žmona
256,Freude::N,савӑнӑҫ,džiaugsmas
257,Freude::N,хаваслӑх,džiaugsmas
258,Gelächter::N,кулӑ,juokas
259,Glück::N,телей,laimė
260,Glück::N,ӑраскал,laimė
261,Kummer::N,хурлӑх,vargas
262,Kummer::N,хурлӑх,rūpestis
263,Wunsch::N,ӗмӗт,troškimas
264,Wunsch::N,ӗмӗт,pageidavimas
265,Wunsch::N,кӑмӑл,troškimas
266,Wunsch::N,кӑмӑл,pageidavimas
267,Lust::N,кӑмӑл,noras
268,Lust::N,кӑмӑл,geidulys
269,Geist::N,чун-чӗм,dvasia
270,Geist::N,ыр-усал,dvasia
271,Geist::N,чун хавалӗ,dvasia
272,Gedanke::N,шухӑш,mintis
273,Gedächtnis::N,ас,atmintis
274,Verstand::N,ӑс,protas
275,Verstand::N,ӑс-тӑн,protas
276,Verstand::N,ӑс-хакӑл,protas
277,Sinn::N,тупсӑм,prasmė
278,Sinn::N,пӗлтерӗш,prasmė
279,Grund::N,сӑлтав,priežastis
280,Wahrheit::N,чӑнлӑх,tiesa
281,Wahrheit::N,чӑнлӑх,teisybė
282,Gespräch::N,калаҫу,pokalbis
283,Märchen::N,юмах,pasaka
284,Erzählung::N,акалав,apsakymas
285,Erzählung::N,акалав,pasakojimas
286,Erzählung::N,каласа пани,apsakymas
287,Erzählung::N,каласа пани,pasakojimas
288,Nachricht::N,хыпар,žinia
289,Neuigkeit::N,ҫӗнӗ хыпар,naujiena
290,Name::N,ят,vardas
291,Rätsel::N,сутмалли юмах,mįslė
292,Rede::N,сӑмах,kalba
293,Sprache::N,чӗлхе,kalba
294,Stimme::N,сасӑ,balsas
295,Wort::N,сӑмах,žodis
296,Zeichen::N,паллӑ,žymė
297,Zeichen::N,паллӑ,ženklas
298,Ruf::N,йыхрав,šauksmas
299,Ruf::N,чӗнӳ,šauksmas
300,Lärm::N,шав,triukšmas
301,Laut::N,сасӑ,garsas
302,Ton::N,сасӑ,tonas
303,Ton::N,сасӑ,garsas
304,Lied::N,юрӑ,daina
305,Lied::N,юрӑ,giesmė
306,Ruhe::N,канӑҫлӑх,ramybė
307,Ruhe::N,канӑҫлӑх,ramumas
308,Ruhe::N,лӑпкӑлӑх,ramybė
309,Ruhe::N,лӑпкӑлӑх,ramumas
310,Leute::N,ҫамрӑксем,žmonės
311,Leute::N,ҫамрӑк ҫынсем,žmonės
312,Volk::N,халӑх,tauta
313,Arbeit::N,ӗҫхӗл,darbas
314,Arbeit::N,ӗҫхӗл,triūsas
315,Arbeit::N,ӗҫлев,darbas
316,Arbeit::N,ӗҫлев,triūsas
317,Gast::N,хӑна,svečias
318,Geschenk::N,парне,dovana
319,Geschenk::N,кучченеҫ,dovana
320,Spiel::N,вӑйӑ,žaismas
321,Spiel::N,вӑйӑ,žaidimas
322,Gesellschaft::N,общество,draugija
323,Gesellschaft::N,общество,kompanija
324,Hilfe::N,пулӑшу,pagalba
325,Freund::N,тус,draugas
326,Freund::N,тус,bičiulis
327,Kamerad::N,юлташ,draugas
328,Kamerad::N,тус,draugas
329,Angelegenheit::N,ӗҫ,dalykas
330,Angelegenheit::N,ӗҫ,reikalas
331,Anzahl::N,йыш,kiekis
332,Anzahl::N,йыш,skaičius
333,Anzahl::N,хисеп,kiekis
334,Anzahl::N,хисеп,skaičius
335,Art::N,тӗс,rūšis
336,Stück::N,татӑк,gabalas
337,Teil::N,пай,dalis
338,Hälfte::N,ҫурӑ,pusė
339,Kreis::N,ункӑ,ratas
340,Kreis::N,ункӑ,apskritis
341,Kreis::N,ункӑ,apskritimas
342,Kreis::N,ҫавракӑш,ratas
343,Kreis::N,ҫавракӑш,apskritis
344,Kreis::N,ҫавракӑш,apskritimas
345,Kreuz::N,хӗрес,kryžius
346,Linie::N,йӗр,linija
347,Strich::N,йӗр,brėžis
348,Strich::N,йӗр,brūkšnys
349,Abstand::N,хушӑ,atstumas
350,Entfernung::N,хушӑ,atstumas
351,Gegend::N,вырӑн,vietovė
352,Platz::N,хутлӑх,vieta
353,Ort::N,вырӑн,vieta
354,Ort::N,вырӑн,vietovė
355,Seite::N,ен,pusė
356,Seite::N,ен,šonas
357,Seite::N,аяк,pusė
358,Seite::N,аяк,šonas
359,Seite::N,айӑк,pusė
360,Seite::N,айӑк,šonas
361,Mitte::N,варӑ,vidurys
362,Gegenstand::N,япала,dalykas
363,Sache::N,япала,daiktas
364,Rand::N,вӗҫ,kraštas
365,Rand::N,вӗҫ,pakraštys
366,Rand::N,хӗрӗ,kraštas
367,Rand::N,хӗрӗ,pakraštys
368,Rand::N,хӗрри,kraštas
369,Rand::N,хӗрри,pakraštys
370,Kante::N,хайкача,kraštas
371,Kante::N,хысак,kraštas
372,Ecke::N,кӗтес,kertė
373,Ecke::N,кӗтес,kampas
374,Spitze::N,вӗҫ,priekis
375,Spitze::N,вӗҫ,priešakys
376,Ende::N,вӗҫ,galas
377,Loch::N,шӑтӑк,skylė
378,Winkel::N,кӗтес,kampas
379,Winkel::N,кӗтес,kampelis
380,Muster::N,эреш,raštas
381,Größe::N,пысӑкӑш,dydis
382,Größe::N,пысӑкӑш,didumas
383,Länge::N,вӑрӑмӑш,ilgis
384,Länge::N,вӑрӑмӑш,ilgumas
385,Höhe::N,ҫӳллӗш,aukštis
386,Höhe::N,ҫӳллӗш,aukštuma
387,Gewicht::N,виҫе,svoris
388,Gewicht::N,виҫе,svarstis
389,Gewicht::N,йывӑрӑш,svoris
390,Gewicht::N,йывӑрӑш,svarstis
391,Menge::N,йыш,kiekis
392,Menge::N,йыш,daugybė
393,Haufen::N,купа,krūva
394,Haufen::N,купа,šūsnis
395,Reihe::N,рет,greta
396,Boot::N,кимӗ,valtis
397,Boot::N,кимӗ,laivelis
398,Ruder::N,кӗсмен,irklas
399,Schlitten::N,ҫуна,rogės
400,Schlitten::N,ҫуна,rogutės
401,Ski::N,йӗлтӗр,slidė
402,Lagerfeuer::N,вут,laužas
403,Lagerfeuer::N,кӑвайт,laužas
404,Last::N,сулмаклӑх,našta
405,Last::N,сулмаклӑх,nešulys
406,Last::N,йывӑр япала,našta
407,Last::N,йывӑр япала,nešulys
408,Gang::N,куҫӑм,eisena
409,Schritt::N,утӑм,žingsnis
410,Schritt::N,пусӑм,žingsnis
411,Norden::N,ҫурҫӗр,šiaurė
412,Norden::N,ҫурҫӗр,žiemiai
413,Süden::N,кӑнтӑр,pietūs
414,Westen::N,анӑҫ,vakarai
415,Westen::N,хӗвел анӑҫ,vakarai
416,Osten::N,хӗвел тухӑҫ,rytai
417,Holz::N,йывӑҫ,mediena
418,Brett::N,хӑма,lenta
419,Platte::N,плита,plokštė
420,Stütze::N,ура,atrama
421,Stütze::N,ура,atspara
422,Stange::N,шерте,lazda
423,Stange::N,шерте,kartis
424,Stock::N,патак,lazda
425,Stab::N,шӑчӑ,kartis
426,Rohr::N,пӑрӑх,vamzdis
427,Haus::N,ҫурт,namas
428,Heim::N,кил,namai
429,Ofen::N,кӑмака,krosnis
430,Fußboden::N,урай,grindys
431,Tisch::N,сӗтел,stalas
432,Stuhl::N,пукан,kėdė
433,Wiege::N,сӑпка,lopšys
434,Bett::N,кравать,lova
435,Bett::N,кравать,patalai
436,Regal::N,ҫӳлӗк,lentyna
437,Regal::N,сентре,lentyna
438,Kiste::N,ещӗк,dėžė
439,Kiste::N,сунтӑх,dėžė
440,Fenster::N,чӳрече,langas
441,Tür::N,алӑк,durys
442,Tor::N,хапха,vartai
443,Zaun::N,хӳме,tvora
444,Dach::N,тӑрӑ,stogas
445,Leiter::N,пусма,kopėčios
446,Besen::N,шӑпӑр,šluota
447,Spaten::N,кӗреҫе,lopeta
448,Spaten::N,кӗреҫе,kastuvas
449,Schaufel::N,кӗреҫе,semtuvas
450,Gabel::N,вилка,šakutė
451,Löffel::N,кашӑк,šaukštas
452,Messer::N,ҫӗҫӗ,peilis
453,Nagel::N,пӑта,vinis
454,Netz::N,тетел,tinklas
455,Haken::N,йӑрхах,vagis
456,Haken::N,йӑрхах,kablys
457,Haken::N,ҫекӗл,vagis
458,Haken::N,ҫекӗл,kablys
459,Griff::N,хӑлӑп,kotas
460,Griff::N,хӑлӑп,rankena
461,Schloss::N,ҫӑра,spyna
462,Schloss::N,ҫӑра,užraktas
463,Bild::N,сӑн,paveikslas
464,Bild::N,сӑнлӑх,paveikslas
465,Bild::N,картина,paveikslas
466,Figur::N,кӗлетке,figūra
467,Puppe::N,пукане,lėlė
468,Beutel::N,михӗ,krepšys
469,Beutel::N,михӗ,maišelis
470,Bündel::N,ҫыхӑ,ryšulys
471,Bündel::N,тӗрке,ryšulys
472,Tasche::N,сумка,krepšelis
473,Eimer::N,витре,kibiras
474,Deckel::N,хупӑ,dangtis
475,Geschirr::N,савӑт-сапа,indai
476,Sack::N,михӗ,maišas
477,Tasse::N,курка,puodukas
478,Topf::N,кастрюль,puodas
479,Kessel::N,хуран,katilas
480,Essen::N,апат,valgis
481,Nahrung::N,апат-ҫимӗс,penas
482,Nahrung::N,апат-ҫимӗс,maistas
483,Speise::N,апат,patiekalas
484,Speise::N,ҫимӗҫ,patiekalas
485,Fleisch::N,аш,mėsa
486,Fleisch::N,какай,mėsa
487,Getreide::N,тырӑ,javai
488,Brei::N,пӑтӑ,košė
489,Brot::N,ҫӑкӑр,duona
490,Scheibe::N,чӗлӗ,riekė
491,Scheibe::N,касӑк,riekė
492,Fett::N,ҫу,taukai
493,Fett::N,ҫу,riebalai
494,Butter::N,ҫу,sviestas
495,Öl::N,ҫу,aliejus
496,Salz::N,тӑвар,druska
497,Suppe::N,яшка,sriuba
498,Honig::N,пыл,medus
499,Milch::N,сӗт,pienas
500,Tee::N,чей,arbata
501,Leder::N,сӑран,oda
502,Wolle::N,ҫӑм,vilna
503,Stoff::N,тӗртӗм,audeklas
504,Nadel::N,йӗп,adata
505,Faden::N,ҫип,gija
506,Faden::N,ҫип,siūlas
507,Knopf::N,тӳме,saga
508,Knoten::N,йӑлӑ,mazgas
509,Farbe::N,сӑрӑ,dažai
510,Kleidung::N,тум,rūbai
511,Kleidung::N,тум,drabužiai
512,Kleidung::N,ҫипуҫ,rūbai
513,Kleidung::N,ҫипуҫ,drabužiai
514,Kleidung::N,тум-тир,rūbai
515,Kleidung::N,тум-тир,drabužiai
516,Hemd::N,кӗпе,marškiniai
517,Kragen::N,ҫуха,apykaklė
518,Ärmel::N,ҫанӑ,rankovė
519,Hose::N,шӑлавар,kelnės
520,Gürtel::N,пиҫиххи,juosta
521,Gürtel::N,пиҫиххи,diržas
522,Mütze::N,ҫӗлӗк,kepurė
523,Schuh::N,пушмак,batas
524,Schuh::N,ботинок,batas
525,Stiefel::N,атӑ,auliniai batai
526,Ring::N,ҫӗрӗ,žiedas
527,Band::N,хаю,kaspinas
528,Band::N,йӗсме,kaspinas
529,Kamm::N,тура,šukos
530,Spiegel::N,тӗкӗр,veidrodis
531,Spiegel::N,куҫ кӗски,veidrodis
532,Riemen::N,чӗн,diržas
533,Schnur::N,кантра,virvė
534,Leine::N,касмӑк,pavadėlis
535,Decke::N,утиял,antklodė
536,Kissen::N,ҫытар,pagalvė
537,Kissen::N,ҫытар,priegalvis
538,Kissen::N,минтер,pagalvė
539,Kissen::N,минтер,priegalvis
540,Tuch::N,тутӑр,skarelė
541,Handtuch::N,ал шӑлли,rankšluostis
542,Kraft::N,вӑй,jėga
543,Kraft::N,хӑват,jėga
544,Stärke::N,хал,stiprumas
545,Stärke::N,хӑват,stiprumas
546,Gesundheit::N,хал,sveikata
547,Gesundheit::N,сывлӑх,sveikata
548,Krankheit::N,чир,liga
549,Schmerz::N,ырату,skausmas
550,Wunde::N,суран,žaizda
551,Fieber::N,сив чир,karštis
552,Arznei::N,эмел,vaistas
553,Brücke::N,кӗпер,tiltas
554,Brunnen::N,ҫӑл,šulinys
555,Brunnen::N,пусӑ,šulinys
556,Weide::N,ҫаран,ganykla
557,Weide::N,ҫаран,gluosnis
558,Pfad::N,йӗр,takas
559,Pfad::N,сукмак,takas
560,Weg::N,ҫул,kelias
561,Weg::N,ҫул-йӗр,kelias
562,Straße::N,ҫӳрев,gatvė
563,Straße::N,ҫул ҫӳрени,gatvė
564,Dorf::N,ял,kaimas
565,Dorf::N,ял,sodžius
566,Stadt::N,хула,miestas
567,Brief::N,ҫыру,laiškas
568,Buch::N,кӗнеке,knyga
569,Buchstabe::N,сас палли,raidė
570,Zeitung::N,хаҫат,laikraštis
571,Leben::N,пурнӑҫ,gyvybė
572,Leben::N,пурнӑҫ,gyvenimas
573,Tod::N,вилӗм,mirtis
574,Grab::N,масар шӑтӑкӗ,kapas
575,Kirche::N,чиркӳ,bažnyčia
576,Sünde::N,ҫылӑх,nuodėmė
577,Sünde::N,ҫылӑх,nusidėjimas
578,Gott::N,турӑ,dievas
579,Arbeiter::N,рабочи,darbininkas
580,Chef::N,пуҫлӑх,šefas
581,Chef::N,пуҫлӑх,vadovas
582,Chef::N,пуҫлӑх,viršininkas
583,Meister::N,ӑста,meistras
584,Meister::N,мастер,meistras
585,Arzt::N,врач,gydytojas
586,Arzt::N,тухтӑр,gydytojas
587,Lehrer::N,учитель,mokytojas
588,Lehrer::N,вӗрентекен,mokytojas
589,Geld::N,укҫа,pinigai
590,Geschäft::N,бизнес,biznis
591,Laden::N,магазин,krautuvė
592,Laden::N,магазин,parduotuvė
593,Preis::N,хак,kaina
594,Ware::N,тавар,prekė
595,Nutzen::N,пайта,nauda
596,Nutzen::N,пайта,pelnas
597,Reichtum::N,мул,turtas
598,Welt::N,тӗнче,pasaulis
599,Land::N,ҫӗр-шыв,žemė
600,Land::N,ҫӗр-шыв,šalis
601,Staat::N,патшàлӑх,valstija
602,König::N,король,karalius
603,Macht::N,власть,galia
604,Macht::N,власть,valdžia
605,Grenze::N,чикӗ,riba
606,Grenze::N,чикӗ,siena
607,Krieg::N,вӑрҫӑ,karas
608,Feind::N,тӑшман,priešas
609,Gewalt::N,ирӗксӗрлӳ,jėga
610,Gewalt::N,ирӗксӗрлӳ,smurtas
611,Gewalt::N,ирӗксӗрлӳ,prievarta
612,Kampf::N,кӗрешӳ,kova
613,Bogen[Waffe]::N,ухӑ,lankas
614,Pfeil::N,ҫӗмрен,strėlė
615,Pfeil::N,ухӑ йӗппи,strėlė
616,Gewehr::N,пӑшал,šautuvas
617,Fehler::N,йӑнӑш,klaida
618,Lüge::N,суя,melas
619,Lüge::N,ултав,melas
620,Schaden::N,сиен,nuostolis
621,Schaden::N,сиен,apgadinimas
622,Unglück::N,шар,nelaimė
623,Unglück::N,инкек,nelaimė
624,Schuld::N,айӑп,kaltė
625,Alter::N,ҫул шучӗ,amžius
626,Schluss::N,пӗтни,pabaiga
627,Schluss::N,пӗтмӗш,pabaiga
628,Zeit::N,вӑхӑт,laikas
629,Tag::N,кун,diena
630,Morgen::N,ир,rytas
631,Mittag::N,кӑнтӑрла,vidurdienis
632,Abend::N,каҫ,vakaras
633,Nacht::N,каҫ,naktis
634,Woche::N,эрне,savaitė
635,Monat::N,уйӑх,mėnuo
636,Jahr::N,ҫулталӑк,metai
637,Frühling::N,ҫур,pavasaris
638,Frühling::N,ҫуркунне,pavasaris
639,Sommer::N,ҫу,vasara
640,Sommer::N,ҫулла,vasara
641,Herbst::N,кӗр,ruduo
642,Herbst::N,кӗркунне,ruduo
643,Winter::N,хӗл,žiema
644,Winter::N,хӗлле,žiema
645,Januar::N,январь,sausis
646,Februar::N,февраль,vasaris
647,Februar::N,кӗҫӗн кӑрлач,vasaris
648,März::N,март,kovas
649,März::N,пуш уйӑхӗ,kovas
650,April::N,апрель,balandis
651,Mai::N,май,gegužė
652,Juni::N,июнь,birželis
653,Juli::N,июль,liepa
654,August::N,август,rugpjūtis
655,September::N,сентябрь,rugsėjis
656,September::N,авӑн уйӑхӗ,rugsėjis
657,Oktober::N,октябрь,spalis
658,November::N,ноябрь,lapkritis
659,Dezember::N,раштав,gruodis
660,Dezember::N,декабрь,gruodis
661,Montag::N,тунти кун,pirmadienis
662,Dienstag::N,ытлари кун,antradienis
663,Mittwoch::N,юн кун,trečiadienis
664,Donnerstag::N,кӗҫнерни кун,ketvirtadienis
665,Freitag::N,эрне кун,penktadienis
666,Samstag::N,шӑмат кун,šeštadienis
667,Sonntag::N,вырсарни кун,sekmadienis
668,groß::A,пысӑк,didis
669,groß::A,пысӑк,didelis
670,klein::A,пӗчӗк,mažas
671,lang::A,вӑрӑм,ilgas
672,kurz::A,кӗске,trumpas
673,breit::A,сарлака,platus
674,schmal::A,ансӑр,smulkus
675,dicht::A,йӑвӑ,tankus
676,dick[Gegenstand]::A,хулӑн,storas
677,dünn::A,ҫинҫе,plonas
678,dünn::A,ҫӳхе,plonas
679,fein::A,тарай,smulkus
680,fein::A,вӗлтӗрти,smulkus
681,fest::A,тӗреклӗ,kietas
682,fest::A,тӗреклӗ,tvirtas
683,flach::A,лаптак,lėkštas
684,flach::A,лаптак,plokščias
685,glatt::A,такӑр,slidus
686,hart::A,хытӑ,kietas
687,weich::A,ҫемҫе,minkštas
688,rund::A,ҫавра,apvalus
689,rund::A,ҫавра,apskritas
690,spitz::A,шӗвӗр,aštrus
691,spitz::A,шӗвӗр,smailus
692,scharf::A,ҫивӗч,aštrus
693,stumpf::A,мӑка,bukas
694,stumpf::A,мӑка,atšipęs
695,stumpf::A,пуклак,bukas
696,stumpf::A,пуклак,atšipęs
697,stumpf::A,тӗрӗнчӗк,bukas
698,stumpf::A,тӗрӗнчӗк,atšipęs
699,stumpf::A,ӑнкарусӑр,bukas
700,stumpf::A,ӑнкарусӑр,atšipęs
701,schwer::A,йывӑр,sunkus
