,Concept_ID,myv,ady
164,Katze::N,псака,чэты́у
165,Bär::N,овто,мышъэ́
166,Eichhörnchen::N,ур,цызэ́
167,Elch::N,сярдо,лось
168,Fuchs::N,ривезь,баджэ́
169,Hase::N,нумоло,тхьакӏумкӏы́хь
170,Maus::N,чеерь,цыгъо́
171,Wolf::N,верьгиз,тыгъу́жъ
172,Vogel::N,нармунь,бзы́у
173,Schwarm::N,полк,отэр
174,Schwarm::N,стада,отэр
175,Huhn::N,сараз,чэты́
176,Hahn::N,атякш,атакъэ́
177,Gans::N,гала,къа́з
178,Gans::N,мацей,къа́з
179,Adler::N,куцькан,
180,Adler::N,тумоатякш,
181,Ente::N,яксярго,псычэ́т
182,Eule::N,корж,тыгъурыгъу
183,Kranich::N,карго,къэрэ́у
184,Krähe::N,варака,къолэ́жъ
185,Kuckuck::N,куко,куку́у
186,Schwan::N,локсей,
187,Fisch::N,кал,пцэжъы́й
188,Barsch::N,окунь,тхыкъэц
189,Hecht::N,щука,лэнд
190,Schlange[Tier]::N,гуй,блэ́
191,Wurm::N,сукс,хьамлыу
192,Spinne::N,шанжав,бэдж
193,Ameise::N,коткудав,къамзэ́гу
194,Laus::N,сий,цӏэ
195,Mücke::N,сеське,аргъо́й
196,Fliege::N,карво,бадзэ́
197,Schmetterling::N,нимиляв,хьампӏыра́шъу
198,Beere::N,умарь,маткӏо
199,Apfel::N,умарь,мыӏэры́с
200,Pilz::N,панго,хьаӏу
201,Zwiebel::N,чурька,бжьыны́
202,Saat::N,видьметь,чылапхъ
203,Korn::N,сюро,цэ
204,Heu::N,тикше,мэкъу
205,Schale::N,кедь,кӏы́шъу
206,Schale::N,ваткавкс,кӏы́шъу
207,Grube::N,латко,машэ́
208,Falle::N,тувор,зэраубытырэ́ ӏэмэпсы́м
209,Falle::N,кундамка,зэраубытырэ́ ӏэмэпсы́м
210,Schlinge::N,килькш,бзыуубыт
211,Spur::N,челькс,ужы
212,Spur::N,челькс,лъэуж
213,Spur::N,пильгеки,ужы
214,Spur::N,пильгеки,лъэуж
215,Asche::N,кулов,яжьэ́
216,Dreck::N,рудаз,псынжъы
217,Eisen::N,кшни,гыучӏы́
218,Eisen::N,кшни,къэнджа́л
219,Gold::N,сырне,дышъэ́
220,Silber::N,сия,тыжьы́н
221,Kohle::N,сэдь,шӏомыкӏ
222,Kohle::N,уголия,шӏомыкӏ
223,Glas::N,сулика,апч
224,Lehm::N,сёвонь,етӏагъо́
225,Sand::N,човар,пшахъо
226,Mensch::N,ломань,цӏыфы́
227,Mann::N,аля,хъулъфы́гъ
228,Mann::N,цёраломань,хъулъфы́гъ
229,Frau::N,ава,бӏылъфыгъэ́
230,Kind::N,эйкакш,кӏэлэцӏы́кӏу
231,Junge::N,цёрыне,кӏэлэцӏы́кӏу
232,Mädchen::N,тейтерне,пшъэшъэжъый
233,Familie::N,семия,быны́
234,Familie::N,семия,уна́гъу
235,Großvater::N,покштя,тэтэ́жъ
236,Großmutter::N,баба,нэнэ́жъ
237,Eltern::N,тетят-ават,ны-тыхэ́р
238,Vater::N,тетя,ты
239,Mutter::N,ава,ны
240,Sohn::N,цёра,къо
241,Tochter::N,тейтерь,пхъу
242,Bruder::N,леля,шы
243,Bruder::N,ялакс,шы
244,Schwester::N,сазор,шы́пхъу
245,Onkel::N,леля,янэ́ш
246,Tante::N,патя,атэшыпхъу
247,Ehemann::N,мирде,лӏы
248,Ehefrau::N,ни,шъу́з
249,Freude::N,кеняркс,гушӏуа́гъу
250,Gelächter::N,ракамо,щхыныр
251,Gelächter::N,пейдема,щхыныр
252,Glück::N,уцяска,насы́п
253,Kummer::N,рискс,тхьамыкӏагъу
254,Kummer::N,мелявкс,тхьамыкӏагъу
255,Wunsch::N,мель,шӏонгъоны́гъ
256,Wunsch::N,бажамо,шӏонгъоны́гъ
257,Lust::N,бажамо,шӏонгъоны́гъ
258,Geist::N,ойме,гу
259,Gedanke::N,мель,гупшыс
260,Gedächtnis::N,мель,память
261,Verstand::N,прев,акъы́л
262,Sinn::N,толк,мэхьанэ
263,Sinn::N,смысла,мэхьанэ
264,Grund::N,тувтал,ушъхьагъу
265,Wahrheit::N,видечи,шъыпкъэ́
266,Gespräch::N,кортнема,гущыӏ
267,Märchen::N,ёвкс,пшысэ
268,Erzählung::N,ёвтнема,къэба́р
269,Nachricht::N,куля,къэба́р
270,Neuigkeit::N,куля,къэбарыкӏ
271,Name::N,лем,цӏэ
272,Rätsel::N,содамоёвкс,коджэхь-къоджэшх
273,Rede::N,кортамо,гущыӏ
274,Sprache::N,кель,бзэ
275,Stimme::N,ваигель,макъэ́
276,Wort::N,вал,гущыӏ
277,Zeichen::N,теште,тамы́гъ
278,Ruf::N,тердема,джэ макъ
279,Lärm::N,шалнома,макъэ
280,Laut::N,вайгель,макъэ
281,Ton::N,гайнема,
282,Lied::N,моро,орэ́д
283,Ruhe::N,оймамо,самбырыныгъ
284,Leute::N,ломанть,цӏыфхэ́р
285,Volk::N,народ,цӏыф лъэпкъ
286,Arbeit::N,тев,ӏофшӏакӏэ́н
287,Gast::N,инже,хьакӏэ́
288,Geschenk::N,казне,шӏухьафтын
289,Spiel::N,налксема,еоны́р
290,Spiel::N,налксема,джэгуны́р
291,Spiel::N,налксема,къегъэӏоны́р
292,Gesellschaft::N,община,обществ
293,Hilfe::N,лездамо,ӏэпыӏэгъу
294,Freund::N,оя,ныбджэгъу
295,Freund::N,ялга,ныбджэгъу
296,Kamerad::N,оя,ныбджэгъу
297,Kamerad::N,ялга,ныбджэгъу
298,Angelegenheit::N,тев,ӏофы́
299,Anzahl::N,ламоксчи,пчъагъэ́
300,Art::N,вид,изэрэщы́т
301,Art::N,вид,лъэпкъ
302,Stück::N,пакш,такъы́р
303,Stück::N,пелькс,такъы́р
304,Teil::N,часть,щыщ
305,Teil::N,часть,ӏахь
306,Teil::N,пелькс,щыщ
307,Teil::N,пелькс,ӏахь
308,Hälfte::N,пель,ныкъо́
309,Hälfte::N,пелькс,ныкъо́
310,Kreis::N,кирькс,хъура́й
311,Kreuz::N,крёст,къащ
312,Linie::N,кикс,хъахъ
313,Linie::N,кикс,итхъа́гъ
314,Strich::N,межа,хъахъ
315,Strich::N,межа,итхъагъ
316,Abstand::N,ютко,азыфагу
317,Entfernung::N,ютко,чӏыгууанэ
318,Gegend::N,тарка,чӏыпӏэ́
319,Gegend::N,пертьпелькс,чӏыпӏэ́
320,Platz::N,васолкс,азыфагу
321,Ort::N,тарка,чӏыпӏэ́
322,Seite::N,ён,лъэны́къу
323,Seite::N,чире,лъэны́къу
324,Mitte::N,куншка,гузэ́гу
325,Gegenstand::N,предмет,пкъыгъо
326,Sache::N,тев,
327,Sache::N,веща,
328,Rand::N,пе,цакӏэ́
329,Rand::N,чире,цакӏэ́
330,Kante::N,ирдез,цэгэналъ
331,Ecke::N,ужо,къогъу
332,Spitze::N,пряне,пакӏэ
333,Spitze::N,пе,пакӏэ
334,Ende::N,пе,кӏэ
335,Loch::N,варя,гъуа́н
336,Winkel::N,ужо,къогъу
337,Muster::N,сёрма,тхыпхъэ
338,Größe::N,сэрь,иина́гъ
339,Größe::N,покшолма,иина́гъ
340,Länge::N,кувалмо,икӏыхьа́гъ
341,Höhe::N,сэрь,лъэгагъ
342,Höhe::N,пандо,лъэгагъ
343,Gewicht::N,сталмо,онтэгъугъэ́
344,Menge::N,лововкс,пчъагъэ́
345,Haufen::N,мар,ӏат
346,Haufen::N,валявкс,ӏат
347,Reihe::N,ряд,саты́р
348,Boot::N,венч,къуашъо́
349,Ruder::N,милё,къошъобэ́щ
350,Schlitten::N,нурдт,
351,Ski::N,сокс,лыжэхэр
352,Lagerfeuer::N,толбандя,пхъэмашӏу
353,Last::N,сталмо,
354,Last::N,кандома,
355,Gang::N,молема,кӏоныр
356,Gang::N,якамо,кӏоныр
357,Schritt::N,эскелькс,лъэубэ́къу
358,Norden::N,якшамо ёнкс,темы́р
359,Süden::N,лембе ёнкс,къыблэ́
360,Westen::N,чивалгома,тыгъэкъохьа́пӏ
361,Osten::N,чилисема,тыгьэкъокӏы́пӏ
362,Holz::N,чувто,чъыгы́
363,Brett::N,лаз,пхъэ́мбгъу
364,Platte::N,плита,упсыхьагъ
365,Stütze::N,неже,кӏэгъэкъон
366,Stange::N,олга,къорэ́гъ
367,Stock::N,мандо,бэщ
368,Stab::N,олога,бэщ кӏы́хь
369,Rohr::N,турба,онджэкъ
370,Haus::N,кудо,унэ́
371,Heim::N,кудо,унэ́
372,Ofen::N,каштомо,гъэжъэн
373,Fußboden::N,киякс,джэхашъу
374,Tisch::N,столь,стол
375,Stuhl::N,стул,пхъэнтӏэ́кӏу
376,Wiege::N,лавсь,кушъэ́
377,Wiege::N,нурямот,кушъэ́
378,Bett::N,ацамо,пӏэкӏо́р
379,Regal::N,лався,мэкӏай
380,Regal::N,лавсяланго,мэкӏай
381,Kiste::N,горобия,ящык
382,Kiste::N,сундук,ящык
383,Fenster::N,вальма,шъхьаныгъу́пчъ
384,Tür::N,кенкш,пчъэ
385,Tor::N,ортат,къэла́пчъ
386,Zaun::N,пирявт,шӏыхьагъэ́
387,Zaun::N,пирвякс,шӏыхьагъэ́
388,Dach::N,кудопря,шъхьэ́
389,Leiter::N,кузтема,лъэо́й
390,Leiter::N,кузтема,дэкӏояпӏэ́
391,Besen::N,тенсть,пхъэнкӏы́пхъ
392,Spaten::N,койме,къазгъы́р
393,Schaufel::N,кече,хэӏалъ
394,Schaufel::N,келей койме,хэӏалъ
395,Gabel::N,сянгине,цацэ
396,Löffel::N,пенч,джэмы́шх
397,Messer::N,пеель,шъэжъы́й
398,Nagel::N,эске,гъучӏыӏу́н
399,Netz::N,алтыма,хъытыу
400,Haken::N,кечказ,хьажтӏаркъу
401,Griff::N,кедне,къопс
402,Schloss::N,замок,ӏункӏы́бз
403,Schloss::N,панжома,ӏункӏы́бз
404,Bild::N,картина,сурэ́т
405,Figur::N,рунго,
406,Puppe::N,няка,нысхъа́п
407,Beutel::N,кескав,дзыо́
408,Bündel::N,керькс,
409,Tasche::N,юдма,ӏэлъмэ́къ
410,Eimer::N,ведра,щалъ
411,Deckel::N,велькс,шъхьэ
412,Geschirr::N,кедьге,хьакъу-шыкъу
413,Sack::N,кескав,дзыо́
414,Tasse::N,чакш,чашк
415,Topf::N,кастрюля,кастрюль
416,Kessel::N,котёл,шыуа́н
417,Essen::N,ярсамо,шхэн
418,Nahrung::N,ярсамопель,шхэн
419,Speise::N,ярсамопель,шхыныгъу
420,Fleisch::N,сывель,лы
421,Getreide::N,сюро,лэжьыгъацэ́
422,Brei::N,каша,пӏастэ́
423,Brot::N,кши,хьалыгъу
424,Scheibe::N,кочом,такъы́р
425,Scheibe::N,сускомо,такъы́р
426,Fett::N,куя,дагъэ́
427,Butter::N,ой,тхъу
428,Öl::N,ой,тхъу
429,Salz::N,сал,щыгъу
430,Suppe::N,ям,хьантхъупс
431,Honig::N,медь,шъоу́
432,Milch::N,ловсо,щэ
433,Tee::N,чай,щай
434,Leder::N,киське,кӏы́шъу
435,Wolle::N,пона,цы
436,Stoff::N,коцт,шэкӏы
437,Nadel::N,салмукс,бгъэ́хаӏу
438,Faden::N,суре,ӏуда́н
439,Knopf::N,пов,занкӏэу
440,Knoten::N,сюлмо,зэкъодзапӏэ
441,Farbe::N,артомапель,краск
442,Kleidung::N,оршамот,щыгъы́ны
443,Hemd::N,панар,джан
444,Kragen::N,сиве,пшъапӏ
445,Ärmel::N,ожа,гъуап
446,Hose::N,понкст,гъончэ́дж
447,Gürtel::N,каркс,бгыры́пх
448,Mütze::N,чапка,паӏо́
449,Schuh::N,туфля,
450,Stiefel::N,кем,щазым
451,Ring::N,суркс,ӏэлъы́н
452,Band::N,лента,лент
453,Kamm::N,сурсеме,мажь
454,Spiegel::N,чавачамо,гъундж
455,Riemen::N,кшнань каркс,бгыры́пх
456,Schnur::N,пикс,кӏапсэ́
457,Leine::N,ведьме,шъокӏапс
458,Decke::N,вельтямо,чыхӏэн
459,Kissen::N,тодов,шъхьант
460,Tuch::N,паця,шъхьэтехъу
461,Handtuch::N,нардамо,ӏаплъэкӏ
462,Kraft::N,вий,къары́у
463,Kraft::N,вий,кӏуачӏэ́
464,Stärke::N,виевчи,кӏуачӏэ́
465,Gesundheit::N,шумбрачи,псауныгъ
466,Krankheit::N,орма,узы
467,Krankheit::N,сэредема,узы
468,Schmerz::N,сэредькс,узы
469,Wunde::N,керявкс,уӏагъэ́
470,Fieber::N,маштыкс,техьа́гъу
471,Fieber::N,маштыкс,жъоку
472,Arznei::N,ормаменькс,ӏэзэ́гъу
473,Brücke::N,сэдь,лъэмы́д ж
474,Brücke::N,мадамо,лъэмы́д ж
475,Brunnen::N,лисьма,псынэ́
476,Weide::N,ракшань ванома тарка,хъупӏэ́
477,Pfad::N,ян,лъагъу
478,Weg::N,ки,гъо́гу
479,Straße::N,ки,гъо́гу
480,Dorf::N,веле,къуа́дж
481,Stadt::N,ош,къалэ́
482,Brief::N,сёрма,тхэн
483,Brief::N,сёрма,письмэ
484,Buch::N,книга,тхы́лъ
485,Buchstabe::N,буква,хьары́ф
486,Zeitung::N,газета,газет
487,Leben::N,эрямо,гъашӏэ́
488,Tod::N,кулома,аджал
489,Grab::N,калмо,бэны́
490,Kirche::N,церькова,чылы́с
491,Sünde::N,чумочи,гунахь
492,Gott::N,паз,тхьэ
493,Arbeiter::N,робочей,рабоч
494,Chef::N,прявт,гъэр
495,Meister::N,кол тевень тенця,ӏэпыӏа́с
496,Arzt::N,врач,
497,Lehrer::N,учитель,кӏэлэегъа́дж
498,Lehrer::N,тонавтыця,кӏэлэегъа́дж
499,Geld::N,ярмак,ахъщ
500,Geschäft::N,ладязь тев,ӏофшӏэн
501,Laden::N,лавка,туча́н
502,Preis::N,питне,уасэ́
503,Ware::N,миевкс,хьап-щып
504,Ware::N,рамавкс,хьап-щып
505,Nutzen::N,паро,чар
506,Nutzen::N,паро,федэ́
507,Nutzen::N,лезэ,чар
508,Nutzen::N,лезэ,федэ́
509,Reichtum::N,сюпавчи,байныгъ
510,Welt::N,мир,дуна́й
511,Welt::N,мастор ланго,дуна́й
512,Land::N,мастор,хэгъэ́́гу
513,Staat::N,государства,къэралыгъу
514,König::N,король,пачъы́хь
515,Macht::N,азорксчи,шынэгъакзэ́
516,Grenze::N,буен тешкс,гъуна́пкъ
517,Krieg::N,война,зао́
518,Feind::N,душман,пы́и
519,Gewalt::N,нарьгамо,егъэзыгъэныгъ
520,Kampf::N,тюрема,бэнэныгъ
521,Bogen[Waffe]::N,нал,щабз
522,Pfeil::N,нал,щэбза́щ
523,Gewehr::N,ружия,шхонч
524,Gewehr::N,винтовка,шхонч
525,Fehler::N,ильведькс,хэукъоныгъ
526,Fehler::N,ильведевкс,хэукъоныгъ
527,Lüge::N,манчема,пцӏы
528,Lüge::N,кенгелема,пцӏы
529,Schaden::N,зыян,зэра́р
530,Unglück::N,зыян,тхьамыкӏагъу
531,Schuld::N,чумочи,мысагъэ́
532,Alter::N,шка,ныбжь
533,Schluss::N,пе,кӏэ
534,Zeit::N,шка,уахътэ́
535,Zeit::N,пинге,уахътэ́
536,Tag::N,чи,мафэ́
537,Morgen::N,валске,пчэды́жь
538,Mittag::N,чикуншка,щэджагьу́
539,Abend::N,чокшнэ,пчыхьэ́
540,Nacht::N,ве,чэщы́
541,Woche::N,недля,тхьамафэ́
542,Monat::N,ков,мазэ́
543,Jahr::N,ие,илъэ́с
544,Frühling::N,тундо,гъатхэ́
545,Sommer::N,кизэ,гъэмафэ́
546,Herbst::N,сёксь,бжыхьэ́
547,Winter::N,теле,кӏыма́ф
548,Januar::N,якшамков,январь
549,Februar::N,февраль,февраль
550,März::N,март,март
551,April::N,апрель,апрель
552,Mai::N,май,май
553,Juni::N,июнь,июнь
554,Juli::N,июль,июль
555,August::N,август,август
556,September::N,сентября,сентябрь
557,Oktober::N,октября,октябрь
558,November::N,ноября,ноябрь
559,Dezember::N,декабря,декабрь
560,Montag::N,пондельник,блыпэ́
561,Dienstag::N,овторник,гъубдж
562,Mittwoch::N,серёда,бэрэскэжъый
563,Donnerstag::N,цетьверьг,мэфэ́ку
564,Freitag::N,пеця,бэрэскэшху
565,Samstag::N,субута,шэмбэ́т
566,Samstag::N,шлямочи,шэмбэ́т
567,Sonntag::N,недлячи,тхьаума́ф
568,groß::A,ине,ины́
569,groß::A,покш,ины́
570,klein::A,вишка,цӏы́кӏу
571,lang::A,кувака,кӏыхьэ́
572,kurz::A,нурькине,кӏэкӏы́
573,breit::A,келей,шъуамбгъо́
574,schmal::A,теине,бгъузэ́
575,dicht::A,тусто,ӏужъу́
576,dick[Gegenstand]::A,эчке,ӏужъу́
577,dünn::A,човине,пӏуакӏэ́
578,fein::A,човине,пӏуакӏэ́
579,fest::A,кеме,пытэ́
580,flach::A,лапужа,тешъо́
581,glatt::A,валаня,зэны́бжь
582,hart::A,калгодо,пытэ́
583,weich::A,чевте,шъабэ́
584,rund::A,кеверь,хъура́й
585,spitz::A,пшти,папцӏэ́
586,scharf::A,пшти,чан
587,stumpf::A,ношка,цако́
588,schwer::A,стака,онтэ́гъу
589,schön::A,мазый,дахэ́
590,heiß::A,пси,жъо́ркъ
591,warm::A,лембе,фабэ́у
592,kalt::A,якшамо,чъыӏэ́
593,kühl::A,экше,чъыӏэтагъ
594,frisch::A,свежа,чъыӏэтагъ
595,feucht::A,летьке,шынагъэ зиӏэ
596,feucht::A,летьке,шынэгъакӏэ зиӏэ
597,nass::A,начко,цӏынэ́
598,trocken::A,коське,гъушъ
599,trocken::A,коське,чъэпхъыгъ
600,voll::A,пешксе,из
601,voll::A,пешксе,изыбз
602,leer::A,чаво,нэкӏы́
603,offen::A,панжадо,зэдэхыгъэ
604,offen::A,виде,зэдэхыгъэ
605,geschlossen::A,пекстазь,зэфэшӏыгъ
606,geschlossen::A,сёлгозь,зэфэшӏыгъ
607,sauber::A,ванькс,къабзэ́
608,schmutzig::A,ливезев,шӏо́и
609,roh::A,верек,мыжъо́
610,reif::A,кенерезь,чъэпхъыгъ
611,lecker::A,тантей,го́хьы
612,süß::A,ламбамо,ӏэшӏу
613,bitter::A,сэпей,дыджы́
614,sauer::A,чапамо,хафэ́
615,hell::A,валдо,нэфын
616,dunkel::A,чопода,мэзэхэ
617,schwarz::A,раужо,шӏуцӏэ
618,weiß::A,ашо,фыжьы́
619,rot::A,якстере,плъыжьы́
620,gelb::A,ожо,гъожьы́
621,blau::A,сэнь,шхъуантӏэ
622,grün::A,пиже,шхъуантӏэ
623,grau::A,шержев,шхъо
624,bunt::A,сёрмав,къолэны
625,billig::A,аволь питней,пыут
626,teuer::A,питней,сикӏа́с
627,teuer::A,питней,силъа́пӏ
628,wertvoll::A,питней,пкӏэ зиӏ
629,wertvoll::A,питней,уасэ́ зыфа́шӏ
630,blind::A,сокор,нэшъу́
631,taub::A,амариця,дэгу
632,kräftig::A,пек виев,лъэ́ш
633,stark::A,виев,лъэ́ш
634,schwach::A,лавшо,хъыбэй
635,fett::A,куя,пщэры́
636,schlank::A,виде ронга,ищыгъэ
637,hübsch::A,мазый,дахэ́
638,böse::A,кежей,ябгэ
639,dumm::A,чавола,делэ
640,dumm::A,превтеме,делэ
641,faul::A,нузякс,шъхьахы́нэ
642,fleißig::A,мелень путыця,егугъурэ
643,geizig::A,скупой,тхьацэ
644,klug::A,превей,акъылышӏу́
645,geschickt::A,маштозь теезь,ӏэпэӏэсэ́
646,geschickt::A,маштозь теезь,шо́у шӏыгъэ́
647,lieb::A,вадря,псэм фэд
648,lustig::A,весёла,чэф
649,sanft::A,сэтьме,ӏушъа́б
650,hungrig::A,вачо,гъаблэ́
651,krank::A,сэредиця,сыма́дж
652,nackt::A,штапо,пцӏанэ́
653,traurig::A,нусманя,нэшхъэй
654,lebendig::A,эриця,
655,gut::A,паро,дэгъу́
656,schlecht::A,берянь,дэи
657,richtig::A,виде,тэрэз
658,schlimm::A,берянь,щынэгъо
659,wahr::A,алкуксонь,шъыпкъэ́
660,alt::A,ташто,жъы
661,neu::A,од,кӏэ
662,ehemalig::A,икелень,-щтыгъэ
663,ehemalig::A,икелень,-гъэ
664,alt[Lebewesen]::A,сыре,жъы
665,jung::A,од,ныбжьыкӏэ́
666,arm::A,кажов,тхьамы́кӏ
667,reich::A,сюпав,бай
668,bekannt::A,содавикс,нэӏуа́с
669,berühmt::A,содавикс,цӏэры́ӏу
670,fremd::A,лия,хымэ
671,fremd::A,асодавикс,хымэ
672,verschieden::A,эрьва,зэфэшъхьафы
673,nah::A,а васолонь,благъэ́
674,fern::A,умонь,чыжьэ
675,fern::A,кезэрень,чыжьэ
676,linker::A,керш,сэмэ́гу
677,rechter::A,вить,джабгъу
678,anderer::A,лия,нэмы́кӏ
679,erster::A,васень,апэр
680,erster::A,васенце,апэр
681,zweiter::A,омбоце,я́тӏонэр
682,dritter::A,колмоце,ящэнэр
683,letzter::A,меельце,аужыр
684,allein::ADV,башка,зы
685,allein::ADV,ськамонзо,зы
686,auf einmal::ADV,вейсэ,ардэдэм
687,auf einmal::ADV,вейсэ,асыхьатым
688,zusammen::ADV,вейс,зэгъусэхэ́у
689,zusammen::ADV,вейсэ,зэгъусэхэ́у
