,Concept_ID,en,ba
811,pfeifen::V,whistle,һызғырып ебәреү
812,schreien::V,shout,ҡысҡырыу
813,stöhnen::V,groan,уңғырашыу
814,zittern::V,tremble,ҡалтырау
815,leben::V,be alive,йәшәү
816,geboren werden::V,be born,тыуыу
817,atmen::V,breathe,тын алыү
818,trinken::V,drink,эсеү
819,essen::V,eat,ашау
820,schlucken::V,swallow,йотоу
821,müde werden::V,get tired,арыу
822,einschlafen::V,fall asleep,йоҡлап китеү
823,schlafen::V,sleep,йоҡлау
824,aufwachen::V,wake up,уяныу
825,aufstehen::V,get up,тороу
826,sich erholen::V,relax,ял итеү
827,krank werden::V,fall ill,сирләү
828,krank sein::V,be ill,сирләү
829,schmerzen::V,ache,ауыртыу
830,husten::V,cough,йүтәлләү
831,genesen::V,recover,һауығыу
832,sterben::V,die,үлеү
833,umkommen::V,perish,һәләк булыу
834,sich bewegen::V,move,хәрәкәт итеү
835,sich rühren::V,budge,ҡуҙғалыу
836,sich erheben::V,stand up,тороу
837,sich setzen::V,sit down,ултырыу
838,hinfallen::V,tumble,ҡолау
839,laufen::V,walk,йөрөү
840,schreiten::V,pace,атлау
841,spazierengehen::V,go for a walk,ял итеп йороү
842,eilen::V,rush,ашығыу
843,eilen::V,rush,ҡабаланыу
844,sich beeilen::V,hurry,ашығыу
845,sich beeilen::V,hurry,ҡабаланыу
846,sausen::V,dash,елеү
847,rennen::V,run,йүгеп йөрөү
848,springen::V,jump,һикереү
849,klettern::V,climb,үрмәләү
850,klettern::V,climb,үрмәләп менеү
851,schaukeln::V,seesaw,сайҡалыу
852,kriechen::V,creep,шыуышыу
853,schwimmen::V,swim,йоҙөү
854,tauchen::V,dive,сумыу
855,rudern::V,row,ишеү
856,fahren::V,drive,йөрөү
857,fliegen::V,fly,осоу
858,gehen::V,go,барыу
859,weggehen::V,go away,китеү
860,abfahren::V,depart,сығыу
861,anhalten::V,stop,тукталыу
862,hineingehen::V,go in,инеү
863,eintreten::V,enter,инеү
864,kommen::V,come,килеү
865,ankommen::V,arrive,килеү
866,zurückkommen::V,come back,ҡайтыу
867,bleiben::V,stay,ҡалыу
868,warten::V,wait,көтөп тороу
869,erwarten::V,wait for,көтөү
870,suchen::V,seek,эҙләү
871,suchen::V,look for,эҙләү
872,finden::V,find,табыу
873,versuchen::V,try,тырышып ҡарау
874,vorbereiten::V,prepare,әҙерләү
875,lieben::V,love,яратыу
876,mögen::V,like,һөйөү
877,mögen::V,like,яратыу
878,lachen::V,laugh,көлөү
879,rühren::V,move,ҡағылыу
880,weinen::V,weep,илау
881,schimpfen::V,grumble,һүгенеү
882,schimpfen::V,grumble,тиргәнеү
883,schimpfen::V,grumble,һуҡраныу
884,sich ärgern::V,be annoyed,асыуланыу
885,sich fürchten::V,be afraid,ҡурҡыу
886,fürchten::V,be afraid of,ҡурҡыу
887,fliehen::V,flee,ҡасыу
888,flüchten::V,escape,ҡасыу
889,sehen::V,see,күреү
890,anschauen::V,look at,ҡарау
891,ansehen::V,watch,ҡарау
892,ansehen::V,watch,тикшереү
893,hören::V,hear,ишетеү
894,zuhören::V,listen,тыңлау
895,probieren::V,taste,татыу
896,riechen::V,smell,еҫкәү
897,fühlen::V,feel,тойоу
898,scheinen::V,seem,кеүек күренеү
899,scheinen::V,seem,тойолоу
900,zu sehen sein::V,show,күренеү
901,vernehmen::V,hear,ишетеү
902,frieren::V,be cold,туңыү
903,tun::V,do,яһау
904,tun::V,do,әшләү
905,können::V,can,алыу
906,können::V,can,мөмкин булыу
907,wollen::V,want,теләү
908,anfangen::V,start,башлау
909,beenden::V,finish,бөтөрөү
910,beenden::V,finish,тамамлау
911,aufhören::V,stop,туктау
912,gelingen::V,succeed,уңышлы булыу
913,geraten::V,turn out,булып сығыу
914,öffnen::V,open,асыу
915,schließen::V,close,йомоу
916,stellen::V,put,ҡуйыу
917,setzen::V,place,урынлаштырыу
918,legen::V,lay,һалыу
919,berühren::V,touch,тейеү
920,berühren::V,touch,ҡағылыу
921,verbinden::V,connect,ҡушыу
922,verbinden::V,connect,бәйләү
923,bedecken::V,cover,ҡаплау
924,aufhängen::V,hang up,элеү
925,anzünden::V,light,тоҡандырыу
926,aufheben::V,pick up,мендереү
927,zurücklassen::V,leave,ҡалдырыу
928,verlieren::V,lose,юғалтыу
929,fallen lassen::V,drop,төшөрөп ебәреү
930,machen::V,make,яһау
931,machen::V,make,эшләү
932,herstellen::V,produce,эшләп сығарыу
933,bauen::V,build,төҙөү
934,reparieren::V,mend,төҙәтеү
935,verbessern::V,improve,яҡшыртыу
936,ändern::V,alter,үҙгәртеү
937,graben::V,dig,ҡаҙыу
938,beugen::V,bow,бөгөү
939,biegen::V,bend,бөгөү
940,drehen::V,spin,өйрөлтөү
941,drehen::V,spin,әйләндереү
942,wenden::V,turn,әйләндереү
943,umdrehen::V,turn around,түңкәреү
944,heben::V,raise,күтәреү
945,heben::V,raise,мендереү
946,hochheben::V,lift,күтәреү
947,ergreifen::V,seize,тотоп алыу
948,halten::V,hold,тотоу
949,drücken::V,press,ҡыҫыу
950,schieben::V,push,этеү
951,schieben::V,push,төртөү
952,kratzen::V,scrape,ҡырыу
953,lecken::V,lick,ялау
954,beißen::V,bite,тешләү
955,abreißen::V,tear off,өҙөү
956,abschneiden::V,cut off,ҡырҡыу
957,binden::V,tie,бәйләү
958,stecken::V,stick,ҡаҙау
959,brechen::V,break,боҙоу
960,klopfen::V,knock,шаҡылдау
961,hauen::V,hit,туҡмау
962,kleben::V,glue,йәбештереү
963,reiben::V,rub,ыуыу
964,reiben::V,rub,ышҡыу
965,streichen::V,spread,яғыу
966,schleifen::V,grind,үткерләү
967,schneiden::V,cut,ҡырҡыу
968,rütteln::V,jolt,һелкетеү
969,schütteln::V,shake,һелкетеү
970,schwenken::V,swing,болғау
971,schütten::V,pour,ҡойоу
972,füllen::V,fill,тултырыу
973,einwickeln::V,wrap,төрөү
974,tragen::V,carry,алып барыу
975,schleppen::V,drag,һөйрәү
976,ziehen::V,pull,тартыу
977,aufbewahren::V,keep,һаҡлау
978,werfen::V,throw,ырғытыу
979,fangen::V,catch,тотоу
980,packen::V,grab,етеү
981,packen::V,grab,тотоп алыу
982,verstecken::V,hide,йәшереү
983,teilen::V,divide,бүлеү
984,schicken::V,send,ебәреү
985,bringen::V,bring,килтереү
986,hinzufügen::V,add,өтәү
987,bekommen::V,get,алыу
988,erhalten::V,receive,алыу
989,nehmen::V,take,алыу
990,wählen::V,choose,һайлаү
991,auswählen::V,select,һайлап алыу
992,bewahren::V,preserve,һаҡлау
993,behindern::V,hinder,тотҡарлыҡ яһау
994,verderben::V,spoil,боҙоу
995,beschädigen::V,damage,боҙоу
996,zerbrechen::V,break,ҡыйратыу
997,zerreißen::V,tear,йыртыу
998,zerstören::V,destroy,емереү
999,verbrennen::V,burn,үртәү
1000,geben::V,give,биреү
1001,reichen::V,hand,биреү
1002,schenken::V,give,бүләк итеү
1003,versprechen::V,promise,вәғәҙә биреү
1004,wünschen::V,wish,теләу
1005,loben::V,praise,маҡтау
1006,küssen::V,kiss,үбеү
1007,wiegen::V,rock,бәүетеү
1008,wiegen::V,rock,тирбәтеү
1009,zudecken::V,cover,ҡаплау
1010,wecken::V,wake,уятыу
1011,zeigen::V,show,күрһәтеү
1012,führen::V,guide,етәкләү
1013,lehren::V,teach,уҡытыу
1014,lehren::V,teach,өйрәтеү
1015,unterrichten::V,instruct,уҡытыу
1016,aufziehen::V,bring up,тәрбиәле
1017,leiten::V,lead,етәкләү
1018,leiten::V,lead,етәкселек итеү
1019,antreiben::V,urge,ашыҡтырыу
1020,lassen::V,let,мәжбүр итеү
1021,einladen::V,invite,саҡырыу
1022,vereinigen::V,unite,берләштереү
1023,besuchen::V,visit,килеп сығыу
1024,treffen::V,meet,тойоү
1025,treffen::V,meet,осратыу
1026,treffen::V,meet,ҡаршылау
1027,sich versammeln::V,assemble,йыйылыу
1028,spielen::V,play,тартыу
1029,singen::V,sing,йырлау
1030,tanzen::V,dance,бейеү
1031,sich trennen::V,separate,айырылышыу
1032,verlassen::V,leave,ташлау
1033,verlassen::V,leave,ташлап китеү
1034,retten::V,rescue,ҡотҡарыу
1035,bewachen::V,guard,һаҡлау
1036,schützen::V,protect,һаҡлау
1037,verteidigen::V,defend,яҡлау
1038,sich schlagen::V,brawl,һуғышыу
1039,schießen::V,shoot,атыу
1040,siegen::V,win,еңеү
1041,ärgern::V,annoy,асыуландырыу
1042,schlagen::V,beat,бәреү
1043,schlagen::V,beat,туҡмау
1044,treten::V,kick,тибеү
1045,treten::V,kick,типкеләү
1046,stechen::V,sting,сәнсеү
1047,stoßen::V,shove,этеү
1048,stoßen::V,shove,төртөү
1049,stehlen::V,steal,урлау
1050,stören::V,disturb,ҡамасаулау
1051,belästigen::V,bother,бимазалау
1052,belästigen::V,bother,ҡамасаулау
1053,verbergen::V,conceal,йәшереү
1054,täuschen::V,deceive,ултыртыу
1055,betrügen::V,cheat,алдау
1056,töten::V,kill,үлтереү
1057,wohnen::V,dwell,йәшәү
1058,arbeiten::V,work,эшләү
1059,sammeln::V,gather,йыйыу
1060,pflücken::V,pick,өҙөү
1061,jagen::V,hunt,аулау
1062,fischen::V,fish,аулау
1063,fassen::V,catch,тотоу
1064,hüten::V,herd,көтөү
1065,treiben::V,drive,ҡыуыу
1066,anbinden::V,tie up,бәйләү
1067,füttern::V,feed,ашатыу
1068,melken::V,milk,һауыү
1069,hacken::V,chop,турау
1070,hacken::V,chop,тапау
1071,gießen::V,water,ҡойоу
1072,reifen::V,ripen,өлғөрөү
1073,zubereiten::V,cook,бешереү
1074,kochen::V,boil,бешереү
1075,backen::V,bake,бешереү
1076,braten::V,fry,ҡурыу
1077,umrühren::V,stir,ҡатнаштырыу
1078,stricken::V,knit,бәйләү
1079,nähen::V,sew,тегеү
1080,färben::V,dye,буяу
1081,reinigen::V,clean,таҙартыу
1082,waschen::V,wash,йыуыу
1083,abwischen::V,wipe,һөртөү
1084,spülen::V,rinse,сайҡау
1085,fegen::V,sweep,һепереү
1086,kehren::V,sweep,һепереү
1087,baden::V,bath,һыу инеү
1088,sich waschen::V,wash,йыуыныу
1089,ausziehen::V,take off,сисеү
1090,anziehen::V,put on,кейеү
1091,sich anziehen::V,get dressed,кейенеү
1092,kämmen::V,comb,тарау
1093,schmücken::V,decorate,биҙәү
1094,sagen::V,say,әйтеү
1095,sprechen::V,speak,әйтеү
1096,sprechen::V,speak,һөйләшеү
1097,reden::V,talk,һөйләшеү
1098,sich unterhalten::V,chat,әңгәмәләшеү
1099,fragen::V,ask,һорау
1100,bitten::V,request,үтенеү
1101,erzählen::V,tell,һөйләү
1102,mitteilen::V,convey,әйтеү
1103,nennen::V,name,атау
1104,nennen::V,name,исемләү
1105,rufen::V,call,саҡырыу
1106,prahlen::V,brag,маҡтаныу
1107,prahlen::V,brag,шапырыныу
1108,übersetzen::V,translate,тәржемә итеү
1109,denken::V,think,уйлау
1110,glauben::V,believe,ышаныу
1111,bemerken::V,notice,күреү
1112,erkennen::V,recognize,таныу
1113,begreifen::V,grasp,аңлау
1114,verstehen::V,understand,аңлау
1115,lernen::V,learn,өйрәнеү
1116,wissen::V,know,белеү
1117,sich erinnern an::V,remember,хәтергә алыу
1118,vergessen::V,forget,онотоу
1119,messen::V,measure,үлсәү
1120,zählen::V,count,һанау
1121,rechnen::V,calculate,һанау
1122,lesen::V,read,уҡыу
1123,malen::V,paint,һүрәт яһау
1124,malen::V,paint,рәсем төшөрөү
1125,zeichnen::V,draw,һүрәт яһау
1126,zeichnen::V,draw,рәсем төшөрөү
1127,schreiben::V,write,яҙыу
1128,besitzen::V,own,биләү
1129,kaufen::V,buy,һатып алыу
1130,verkaufen::V,sell,һатыу
1131,bezahlen::V,pay for,түләү
1132,zahlen::V,pay,түләү
1133,beherrschen::V,rule,биләү
1134,ertragen::V,endure,түҙеү
