,Concept_ID,hy,ar
742,jetzt::ADV,այժմ,الآن
743,jetzt::ADV,այժմ,حاليا
744,heute::ADV,այսօր,اليوم
745,morgen::ADV,վաղը,غدا
746,bald::ADV,շուտով,قريبا
747,dann::ADV,ապա,ثم
748,dann::ADV,հետո,ثم
749,gestern::ADV,երեկ,أمس
750,gestern::ADV,երեկ,البارحة
751,einst::ADV,հին ատեն,قديما
752,damals::ADV,ատէնին,حينئذ
753,danach::ADV,ապա,ثم
754,danach::ADV,ապա,بعد ذلك
755,danach::ADV,այն ժամանակ,ثم
756,danach::ADV,այն ժամանակ,بعد ذلك
757,vorher::ADV,առաջ,من قبل
758,vorher::ADV,առաջ,قبل ذلك
759,zuerst::ADV,նախ,أولا
760,einmal::ADV,մի անգամ,مرة
761,manchmal::ADV,երբեմն,أحيانا
762,oft::ADV,հաճախ,كثيرا
763,immer::ADV,միշտ,دائما
764,niemals::ADV,երբեք,لا أبدا
765,hier::ADV,այստեղ,هنا
766,hierhin::ADV,այստեղ,إلى هنا
767,von hier::ADV,այդտեղից,من هنا
768,dort::ADV,այնտեղ,هناك
769,dorthin::ADV,այնտեղ,إلى هناك
770,geradeaus::ADV,ուղիղ,إلى الأمام
771,vorwärts::ADV,առաջ,إلى الأمام
772,rückwärts::ADV,դեպի ետ,إلى الوراء
773,zurück::ADV,ետ,عودا
774,zurück::ADV,ետ,إلى الخلف
775,unten::ADV,ներքեւում,تحت
776,unten::ADV,ներքեւում,في الأسفل
777,hinab::ADV,ներքեւ,إلى تحت
778,oben::ADV,վերեւում,فوق
779,oben::ADV,վերեւում,في الأعلى
780,hinauf::ADV,վերեւ,إلى فوق
781,hinauf::ADV,վերեւ,إلى الأعلى
782,überall::ADV,ամենուր,في كل مكان
783,nicht::ADV,չէ,لا
784,nicht::ADV,չէ,لم
785,ein wenig::ADV,մի քիչ,قليلا
786,kaum::ADV,հազիվ,كاد لا
787,sehr::ADV,շատ,جدا
788,sehr::ADV,շատ,كثيرا
789,so::ADV,այդպես,كذا
790,so::ADV,այդպես,كذلك
791,noch::ADV,դեռ,ما زال
792,nur::ADV,միայն,فقط
793,schon::ADV,արդեն,قد
794,wieder::ADV,նորից,من جديد
795,wieder::ADV,նորից,مرة أخرى
796,wieder::ADV,դարձյալ,من جديد
797,wieder::ADV,դարձյալ,مرة أخرى
798,vergebens::ADV,իզուր,عبثا
799,vor::PRP,դիմացը,أمام
800,hinter::PRP,ետեւը,خلف
801,hinter::PRP,ետեւը,وراء
802,unter::PRP,տակ,تحت
803,durch::PRP,միջով,عبر
804,durch::PRP,միջով,خلال
805,neben::PRP,քովը,جنب
806,neben::PRP,քովը,بجانب
807,zwischen::PRP,միջեւ,بين
808,wegen::PRP,պատճառով,بسبب
809,wegen::PRP,շնորհից,بسبب
810,dies::PRN,սա,هذا
811,dies::PRN,այս,هذا
812,das::PRN,դա,ذلك
813,das::PRN,այդ,ذلك
814,alles::PRN,ամեն ինչ,الكل
815,ich::PRN,ես,أنا
816,du::PRN,դու,أنت
817,er::PRN,նա,هو
818,wir::PRN,մենք,نحن
819,ihr::PRN,դուք,أنتم
820,ihr::PRN,դուք,أنتن
821,sie::PRN,նրանք,هم
822,sie::PRN,նրանք,هن
823,was::FPRN,ինչ,ما
824,wer::FPRN,ով,من
825,wo::FADV,ուր,أين
826,wo::FADV,որտեղ,أين
827,wohin::FADV,դեպի ուր,إلى أين
828,wie::FADV,ինչպես,كيف
829,warum::FADV,ինչու,لماذا
830,wieviel::FNUM,որչափ,كم
831,eins::NUM,մեկ,واحد
832,zwei::NUM,երկու,اثنين
833,drei::NUM,երեք,ثلاثة
834,vier::NUM,չորս,أربعة
835,fünf::NUM,հինգ,خمسة
836,sechs::NUM,վեց,ستة
837,sieben::NUM,յոթ,سبعة
838,acht::NUM,ութ,ثمانية
839,neun::NUM,ինը,تسعة
840,zehn::NUM,տասը,عشرة
841,elf::NUM,տասնմեկ,أحد عشر
842,zwölf::NUM,տասներկու,اثنا عشر
843,zwanzig::NUM,քսան,عشرون
844,dreißig::NUM,երեսուն,ثلاثون
845,vierzig::NUM,քառասուն,أربعون
846,fünfzig::NUM,հիսուն,خمسون
847,sechzig::NUM,վաթսուն,ستون
848,siebzig::NUM,յոթանասուն,سبعون
849,achtzig::NUM,ութսուն,ثمانون
850,neunzig::NUM,իննսուն,تسعون
851,hundert::NUM,հարյուր,مئة
852,tausend::NUM,հազար,ألف
853,und::CNJ,ու,و
854,oder::CNJ,կամ,أو
855,stehen::V,կանգնել,وقف
856,sitzen::V,նստել,جلس
857,liegen::V,ստել,رقد
858,hängen::V,կախվել,تعلق
859,werden::V,դառնալ,صار
860,werden::V,դառնալ,أصبح
861,passieren::V,պատահել,حدث
862,beginnen::V,սկսվել,ابتدأ
863,enden::V,վերջանալ,انتهى
864,wechseln::V,փոխվել,تغير
865,aufgehen[Sonne]::V,բարձրանալ,شرق
866,aufgehen[Sonne]::V,ելնել ,شرق
867,untergehen[Sonne]::V,մտնել,غرب
868,scheinen[Sonne]::V,շողալ,أضاء
869,scheinen[Sonne]::V,փայլել,أضاء
870,donnern::V,որոտալ,رعد
871,wehen::V,փչել,هب
872,strömen::V,հոսել,جرى
873,fließen::V,հոսել,سال
874,sich drehen::V,պտտվել,دار
875,schwanken::V,տատանվել,ترنح
876,schwingen::V,ճոճվել,ترجح
877,fallen::V,ընկնել,سقط
878,brennen::V,այրվել,احترق
879,rauchen::V,ծխել,دخن
880,regnen::V,անձրեւ գալ,أمطر
881,gefrieren::V,սառչել,تجمد
882,tauen::V,լկիլ,ذاب
883,schmelzen::V,հալիլ,ذاب
884,trocknen::V,չորանալ,نشف
885,sieden::V,եռալ,غلى
886,faulen::V,փտել,فسد
887,verfaulen::V,նեխել,تعفن
888,reißen::V,պատռվել,انقطع
889,reißen::V,ճղվել,انقطع
890,versinken::V,սուզվել,غرق
891,vergehen::V,անցնել ,مضى
892,erscheinen::V,հայտնվել,لاح
893,erscheinen::V,հայտնվել,ظهر
894,erscheinen::V,երեւալ,لاح
895,erscheinen::V,երեւալ,ظهر
896,verschwinden::V,անհետանալ,غاب
897,sinken::V,ընկնել,هبط
898,abnehmen::V,փոքրանալ,نقص
899,zunehmen::V,մեծանալ,ازداد
900,steigen::V,բարձրանալ,صعد
901,steigen::V,բարձրանալ,ارتفع
902,wachsen::V,աճել,نما
903,wachsen::V,աճել,نبت
904,glänzen::V,նշուլել,لمع
905,glänzen::V,փայլիլ,لمع
906,funkeln::V,փայլատակել,تلألأ
907,lärmen::V,աղմուկ հանել,ضج
908,lärmen::V,աղմուկ հանել,صخب
909,läuten::V,զնգալ,قرع
910,klingeln::V,զնգալ,دق
911,klirren::V,զնգզնգալ,قعقع
912,brausen::V,մոլեգնել,عج
913,rauschen::V,սոսափել,حف
914,klingen::V,հնչել,رن
915,bellen::V,հաչել,نبح
916,heulen::V,ոռնալ ,عوى
917,blasen::V,փչել ,نفخ
918,pfeifen::V,սուլել,صفر
919,schreien::V,գոռալ ,صرخ
920,stöhnen::V,տնքալ,أن
921,zittern::V,դողալ,ارتعش
922,leben::V,ապրել,عاش
923,geboren werden::V,ծնվել,ولد
924,atmen::V,շնչել,تنفس
925,trinken::V,խմել,شرب
926,essen::V,ուտել,أكل
927,schlucken::V,կլանել,جرع
928,schlucken::V,կուլ տալ,جرع
929,müde werden::V,հոգնել,تعب
930,einschlafen::V,քուն մտնել,نام
931,schlafen::V,քնել,نام
932,aufwachen::V,արթննալ,استيقظ
933,aufstehen::V,ելլել,قام
934,sich erholen::V,հանգստանալ,استجم
935,krank werden::V,հիւանդանալ,مرض
936,krank sein::V,հիվանդ լինել,مرض
937,schmerzen::V,ցավել,آلم
938,husten::V,հազալ,كح
939,husten::V,հազալ,سعل
940,genesen::V,ապաքինվել,نقه
941,sterben::V,մեռնել,مات
942,sterben::V,վախճանվել,مات
943,umkommen::V,կործանվել,هلك
944,sich bewegen::V,ընթանալ,تحرك
945,sich rühren::V,շարժվել,تحرك
946,sich erheben::V,կանգնել,قام
947,sich erheben::V,վեր կենալ,قام
948,sich setzen::V,նստել,جلس
949,hinfallen::V,ընկնել,وقع
950,laufen::V,քայլել,مشى
951,schreiten::V,ճեմել,خطا
952,spazierengehen::V,շրջագայել,تنزه
953,eilen::V,շտապել,عجل
954,sich beeilen::V,շտապել ,استعجل
955,sausen::V,սլանալ,أسرع
956,rennen::V,վազել,عدا
957,rennen::V,վազել,ركض
958,springen::V,ցատկել,قفز
959,klettern::V,մագլցել,تسلق
960,schaukeln::V,ճոճվել,تأرجح
961,schaukeln::V,օրորվել,تأرجح
962,kriechen::V,սողալ,دب
963,kriechen::V,սողալ,زحف
964,schwimmen::V,լողալ,سبح
965,tauchen::V,սուզվել,غطس
966,rudern::V,թիավարել,جذف
967,fahren::V,ընթանալ,ركب
968,fahren::V,ընթանալ,سافر
969,fliegen::V,թռչել,طار
970,gehen::V,գնալ,سار
971,gehen::V,գնալ,ذهب
972,weggehen::V,հեռանալ,ذهب
973,weggehen::V,հեռանալ,انصرف
974,abfahren::V,ճանապարհվել,رحل
975,anhalten::V,կանգնել,توقف
976,hineingehen::V,մտնել,دخل
977,eintreten::V,մտնել,دخل
978,kommen::V,գալ,أتى
979,kommen::V,գալ,جاء
980,ankommen::V,ժամանել,وصل
981,zurückkommen::V,վերադառնալ,عاد
982,zurückkommen::V,վերադառնալ,رجع
983,bleiben::V,մնալ,مكث
984,warten::V,սպասել,انتظر
985,erwarten::V,սպասել,ترقب
986,erwarten::V,սպասել,انتظر
987,suchen::V,որոնել,بحث
988,finden::V,գտնել,وجد
989,versuchen::V,փորձել,حاول
990,vorbereiten::V,պատրաստել,أعد
991,vorbereiten::V,պատրաստել,حضر
992,lieben::V,սիրել,أحب
993,mögen::V,հավանել,أحب
994,mögen::V,սիրել,أحب
995,lachen::V,ծիծաղել,ضحك
996,rühren::V,հուզել,أثر
997,weinen::V,լալ,بكى
998,schimpfen::V,տրտնջալ,سب
999,schimpfen::V,տրտնջալ,شتم
1000,schimpfen::V,քրթմնջել,سب
1001,schimpfen::V,քրթմնջել,شتم
1002,sich ärgern::V,զայրանալ,زعل
1003,sich fürchten::V,վախնալ,هاب
1004,fürchten::V,վախենալ,خاف
1005,fürchten::V,վախենալ,خشي
1006,fliehen::V,փախչել,هرب
1007,flüchten::V,փախչել,فر
1008,sehen::V,տեսնել,رأى
1009,anschauen::V,դիտել,نظر
1010,ansehen::V,նայել,نظر
1011,hören::V,լսել,سمع
1012,zuhören::V,ունկնդրել,أصغى
1013,probieren::V,համը տեսել,ذاق
1014,riechen::V,հոտ առնել,شم
1015,riechen::V,հոտ առնել,استنشق
1016,fühlen::V,զգալ,شعر
1017,scheinen::V,երեւալ,ظهر
1018,zu sehen sein::V,երեւալ,ظهر
1019,vernehmen::V,իմանալ ,سمع
1020,frieren::V,մրսել,بردان
1021,tun::V,անել,فعل
1022,können::V,կարողանալ,قدر
1023,können::V,կարողանալ,استطاع
1024,wollen::V,ուզել,شاء
1025,wollen::V,ուզել,أراد
1026,wollen::V,ցանկանալ,شاء
1027,wollen::V,ցանկանալ,أراد
1028,anfangen::V,սկսել,بدأ
1029,beenden::V,վերջացնել,أنهى
1030,aufhören::V,դադարել,توقف
1031,aufhören::V,դադարել,انقطع
1032,gelingen::V,հաջողվել,نجح
1033,gelingen::V,գլուխ գալ,نجح
1034,geraten::V,ստացվել,طلع
1035,öffnen::V,բաց անել,فتح
1036,schließen::V,փակել ,أغلق
1037,stellen::V,դնել,وضع
1038,stellen::V,դնել,أقام
1039,setzen::V,նստեցնել,أجلس
1040,legen::V,դնել,وضع
1041,berühren::V,դիպչել,مس
1042,berühren::V,դիպչել,لمس
1043,berühren::V,շոշափել,مس
1044,berühren::V,շոշափել,لمس
1045,verbinden::V,շաղկապել,ربط
1046,verbinden::V,շաղկապել,وصل
1047,bedecken::V,ծածկել,غطى
1048,aufhängen::V,կախել,علق
1049,anzünden::V,վառել,أوقد
1050,aufheben::V,վերցնել,لقط
1051,zurücklassen::V,թողնել,ترك
1052,verlieren::V,կորցնել,فقد
1053,fallen lassen::V,գցել,أسقط
1054,machen::V,անել,فعل
1055,herstellen::V,արտադրել,صنع
1056,herstellen::V,արտադրել,أنتج
1057,bauen::V,կառուցել,بنى
1058,bauen::V,կառուցել,شيد
1059,reparieren::V,նորոգել,صلح
1060,verbessern::V,բարելավել,صحح
1061,ändern::V,փոխել,غير
1062,graben::V,փորել,حفر
1063,beugen::V,ծռել,ثنى
1064,beugen::V,ծռել,أحنى
1065,biegen::V,թեքել,لوى
1066,drehen::V,ոլորել,أدار
1067,drehen::V,ոլորել,دور
1068,wenden::V,պտտել,قلب
1069,umdrehen::V,շրջել,قلب
1070,heben::V,բարձրացնել,رفع
1071,hochheben::V,բարձրացնել,رفع
1072,ergreifen::V,վարակվել,مسك
1073,halten::V,բռնել,مسك
1074,drücken::V,ճնշել,ضغط
1075,schieben::V,հրել,حرك
1076,kratzen::V,քերել,خدش
1077,lecken::V,լիզել,لعق
1078,beißen::V,կծել,عض
1079,abreißen::V,պոկել,قلع
1080,abschneiden::V,կտրել ,قطع
1081,binden::V,կապել,ربط
1082,stecken::V,խրել,دس
1083,brechen::V,կոտրել ,كسر
1084,klopfen::V,թակել,طرق
1085,hauen::V,ծեծել,ضرب
1086,kleben::V,կպցնել,ألصق
1087,reiben::V,շփել,حك
1088,streichen::V,վրան քսել,نشر
1089,schleifen::V,սրել ,سن
1090,schneiden::V,կտրել,قطع
1091,rütteln::V,ցնցել,رج
1092,schütteln::V,թափահարել,هز
1093,schwenken::V,ճոճել,لوح
1094,schütten::V,լցնել,صب
1095,füllen::V,լիքը լցնել,ملأ
1096,einwickeln::V,փաթաթել,لف
1097,tragen::V,կրել,حمل
1098,tragen::V,տանել,حمل
1099,schleppen::V,քաշել,سحب
1100,ziehen::V,ձգել,سحب
1101,ziehen::V,քաշել,سحب
1102,aufbewahren::V,պահել ,حفظ
1103,werfen::V,նետել,رمى
1104,werfen::V,նետել,ألقى
1105,packen::V,հափշտակել,مسك
1106,verstecken::V,ծածկել,خبأ
1107,teilen::V,բաժանել,قسم
1108,schicken::V,ուղարկել,بعث
1109,schicken::V,ուղարկել,أرسل
1110,bringen::V,բերել,جلب
1111,hinzufügen::V,ավելացնել,أضاف
1112,bekommen::V,հայթայթել,حصل
1113,erhalten::V,ստանալ,استلم
1114,nehmen::V,վերցնել,أخذ
1115,wählen::V,ընտրել,اختار
1116,auswählen::V,գերադասել,انتقى
1117,bewahren::V,պահպանել,حافظ
1118,behindern::V,խոչընդոտել,عاق
1119,verderben::V,փչացնել,أفسد
1120,beschädigen::V,վնասել,أضر
1121,zerbrechen::V,ջարդել,كسر
1122,zerbrechen::V,կոտրել,كسر
1123,zerreißen::V,պատռել,مزق
1124,zerstören::V,քանդել,دمر
1125,verbrennen::V,այրել,حرق
1126,geben::V,տալ,أعطى
1127,reichen::V,հանձնել,ناول
1128,schenken::V,նվիրել,وهب
1129,versprechen::V,խոստանալ,وعد
1130,wünschen::V,մաղթել,تمنى
1131,loben::V,գովել,مدح
1132,küssen::V,համբուրել,قبل
1133,wiegen::V,օրորել,هدهد
1134,zudecken::V,վրան գցել,غطى
1135,wecken::V,զարթնեցնել,أيقظ
1136,zeigen::V,ցույց տալ,أرى
1137,führen::V,ուղեկցել,دل
1138,lehren::V,սովորեցնել,علم
1139,unterrichten::V,ավանդել,علم
1140,aufziehen::V,դաստիարակել,ربى
1141,leiten::V,ղեկավարել,دل
1142,leiten::V,ղեկավարել,أدار
1143,leiten::V,կառավարել,دل
1144,leiten::V,կառավարել,أدار
1145,antreiben::V,շտապեցնել,حث
1146,lassen::V,ստիպել,حدا
1147,einladen::V,հրավիրել,دعا
1148,vereinigen::V,միացնել,وحد
1149,besuchen::V,այցելել,زار
1150,treffen::V,հանդիպել,قابل
1151,sich versammeln::V,հավաքվել,اجتمع
1152,spielen::V,խաղալ,لعب
1153,singen::V,երգել,غنى
1154,tanzen::V,պարել,رقص
1155,sich trennen::V,ցրվել,افترق
1156,verlassen::V,լքել,ترك
1157,retten::V,փրկել,نجى
1158,retten::V,փրկել,أنقذ
1159,bewachen::V,պահել,حرس
1160,schützen::V,պաշտպանել,حمى
1161,verteidigen::V,պաշտպանել,دافع
1162,sich schlagen::V,կռվել,تضارب
1163,schießen::V,կրակել,أطلق
1164,siegen::V,հաղթել,انتصر
1165,ärgern::V,ձանձրացնել,أزعل
1166,schlagen::V,խփել,ضرب
1167,treten::V,քացի տալ,رفس
1168,stechen::V,խայթել,شك
1169,stoßen::V,մղել,دفع
1170,stehlen::V,գողանալ,سرق
1171,stören::V,խանգարել,ضايق
1172,belästigen::V,անհանգստացնել,أزعج
1173,verbergen::V,թաքցնել,كتم
1174,täuschen::V,խաբել,خدع
1175,betrügen::V,խաբել,غش
1176,töten::V,սպանել ,قتل
1177,wohnen::V,բնակվել,سكن
1178,arbeiten::V,աշխատել,عمل
1179,arbeiten::V,աշխատել,اشتغل
1180,sammeln::V,հավաքել,جمع
1181,pflücken::V,քաղել,جنى
1182,pflücken::V,քաղել,قطف
1183,jagen::V,որս անել,صاد
1184,fischen::V,ձուկ բռնել,اصطاد
1185,fassen::V,բռնել,قبض
1186,hüten::V,արածեցնել,رعى
1187,treiben::V,հովուել,ساق
1188,anbinden::V,չուանել,ربط
1189,füttern::V,կերակրել,علف
1190,melken::V,կթել,حلب
1191,hacken::V,կոտորել,فرم
1192,gießen::V,ջրել,سقى
1193,reifen::V,հասունանալ ,نضج
1194,zubereiten::V,պատրաստել,حضر
1195,kochen::V,եփել,طبخ
1196,backen::V,թխել,خبز
1197,braten::V,տապակել,قلى
1198,braten::V,տապակել,حمر
1199,umrühren::V,խառնել,قلب
1200,stricken::V,գործել,حاك
1201,nähen::V,կարել,خاط
1202,färben::V,ներկել,صبغ
1203,färben::V,ներկել,لون
1204,reinigen::V,մաքրել,نظف
1205,waschen::V,լվանալ,غسل
1206,abwischen::V,սրբել,مسح
1207,spülen::V,ողողել,شطف
1208,spülen::V,պարզաջրել,شطف
1209,fegen::V,ավլել,كنس
1210,kehren::V,ավլել,كنس
1211,baden::V,լողանալ,استحم
1212,sich waschen::V,լվացվել,اغتسل
1213,ausziehen::V,հանել,خلع
1214,anziehen::V,հագնել,لبس
1215,sich anziehen::V,հագնվել,اكتسى
1216,kämmen::V,սանրել,مشط
1217,schmücken::V,զարդարել,زين
1218,sagen::V,ասել,قال
1219,sprechen::V,խոսել,تكلم
1220,reden::V,զրուցել,تكلم
1221,sich unterhalten::V,խոսակցել,تحادث
1222,fragen::V,հարցնել,سأل
1223,bitten::V,խնդրել,رجا
1224,erzählen::V,պատմել,حكي
1225,mitteilen::V,հաղորդել,بلغ
1226,nennen::V,անվանել,سمى
1227,rufen::V,կանչել,نادى
1228,prahlen::V,պարծենալ,فشر
1229,prahlen::V,պարծենալ,تفاخر
1230,übersetzen::V,թարգմանել,ترجم
1231,denken::V,մտածել,فكر
1232,glauben::V,հավատալ,اعتقد
1233,bemerken::V,նկատել,لاحظ
1234,erkennen::V,ճանաչել,عرف
1235,begreifen::V,հասկանալ,فهم
1236,begreifen::V,հասկանալ,أدرك
1237,verstehen::V,ըմբռնել,فهم
1238,lernen::V,սովորել,درس
1239,wissen::V,իմանալ,علم
1240,sich erinnern an::V,հիշել,تذكر
1241,sich erinnern an::V,մտաբերել,تذكر
1242,vergessen::V,մոռանալ,نسي
1243,messen::V,չափել,قاس
1244,zählen::V,թվել,عد
1245,zählen::V,թվել,أحصى
1246,zählen::V,հաշվել,عد
1247,zählen::V,հաշվել,أحصى
1248,rechnen::V,հաշվել,حسب
1249,rechnen::V,հաշվարկել,حسب
1250,lesen::V,կարդալ,قرأ
1251,malen::V,նկարել,صور
1252,zeichnen::V,գծել,رسم
1253,schreiben::V,գրել,كتب
1254,besitzen::V,ունենալ,حاز
1255,besitzen::V,ունենալ,ملك
1256,besitzen::V,տեր լինել,حاز
1257,besitzen::V,տեր լինել,ملك
1258,kaufen::V,գնել,اشترى
1259,verkaufen::V,վաճառել,باع
1260,bezahlen::V,վճարել,دفع
1261,zahlen::V,վճարել,سدد
1262,beherrschen::V,ղեկավարել,حكم
1263,ertragen::V,դիմանալ,أطاق
1264,ertragen::V,դիմանալ,تحمل
1265,Horn::N,,قرن
1266,fangen::V,,التقط
