,Concept_ID,br,de
277,Größe::N,ment,Größe
278,Länge::N,hirder,Länge
279,Höhe::N,uhelder,Höhe
280,Gewicht::N,pouez,Gewicht
281,Menge::N,bern,Menge
282,Haufen::N,bern,Haufen
283,Reihe::N,steud,Reihe
284,Boot::N,bag,Boot
285,Ruder::N,roeñv,Ruder
286,Schlitten::N,trainell,Schlitten
287,Ski::N,ski,Ski
288,Last::N,karg,Last
289,Gang::N,kerzh,Gang
290,Schritt::N,paz,Schritt
291,Norden::N,norzh,Norden
292,Norden::N,hanternoz,Norden
293,Süden::N,su,Süden
294,Süden::N,kreisteiz,Süden
295,Westen::N,kuzh-heol,Westen
296,Osten::N,reter,Osten
297,Osten::N,sav-heol,Osten
298,Holz::N,koad,Holz
299,Brett::N,plankenn,Brett
300,Platte::N,plakenn,Platte
301,Stütze::N,harp,Stütze
302,Stange::N,sparl,Stange
303,Stock::N,bazh,Stock
304,Stab::N,bazh,Stab
305,Rohr::N,tub,Rohr
306,Rohr::N,korz,Rohr
307,Haus::N,ti,Haus
308,Heim::N,kêr,Heim
309,Ofen::N,forn,Ofen
310,Fußboden::N,plañchod,Fußboden
311,Tisch::N,taol,Tisch
312,Stuhl::N,kador,Stuhl
313,Wiege::N,kavell,Wiege
314,Bett::N,gwele,Bett
315,Regal::N,estajerenn,Regal
316,Kiste::N,kased,Kiste
317,Fenster::N,prenestr,Fenster
318,Tür::N,dor,Tür
319,Tor::N,portal,Tor
320,Zaun::N,sklotur,Zaun
321,Dach::N,toenn,Dach
322,Leiter::N,skeul,Leiter
323,Besen::N,skubell,Besen
324,Spaten::N,pal,Spaten
325,Schaufel::N,pal,Schaufel
326,Gabel::N,fourchetez,Gabel
327,Löffel::N,loa,Löffel
328,Messer::N,kontell,Messer
329,Nagel::N,tach,Nagel
330,Netz::N,roued,Netz
331,Haken::N,krog,Haken
332,Griff::N,kemer,Griff
333,Schloss::N,potenn,Schloss
334,Bild::N,skeudenn,Bild
335,Figur::N,skeud,Figur
336,Figur::N,figur,Figur
337,Puppe::N,merc'hodenn,Puppe
338,Beutel::N,sac'h,Beutel
339,Bündel::N,feskenn,Bündel
340,Tasche::N,sac'h,Tasche
341,Eimer::N,sailh,Eimer
342,Deckel::N,pallenn,Deckel
343,Geschirr::N,listriaj,Geschirr
344,Sack::N,sac'h,Sack
345,Tasse::N,tas,Tasse
346,Topf::N,pod,Topf
347,Kessel::N,chaodouron,Kessel
348,Essen::N,pred,Essen
349,Nahrung::N,boued,Nahrung
350,Speise::N,meuz,Speise
351,Fleisch::N,kig,Fleisch
352,Getreide::N,ed,Getreide
353,Brei::N,yod,Brei
354,Brot::N,bara,Brot
355,Scheibe::N,tailhenn,Scheibe
356,Fett::N,lard,Fett
357,Butter::N,amann,Butter
358,Öl::N,eoul,Öl
359,Salz::N,holen,Salz
360,Suppe::N,soubenn,Suppe
361,Honig::N,mel,Honig
362,Milch::N,laezh,Milch
363,Tee::N,te,Tee
364,Leder::N,lêr,Leder
365,Wolle::N,gloan,Wolle
366,Stoff::N,danvez,Stoff
367,Nadel::N,nadoz,Nadel
368,Faden::N,neudenn,Faden
369,Knopf::N,bouton,Knopf
370,Knoten::N,skoulm,Knoten
371,Farbe::N,liv,Farbe
372,Kleidung::N,dilhad,Kleidung
373,Hemd::N,roc'hed,Hemd
374,Kragen::N,gouzoug,Kragen
375,Ärmel::N,milgin,Ärmel
376,Hose::N,bragoù,Hose
377,Gürtel::N,gouriz,Gürtel
378,Mütze::N,boned,Mütze
379,Schuh::N,botez,Schuh
380,Stiefel::N,botez,Stiefel
381,Ring::N,gwalenn,Ring
382,Band::N,bagad,Band
383,Kamm::N,krib,Kamm
384,Spiegel::N,melezour,Spiegel
385,Riemen::N,lerenn,Riemen
386,Schnur::N,kordenn,Schnur
387,Leine::N,roll,Leine
388,Decke::N,golo,Decke
389,Kissen::N,goubenner,Kissen
390,Tuch::N,mezher,Tuch
391,Handtuch::N,toailhon,Handtuch
392,Kraft::N,nerzh,Kraft
393,Stärke::N,nerzhder,Stärke
394,Gesundheit::N,yec'hed,Gesundheit
395,Krankheit::N,klañved,Krankheit
396,Schmerz::N,poan,Schmerz
397,Schmerz::N,droug,Schmerz
398,Wunde::N,gloazadenn,Wunde
399,Fieber::N,terzhienn,Fieber
400,Arznei::N,louzoù,Arznei
401,Brücke::N,pont,Brücke
402,Brunnen::N,puñs,Brunnen
403,Weide::N,prad,Weide
404,Pfad::N,gwenodenn,Pfad
405,Weg::N,hent,Weg
406,Straße::N,ru,Straße
407,Straße::N,hent,Straße
408,Dorf::N,kêr,Dorf
409,Dorf::N,kêriadenn,Dorf
410,Stadt::N,kêr,Stadt
411,Brief::N,lizher,Brief
412,Buch::N,levr,Buch
413,Buchstabe::N,lizherenn,Buchstabe
414,Zeitung::N,kazetenn,Zeitung
415,Leben::N,buhez,Leben
416,Tod::N,marv,Tod
417,Grab::N,bez,Grab
418,Kirche::N,iliz,Kirche
419,Sünde::N,pec'hed,Sünde
420,Gott::N,doue,Gott
421,Arbeiter::N,labourer,Arbeiter
422,Arbeiter::N,micherour,Arbeiter
423,Chef::N,penn,Chef
424,Meister::N,mestr,Meister
425,Arzt::N,mezeg,Arzt
426,Arzt::N,medisin,Arzt
427,Lehrer::N,skolaer,Lehrer
428,Lehrer::N,kelenner,Lehrer
429,Geld::N,arc'hant,Geld
430,Geschäft::N,stal,Geschäft
431,Laden::N,stal,Laden
432,Preis::N,priz,Preis
433,Ware::N,marc'hadourezh,Ware
434,Nutzen::N,gounidegezh,Nutzen
435,Nutzen::N,lañs,Nutzen
436,Nutzen::N,profit,Nutzen
437,Nutzen::N,spleit,Nutzen
438,Reichtum::N,pinvidigezh,Reichtum
439,Welt::N,douar,Welt
440,Land::N,bro,Land
441,Staat::N,stad,Staat
442,König::N,roue,König
443,Macht::N,galloud,Macht
444,Grenze::N,harzoù,Grenze
445,Krieg::N,brezel,Krieg
446,Feind::N,eneber,Feind
447,Gewalt::N,tâerder,Gewalt
448,Kampf::N,kann,Kampf
449,Bogen[Waffe]::N,gwareg,Bogen
450,Pfeil::N,saezh,Pfeil
451,Gewehr::N,fuzuilh,Gewehr
452,Fehler::N,fazi,Fehler
453,Lüge::N,gaou,Lüge
454,Schaden::N,gwall,Schaden
455,Unglück::N,gwalleur,Unglück
456,Schuld::N,kablusted,Schuld
457,Schuld::N,pec'hedigezh,Schuld
458,Alter::N,oad,Alter
459,Schluss::N,diwezh,Schluss
460,Zeit::N,amzer,Zeit
461,Tag::N,deizh,Tag
462,Morgen::N,beure,Morgen
463,Morgen::N,mintin,Morgen
464,Mittag::N,kreisteiz,Mittag
465,Abend::N,abardaez,Abend
466,Nacht::N,noz,Nacht
467,Woche::N,sizhun,Woche
468,Monat::N,miz,Monat
469,Jahr::N,bloaz,Jahr
470,Frühling::N,nevezamzer,Frühling
471,Sommer::N,hañv,Sommer
472,Herbst::N,diskaramzer,Herbst
473,Winter::N,goañv,Winter
474,Januar::N,Genver,Januar
475,Februar::N,C'hwevrer,Februar
476,März::N,Meurzh,März
477,April::N,Ebrel,April
478,Mai::N,Mae,Mai
479,Juni::N,Mezheven,Juni
480,Juli::N,Gouhere,Juli
481,August::N,Eost,August
482,September::N,Gwengolo,September
483,Oktober::N,Here,Oktober
484,November::N,Du,November
485,Dezember::N,Kerzu,Dezember
486,Montag::N,Lun,Montag
487,Dienstag::N,Meurzh,Dienstag
488,Mittwoch::N,Merc'her,Mittwoch
489,Donnerstag::N,Yaou,Donnerstag
490,Freitag::N,Gwener,Freitag
491,Samstag::N,Sadorn,Samstag
492,Sonntag::N,Sul,Sonntag
493,groß::A,bras,groß
494,klein::A,bihan,klein
495,lang::A,hir,lang
496,kurz::A,berr,kurz
497,breit::A,ledan,breit
498,schmal::A,strizh,schmal
499,dicht::A,stank,dicht
500,dick[Gegenstand]::A,tev,dick
501,dünn::A,moan,dünn
502,fein::A,munut,fein
503,fest::A,start,fest
504,flach::A,plaen,flach
505,glatt::A,lintr,glatt
506,glatt::A,levn,glatt
507,hart::A,kalet,hart
508,weich::A,blot,weich
509,rund::A,ront,rund
510,spitz::A,poentet,spitz
511,scharf::A,dremm,scharf
512,stumpf::A,talsoc'h,stumpf
513,schwer::A,pounner,schwer
514,schön::A,kaer,schön
515,heiß::A,tomm,heiß
516,warm::A,tomm,warm
517,kalt::A,yen,kalt
518,kühl::A,yen,kühl
519,frisch::A,fresk,frisch
520,feucht::A,gleb,feucht
521,nass::A,gleb,nass
522,trocken::A,sec'h,trocken
523,voll::A,leun,voll
524,leer::A,goullo,leer
525,offen::A,digor,offen
526,geschlossen::A,serr,geschlossen
527,sauber::A,naet,sauber
528,schmutzig::A,lous,schmutzig
529,roh::A,kriz,roh
530,reif::A,darev,reif
531,lecker::A,lipous,lecker
532,lecker::A,saourus,lecker
533,süß::A,dous,süß
534,bitter::A,c'hwerv,bitter
535,sauer::A,trenk,sauer
536,hell::A,sklaer,hell
537,dunkel::A,teñval,dunkel
538,schwarz::A,du,schwarz
539,weiß::A,gwenn,weiß
540,rot::A,ruz,rot
541,gelb::A,melen,gelb
542,blau::A,glas,blau
543,grün::A,gwer,grün
544,grau::A,louet,grau
545,bunt::A,liesliv,bunt
546,billig::A,marc'had-mat,billig
547,teuer::A,ker,teuer
548,wertvoll::A,prizius,wertvoll
549,blind::A,dall,blind
550,taub::A,bouzar,taub
551,kräftig::A,start,kräftig
552,stark::A,kreñv,stark
553,schwach::A,gwan,schwach
554,fett::A,lard,fett
555,schlank::A,sinkl,schlank
556,hübsch::A,koant,hübsch
557,böse::A,gwall,böse
558,dumm::A,glep,dumm
559,faul::A,lezirek,faul
560,fleißig::A,studius,fleißig
561,geizig::A,tost,geizig
562,klug::A,speredek,klug
563,geschickt::A,dornet,geschickt
564,lieb::A,koant,lieb
565,lustig::A,laouen,lustig
566,sanft::A,flour,sanft
567,hungrig::A,marnaon,hungrig
568,krank::A,klañv,krank
569,nackt::A,noazh,nackt
570,traurig::A,trist,traurig
571,lebendig::A,bev,lebendig
572,gut::A,mad,gut
573,schlecht::A,fall,schlecht
574,schlecht::A,gwall,schlecht
575,richtig::A,reizh,richtig
576,schlimm::A,gwall,schlimm
577,wahr::A,gwir,wahr
578,alt::A,kozh,alt
579,neu::A,nevez,neu
580,ehemalig::A,kozh,ehemalig
581,alt[Lebewesen]::A,kozh,alt
582,jung::A,yaouank,jung
583,arm::A,paour,arm
584,reich::A,pinvidik,reich
585,bekannt::A,anavezet,bekannt
586,berühmt::A,brudet,berühmt
587,fremd::A,dizanav,fremd
588,verschieden::A,disheñel,verschieden
589,nah::A,nes,nah
590,fern::A,diabell,fern
591,linker::A,kleiz,linker
592,rechter::A,dehoù,rechter
593,anderer::A,all,anderer
594,erster::A,kentañ,erster
595,zweiter::A,eil,zweiter
596,dritter::A,trede,dritter
597,letzter::A,diwezhañ,letzter
598,allein::ADV,e-unan,allein
599,auf einmal::ADV,ar un dro,auf einmal
600,zusammen::ADV,asambles,zusammen
601,lange::ADV,pell,lange
602,plötzlich::ADV,en un taol,plötzlich
603,sofort::ADV,diouzhtu,sofort
604,später::ADV,diwezhatoc'h,später
605,jetzt::ADV,bremañ,jetzt
606,heute::ADV,hiziv,heute
607,morgen::ADV,arc'hoazh,morgen
608,bald::ADV,hepdale,bald
609,dann::ADV,a-c'houde,dann
610,gestern::ADV,dec'h,gestern
611,einst::ADV,gwechall,einst
612,damals::ADV,neuze,damals
613,danach::ADV,goude,danach
614,vorher::ADV,diagent,vorher
615,zuerst::ADV,da gentañ,zuerst
616,einmal::ADV,ur wech,einmal
617,manchmal::ADV,a-wechoù,manchmal
618,oft::ADV,alies,oft
619,immer::ADV,atav,immer
620,immer::ADV,bepred,immer
621,niemals::ADV,gwech ebet,niemals
622,hier::ADV,amañ,hier
623,hierhin::ADV,dre amañ,hierhin
624,von hier::ADV,alemañ,von hier
625,dort::ADV,aze,dort
626,dort::ADV,ahont,dort
627,dorthin::ADV,di,dorthin
628,dorthin::ADV,aze,dorthin
629,dorthin::ADV,ahont,dorthin
630,geradeaus::ADV,war-eeun,geradeaus
631,vorwärts::ADV,war-raok,vorwärts
632,rückwärts::ADV,war-lerc'h,rückwärts
633,zurück::ADV,war-dreñv,zurück
634,unten::ADV,en traoñ,unten
635,hinab::ADV,a-izel,hinab
636,oben::ADV,en nec'h,oben
637,hinauf::ADV,e-krec'h,hinauf
638,überall::ADV,dre-holl,überall
639,nicht::ADV,ne ... ket,nicht
640,ein wenig::ADV,un tammig,ein wenig
641,kaum::ADV,a-boan,kaum
642,sehr::ADV,-tre,sehr
643,sehr::ADV,-kenañ,sehr
644,so::ADV,evel-se,so
645,noch::ADV,c'hoazh,noch
646,nur::ADV,hepken,nur
647,schon::ADV,dija,schon
648,wieder::ADV,adarre,wieder
649,vor::PRP,dirak,vor
650,hinter::PRP,a-drek,hinter
651,hinter::PRP,a-dreñv,hinter
652,unter::PRP,dindan,unter
653,durch::PRP,dre,durch
654,neben::PRP,e-kichen,neben
655,zwischen::PRP,etre,zwischen
656,wegen::PRP,abalamour da,wegen
657,dies::PRN,hemañ,dies
658,das::PRN,se,das
659,das::PRN,hennezh,das
660,alles::PRN,pep tra,alles
661,ich::PRN,me,ich
662,du::PRN,te,du
663,er::PRN,eñ,er
664,wir::PRN,ni,wir
665,ihr::PRN,c'hwi,ihr
666,sie::PRN,int,sie
667,was::FPRN,petra,was
668,wer::FPRN,piv,wer
669,wo::FADV,pelec'h,wo
670,wohin::FADV,da belec'h,wohin
671,wie::FADV,penaos,wie
672,warum::FADV,perak,warum
673,wieviel::FNUM,pet,wieviel
674,eins::NUM,unan,eins
675,zwei::NUM,daou,zwei
676,drei::NUM,tri,drei
677,vier::NUM,pevar,vier
678,fünf::NUM,pemp,fünf
679,sechs::NUM,c'hwec'h,sechs
680,sieben::NUM,seizh,sieben
681,acht::NUM,eizh,acht
682,neun::NUM,nav,neun
683,zehn::NUM,dek,zehn
684,elf::NUM,unnek,elf
685,zwölf::NUM,daouzek,zwölf
686,zwanzig::NUM,ugent,zwanzig
687,dreißig::NUM,tregont,dreißig
688,vierzig::NUM,daou-ugent,vierzig
689,fünfzig::NUM,hanter-kant,fünfzig
690,sechzig::NUM,tri-ugent,sechzig
691,siebzig::NUM,dek ha tri-ugent,siebzig
692,achtzig::NUM,pevar-ugent,achtzig
693,neunzig::NUM,dek ha pevar-ugent,neunzig
694,hundert::NUM,kant,hundert
695,tausend::NUM,mil,tausend
696,und::CNJ,ha,und
697,oder::CNJ,pe,oder
698,stehen::V,bezañ a-sav,stehen
699,sitzen::V,azezañ,sitzen
700,sitzen::V,bezañ en e goazez,sitzen
701,liegen::V,bezañ en e c'hourvez,liegen
702,hängen::V,krougañ,hängen
703,werden::V,dazonet,werden
704,passieren::V,c'hoarvezout,passieren
705,beginnen::V,stagañ,beginnen
706,enden::V,achuiñ,enden
707,wechseln::V,cheñch,wechseln
708,aufgehen[Sonne]::V,dirouzañ,aufgehen
709,scheinen[Sonne]::V,lugernañ,scheinen
710,donnern::V,taranal,donnern
711,wehen::V,c'hwezhañ,wehen
712,strömen::V,deredek,strömen
713,fließen::V,redek,fließen
714,sich drehen::V,troiñ,sich drehen
715,schwanken::V,trantellat,schwanken
716,schwingen::V,froumal,schwingen
717,fallen::V,kouezhañ,fallen
718,brennen::V,deviñ,brennen
719,rauchen::V,divogedañ,rauchen
720,regnen::V,glavañ,regnen
721,gefrieren::V,reviñ,gefrieren
722,tauen::V,diskornañ,tauen
723,schmelzen::V,teuziñ,schmelzen
724,trocknen::V,sec'hañ,trocknen
725,sieden::V,berviñ,sieden
726,faulen::V,breinañ,faulen
727,verfaulen::V,breinañ,verfaulen
728,reißen::V,darnaouiñ,reißen
729,versinken::V,sodellañ,versinken
730,vergehen::V,tremen,vergehen
731,erscheinen::V,donet war-wel,erscheinen
732,verschwinden::V,monet diwar wel,verschwinden
733,sinken::V,en em izelat,sinken
734,abnehmen::V,nebeutaat,abnehmen
735,zunehmen::V,kreskiñ,zunehmen
736,steigen::V,sevel,steigen
737,wachsen::V,kreskiñ,wachsen
738,glänzen::V,lugernañ,glänzen
739,funkeln::V,elieniñ,funkeln
740,lärmen::V,rabotat,lärmen
741,klirren::V,diridignat,klirren
742,klirren::V,sterlinkañ,klirren
743,brausen::V,gwegal,brausen
744,rauschen::V,trouzal,rauschen
745,klingen::V,seniñ,klingen
746,bellen::V,harzhal,bellen
747,heulen::V,yudal,heulen
748,blasen::V,c'hwezhañ,blasen
749,pfeifen::V,c'hwitellat,pfeifen
750,schreien::V,huchal,schreien
751,stöhnen::V,hirvoudiñ,stöhnen
752,zittern::V,krenañ,zittern
753,leben::V,bevañ,leben
754,geboren werden::V,genel,geboren werden
755,atmen::V,tennañ e anal,atmen
756,trinken::V,evañ,trinken
757,essen::V,debriñ,essen
758,schlucken::V,lonkañ,schlucken
759,müde werden::V,skuizhañ,müde werden
760,einschlafen::V,menel kousket,einschlafen
761,schlafen::V,kousket,schlafen
762,aufwachen::V,dihuniñ,aufwachen
763,aufstehen::V,sevel,aufstehen
764,sich erholen::V,diskuizhañ,sich erholen
765,krank werden::V,klañviñ,krank werden
766,krank sein::V,bezañ klañv,krank sein
767,schmerzen::V,skourjezañ,schmerzen
768,husten::V,pasaat,husten
769,husten::V,peudal,husten
770,genesen::V,pareañ,genesen
771,sterben::V,mervel,sterben
772,umkommen::V,perisañ,umkommen
773,sich bewegen::V,bouljal,sich bewegen
774,sich rühren::V,fiñval,sich rühren
775,sich erheben::V,sevel,sich erheben
776,sich setzen::V,azezañ,sich setzen
777,sich setzen::V,mont en e goazez,sich setzen
778,hinfallen::V,kouezhañ,hinfallen
779,laufen::V,redek,laufen
780,schreiten::V,kerzhet,schreiten
781,spazierengehen::V,pourmen,spazierengehen
782,eilen::V,hastañ,eilen
