,Concept_ID,hu,mhr
757,anderer::A,más,мо́ло
758,anderer::A,másik,вес
759,anderer::A,másik,мо́ло
760,erster::A,első,и́кымше
761,zweiter::A,második,ко́кымшо
762,dritter::A,harmadik,ку́мшо
763,letzter::A,utolsó,пыта́ртыш
764,allein::ADV,egyedül,шкет
765,auf einmal::ADV,egyszerre,икана́ште
766,zusammen::ADV,együtt,пырля́
767,zusammen::ADV,összesen,пырля́
768,lange::ADV,sokáig,кужу́н
769,lange::ADV,hosszan,кужу́н
770,plötzlich::ADV,hirtelen,кенета́
771,plötzlich::ADV,egyszerre,кенета́
772,sofort::ADV,rögtön,кызыта́к
773,sofort::ADV,tüstént,кызыта́к
774,später::ADV,későn,варара́к
775,jetzt::ADV,most,ы́нде
776,jetzt::ADV,most,кы́зыт
777,heute::ADV,ma,та́че
778,morgen::ADV,holnap,эрла́
779,bald::ADV,majd,вашке́
780,bald::ADV,nemsokára,вашке́
781,dann::ADV,akkor,вара́
782,gestern::ADV,tegnap,теҥге́че
783,einst::ADV,hajdan,икана́
784,damals::ADV,akkor,туна́м
785,damals::ADV,akkoriban,туна́м
786,danach::ADV,azután,вара́
787,vorher::ADV,előbb,о́нчыч
788,zuerst::ADV,először,онда́к
789,einmal::ADV,egyszer,икана́
790,manchmal::ADV,néha,ка́шын
791,manchmal::ADV,néha,кокла́н
792,manchmal::ADV,olykor,ка́шын
793,manchmal::ADV,olykor,кокла́н
794,oft::ADV,sokszor,чӱ́чкыдын
795,immer::ADV,mindig,эре́
796,immer::ADV,mindig,ту́тыш
797,niemals::ADV,sohasem,ок нигуна́м
798,hier::ADV,itt,ты́ште
799,hierhin::ADV,erre,ты́шке
800,hierhin::ADV,erre,тыш
801,von hier::ADV,innen,тыше́ч
802,von hier::ADV,innen,тыве́ч
803,dort::ADV,ott,ту́што
804,dorthin::ADV,oda,туш
805,dorthin::ADV,oda,ту́шко
806,geradeaus::ADV,egyenesen,вик
807,vorwärts::ADV,előre,о́нчыко
808,rückwärts::ADV,hátrafelé,шеҥге́к
809,zurück::ADV,hátra,мӧҥге́ш
810,zurück::ADV,vissza,мӧҥге́ш
811,unten::ADV,alul,ӱ́лнӧ
812,unten::ADV,alul,йыма́лне
813,hinab::ADV,le,йыма́к
814,hinab::ADV,lefelé,йыма́к
815,oben::ADV,fenn,кӱ́шнӧ
816,oben::ADV,fenn,ӱмба́лне
817,oben::ADV,felül,кӱ́шнӧ
818,oben::ADV,felül,ӱмба́лне
819,hinauf::ADV,fel,кӱ́ш
820,hinauf::ADV,fel,кӱ́шкӧ
821,hinauf::ADV,felfelé,кӱ́ш
822,hinauf::ADV,felfelé,кӱ́шкӧ
823,überall::ADV,mindenütt,чыла́ вере́
824,nicht::ADV,nem,ок
825,nicht::ADV,nem,о́геш
826,ein wenig::ADV,egy kicsit,изи́ш
827,kaum::ADV,alig,пыкше́
828,sehr::ADV,nagyon,чот
829,so::ADV,úgy,тыге́
830,noch::ADV,még,а́ле
831,nur::ADV,csak,гына́
832,nur::ADV,csupán,гына́
833,schon::ADV,már,ы́нде
834,wieder::ADV,ismét,ада́к
835,wieder::ADV,megint,ада́к
836,vergebens::ADV,hiába,ара́м
837,vor::PRP,előtt,о́нчыч
838,hinter::PRP,mögött,шеҥге́лне
839,unter::PRP,alatt,йыма́лне
840,durch::PRP,át,вошт
841,durch::PRP,keresztül,вошт
842,neben::PRP,mellett,вокте́н
843,zwischen::PRP,között,кокла́ште
844,wegen::PRP,miatt,верч
845,wegen::PRP,végett,верч
846,dies::PRN,ez,ти́де
847,das::PRN,az,са́де
848,alles::PRN,minden,чыла́
849,ich::PRN,én,мый
850,du::PRN,te,тый
851,er::PRN,ő,ту́до
852,wir::PRN,mi,ме
853,ihr::PRN,ti,те
854,sie::PRN,ők,ну́но
855,was::FPRN,mi,мо
856,wer::FPRN,ki,кӧ
857,wo::FADV,hol,куша́н
858,wohin::FADV,hova,куш
859,wohin::FADV,hova,ку́шко
860,wie::FADV,hogy,кузе́
861,wie::FADV,hogyan,кузе́
862,warum::FADV,miért,мо
863,warum::FADV,miért,мола́н
864,wieviel::FNUM,hány,куна́р
865,wieviel::FNUM,mennyi,куна́р
866,eins::NUM,egy,ик
867,zwei::NUM,kettő,ко́кыт
868,drei::NUM,három,кум
869,vier::NUM,négy,ныл
870,fünf::NUM,öt,вич
871,sechs::NUM,hat,куд
872,sieben::NUM,hét,шым
873,acht::NUM,nyolc,канда́ш
874,neun::NUM,kilenc,инде́ш
875,zehn::NUM,tíz,лу
876,elf::NUM,tizenegy,лати́к
877,zwölf::NUM,tizenkettő,латко́к
878,zwanzig::NUM,húsz,ко́ло
879,dreißig::NUM,harminc,ку́мло
880,vierzig::NUM,negyven,ны́лле
881,fünfzig::NUM,ötven,ви́тле
882,sechzig::NUM,hatvan,ку́дло
883,siebzig::NUM,hetven,шы́мле
884,achtzig::NUM,nyolcvan,канда́шле
885,neunzig::NUM,kilencven,инде́шле
886,hundert::NUM,száz,шӱ́дӧ
887,tausend::NUM,ezer,тӱже́м
888,und::CNJ,és,да
889,und::CNJ,és,ден
890,und::CNJ,meg,да
891,und::CNJ,meg,ден
892,oder::CNJ,vagy,я
893,oder::CNJ,vagy,а́ле
894,stehen::V,áll,шога́ш
895,sitzen::V,ül,шинча́ш
896,liegen::V,fekszik,кия́ш
897,hängen::V,függ,кеча́ш
898,werden::V,lesz,лия́ш
899,passieren::V,történik,лия́ш
900,beginnen::V,kezdődik,тӱҥгала́ш
901,enden::V,végződik,пыта́ш
902,enden::V,befejeződik,пыта́ш
903,wechseln::V,változik,вашталта́ш
904,aufgehen[Sonne]::V,kel,лекта́ш
905,untergehen[Sonne]::V,lemegy,шинча́ш
906,scheinen[Sonne]::V,süt,волгалта́ш
907,donnern::V,dörög,кӱдырта́ш
908,donnern::V,dörög,сургалта́ш
909,wehen::V,fúj,пуа́ш
910,strömen::V,áramlik,шийалтара́ш
911,fließen::V,folyik,йога́ш
912,sich drehen::V,forog,пӧрда́ш
913,schwanken::V,inog,лӱҥга́ш
914,schwanken::V,inog,тайныла́ш
915,schwanken::V,ingadozik,лӱҥга́ш
916,schwanken::V,ingadozik,тайныла́ш
917,schwingen::V,leng,рӱпшалта́ш
918,fallen::V,esik,воза́ш
919,fallen::V,esik,йӧрла́ш
920,brennen::V,ég,йӱла́ш
921,rauchen::V,füstöl,шикша́ш
922,regnen::V,esik,йӱра́ш
923,gefrieren::V,megfagy,кылма́ш
924,gefrieren::V,megfagy,ияҥа́ш
925,tauen::V,olvad,шула́ш
926,schmelzen::V,olvad,лева́ш
927,schmelzen::V,elolvad,лева́ш
928,trocknen::V,szárad,кошка́ш
929,sieden::V,forr,шола́ш
930,faulen::V,rothad,шӱя́ш
931,verfaulen::V,elrothad,шӱйы́н шуа́ш
932,verfaulen::V,megrothad,шӱйы́н шуа́ш
933,reißen::V,szakad,кӱрла́ш
934,versinken::V,süllyed,пуре́н кая́ш
935,versinken::V,elsüllyed,пуре́н кая́ш
936,vergehen::V,múlik,эрте́н кая́ш
937,vergehen::V,elmúlik,эрте́н кая́ш
938,erscheinen::V,feltűnik,толы́н лекта́ш
939,erscheinen::V,megjelenik,толы́н лекта́ш
940,verschwinden::V,letűnik,йома́ш
941,sinken::V,süllyed,пуча́ш
942,abnehmen::V,apad,пуча́ш
943,abnehmen::V,csökken,пуча́ш
944,zunehmen::V,növekszik,шукема́ш
945,zunehmen::V,gyarapszik,шукема́ш
946,steigen::V,emelkedik,нӧлталта́ш
947,wachsen::V,nő,кушка́ш
948,wachsen::V,terem,кушка́ш
949,wachsen::V,növekszik,кушка́ш
950,glänzen::V,ragyog,йылгыжа́ш
951,glänzen::V,fénylik,йылгыжа́ш
952,funkeln::V,csillog,чолга́ш
953,funkeln::V,tündöklik,чолга́ш
954,lärmen::V,lármázik,рӱшка́ш
955,läuten::V,cseng,мура́ш
956,klingeln::V,csenget,йыҥгырта́ш
957,klirren::V,csörömpöl,чылдыртата́ш
958,brausen::V,zúg,лӱшка́ш
959,brausen::V,morajlik,лӱшка́ш
960,rauschen::V,zúg,лыжга́ш
961,klingen::V,hangzik,йоҥга́ш
962,bellen::V,ugat,опта́ш
963,heulen::V,bőg,урмыжа́ш
964,heulen::V,üvölt,урмыжа́ш
965,blasen::V,fúj,пуала́ш
966,pfeifen::V,fütyül,шӱ́шкаш
967,schreien::V,kiált,кычкыра́ш
968,schreien::V,kiabál,кычкыра́ш
969,stöhnen::V,nyög,йыҥыса́ш
970,zittern::V,remeg,чытыра́ш
971,zittern::V,reszket,чытыра́ш
972,leben::V,él,ила́ш
973,geboren werden::V,születik,шоча́ш
974,atmen::V,lélegzik,шӱла́ш
975,trinken::V,iszik,йӱа́ш
976,essen::V,eszik,кочка́ш
977,schlucken::V,nyel,нела́ш
978,müde werden::V,elfárad,ноя́ш
979,müde werden::V,kifárad,ноя́ш
980,einschlafen::V,elalszik,мале́н колта́ш
981,schlafen::V,alszik,мала́ш
982,aufwachen::V,felébred,помыжалта́ш
983,aufstehen::V,felkel,кынела́ш
984,sich erholen::V,pihen,кана́ш
985,krank werden::V,megbetegedik,черлане́н воза́ш
986,krank werden::V,belebetegszik,черлане́н воза́ш
987,krank sein::V,betegeskedik,черлане́н кия́ш
988,schmerzen::V,fáj,коршта́ш
989,husten::V,köhög,кокыра́ш
990,genesen::V,meggyógyul,тӱрла́ш
991,genesen::V,meggyógyul,тазаҥа́ш
992,sterben::V,hal,кола́ш
993,umkommen::V,elpusztul,вуй йома́ш
994,sich bewegen::V,mozog,кошта́ш
995,sich rühren::V,mozdul,тарвана́ш
996,sich erheben::V,feláll,кынела́ш
997,sich erheben::V,felemelkedik,кынела́ш
998,sich setzen::V,ül,шинча́ш
999,sich setzen::V,leül,шинча́ш
1000,hinfallen::V,bukik,йӧрла́ш
1001,hinfallen::V,elesik,йӧрла́ш
1002,laufen::V,jár,кошта́ш
1003,schreiten::V,lép,ошкыла́ш
1004,spazierengehen::V,sétál,гуля́яш
1005,eilen::V,siet,вашка́ш
1006,sich beeilen::V,siet,вашкешта́ш
1007,sausen::V,robog,юлтка́ш
1008,rennen::V,fut,куржтала́ш
1009,rennen::V,szalad,куржтала́ш
1010,springen::V,ugrik,тӧршта́ш
1011,klettern::V,kúszik,кӱза́ш
1012,schaukeln::V,hintázik,лӱҥгалта́ш
1013,kriechen::V,kúszik,нушка́ш
1014,schwimmen::V,úszik,ия́ш
1015,tauchen::V,merül,шуҥгалта́ш
1016,rudern::V,evez,удыра́ш
1017,fahren::V,jár,кудала́ш
1018,fahren::V,megy,кудала́ш
1019,fahren::V,utazik,кудала́ш
1020,fliegen::V,száll,чоҥешта́ш
1021,gehen::V,megy,кая́ш
1022,weggehen::V,elmegy,кораҥа́ш
1023,abfahren::V,indul,лекта́ш
1024,anhalten::V,megáll,чарна́ш
1025,hineingehen::V,bemegy,пура́ш
1026,eintreten::V,belép,пура́ш
1027,kommen::V,jön,тола́ш
1028,ankommen::V,érkezik,шуа́ш
1029,ankommen::V,megérkezik,шуа́ш
1030,zurückkommen::V,visszajön,пӧртыла́ш
1031,bleiben::V,marad,кода́ш
1032,bleiben::V,megmarad,кода́ш
1033,warten::V,vár,вуча́ш
1034,warten::V,várakozik,вуча́ш
1035,erwarten::V,vár,вуча́ш
1036,erwarten::V,megvár,вуча́ш
1037,suchen::V,kutat,кычала́ш
1038,finden::V,talál,муа́ш
1039,versuchen::V,megpróbál,толаша́ш
1040,versuchen::V,megkísérel,толаша́ш
1041,vorbereiten::V,előkészít,ямдыла́ш
1042,lieben::V,szeret,йӧрата́ш
1043,mögen::V,szeret,йӧрата́ш
1044,lachen::V,nevet,воштыла́ш
1045,rühren::V,mozdít,ку́мыл тарвата́ш
1046,weinen::V,sír,шорта́ш
1047,schimpfen::V,szid,каргаша́ш
1048,schimpfen::V,szitkozódik,каргаша́ш
1049,sich ärgern::V,mérgelődik,сыра́ш
1050,sich ärgern::V,bosszankodik,сыра́ш
1051,sich fürchten::V,fél,лӱда́ш
1052,sich fürchten::V,retteg,лӱда́ш
1053,fürchten::V,fél,лӱда́ш
1054,fliehen::V,menekül,куржа́ш
1055,flüchten::V,elmenekül,куржа́ш
1056,sehen::V,néz,ужа́ш
1057,anschauen::V,megnéz,онча́ш
1058,ansehen::V,néz,эскера́ш
1059,ansehen::V,ránéz,эскера́ш
1060,ansehen::V,megnéz,эскера́ш
1061,hören::V,hall,кола́ш
1062,zuhören::V,hallgat,колышта́ш
1063,zuhören::V,meghallgat,колышта́ш
1064,probieren::V,kóstol,тамла́ш
1065,probieren::V,megkóstol,тамла́ш
1066,riechen::V,szagol,ӱпшынча́ш
1067,fühlen::V,érez,шижа́ш
1068,scheinen::V,tűnik,чуча́ш
1069,scheinen::V,látszik,чуча́ш
1070,zu sehen sein::V,mutatkozik,коя́ш
1071,vernehmen::V,hall,кола́ш
1072,frieren::V,fázik,кылма́ш
1073,tun::V,csinál,ышта́ш
1074,tun::V,cselekszik,ышта́ш
1075,können::V,tud,мошта́ш
1076,wollen::V,akar,тӱна́ш
1077,anfangen::V,kezd,тӱҥала́ш
1078,beenden::V,befejez,пытара́ш
1079,aufhören::V,megszűnik,чарна́ш
1080,gelingen::V,sikerül,сай лекта́ш
1081,geraten::V,kerül,лекта́ш
1082,geraten::V,jut,лекта́ш
1083,öffnen::V,nyit,поча́ш
1084,öffnen::V,kinyit,поча́ш
1085,schließen::V,csuk,петыра́ш
1086,schließen::V,becsuk,петыра́ш
1087,stellen::V,állít,шында́ш
1088,stellen::V,helyez,шында́ш
1089,setzen::V,ültet,шында́ш
1090,setzen::V,helyez,шында́ш
1091,legen::V,tesz,опта́ш
1092,legen::V,tesz,пышта́ш
1093,legen::V,fektet,опта́ш
1094,legen::V,fektet,пышта́ш
1095,berühren::V,érint,тӱка́ш
1096,verbinden::V,beköt,пида́ш
1097,verbinden::V,összeköt,пида́ш
1098,bedecken::V,betakar,леведа́ш
1099,bedecken::V,beborít,леведа́ш
1100,aufhängen::V,felakaszt,сака́ш
1101,anzünden::V,gyújt,чӱкта́ш
1102,anzünden::V,meggyújt,чӱкта́ш
1103,aufheben::V,felemel,нӧлтала́ш
1104,zurücklassen::V,hátrahagy,кода́ш
1105,verlieren::V,veszít,йомдара́ш
1106,verlieren::V,elveszít,йомдара́ш
1107,fallen lassen::V,elejt,воза́ш
1108,machen::V,tesz,ышта́ш
1109,machen::V,csinál,ышта́ш
1110,herstellen::V,gyárt,ямдыла́ш
1111,herstellen::V,előállít,ямдыла́ш
1112,bauen::V,épít,чоҥа́ш
1113,reparieren::V,javít,ачала́ш
1114,reparieren::V,kijavít,ачала́ш
1115,reparieren::V,megjavít,ачала́ш
1116,verbessern::V,megjavít,саемда́ш
1117,ändern::V,változtat,весемда́ш
1118,ändern::V,megváltoztat,весемда́ш
1119,graben::V,ás,кӱнча́ш
1120,beugen::V,meghajt,пӱгырта́ш
1121,biegen::V,hajlít,лывырта́ш
1122,drehen::V,forgat,пӱтыра́ш
1123,wenden::V,fordít,ирала́ш
1124,wenden::V,megfordít,ирала́ш
1125,umdrehen::V,megfordít,савырала́ш
1126,umdrehen::V,megforgat,савырала́ш
1127,heben::V,emel,нӧлта́ш
1128,hochheben::V,felemel,нӧлта́ш
1129,ergreifen::V,megfog,руалта́ш
1130,halten::V,tart,куча́ш
1131,drücken::V,nyom,иша́ш
1132,drücken::V,nyom,темда́ш
1133,drücken::V,megnyom,иша́ш
1134,drücken::V,megnyom,темда́ш
1135,schieben::V,tol,шӱкала́ш
1136,kratzen::V,vakar,удыра́ш
1137,lecken::V,nyal,нула́ш
1138,beißen::V,harap,пура́ш
1139,abreißen::V,letép,кӱрла́ш
1140,abschneiden::V,levág,пӱчка́ш
1141,binden::V,köt,кылда́ш
1142,binden::V,kötöz,кылда́ш
1143,stecken::V,dug,шуралта́ш
1144,brechen::V,tör,тодышта́ш
1145,brechen::V,eltör,тодышта́ш
1146,klopfen::V,kopogtat,кыра́ш
1147,hauen::V,vág,тӱя́ш
1148,hauen::V,levág,тӱя́ш
1149,kleben::V,tapaszt,клеитла́ш
1150,reiben::V,dörzsöl,йыга́ш
1151,reiben::V,dörzsöl,туржала́ш
1152,reiben::V,súrol,йыга́ш
1153,reiben::V,súrol,туржала́ш
1154,streichen::V,simít,шӱра́ш
1155,schleifen::V,fen,шума́ш
1156,schleifen::V,fen,яна́ш
1157,schleifen::V,csiszol,шума́ш
1158,schleifen::V,csiszol,яна́ш
1159,schleifen::V,köszörül,шума́ш
1160,schleifen::V,köszörül,яна́ш
1161,schneiden::V,vág,пӱчка́ш
1162,schneiden::V,szel,пӱчка́ш
1163,schneiden::V,metsz,пӱчка́ш
1164,rütteln::V,ráz,рӱза́ш
1165,schütteln::V,ráz,почка́ш
1166,schütteln::V,megráz,почка́ш
1167,schwenken::V,lóbál,рӱза́ш
1168,schwenken::V,lobogtat,рӱза́ш
1169,schütten::V,önt,опта́ш
1170,füllen::V,tölt,тема́ш
1171,füllen::V,megtölt,тема́ш
1172,einwickeln::V,becsavar,вӱдыла́ш
1173,tragen::V,hord,нумала́ш
1174,schleppen::V,vonszol,шӱдыра́ш
1175,ziehen::V,húz,шупша́ш
1176,aufbewahren::V,megőriz,арала́ш
1177,werfen::V,dob,шуа́ш
1178,werfen::V,dob,кышка́ш
1179,werfen::V,hajít,шуа́ш
1180,werfen::V,hajít,кышка́ш
1181,fangen::V,fog,куча́ш
1182,packen::V,megragad,руалта́ш
1183,verstecken::V,eldug,тоя́ш
1184,verstecken::V,elrejt,тоя́ш
1185,teilen::V,oszt,пӧла́ш
1186,teilen::V,megoszt,пӧла́ш
1187,schicken::V,küld,колта́ш
1188,bringen::V,hoz,конда́ш
1189,bringen::V,visz,конда́ш
1190,hinzufügen::V,hozzáad,ешара́ш
1191,bekommen::V,kap,нала́ш
1192,bekommen::V,megkap,нала́ш
1193,erhalten::V,kap,нала́ш
1194,erhalten::V,megkap,нала́ш
1195,nehmen::V,vesz,нала́ш
1196,wählen::V,választ,сайла́ш
1197,auswählen::V,kiválaszt,таҥгла́ш
1198,bewahren::V,megtart,сакла́ш
1199,behindern::V,akadályoz,чаракла́ш
1200,behindern::V,gátol,чаракла́ш
1201,verderben::V,elront,пужа́ш
1202,beschädigen::V,rongál,пужа́ш
1203,zerbrechen::V,eltör,пудырта́ш
1204,zerbrechen::V,széttör,пудырта́ш
1205,zerbrechen::V,kettétör,пудырта́ш
1206,zerreißen::V,eltép,кӱрла́ш
1207,zerreißen::V,széttép,кӱрла́ш
1208,zerstören::V,elpusztít,шалата́ш
1209,verbrennen::V,éget,йӱлата́ш
1210,verbrennen::V,eléget,йӱлата́ш
1211,geben::V,ad,пуа́ш
1212,reichen::V,nyújt,пуа́ш
1213,schenken::V,ajándékoz,пӧлекла́ш
1214,versprechen::V,ígér,сӧра́ш
1215,wünschen::V,kíván,тылана́ш
1216,loben::V,dicsér,мокта́ш
1217,küssen::V,csókol,шупшала́ш
1218,wiegen::V,ringat,рӱпша́ш
1219,zudecken::V,betakar,леведа́ш
1220,wecken::V,kelt,помыжалтара́ш
1221,wecken::V,ébreszt,помыжалтара́ш
1222,zeigen::V,mutat,ончыкта́ш
1223,führen::V,visz,вӱда́ш
1224,führen::V,vezet,вӱда́ш
1225,lehren::V,tanít,туныкта́ш
1226,unterrichten::V,tanít,туныкта́ш
1227,aufziehen::V,felnevel,орышта́ш
1228,leiten::V,vezet,вӱда́ш
1229,leiten::V,vezet,вуйлата́ш
1230,leiten::V,vezérel,вӱда́ш
1231,leiten::V,vezérel,вуйлата́ш
1232,antreiben::V,hajt,поктыла́ш
1233,lassen::V,-tat,-та́ш
1234,lassen::V,-at,-та́ш
1235,einladen::V,meghív,ӱжа́ш
1236,vereinigen::V,egyesít,иктешла́ш
1237,besuchen::V,látogat,то́лын кая́ш
1238,treffen::V,talál,вашлия́ш
1239,sich versammeln::V,gyülekezik,погына́ш
1240,sich versammeln::V,gyülekezik,чумырга́ш
1241,sich versammeln::V,összegyűlik,погына́ш
1242,sich versammeln::V,összegyűlik,чумырга́ш
1243,spielen::V,játszik,мода́ш
1244,singen::V,énekel,мура́ш
1245,tanzen::V,táncol,кушта́ш
1246,sich trennen::V,elválik,ойырла́ш
1247,verlassen::V,elhagy,кудалта́ш
1248,retten::V,ment,утара́ш
1249,bewachen::V,őriz,орола́ш
1250,schützen::V,óv,арала́ш
1251,schützen::V,véd,арала́ш
1252,verteidigen::V,véd,арала́ш
1253,sich schlagen::V,verekszik,кредала́ш
1254,schießen::V,lő,лӱя́ш
1255,siegen::V,győz,сеҥа́ш
1256,ärgern::V,bosszant,сырыкта́ш
1257,schlagen::V,üt,пера́ш
1258,schlagen::V,ver,пера́ш
1259,treten::V,rúg,тошка́ш
1260,stechen::V,döf,кера́ш
1261,stechen::V,szúr,кера́ш
1262,stoßen::V,lök,шӱкала́ш
1263,stehlen::V,lop,шолышта́ш
1264,stören::V,zavar,мешая́ш
1265,belästigen::V,zaklat,толаштара́ш
1266,verbergen::V,rejt,шылта́ш
1267,verbergen::V,elrejt,шылта́ш
1268,täuschen::V,megtéveszt,ондала́ш
1269,betrügen::V,csal,ондала́ш
1270,töten::V,öl,пушта́ш
1271,wohnen::V,lakik,ила́ш
1272,arbeiten::V,dolgozik,пашалана́ш
1273,arbeiten::V,dolgozik,паша́м ышта́ш
1274,sammeln::V,szed,пога́ш
1275,sammeln::V,gyűjt,пога́ш
1276,pflücken::V,szed,кӱра́ш
1277,jagen::V,vadászik,сонарла́ш
1278,fischen::V,halászik,кол куча́ш
1279,fassen::V,fog,куча́ш
1280,hüten::V,őriz,кӱта́ш
1281,hüten::V,legeltet,кӱта́ш
1282,treiben::V,hajt,покта́ш
1283,anbinden::V,köt,йолышта́ш
1284,füttern::V,etet,пукша́ш
1285,melken::V,fej,лӱшта́ш
1286,hacken::V,vág,руа́ш
1287,gießen::V,öntöz,шава́ш
1288,reifen::V,érik,кӱа́ш
1289,zubereiten::V,elkészít,ямдыла́ш
1290,kochen::V,főz,шолта́ш
1291,backen::V,süt,кӱкташ
1292,braten::V,süt,пуштыла́ш
1293,braten::V,süt,жаритла́ш
1294,umrühren::V,megkever,луга́ш
1295,stricken::V,köt,пида́ш
1296,nähen::V,varr,урга́ш
1297,färben::V,fest,чиялта́ш
1298,reinigen::V,tisztít,эрыкта́ш
1299,waschen::V,mos,мушка́ш
1300,abwischen::V,letöröl,ӱшта́ш
1301,spülen::V,mosogat,шӱалта́ш
1302,fegen::V,söpör,ӱшта́ш
1303,kehren::V,söpör,ӱшта́ш
1304,baden::V,fürdik,йӱштыла́ш
1305,sich waschen::V,mosdik,мушкылта́ш
1306,sich waschen::V,mosakszik,мушкылта́ш
1307,ausziehen::V,levesz,кудаша́ш
1308,anziehen::V,felölt,чия́ш
1309,anziehen::V,felvesz,чия́ш
1310,sich anziehen::V,öltözik,чия́ш
1311,sich anziehen::V,felöltözik,чия́ш
1312,kämmen::V,fésül,шера́ш
1313,schmücken::V,díszít,тӱзата́ш
1314,schmücken::V,díszít,чеверта́ш
1315,sagen::V,mond,ойла́ш
1316,sagen::V,mond,каласа́ш
1317,sprechen::V,beszél,кутыра́ш
1318,reden::V,beszél,мутлана́ш
1319,sich unterhalten::V,beszélget,кутыра́ш
1320,fragen::V,kérdez,йода́ш
1321,bitten::V,kér,йода́ш
1322,erzählen::V,mesél,ойла́ш
1323,erzählen::V,elbeszél,ойла́ш
1324,mitteilen::V,közöl,увертара́ш
1325,nennen::V,hív,лӱмда́ш
1326,nennen::V,nevez,лӱмда́ш
1327,rufen::V,hív,ӱжа́ш
1328,prahlen::V,dicsekszik,моктана́ш
1329,übersetzen::V,fordít,кусара́ш
1330,denken::V,gondol,шона́ш
1331,glauben::V,hisz,ӱшана́ш
1332,bemerken::V,észrevesz,шижа́ш
1333,erkennen::V,ráismer,пала́ш
1334,erkennen::V,felismer,пала́ш
1335,begreifen::V,felfog,ыҥла́ш
1336,verstehen::V,ért,умыла́ш
1337,verstehen::V,megért,умыла́ш
1338,lernen::V,tanul,тунема́ш
1339,lernen::V,megtanul,тунема́ш
1340,wissen::V,tud,шинча́ш
1341,sich erinnern an::V,emlékszik,шарна́ш
1342,vergessen::V,felejt,монда́ш
1343,vergessen::V,elfelejt,монда́ш
1344,messen::V,mér,виса́ш
1345,messen::V,megmér,виса́ш
1346,zählen::V,számol,шотла́ш
1347,zählen::V,megszámol,шотла́ш
1348,rechnen::V,számít,шотла́ш
1349,lesen::V,olvas,луда́ш
1350,malen::V,fest,сӱретла́ш
1351,zeichnen::V,rajzol,сӱретла́ш
1352,schreiben::V,ír,воза́ш
1353,besitzen::V,birtokol,лия́ш
1354,kaufen::V,vesz,нала́ш
1355,kaufen::V,megvesz,нала́ш
1356,verkaufen::V,elad,ужала́ш
1357,bezahlen::V,fizet,тӱла́ш
1358,bezahlen::V,kifizet,тӱла́ш
1359,zahlen::V,fizet,тӱла́ш
1360,zahlen::V,megfizet,тӱла́ш
1361,beherrschen::V,ural,куча́ш
1362,ertragen::V,elbír,турка́ш
1363,ertragen::V,elvisel,турка́ш
