,Concept_ID,mhr,no
760,hinauf::ADV,кӱ́шкӧ,opp
761,hinauf::ADV,кӱ́шкӧ,oppover
762,überall::ADV,чыла́ вере́,overalt
763,nicht::ADV,ок,ikke
764,nicht::ADV,о́геш,ikke
765,ein wenig::ADV,изи́ш,litt
766,kaum::ADV,пыкше́,neppe
767,sehr::ADV,чот,svært
768,so::ADV,тыге́,så
769,noch::ADV,а́ле,enda
770,nur::ADV,гына́,bare
771,schon::ADV,ы́нде,alt
772,schon::ADV,ы́нде,allerede
773,wieder::ADV,ада́к,igjen
774,vergebens::ADV,ара́м,forgjeves
775,vor::PRP,о́нчыч,foran
776,vor::PRP,о́нчыч,utenfor
777,hinter::PRP,шеҥге́лне,bak
778,hinter::PRP,шеҥге́лне,bakom
779,unter::PRP,йыма́лне,under
780,durch::PRP,вошт,gjennom
781,durch::PRP,вошт,igjennom
782,neben::PRP,вокте́н,ved siden av
783,zwischen::PRP,кокла́ште,mellom
784,wegen::PRP,верч,på grunn av
785,dies::PRN,ти́де,dette
786,das::PRN,са́де,det
787,alles::PRN,чыла́,alt
788,ich::PRN,мый,jeg
789,du::PRN,тый,du
790,er::PRN,ту́до,han
791,wir::PRN,ме,vi
792,ihr::PRN,те,dere
793,sie::PRN,ну́но,de
794,was::FPRN,мо,hva
795,wer::FPRN,кӧ,hvem
796,wo::FADV,куша́н,hvor
797,wohin::FADV,куш,hvor ... hen
798,wohin::FADV,ку́шко,hvor ... hen
799,wie::FADV,кузе́,hvordan
800,warum::FADV,мо,hvorfor
801,warum::FADV,мола́н,hvorfor
802,wieviel::FNUM,куна́р,hvor mye
803,eins::NUM,ик,en
804,eins::NUM,ик,ett
805,zwei::NUM,ко́кыт,to
806,drei::NUM,кум,tre
807,vier::NUM,ныл,fire
808,fünf::NUM,вич,fem
809,sechs::NUM,куд,seks
810,sieben::NUM,шым,sju
811,acht::NUM,канда́ш,åtte
812,neun::NUM,инде́ш,ni
813,zehn::NUM,лу,ti
814,elf::NUM,лати́к,elleve
815,zwölf::NUM,латко́к,tolv
816,zwanzig::NUM,ко́ло,tjue
817,dreißig::NUM,ку́мло,tretti
818,vierzig::NUM,ны́лле,førti
819,fünfzig::NUM,ви́тле,femti
820,sechzig::NUM,ку́дло,seksti
821,siebzig::NUM,шы́мле,sytti
822,achtzig::NUM,канда́шле,åtti
823,neunzig::NUM,инде́шле,nitti
824,hundert::NUM,шӱ́дӧ,hundre
825,tausend::NUM,тӱже́м,tusen
826,und::CNJ,да,og
827,und::CNJ,ден,og
828,oder::CNJ,я,eller
829,oder::CNJ,а́ле,eller
830,stehen::V,шога́ш,stå
831,sitzen::V,шинча́ш,sitte
832,liegen::V,кия́ш,ligge
833,hängen::V,кеча́ш,henge
834,werden::V,лия́ш,bli
835,passieren::V,лия́ш,skje
836,passieren::V,лия́ш,hende
837,beginnen::V,тӱҥгала́ш,begynne
838,enden::V,пыта́ш,ende
839,enden::V,пыта́ш,slutte
840,wechseln::V,вашталта́ш,veksle
841,aufgehen[Sonne]::V,лекта́ш,stå opp
842,untergehen[Sonne]::V,шинча́ш,gå ned
843,scheinen[Sonne]::V,волгалта́ш,skinne
844,donnern::V,кӱдырта́ш,tordne
845,donnern::V,сургалта́ш,tordne
846,wehen::V,пуа́ш,blåse
847,strömen::V,шийалтара́ш,strømme
848,fließen::V,йога́ш,flyte
849,sich drehen::V,пӧрда́ш,dreie seg
850,schwanken::V,лӱҥга́ш,svaie
851,schwanken::V,тайныла́ш,svaie
852,schwingen::V,рӱпшалта́ш,svinge
853,fallen::V,воза́ш,falle
854,fallen::V,йӧрла́ш,falle
855,brennen::V,йӱла́ш,brenne
856,rauchen::V,шикша́ш,ryke
857,regnen::V,йӱра́ш,regne
858,gefrieren::V,кылма́ш,fryse
859,gefrieren::V,ияҥа́ш,fryse
860,tauen::V,шула́ш,tine
861,schmelzen::V,лева́ш,smelte
862,trocknen::V,кошка́ш,tørre
863,sieden::V,шола́ш,koke
864,faulen::V,шӱя́ш,råtne
865,verfaulen::V,шӱйы́н шуа́ш,råtne
866,reißen::V,кӱрла́ш,briste
867,versinken::V,пуре́н кая́ш,synke
868,versinken::V,пуре́н кая́ш,synke ned
869,vergehen::V,эрте́н кая́ш,forløpe
870,erscheinen::V,толы́н лекта́ш,synes
871,verschwinden::V,йома́ш,forsvinne
872,sinken::V,пуча́ш,synke
873,abnehmen::V,пуча́ш,avta
874,abnehmen::V,пуча́ш,minske
875,zunehmen::V,шукема́ш,tilta
876,steigen::V,нӧлталта́ш,stige
877,wachsen::V,кушка́ш,gro
878,wachsen::V,кушка́ш,vokse
879,glänzen::V,йылгыжа́ш,skinne
880,funkeln::V,чолга́ш,tindre
881,lärmen::V,рӱшка́ш,bråke
882,läuten::V,мура́ш,ringe
883,klingeln::V,йыҥгырта́ш,ringe
884,klirren::V,чылдыртата́ш,klirre
885,brausen::V,лӱшка́ш,bruse
886,rauschen::V,лыжга́ш,suse
887,klingen::V,йоҥга́ш,lyde
888,klingen::V,йоҥга́ш,klinge
889,bellen::V,опта́ш,gjø
890,bellen::V,опта́ш,bjeffe
891,heulen::V,урмыжа́ш,ule
892,blasen::V,пуала́ш,blåse
893,pfeifen::V,шӱ́шкаш,plystre
894,schreien::V,кычкыра́ш,skrike
895,stöhnen::V,йыҥыса́ш,stønne
896,zittern::V,чытыра́ш,dirre
897,zittern::V,чытыра́ш,skjelve
898,leben::V,ила́ш,leve
899,geboren werden::V,шоча́ш,fødes
900,atmen::V,шӱла́ш,ånde
901,atmen::V,шӱла́ш,puste
902,trinken::V,йӱа́ш,drikke
903,essen::V,кочка́ш,spise
904,schlucken::V,нела́ш,svelge
905,müde werden::V,ноя́ш,bli trett
906,einschlafen::V,мале́н колта́ш,sovne
907,schlafen::V,мала́ш,sove
908,aufwachen::V,помыжалта́ш,våkne
909,aufstehen::V,кынела́ш,stå opp
910,sich erholen::V,кана́ш,bli bra
911,sich erholen::V,кана́ш,komme seg
912,krank werden::V,черлане́н воза́ш,bli syk
913,krank sein::V,черлане́н кия́ш,være syk
914,schmerzen::V,коршта́ш,gjøre vondt
915,husten::V,кокыра́ш,hoste
916,genesen::V,тӱрла́ш,komme seg
917,genesen::V,тазаҥа́ш,komme seg
918,sterben::V,кола́ш,dø
919,umkommen::V,вуй йома́ш,omkomme
920,sich bewegen::V,кошта́ш,bevege seg
921,sich rühren::V,тарвана́ш,røre på seg
922,sich erheben::V,кынела́ш,reise seg
923,sich setzen::V,шинча́ш,sette sig
924,hinfallen::V,йӧрла́ш,falle over ende
925,laufen::V,кошта́ш,løpe
926,schreiten::V,ошкыла́ш,skride
927,spazierengehen::V,гуля́яш,spasere
928,spazierengehen::V,гуля́яш,gå en tur
929,eilen::V,вашка́ш,ile
930,sich beeilen::V,вашкешта́ш,skynde seg
931,sausen::V,юлтка́ш,suse
932,rennen::V,куржтала́ш,løpe
933,springen::V,тӧршта́ш,hoppe
934,springen::V,тӧршта́ш,springe
935,klettern::V,кӱза́ш,klatre
936,schaukeln::V,лӱҥгалта́ш,huske
937,kriechen::V,нушка́ш,krype
938,schwimmen::V,ия́ш,svømme
939,tauchen::V,шуҥгалта́ш,dykke
940,rudern::V,удыра́ш,ro
941,fahren::V,кудала́ш,kjøre
942,fliegen::V,чоҥешта́ш,fly
943,gehen::V,кая́ш,gå
944,weggehen::V,кораҥа́ш,gå bort
945,abfahren::V,лекта́ш,reise
946,anhalten::V,чарна́ш,stanse
947,hineingehen::V,пура́ш,gå inn
948,eintreten::V,пура́ш,tre inn
949,kommen::V,тола́ш,komme
950,ankommen::V,шуа́ш,ankomme
951,ankommen::V,шуа́ш,komme til
952,zurückkommen::V,пӧртыла́ш,komme tilbake
953,bleiben::V,кода́ш,bli
954,bleiben::V,кода́ш,forbli
955,warten::V,вуча́ш,vente
956,erwarten::V,вуча́ш,vente
957,suchen::V,кычала́ш,søke
958,finden::V,муа́ш,finne
959,versuchen::V,толаша́ш,prøve
960,versuchen::V,толаша́ш,forsøke
961,vorbereiten::V,ямдыла́ш,forberede
962,lieben::V,йӧрата́ш,elske
963,mögen::V,йӧрата́ш,like
964,lachen::V,воштыла́ш,le
965,rühren::V,ку́мыл тарвата́ш,røre
966,weinen::V,шорта́ш,gråte
967,schimpfen::V,каргаша́ш,skjelle
968,sich ärgern::V,сыра́ш,ergre seg
969,sich fürchten::V,лӱда́ш,være redd
970,fürchten::V,лӱда́ш,være redd for
971,fliehen::V,куржа́ш,rømme
972,fliehen::V,куржа́ш,flykte
973,flüchten::V,куржа́ш,flykte
974,sehen::V,ужа́ш,se
975,anschauen::V,онча́ш,se på
976,anschauen::V,онча́ш,betrakte
977,ansehen::V,эскера́ш,anse
978,hören::V,кола́ш,høre
979,zuhören::V,колышта́ш,tilhøre
980,probieren::V,тамла́ш,smake
981,probieren::V,тамла́ш,smake på
982,riechen::V,ӱпшынча́ш,lukte
983,fühlen::V,шижа́ш,føle
984,scheinen::V,чуча́ш,se ut
985,zu sehen sein::V,коя́ш,synes
986,vernehmen::V,кола́ш,få vite
987,frieren::V,кылма́ш,fryse
988,tun::V,ышта́ш,gjøre
989,können::V,мошта́ш,kunne
990,wollen::V,тӱна́ш,ville
991,anfangen::V,тӱҥала́ш,begynne
992,beenden::V,пытара́ш,avslutte
993,aufhören::V,чарна́ш,slutte
994,aufhören::V,чарна́ш,holde opp
995,gelingen::V,сай лекта́ш,lykkes
996,geraten::V,лекта́ш,bli
997,öffnen::V,поча́ш,åpne
998,schließen::V,петыра́ш,lukke
999,schließen::V,петыра́ш,stenge
1000,stellen::V,шында́ш,stille
1001,setzen::V,шында́ш,sette
1002,legen::V,опта́ш,legge
1003,legen::V,пышта́ш,legge
1004,berühren::V,тӱка́ш,berøre
1005,verbinden::V,пида́ш,forbinde
1006,bedecken::V,леведа́ш,dekke
1007,aufhängen::V,сака́ш,henge
1008,aufhängen::V,сака́ш,henge opp
1009,anzünden::V,чӱкта́ш,tenne
1010,anzünden::V,чӱкта́ш,antenne
1011,anzünden::V,чӱкта́ш,tenne på
1012,aufheben::V,нӧлтала́ш,løfte
1013,aufheben::V,нӧлтала́ш,ta opp
1014,zurücklassen::V,кода́ш,slippe tilbake
1015,verlieren::V,йомдара́ш,miste
1016,fallen lassen::V,воза́ш,droppe
1017,fallen lassen::V,воза́ш,la falle
1018,machen::V,ышта́ш,lage
1019,machen::V,ышта́ш,gjøre
1020,herstellen::V,ямдыла́ш,fremstille
1021,bauen::V,чоҥа́ш,bygge
1022,reparieren::V,ачала́ш,reparere
1023,verbessern::V,саемда́ш,rette
1024,verbessern::V,саемда́ш,forbedre
1025,ändern::V,весемда́ш,forandre
1026,graben::V,кӱнча́ш,grave
1027,beugen::V,пӱгырта́ш,bøye
1028,biegen::V,лывырта́ш,bøye
1029,drehen::V,пӱтыра́ш,dreie
1030,wenden::V,ирала́ш,vende
1031,umdrehen::V,савырала́ш,snu
1032,heben::V,нӧлта́ш,heve
1033,hochheben::V,нӧлта́ш,løfte
1034,ergreifen::V,руалта́ш,gripe
1035,ergreifen::V,руалта́ш,få tak i
1036,halten::V,куча́ш,holde
1037,drücken::V,иша́ш,trykke
1038,drücken::V,темда́ш,trykke
1039,schieben::V,шӱкала́ш,skyve
1040,kratzen::V,удыра́ш,klø
1041,kratzen::V,удыра́ш,klore
1042,lecken::V,нула́ш,slikke
1043,beißen::V,пура́ш,bite
1044,abreißen::V,кӱрла́ш,rive av
1045,abschneiden::V,пӱчка́ш,skjære av
1046,binden::V,кылда́ш,binde
1047,stecken::V,шуралта́ш,stikke
1048,brechen::V,тодышта́ш,bryte
1049,brechen::V,тодышта́ш,briste
1050,klopfen::V,кыра́ш,banke
1051,hauen::V,тӱя́ш,hogge
1052,kleben::V,клеитла́ш,klistre
1053,reiben::V,йыга́ш,gni
1054,reiben::V,туржала́ш,gni
1055,streichen::V,шӱра́ш,stryke
1056,schleifen::V,шума́ш,slipe
1057,schleifen::V,яна́ш,slipe
1058,schneiden::V,пӱчка́ш,klippe
1059,rütteln::V,рӱза́ш,ruske
1060,schütteln::V,почка́ш,riste
1061,schwenken::V,рӱза́ш,svinge
1062,schütten::V,опта́ш,helle
1063,füllen::V,тема́ш,fylle
1064,einwickeln::V,вӱдыла́ш,vikle inn
1065,tragen::V,нумала́ш,bære
1066,schleppen::V,шӱдыра́ш,slepe
1067,ziehen::V,шупша́ш,dra
1068,ziehen::V,шупша́ш,trekke
1069,aufbewahren::V,арала́ш,oppbevare
1070,aufbewahren::V,арала́ш,ta vare på
1071,werfen::V,шуа́ш,kaste
1072,werfen::V,кышка́ш,kaste
1073,fangen::V,куча́ш,fange
1074,packen::V,руалта́ш,gripe
1075,packen::V,руалта́ш,gripe tak i
1076,verstecken::V,тоя́ш,gjemme
1077,teilen::V,пӧла́ш,dele
1078,schicken::V,колта́ш,sende
1079,bringen::V,конда́ш,bringe
1080,hinzufügen::V,ешара́ш,tilføye
1081,bekommen::V,нала́ш,få
1082,erhalten::V,нала́ш,få
1083,nehmen::V,нала́ш,ta
1084,wählen::V,сайла́ш,velge
1085,auswählen::V,таҥгла́ш,velge ut
1086,bewahren::V,сакла́ш,bevare
1087,behindern::V,чаракла́ш,hindre
1088,behindern::V,чаракла́ш,forhindre
1089,verderben::V,пужа́ш,ødelegge
1090,beschädigen::V,пужа́ш,skade
1091,zerbrechen::V,пудырта́ш,brekke i stykker
1092,zerreißen::V,кӱрла́ш,rive i stykker
1093,zerstören::V,шалата́ш,ødelegge
1094,verbrennen::V,йӱлата́ш,brenne
1095,verbrennen::V,йӱлата́ш,brenne opp
1096,geben::V,пуа́ш,gi
1097,reichen::V,пуа́ш,rekke
1098,schenken::V,пӧлекла́ш,forære
1099,schenken::V,пӧлекла́ш,skjenke
1100,versprechen::V,сӧра́ш,love
1101,wünschen::V,тылана́ш,ønske
1102,loben::V,мокта́ш,rose
1103,küssen::V,шупшала́ш,kysse
1104,wiegen::V,рӱпша́ш,vogge
1105,zudecken::V,леведа́ш,dekke til
1106,wecken::V,помыжалтара́ш,vekke
1107,zeigen::V,ончыкта́ш,vise
1108,führen::V,вӱда́ш,føre
1109,lehren::V,туныкта́ш,lære
1110,unterrichten::V,туныкта́ш,undervise
1111,aufziehen::V,орышта́ш,oppdra
1112,leiten::V,вӱда́ш,lede
1113,leiten::V,вуйлата́ш,lede
1114,antreiben::V,поктыла́ш,drive på
1115,lassen::V,-та́ш,få til å
1116,einladen::V,ӱжа́ш,be
1117,einladen::V,ӱжа́ш,invitere
1118,vereinigen::V,иктешла́ш,forene
1119,besuchen::V,то́лын кая́ш,besøke
1120,treffen::V,вашлия́ш,møte
1121,treffen::V,вашлия́ш,treffe
1122,sich versammeln::V,погына́ш,forsamles
1123,sich versammeln::V,чумырга́ш,forsamles
1124,spielen::V,мода́ш,leke
1125,spielen::V,мода́ш,spille
1126,singen::V,мура́ш,synge
1127,tanzen::V,кушта́ш,danse
1128,sich trennen::V,ойырла́ш,skilles
1129,verlassen::V,кудалта́ш,forlate
1130,retten::V,утара́ш,redde
1131,bewachen::V,орола́ш,bevokte
1132,schützen::V,арала́ш,verne
1133,schützen::V,арала́ш,beskytte
1134,verteidigen::V,арала́ш,forsvare
1135,sich schlagen::V,кредала́ш,slåss
1136,schießen::V,лӱя́ш,skyte
1137,siegen::V,сеҥа́ш,seire
1138,ärgern::V,сырыкта́ш,ergre
1139,schlagen::V,пера́ш,
1140,treten::V,тошка́ш,sparke
1141,stechen::V,кера́ш,stikke
1142,stoßen::V,шӱкала́ш,støte
1143,stehlen::V,шолышта́ш,stjele
1144,stören::V,мешая́ш,forstyrre
1145,belästigen::V,толаштара́ш,plage
1146,belästigen::V,толаштара́ш,sjenere
1147,verbergen::V,шылта́ш,gjemme
1148,täuschen::V,ондала́ш,villede
1149,betrügen::V,ондала́ш,bedra
1150,töten::V,пушта́ш,drepe
1151,wohnen::V,ила́ш,bo
1152,arbeiten::V,пашалана́ш,arbeide
1153,arbeiten::V,паша́м ышта́ш,arbeide
1154,sammeln::V,пога́ш,samle
1155,pflücken::V,кӱра́ш,plukke
1156,jagen::V,сонарла́ш,jage
1157,fischen::V,кол куча́ш,fiske
1158,fassen::V,куча́ш,fange
1159,hüten::V,кӱта́ш,vokte
1160,treiben::V,покта́ш,drive
1161,anbinden::V,йолышта́ш,feste
1162,füttern::V,пукша́ш,fore
1163,melken::V,лӱшта́ш,melke
1164,hacken::V,руа́ш,hakke
1165,gießen::V,шава́ш,helle
1166,reifen::V,кӱа́ш,modne
1167,zubereiten::V,ямдыла́ш,lage
1168,zubereiten::V,ямдыла́ш,tilberede
1169,kochen::V,шолта́ш,koke
1170,backen::V,кӱкташ,bake
1171,braten::V,пуштыла́ш,steke
1172,braten::V,жаритла́ш,steke
1173,umrühren::V,луга́ш,røre om
1174,stricken::V,пида́ш,strikke
1175,nähen::V,урга́ш,sy
1176,färben::V,чиялта́ш,farge
1177,reinigen::V,эрыкта́ш,rense
1178,reinigen::V,эрыкта́ш,gjøre ren
1179,waschen::V,мушка́ш,vaske
1180,abwischen::V,ӱшта́ш,tørke av
1181,spülen::V,шӱалта́ш,spyle
1182,spülen::V,шӱалта́ш,skylle
1183,fegen::V,ӱшта́ш,feie
1184,kehren::V,ӱшта́ш,koste
1185,baden::V,йӱштыла́ш,bade
1186,sich waschen::V,мушкылта́ш,vaske seg
1187,ausziehen::V,кудаша́ш,ta av
1188,anziehen::V,чия́ш,ta på
1189,sich anziehen::V,чия́ш,kle på seg
1190,kämmen::V,шера́ш,gre
1191,kämmen::V,шера́ш,kjemme
1192,schmücken::V,тӱзата́ш,pynte
1193,schmücken::V,тӱзата́ш,smykke
1194,schmücken::V,чеверта́ш,pynte
1195,schmücken::V,чеверта́ш,smykke
1196,sagen::V,ойла́ш,si
1197,sagen::V,каласа́ш,si
1198,sprechen::V,кутыра́ш,snakke
1199,reden::V,мутлана́ш,tale
1200,reden::V,мутлана́ш,snakke
1201,sich unterhalten::V,кутыра́ш,samtale
1202,fragen::V,йода́ш,spørre
1203,bitten::V,йода́ш,be
1204,erzählen::V,ойла́ш,fortelle
1205,mitteilen::V,увертара́ш,meddele
1206,nennen::V,лӱмда́ш,kalle
1207,rufen::V,ӱжа́ш,rope
1208,prahlen::V,моктана́ш,skryte
1209,übersetzen::V,кусара́ш,oversette
1210,denken::V,шона́ш,tenke
1211,glauben::V,ӱшана́ш,tro
1212,bemerken::V,шижа́ш,bemerke
1213,bemerken::V,шижа́ш,legge merke til
1214,erkennen::V,пала́ш,gjenkjenne
1215,begreifen::V,ыҥла́ш,begripe
1216,verstehen::V,умыла́ш,forstå
1217,verstehen::V,умыла́ш,skjønne
1218,lernen::V,тунема́ш,lære
1219,wissen::V,шинча́ш,vite
1220,sich erinnern an::V,шарна́ш,huske på
1221,vergessen::V,монда́ш,glemme
1222,messen::V,виса́ш,måle
1223,zählen::V,шотла́ш,telle
1224,rechnen::V,шотла́ш,regne
1225,lesen::V,луда́ш,lese
1226,malen::V,сӱретла́ш,male
1227,zeichnen::V,сӱретла́ш,tegne
1228,schreiben::V,воза́ш,skrive
1229,besitzen::V,лия́ш,eie
1230,besitzen::V,лия́ш,inneha
1231,kaufen::V,нала́ш,kjøpe
1232,verkaufen::V,ужала́ш,selge
1233,bezahlen::V,тӱла́ш,betale
1234,zahlen::V,тӱла́ш,betale
1235,beherrschen::V,куча́ш,beherske
1236,ertragen::V,турка́ш,orke
