,Concept_ID,en,ab
777,sitzen::V,sit,атəара
778,sitzen::V,sit,атəа(заа)ра
779,liegen::V,lie,аиара
780,hängen::V,hang,акнаҳара
781,werden::V,become,аҟалара
782,passieren::V,happen,аҟалара
783,beginnen::V,begin,алагара
784,enden::V,end,алгара
785,wechseln::V,change,аҽыҧсахра
786,aufgehen[Sonne]::V,rise,агылара
787,aufgehen[Sonne]::V,rise,ахашлара
788,aufgehen[Sonne]::V,rise,аҩаҵхахара
789,untergehen[Sonne]::V,set,аҭашəара
790,scheinen[Sonne]::V,shine,акаҧхара
791,donnern::V,thunder,адыдра
792,wehen::V,blow,асра
793,strömen::V,stream,акаҭəара
794,fließen::V,flow,ацара
795,sich drehen::V,revolve,ахагьежьра
796,schwanken::V,sway,аҵысра
797,schwingen::V,swing,ахызазара
798,schwingen::V,swing,акьаандара
799,fallen::V,fall,акаҳара
800,brennen::V,burn,абылра
801,rauchen::V,smoke,ахылҵра
802,regnen::V,rain,аура
803,gefrieren::V,freeze,аҵаара
804,tauen::V,thaw,аӡҭра
805,schmelzen::V,melt,ақəӡыҭра
806,schmelzen::V,melt,аҭəара
807,trocknen::V,dry,абара
808,sieden::V,boil,ашра
809,faulen::V,rot,абаара
810,verfaulen::V,decay,абаара
811,verfaulen::V,decay,аилашра
812,reißen::V,snap,аҧжəара
813,versinken::V,sink,аӡааҟəрылара
814,vergehen::V,pass,ацара
815,erscheinen::V,appear,ацəырҵра
816,verschwinden::V,disappear,аҵашəкəара
817,sinken::V,drop,атəара
818,sinken::V,drop,алаҟəра
819,abnehmen::V,decrease,ацӡаара
820,abnehmen::V,decrease,аиҵалара
821,zunehmen::V,increase,аҽырҭбаара
822,zunehmen::V,increase,аиҵыҵра
823,zunehmen::V,increase,арацəахара
824,steigen::V,rise,азҳара
825,steigen::V,rise,ашьҭыҵра
826,steigen::V,rise,адухара
827,steigen::V,rise,ацлара
828,wachsen::V,grow,азҳара
829,glänzen::V,shine,ацыр-цырра
830,glänzen::V,shine,ацыҩ-цыҩра
831,glänzen::V,shine,аказказра
832,funkeln::V,sparkle,ашап-шапра
833,funkeln::V,sparkle,ацым-цымра
834,lärmen::V,be noisy,ашьҭыбжьгара
835,lärmen::V,be noisy,аҕьҕьаҳәа аилалара
836,läuten::V,chime,аҵəҵəасра
837,klingeln::V,ring,аҵəҵəасра
838,klirren::V,tinkle,ахьархьарра
839,klirren::V,tinkle,архьархьарра
840,brausen::V,roar,аилаҽҽара
841,brausen::V,roar,еилашуера
842,rauschen::V,rustle,
843,klingen::V,sound,агара
844,klingen::V,sound,ашьҭыбжь гара
845,bellen::V,bark,ашра
846,heulen::V,howl,ауура
847,blasen::V,blow,аҭəҳəара
848,pfeifen::V,whistle,ашəшəра
849,schreien::V,shout,аҳəҳəара
850,schreien::V,shout,ахəаара
851,schreien::V,shout,аҟаара
852,stöhnen::V,groan,ақьра
853,zittern::V,tremble,аҵыс-ҵысра
854,leben::V,be alive,аҟазаара
855,geboren werden::V,be born,Аира
856,atmen::V,breathe,аҕсыҕ лагаҩагара
857,trinken::V,drink,ажəра
858,essen::V,eat,акрыфара
859,schlucken::V,swallow,албаадара
860,müde werden::V,get tired,ааҕсара
861,einschlafen::V,fall asleep,ацəара
862,schlafen::V,sleep,ацəазаара
863,aufwachen::V,wake up,аҿыхара
864,aufstehen::V,get up,Агəылҵра
865,sich erholen::V,relax,аҧсшьара
866,krank werden::V,fall ill,ачмазаҩхара
867,krank sein::V,be ill,аҳəарҧсарра
868,schmerzen::V,ache,ахьра
869,husten::V,cough,аимҳәара
870,genesen::V,recover,абзиахара
871,genesen::V,recover,аӷəӷəахара
872,sterben::V,die,аҧсра
873,umkommen::V,perish,аҭахара
874,sich bewegen::V,move,аиҭаҵра
875,sich rühren::V,budge,ақəацара
876,sich erheben::V,stand up,аҩагылара
877,sich setzen::V,sit down,атəара
878,hinfallen::V,tumble,акаҳара
879,laufen::V,walk,аныҟəара
880,schreiten::V,pace,ашьаҿа еихгара
881,spazierengehen::V,go for a walk,анеи-ааира
882,eilen::V,rush,аццакра
883,sich beeilen::V,hurry,аццакра
884,sausen::V,dash,аҧырра
885,sausen::V,dash,иҭрысны
886,sausen::V,dash,ишьҭҟьаны ацара
887,rennen::V,run,аҩра
888,springen::V,jump,аҧара
889,klettern::V,climb,ақəлара
890,schaukeln::V,seesaw,аҟəараҟəанҽара
891,kriechen::V,creep,аҳəазара
892,schwimmen::V,swim,аӡсара
893,tauchen::V,dive,ахəӡааҵəира
894,rudern::V,row,аҵшьра
895,fahren::V,drive,акала
896,fliegen::V,fly,аҧырра
897,gehen::V,go,аиҭаҵра
898,weggehen::V,go away,ацара
899,abfahren::V,depart,адəықəлара
900,abfahren::V,depart,ацара
901,anhalten::V,stop,ааныргылара
902,hineingehen::V,go in,аҭалара
903,eintreten::V,enter,аҩналара
904,kommen::V,come,аара
905,kommen::V,come,ааира
906,ankommen::V,arrive,ааира
907,ankommen::V,arrive,аара
908,ankommen::V,arrive,анеира
909,zurückkommen::V,come back,азыхынҳəра
910,bleiben::V,stay,аанхара
911,bleiben::V,stay,анхара
912,bleiben::V,stay,аангылара
913,warten::V,wait,азҧшзаара
914,erwarten::V,wait for,азҧшра
915,suchen::V,seek,ашьҭазаара
916,suchen::V,look for,ашьҭазаара
917,finden::V,find,аҧшаара
918,versuchen::V,try,аҽазкра
919,vorbereiten::V,prepare,армазеира
920,lieben::V,love,абзиабара
921,mögen::V,like,агəаҧхара
922,lachen::V,laugh,аччара
923,rühren::V,move,арҵəуара
924,weinen::V,weep,аҵəуара
925,schimpfen::V,grumble,ацəҳара
926,sich ärgern::V,be annoyed,агəаара
927,sich fürchten::V,be afraid,аӡыӡара
928,fürchten::V,be afraid of,ацəшəара
929,fliehen::V,flee,абналара
930,fliehen::V,flee,ацəцара
931,flüchten::V,escape,абналара
932,flüchten::V,escape,ацəцара
933,sehen::V,see,абара
934,anschauen::V,look at,ахəаҧшра
935,ansehen::V,watch,ахəаҧшра
936,hören::V,hear,аҳара
937,zuhören::V,listen,азыӡырҩра
938,probieren::V,taste,аҧышəара
939,riechen::V,smell,афыҩра
940,fühlen::V,feel,анырра
941,fühlen::V,feel,ацәакырра
942,scheinen::V,seem,шәа
943,scheinen::V,seem,аацәырҵа
944,zu sehen sein::V,show,
945,vernehmen::V,hear,аҳара
946,frieren::V,be cold,ашəра
947,frieren::V,be cold,аҵаара
948,tun::V,do,аҟаҵара
949,können::V,can,алшара
950,wollen::V,want,аҭахра
951,anfangen::V,start,алагара
952,beenden::V,finish,алгара
953,aufhören::V,stop,аҟəыҵра
954,gelingen::V,succeed,аура
955,gelingen::V,succeed,аманшəалахара
956,gelingen::V,succeed,алҵра
957,geraten::V,turn out,нзаарын
958,öffnen::V,open,аартра
959,schließen::V,close,аркра
960,stellen::V,put,аргылара
961,setzen::V,place,артəара
962,legen::V,lay,ақəҵара
963,berühren::V,touch,акьысра
964,berühren::V,touch,алакьысра
965,verbinden::V,connect,аҿаҳəара
966,bedecken::V,cover,ақəршəра
967,aufhängen::V,hang up,акнаҳара
968,anzünden::V,light,аркра
969,aufheben::V,pick up,ашьҭыхра
970,zurücklassen::V,leave,аныжьра
971,verlieren::V,lose,ацəыӡра
972,fallen lassen::V,drop,ацəкаҳара
973,machen::V,make,ачаҧара
974,herstellen::V,produce,аиҵдара
975,bauen::V,build,аргылара
976,reparieren::V,mend,арҽеира
977,verbessern::V,improve,аиҕьтəра
978,ändern::V,alter,аҧсахра
979,graben::V,dig,ажра
980,beugen::V,bow,арҟəра
981,beugen::V,bow,архəара
982,biegen::V,bend,арҟəра
983,biegen::V,bend,архəара
984,drehen::V,spin,аргьежьра
985,wenden::V,turn,
986,umdrehen::V,turn around,аарҳәра
987,heben::V,raise,аҩахара
988,heben::V,raise,араҳара
989,hochheben::V,lift,ахагалара
990,hochheben::V,lift,ашьҭҳəара
991,ergreifen::V,seize,
992,halten::V,hold,акра
993,drücken::V,press,ақəрӷəӷəара
994,schieben::V,push,аҵгəара
995,schieben::V,push,агəара
996,kratzen::V,scrape,ацəҟьара
997,lecken::V,lick,арбзара
998,beißen::V,bite,ацҳара
999,abreißen::V,tear off,амжəара
1000,abschneiden::V,cut off,ахҵəара
1001,abschneiden::V,cut off,аҿахҵəара
1002,binden::V,tie,аҿаҳəара
1003,stecken::V,stick,алаҵара
1004,brechen::V,break,аҧҵəара
1005,klopfen::V,knock,асра
1006,hauen::V,hit,ақəкшара
1007,kleben::V,glue,аҷабра
1008,reiben::V,rub,арҟəыҷра
1009,streichen::V,spread,ахьшьра
1010,schleifen::V,grind,ахра
1011,schneiden::V,cut,аҧҟара
1012,rütteln::V,jolt,арҵысра
1013,schütteln::V,shake,аршəшəара
1014,schwenken::V,swing,аҟьара
1015,schütten::V,pour,аҭаҭəара
1016,füllen::V,fill,арҭəра
1017,einwickeln::V,wrap,алаҳəара
1018,tragen::V,carry,аҩагара
1019,schleppen::V,drag,арҳəазара
1020,ziehen::V,pull,ахара
1021,aufbewahren::V,keep,аҵəахра
1022,werfen::V,throw,аршəра
1023,fangen::V,catch,акра
1024,packen::V,grab,анкра
1025,packen::V,grab,аҵкаара
1026,verstecken::V,hide,аҵəахра
1027,teilen::V,divide,ашара
1028,schicken::V,send,ашьҭра
1029,bringen::V,bring,аагара
1030,hinzufügen::V,add,ацҵара
1031,bekommen::V,get,аҧшаара
1032,bekommen::V,get,архиара
1033,bekommen::V,get,аура
1034,erhalten::V,receive,аиура
1035,nehmen::V,take,агара
1036,wählen::V,choose,алҧшаара
1037,auswählen::V,select,алхра
1038,bewahren::V,preserve,
1039,behindern::V,hinder,аҧырхагахара
1040,verderben::V,spoil,алгара
1041,verderben::V,spoil,абжьыхра
1042,verderben::V,spoil,аҧхасҭатəра
1043,beschädigen::V,damage,аҧхасҭатəра
1044,zerbrechen::V,break,аҧҽра
1045,zerreißen::V,tear,аҧжəара
1046,zerstören::V,destroy,аилаҧыххаара
1047,verbrennen::V,burn,абылра
1048,geben::V,give,аҭара
1049,reichen::V,hand,аҭара
1050,schenken::V,give,аҩгара
1051,versprechen::V,promise,ақəргəыӷра
1052,wünschen::V,wish,
1053,loben::V,praise,арҽхəара
1054,küssen::V,kiss,агəӡра
1055,wiegen::V,rock,
1056,zudecken::V,cover,аҵахҩара
1057,zudecken::V,cover,ақəршəра
1058,wecken::V,wake,арҿыхара
1059,zeigen::V,show,арбара
1060,führen::V,guide,аныҟəгара
1061,lehren::V,teach,арҵара
1062,unterrichten::V,instruct,арҧхьара
1063,aufziehen::V,bring up,ааӡара
1064,leiten::V,lead,ахагылазаара
1065,antreiben::V,urge,арццакра
1066,lassen::V,let,арҟаҵара
1067,einladen::V,invite,ааҕхьара
1068,einladen::V,invite,анаҧхьара
1069,vereinigen::V,unite,аилаҵара
1070,besuchen::V,visit,абара
1071,treffen::V,meet,аҧылара
1072,sich versammeln::V,assemble,аизара
1073,spielen::V,play,ахəмарра
1074,singen::V,sing,ашəаҳəара
1075,tanzen::V,dance,акəашара
1076,sich trennen::V,separate,аилыҵра
1077,verlassen::V,leave,акажьра
1078,retten::V,rescue,Аиқəрхара
1079,bewachen::V,guard,ахьчара
1080,schützen::V,protect,ацəыхьчара
1081,verteidigen::V,defend,ахьчара
1082,sich schlagen::V,brawl,аисра
1083,schießen::V,shoot,ахысра
1084,siegen::V,win,аиааира
1085,ärgern::V,annoy,аргəаара
1086,schlagen::V,beat,асра
1087,schlagen::V,beat,аҭасра
1088,treten::V,kick,
1089,stechen::V,sting,алакшара
1090,stoßen::V,shove,агəҭасра
1091,stehlen::V,steal,аӡара
1092,stören::V,disturb,аҧырхагахара
1093,belästigen::V,bother,аргəамҵра
1094,verbergen::V,conceal,аӡара
1095,täuschen::V,deceive,ажьара
1096,betrügen::V,cheat,ажьара
1097,töten::V,kill,ашьра
1098,wohnen::V,dwell,анхара
1099,arbeiten::V,work,аусура
1100,sammeln::V,gather,аҟəшəара
1101,pflücken::V,pick,аҿыршəара
1102,pflücken::V,pick,аҿыхра
1103,jagen::V,hunt,ашəарыцара
1104,fischen::V,fish,аҧсыӡ икуеит
1105,fassen::V,catch,акра
1106,hüten::V,herd,арҳəра
1107,hüten::V,herd,ахьчара
1108,treiben::V,drive,акацара
1109,anbinden::V,tie up,адҳəалара
1110,füttern::V,feed,акырҿаҵара
1111,melken::V,milk,ахьара
1112,hacken::V,chop,аҟəаҟəара
1113,gießen::V,water,аҵаҭəара
1114,reifen::V,ripen,ашəра
1115,reifen::V,ripen,аҟалара
1116,zubereiten::V,cook,ацура
1117,kochen::V,boil,ажəра
1118,backen::V,bake,аӡра
1119,braten::V,fry,аӡра
1120,umrühren::V,stir,аилрыхра
1121,stricken::V,knit,аҧара
1122,nähen::V,sew,аӡахра
1123,färben::V,dye,ашəра
1124,reinigen::V,clean,арыцқьара
1125,waschen::V,wash,аӡәӡәара
1126,abwischen::V,wipe,арбара
1127,spülen::V,rinse,аҭыршара
1128,fegen::V,sweep,аҧссара
1129,kehren::V,sweep,
1130,baden::V,bath,аҽыкəабара
1131,sich waschen::V,wash,аҽыӡəӡəара
1132,ausziehen::V,take off,ашəыхра
1133,anziehen::V,put on,ашəҵара
1134,sich anziehen::V,get dressed,аҽеилаҳəара
1135,kämmen::V,comb,аҳəара
1136,schmücken::V,decorate,арҧшӡара
1137,sagen::V,say,аҳəара
1138,sprechen::V,speak,ацəажəара
1139,reden::V,talk,ацəажəара
1140,reden::V,talk,аицәажәара
1141,sich unterhalten::V,chat,аицәажәара
1142,fragen::V,ask,азҵаара
1143,bitten::V,request,аҳəара
1144,erzählen::V,tell,аҳəара
1145,mitteilen::V,convey,азыцҳара
1146,nennen::V,name,ахьӡҵара
1147,rufen::V,call,азҿыҭра
1148,prahlen::V,brag,аҽхəара
1149,übersetzen::V,translate,аиҭагара
1150,denken::V,think,азхəыцра
1151,glauben::V,believe,ахаҵара
1152,bemerken::V,notice,агəаҭара
1153,erkennen::V,recognize,адырра
1154,begreifen::V,grasp,аилкаара
1155,verstehen::V,understand,аҳара
1156,lernen::V,learn,аҵара
1157,wissen::V,know,адырра
1158,sich erinnern an::V,remember,агəаларшəара
1159,vergessen::V,forget,ахашҭра
1160,messen::V,measure,ашəара
1161,zählen::V,count,аҧхьаӡара
1162,rechnen::V,calculate,аҳасабра
1163,lesen::V,read,аҧхьара
1164,malen::V,paint,
1165,zeichnen::V,draw,
1166,schreiben::V,write,
1167,besitzen::V,own,амазаара
1168,kaufen::V,buy,Аахəара
1169,verkaufen::V,sell,аҭира
1170,bezahlen::V,pay for,ахҭынҵара
1171,bezahlen::V,pay for,ашəара
1172,zahlen::V,pay,ашəара
1173,beherrschen::V,rule,
1174,ertragen::V,endure,ачҳара
