,Concept_ID,el,mdf
99,Schnee::N,χιόνι,лов
100,Eis::N,πάγος,эй
101,Frost::N,παγωνία,ке́льме
102,Kälte::N,κρύο,якшама
103,Kälte::N,ψύχος,якшама
104,Hitze::N,ζέστη,пси
105,Raureif::N,πάχνη,леш
106,Regenbogen::N,ουράνιο τόξο,а́тямъёнга
107,Donner::N,βροντή,атям
108,Strömung::N,ρεύμα,шудема́
109,Tropfen::N,στάλα,путькс
110,Tropfen::N,στάλα,пътняфкс
111,Schaum::N,αφρός,шов
112,Schmutz::N,βρωμιά,ърда́з
113,See::N,λίμνη,эрьхке
114,Sumpf::N,βάλτος,шяй
115,Moor::N,έλος,шяй
116,Wiese::N,λιβάδι,луга
117,Wald::N,δάσος,вирь
118,Hügel::N,λόφος,губо́р
119,Hügel::N,λόφος,пандоня
120,Anhöhe::N,ύψωμα,губо́р
121,Berg::N,όρος,панда
122,Berg::N,βουνό,панда
123,Gipfel::N,κορυφή,пря
124,Höhle::N,σπηλιά,у́нда
125,Abhang::N,πλαγιά,па́нда ша́ма
126,Quelle::N,πηγή,эшиня
127,Quelle::N,βρύση,эшиня
128,Bach::N,ρυάκι,шудерькс
129,Fluss::N,ποτάμι,ляй
130,Fluss::N,ποταμός,ляй
131,Ufer::N,όχθη,търва́
132,Küste::N,ακτή,ляйтърва́
133,Küste::N,ακρογιαλιά,ляйтърва́
134,Festland::N,στεριά,мода
135,Meer::N,θάλασσα,моря
136,Bucht::N,κόλπος,ведьуське
137,Insel::N,νησί,цёнга
138,Insel::N,νήσος,цёнга
139,Blume::N,άνθος,панчф
140,Blume::N,λουλούδι,панчф
141,Gras::N,χόρτο,тише
142,Gras::N,χορτάρι,тише
143,Wurzel::N,ρίζα,юр
144,Wurzel::N,ρίζα,ункс
145,Baum::N,δέντρο,шуфта
146,Stamm::N,κορμός,ро́нга
147,Rinde::N,φλούδα,кер
148,Ast::N,κλαδί,морга
149,Zweig::N,κλαδί,тарад
150,Zweig::N,κλάδος,тарад
151,Blatt::N,φύλλο,лопа
152,Birke::N,σημύδα,ке́лу
153,Kiefer[Baum]::N,πεύκο,пиче
154,Weide[Baum]::N,ιτιά,каль
155,Tanne::N,έλατο,куз
156,Horn::N,κέρας,сюра
157,Horn::N,κέρατο,сюра
158,Feder::N,φτερό,толга
159,Fell::N,δέρμα,кедь
160,Fell::N,τομάρι,кедь
161,Flügel::N,πτερύγιο,паця
162,Klaue::N,κουλό,кенже
163,Kralle::N,νύχι,кенже
164,Schwanz::N,ουρά,пула
165,Ei::N,αβγό,ал
166,Nest::N,φωλιά,пиза
167,Bau::N,φωλιά,пиза
168,Tier::N,ζώο,жува́та
169,Herde::N,κοπάδι,нал
170,Herde::N,κοπάδι,стада
171,Kuh::N,αγελάδα,скал
172,Kuh::N,αγελάδα,тракс
173,Bulle::N,ταύρος,бука
174,Pferd::N,άλογο,лишме
175,Schaf::N,πρόβατο,уча́
176,Schwein::N,γουρούνι,тува
177,Hund::N,σκυλί,пине
178,Hund::N,σκύλος,пине
179,Katze::N,γάτα,катоня
180,Katze::N,γάτα,аваката
181,Bär::N,άρκτος,офта
182,Bär::N,αρκούδα,офта
183,Eichhörnchen::N,βερβερίτσα,ур
184,Elch::N,άλκη,ся́рда
185,Fuchs::N,αλεπού,келазь
186,Hase::N,λαγός,ну́мол
187,Maus::N,ποντικός,шеер
188,Wolf::N,λύκος,върьгаз
189,Vogel::N,πουλί,нармонь
190,Schwarm::N,σμήνος,ко́вол
191,Schwarm::N,σμήνος,ме́швеле
192,Huhn::N,κότα,сараз
193,Huhn::N,όρνιθα,сараз
194,Hahn::N,πετεινός,а́тякш
195,Gans::N,χήνα,маци
196,Adler::N,αετός,куцькан
197,Ente::N,πάπια,яксярга
198,Eule::N,κουκουβάγια,ко́рож
199,Kranich::N,γερανός,ка́рга
200,Krähe::N,καρακάξα,ва́рси
201,Kuckuck::N,κούκος,ку́ку
202,Schwan::N,κύκνος,ло́ксти
203,Fisch::N,ψάρι,кал
204,Barsch::N,πέρκα,о́кунь
205,Hecht::N,λούτσος,щу́ка
206,Schlange[Tier]::N,φίδι,куй
207,Wurm::N,σκουλήκι,сукс
208,Spinne::N,αράχνη,унжа́
209,Ameise::N,μυρμήγκι,панжам
210,Laus::N,ψείρα,си
211,Mücke::N,κουνούπι,ся́ське
212,Fliege::N,μύγα,кару
213,Schmetterling::N,πεταλούδα,ме́лав
214,Beere::N,ρόγα,и́мож
215,Apfel::N,μήλο,марь
216,Pilz::N,μανιτάρι,панга
217,Zwiebel::N,κρεμμύδι,шурьхкя́
218,Saat::N,σπόρος,видьмот
219,Korn::N,σπυρί,сёра
220,Heu::N,σανός,тише
221,Schale::N,τσόφλι,кедь
222,Grube::N,λάκκος,лотка
223,Falle::N,παγίδα,туфкс
224,Falle::N,παγίδα,кунда́ма
225,Schlinge::N,θηλειά,килькш
226,Spur::N,ίχνος,пильгоки́
227,Asche::N,στάχτη,кулу
228,Dreck::N,βρωμιά,ърда́з
229,Eisen::N,σίδερο,кшни
230,Gold::N,μάλαμα,ока
231,Gold::N,μάλαμα,золота
232,Gold::N,χρυσάφι,ока
233,Gold::N,χρυσάφι,золота
234,Silber::N,ασήμι,сия́
235,Silber::N,άργυρος,сия́
236,Kohle::N,κάρβουνο,седь
237,Kohle::N,κάρβουνο,седьвальмя
238,Glas::N,γυαλί,кля́нцек
239,Lehm::N,πηλός,сёвонь
240,Sand::N,άμμος,шува́р
241,Mensch::N,άνθρωπος,ломань
242,Mann::N,άνδρας,аля
243,Mann::N,άνδρας,цёраломань
244,Frau::N,γυναίκα,ава
245,Kind::N,παιδί,идь
246,Kind::N,παιδί,шаба
247,Junge::N,αγόρι,цёраня
248,Mädchen::N,κοπέλα,стирня́
249,Mädchen::N,κορίτσι,стирня́
250,Familie::N,οικογένεια,тнал
251,Familie::N,οικογένεια,семья
252,Großvater::N,παππούς,атя
253,Großvater::N,παππούς,щя́тя
254,Großmutter::N,γιαγιά,баба
255,Eltern::N,γονείς,тя́дят-а́лят
256,Vater::N,πατέρας,аля
257,Mutter::N,μητέρα,ава
258,Mutter::N,μητέρα,тядя
259,Sohn::N,γιος,цёра
260,Tochter::N,κόρη,стирь
261,Bruder::N,αδελφός,дуган
262,Bruder::N,αδελφός,пяльне
263,Schwester::N,αδελφή,ака
264,Schwester::N,αδελφή,сазор
265,Onkel::N,θείος,оця
266,Onkel::N,θείος,патя
267,Onkel::N,θείος,щеня́
268,Tante::N,θεία,ака
269,Tante::N,θεία,щака
270,Ehemann::N,σύζυγος,мирде
271,Ehefrau::N,σύζυγος,ърьвя́
272,Freude::N,χαρά,ке́нярдема
273,Gelächter::N,γέλια,рахсема
274,Glück::N,ευτυχία,паваз
275,Kummer::N,έγνοια,ризф
276,Kummer::N,έγνοια,пичефкс
277,Wunsch::N,επιθυμία,мяль
278,Wunsch::N,επιθυμία,таколдома
279,Lust::N,όρεξη,таколдома
280,Geist::N,πνέυμα,вайме
281,Gedanke::N,σκέψη,мяль
282,Gedächtnis::N,μνήμη,прявий
283,Verstand::N,νους,прявий
284,Sinn::N,νόημα,ён
285,Grund::N,λόγος,туфта́л
286,Wahrheit::N,αλήθεια,ви́де
287,Wahrheit::N,αλήθεια,видеши́
288,Gespräch::N,συνομιλία,корхтама
289,Märchen::N,παραμύθι,ёфкс
290,Erzählung::N,διήγημα,азкс
291,Nachricht::N,είδηση,куля́
292,Neuigkeit::N,νέο,куля́
293,Name::N,όνομα,лем
294,Rätsel::N,αίνιγμα,со́дама ёфкс
295,Rede::N,λόγος,вал
296,Rede::N,λόγος,корхтама
297,Rede::N,ομιλία,вал
298,Rede::N,ομιλία,корхтама
299,Sprache::N,γλώσσα,кяль
300,Stimme::N,φωνή,вайгяль
301,Wort::N,λέξη,вал
302,Zeichen::N,σημείο,тя́ште
303,Zeichen::N,σημείο,тя́штькс
304,Ruf::N,κραυγή,тердема
305,Lärm::N,θόρυβος,гайф
306,Lärm::N,θόρυβος,жалакодома
307,Laut::N,ήχος,вайгяль
308,Ton::N,ήχος,вайгяль
309,Ton::N,τόνος,вайгяль
310,Lied::N,τραγούδι,мора
311,Ruhe::N,ησυχία,сетьме
312,Leute::N,κόσμος,ломатть
313,Leute::N,άνθρωποι,ломатть
314,Volk::N,λαός,наро́д
315,Arbeit::N,εργασία,тев
316,Gast::N,επισκέπτης,и́нжи
317,Gast::N,επισκέπτης,ко́нак
318,Geschenk::N,δώρο,казне
319,Spiel::N,παιχνίδι,налхкома
320,Spiel::N,παιχνίδι,налхксема
321,Gesellschaft::N,κοινωνία,кружок
322,Hilfe::N,βοήθεια,лездома
323,Freund::N,φίλος,я́лга
324,Kamerad::N,σύντροφος,я́лга
325,Angelegenheit::N,υπόθεση,тев
326,Anzahl::N,αριθμός,лувкс
327,Art::N,είδος,вид
328,Stück::N,κομμάτι,пакш
329,Teil::N,μέρος,часть
330,Teil::N,μέρος,пялькс
331,Hälfte::N,μισό,пяле
332,Kreis::N,κύκλος,шаркс
333,Kreuz::N,σταυρός,крёз
334,Linie::N,γραμμή,межа
335,Linie::N,γραμμή,китькс
336,Strich::N,γραμμή,межа
337,Abstand::N,απόσταση,ётка
338,Entfernung::N,απόσταση,ётка
339,Gegend::N,περιοχή,ва́ста
340,Gegend::N,περιοχή,перьфпя́ль
341,Gegend::N,τοποθεσία,ва́ста
342,Gegend::N,τοποθεσία,перьфпя́ль
343,Platz::N,χώρος,ва́ста
344,Ort::N,τόπος,ва́ста
345,Seite::N,πλευρά,пяле
346,Mitte::N,μέση,кучка́
347,Gegenstand::N,αντικείμενο,веща
348,Sache::N,πράγμα,тев
349,Sache::N,πράγμα,веща
350,Rand::N,άκρη,пе
351,Rand::N,χείλος,пе
352,Kante::N,άκρη,и́рдез
353,Ecke::N,γωνιά,ужа
354,Spitze::N,μύτη,пря
355,Ende::N,άκρη,пе
356,Loch::N,τρύπα,варя
357,Winkel::N,γωνία,ужа
358,Muster::N,σχέδιο,сёрма
359,Größe::N,μέγεθος,серь
360,Länge::N,μήκος,кува́лма
361,Höhe::N,ύψος,серь
362,Gewicht::N,βάρος,сталма
363,Menge::N,ποσότητα,лувкс
364,Haufen::N,σωρός,мар
365,Reihe::N,αράδα,ряд
366,Boot::N,βάρκα,венеж
367,Ruder::N,κουπί,миле
368,Schlitten::N,έλκηθρο,ну́рда
369,Ski::N,σκι,сокс
370,Lagerfeuer::N,φωτιά,то́лмар
371,Last::N,φορτίο,канкс
372,Last::N,φορτίο,сталма
373,Gang::N,δρόμος,молема
374,Schritt::N,βήμα,аськолкс
375,Norden::N,βορράς,якшама шире
376,Süden::N,νότος,ля́мбе ши́ре
377,Westen::N,δύση,ши валгома шире
378,Osten::N,ανατολή,шинь стяма шире
379,Holz::N,ξύλο,вирь
380,Holz::N,ξύλο,шуфта
381,Brett::N,σανίδι,лавця
382,Platte::N,πλάκα,плита́
383,Stütze::N,στήριγμα,неже
384,Stange::N,ραβδί,олга
385,Stange::N,κοντός,олга
386,Stock::N,ξύλο,байдек
387,Stock::N,μπαστούνι,байдек
388,Stab::N,ραβδί,олгоня
389,Rohr::N,σωλήνας,турама
390,Haus::N,σπίτι,куд
391,Heim::N,σπίτι,куд
392,Ofen::N,σόμπα,пянакуд
393,Ofen::N,θερμάστρα,пянакуд
394,Fußboden::N,πάτωμα,кия́кс
395,Tisch::N,τραπέζι,шра
396,Tisch::N,τραπέζι,моркш
397,Stuhl::N,καρέκλα,стул
398,Wiege::N,κούνια,нюря́м
399,Bett::N,κρεβάτι,ацам
400,Regal::N,ράφι,лавцяланга
401,Kiste::N,κιβώτιο,парга
402,Fenster::N,παράθυρο,валмья
403,Tür::N,πόρτα,кенкш
404,Tor::N,πύλη,ортат
405,Zaun::N,φράχτης,перяфкс
406,Dach::N,στέγη,кудпря
407,Leiter::N,σκάλα,куцема
408,Leiter::N,κλίμακα,куцема
409,Besen::N,σκούπα,тяльме
410,Spaten::N,φτυάρι,ка́йме
411,Schaufel::N,φτυάρι,ко́поня
412,Schaufel::N,φτυάρι,ця́рдом
413,Gabel::N,πιρούνι,ця́нгоня
414,Löffel::N,κουτάλι,куцю
415,Messer::N,μαχαίρι,пеель
416,Nagel::N,καρφί,эска
417,Netz::N,δίχτυ,
418,Haken::N,γάντζος,кя́чказ
419,Haken::N,αγκίστρι,кя́чказ
420,Griff::N,λαβή,недь
421,Griff::N,λαβή,кунда́мка
422,Schloss::N,κλειδαριά,замо́к
423,Bild::N,εικόνα,карти́на
424,Figur::N,ανάστημα,ронга-понда
425,Puppe::N,κούκλα,ня́ка
426,Beutel::N,πουγγί,кяскав
427,Bündel::N,δεμάτι,кярьме
428,Tasche::N,τσάντα,кошяльня
429,Eimer::N,κουβάς,ве́дарка
430,Deckel::N,καπάκι,тавадкс
431,Deckel::N,καπάκι,вельхкс
432,Geschirr::N,σκεύη,кядьге
433,Sack::N,σάκος,кяскав
434,Tasse::N,φλιτζάνι,ша́ваня
435,Topf::N,χύτρα,кавозь
436,Kessel::N,καζάνι,сргавозь
437,Essen::N,φαγητό,ярхцама
438,Nahrung::N,τροφή,ярхцампяль
439,Speise::N,φαγητό,ярхцама
440,Fleisch::N,κρέας,пал
441,Fleisch::N,κρέας,сиволь
442,Getreide::N,σιτάρι,сёра
443,Brei::N,χυλός,ям
444,Brot::N,ψωμί,кши
445,Brot::N,άρτος,кши
446,Scheibe::N,φέτα,кочам
447,Fett::N,πάχος,куя́
448,Butter::N,βούτυρο,вай
449,Öl::N,λάδι,вай
450,Salz::N,αλάτι,сал
451,Suppe::N,σούπα,шонгарям
452,Suppe::N,σούπα,коршампяль
453,Honig::N,μέλι,медь
454,Milch::N,γάλα,лофца
455,Tee::N,τσάι,чай
456,Leder::N,πετσί,кедь
457,Wolle::N,μαλλί,пона
458,Stoff::N,ύφασμα,котф
459,Nadel::N,βελόνα,салмокс
460,Faden::N,κλωστή,сюре
461,Knopf::N,κουμπί,пуня
462,Knoten::N,κόμπος,сюлма
463,Farbe::N,μπογιά,архтомбяль
464,Kleidung::N,ρούχα,щам
465,Kleidung::N,ενδυμασία,щам
466,Hemd::N,πουκάμισο,па́нар
467,Kragen::N,κολάρο,сиве
468,Ärmel::N,μανίκι,ожа
469,Hose::N,πανταλόνι,понкст
470,Gürtel::N,ζώνη,каркс
471,Mütze::N,σκούφος,вазь
472,Schuh::N,παπούτσι,башма́к
473,Stiefel::N,μπότα,кя́ме
474,Ring::N,δαχτυλίδι,суркс
475,Band::N,κορδέλα,керькс
476,Band::N,κορδέλα,лента
477,Kamm::N,χτένα,сюрьхцем
478,Spiegel::N,καθρέφτης,ванома
479,Riemen::N,λουρί,шнань каркс
480,Schnur::N,κορδόνι,пикс
481,Schnur::N,κορδόνι,карькскя
482,Leine::N,σχοινί,вядьме
483,Decke::N,κουβέρτα,вельхкс
484,Kissen::N,μαξιλάρι,тоду
485,Tuch::N,πανί,руця́
486,Tuch::N,μαντήλι,руця́
487,Handtuch::N,πετσέτα,на́рдама
488,Kraft::N,δύναμη,вий
489,Stärke::N,ισχύς,вииши
490,Stärke::N,δύναμη,вииши
491,Gesundheit::N,υγεία,шумбраши́
492,Krankheit::N,αρρώστια,урма́
493,Krankheit::N,αρρώστια,сярядема
494,Schmerz::N,πόνος,маряма
495,Wunde::N,πληγή,керф
496,Fieber::N,πυρετός,маштыкс
497,Arznei::N,φάρμακο,надо́бья
498,Arznei::N,φάρμακο,пъчка́фтома
499,Brücke::N,γέφυρα,седь
500,Brunnen::N,πηγάδι,эши
501,Weide::N,βοσκή,ванома васта
502,Pfad::N,μονοπάτι,ян
503,Pfad::N,μονοπάτι,киня́
504,Weg::N,δρόμος,ки
505,Straße::N,οδός,ки
506,Straße::N,δρόμος,ки
507,Dorf::N,χωριό,веле
508,Stadt::N,πόλη,ош
509,Brief::N,γράμμα,сёрма
510,Brief::N,επιστολή,сёрма
511,Buch::N,βιβλίο,книга
512,Buchstabe::N,γράμμα,бу́ква
513,Zeitung::N,εφημερίδα,газе́та
514,Leben::N,ζωή,эряф
515,Leben::N,ζωή,эряма
516,Leben::N,βίος,эряф
517,Leben::N,βίος,эряма
518,Tod::N,θάνατος,кулома́
519,Grab::N,τάφος,калма
520,Kirche::N,εκκλησία,це́рькав
521,Sünde::N,αμαρτία,пежеть
522,Sünde::N,αμαρτία,муворкс
523,Gott::N,θεός,шкай
524,Arbeiter::N,εργάτης,трудендай
525,Arbeiter::N,εργάτης,работник
526,Chef::N,προϊστάμενος,азор
527,Chef::N,προϊστάμενος,оцюня
528,Meister::N,μάστορας,мастяр
529,Meister::N,αρχιτεχνίτης,мастяр
530,Arzt::N,γιατρός,врач
531,Arzt::N,γιατρός,доктор
532,Lehrer::N,δάσκαλος,учи́тель
533,Geld::N,λεφτά,ярмакт
534,Geld::N,χρήματα,ярмакт
535,Geschäft::N,συναλλαγή,ладяфкс
536,Geschäft::N,συναλλαγή,ладяф тев
537,Laden::N,μαγαζί,ла́вка
538,Laden::N,κατάστημα,ла́вка
539,Preis::N,τιμή,питне
540,Ware::N,εμπόρευμα,миф
541,Ware::N,εμπόρευμα,ра́маф
542,Nutzen::N,όφελος,пара
543,Nutzen::N,όφελος,лезкс
544,Reichtum::N,πλούτος,ко́зяши
545,Welt::N,κόσμος,свет
546,Land::N,χώρα,мастор
547,Staat::N,κράτος,государства
548,Staat::N,πολιτεία,государства
549,König::N,βασιλιάς,король
550,Macht::N,εξουσία,азорондама
551,Macht::N,εξουσία,азорксши
552,Grenze::N,σύνορα,ёткаян
553,Krieg::N,πόλεμος,война́
554,Feind::N,εχθρός,душман
555,Feind::N,εχθρός,каршек тюри
556,Gewalt::N,βία,наругама
557,Kampf::N,αγώνας,тюрема́
558,Bogen[Waffe]::N,τόξο,нал
559,Pfeil::N,σαΐτα,нал
560,Gewehr::N,τουφέκι,винто́вка
561,Fehler::N,λάθος,эльбядькс
562,Fehler::N,σφάλμα,эльбядькс
563,Lüge::N,ψέμα,васькафнема
564,Lüge::N,ψεύδος,васькафнема
565,Schaden::N,ζημία,зия́н
566,Unglück::N,δυστυχία,зия́н
567,Schuld::N,ενοχή,муворши
568,Schuld::N,φταίξιμο,муворши
569,Alter::N,ηλικία,эряф кизот
570,Alter::N,ηλικία,эряфонь пинге
571,Schluss::N,τέλος,пе
572,Zeit::N,χρόνος,пинге
573,Tag::N,μέρα,ши
574,Tag::N,ημέρα,ши
575,Morgen::N,πρωί,шобдава
576,Mittag::N,μεσημέρι,шикучка
577,Abend::N,βράδυ,иля́дь
578,Nacht::N,νύχτα,ве
579,Woche::N,εβδομάδα,недя́ля
580,Monat::N,μήνας,ков
581,Jahr::N,έτος,киза
582,Jahr::N,χρόνος,киза
583,Frühling::N,άνοιξη,тунда́
584,Sommer::N,καλοκαίρι,киза
585,Herbst::N,φθινόπωρο,сёксе
586,Winter::N,χειμώνας,тяла
587,Januar::N,Ιανουάριος,кельмеков
588,Februar::N,Φεβρουάριος,уфайков
589,März::N,Μάρτιος,марайков
590,April::N,Απρίλιος,шудиков
591,Mai::N,Μάιος,панжиков
592,Juni::N,Ιούνιος,лямбеков
593,Juli::N,Ιούλιος,псиков
594,August::N,Αύγουστος,сёроньков
595,September::N,Σεπτέμβριος,тюжягов
596,Oktober::N,Οκτώβριος,кельмазаков
597,November::N,Νοέμβριος,эйндамков
598,Dezember::N,Δεκέμβριος,кучкаков
599,Montag::N,Δευτέρα,одговши
600,Dienstag::N,Τρίτη,ша́вши
601,Mittwoch::N,Τετάρτη,вержи
602,Donnerstag::N,Πέμπτη,шува́ланя
603,Freitag::N,Παρασκευή,пя́денця
604,Samstag::N,Σάββατο,ёткши
605,Sonntag::N,Κυριακή,таргоши
606,groß::A,μεγάλος,оцю
607,klein::A,μικρός,ёмла
608,lang::A,μακρύς,кува́ка
609,kurz::A,κοντός,нюрьхкя́ня
610,breit::A,φαρδύς,кели
611,schmal::A,στενός,тяйня
612,dicht::A,πυκνός,сиде
613,dicht::A,πυκνός,туста
614,dick[Gegenstand]::A,παχύς,эчке
615,dick[Gegenstand]::A,χοντρός,эчке
616,dünn::A,ψιλός,шува́ня
617,dünn::A,λεπτός,шува́ня
618,fein::A,ψιλός,шува́ня
619,fest::A,στερεός,кеме
620,flach::A,επίπεδος,лапш
621,glatt::A,λείος,вадяв
622,glatt::A,λείος,такор
623,glatt::A,ομαλός,вадяв
624,glatt::A,ομαλός,такор
625,hart::A,σκληρός,калгода
626,weich::A,μαλακός,ляпе
627,rund::A,στρογγυλός,кру́глай
628,spitz::A,μυτερός,ботаз
629,spitz::A,μυτερός,оржа
630,scharf::A,κοφτερός,оржа
631,stumpf::A,αμβλύς,ношка
632,schwer::A,βαρύς,стака
633,schön::A,ωραίος,мазы
634,schön::A,όμορφος,мазы
635,heiß::A,ζεστός,пси
636,warm::A,θερμός,лямбе
637,kalt::A,κρύος,кельме
638,kalt::A,ψυχρός,кельме
639,kühl::A,δροσερός,эше
640,frisch::A,νωπός,свежай
641,frisch::A,φρέσκος,свежай
642,feucht::A,υγρός,летьке
643,nass::A,βρεγμένος,начка
644,trocken::A,ξηρός,коське
645,trocken::A,στεγνός,коське
646,voll::A,γεμάτος,пяшксе
647,leer::A,άδειος,шава
648,offen::A,ανοιχτός,панжада
649,offen::A,ανοιχτός,виде
650,geschlossen::A,κλειστός,пякстаф
651,geschlossen::A,κλειστός,сёлгф
652,sauber::A,καθαρός,ару
653,schmutzig::A,βρώμικος,рда́зу
654,schmutzig::A,βρώμικος,пя́ндра
655,schmutzig::A,λερωμένος,рда́зу
656,schmutzig::A,λερωμένος,пя́ндра
657,roh::A,ωμός,верок
658,reif::A,ώριμος,ке́нерьф
659,lecker::A,νόστιμος,танцти
660,süß::A,γλυκός,ламбама
661,bitter::A,πικρός,сяпи
662,sauer::A,ξινός,шапама
663,hell::A,φωτεινός,валда
664,dunkel::A,σκοτεινός,шобда
665,schwarz::A,μαύρος,равжа
666,schwarz::A,μελανός,равжа
667,weiß::A,άσπρος,акша
668,rot::A,κόκκινος,якстерь
669,gelb::A,κίτρινος,тюжя́
670,blau::A,μπλε,сенем
671,blau::A,γαλανός,сенем
672,grün::A,πράσινος,пиже
673,grün::A,πράσινος,сянгяря
674,grau::A,γκρίζος,уле
675,bunt::A,ποικιλόχρωπος,сёрмав
676,billig::A,φτηνός,у́цез
677,billig::A,φτηνός,аф пи́тни
678,teuer::A,ακριβός,пи́тни
679,wertvoll::A,πολύτιμος,питни
680,blind::A,τυφλός,сокор
681,taub::A,κουφός,пярав
682,kräftig::A,δυνατός,пяк вии
683,stark::A,γερός,вии
684,schwach::A,αδύνατος,лафча
685,fett::A,παχύς,куя́
686,schlank::A,λεπτός,виде ронга
687,schlank::A,λυγερός,виде ронга
688,hübsch::A,όμορφος,мазы
689,hübsch::A,χαριτωμένος,мазы
690,böse::A,κακός,кяжи
691,dumm::A,κουτός,аф ёню
692,dumm::A,κουτός,шава пря
693,dumm::A,ανόητος,аф ёню
694,dumm::A,ανόητος,шава пря
695,faul::A,τεμπέλης,нола
696,fleißig::A,εργατικός,ку́лхцонды
697,geizig::A,τσιγγούνης,кирьжя
698,geizig::A,τσιγγούνης,жаднай
699,klug::A,έξυπνος,ёню
700,klug::A,έξυπνος,пря́ви
701,geschickt::A,επιδέξιος,маштозь тиф
702,lieb::A,φίλος,цебярь
703,lieb::A,αγαπητός,цебярь
704,lustig::A,εύθυμος,ра́хси
705,lustig::A,χαρούμενος,ра́хси
706,sanft::A,ήπιος,сетьме
707,hungrig::A,πεινασμένος,вача
708,hungrig::A,πεινασμένος,вачеда
709,krank::A,άρρωστος,сяряди
710,nackt::A,γυμνός,штада
711,nackt::A,γυμνός,кърхтапа
712,traurig::A,λυπημένος,ла́жнай
713,lebendig::A,ζωντανός,эряй
714,gut::A,καλός,пара
715,gut::A,καλός,цебярь
716,schlecht::A,κακός,кальдяв
717,richtig::A,σωστός,виде
718,schlimm::A,άσχημος,кальдяв
719,wahr::A,αληθής,афкуксонь
