,Concept_ID,he,tr
809,hinauf::ADV,למעלה,yukarıya
810,überall::ADV,בכל מקום,her yerde
811,nicht::ADV,לא,-mi-
812,nicht::ADV,לא,değil
813,ein wenig::ADV,קצת,biraz
814,kaum::ADV,בקשי,dar
815,kaum::ADV,בקשי,hemen hemen değil
816,sehr::ADV,מאוד,pek
817,sehr::ADV,מאוד,gayet
818,so::ADV,כך,öyle
819,so::ADV,כך,böyle
820,so::ADV,ככה,öyle
821,so::ADV,ככה,böyle
822,noch::ADV,עוד,hâlâ
823,noch::ADV,עוד,henüz
824,noch::ADV,עדין,hâlâ
825,noch::ADV,עדין,henüz
826,nur::ADV,רק,ancak
827,nur::ADV,רק,yalnız
828,schon::ADV,כבר,çoktan
829,wieder::ADV,שוב,tekrar
830,wieder::ADV,שוב,yeniden
831,vergebens::ADV,לריק,boşuna
832,vergebens::ADV,לשוא,boşuna
833,vor::PRP,מול,önünde
834,hinter::PRP,מאחורי,arkasında
835,unter::PRP,מתחת,altında
836,durch::PRP,דרך,sayesinde
837,durch::PRP,דרך,ortasından
838,neben::PRP,ליד,yanında
839,neben::PRP,על-יד,yanında
840,zwischen::PRP,בין,arasında
841,wegen::PRP,בשל,dolayı
842,wegen::PRP,בגלל,dolayı
843,dies::PRN,זה,bu
844,das::PRN,זה,o
845,das::PRN,זה,şu
846,alles::PRN,הכל,hepsi
847,alles::PRN,הכל,her şey
848,ich::PRN,אני,ben
849,du::PRN,את,sen
850,du::PRN,אתה,sen
851,er::PRN,הוא,o
852,wir::PRN,אנחנו,biz
853,ihr::PRN,לה,siz
854,sie::PRN,הם,onlar
855,was::FPRN,מה,ne
856,wer::FPRN,מי,kim
857,wo::FADV,איפה,nerede
858,wohin::FADV,לאן,nereye
859,wie::FADV,איך,nasıl
860,warum::FADV,למה,neden
861,wieviel::FNUM,כמה,kaç
862,wieviel::FNUM,כמה,ne kadar
863,eins::NUM,אחד,bir
864,zwei::NUM,שתים,iki
865,drei::NUM,שלושה,üç
866,vier::NUM,ארבעה,dört
867,fünf::NUM,חמשה,beş
868,sechs::NUM,ששה,altı
869,sieben::NUM,שבעה,yedi
870,acht::NUM,שמונה,sekiz
871,neun::NUM,תשעה,dokuz
872,zehn::NUM,עשרה,on
873,elf::NUM,אחת עשרה,on bir
874,zwölf::NUM,שתים עשרה,on iki
875,zwanzig::NUM,עשרים,yirmi
876,dreißig::NUM,שלושים,otuz
877,vierzig::NUM,ארבעים,kırk
878,fünfzig::NUM,חמשים,elli
879,sechzig::NUM,ששים,altmış
880,siebzig::NUM,שבעים,yetmiş
881,achtzig::NUM,שמונים,seksen
882,neunzig::NUM,תשעים,doksan
883,hundert::NUM,מאה,yüz
884,tausend::NUM,אלף,bin
885,und::CNJ,ו,ve
886,und::CNJ,ו,ile
887,oder::CNJ,או,ya
888,oder::CNJ,או,yahut
889,stehen::V,עמד,durmak
890,sitzen::V,ישב,oturmak
891,liegen::V,שכב,yatmak
892,hängen::V,היה תלוי,asılı olmak
893,werden::V,הפך ל,olmak
894,werden::V,הפך ל,olunmak
895,passieren::V,קרה,olmak
896,beginnen::V,התחיל,başlamak
897,enden::V,הסתים,bitmek
898,enden::V,הסתים,sona ermek
899,wechseln::V,השתנה,değişmek
900,aufgehen[Sonne]::V,זרח,doğmak
901,untergehen[Sonne]::V,שקע,batmak
902,scheinen[Sonne]::V,בהק,parlamak
903,donnern::V,רעם,gök gürlemek
904,wehen::V,נשב,esmek
905,strömen::V,זרם,akmak
906,fließen::V,זרם,akmak
907,sich drehen::V,הסתובב,dönmek
908,schwanken::V,התנודד,sallanmak
909,schwingen::V,התנענע,titremek
910,fallen::V,נפל,düşmek
911,brennen::V,בער,yanmak
912,rauchen::V,עשן,tütmek
913,regnen::V,ירד גשם,yağmak
914,gefrieren::V,קפא,donmak
915,tauen::V,נמס,erimek
916,schmelzen::V,התיך,erimek
917,trocknen::V,התיבש,kurumak
918,sieden::V,רתח,kaynamak
919,faulen::V,רקב,çürümek
920,verfaulen::V,רקב,çürümek
921,reißen::V,נקרע,yırtılmak
922,versinken::V,טבע,batmak
923,vergehen::V,עבר,geçmek
924,erscheinen::V,נגלה,görünmek
925,erscheinen::V,הופיע,görünmek
926,verschwinden::V,נעלם,kaybolmak
927,sinken::V,ירד,inmek
928,abnehmen::V,הפחית,azalmak
929,zunehmen::V,רבה,artmak
930,zunehmen::V,רבה,çoğalmak
931,steigen::V,עלה,artmak
932,steigen::V,עלה,yükselmek
933,wachsen::V,גדל,büyümek
934,wachsen::V,גדל,gelişmek
935,glänzen::V,נצץ,parlamak
936,glänzen::V,בהק,parlamak
937,funkeln::V,נצנץ,parıldamak
938,lärmen::V,רעש,gürültü yapmak
939,läuten::V,צלצל,çalmak
940,klingeln::V,צלצל,zil çalmak
941,klirren::V,קרקש,şakırdamak
942,klirren::V,קרקש,zangırdamak
943,brausen::V,געש,köpürmek
944,brausen::V,געש,kükremek
945,rauschen::V,רשרש,fışırdamak
946,klingen::V,נשמע,tınlamak
947,bellen::V,נבח,havlamak
948,heulen::V,ילל,ulumak
949,blasen::V,נשף,üflemek
950,pfeifen::V,שרק,düdük çalmak
951,schreien::V,צעק,bağırmak
952,schreien::V,צעק,haykırmak
953,stöhnen::V,נאנק,inlemek
954,zittern::V,רעד,titremek
955,leben::V,חי,yaşamak
956,leben::V,חי,hayatta olmak
957,geboren werden::V,נולד,doğmak
958,atmen::V,נשם,solunmak
959,atmen::V,נשם,nefes almak
960,trinken::V,שתה,içmek
961,essen::V,אכל,yemek
962,schlucken::V,בלע,yutmak
963,müde werden::V,התעיף,yorulmak
964,einschlafen::V,נרדם,uykuya dalmak
965,schlafen::V,ישן,uyumak
966,aufwachen::V,התעורר,uyanmak
967,aufstehen::V,קם,kalkmak
968,aufstehen::V,קם,yataktan kalkmak
969,sich erholen::V,נפש,dinlenmek
970,krank werden::V,חלה,hastalanmak
971,krank sein::V,היה חולה,hasta olmak
972,schmerzen::V,כאב,ağrımak
973,husten::V,השתעל,öksürmek
974,genesen::V,הבריא,şifa bulmak
975,sterben::V,מת,ölmek
976,sterben::V,מת,vefat etmek
977,umkommen::V,נספה,ölmek
978,sich bewegen::V,נע,hareket etmek
979,sich rühren::V,זז,kımıldanmak
980,sich erheben::V,קם,kalkmak
981,sich erheben::V,קם,ayağa kalkmak
982,sich setzen::V,התישב,oturmak
983,hinfallen::V,נפל,yere düşmek
984,laufen::V,הלך ברגל,yürümek
985,schreiten::V,פסע,yürümek
986,schreiten::V,פסע,adım atmak
987,spazierengehen::V,טיל,gezmek
988,spazierengehen::V,טיל,dolaşmak
989,eilen::V,אץ,seğirtmek
990,eilen::V,מהר,seğirtmek
991,sich beeilen::V,מהר,acele etmek
992,sausen::V,אץ,hızla gitmek
993,rennen::V,רץ,koşmak
994,springen::V,קפץ,atlamak
995,springen::V,קפץ,sıçramak
996,klettern::V,טפס,tırmanmak
997,schaukeln::V,התנדנד,sallanmak
998,kriechen::V,זחל,sürünmek
999,schwimmen::V,שחה,yüzmek
1000,tauchen::V,צלל,dalmak
1001,rudern::V,חתר,kürek çekmek
1002,fahren::V,נסע,gitmek
1003,fliegen::V,עף,uçmak
1004,gehen::V,הלך,gitmek
1005,weggehen::V,עזב,gitmek
1006,abfahren::V,יצא,kalkmak
1007,anhalten::V,עצר,durmak
1008,hineingehen::V,נכנס,içeri girmek
1009,eintreten::V,נכנס,girmek
1010,kommen::V,בא,gelmek
1011,ankommen::V,הגיע,varmak
1012,zurückkommen::V,שב,dönmek
1013,zurückkommen::V,חזר,dönmek
1014,bleiben::V,נשאר,kalmak
1015,warten::V,חכה,beklemek
1016,warten::V,המתין,beklemek
1017,erwarten::V,צפה,beklemek
1018,suchen::V,חפש,aramak
1019,finden::V,מצא,bulmak
1020,versuchen::V,נסה,denemek
1021,vorbereiten::V,הכין,hazırlamak
1022,lieben::V,אהב,sevmek
1023,mögen::V,אהב,beğenmek
1024,lachen::V,צחק,gülmek
1025,rühren::V,נגע ללב,dokunmak
1026,rühren::V,נגע ללב,duygulandırmak
1027,weinen::V,בכה,ağlamak
1028,schimpfen::V,גער,küfretmek
1029,sich ärgern::V,זעם,kızmak
1030,sich ärgern::V,כעס,kızmak
1031,sich fürchten::V,פחד,korkmak
1032,sich fürchten::V,חשש,korkmak
1033,fürchten::V,פחד מ,korkmak
1034,fürchten::V,חשש מ,korkmak
1035,fliehen::V,ברח,kaçmak
1036,flüchten::V,נמלט,kaçmak
1037,sehen::V,ראה,görmek
1038,anschauen::V,הביט,seyretmek
1039,ansehen::V,התבונן,bakmak
1040,hören::V,שמע,duymak
1041,hören::V,שמע,işitmek
1042,zuhören::V,הקשיב,dinlemek
1043,probieren::V,נסה,denemek
1044,probieren::V,נסה,tadına bakmak
1045,riechen::V,הריח,kokusunu almak
1046,fühlen::V,חש,duymak
1047,fühlen::V,חש,hissetmek
1048,scheinen::V,נדמה,görünmek
1049,zu sehen sein::V,נראה,görünmek
1050,vernehmen::V,נודע ל,haber almak
1051,frieren::V,קר ל,üşümek
1052,tun::V,פעל,etmek
1053,tun::V,פעל,yapmak
1054,können::V,יכל,bilmek
1055,wollen::V,רצה,istemek
1056,anfangen::V,התחיל,başlamak
1057,beenden::V,גמר,bitirmek
1058,aufhören::V,סים,bitmek
1059,gelingen::V,הצליח,başarmak
1060,geraten::V,עלה,düşmek
1061,öffnen::V,פתח,açmak
1062,schließen::V,סגר,kapamak
1063,stellen::V,העמיד,koymak
1064,setzen::V,הושיב,koymak
1065,setzen::V,הושיב,oturtmak
1066,legen::V,שם,koymak
1067,legen::V,שם,yatırmak
1068,berühren::V,נגע,dokunmak
1069,verbinden::V,קשר,bağlamak
1070,verbinden::V,קשר,birleştirmek
1071,bedecken::V,כסה,örtmek
1072,bedecken::V,כסה,kaplamak
1073,aufhängen::V,תלה,asmak
1074,anzünden::V,הצית,yakmak
1075,anzünden::V,הצית,ateşlemek
1076,aufheben::V,אסף,kaldırmak
1077,zurücklassen::V,השאיר,geride bırakmak
1078,verlieren::V,אבד,yitirmek
1079,verlieren::V,אבד,kaybetmek
1080,fallen lassen::V,שמט,düşürmek
1081,fallen lassen::V,הפיל,düşürmek
1082,machen::V,עשה,yapmak
1083,herstellen::V,יצר,yapmak
1084,herstellen::V,יצר,imal etmek
1085,bauen::V,בנה,kurmak
1086,bauen::V,בנה,inşa etmek
1087,reparieren::V,תקן,onarmak
1088,reparieren::V,תקן,tamir etmek
1089,verbessern::V,שפר,düzeltmek
1090,ändern::V,שנה,değiştirmek
1091,graben::V,חפר,kazmak
1092,beugen::V,כפף,eğmek
1093,biegen::V,כופף,bükmek
1094,drehen::V,סובב,çevirmek
1095,drehen::V,סובב,döndürmek
1096,wenden::V,הפך,çevirmek
1097,umdrehen::V,סובב,çevirmek
1098,heben::V,הרים,kaldırmak
1099,hochheben::V,הרים,yukarı kaldırmak
1100,ergreifen::V,אחז,tutmak
1101,ergreifen::V,אחז,yakalamak
1102,halten::V,החזיק,tutmak
1103,drücken::V,לחץ,sıkmak
1104,schieben::V,הזיז,itmek
1105,schieben::V,הזיז,sürmek
1106,kratzen::V,שרט,kaşımak
1107,kratzen::V,שפשף,kaşımak
1108,lecken::V,לקק,yalamak
1109,beißen::V,נשך,ısırmak
1110,abreißen::V,קרע,koparmak
1111,abschneiden::V,חתך,keserek ayırmak
1112,binden::V,קשר,bağlamak
1113,stecken::V,תקע,sokmak
1114,brechen::V,שבר,kırmak
1115,klopfen::V,נקש,çalmak
1116,hauen::V,הכה,vurmak
1117,kleben::V,הדביק,yapıştırmak
1118,reiben::V,שפשף,ovmak
1119,reiben::V,שפשף,sürtmek
1120,streichen::V,מרח,sürmek
1121,schleifen::V,השחיז,bilemek
1122,schneiden::V,גזר,kesmek
1123,rütteln::V,נענע,sallamak
1124,schütteln::V,נער,sarsmak
1125,schütteln::V,נער,çalkamak
1126,schwenken::V,נופף,sallamak
1127,schwenken::V,טלטל,sallamak
1128,schütten::V,שפך,dökmek
1129,schütten::V,שפך,akıtmak
1130,füllen::V,מלא,doldurmak
1131,einwickeln::V,עטף,sarmak
1132,tragen::V,נשא,taşımak
1133,schleppen::V,סחב,sürüklemek
1134,ziehen::V,משך,çekmek
1135,aufbewahren::V,שמר,saklamak
1136,werfen::V,זרק,atmak
1137,fangen::V,תפס,tutmak
1138,fangen::V,תפס,yakalamak
1139,packen::V,אחז,tutmak
1140,packen::V,אחז,yakalamak
1141,verstecken::V,החביא,saklamak
1142,teilen::V,חלק,bölmek
1143,teilen::V,חלק,ayırmak
1144,schicken::V,שלח,yollamak
1145,schicken::V,שלח,göndermek
1146,bringen::V,הביא,getirmek
1147,hinzufügen::V,הוסיף,katmak
1148,hinzufügen::V,הוסיף,eklemek
1149,bekommen::V,תפס,almak
1150,bekommen::V,תפס,eline geçmek
1151,erhalten::V,קבל,almak
1152,nehmen::V,אחז,almak
1153,wählen::V,בחר,seçmek
1154,auswählen::V,בחר ב,seçmek
1155,auswählen::V,בחר ב,ayırmak
1156,bewahren::V,קים,korumak
1157,behindern::V,מנע,engellemek
1158,verderben::V,מנע,bozmak
1159,beschädigen::V,הזיק,zedelemek
1160,beschädigen::V,הזיק,ziyan vermek
1161,zerbrechen::V,נשבר,kırmak
1162,zerreißen::V,קרע,yırtmak
1163,zerstören::V,הרס,yıkmak
1164,zerstören::V,הרס,tahrip etmek
1165,zerstören::V,השמיד,yıkmak
1166,zerstören::V,השמיד,tahrip etmek
1167,verbrennen::V,שרף,yakmak
1168,geben::V,נתן,vermek
1169,reichen::V,העביר,uzatmak
1170,schenken::V,נתן במתנה,hediye etmek
1171,versprechen::V,הבטיח,vaat etmek
1172,wünschen::V,אחל,kutlamak
1173,loben::V,שבח,övmek
1174,küssen::V,נשק,öpmek
1175,wiegen::V,נדנד,sallamak
1176,zudecken::V,כסה,örtmek
1177,wecken::V,עורר,uyandırmak
1178,zeigen::V,הראה,göstermek
1179,führen::V,הביא,gezdirmek
1180,führen::V,הביא,yol göstermek
1181,führen::V,הוביל,gezdirmek
1182,führen::V,הוביל,yol göstermek
1183,lehren::V,למד,okutmak
1184,lehren::V,למד,öğretmek
1185,unterrichten::V,למד,öğretmek
1186,aufziehen::V,רומם,yetiştirmek
1187,leiten::V,נהל,yönetmek
1188,leiten::V,נהל,idare etmek
1189,antreiben::V,המרץ,teşvik etmek
1190,lassen::V,נתן,-tırmak
1191,einladen::V,הזמין,davet etmek
1192,vereinigen::V,אחד,birleştirmek
1193,vereinigen::V,לכד,birleştirmek
1194,besuchen::V,בקר,uğramak
1195,besuchen::V,בקר,ziyaret etmek
1196,besuchen::V,בקר,görmeye gitmek
1197,treffen::V,פגש,rastlamak
1198,treffen::V,פגש,isabet etmek
1199,sich versammeln::V,התאסף,toplanmak
1200,spielen::V,שחק,oynamak
1201,singen::V,שר,söylemek
1202,singen::V,שר,şarkı söylemek
1203,tanzen::V,רקד,oynamak
1204,tanzen::V,רקד,dans etmek
1205,sich trennen::V,נפרד,ayrılmak
1206,verlassen::V,עזב,bırakmak
1207,verlassen::V,עזב,terk etmek
1208,retten::V,הציל,kurtarmak
1209,bewachen::V,שמר,gözetmek
1210,schützen::V,אבטח,korumak
1211,verteidigen::V,הגן,savunmak
1212,sich schlagen::V,התכתש,dövüşmek
1213,schießen::V,ירה,ateş etmek
1214,siegen::V,גבר,yenmek
1215,siegen::V,נצח,yenmek
1216,ärgern::V,עצבן,kızdırmak
1217,schlagen::V,הכה,dövmek
1218,schlagen::V,הלקה,dövmek
1219,treten::V,בעט,tepmek
1220,stechen::V,דקר,sokmak
1221,stechen::V,דקר,batırmak
1222,stoßen::V,דחק,itmek
1223,stehlen::V,גנב,çalmak
1224,stören::V,קטע,bozmak
1225,stören::V,קטע,etkilemek
1226,stören::V,הפריע,bozmak
1227,stören::V,הפריע,etkilemek
1228,belästigen::V,הציק,rahatsız etmek
1229,belästigen::V,הטריד,rahatsız etmek
1230,verbergen::V,הצניע,saklamak
1231,täuschen::V,שגע,aldatmak
1232,betrügen::V,הונה,aldatmak
1233,betrügen::V,הונה,dolandırmak
1234,töten::V,הרג,öldürmek
1235,wohnen::V,גר,oturmak
1236,arbeiten::V,עבד,çalışmak
1237,sammeln::V,אסף,toplamak
1238,pflücken::V,קטף,koparmak
1239,jagen::V,צד,avlanmak
1240,fischen::V,דג,balık tutmak
1241,fassen::V,תפס,tutmak
1242,fassen::V,תפס,yakalamak
1243,hüten::V,רעה,otlatmak
1244,treiben::V,הוציא,gütmek
1245,anbinden::V,קשר,bağlamak
1246,füttern::V,הלעיט,beslemek
1247,melken::V,חלב,sağmak
1248,hacken::V,קצץ,yarmak
1249,gießen::V,השקה,sulamak
1250,reifen::V,בשל,olgunlaşmak
1251,zubereiten::V,הכין,hazırlamak
1252,kochen::V,בשל,pişirmek
1253,kochen::V,בשל,kaynatmak
1254,backen::V,אפה,pişirmek
1255,backen::V,אפה,fırında pişirmek
1256,braten::V,צלה,kızartmak
1257,braten::V,טגן,kızartmak
1258,umrühren::V,ערבב,karıştırmak
1259,stricken::V,סרג,örmek
1260,nähen::V,תפר,dikmek
1261,färben::V,צבע,boyamak
1262,reinigen::V,נקה,temizlemek
1263,waschen::V,רחץ,yıkamak
1264,waschen::V,כבס,yıkamak
1265,abwischen::V,נגב,silmek
1266,spülen::V,שטף,çalkamak
1267,fegen::V,טאטא,süpürmek
1268,kehren::V,טאטא,süpürmek
1269,baden::V,טבל,yıkanmak
1270,baden::V,טבל,banyo yapmak
1271,baden::V,שחה,yıkanmak
1272,baden::V,שחה,banyo yapmak
1273,sich waschen::V,התרחץ,yıkanmak
1274,ausziehen::V,הוריד,çıkarmak
1275,anziehen::V,לבש,giymek
1276,sich anziehen::V,התלבש,giyinmek
1277,kämmen::V,סרק,taramak
1278,schmücken::V,קשט,süslemek
1279,sagen::V,אמר,demek
1280,sagen::V,אמר,söylemek
1281,sprechen::V,דבר,konuşmak
1282,reden::V,דבר,konuşmak
1283,sich unterhalten::V,שוחח,sohbet etmek
1284,fragen::V,שאל,sormak
1285,bitten::V,בקש,dilemek
1286,bitten::V,בקש,rica etmek
1287,erzählen::V,ספר,bahsetmek
1288,erzählen::V,ספר,hikâye etmek
1289,mitteilen::V,מסר,bildirmek
1290,mitteilen::V,הודיע,bildirmek
1291,nennen::V,קרא בשם,adlandırmak
1292,rufen::V,גיס,çağırmak
1293,rufen::V,הזמין לבוא,çağırmak
1294,prahlen::V,התרברב,övünmek
1295,übersetzen::V,תרגם,çevirmek
1296,übersetzen::V,תרגם,tercüme etmek
1297,denken::V,חשב,düşünmek
1298,glauben::V,האמין,inanmak
1299,glauben::V,האמין,zannetmek
1300,bemerken::V,הבחין,farkına varmak
1301,erkennen::V,זהה,tanımak
1302,begreifen::V,קלט,anlamak
1303,begreifen::V,קלט,kavramak
1304,begreifen::V,הבין,anlamak
1305,begreifen::V,הבין,kavramak
1306,verstehen::V,הבין,duymak
1307,verstehen::V,הבין,anlamak
1308,lernen::V,למד,öğrenmek
1309,wissen::V,ידע,bilmek
1310,sich erinnern an::V,זכר,hatırlamak
1311,vergessen::V,שכח,unutmak
1312,messen::V,מדד,ölçmek
1313,zählen::V,ספר,saymak
1314,rechnen::V,חשב,hesap etmek
1315,lesen::V,קרא,okumak
1316,malen::V,ציר,resmini yapmak
1317,zeichnen::V,שרטט,çizmek
1318,schreiben::V,כתב,yazmak
1319,besitzen::V,היה בעל של,haiz olmak
1320,besitzen::V,היה בעל של,sahip olmak
1321,kaufen::V,קנה,almak
1322,kaufen::V,רכש,almak
1323,verkaufen::V,מכר,satmak
1324,bezahlen::V,שלם,ödemek
1325,zahlen::V,שלם,ödemek
1326,beherrschen::V,שלט,hâkim olmak
1327,ertragen::V,סבל,dayanmak
1328,ertragen::V,סבל,katlanmak
