,Concept_ID,fr,xal
1044,kommen::V,venir,ирх
1045,ankommen::V,arriver,ирх
1046,zurückkommen::V,revenir,орх
1047,bleiben::V,rester,бәәх
1048,bleiben::V,demeurer,бәәх
1049,warten::V,attendre,күләх
1050,erwarten::V,attendre,күләх
1051,suchen::V,chercher,хәәх
1052,finden::V,trouver,олх
1053,versuchen::V,essayer,седх
1054,vorbereiten::V,préparer,белдх
1055,lieben::V,aimer,дурлх
1056,mögen::V,aimer,таассгдх
1057,mögen::V,vouloir,таассгдх
1058,lachen::V,rire,инәх
1059,rühren::V,toucher,уйрах
1060,rühren::V,attendrir,уйрах
1061,weinen::V,pleurer,уульх
1062,schimpfen::V,gronder,харах
1063,sich ärgern::V,se fâcher,уурлх
1064,sich fürchten::V,avoir peur,әәх
1065,fürchten::V,craindre,әәх
1066,fürchten::V,craindre,сүрдх
1067,fürchten::V,avoir peur de,әәх
1068,fürchten::V,avoir peur de,сүрдх
1069,fliehen::V,fuir,зулх
1070,flüchten::V,s'enfuir,орһх
1071,flüchten::V,s'enfuir,зулх
1072,sehen::V,voir,үзх
1073,anschauen::V,regarder,харх
1074,ansehen::V,regarder,хәләх
1075,ansehen::V,regarder,үзх
1076,hören::V,entendre,соңсх
1077,zuhören::V,écouter,соңсх
1078,probieren::V,goûter,амсх
1079,riechen::V,sentir,үнрчлх
1080,fühlen::V,sentir,медх
1081,scheinen::V,sembler,болҗ медгдх
1082,scheinen::V,sembler,миниһәр болхла
1083,scheinen::V,sembler,болад бәәх
1084,scheinen::V,paraître,болҗ медгдх
1085,scheinen::V,paraître,миниһәр болхла
1086,scheinen::V,paraître,болад бәәх
1087,zu sehen sein::V,se voir,үзгдх
1088,zu sehen sein::V,être visible,үзгдх
1089,vernehmen::V,entendre,соңсх
1090,vernehmen::V,percevoir,соңсх
1091,frieren::V,avoir froid,даарх
1092,tun::V,faire,кех
1093,können::V,savoir,чадх
1094,können::V,pouvoir,чадх
1095,wollen::V,vouloir,дурлх
1096,anfangen::V,commencer,эклх
1097,beenden::V,finir,дуусх
1098,beenden::V,terminer,дуусх
1099,aufhören::V,cesser,уурх
1100,aufhören::V,arrêter,уурх
1101,gelingen::V,réussir,бүтх
1102,gelingen::V,réussir,күцәх
1103,geraten::V,réussir,болх
1104,öffnen::V,ouvrir,секх
1105,schließen::V,fermer,хаах
1106,stellen::V,poser,тәвх
1107,stellen::V,mettre,тәвх
1108,setzen::V,placer,суулһх
1109,legen::V,placer,тәвх
1110,berühren::V,toucher,көндәх
1111,verbinden::V,lier,боох
1112,bedecken::V,couvrir,хучх
1113,bedecken::V,couvrir,бүркх
1114,aufhängen::V,accrocher,өлгх
1115,anzünden::V,allumer,асах
1116,anzünden::V,allumer,шатах
1117,aufheben::V,ramasser,өөдән өргх
1118,zurücklassen::V,laisser,үлдәх
1119,verlieren::V,perdre,геех
1120,fallen lassen::V,lâcher,алдх
1121,fallen lassen::V,laisser tomber,алдх
1122,machen::V,faire,кех
1123,herstellen::V,produire,кех
1124,herstellen::V,fabriquer,кех
1125,bauen::V,bâtir,тосхх
1126,bauen::V,construire,тосхх
1127,reparieren::V,réparer,ясх
1128,verbessern::V,améliorer,сәәрүлх
1129,ändern::V,changer,хүврәх
1130,ändern::V,modifier,хүврәх
1131,graben::V,creuser,малтх
1132,beugen::V,plier,нуһлх
1133,beugen::V,ployer,нуһлх
1134,biegen::V,courber,матилһх
1135,drehen::V,tordre,эргүлх
1136,drehen::V,tourner,эргүлх
1137,wenden::V,retourner,көмрх
1138,wenden::V,retourner,эргүлх
1139,umdrehen::V,tourner,эргүлх
1140,heben::V,soulever,өргх
1141,heben::V,soulever,деер өргх
1142,hochheben::V,lever,өргх
1143,ergreifen::V,saisir,бәрх
1144,ergreifen::V,prendre,бәрх
1145,halten::V,tenir,бәрх
1146,drücken::V,presser,шахх
1147,schieben::V,pousser,түлкх
1148,kratzen::V,gratter,мааҗх
1149,kratzen::V,égratigner,мааҗх
1150,lecken::V,lécher,долах
1151,beißen::V,mordre,хазх
1152,abreißen::V,arracher,таслх
1153,abschneiden::V,couper,тәәрх
1154,binden::V,lier,боох
1155,binden::V,attacher,боох
1156,stecken::V,enfoncer,шаах
1157,stecken::V,enfoncer,хатхх
1158,brechen::V,rompre,хамхлх
1159,klopfen::V,frapper,цокх
1160,hauen::V,frapper,цокх
1161,kleben::V,coller,наах
1162,reiben::V,frotter,зүлгх
1163,streichen::V,empâter,наах
1164,streichen::V,empâter,лашх
1165,streichen::V,empâter,түркх
1166,schleifen::V,affiler,хурцлх
1167,schleifen::V,aiguiser,хурцлх
1168,schneiden::V,couper,хәәчлх
1169,schneiden::V,trancher,хәәчлх
1170,rütteln::V,cahoter,дәәвлүлх
1171,schütteln::V,secouer,сегсрх
1172,schwenken::V,agiter,дайлх
1173,schütten::V,verser,кех
1174,füllen::V,remplir,дүүргх
1175,einwickeln::V,envelopper,орах
1176,tragen::V,porter,зөөх
1177,schleppen::V,traîner,чирх
1178,ziehen::V,tirer,татх
1179,aufbewahren::V,garder,хадһлх
1180,aufbewahren::V,conserver,хадһлх
1181,werfen::V,jeter,хайх
1182,werfen::V,lancer,хайх
1183,fangen::V,attraper,бәрх
1184,fangen::V,attraper,хавлх
1185,packen::V,agripper,бәрх
1186,verstecken::V,cacher,дүрх
1187,verstecken::V,cacher,бултулх
1188,teilen::V,diviser,хувах
1189,schicken::V,envoyer,илгәх
1190,bringen::V,apporter,авч ирх
1191,hinzufügen::V,ajouter,немх
1192,bekommen::V,obtenir,авх
1193,erhalten::V,recevoir,авх 
1194,nehmen::V,prendre,авх
1195,wählen::V,choisir,шүүх
1196,auswählen::V,choisir,шүүх
1197,auswählen::V,sélectionner,шүүх
1198,bewahren::V,préserver,хадһлх
1199,bewahren::V,préserver,кевтнь үлдәх
1200,bewahren::V,préserver,кевтнь бәәлһх
1201,behindern::V,gêner,харшлх
1202,verderben::V,gâter,үрәх
1203,verderben::V,corrompre,үрәх
1204,beschädigen::V,endommager,эвдх
1205,zerbrechen::V,casser,күүлх
1206,zerbrechen::V,casser,хамхлх
1207,zerreißen::V,déchirer,шуучх
1208,zerstören::V,détruire,эвдх
1209,verbrennen::V,brûler,шатах
1210,geben::V,donner,өгх
1211,reichen::V,tendre,өгх
1212,schenken::V,offrir,белглх
1213,versprechen::V,promettre,амлх
1214,wünschen::V,souhaiter,сә хәәх
1215,loben::V,louer,магтх
1216,küssen::V,embrasser,үмсх
1217,wiegen::V,bercer,саатулх
1218,zudecken::V,couvrir,бүркх
1219,wecken::V,éveiller,серүлх
1220,wecken::V,réveiller,серүлх
1221,zeigen::V,montrer,үзүлх
1222,zeigen::V,faire voir,үзүлх
1223,führen::V,guider,көтлх
1224,lehren::V,apprendre,заах
1225,lehren::V,apprendre,сурһх
1226,unterrichten::V,instruire,сурһх
1227,unterrichten::V,instruire,багшлх
1228,aufziehen::V,élever,өскәх
1229,leiten::V,diriger,һардх
1230,leiten::V,diriger,толһалх
1231,leiten::V,conduire,һардх
1232,leiten::V,conduire,толһалх
1233,antreiben::V,pousser,шамдах
1234,lassen::V,faire,күч үзүлх
1235,einladen::V,inviter,үрх
1236,vereinigen::V,unir,хамцулх
1237,vereinigen::V,réunir,хамцулх
1238,besuchen::V,visiter,одх
1239,besuchen::V,aller voir,одх
1240,treffen::V,rencontrer,харһх
1241,sich versammeln::V,s'assembler,цуглрх
1242,sich versammeln::V,s'assembler,хурх
1243,spielen::V,jouer,наадх
1244,singen::V,chanter,дуулх
1245,tanzen::V,danser,биилх
1246,sich trennen::V,se séparer,хаһцх
1247,verlassen::V,quitter,хайх
1248,retten::V,sauver,әм аврх
1249,retten::V,sauver,әәмшгәс харсх
1250,bewachen::V,garder,харх
1251,bewachen::V,garder,манх
1252,schützen::V,protéger,харсх
1253,verteidigen::V,défendre,харсх
1254,sich schlagen::V,se taper,гүвдлдх
1255,schießen::V,tirer,хах
1256,siegen::V,vaincre,диилх
1257,ärgern::V,agacer,уурлулх
1258,schlagen::V,battre,цокх
1259,schlagen::V,battre,гүвдх
1260,schlagen::V,frapper,цокх
1261,schlagen::V,frapper,гүвдх
1262,treten::V,botter,
1263,treten::V,donner un coup de pied à,
1264,stechen::V,piquer,хатхх
1265,stoßen::V,heurter,түлкчкх
1266,stehlen::V,voler,хулхалх
1267,stören::V,gêner,һә болх
1268,stören::V,déranger,һә болх
1269,belästigen::V,molester,амр эс өгх
1270,belästigen::V,importuner,амр эс өгх
1271,verbergen::V,cacher,нуух
1272,verbergen::V,cacher,бултулх
1273,verbergen::V,dissimuler,нуух
1274,verbergen::V,dissimuler,бултулх
1275,täuschen::V,abuser,меклх
1276,täuschen::V,tromper,меклх
1277,betrügen::V,duper,меклх
1278,betrügen::V,duper,мек һарһх
1279,betrügen::V,frauder,меклх
1280,betrügen::V,frauder,мек һарһх
1281,töten::V,tuer,алх
1282,wohnen::V,habiter,бәәх
1283,wohnen::V,demeurer,бәәх
1284,arbeiten::V,travailler,көдлх
1285,sammeln::V,collectionner,түүх
1286,pflücken::V,cueillir,түүх
1287,pflücken::V,cueillir,хурах
1288,jagen::V,chasser,аңнх
1289,jagen::V,chasser,аңһучлх
1290,fischen::V,pêcher,заһс аңнх
1291,fassen::V,capturer,бәрх
1292,hüten::V,garder,хәрүлх
1293,treiben::V,mener,туух
1294,anbinden::V,attacher,уйх
1295,füttern::V,faire manger,теҗәх
1296,melken::V,traire,саах
1297,hacken::V,fendre,чавчх
1298,gießen::V,arroser,услх
1299,reifen::V,mûrir,болх
1300,reifen::V,mûrir,болвсрх
1301,zubereiten::V,préparer,белдх
1302,kochen::V,cuire,чанх
1303,kochen::V,cuire,болһх
1304,backen::V,cuire,болһх
1305,braten::V,rôtir,хуурх
1306,umrühren::V,remuer,самрх
1307,stricken::V,tricoter,өлгх
1308,nähen::V,coudre,уйх
1309,färben::V,teindre,будх
1310,reinigen::V,nettoyer,цеврлх
1311,waschen::V,laver,уһах
1312,abwischen::V,essuyer,арчх
1313,spülen::V,rincer,зәәлх
1314,fegen::V,balayer,сәвүрдх
1315,kehren::V,balayer,сәвүрдх
1316,baden::V,se baigner,өөмх
1317,sich waschen::V,se laver,уһах
1318,sich waschen::V,se laver,бийән уһаҗ
1319,ausziehen::V,ôter,тәәлх
1320,ausziehen::V,enlever,тәәлх
1321,anziehen::V,mettre,өмсх
1322,sich anziehen::V,s'habiller,хувцлх
1323,kämmen::V,peigner,самлх
1324,schmücken::V,orner,чимх
1325,schmücken::V,orner,кеерүлх
1326,schmücken::V,décorer,чимх
1327,schmücken::V,décorer,кеерүлх
1328,sagen::V,dire,келх
1329,sprechen::V,parler,келх
1330,reden::V,parler,күүндх
1331,reden::V,parler,күр_кех
1332,sich unterhalten::V,bavarder,күүндх
1333,sich unterhalten::V,s'entretenir,күүндх
1334,fragen::V,demander,сурх
1335,bitten::V,prier,эрх
1336,erzählen::V,raconter,келх
1337,erzählen::V,raconter,келҗ өгх
1338,mitteilen::V,communiquer,медүлх
1339,nennen::V,nommer,нерәдх
1340,nennen::V,nommer,нер өгх
1341,nennen::V,appeler,нерәдх
1342,nennen::V,appeler,нер өгх
1343,rufen::V,appeler,дуудх
1344,prahlen::V,se vanter,көөрх
1345,übersetzen::V,traduire,орчулх
1346,denken::V,penser,санх
1347,glauben::V,croire,шүтх
1348,glauben::V,croire,нәәлх
1349,bemerken::V,remarquer,темдглх
1350,bemerken::V,apercevoir,темдглх
1351,erkennen::V,reconnaître,таньх
1352,erkennen::V,reconnaître,медх
1353,begreifen::V,concevoir,медх
1354,verstehen::V,entendre,соңсх
1355,verstehen::V,comprendre,соңсх
1356,lernen::V,apprendre,сурх
1357,wissen::V,savoir,медх
1358,sich erinnern an::V,se souvenir de,санх
1359,vergessen::V,oublier,мартх
1360,messen::V,mesurer,кемҗәлх
1361,zählen::V,compter,тоолх
1362,rechnen::V,calculer,тоолх
1363,lesen::V,lire,умшх
1364,malen::V,peindre,зурх
1365,zeichnen::V,dessiner,зурх
1366,schreiben::V,écrire,бичх
1367,besitzen::V,posséder,эзлх
1368,kaufen::V,acheter,хулдҗ авх
1369,verkaufen::V,vendre,хулдх
1370,verkaufen::V,vendre,гүүлгх
1371,bezahlen::V,payer,өгх
1372,zahlen::V,payer,өгх
1373,beherrschen::V,dominer,эзлх
1374,beherrschen::V,maîtriser,эзлх
1375,ertragen::V,tolérer,даах
1376,ertragen::V,supporter,даах
