,Concept_ID,uk,ml
645,damals::ADV,тоді,അപ്പോൾ
646,danach::ADV,згодом,പിന്നീട്
647,vorher::ADV,раніше,മുൻപ്
648,zuerst::ADV,спершу,ആദ്യം
649,zuerst::ADV,спочатку,ആദ്യം
650,einmal::ADV,один раз,ഒരിക്കൽ
651,manchmal::ADV,іноді,ചിലപ്പോൾ
652,manchmal::ADV,інколи,ചിലപ്പോൾ
653,oft::ADV,часто,പലപ്പോഴും
654,immer::ADV,завжди,എപ്പോഴും
655,niemals::ADV,ніколи,ഒരിക്കലും
656,hier::ADV,тут,ഇവിടെ
657,hierhin::ADV,сюди,ഇവിടേക്ക്
658,von hier::ADV,звідси,ഇവിടെനിന്ന്
659,dort::ADV,там,അവിടെ
660,dorthin::ADV,туди,അവിടേക്ക്
661,geradeaus::ADV,прямо,മുമ്പിൽ
662,geradeaus::ADV,прямо,മുമന്നോട്ട്
663,vorwärts::ADV,вперед,മുന്നോട്ട്
664,rückwärts::ADV,назад,തലതിരിച്ച്
665,zurück::ADV,назад,പുറകിലേക്ക്
666,unten::ADV,внизу,താഴെ
667,hinab::ADV,вниз,താഴേക്ക്
668,oben::ADV,вгорі,മുകളിൽ
669,hinauf::ADV,вгору,മുകളിൽ
670,überall::ADV,скрізь,എല്ലായിടത്തും
671,nicht::ADV,не,ഇല്ല
672,ein wenig::ADV,трохи,കുറച്ച്
673,ein wenig::ADV,небагато,കുറച്ച്
674,kaum::ADV,ледве,കഷ്ടിച്ച്
675,sehr::ADV,дуже,വളരെ
676,so::ADV,так,അങ്ങനെ
677,noch::ADV,ще,ഇപ്പോഴും
678,nur::ADV,лише,മാത്രം
679,nur::ADV,тільки,മാത്രം
680,schon::ADV,вже,നേരത്തേ തന്നെ
681,wieder::ADV,знову,വീണ്ടും
682,vergebens::ADV,дарма,വിഫല
683,vor::PRP,перед,മുമ്പിൽ
684,hinter::PRP,ззаду,പുറകിൽ
685,hinter::PRP,позаду,പുറകിൽ
686,unter::PRP,під,കീഴിൽ
687,durch::PRP,крізь,ഉള്ളിലൂടെ
688,neben::PRP,біля,അടുത്ത്
689,zwischen::PRP,між,ഇടയ്ക്ക്
690,wegen::PRP,з-за,നിമിത്തം
691,wegen::PRP,через,നിമിത്തം
692,dies::PRN,це,ഇത്
693,das::PRN,то,അത്
694,alles::PRN,все,എല്ലാം
695,ich::PRN,я,ഞാൻ
696,du::PRN,ти,നിങ്ങൾ
697,er::PRN,він,അദ്ദേഹം
698,er::PRN,він,അയാൾ
699,er::PRN,він,അവൻ
700,er::PRN,він,അവർ
701,er::PRN,він,അവൾ
702,wir::PRN,ми,നമ്മൾ
703,ihr::PRN,ви,നിങ്ങൾ
704,sie::PRN,вони,അവർ
705,was::FPRN,що,എന്ത്
706,wer::FPRN,хто,ആര്
707,wo::FADV,де,എവിടെ
708,wohin::FADV,куди,എവിടേക്ക്
709,wie::FADV,як,എങ്ങനെ
710,warum::FADV,чому,എന്തുകൊണ്ട്
711,wieviel::FNUM,скільки,എത്ര
712,eins::NUM,один,ഒന്ന്
713,zwei::NUM,два,രണ്ട്
714,drei::NUM,три,മൂന്ന്
715,vier::NUM,чотири,നാല്
716,fünf::NUM,п’ять,അഞ്ച്
717,sechs::NUM,шість,ആറ്
718,sieben::NUM,сім,ഏഴ്
719,acht::NUM,вісім,എട്ട്
720,neun::NUM,дев’ять,ഒമ്പത്
721,zehn::NUM,десять,പത്ത്
722,elf::NUM,одинадцять,പതിനൊന്ന്
723,zwölf::NUM,дванадцять,പന്ത്രണ്ട്
724,zwanzig::NUM,двадцять,ഇരുപത്
725,dreißig::NUM,тридцять,മുപ്പത്
726,vierzig::NUM,сорок,നാൽപ്പത്
727,fünfzig::NUM,п’ятдесят,അൻപത്
728,sechzig::NUM,шістдесят,അറുപത്
729,siebzig::NUM,сімдесят,എഴുപത്
730,achtzig::NUM,вісімдесят,എൺപത്
731,neunzig::NUM,дев’яносто,തൊണ്ണൂറ്
732,hundert::NUM,сто,നൂറ്
733,tausend::NUM,тисяча,ആയിരം
734,und::CNJ,і,ഉം
735,oder::CNJ,або,അഥവാ
736,stehen::V,стояти,നിൽക്കുക
737,sitzen::V,сидіти,ഇരിക്കുക
738,liegen::V,лежати,കിടക്കുക
739,hängen::V,висіти,തൂങ്ങുക
740,werden::V,стати,ആയിത്തീരുക
741,werden::V,робитися,ആയിത്തീരുക
742,passieren::V,трапитися,സംഭവിക്കുക
743,beginnen::V,початися,ആരംഭിക്കുക
744,enden::V,кінчитися,അവസാനിപ്പിക്കുക
745,wechseln::V,мінятися,മാറ്റുക
746,aufgehen[Sonne]::V,зійти,ഉയരുക
747,untergehen[Sonne]::V,зайти,അടുക്കി_വയ്ക്കുക
748,scheinen[Sonne]::V,світити,പ്രകാശിക്കുക
749,donnern::V,гриміти,ഇടിവെട്ടുക
750,wehen::V,віяти,വീശുക
751,strömen::V,литися,ഒഴുകുക
752,fließen::V,текти,ഒഴുകുക
753,sich drehen::V,обертатися,ചുറ്റുക
754,sich drehen::V,обертатися,കറക്കുക
755,schwanken::V,коливатися,ഇരുവശത്തേയ്ക്കും_ആടുക
756,schwingen::V,хитатися,ആടുക
757,schwingen::V,гойдатися,ആടുക
758,fallen::V,падати,വീഴുക
759,brennen::V,горіти,കത്തുക
760,rauchen::V,диміти,പുകയുക
761,regnen::V,дощити,മഴ_പെയ്യുക
762,gefrieren::V,змерзнути,തണത്ത്_മരവിക്കുക
763,tauen::V,танути,അലിയുക
764,schmelzen::V,плавитися,ഉരുകുക
765,trocknen::V,сохнути,വരളുക
766,sieden::V,кипіти,തിളപ്പിക്കുക
767,faulen::V,гнити,ചീയുക
768,verfaulen::V,згнити,അഴുകുക
769,reißen::V,рватися,ശബ്ദത്തോടെ_മുറിയുക
770,versinken::V,тонути,മുക്കുക
771,vergehen::V,проходити,കടന്നുപോകുക
772,erscheinen::V,з’явитися,പ്രത്യക്ഷപ്പെടുക
773,verschwinden::V,щезнути,അദൃശ്യമാകുക
774,verschwinden::V,зникнути,അദൃശ്യമാകുക
775,sinken::V,спадати,താഴുക
776,abnehmen::V,поменшитися,കുറിയുക
777,zunehmen::V,збільшуватися,വർദ്ധിക്കുക
778,steigen::V,підніматися,ഉയരുക
779,wachsen::V,рости,വളരുക
780,glänzen::V,блищати,മിന്നുക
781,funkeln::V,блискати,തിളങ്ങുക
782,lärmen::V,шуміти,ശബ്ദമുണ്ടാക്കുക
783,läuten::V,дзвонити,മണിമുഴങ്ങുക
784,klingeln::V,дзвонити,ചിലമ്പുക
785,klirren::V,дзвякати,കിലുക്കുക
786,brausen::V,бушувати,മുഴങ്ങുക
787,rauschen::V,шелестіти,അനങ്ങുക
788,klingen::V,лунати,മുഴക്കുക
789,klingen::V,звучати,മുഴക്കുക
790,bellen::V,гавкати,കുരയ്ക്കുക
791,heulen::V,вити,ഓരിയിടുക
792,blasen::V,дунути,ഊതുക
793,pfeifen::V,свистіти,വിസിലടിക്കുക
794,schreien::V,кричати,ആക്രോശിക്കുക
795,stöhnen::V,стогнати,അരക്കം
796,stöhnen::V,стогнати,ആർത്തനാദം
797,zittern::V,тремтіти,വിറയ്ക്കുക
798,leben::V,жити,താമസിക്കുക
799,geboren werden::V,народитися,ജനിക്കുക
800,atmen::V,дихати,ശ്വസിക്കുക
801,trinken::V,пити,കുടിക്കുക
802,essen::V,їсти,കഴിക്കുക
803,schlucken::V,ковтати,വിഴുങ്ങുക
804,müde werden::V,втомитися,ക്ഷീണിക്കുക
805,einschlafen::V,заснути,നിദ്രിക്കുക
806,schlafen::V,спати,ഉറങ്ങുക
807,aufwachen::V,прокинутися,ഉണരുക
808,aufstehen::V,встати,എഴുന്നേൽക്കുക
809,sich erholen::V,відпочивати,വിശ്രമിക്കുക
810,krank werden::V,захворіти,ദീനംപിടിക്കുക
811,krank sein::V,хворіти,രോഗികളാകുക
812,schmerzen::V,боліти,വേദനിക്കുക
813,husten::V,кашляти,ചുമയ്ക്കുക
814,genesen::V,одужати,സുഖപ്പെടുക
815,genesen::V,видужати,സുഖപ്പെടുക
816,sterben::V,померти,മരിക്കുക
817,umkommen::V,згинути,മരിക്കുക
818,sich bewegen::V,рухатися,സ്ഥലം_മാറുക
819,sich rühren::V,ворушитися,ചലിക്കുക
820,sich erheben::V,встати,നിൽക്കുക
821,sich setzen::V,сісти,ഇരിക്കുക
822,hinfallen::V,упасти,വീഴുക
823,laufen::V,ходити,നടക്കുക
824,schreiten::V,крокувати,നടക്കുക
825,spazierengehen::V,гуляти,ഉലാത്തുക
826,eilen::V,спішити,പാഞ്ഞെത്തുക
827,sich beeilen::V,поспішати,തിരിക്കുകൂട്ടുക
828,sich beeilen::V,поспішати,തിടുക്കം_കാട്ടുക
829,sausen::V,мчатися,കുതിക്കുക
830,rennen::V,бігати,ഓടുക
831,springen::V,скакати,ചാടുക
832,springen::V,стрибати,ചാടുക
833,klettern::V,лазити,കയറുക
834,schaukeln::V,гойдатися,ഇളകുക
835,kriechen::V,повзати,പതുങ്ങികയറുക
836,schwimmen::V,пливти,നീന്തുക
837,schwimmen::V,плавати,നീന്തുക
838,tauchen::V,пірнати,വെള്ളത്തിലേക്ക് ചാടുക
839,rudern::V,гребти,തുഴയുക
840,rudern::V,веслувати,തുഴയുക
841,fahren::V,їхати,വാഹനം ഓടിക്കുക
842,fliegen::V,літати,പറക്കുക
843,gehen::V,іти,പോകുക
844,weggehen::V,піти,വിടുക
845,abfahren::V,від’їхати,പുറപ്പെടുക
846,abfahren::V,відправитися,പുറപ്പെടുക
847,anhalten::V,зупинитися,നിർത്തുക
848,hineingehen::V,входити,പ്രവേശിക്കുക
849,eintreten::V,увійти,പ്രവേശിക്കുക
850,kommen::V,прийти,വരുക
851,ankommen::V,прибути,എത്തിച്ചേരുക
852,zurückkommen::V,повернутися,തിരിച്ചു വരുക
853,bleiben::V,залишитися,തുടരുക
854,warten::V,чекати,കാത്തിരിക്കുക
855,erwarten::V,чекати,പ്രതീക്ഷിക്കുക
856,suchen::V,шукати,തിരയുക
857,finden::V,знайти,കണ്ടെത്തുക
858,versuchen::V,випробовувати,ശ്രമിക്കുക
859,vorbereiten::V,підготувати,തയ്യാറെടുക്കുക
860,lieben::V,любити,സ്നേഹിക്കുക
861,mögen::V,любити,ഇഷ്ടപ്പെടുക
862,mögen::V,подобатися,ഇഷ്ടപ്പെടുക
863,lachen::V,сміятися,ചിരിക്കുക
864,rühren::V,розчулити,ഹൃദയം സ്പർശിക്കുക
865,weinen::V,плакати,തേങ്ങുക
866,schimpfen::V,лаятися,പിറുപിറുക്കുക
867,sich ärgern::V,сердитися,കോപിക്കുക
868,sich fürchten::V,боятися,പേടിക്കുക
869,fürchten::V,боятися,പേടിക്കുക
870,fliehen::V,тікати,രക്ഷപ്പെടുക
871,flüchten::V,утекти,രക്ഷപ്പെടുക
872,sehen::V,бачити,കാണുക
873,anschauen::V,поглянути,നോക്കുക
874,ansehen::V,дивитися на,നോക്കുക
875,hören::V,чути,കേൾക്കുക
876,zuhören::V,слухати,ശ്രദ്ധിക്കുക
877,probieren::V,покуштувати,രുചിയുള്ളതായി_തോന്നുക
878,riechen::V,нюхати,മണത്തു_നോക്കുക
879,fühlen::V,відчувати,സ്പർശിച്ചറിയുക
880,scheinen::V,здаватися,കാണപ്പെടുക
881,zu sehen sein::V,виднітися,വെളിച്ചപ്പെടുക
882,vernehmen::V,почути,കേൾക്കുക
883,frieren::V,мерзнути,വിറയ്ക്കുക
884,tun::V,робити,ചെയ്യുക
885,können::V,могти,കഴിയുക
886,wollen::V,хотіти,വേണുക
887,anfangen::V,почати,തുടങ്ങുക
888,beenden::V,закінчити,പൂർത്തിയാക്കുക
889,aufhören::V,перестати,നിർത്തുക
890,gelingen::V,вдатися,വിജയിക്കുക
891,geraten::V,опинитися,പരിണമിക്കുക
892,öffnen::V,відкрити,തുറക്കുക
893,schließen::V,закрити,അടയ്ക്കുക
894,stellen::V,поставити,വയ്ക്കുക
895,setzen::V,посадити,വയ്ക്കുക
896,legen::V,класти,ഇടുക
897,berühren::V,чіпати,തൊടുക
898,verbinden::V,зв’язати,ഘടിപ്പിക്കുക
899,bedecken::V,покрити,മുടുക
900,aufhängen::V,повісити,കെട്ടിതൂക്കുക
901,anzünden::V,запалити,കത്തിക്കുക
902,aufheben::V,підняти,പെറുക്കിയെടുക്കുക
903,zurücklassen::V,залишити,വച്ചുപോരുക
904,verlieren::V,загубити,നഷ്ടപ്പെടുക
905,fallen lassen::V,упустити,വീഴ്ത്തുക
906,machen::V,зробити,ഉണ്ടാക്കുക
907,herstellen::V,виготовити,ഉൽപാദിപ്പിക്കുക
908,bauen::V,будувати,നിർമ്മിക്കുക
909,reparieren::V,лагодити,നന്നാക്കുക
910,verbessern::V,поліпшити,മെച്ചപ്പെടുക
911,ändern::V,змінити,മാറ്റംവരുത്തുക
912,graben::V,копати,കുഴിക്കുക
913,beugen::V,зігнути,വണങ്ങുക
914,biegen::V,погнути,കുനിയുക
915,drehen::V,вертіти,തിരിക്കുക
916,wenden::V,повернути,തിരിയുക
917,umdrehen::V,перевернути,തിരിയുക
918,heben::V,піднімати,ഉയർത്തുക
919,hochheben::V,підняти,ഉയർത്തുക
920,ergreifen::V,схопити,ബലമായി_പിടിക്കുക
921,halten::V,тримати,പിടിക്കുക
922,drücken::V,натискати,അമർത്തുക
923,schieben::V,пхати,തള്ളുക
924,schieben::V,штовхати,തള്ളുക
925,kratzen::V,шкребти,ചുരണ്ടുക
926,lecken::V,лизати,നക്കുക
927,beißen::V,кусати,കടിക്കുക
928,abreißen::V,відірвати,കീറിക്കളയുക
929,abschneiden::V,відрізати,മുറിച്ചുമാറ്റുക
930,binden::V,в’язати,കെട്ടുക
931,stecken::V,увіткнути,തുളയ്ക്കുക
932,brechen::V,зламати,ഉടയുക
933,klopfen::V,стукати,തട്ടുക
934,hauen::V,бити,അടിക്കുക
935,kleben::V,клеїти,ഒട്ടിക്കുക
936,reiben::V,терти,തിരുമ്മിത്തുടയ്ക്കുക
937,streichen::V,намазати,പടർത്തുക
938,schleifen::V,точити,പൊടിക്കുക
939,schneiden::V,різати,മുറിക്കുക
940,rütteln::V,хитати,മുട്ടുക
941,schütteln::V,трясти,കുലുക്കുക
942,schwenken::V,махати,ആടുക
943,schütten::V,налити,ഒഴിക്കുക
944,füllen::V,наповнити,നിറയ്ക്കുക
945,einwickeln::V,загорнути,പൊതിയുക
946,tragen::V,нести,വഹിക്കുക
947,schleppen::V,тягти,വലിച്ചിഴയ്ക്കുക
948,ziehen::V,тягнути,വലിക്കുക
949,aufbewahren::V,зберігати,വയ്ക്കുക
950,werfen::V,кидати,എറിയുക
951,fangen::V,ловити,പിടിക്കുക
952,packen::V,схопити,തട്ടിപ്പറിക്കുക
953,verstecken::V,сховати,മറയ്ക്കുക
954,teilen::V,розділити,വിഭജിക്കുക
955,schicken::V,посилати,അയയ്ക്കുക
956,bringen::V,принести,കൊണ്ടുവരുക
957,hinzufügen::V,додати,കൂട്ടുക
958,bekommen::V,дістати,കിട്ടുക
959,erhalten::V,одержати,സ്വീകരിക്കുക
960,nehmen::V,взяти,എടുക്കുക
961,wählen::V,вибрати,തിരഞ്ഞെടുക്കുക
962,auswählen::V,відібрати,തിരഞ്ഞെടുക്കുക
963,bewahren::V,зберегти,പുലർത്തുക
964,behindern::V,перешкоджати,തടയിടുക
965,verderben::V,зіпсувати,നശിപ്പിക്കുക
966,beschädigen::V,зашкодити,ക്ഷതമേൽപ്പിക്കുക
967,zerbrechen::V,розбити,ഉടയുക
968,zerreißen::V,розірвати,കീറുക
969,zerstören::V,зруйнувати,നശിപ്പിക്കുക
970,verbrennen::V,спалити,കത്തിനശിക്കുക
971,verbrennen::V,спалити,കത്തിച്ചുകളയുക
972,geben::V,дати,കൊടുക്കുക
973,geben::V,дати,തരുക
974,reichen::V,передати,കൈമാറുക
975,schenken::V,дарувати,സമ്മാനം കൊടുക്കുക
976,versprechen::V,обіцяти,വാഗ്ദാനം_നൽകുക
977,wünschen::V,бажати,ആഗ്രഹിക്കുക
978,loben::V,хвалити,പുകഴ്ത്തുക
979,küssen::V,цілувати,ഉമ്മവയ്ക്കുക
980,wiegen::V,качати,ഇളകുക
981,zudecken::V,накрити,മുടുക
982,wecken::V,розбудити,ഉണർത്തുക
983,zeigen::V,показати,കാണിക്കുക
984,führen::V,вести,നടത്തുക
985,lehren::V,вчити,പഠിപ്പിക്കുക
986,unterrichten::V,викладати,പരിശീലിപ്പിക്കുക
987,aufziehen::V,виховати,വളർത്തിക്കൊണ്ടുവരുക
988,leiten::V,керувати,നയിക്കുക
989,antreiben::V,підганяти,പ്രേരിപ്പിക്കുക
990,lassen::V,змусити,അനുവദിക്കുക
991,einladen::V,запросити,ക്ഷണിക്കുക
992,vereinigen::V,об’єднати,കൂടിച്ചേരുക
993,besuchen::V,завітати,സന്ദർശിക്കുക
994,besuchen::V,відвідати,സന്ദർശിക്കുക
995,treffen::V,зустріти,തമ്മിൽ കാണുക
996,sich versammeln::V,зібратися,സംയോജിപ്പിക്കുക
997,spielen::V,грати,കളിക്കുക
998,singen::V,співати,പാടുക
999,tanzen::V,танцювати,നൃത്തം ചെയ്യുക
1000,sich trennen::V,розлучитися,നേർപെടുത്തുക
1001,verlassen::V,покинути,പിൻവാങ്ങുക
1002,retten::V,врятувати,രക്ഷിക്കുക
1003,bewachen::V,охороняти,കാവൽനിൽക്കുക
1004,schützen::V,уберігати,പരിരക്ഷിക്കുക
1005,verteidigen::V,захистити,പ്രതിരോധിക്കുക
1006,sich schlagen::V,битися,കലഹിക്കുക
1007,sich schlagen::V,дратися,കലഹിക്കുക
1008,schießen::V,стріляти,വെടിവെക്കുക
1009,siegen::V,перемогти,വിജയിക്കുക
1010,ärgern::V,сердити,വിഷമിപ്പിക്കുക
1011,schlagen::V,ударити,അടിക്കുക
1012,treten::V,штовхати,തൊഴിക്കുക
1013,stechen::V,вколоти,കുത്തുക
1014,stoßen::V,штовхнути,തള്ളുക
1015,stehlen::V,украсти,മോഷ്ടിക്കുക
1016,stören::V,перешкодити,ശല്യപ്പെടുത്തുക
1017,belästigen::V,докучати,മെനക്കെടുക
1018,verbergen::V,сховати,മറയ്ക്കുക
1019,verbergen::V,сховати,ഒളിക്കുക
1020,täuschen::V,обдурити,കബളിപ്പിക്കുക
1021,betrügen::V,зшахраювати,ചതിക്കുക
1022,töten::V,убити,കൊല്ലുക
1023,wohnen::V,жити,താമസിക്കുക
1024,wohnen::V,мешкати,താമസിക്കുക
1025,arbeiten::V,працювати,ജോലിചെയ്യുക
1026,sammeln::V,зібрати,സഞ്ചയിക്കുക
1027,pflücken::V,зривати,പറിച്ചെടുക്കുക
1028,jagen::V,полювати,വേട്ടയാടുക
1029,fischen::V,рибалити,മീൻ പിടിക്കുക
1030,fassen::V,піймати,പിടിക്കുക
1031,hüten::V,пасти,ചേർക്കുക
1032,treiben::V,гнати,വാഹനം_ഓടിക്കുക
1033,anbinden::V,прив’язати,കെട്ടിയിടുക
1034,füttern::V,годувати,തീറ്റുക
1035,füttern::V,харчувати,തീറ്റുക
1036,melken::V,доїти,പാലുകറക്കുക
1037,hacken::V,рубати,വെട്ടിമുറിക്കുക
1038,gießen::V,полити,നനയ്ക്കുക
1039,reifen::V,дозріти,പാകമാകുക
1040,zubereiten::V,зготовити,പാചകം_ചെയ്യുക
1041,zubereiten::V,приготувати,പാചകം_ചെയ്യുക
1042,kochen::V,варити,വേവിക്കുക
1043,kochen::V,готувати,വേവിക്കുക
1044,backen::V,пекти,ബേക്ക് ചെയ്യുക
1045,braten::V,смажити,പോരിക്കുക
1046,umrühren::V,переміщати,ഇളക്കുക
1047,stricken::V,в’язати,മെടയുക
1048,nähen::V,шити,തുന്നുക
1049,färben::V,пофарбувати,ചായം പൂശുക
1050,reinigen::V,очистити,വൃത്തിയാക്കുക
1051,waschen::V,мити,കഴുകുക
1052,abwischen::V,витерти,തുടയ്ക്കുക
1053,spülen::V,полоскати,കഴുകുക
1054,fegen::V,підмітати,അടിച്ചുവാരുക
1055,kehren::V,мести,അടിച്ചുവാരുക
1056,baden::V,купатися,നീന്തിത്തുടിക്കുക
1057,sich waschen::V,митися,കഴുകുക
1058,ausziehen::V,зняти,ഇഴുക്കുക
1059,anziehen::V,надіти,ഉടുക്കുക
1060,sich anziehen::V,одягтися,ധരിച്ച നേടുകയുക
1061,sich anziehen::V,одягнутися,ധരിച്ച നേടുകയുക
1062,kämmen::V,зачесати,മുടിചീകുക
1063,schmücken::V,оздобити,അലങ്കരിക്കുക
1064,sagen::V,сказати,പറയുക
1065,sprechen::V,говорити,സംസാരിക്കുക
1066,reden::V,розмовляти,സംസാരിക്കുക
1067,sich unterhalten::V,бесідувати,നർമ്മസല്ലാപം നടത്തുക
1068,fragen::V,запитати,ചോദിക്കുക
1069,bitten::V,просити,അപേക്ഷിക്കുക
1070,erzählen::V,розповісти,പറയുക
1071,mitteilen::V,повідомити,അറിയിക്കുക
1072,nennen::V,назвати,പേരിടുക
1073,rufen::V,кликати,വിളിക്കുക
1074,prahlen::V,хвалитися,പൊങ്ങച്ചം പറയുക
1075,übersetzen::V,перекласти,പരിഭാഷപ്പെടുത്തുക
1076,denken::V,думати,ചിന്തിക്കുക
1077,denken::V,мислити,ചിന്തിക്കുക
1078,glauben::V,вірити,വിശ്വസിക്കുക
1079,bemerken::V,помітити,ശ്രദ്ധിക്കുക
1080,erkennen::V,пізнати,തിരിചറിയുക
1081,begreifen::V,осягнути,കൈപ്പിടിയിലാക്കുക
1082,verstehen::V,почути,മനസ്സിലാക്കുക
1083,lernen::V,навчатися,പഠിക്കുക
1084,wissen::V,знати,അറിയുക
1085,sich erinnern an::V,пам’ятати,ഓർമിക്കുക
1086,vergessen::V,забути,മറക്കുക
1087,messen::V,міряти,അളക്കുക
1088,zählen::V,лічити,എണ്ണിത്തിട്ടപ്പെടുത്തുക
1089,rechnen::V,рахувати,ഗണിക്കുക
1090,lesen::V,читати,വായിക്കുക
1091,malen::V,малювати,ചിത്രം വരയ്ക്കുക
1092,zeichnen::V,рисувати,വരയ്ക്കുക
1093,schreiben::V,писати,എഴുതുക
1094,besitzen::V,мати,സ്വന്തമാക്കുക
1095,kaufen::V,купити,വാങ്ങുക
1096,verkaufen::V,продати,വിൽക്കുക
1097,bezahlen::V,заплатити,പരിഹാരം ചെയ്യുക
1098,zahlen::V,платити,പണം അടയ്ക്കുക
1099,beherrschen::V,володіти,ഭരിക്കുക
1100,ertragen::V,витерпіти,താങ്ങുക
