,Concept_ID,he,hr
143,Ast::N,ענף,grana
144,Zweig::N,ענף,grana
145,Blatt::N,עלה,list
146,Birke::N,שדר,breza
147,Kiefer[Baum]::N,ארן,bor
148,Weide[Baum]::N,ערבה,iva
149,Weide[Baum]::N,ערבה,vŕba
150,Tanne::N,אשוח,jela
151,Horn::N,קרן,rog
152,Feder::N,נוצה,pero
153,Fell::N,פרוה,koža
154,Flügel::N,כנף,krilo
155,Klaue::N,טלף,papak
156,Kralle::N,טפר,pandža
157,Schwanz::N,זנב,rep
158,Ei::N,ביצה,jaje
159,Nest::N,קן,gnijezdo
160,Bau::N,מחלה,jazbina
161,Tier::N,חיה,životinja
162,Herde::N,עדר,krdo
163,Herde::N,עדר,stado
164,Kuh::N,פרה,krava
165,Bulle::N,פר,bik
166,Pferd::N,סוס,konj
167,Schaf::N,כבשה,ovca
168,Schwein::N,חזיר,svinja
169,Hund::N,כלב,pas
170,Hund::N,כלב,pseto
171,Katze::N,חתול,mačka
172,Bär::N,דב,medvjed
173,Eichhörnchen::N,סנאי,vjeverica
174,Elch::N,דישון,los
175,Fuchs::N,שועל,lisica
176,Hase::N,ארנב,zec
177,Maus::N,עכבר,miš
178,Wolf::N,זאב,vuk
179,Wolf::N,זאב,kurjak
180,Vogel::N,צפור,ptica
181,Schwarm::N,נחיל,roj
182,Schwarm::N,נחיל,jato
183,Schwarm::N,להקה,roj
184,Schwarm::N,להקה,jato
185,Huhn::N,תרנגלת,kokoš
186,Hahn::N,תרנגול,kokot
187,Hahn::N,תרנגול,pijevac
188,Gans::N,אוז,guska
189,Adler::N,עיט,orao
190,Ente::N,ברוז,patka
191,Eule::N,ינשוף,sova
192,Kranich::N,עגור,ždral
193,Kranich::N,כרוכיה,ždral
194,Krähe::N,עורב,vrana
195,Kuckuck::N,קוקיה,kukavica
196,Schwan::N,ברבור,labud
197,Fisch::N,דג,riba
198,Barsch::N,אוקונוס,grgeč
199,Hecht::N,זאב הים,štuka
200,Schlange[Tier]::N,נחש,guja
201,Schlange[Tier]::N,נחש,zmija
202,Wurm::N,תולעת,crv
203,Spinne::N,עכביש,pauk
204,Ameise::N,נמלה,mrav
205,Laus::N,כנה,uš
206,Mücke::N,יתוש,komarac
207,Fliege::N,זבוב,muha
208,Schmetterling::N,פרפר,leptir
209,Beere::N,ענבה,boba
210,Beere::N,ענבה,bobica
211,Apfel::N,תפוח,jabuka
212,Pilz::N,פטריה,pečurka
213,Zwiebel::N,בצל,luk
214,Zwiebel::N,בצל,kapula
215,Saat::N,זרעים,sjemenje
216,Korn::N,גרעין,zrno
217,Heu::N,חציר,sijeno
218,Schale::N,קלפה,kora
219,Schale::N,קלפה,ljuska
220,Grube::N,בור,jama
221,Grube::N,שוחה,jama
222,Falle::N,מלכדת,zamka
223,Falle::N,מלכדת,klopka
224,Schlinge::N,לולאה,uzao
225,Schlinge::N,לולאה,petlja
226,Spur::N,עקבה,trag
227,Spur::N,עקבה,slijed
228,Asche::N,אפר,pepeo
229,Dreck::N,זהמה,blato
230,Eisen::N,ברזל,željezo
231,Gold::N,זהב,zlato
232,Silber::N,כסף,srebro
233,Kohle::N,פחם,ugalj
234,Kohle::N,פחם,ugljen
235,Glas::N,זכוכית,staklo
236,Lehm::N,חרסית,glina
237,Lehm::N,חרסית,ilovača
238,Sand::N,חול,pijesak
239,Mensch::N,אדם,čovjek
240,Mann::N,איש,muškarac
241,Mann::N,גבר,muškarac
242,Frau::N,אשה,žena
243,Frau::N,גברת,žena
244,Kind::N,ילד,čedo
245,Kind::N,ילד,dijete
246,Junge::N,ילד,momče
247,Junge::N,ילד,dječak
248,Mädchen::N,נערה,djevojka
249,Mädchen::N,נערה,djevojčica
250,Familie::N,משפחה,obitelj
251,Familie::N,משפחה,porodica
252,Großvater::N,סבא,djed
253,Großmutter::N,סבתא,baka
254,Eltern::N,הורים,roditelji
255,Vater::N,אב,otac
256,Mutter::N,אם,majka
257,Sohn::N,בן,sin
258,Tochter::N,בת,kći
259,Tochter::N,בת,kćerka
260,Bruder::N,אח,brat
261,Schwester::N,אחות,sestra
262,Onkel::N,דוד,čika
263,Onkel::N,דוד,ujak
264,Tante::N,דודה,ujna
265,Tante::N,דודה,tetka
266,Ehemann::N,איש,muž
267,Ehemann::N,איש,suprug
268,Ehemann::N,בעל,muž
269,Ehemann::N,בעל,suprug
270,Ehefrau::N,אשה,žena
271,Ehefrau::N,אשה,supruga
272,Freude::N,שמחה,radost
273,Gelächter::N,צחוק,grohot
274,Glück::N,אשר,sreća
275,Kummer::N,יגון,jad
276,Kummer::N,יגון,briga
277,Kummer::N,עגמה,jad
278,Kummer::N,עגמה,briga
279,Wunsch::N,אחול,želja
280,Wunsch::N,משאלה,želja
281,Lust::N,חשק,volja
282,Lust::N,תשוקה,volja
283,Geist::N,רוח,duh
284,Gedanke::N,מחשבה,misao
285,Gedächtnis::N,זכרון,pamćenje
286,Verstand::N,שכל,um
287,Verstand::N,שכל,razum
288,Sinn::N,מובן,smisao
289,Sinn::N,מובן,značenje
290,Sinn::N,משמעות,smisao
291,Sinn::N,משמעות,značenje
292,Grund::N,סבה,razlog
293,Wahrheit::N,אמת,istina
294,Gespräch::N,דיון,razgovor
295,Märchen::N,אגדה,bajka
296,Erzählung::N,ספור,priča
297,Erzählung::N,ספור,pripovijest
298,Nachricht::N,ידיעה,vijest
299,Neuigkeit::N,חדשה,novost
300,Name::N,שם,ime
301,Rätsel::N,תעלומה,zagonetka
302,Rede::N,נאום,govor
303,Rede::N,נאום,besjeda
304,Sprache::N,לשון,jezik
305,Stimme::N,קול,glas
306,Wort::N,מלה,riječ
307,Zeichen::N,סימן,znak
308,Ruf::N,קריאה,povik
309,Ruf::N,קריאה,poklik
310,Lärm::N,רעש,buka
311,Lärm::N,רעש,galama
312,Laut::N,הגה,zvuk
313,Ton::N,צליל,ton
314,Lied::N,שיר,pjesma
315,Ruhe::N,שלוה,tišina
316,Ruhe::N,שלוה,počinak
317,Leute::N,אנשים,ljudi
318,Volk::N,עם,puk
319,Volk::N,עם,narod
320,Arbeit::N,עבודה,rad
321,Arbeit::N,עבודה,posao
322,Gast::N,אורח,gost
323,Geschenk::N,מתנה,dar
324,Geschenk::N,מתנה,poklon
325,Spiel::N,משחק,igra
326,Gesellschaft::N,חברה,društvo
327,Gesellschaft::N,חברה,kompanija
328,Hilfe::N,עזרה,pomoć
329,Freund::N,חבר,prijatelj
330,Freund::N,ידיד,prijatelj
331,Kamerad::N,רע,drug
332,Kamerad::N,רע,drugar
333,Angelegenheit::N,ענין,posao
334,Anzahl::N,מספר,broj
335,Anzahl::N,מספר,brojnost
336,Art::N,סוג,vid
337,Art::N,סוג,vrst
338,Stück::N,חתיכה,komad
339,Teil::N,פרק,dio
340,Hälfte::N,חצי,polovina
341,Kreis::N,מעגל,krug
342,Kreuz::N,צלב,križ
343,Linie::N,קו,crta
344,Strich::N,קו קצר,crta
345,Abstand::N,מרחק,razmak
346,Abstand::N,מרחק,odstojanje
347,Entfernung::N,מרחק,udaljenost
348,Gegend::N,נוף,kraj
349,Gegend::N,נוף,predeo
350,Platz::N,שטח,mjesto
351,Ort::N,אתר,mjesto
352,Ort::N,מקום,mjesto
353,Seite::N,צד,bok
354,Seite::N,צד,strana
355,Mitte::N,אמצע,sredina
356,Gegenstand::N,אוביקט,predmet
357,Sache::N,דבר,posao
358,Rand::N,פרור,rub
359,Rand::N,פרור,kraj
360,Kante::N,קצה,brid
361,Kante::N,קצה,ivica
362,Ecke::N,פנה,ugao
363,Spitze::N,קצה,vrh
364,Spitze::N,קצה,šiljak
365,Ende::N,סוף,konac
366,Loch::N,חר,rupa
367,Winkel::N,פנה,kut
368,Winkel::N,פנה,ugao
369,Muster::N,תבנית,uzor
370,Größe::N,גדל,veličina
371,Länge::N,ארך,duljina
372,Höhe::N,קומה,visina
373,Höhe::N,גבה,visina
374,Gewicht::N,משקל,težina
375,Menge::N,כמות,mnoštvo
376,Menge::N,כמות,količina
377,Haufen::N,ערמה,hrpa
378,Haufen::N,ערמה,gomila
379,Reihe::N,רצף,red
380,Boot::N,סירה,čun
381,Boot::N,סירה,čamac
382,Ruder::N,משוט,veslo
383,Schlitten::N,מזחלת,saone
384,Ski::N,מגלשים,ski
385,Ski::N,מגלשים,smučka
386,Lagerfeuer::N,מדורה,logorska vatra
387,Last::N,משא,tovar
388,Gang::N,הליכה,hod
389,Schritt::N,צעד,korak
390,Norden::N,צפון,sjever
391,Süden::N,דרום,jug
392,Westen::N,מערב,zapad
393,Osten::N,מזרח,istok
394,Holz::N,עץ,drvo
395,Brett::N,קרש,daska
396,Platte::N,לוח,ploča
397,Stütze::N,משען,potpora
398,Stange::N,מוט,motka
399,Stock::N,מקל,štap
400,Stock::N,מקל,palica
401,Stab::N,מוט,štap
402,Stab::N,מוט,šipka
403,Rohr::N,צנור,cijev
404,Haus::N,בית,kuća
405,Heim::N,בית,dom
406,Ofen::N,תנור,peć
407,Fußboden::N,רצפה,pod
408,Tisch::N,שלחן,stol
409,Tisch::N,שלחן,trpeza
410,Stuhl::N,כסא,stolac
411,Stuhl::N,כסא,stolica
412,Wiege::N,ערש,kolijevka
413,Bett::N,מטה,krevet
414,Bett::N,מטה,postelja
415,Regal::N,מדף,polica
416,Kiste::N,תבה,sanduk
417,Kiste::N,ארגז,sanduk
418,Fenster::N,חלון,prozor
419,Tür::N,דלת,vrata
420,Tor::N,שער,vrata
421,Tor::N,שער,kapija
422,Zaun::N,גדר,plot
423,Zaun::N,גדר,ograda
424,Dach::N,גג,krov
425,Leiter::N,סלם,ljestve
426,Leiter::N,סלם,ljestvice
427,Besen::N,מטאטא,metla
428,Spaten::N,את,ašov
429,Schaufel::N,את,lopata
430,Gabel::N,מזלג,viljuška
431,Löffel::N,כף,žlica
432,Messer::N,סכין,nož
433,Nagel::N,מסמר,čavao
434,Netz::N,רשת,mreža
435,Haken::N,וו,kuka
436,Haken::N,קרס,kuka
437,Griff::N,ידית,držak
438,Griff::N,ידית,ručica
439,Schloss::N,מנעול,brava
440,Bild::N,תמונה,slika
441,Figur::N,פסל,figura
442,Puppe::N,בבה,lutka
443,Beutel::N,שק,kesa
444,Bündel::N,צרור,snop
445,Bündel::N,צרור,svežanj
446,Tasche::N,שקית,torba
447,Tasche::N,שקית,taška
448,Eimer::N,דלי,kabao
449,Deckel::N,מכסה,poklopac
450,Geschirr::N,כלים,suđe
451,Geschirr::N,כלים,posuđe
452,Sack::N,שק,džak
453,Sack::N,שק,vreća
454,Tasse::N,ספל,šalica
455,Topf::N,סיר,lonac
456,Kessel::N,קנקן,kazan
457,Essen::N,אכל,obrok
458,Essen::N,ארוחה,obrok
459,Nahrung::N,הזנה,hrana
460,Nahrung::N,תזונה,hrana
461,Speise::N,מאכל,jelo
462,Speise::N,ארוחה,jelo
463,Fleisch::N,בשר,meso
464,Getreide::N,דגן,žito
465,Getreide::N,דגן,žitarice
466,Brei::N,מחית,kaša
467,Brot::N,לחם,kruh
468,Scheibe::N,עגול,kriška
469,Scheibe::N,פרוסה,kriška
470,Fett::N,שמן,mast
471,Fett::N,שמן,salo
472,Butter::N,חמאה,buter
473,Butter::N,חמאה,maslac
474,Öl::N,שמן,ulje
475,Salz::N,מלח,sol
476,Suppe::N,מרק,supa
477,Honig::N,דבש,med
478,Milch::N,חלב,mlijeko
479,Tee::N,תה,čaj
480,Leder::N,עור,koža
481,Wolle::N,צמר,vuna
482,Stoff::N,בד,štof
483,Stoff::N,בד,tkanina
484,Stoff::N,אריג,štof
485,Stoff::N,אריג,tkanina
486,Nadel::N,מחט,igla
487,Faden::N,חוט,nit
488,Faden::N,חוט,konac
489,Knopf::N,כפתור,dugme
490,Knoten::N,קשר,čvor
491,Knoten::N,קשר,uzao
492,Farbe::N,צבע,farba
493,Kleidung::N,בגדים,odjeća
494,Hemd::N,חלצה,košulja
495,Kragen::N,צוארון,ovratnik
496,Ärmel::N,שרוול,rukav
497,Hose::N,מכנסים,hlače
498,Gürtel::N,חגורה,pas
499,Gürtel::N,חגורה,pojas
500,Mütze::N,כובע,kapa
501,Schuh::N,נעל,cipela
502,Stiefel::N,מגף,čizma
503,Ring::N,טבעת,prsten
504,Band::N,סרט,vrpca
505,Kamm::N,מסרק,češalj
506,Spiegel::N,מראה,zrcalo
507,Spiegel::N,מראה,ogledalo
508,Riemen::N,רצועה,kaiš
509,Riemen::N,רצועה,remen
510,Schnur::N,חבל,vrpca
511,Leine::N,מושכות,uzica
512,Decke::N,שמיכה,ćebe
513,Decke::N,שמיכה,pokrivač
514,Kissen::N,כרית,jastuk
515,Tuch::N,צעיף,rubac
516,Tuch::N,צעיף,marama
517,Handtuch::N,מגבת,ručnik
518,Kraft::N,כוח,snaga
519,Stärke::N,און,jakost
520,Gesundheit::N,בריאות,zdravlje
521,Krankheit::N,מחלה,bolest
522,Schmerz::N,כאב,bol
523,Wunde::N,פציעה,rana
524,Fieber::N,חם,groznica
525,Arznei::N,תרופה,lijek
526,Brücke::N,גשר,most
527,Brücke::N,גשר,ćuprija
528,Brunnen::N,באר,bunar
529,Brunnen::N,באר,zdenac
530,Weide::N,אחו,paša
531,Weide::N,אחו,pašnjak
532,Weide::N,מרעה,paša
533,Weide::N,מרעה,pašnjak
534,Pfad::N,שביל,staza
535,Pfad::N,מדרכה,staza
536,Weg::N,דרך,put
537,Straße::N,כביש,drum
538,Straße::N,כביש,cesta
539,Dorf::N,כפר,selo
540,Stadt::N,עיר,grad
541,Stadt::N,עיר,varoš
542,Brief::N,מכתב,list
543,Brief::N,מכתב,pismo
544,Buch::N,ספר,knjiga
545,Buchstabe::N,אות,slovo
546,Zeitung::N,עתון,novine
547,Leben::N,חיים,život
548,Tod::N,מות,smrt
549,Grab::N,קבר,raka
550,Kirche::N,כנסיה,crkva
551,Sünde::N,חטא,grijeh
552,Gott::N,אל,bog
553,Arbeiter::N,פועל,radnik
554,Chef::N,ראש,šef
555,Chef::N,מנהל,šef
556,Meister::N,ממחה,majstor
557,Arzt::N,רופא,liječnik
558,Lehrer::N,מורה,učitelj
559,Geld::N,כסף,novac
560,Geschäft::N,עסקה,posao
561,Geschäft::N,עסקה,trgovina
562,Laden::N,חנות,dućan
563,Preis::N,מחיר,cijena
564,Ware::N,סחורה,roba
565,Nutzen::N,תועלת,korist
566,Reichtum::N,עשר,bogatstvo
567,Welt::N,עולם,svijet
568,Land::N,ארץ,zemlja
569,Staat::N,מדינה,država
570,König::N,מלך,kralj
571,Macht::N,כוח,moć
572,Macht::N,כוח,vlast
573,Grenze::N,גבול,granica
574,Krieg::N,מלחמה,rat
575,Feind::N,אויב,neprijatelj
576,Gewalt::N,אלימות,sila
577,Gewalt::N,אלימות,nasilje
578,Kampf::N,קרב,boj
579,Kampf::N,קרב,borba
580,Kampf::N,לחימה,boj
581,Kampf::N,לחימה,borba
582,Bogen[Waffe]::N,קשת,luk
583,Pfeil::N,חץ,strijela
584,Gewehr::N,רובה,puška
585,Fehler::N,טעות,pogreška
586,Fehler::N,טעות,griješka
587,Lüge::N,שקר,laž
588,Schaden::N,נזק,šteta
589,Unglück::N,מזל רע,nesreća
590,Schuld::N,אשמה,krivnja
591,Alter::N,גיל,dob
592,Schluss::N,סיום,kraj
593,Schluss::N,סיום,konac
594,Zeit::N,זמן,doba
595,Zeit::N,זמן,vrijeme
596,Tag::N,יום,dan
597,Morgen::N,בקר,jutro
598,Mittag::N,צהרים,podne
599,Abend::N,ערב,veče
600,Abend::N,ערב,večer
601,Nacht::N,לילה,noć
602,Woche::N,שבוע,sedmica
603,Monat::N,חדש,mjesec
604,Jahr::N,שנה,godina
605,Frühling::N,אביב,proljeće
606,Sommer::N,קיץ,ljeto
607,Herbst::N,סתו,jesen
608,Winter::N,חרף,zima
609,Januar::N,ינואר,januar
610,Januar::N,ינואר,siječanj
611,Februar::N,פברואר,veljača
612,Februar::N,פברואר,februar
613,März::N,מרץ,mart
614,März::N,מרץ,ožujak
615,April::N,אפריל,april
616,April::N,אפריל,travanj
617,Mai::N,מאי,maj
618,Mai::N,מאי,svibanj
619,Juni::N,יוני,juni
620,Juni::N,יוני,lipanj
621,Juli::N,יולי,juli
622,Juli::N,יולי,srpanj
623,August::N,אוגוסט,august
624,August::N,אוגוסט,kolovoz
625,September::N,ספטמבר,rujan
626,September::N,ספטמבר,septembar
627,Oktober::N,אוקטובר,oktobar
628,Oktober::N,אוקטובר,listopad
629,November::N,נובמבר,studeni
630,November::N,נובמבר,novembar
631,Dezember::N,דצמבר,prosinac
632,Montag::N,יום שני,ponedjeljak
633,Montag::N,יום שני,ponedjeljnik
634,Dienstag::N,יום שלישי,utorak
635,Dienstag::N,יום שלישי,utornik
636,Mittwoch::N,יום רביעי,srijeda
637,Donnerstag::N,יום חמישי,četvrtak
638,Freitag::N,יום ששי,petak
639,Samstag::N,יום שבת,subota
640,Sonntag::N,יום ראשון,nedjelja
641,groß::A,גדול,velik
642,klein::A,קטן,mali
643,klein::A,קטן,malen
644,lang::A,ארך,dug
645,lang::A,ארך,dugačak
646,kurz::A,קצר,kratak
647,breit::A,רחב,širok
648,schmal::A,צר,uski
649,schmal::A,צר,uzak
650,dicht::A,צפוף,gust
651,dick[Gegenstand]::A,עבה,debeo
652,dünn::A,דק,tanak
653,fein::A,מעדן,fin
654,fein::A,מעדן,tanak
655,fest::A,מוצק,čvrst
656,flach::A,שטוח,ravan
657,flach::A,שטוח,plosnat
658,glatt::A,חלק,gladak
659,hart::A,קשיח,tvrd
660,weich::A,רך,mek
661,weich::A,רך,mekan
662,rund::A,עגל,okrugao
663,spitz::A,חד,oštar
664,spitz::A,חד,šiljast
665,scharf::A,חד,oštar
666,scharf::A,חד,bridak
667,stumpf::A,קהה,tup
668,schwer::A,כבד,težak
669,schön::A,יפה,krasan
670,heiß::A,חם,vruć
671,warm::A,חם,topao
672,kalt::A,קר,hladan
673,kühl::A,צונן,hladan
674,frisch::A,טרי,svjež
675,feucht::A,לח,vlažan
676,nass::A,רטוב,mokar
677,trocken::A,יבש,suh
678,voll::A,מלא,pun
679,leer::A,ריק,prazan
680,offen::A,פתוח,otvoren
681,geschlossen::A,סגור,zatvoren
682,sauber::A,נקי,čist
683,schmutzig::A,מלכלך,nečist
684,schmutzig::A,מלכלך,blatan
685,roh::A,חי,sirov
686,reif::A,בשל,zreo
687,lecker::A,טעים,tečan
688,lecker::A,טעים,ukusan
689,süß::A,מתוק,sladak
690,bitter::A,מר,gorak
691,sauer::A,חמוץ,kiseo
692,hell::A,בהיר,vedar
693,hell::A,בהיר,svijetao
694,dunkel::A,עמום,taman
695,schwarz::A,שחר,crn
696,weiß::A,לבן,bio
697,weiß::A,לבן,bijel
698,rot::A,אדם,crven
699,gelb::A,צהב,žut
700,blau::A,כחל,plav
701,blau::A,כחל,modar
702,grün::A,ירק,zelen
703,grau::A,אפר,siv
704,bunt::A,צבעוני,šaren
705,billig::A,זול,jeftin
706,teuer::A,יקר,skup
707,wertvoll::A,יקר ערך,vrijedan
708,wertvoll::A,יקר ערך,dragocjen
709,blind::A,עור,slijep
710,taub::A,חרש,gluh
711,kräftig::A,חסן,snažan
712,stark::A,חזק,jak
713,stark::A,חזק,snažan
714,schwach::A,חלש,slab
715,fett::A,שמן,pretio
716,schlank::A,רזה,vitak
717,hübsch::A,יפה תאר,zgodan
718,böse::A,רשע,zao
719,böse::A,רשע,opak
720,dumm::A,טפש,glup
721,faul::A,עצלן,lijen
722,fleißig::A,חרוץ,radin
723,fleißig::A,חרוץ,marljiv
724,geizig::A,קמצן,škrt
725,klug::A,נבון,razborit
726,klug::A,פקח,razborit
727,geschickt::A,מימן,vješt
728,lieb::A,יקר,drag
729,lieb::A,אהוב,drag
730,lustig::A,עליז,veseo
731,sanft::A,עדין,blag
732,hungrig::A,רעב,gladan
733,krank::A,חולה,bolestan
734,nackt::A,ערום,nag
735,traurig::A,עצוב,tužan
736,traurig::A,עצוב,žalostan
737,lebendig::A,חי,živ
738,gut::A,טוב,dobar
739,schlecht::A,גרוע,loš
740,schlecht::A,גרוע,rđav
741,richtig::A,נכון,tačan
742,richtig::A,נכון,ispravan
743,schlimm::A,רע,zao
744,schlimm::A,רע,zločest
745,wahr::A,אמתי,istinit
746,alt::A,ישן,star
747,neu::A,חדש,nov
748,ehemalig::A,לשעבר,bivši
749,alt[Lebewesen]::A,זקן,star
750,jung::A,צעיר,mlad
751,arm::A,עני,ubog
752,arm::A,עני,siromašan
753,reich::A,עשיר,bogat
754,bekannt::A,ידוע,poznat
755,berühmt::A,מפרסם,čuven
756,berühmt::A,מפרסם,slavan
757,fremd::A,זר,tuđ
758,fremd::A,זר,stran
759,verschieden::A,שונה,razan
760,verschieden::A,שונה,različan
761,nah::A,קרוב,blizak
762,fern::A,רחוק,dalek
763,fern::A,רחוק,daljnji
764,linker::A,שמאלי,lijevi
765,rechter::A,ימין,desni
766,anderer::A,אחר,drugi
767,anderer::A,אחר,drugačiji
768,erster::A,ראשון,prvi
769,zweiter::A,שני,drugi
770,dritter::A,שלישי,treći
771,letzter::A,אחרון,zadnji
772,allein::ADV,לבד,sam
773,auf einmal::ADV,בו-זמנית,istodobno
774,zusammen::ADV,ביחד,skupa
775,zusammen::ADV,ביחד,zajedno
776,lange::ADV,הרבה זמן,dugo
777,plötzlich::ADV,לפתע,naglo
778,plötzlich::ADV,לפתע,iznenada
779,plötzlich::ADV,פתאום,naglo
780,plötzlich::ADV,פתאום,iznenada
781,sofort::ADV,מיד,odmah
782,später::ADV,לאחר זמן,kasnije
783,später::ADV,יותר מאחר,kasnije
784,jetzt::ADV,עכשיו,sad
785,jetzt::ADV,עכשיו,sada
786,heute::ADV,היום,danas
787,morgen::ADV,מחר,sutra
788,bald::ADV,בקרוב,skoro
789,bald::ADV,בקרוב,doskora
790,dann::ADV,אחר-כך,zatim
791,gestern::ADV,אתמול,juče
792,gestern::ADV,אתמול,jučer
793,einst::ADV,לפנים,negda
794,einst::ADV,לפנים,nekada
795,damals::ADV,אז,tada
796,damals::ADV,אז,onda
797,danach::ADV,אחר-כך,poslije
798,danach::ADV,אחר-כך,nakon toga
799,vorher::ADV,לפני זה,prije
800,vorher::ADV,לפני זה,prije toga
801,zuerst::ADV,קדם,prvo
802,zuerst::ADV,קדם,najprije
803,einmal::ADV,פעם,jednom
804,einmal::ADV,פעם,jedanput
805,manchmal::ADV,לפעמים,katkad
806,manchmal::ADV,לפעמים,katkada
807,oft::ADV,לעתים קרובות,često
808,immer::ADV,תמיד,vazda
809,immer::ADV,תמיד,uvijek
810,niemals::ADV,אף פעם,nikad
811,niemals::ADV,אף פעם,nikada
812,hier::ADV,כאן,tu
813,hier::ADV,כאן,ovdje
814,hierhin::ADV,פה,amo
815,hierhin::ADV,פה,ovamo
816,von hier::ADV,מפה,odavde
817,dort::ADV,שם,ondje
818,dorthin::ADV,שם,onamo
819,geradeaus::ADV,ישר,ravno
820,vorwärts::ADV,קדימה,naprijed
