,Concept_ID,ta,mhr
238,Lust::N,விருப்பம்,ку́мыл
239,Geist::N,ஆன்மா,ӧрт
240,Geist::N,ஆன்மா,чон
241,Gedanke::N,எண்ணம்,ой
242,Gedanke::N,எண்ணம்,шоныма́ш
243,Gedächtnis::N,ஞாபகம்,шарныма́ш
244,Verstand::N,மனம்,уш
245,Sinn::N,அர்த்தம்,смысл
246,Grund::N,காரணம்,ама́л
247,Wahrheit::N,உண்நை,чын
248,Gespräch::N,பெசு,мутланыма́ш
249,Märchen::N,நம்பத்தகாத கதை,йома́к
250,Erzählung::N,கதை,ойлыма́ш
251,Nachricht::N,செய்தி,увертарыма́ш
252,Neuigkeit::N,செய்தி,уве́р
253,Name::N,பெயர்,лӱм
254,Rätsel::N,புதிர்,ту́што
255,Rede::N,பேச்சு,ойлыма́ш
256,Sprache::N,மொழி,йы́лме
257,Stimme::N,குரல்,йӱк
258,Wort::N,வார்த்தை,ой
259,Wort::N,வார்த்தை,мут
260,Zeichen::N,குறி,ти́ште
261,Zeichen::N,குறி,знак
262,Ruf::N,அழைப்பு,ӱжма́ш
263,Lärm::N,சத்தம்,лӱшкыма́ш
264,Lärm::N,சத்தம்,йӱк-йӱа́н
265,Laut::N,ஒலி,йӱк
266,Ton::N,குரல்,йӱксе́м
267,Lied::N,பாட்டு,му́ро
268,Ruhe::N,அமைதி,ты́мык
269,Leute::N,மக்கள்,еҥ-влак
270,Volk::N,மக்கள்,ка́лык
271,Arbeit::N,வேலை,паша́
272,Gast::N,விருந்தாளி,уна́
273,Geschenk::N,பரிசுப் பொருள்,пӧле́к
274,Spiel::N,விளையாட்டு,мо́дыш
275,Spiel::N,விளையாட்டு,модма́ш
276,Gesellschaft::N,சமுதாயம்,тӱшка́
277,Hilfe::N,உதவி,по́лыш
278,Freund::N,நண்பன்,таҥ
279,Freund::N,நண்பன்,йолта́ш
280,Kamerad::N,உடனிருப்பவன்,таҥ
281,Angelegenheit::N,செய்தி,паша́
282,Anzahl::N,எண்ணிக்கை,чот
283,Art::N,வகை,вид
284,Stück::N,துண்டம்,ка́тыш
285,Stück::N,துண்டம்,ла́стык
286,Teil::N,பகுதி,ужа́ш
287,Hälfte::N,பாதி,пел
288,Hälfte::N,பாதி,пе́ле
289,Kreis::N,வட்டம்,ты́ртыш
290,Kreuz::N,சிலுவை,ыре́с
291,Linie::N,கோடு,ли́ний
292,Strich::N,வாத நோய்,коре́ш
293,Abstand::N,இடைவெளி,кокла́
294,Entfernung::N,தூரம்,тора́
295,Entfernung::N,தூரம்,ку́жыт
296,Gegend::N,வட்டாரம்,кунде́м
297,Platz::N,வெற்றிடம்,ку́мдык
298,Ort::N,இடம்,вер
299,Ort::N,இடம்,о́лмо
300,Seite::N,பக்கம்,ӧ́рдыж
301,Mitte::N,இடைப்பகுதி,покше́л
302,Gegenstand::N,உருப்படி,наста́
303,Sache::N,பொருள்,наста́
304,Rand::N,தொங்கு,тӱр
305,Kante::N,விளிம்பு,тӱр
306,Ecke::N,மூலை,лук
307,Spitze::N,முனை,вуй
308,Ende::N,முடிவு,муча́ш
309,Loch::N,துளை,рож
310,Winkel::N,கோணம்,лук
311,Muster::N,பாங்கு,пеза́к
312,Muster::N,பாங்கு,узо́р
313,Muster::N,பாங்கு,ӱ́лгӧ
314,Größe::N,அளவு,кӱ́кшыт
315,Länge::N,நீளம்,ку́тыш
316,Höhe::N,உயரம்,кӱ́кшыт
317,Gewicht::N,எடை,не́лыт
318,Menge::N,தொகை,чот
319,Haufen::N,குவியல்,кы́шыл
320,Reihe::N,வரிசை,рада́м
321,Boot::N,படகு,пуш
322,Ruder::N,துடுப்பு,эшка́к
323,Schlitten::N,சகடையிலா வண்டி,тер
324,Schlitten::N,சகடையிலா வண்டி,изде́р
325,Ski::N,பனிச் சறுக்கல்,е́че
326,Lagerfeuer::N,மூட்டம்,туло́то
327,Last::N,பாரம்,нӧ́лтыш
328,Gang::N,நடை,ошкылма́ш
329,Schritt::N,காலடி,о́шкыл
330,Norden::N,வடக்கு,йӱдйыма́л
331,Süden::N,தெற்கு,кечывалве́л
332,Westen::N,மேற்கு திசை,касве́л
333,Osten::N,கிழக்கு,эрве́л
334,Holz::N,மரக்கட்டை,пу
335,Brett::N,பலகை,оҥа́
336,Platte::N,பலகம்,аста́р
337,Stütze::N,அடைப்புகன்,чара́к
338,Stange::N,கம்பம்,лома́ш
339,Stock::N,குச்சி,тоя́
340,Stab::N,கம்பு,вара́
341,Stab::N,கம்பு,кашта́
342,Rohr::N,குழாய்,пуч
343,Haus::N,வீடு,пӧрт
344,Heim::N,வீடு,мӧ́ҥгӧ
345,Ofen::N,அடுப்பு,комака́
346,Fußboden::N,தரை,кӱва́р
347,Tisch::N,மேசை,ӱсте́л
348,Stuhl::N,நாற்காலி,пӱке́н
349,Wiege::N,தொட்டில்,шепка́
350,Bett::N,படுக்கை,ва́кшыш
351,Regal::N,அலமாரி,шӧ́рлык
352,Kiste::N,பெட்டி,шо́ндык
353,Kiste::N,பெட்டி,я́шлык
354,Fenster::N,சாளரம்,окна́
355,Tür::N,கதவு,омса́
356,Tor::N,வாசற்கதவு,капка́
357,Zaun::N,வேலி,сава́р
358,Dach::N,கூரை,леве́дыш
359,Leiter::N,ஏணி,тошка́лтыш
360,Besen::N,விளக்குமாறு,ӱштерво́штыр
361,Spaten::N,மண்வெட்டி,ко́льмо
362,Schaufel::N,அடிதண்டா,сово́к
363,Schaufel::N,அடிதண்டா,су́ско
364,Gabel::N,முட்கரண்டி,ви́лке
365,Löffel::N,கரண்டி,па́не
366,Löffel::N,கரண்டி,совла́
367,Messer::N,கத்தி,кӱ́зӧ
368,Nagel::N,ஆணி,пуда́
369,Netz::N,வலை,вапш
370,Haken::N,கொக்கி,са́гыле
371,Griff::N,கைப்பிடி,кыл
372,Schloss::N,பூட்டு,кӧгӧ́н
373,Bild::N,படம்,сӱре́т
374,Figur::N,எண்ணிக்கை,фигу́р
375,Puppe::N,பொம்மை,курча́к
376,Beutel::N,பை,меша́к
377,Bündel::N,பொதி,арша́ш
378,Tasche::N,பை,сумка́
379,Eimer::N,வாளி,ведра́
380,Deckel::N,உறை,ко́мдыш
381,Geschirr::N,பாத்திரம்,а́те
382,Sack::N,பை,куль
383,Sack::N,பை,меша́к
384,Tasse::N,கிண்ணம்,чу́кыр
385,Tasse::N,கிண்ணம்,чашка́
386,Topf::N,பானை,ми́ске
387,Kessel::N,கெண்டி,под
388,Essen::N,உணவருந்துதல்,ко́чкыш
389,Nahrung::N,உணவு,ку́рго
390,Speise::N,உணவு வகை,ко́чкыш
391,Fleisch::N,இறைச்சி,шыл
392,Getreide::N,மக்காச்சோளம்,шу́рно
393,Brei::N,கஞ்சி,пу́чымыш
394,Brot::N,ரொட்டி,ки́нде
395,Scheibe::N,துண்டு,ка́тыш
396,Fett::N,கொழுப்பு,коя́
397,Butter::N,வெண்ணெய்,ӱй
398,Öl::N,எண்ணெய்,ӱй
399,Salz::N,உப்பு,шинча́л
400,Suppe::N,ரசம்,шӱр
401,Honig::N,தேன்,мӱй
402,Milch::N,பால்,шӧр
403,Tee::N,தெனீர்,чай
404,Leder::N,பதம் செய்யப்பட்ட தோல்,сура́н
405,Leder::N,பதம் செய்யப்பட்ட தோல்,шӱ́штӧ
406,Wolle::N,கம்பளி,пун
407,Stoff::N,துணி,куэ́м
408,Stoff::N,துணி,посто́
409,Nadel::N,ஊசி,и́ме
410,Faden::N,நூல்,шӱ́ртӧ
411,Knopf::N,பொத்தான்,по́лдыш
412,Knoten::N,முடிச்சு,пышке́м
413,Farbe::N,வண்ணக் குழம்பு,чия́
414,Kleidung::N,ஆடைகள்,чие́м
415,Kleidung::N,ஆடைகள்,вурге́м
416,Hemd::N,சட்டை,ту́выр
417,Kragen::N,கழுத்துப் பட்டை,сога́
418,Ärmel::N,சட்டைக்கை,шокш
419,Hose::N,கால்சட்டை,йола́ш
420,Gürtel::N,பெல்ட்,ӱ́штӧ
421,Mütze::N,தொப்பி,упш
422,Schuh::N,காலணி,боти́нке
423,Stiefel::N,காலணி,кем
424,Ring::N,மோதிரம்,шерга́ш
425,Band::N,நாடா,тасма́
426,Band::N,நாடா,ле́нте
427,Kamm::N,கீப்பு,шерге́
428,Spiegel::N,ஆடி,вошто́нчыш
429,Spiegel::N,கண்ணாடி,вошто́нчыш
430,Riemen::N,வார்,кӱзанӱ́штӧ
431,Schnur::N,கயிறு,кере́м
432,Schnur::N,கயிறு,кандыра́
433,Leine::N,தோல்வார்,вӱра́ҥ
434,Decke::N,போர்வை,леве́дыш
435,Decke::N,போர்வை,одея́л
436,Kissen::N,தலையணை,кӱ́пчык
437,Tuch::N,துணி,шо́выч
438,Handtuch::N,தண்டு,со́лык
439,Kraft::N,நிர்பந்தம்,вий
440,Kraft::N,நிர்பந்தம்,куа́т
441,Stärke::N,பலம்,куа́т
442,Stärke::N,பலம்,карма́н
443,Gesundheit::N,ஆரோக்கியம்,таза́лык
444,Krankheit::N,நோய்,чер
445,Schmerz::N,வலி,ко́рштыш
446,Wunde::N,காயம்,су́сыр
447,Fieber::N,காய்ச்சல்,йӱштыму́ж
448,Fieber::N,காய்ச்சல்,лихора́дке
449,Arznei::N,மருந்து,эм
450,Brücke::N,பாலம்,кӱва́р
451,Brunnen::N,கேணி,вӱдвыне́м
452,Weide::N,மேய்ச்சல் நிலம்,нурше́р
453,Pfad::N,நடை வழி,йолго́рно
454,Pfad::N,நடை வழி,сокма́к
455,Weg::N,வழி,ко́рно
456,Straße::N,சாலை,ко́рно
457,Dorf::N,கிராமம்,ял
458,Stadt::N,நகரம்,ола́
459,Brief::N,கடிதம்,се́рыш
460,Buch::N,புத்தகம்,книга́
461,Buchstabe::N,எழத்து,буква́
462,Zeitung::N,செய்தித்தாள்,газе́т
463,Leben::N,வாழ்க்கை,и́лыш
464,Tod::N,மரணம்,колыма́ш
465,Grab::N,சமாதி,шӱга́р
466,Kirche::N,தேவாலயம்,че́рке
467,Sünde::N,பாவம்,су́лык
468,Gott::N,கடவுள்,ю́мо
469,Arbeiter::N,தொழிலாளி,паша́зе
470,Chef::N,மேலாளர்,тӧра́
471,Meister::N,தலைவன்,маста́р
472,Arzt::N,மருத்துவர்,врач
473,Lehrer::N,ஆசிரியர்,ту́ныктышо
474,Geld::N,பணம்,окса́
475,Geschäft::N,வாணிபம்,сатулыма́ш
476,Laden::N,கடை,ке́выт
477,Preis::N,விலை,ак
478,Ware::N,சாமன்கள்,сату́
479,Nutzen::N,இலாபம்,пайда́
480,Reichtum::N,சொத்து,поя́нлык
481,Welt::N,உலகம்,тӱня́
482,Land::N,நாடு,эл
483,Staat::N,நாடு,кугыжа́ныш
484,König::N,அரசன்,кугыжа́
485,Macht::N,அதிகாரம்,власть
486,Grenze::N,எல்லை,грани́ца
487,Krieg::N,போர்,сар
488,Feind::N,எதிரி,тушма́н
489,Gewalt::N,வன்முறை,виешлыма́ш
490,Kampf::N,போராட்டம்,кредалма́ш
491,Bogen[Waffe]::N,வில்,юҥе́ж
492,Pfeil::N,அம்பு,пикш
493,Gewehr::N,துப்பாக்கி,пыча́л
494,Fehler::N,தவறு,йо́ҥылыш
495,Lüge::N,பொய்,шоя́к
496,Schaden::N,சேதாரம்,зия́н
497,Unglück::N,இடையூறு,эҥге́к
498,Schuld::N,குற்றம்,тита́к
499,Schuld::N,குற்றம்,йола́
500,Alter::N,வயது,ийго́т
501,Schluss::N,முடிவு,муча́ш
502,Zeit::N,காலம்,жап
503,Zeit::N,காலம்,па́гыт
504,Tag::N,நாள்,ке́че
505,Morgen::N,காலை நேரம்,эр
506,Mittag::N,மதியம்,кечыва́л
507,Abend::N,மாலைப் பொழுது,кас
508,Nacht::N,இரவு,йӱд
509,Woche::N,வாரம்,арня́
510,Monat::N,மாதம்,ты́лзе
511,Jahr::N,வருடம்,ий
512,Frühling::N,வசந்தம்,шо́шо
513,Sommer::N,கோடை,кеҥе́ж
514,Herbst::N,இலையுதிர் காலம்,шы́же
515,Winter::N,குளிர்காலம்,те́ле
516,Januar::N,ஜனவரி,шоркыйол
517,Januar::N,ஜனவரி,идалыкву́й
518,Januar::N,ஜனவரி,янва́рь
519,Februar::N,பிபரவரி மாதம்,пургыж
520,Februar::N,பிபரவரி மாதம்,февра́ль
521,März::N,மார்ச் மாதம்,ӱярня
522,März::N,மார்ச் மாதம்,март
523,April::N,ஏப்ரல் மாதம்,апре́ль
524,Mai::N,மே மாதம்,ага
525,Mai::N,மே மாதம்,май
526,Juni::N,ஜூன் மாதம்,пеледыш
527,Juni::N,ஜூன் மாதம்,ию́нь
528,Juli::N,ஜூலை மாதம்,сӱрем
529,Juli::N,ஜூலை மாதம்,ию́ль
530,August::N,ஆகஸ்ட் மாதம்,сорла
531,August::N,ஆகஸ்ட் மாதம்,агарма́н
532,August::N,ஆகஸ்ட் மாதம்,а́вгуст
533,September::N,செப்டம்பர் மாதம்,идым
534,September::N,செப்டம்பர் மாதம்,сентя́брь
535,Oktober::N,அக்டோபர் மாதம்,шыжа
536,Oktober::N,அக்டோபர் மாதம்,октя́брь
537,November::N,நவம்பர் மாதம்,кылме тылзе
538,November::N,நவம்பர் மாதம்,ноя́брь
539,Dezember::N,டிசம்பர்,дека́брь
540,Montag::N,திங்கட் கிழமை,шо́чмо
541,Dienstag::N,செவ்வாய்க்கிழமை,ку́шкыжмо
542,Mittwoch::N,புதன் கிழமை,вӱрге́че
543,Donnerstag::N,வியாழக் கிழமை,изарня́
544,Freitag::N,வெள்ளிக்கிழமை,кугарня́
545,Samstag::N,சனிக்கிழமை,шуматке́че
546,Sonntag::N,ஞாயிறுக் கிழமை,рушарня́
547,groß::A,பெரிய,кугу́
548,klein::A,சிறிய,изи́
549,lang::A,நீண்ட,кужу́
550,kurz::A,குட்டையான,кӱ́чык
551,breit::A,அகலமான,кумда́
552,schmal::A,குறுகலான,а́ҥысыр
553,dicht::A,அடர்த்தியான,ну́гыдо
554,dick[Gegenstand]::A,தடித்த,кӱ́жгӧ
555,dünn::A,சன்னமான,ви́чкыж
556,fein::A,மெல்லிய,ты́гыде
557,fest::A,உறுதியாள,чо́ткыдо
558,flach::A,தட்டையான,лапка́
559,glatt::A,வழுவழுப்பான,яклака́
560,hart::A,கடினமான,пе́ҥгыде
561,weich::A,மென்மையான,пу́шкыдо
562,rund::A,உருண்டையான,йырге́шке
563,spitz::A,திகந்தமாக,коша́р
564,scharf::A,கூரான,пӱ́сӧ
565,stumpf::A,உளம் திறந்த,токма́к
566,schwer::A,கனமான,не́ле
567,schön::A,அழகான,сы́лне
568,heiß::A,சூடான,шо́кшо
569,warm::A,இதமான,ле́ве
570,kalt::A,குளிர்ச்சியான,йӱ́штӧ
571,kühl::A,குளிர்ச்சியான,юа́лге
572,kühl::A,குளிர்ச்சியான,южгата́
573,frisch::A,சுத்தமான,свежа́
574,feucht::A,ஈரமான,вӱ́дыжгӧ
575,nass::A,ஈரமான,нӧ́рӧ
576,trocken::A,உலர்ந்த,ку́кшо
577,voll::A,நிரம்பிய,тич
578,leer::A,காலியான,яра́
579,offen::A,திறந்த,виш
580,geschlossen::A,மூடப்பட்ட,пе́тырыме
581,geschlossen::A,மூடப்பட்ட,тӱ́чмӧ
582,sauber::A,சுத்தமான,ару́
583,sauber::A,சுத்தமான,янда́р
584,schmutzig::A,அழக்கான,лавыра́н
585,schmutzig::A,அழக்கான,ла́выргыше
586,roh::A,கச்சா,кӱ́чымӧ
587,reif::A,பழுத்த,лӧза́
588,lecker::A,சுவைமிக்க,ту́тло
589,süß::A,இனிப்பான,ше́ре
590,bitter::A,கசப்பான,ко́чо
591,sauer::A,புளிப்பாக,шо́по
592,hell::A,பளபளப்பான,во́лгыдо
593,dunkel::A,கருமையான,пычке́мыш
594,schwarz::A,கருப்பு வண்ண,шола́
595,weiß::A,வெண்மையன,ош
596,rot::A,சிவப்பு,йошка́р
597,gelb::A,மஞ்சள் வண்ணம்,сар
598,blau::A,நீல வண்ண,ка́нде
599,grün::A,பச்சை வண்ண,ужа́р
600,grau::A,சாம்பல் நிற,сур
601,bunt::A,வண்ண மயமான,олача́
602,billig::A,மலிவான,шу́лдо
603,teuer::A,விலை அதிகமான,ше́рге
604,wertvoll::A,மதிப்புள்ள,шергака́н
605,blind::A,பார்வையற்ற,со́кыр
606,taub::A,செவிடான,соҥгыра́
607,kräftig::A,வலிமையான,куа́тле
608,stark::A,பலமான,вия́н
609,schwach::A,பலவீனமான,а́лдыме
610,fett::A,பருமனாக,коя́
611,schlank::A,ஒல்லியான,йоштката́
612,schlank::A,ஒல்லியான,яжу́
613,hübsch::A,அழகிய,чеве́р
614,böse::A,கேடு விளைவிக்கும்,шы́де
615,dumm::A,முட்டாள்தனமான,аҥыра́
616,faul::A,சோம்பலான,його
617,fleißig::A,ஊக்கந்தளராத,ты́ршыше
618,geizig::A,கஞேசத்தனமான,чаҥга́
619,klug::A,சாதுரியமான,уша́н
620,geschickt::A,திறமையள்ள,уста́
621,lieb::A,அன்புக்குரிய,ала́л
622,lustig::A,களிப்புமிக்க,весела́
623,sanft::A,சாதுவான,ны́жылге
624,hungrig::A,பசியுடன்,шу́жышо
625,krank::A,நோயுற்று,че́рле
626,nackt::A,ஆடையற்ற,чарама́т
627,traurig::A,சோகமான,ойга́н
628,lebendig::A,பிழைப்பு,и́лыше
629,gut::A,நல்ல,сай
630,schlecht::A,கெட்ட,уда́
