,Concept_ID,ru,ba
784,tauen::V,таять,иреү
785,schmelzen::V,плавиться,иреү
786,trocknen::V,сохнуть,кибеү
787,sieden::V,кипеть,ҡайнау
788,faulen::V,гнить,сереу
789,verfaulen::V,сгнить,сереу
790,reißen::V,рваться,өҙөү
791,reißen::V,рваться,йыртылыу
792,versinken::V,тонуть,батыу
793,vergehen::V,проходить,үтеү
794,erscheinen::V,появиться,килеп сығыу
795,verschwinden::V,исчезнуть,юғалыу
796,sinken::V,спадать,түбәнәйеү
797,abnehmen::V,уменьшиться,кәметеү
798,zunehmen::V,увеличиваться,артыу
799,steigen::V,подниматься,күтәрелеү
800,wachsen::V,расти,үҫеү
801,glänzen::V,блестеть,ялтырау
802,funkeln::V,сверкать,баҙлау
803,lärmen::V,шуметь,шаулау
804,läuten::V,звонить,ҡағыу
805,klingeln::V,звонить,ҡағыу
806,klingeln::V,звонить,шылтыратыу
807,klirren::V,звякать,шылтыратыу
808,brausen::V,бушевать,ҡотороноу
809,rauschen::V,шелестеть,шыптырлау
810,klingen::V,звучать,яңғырау
811,bellen::V,лаять,өрөү
812,heulen::V,выть,олоу
813,blasen::V,дунуть,өрөү
814,pfeifen::V,свистеть,һызғырып ебәреү
815,schreien::V,кричать,ҡысҡырыу
816,stöhnen::V,стонать,уңғырашыу
817,zittern::V,дрожать,ҡалтырау
818,leben::V,жить,йәшәү
819,geboren werden::V,родиться,тыуыу
820,atmen::V,дышать,тын алыү
821,trinken::V,пить,эсеү
822,essen::V,есть,ашау
823,essen::V,кушать,ашау
824,schlucken::V,глотать,йотоу
825,müde werden::V,устать,арыу
826,einschlafen::V,заснуть,йоҡлап китеү
827,schlafen::V,спать,йоҡлау
828,aufwachen::V,проснуться,уяныу
829,aufstehen::V,встать,тороу
830,sich erholen::V,отдыхать,ял итеү
831,krank werden::V,заболеть,сирләү
832,krank sein::V,болеть,сирләү
833,schmerzen::V,болеть,ауыртыу
834,husten::V,кашлять,йүтәлләү
835,genesen::V,поправиться,һауығыу
836,sterben::V,умереть,үлеү
837,umkommen::V,погибнуть,һәләк булыу
838,sich bewegen::V,двигаться,хәрәкәт итеү
839,sich rühren::V,шевельнуться,ҡуҙғалыу
840,sich erheben::V,встать,тороу
841,sich setzen::V,сесть,ултырыу
842,hinfallen::V,упасть,ҡолау
843,laufen::V,ходить,йөрөү
844,schreiten::V,шагать,атлау
845,spazierengehen::V,гулять,ял итеп йороү
846,eilen::V,спешить,ашығыу
847,eilen::V,спешить,ҡабаланыу
848,sich beeilen::V,торопиться,ашығыу
849,sich beeilen::V,торопиться,ҡабаланыу
850,sausen::V,мчаться,елеү
851,rennen::V,бегать,йүгеп йөрөү
852,springen::V,прыгать,һикереү
853,klettern::V,лазать,үрмәләү
854,klettern::V,лазать,үрмәләп менеү
855,schaukeln::V,раскачиваться,сайҡалыу
856,kriechen::V,ползать,шыуышыу
857,schwimmen::V,плавать,йоҙөү
858,tauchen::V,нырять,сумыу
859,rudern::V,грести,ишеү
860,fahren::V,ехать,йөрөү
861,fliegen::V,летать,осоу
862,gehen::V,идти,барыу
863,weggehen::V,уйти,китеү
864,abfahren::V,отправиться,сығыу
865,anhalten::V,остановиться,тукталыу
866,hineingehen::V,входить,инеү
867,eintreten::V,войти,инеү
868,kommen::V,прийти,килеү
869,ankommen::V,прибыть,килеү
870,zurückkommen::V,возвратиться,ҡайтыу
871,bleiben::V,остаться,ҡалыу
872,warten::V,ждать,көтөп тороу
873,erwarten::V,ожидать,көтөү
874,suchen::V,искать,эҙләү
875,finden::V,найти,табыу
876,versuchen::V,пытаться,тырышып ҡарау
877,vorbereiten::V,подготовить,әҙерләү
878,lieben::V,любить,яратыу
879,mögen::V,любить,һөйөү
880,mögen::V,любить,яратыу
881,lachen::V,смеяться,көлөү
882,rühren::V,растрогать,ҡағылыу
883,weinen::V,плакать,илау
884,schimpfen::V,ругаться,һүгенеү
885,schimpfen::V,ругаться,тиргәнеү
886,schimpfen::V,ругаться,һуҡраныу
887,sich ärgern::V,сердиться,асыуланыу
888,sich fürchten::V,бояться,ҡурҡыу
889,fürchten::V,бояться,ҡурҡыу
890,fliehen::V,убегать,ҡасыу
891,flüchten::V,убежать,ҡасыу
892,sehen::V,видеть,күреү
893,anschauen::V,посмотреть,ҡарау
894,ansehen::V,смотреть,ҡарау
895,ansehen::V,смотреть,тикшереү
896,hören::V,слышать,ишетеү
897,zuhören::V,слушать,тыңлау
898,probieren::V,пробовать,татыу
899,riechen::V,нюхать,еҫкәү
900,fühlen::V,чувствовать,тойоу
901,scheinen::V,казаться,кеүек күренеү
902,scheinen::V,казаться,тойолоу
903,zu sehen sein::V,виднеться,күренеү
904,vernehmen::V,услышать,ишетеү
905,frieren::V,мерзнуть,туңыү
906,tun::V,делать,яһау
907,tun::V,делать,әшләү
908,können::V,мочь,алыу
909,können::V,мочь,мөмкин булыу
910,können::V,уметь,алыу
911,können::V,уметь,мөмкин булыу
912,wollen::V,хотеть,теләү
913,anfangen::V,начать,башлау
914,beenden::V,закончить,бөтөрөү
915,beenden::V,закончить,тамамлау
916,aufhören::V,перестать,туктау
917,gelingen::V,удаться,уңышлы булыу
918,geraten::V,оказаться,булып сығыу
919,öffnen::V,открыть,асыу
920,schließen::V,закрыть,йомоу
921,stellen::V,поставить,ҡуйыу
922,setzen::V,посадить,урынлаштырыу
923,legen::V,класть,һалыу
924,berühren::V,трогать,тейеү
925,berühren::V,трогать,ҡағылыу
926,verbinden::V,связать,ҡушыу
927,verbinden::V,связать,бәйләү
928,bedecken::V,покрыть,ҡаплау
929,aufhängen::V,повесить,элеү
930,anzünden::V,зажечь,тоҡандырыу
931,aufheben::V,поднять,мендереү
932,zurücklassen::V,оставить,ҡалдырыу
933,verlieren::V,потерять,юғалтыу
934,fallen lassen::V,уронить,төшөрөп ебәреү
935,machen::V,сделать,яһау
936,machen::V,сделать,эшләү
937,herstellen::V,изготовить,эшләп сығарыу
938,bauen::V,строить,төҙөү
939,reparieren::V,чинить,төҙәтеү
940,verbessern::V,улучшить,яҡшыртыу
941,ändern::V,изменить,үҙгәртеү
942,graben::V,копать,ҡаҙыу
943,beugen::V,согнуть,бөгөү
944,biegen::V,погнуть,бөгөү
945,drehen::V,вертеть,өйрөлтөү
946,drehen::V,вертеть,әйләндереү
947,wenden::V,повернуть,әйләндереү
948,umdrehen::V,перевернуть,түңкәреү
949,heben::V,поднимать,күтәреү
950,heben::V,поднимать,мендереү
951,hochheben::V,поднять,күтәреү
952,ergreifen::V,схватить,тотоп алыу
953,halten::V,держать,тотоу
954,drücken::V,нажимать,ҡыҫыу
955,schieben::V,толкать,этеү
956,schieben::V,толкать,төртөү
957,kratzen::V,скрести,ҡырыу
958,lecken::V,лизать,ялау
959,beißen::V,кусать,тешләү
960,abreißen::V,оторвать,өҙөү
961,abschneiden::V,отрезать,ҡырҡыу
962,binden::V,вязать,бәйләү
963,stecken::V,воткнуть,ҡаҙау
964,brechen::V,сломать,боҙоу
965,klopfen::V,стучать,шаҡылдау
966,hauen::V,бить,туҡмау
967,kleben::V,клеить,йәбештереү
968,reiben::V,тереть,ыуыу
969,reiben::V,тереть,ышҡыу
970,streichen::V,намазать,яғыу
971,schleifen::V,точить,үткерләү
972,schneiden::V,резать,ҡырҡыу
973,rütteln::V,шатать,һелкетеү
974,schütteln::V,трясти,һелкетеү
975,schwenken::V,махать,болғау
976,schütten::V,налить,ҡойоу
977,füllen::V,наполнить,тултырыу
978,einwickeln::V,завернуть,төрөү
979,tragen::V,нести,алып барыу
980,schleppen::V,тащить,һөйрәү
981,ziehen::V,тянуть,тартыу
982,aufbewahren::V,хранить,һаҡлау
983,werfen::V,бросать,ырғытыу
984,fangen::V,ловить,тотоу
985,packen::V,схватить,етеү
986,packen::V,схватить,тотоп алыу
987,verstecken::V,спрятать,йәшереү
988,teilen::V,разделить,бүлеү
989,schicken::V,посылать,ебәреү
990,bringen::V,принести,килтереү
991,hinzufügen::V,добавить,өтәү
992,bekommen::V,достать,алыу
993,erhalten::V,получить,алыу
994,nehmen::V,взять,алыу
995,wählen::V,выбрать,һайлаү
996,auswählen::V,отобрать,һайлап алыу
997,bewahren::V,сохранить,һаҡлау
998,behindern::V,препятствовать,тотҡарлыҡ яһау
999,verderben::V,испортить,боҙоу
1000,beschädigen::V,повредить,боҙоу
1001,zerbrechen::V,разбить,ҡыйратыу
1002,zerreißen::V,разорвать,йыртыу
1003,zerstören::V,разрушить,емереү
1004,verbrennen::V,сжечь,үртәү
1005,geben::V,дать,биреү
1006,reichen::V,передать,биреү
1007,schenken::V,дарить,бүләк итеү
1008,versprechen::V,обещать,вәғәҙә биреү
1009,wünschen::V,желать,теләу
1010,loben::V,хвалить,маҡтау
1011,küssen::V,целовать,үбеү
1012,wiegen::V,качать,бәүетеү
1013,wiegen::V,качать,тирбәтеү
1014,zudecken::V,накрыть,ҡаплау
1015,wecken::V,разбудить,уятыу
1016,zeigen::V,показать,күрһәтеү
1017,führen::V,вести,етәкләү
1018,lehren::V,учить,уҡытыу
1019,lehren::V,учить,өйрәтеү
1020,unterrichten::V,преподавать,уҡытыу
1021,aufziehen::V,воспитать,тәрбиәле
1022,leiten::V,руководить,етәкләү
1023,leiten::V,руководить,етәкселек итеү
1024,antreiben::V,подгонять,ашыҡтырыу
1025,lassen::V,заставить,мәжбүр итеү
1026,einladen::V,пригласить,саҡырыу
1027,vereinigen::V,объединить,берләштереү
1028,besuchen::V,посетить,килеп сығыу
1029,treffen::V,встретить,тойоү
1030,treffen::V,встретить,осратыу
1031,treffen::V,встретить,ҡаршылау
1032,sich versammeln::V,собраться,йыйылыу
1033,spielen::V,играть,тартыу
1034,singen::V,петь,йырлау
1035,tanzen::V,плясать,бейеү
1036,tanzen::V,танцевать,бейеү
1037,sich trennen::V,расстаться,айырылышыу
1038,verlassen::V,покинуть,ташлау
1039,verlassen::V,покинуть,ташлап китеү
1040,retten::V,спасти,ҡотҡарыу
1041,bewachen::V,охранять,һаҡлау
1042,schützen::V,уберегать,һаҡлау
1043,verteidigen::V,защитить,яҡлау
1044,sich schlagen::V,драться,һуғышыу
1045,schießen::V,стрелять,атыу
1046,siegen::V,победить,еңеү
1047,ärgern::V,сердить,асыуландырыу
1048,schlagen::V,ударить,бәреү
1049,schlagen::V,ударить,туҡмау
1050,treten::V,пинать,тибеү
1051,treten::V,пинать,типкеләү
1052,stechen::V,уколоть,сәнсеү
1053,stoßen::V,толкнуть,этеү
1054,stoßen::V,толкнуть,төртөү
1055,stehlen::V,украсть,урлау
1056,stören::V,помешать,ҡамасаулау
1057,belästigen::V,надоедать,бимазалау
1058,belästigen::V,надоедать,ҡамасаулау
1059,verbergen::V,скрыть,йәшереү
1060,täuschen::V,обмануть,ултыртыу
1061,betrügen::V,смошенничать,алдау
1062,töten::V,убить,үлтереү
1063,wohnen::V,проживать,йәшәү
1064,arbeiten::V,работать,эшләү
1065,sammeln::V,собрать,йыйыу
1066,pflücken::V,рвать,өҙөү
1067,pflücken::V,срывать,өҙөү
1068,jagen::V,охотиться,аулау
1069,fischen::V,рыбачить,аулау
1070,fassen::V,поймать,тотоу
1071,hüten::V,пасти,көтөү
1072,treiben::V,гнать,ҡыуыу
1073,anbinden::V,привязать,бәйләү
1074,füttern::V,кормить,ашатыу
1075,melken::V,доить,һауыү
1076,hacken::V,рубить,турау
1077,hacken::V,рубить,тапау
1078,gießen::V,полить,ҡойоу
1079,reifen::V,созреть,өлғөрөү
1080,zubereiten::V,приготовить,бешереү
1081,kochen::V,варить,бешереү
1082,backen::V,печь,бешереү
1083,braten::V,жарить,ҡурыу
1084,umrühren::V,перемешать,ҡатнаштырыу
1085,stricken::V,вязать,бәйләү
1086,nähen::V,шить,тегеү
1087,färben::V,покрасить,буяу
1088,reinigen::V,очистить,таҙартыу
1089,waschen::V,стирать,йыуыу
1090,abwischen::V,вытереть,һөртөү
1091,spülen::V,полоскать,сайҡау
1092,fegen::V,подметать,һепереү
1093,kehren::V,мести,һепереү
1094,baden::V,купаться,һыу инеү
1095,sich waschen::V,мыться,йыуыныу
1096,ausziehen::V,снять,сисеү
1097,anziehen::V,надеть,кейеү
1098,sich anziehen::V,одеться,кейенеү
1099,kämmen::V,причесать,тарау
1100,schmücken::V,украсить,биҙәү
1101,sagen::V,сказать,әйтеү
1102,sprechen::V,говорить,әйтеү
1103,sprechen::V,говорить,һөйләшеү
1104,reden::V,разговаривать,һөйләшеү
1105,sich unterhalten::V,беседовать,әңгәмәләшеү
1106,fragen::V,спросить,һорау
1107,bitten::V,просить,үтенеү
1108,erzählen::V,рассказать,һөйләү
1109,mitteilen::V,сообщить,әйтеү
1110,nennen::V,назвать,атау
1111,nennen::V,назвать,исемләү
1112,rufen::V,звать,саҡырыу
1113,prahlen::V,хвастаться,маҡтаныу
1114,prahlen::V,хвастаться,шапырыныу
1115,übersetzen::V,перевести,тәржемә итеү
1116,denken::V,думать,уйлау
1117,glauben::V,верить,ышаныу
1118,bemerken::V,заметить,күреү
1119,erkennen::V,узнать,таныу
1120,begreifen::V,понять,аңлау
1121,begreifen::V,постичь,аңлау
1122,verstehen::V,услышать,аңлау
1123,lernen::V,учиться,өйрәнеү
1124,wissen::V,знать,белеү
1125,sich erinnern an::V,вспомнить,хәтергә алыу
1126,vergessen::V,забыть,онотоу
1127,messen::V,мерить,үлсәү
1128,zählen::V,считать,һанау
1129,rechnen::V,считать,һанау
1130,lesen::V,читать,уҡыу
1131,malen::V,рисовать,һүрәт яһау
1132,malen::V,рисовать,рәсем төшөрөү
1133,zeichnen::V,рисовать,һүрәт яһау
1134,zeichnen::V,рисовать,рәсем төшөрөү
1135,schreiben::V,писать,яҙыу
1136,besitzen::V,иметь,биләү
1137,kaufen::V,купить,һатып алыу
1138,verkaufen::V,продать,һатыу
1139,bezahlen::V,заплатить,түләү
1140,zahlen::V,платить,түләү
1141,beherrschen::V,владеть,биләү
1142,ertragen::V,вытерпеть,түҙеү
