,Concept_ID,kn,sah
255,Sprache::N,ಭಾಷೆ,тыл
256,Stimme::N,ಧ್ವನಿ,куолас
257,Wort::N,ಮಾತು,тыл
258,Zeichen::N,ಗುರುತು,бэлиэ
259,Ruf::N,ಕೂಗು,ыҥырыы
260,Lärm::N,ಸದ್ದು,айдаан
261,Laut::N,ಶಬ್ದ,тыас
262,Ton::N,ನಾದ,дорҕоон
263,Lied::N,ಗಾನ,ырыа
264,Ruhe::N,ಶಾಂತಿ,уу чуумпу
265,Leute::N,ಮಂದಿ,дьон
266,Volk::N,ಜನಾಂಗ,дьон
267,Volk::N,ಜನಾಂಗ,норуот
268,Arbeit::N,ಕೆಲಸ,үлэ
269,Gast::N,ಅತಿಥಿ,ыалдьыт
270,Geschenk::N,ಕಾಣಿಕೆ,бэлэх
271,Spiel::N,ಆಟ,оонньуу
272,Gesellschaft::N,ಸಂಗ,общество
273,Hilfe::N,ಸಹಾಯ,көмө
274,Freund::N,ಸ್ನೇಹಿತ,доҕор
275,Kamerad::N,ಜೊತೆಗಾರ,атас
276,Angelegenheit::N,ವಿಚಾರ,дьыала
277,Anzahl::N,ಎಣಿಕೆ,ахсаан
278,Art::N,ತರ,биис
279,Stück::N,ತುಂಡು,кырбас
280,Teil::N,ಭಾಗ,ирээт
281,Hälfte::N,ಅರ್ಧ,аҥар
282,Kreis::N,ವೃತ್ತ,төгүрүк
283,Kreis::N,ವೃತ್ತ,төгүрүмтэ
284,Kreuz::N,ಶಿಲುಬೆ,кириэс
285,Linie::N,ರೀಖೆ,сурааһын
286,Strich::N,ಗೀಟು,сурааһын
287,Abstand::N,ಅಂತರ,арыт
288,Entfernung::N,ದೂರ,ыраах
289,Gegend::N,ವಿಸ್ತೀರ್ಣ,сир
290,Platz::N,ಅಂತರ,арыт
291,Ort::N,ಸ್ಥಳ,сир
292,Seite::N,ಪಕ್ಷ,өрүт
293,Seite::N,ಪಕ್ಷ,сирэй
294,Mitte::N,ನಡು,орто
295,Gegenstand::N,ವಸ್ತು,предмет
296,Sache::N,ವಸ್ತು,мал
297,Rand::N,ಅಂಚು,кытыы
298,Rand::N,ಅಂಚು,ойоҕос
299,Kante::N,ಅಂಚು,кырыы
300,Ecke::N,ಮೂಲೆ,муннук
301,Spitze::N,ತುದಿ,чыпчаал
302,Ende::N,ಕೊನೆ,төбө
303,Loch::N,ತೂತು,тэһэҕэс
304,Loch::N,ತೂತು,дьөлөҕөс
305,Winkel::N,ಕೋನ,муннук
306,Muster::N,ನಮೂನೆ,оһуор
307,Größe::N,ಪ್ರಮಾಣ,кээмэй
308,Länge::N,ಉದ್ದ,уста
309,Höhe::N,ಎತ್ತರ,үрдүк
310,Gewicht::N,ತೂಕ,ыйааһын
311,Menge::N,ಮೊತ್ತ,ахсаан
312,Haufen::N,ರಾಶಿ,чөмчөх
313,Reihe::N,ಸಾಲು,кэккэ
314,Boot::N,ದೋಣಿ,оҥочо
315,Ruder::N,ಹುಟ್ಟು,эрдии
316,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,сыарҕа
317,Ski::N,ಜಾರುಪಟ್ಟಿ,хайыһар
318,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,кутаа
319,Last::N,ಹೊರೆ,ыарахан
320,Gang::N,ತಿರುಗಾಟ,хаамыы
321,Schritt::N,ಹೆಜ್ಜೆ,хардыы
322,Norden::N,ಉತ್ತರ,хоту
323,Süden::N,ದಕ್ಷಿಣ,соҕуруу
324,Westen::N,ಪಶ್ಚಿಮ,арҕаа
325,Osten::N,ಮೂಡಲು,илин
326,Holz::N,ಚೌಬೀನೆ,мас
327,Brett::N,ಹಲಗೆ,дуоска
328,Brett::N,ಹಲಗೆ,хаптаһын
329,Platte::N,ಹಲಗೆ,билиитэ
330,Stütze::N,ಆಸರೆ,тулааһын
331,Stange::N,ಕಂಬ,ураҕас
332,Stock::N,ಕೋಲು,мас
333,Stock::N,ಕೋಲು,баалкы
334,Stab::N,ದೊಣ್ಣೆ,ураҕас
335,Rohr::N,ನಳಿಕೆ,турба
336,Haus::N,ಮನೆ,дьиэ
337,Heim::N,ಗೃಹ,дьиэ
338,Ofen::N,ಒಲೆ,оһох
339,Fußboden::N,ನೆಲ,муоста
340,Tisch::N,ಮೇಜು,остуол
341,Stuhl::N,ಕುರ್ಚಿ,устуул
342,Wiege::N,ತೊಟ್ಟಿಲು,биһик
343,Bett::N,ಹಾಸಿಗೆ,кырабаат
344,Regal::N,ಬೀರು,долбуур
345,Kiste::N,ಪಟ್ಟಿಗೆ,дьааһык
346,Fenster::N,ಕಿಟಕಿ,түннүк
347,Tür::N,ಬಾಗಿಲು,аан
348,Tor::N,ಹೆಬ್ಬಾಗಿಲು,аан
349,Zaun::N,ಬೇಲಿ,соппулуот
350,Dach::N,ಮಾಳಿಗೆ,кырыыса
351,Leiter::N,ಏಣಿ,кирилиэс
352,Besen::N,ಪೊರಕೆ,миинньик
353,Spaten::N,ಗುದ್ದಲಿ,күрдьэх
354,Schaufel::N,ಸನಿಕೆ,күрдьэх
355,Gabel::N,ಕವಲು,биилкэ
356,Löffel::N,ಚಮಚ,луоска
357,Messer::N,ಚಾಕು,быһах
358,Nagel::N,ಆಣಿ,тоһоҕо
359,Netz::N,ಬಲೆ,илим
360,Haken::N,ಕೊಂಡಿ,көхө
361,Griff::N,ಹಿಡಿ,ук
362,Griff::N,ಹಿಡಿ,тутаах
363,Schloss::N,ವೀಗ,күлүүс
364,Bild::N,ಚಿತ್ರ,хартыына
365,Figur::N,ಆಕಾರ,фигура
366,Puppe::N,ಗೊಂಬೆ,куукула
367,Beutel::N,ಸಂಚಿ,мөһөөччук
368,Bündel::N,ಕಟ್ಟು,баайыы
369,Tasche::N,ಚೀಲ,суумка
370,Eimer::N,ಬಾನೆ,биэдэрэ
371,Deckel::N,ಮುಚ್ಚಳ,хаппах
372,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,иһит
373,Sack::N,ಮೂಟೆ,куул
374,Tasse::N,ಬಟ್ಟಲು,сэлиэнэй
375,Topf::N,ಮಡಕೆ,көстүрүүҥкэ
376,Kessel::N,ಕೆಟಲ್,хочуол
377,Essen::N,ಊಟ,аһылык
378,Nahrung::N,ಆಹಾರ,ас
379,Speise::N,ಊಟ,аһылык
380,Fleisch::N,ಮಾಂಸ,эт
381,Getreide::N,ಧಾನ್ಯ,злактар
382,Brei::N,ಗಂಜಿ,хааһы
383,Brot::N,ರೊಟ್ಟಿ,килиэп
384,Scheibe::N,ಹೋಳು,куһуок
385,Fett::N,ಕೊಬ್ಬು,сыа
386,Butter::N,ಬೆಣ್ಣೆ,арыы
387,Öl::N,ಎಣ್ಣೆ,арыы
388,Salz::N,ಉಪ್ಪು,туус
389,Suppe::N,ಎಸರು,мин
390,Honig::N,ಮಧು,мүөт
391,Milch::N,ಹಾಲು,үүт
392,Tee::N,ಚಹ,чэй
393,Leder::N,ಚಕ್ಕಳ,тирии
394,Wolle::N,ಉಣ್ಣೆ,түү
395,Stoff::N,ಬಟ್ಟೆ,таҥас
396,Nadel::N,ಸೂಜಿ,иннэ
397,Faden::N,ದಾರ,сап
398,Knopf::N,ಗುಂಡು,тимэх
399,Knoten::N,ಗಂಟು,түмүк
400,Farbe::N,ಬಣ್ಣ,кырааска
401,Kleidung::N,ಅರಿವೆ,таҥас
402,Hemd::N,ಅಂಗಿ,ырбаахы
403,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,саҕа
404,Ärmel::N,ತೋಳು,сиэх
405,Hose::N,ಇಜಾರ,ыстаан
406,Hose::N,ಇಜಾರ,бүрүүкэ
407,Gürtel::N,ಬೆಲ್ಟು,кур
408,Mütze::N,ಟೋಪಿ,бэргэһэ
409,Schuh::N,ಪಾದರಕ್ಷೆ,бачыыҥка
410,Stiefel::N,ಬೂಟು,саппыкы
411,Ring::N,ಉಂಗುರ,биһилэх
412,Band::N,ರಿಬ್ಬನ್,лиэнтэ
413,Kamm::N,ಹಣಿಗೆ,тараах
414,Spiegel::N,ಕನ್ನಡಿ,сиэркилэ
415,Riemen::N,ಬಾರು,кур
416,Schnur::N,ಹುರಿ,быа
417,Leine::N,ಹಗ್ಗ,тэһиин
418,Decke::N,ಕಂಬಳಿ,суорҕан
419,Kissen::N,ದಿಂಬು,сыттык
420,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,былаат
421,Handtuch::N,ಚೌಕ,соттор
422,Kraft::N,ಬಲ,сыра
423,Stärke::N,ಶಕ್ತಿ,күүс
424,Gesundheit::N,ಆರೋಗ್ಯ,доруобуйа
425,Krankheit::N,ರೋಗ,ыарыы
426,Schmerz::N,ನೋವು,ыарыы
427,Wunde::N,ಗಾಯ,баас
428,Fieber::N,ಜ್ವರ,түрүлгэн
429,Fieber::N,ಜ್ವರ,лихорадка
430,Fieber::N,ಜ್ವರ,температура
431,Arznei::N,ಔಷಧ,эмп
432,Brücke::N,ಸೇತುವೆ,күргэ
433,Brunnen::N,ಬಾವಿ,холуодьас
434,Weide::N,ಗೋಮಾಳ,мэччирэҥ
435,Pfad::N,ದಾರಿ,ыллык
436,Weg::N,ಹಾದಿ,суол
437,Straße::N,ರಸ್ತೆ,суол
438,Dorf::N,ಹಳ್ಳಿ,дэриэбинэ
439,Stadt::N,ಪಟ್ಟಣ,куорат
440,Brief::N,ಕಾಗದ,сурук
441,Buch::N,ಪುಸ್ತಕ,кинигэ
442,Buchstabe::N,ಅಕ್ಷರ,буква
443,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,хаһыат
444,Leben::N,ಜೀವನ,тыын
445,Tod::N,ಮರಣ,өлүү
446,Grab::N,ಗೋರಿ,иин
447,Kirche::N,ಚರ್ಚು,таҥара дьиэтэ
448,Sünde::N,ಪಾಪ,айыы
449,Gott::N,ದೇವರು,тангара
450,Arbeiter::N,ಕೆಲಸಗಾರ,үлэһит
451,Chef::N,ದಣಿ,баһылык
452,Chef::N,ದಣಿ,начальник
453,Meister::N,ಶಿಕ್ಷಕ,уус
454,Meister::N,ಶಿಕ್ಷಕ,маастар
455,Arzt::N,ವೈದ್ಯ,врач
456,Lehrer::N,ಉಪಾಧ್ಯಾಯ,учуутал
457,Geld::N,ಹಣ,харчы
458,Geschäft::N,ವಾಣಿಜ್ಯ,идэ
459,Laden::N,ಅಂಗಡಿ,маҕаһыын
460,Preis::N,ಬೆಲೆ,сыана
461,Ware::N,ಸರಕು,табаар
462,Nutzen::N,ಲಾಭ,туһа
463,Reichtum::N,ಸಂಪತ್ತು,баай
464,Welt::N,ಭೂಲೋಕ,аан дойду
465,Land::N,ದೇಶ,дойду
466,Staat::N,ರಾಜ್ಯ,государство
467,König::N,ರಾಜ,король
468,Macht::N,ಅಧಿಕಾರ,былаас
469,Grenze::N,ಗಡಿ,кыраныысса
470,Krieg::N,ಯುದ್ಧ,сэрии
471,Feind::N,ಶತ್ರು,өстөөх
472,Gewalt::N,ಹಿಂಸೆ,күүһүлээһин
473,Kampf::N,ಹೋರಾಟ,охсуһуу
474,Bogen[Waffe]::N,ಬಿಲ್ಲು,ох
475,Pfeil::N,ಅಂಬು,ох
476,Gewehr::N,ಬಂದೂಕು,саа
477,Fehler::N,ತಪ್ಪು,сыыһа
478,Lüge::N,ಸುಳ್ಳು,сымыйа
479,Schaden::N,ಹಾನಿ,хоромньу
480,Unglück::N,ಅಪಾಯ,алдьархай
481,Schuld::N,ದೋಷ,буруй
482,Alter::N,ಮುಪ್ಪು,саас
483,Schluss::N,ಮುಕ್ತಾಯ,тиһэх
484,Zeit::N,ಕಾಲ,бириэмэ
485,Tag::N,ದಿನ,күн
486,Morgen::N,ಮುಂಜಾನೆ,сарсыарда
487,Mittag::N,ನಡುಹಗಲು,күн ортото
488,Abend::N,ಸಂಜೆ,киэһэ
489,Nacht::N,ರಾತ್ರಿ,түүн
490,Woche::N,ವಾರ,нэдиэлэ
491,Monat::N,ತಿಂಗಳು,ый
492,Jahr::N,ಸಂವತ್ಸರ,сыл
493,Jahr::N,ಸಂವತ್ಸರ,дьыл
494,Frühling::N,ವಸಂತ,саас
495,Sommer::N,ಬಿಸಿಲುಕಾಲ,сайын
496,Herbst::N,ಶರತ್ಕಾಲ,күһүн
497,Winter::N,ಚಳಿಗಾಲ,кыһын
498,Januar::N,ನಾಲ್ಚಳಿ,тохсунньу
499,Februar::N,ಅಯ್ಚಳಿ,олунньу
500,März::N,ಮೊಬ್ಬೇಸಿಗೆ,кулун тутар
501,April::N,ಇಬ್ಬೇಸಿಗೆ,муус устар ый
502,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,ыам ыйа
503,Juni::N,ಮೊಮ್ಮಳೆ,бэс ыйа
504,Juli::N,ಇಮ್ಮಳೆ,от ыйа
505,August::N,ಮುಮ್ಮಳೆ,атырдьах ыйа
506,September::N,ನಾಲ್ಮಳೆ,балаҕан ыйа
507,Oktober::N,ಮೊಚ್ಚಳಿ,алтынньы
508,November::N,ಇಚ್ಚಳಿ,сэтинньи
509,Dezember::N,ಮುಚ್ಚಳಿ,ахсынньы
510,Montag::N,ಸೋಮುವಾರ,бэнидиэнньик
511,Dienstag::N,ಮಂಗಳವಾರ,оптуорунньук
512,Mittwoch::N,ಬುಧವಾರ,сэрэдэ
513,Donnerstag::N,ಗುರುವಾರ,чэппиэр
514,Freitag::N,ಶುಕ್ರವಾರ,бээтинсэ
515,Samstag::N,ಶನಿವಾರ,субуота
516,Sonntag::N,ಭಾನುವಾರ,баскыһыанньа
517,groß::A,ದೊಡ್ಡ,бөдөҥ
518,groß::A,ದೊಡ್ಡ,улахан
519,klein::A,ಪುಟ್ಟ,кыр
520,lang::A,ದೀರ್ಘ,уһун
521,kurz::A,ಚಕ್ಕ,кылгас
522,breit::A,ಅಗಲವಾದ,кэтит
523,schmal::A,ಇಕ್ಕಟ್ಟಾದ,кыараҕас
524,dicht::A,ದಟ್ಟ,хойуу
525,dick[Gegenstand]::A,ದಟ್ಟ,суон
526,dick[Gegenstand]::A,ದಟ್ಟ,хойуу
527,dünn::A,ತೆಳು,чараас
528,fein::A,ಕೋಮಲ,бытархай
529,fein::A,ಕೋಮಲ,синньигес
530,fest::A,ಘನ,бөҕө
531,fest::A,ಘನ,кытаанах
532,flach::A,ಚಪ್ಪಟೆ,хаптаҕай
533,glatt::A,ನಯ,кылааккай
534,hart::A,ಗಟ್ಟಿ,хатан
535,hart::A,ಗಟ್ಟಿ,кытаанах
536,weich::A,ಮೃದುವಾದ,сымнаҕас
537,rund::A,ವರ್ತುಳ,төгүрүк
538,spitz::A,ಮೊನಚಾದ,сытыы
539,spitz::A,ಮೊನಚಾದ,уһуктаах
540,scharf::A,ತೀಕ್ಷ್ಣ,сытыы
541,stumpf::A,ಮೊಂಡು,сыппах
542,schwer::A,ಭಾರಿ,ыарахан
543,schön::A,ಸುಂದರ,кыраһыабай
544,heiß::A,ಬಿಸಿ,итии
