,Concept_ID,da,mrj
774,vergebens::ADV,forgæves,ӹзӹрӓ
775,vor::PRP,foran,анзыц
776,vor::PRP,foran,анзыцын
777,vor::PRP,uden for,анзыц
778,vor::PRP,uden for,анзыцын
779,hinter::PRP,bag,шайылан
780,hinter::PRP,bag,шайылный
781,hinter::PRP,bagved,шайылан
782,hinter::PRP,bagved,шайылный
783,unter::PRP,under,лӹвӓкӹ
784,durch::PRP,gennem,вашт
785,durch::PRP,igennem,вашт
786,neben::PRP,ved siden af,сага
787,zwischen::PRP,mellem,лош
788,zwischen::PRP,mellem,лошкы
789,wegen::PRP,på grund af,мычыц
790,dies::PRN,dette,тидӹ
791,dies::PRN,dette,ти
792,das::PRN,det,тидӹ
793,das::PRN,det,ти
794,alles::PRN,alt,цилӓ
795,ich::PRN,jeg,мый
796,du::PRN,du,тӹнь
797,er::PRN,han,тӹдӹ
798,wir::PRN,vi,мӓ
799,ihr::PRN,I,вӓ
800,sie::PRN,de,нӹнӹ
801,was::FPRN,hvad,ма
802,wer::FPRN,hvem,кӱ
803,wo::FADV,hvor,кышан
804,wo::FADV,hvor,кыштакен
805,wohin::FADV,hvorhen,кышкы
806,wie::FADV,hvordan,кыце
807,warum::FADV,hvorfor,малын
808,wieviel::FNUM,hvor meget,кынар
809,wieviel::FNUM,hvor meget,кынары
810,wieviel::FNUM,hvor meget,кынаркы
811,eins::NUM,én,иктӹ
812,eins::NUM,én,иктӹт
813,zwei::NUM,to,кок
814,zwei::NUM,to,кокты
815,drei::NUM,tre,кым
816,drei::NUM,tre,кымыт
817,vier::NUM,fire,нӹл
818,fünf::NUM,fem,вӹц
819,sechs::NUM,seks,куд
820,sechs::NUM,seks,кудытмозн
821,sieben::NUM,syv,шӹм
822,sieben::NUM,syv,шӹмӹт
823,acht::NUM,otte,кӓндӓкш
824,acht::NUM,otte,кӓндӓкшӹ
825,neun::NUM,ni,ӹндекшшӱдӹ
826,zehn::NUM,ti,лу
827,elf::NUM,elleve,луатик
828,elf::NUM,elleve,луатиктӹ
829,zwölf::NUM,tolv,луаткок
830,zwölf::NUM,tolv,луаткокты
831,zwanzig::NUM,tyve,коклы
832,dreißig::NUM,tredive,кымлы
833,vierzig::NUM,fyrre,нӹллӹ
834,vierzig::NUM,fyrretyve,нӹллӹ
835,fünfzig::NUM,halvtreds,вӹцлӹ
836,sechzig::NUM,tres,кудлу
837,siebzig::NUM,halvfjerds,шӹмлу
838,achtzig::NUM,firs,кӓндӓкшлу
839,neunzig::NUM,halvfems,ӹндекшлу
840,hundert::NUM,hundrede,шӱдӹ
841,tausend::NUM,tusind,тӹжем
842,und::CNJ,og,дöн
843,oder::CNJ,eller,льывы
844,stehen::V,stå,шалшаг
845,sitzen::V,sidde,шӹнзӓш
846,liegen::V,ligge,киӓш
847,hängen::V,hænge,кечӓш
848,werden::V,blive,шагалаш
849,passieren::V,ske,ӹштӓ́лтӓш
850,passieren::V,hænde,ӹштӓ́лтӓш
851,beginnen::V,begynde,тӹнгӓлӓлтӓш
852,enden::V,ende,пӹтӓш
853,wechseln::V,veksle,весемӓш
854,wechseln::V,veksle,весемӓлтӓш
855,aufgehen[Sonne]::V,gå op,авараш
856,aufgehen[Sonne]::V,stå op,авараш
857,untergehen[Sonne]::V,gå ned,шӹ́нзӓш
858,scheinen[Sonne]::V,skinne,сотемдӓрӓш
859,donnern::V,tordne,хӹдӹртӓш
860,wehen::V,blæse,ӹфӹлӓш
861,strömen::V,strømme,йогащ
862,fließen::V,flyde,йогащ
863,sich drehen::V,dreje sig,пöрдӓш
864,schwanken::V,vakle,лыпшалташ
865,schwingen::V,svinge,кӓчӓйӓш
866,fallen::V,falde,кенвазаш
867,fallen::V,falde,шынгалташ
868,brennen::V,brænde,йылаш
869,rauchen::V,ryge,шыпшаш
870,regnen::V,regne,юраш
871,gefrieren::V,fryse,гӓш
872,gefrieren::V,fryse,кӹлмаш
873,tauen::V,tø,шылаш
874,schmelzen::V,smelte,шӹрӓнӓш
875,trocknen::V,tørre,кошкаш
876,sieden::V,koge,шолаш
877,faulen::V,rådne,шӱӓш
878,verfaulen::V,rådne,йӓнгӓрӓлтӓш
879,reißen::V,briste,кышкедӓлтӓш
880,versinken::V,synke,ва́лаш
881,versinken::V,synke ned,ва́лаш
882,vergehen::V,forløbe,эртӓш
883,erscheinen::V,vise sig,каяш
884,verschwinden::V,forsvinde,ямаш
885,sinken::V,synke,пычаш
886,abnehmen::V,aftage,чӹдемӓш
887,abnehmen::V,aftage,кöтӹргӓш
888,zunehmen::V,tiltage,когоэмӓш
889,steigen::V,stige,лӱлта́лташ
890,wachsen::V,gro,кушкаш
891,wachsen::V,vokse,кушкаш
892,glänzen::V,glinse,йӹлгӹжӓш
893,funkeln::V,tindre,валгалташ
894,lärmen::V,larme,юкланаш
895,läuten::V,ringe,цоргаш
896,klingeln::V,ringe,цоргаш
897,klirren::V,klirre,цонгырталгаш
898,brausen::V,bruse,ышдымыла́наш
899,rauschen::V,suse,шу́жгаш
900,klingen::V,lyde,йо́нгаш
901,klingen::V,klinge,йо́нгаш
902,bellen::V,gø,опташ
903,heulen::V,hyle,урмыжаш
904,blasen::V,blæse,ӹфӹлӓш
905,pfeifen::V,fløjte,ши́шкаш
906,schreien::V,skrige,уташ
907,schreien::V,skrige,саслаш
908,schreien::V,skrige,варгынзаш
909,stöhnen::V,stønne,ӹнгӹрӓш
910,zittern::V,dirre,цӹтӹрӓш
911,zittern::V,skælve,цӹтӹрӓш
912,leben::V,leve,ӹлӓш
913,geboren werden::V,fødes,шачаш
914,atmen::V,ånde,шӱлӓш
915,trinken::V,drikke,йӱӓш
916,essen::V,spise,качкаш
917,schlucken::V,synke,нелӓш
918,müde werden::V,blive træt,янгылаш
919,einschlafen::V,falde i søvn,амален кеӓш
920,schlafen::V,sove,амалаш
921,aufwachen::V,vågne,понгыжалташ
922,aufstehen::V,stå op,кӹньӹл шагалаш
923,sich erholen::V,komme sig,кӓнаш
924,krank werden::V,blive syg,церлӓнен вазаш
925,krank sein::V,være syg,церлӓнӓш
926,krank sein::V,være syg,ясланаш
927,krank sein::V,være syg,ясыланаш
928,schmerzen::V,smerte,каршташ
929,husten::V,hoste,кахыраш
930,genesen::V,komme sig,паремӓш
931,genesen::V,komme sig,тöрлӓнӓш
932,sterben::V,dø,вазын колаш
933,umkommen::V,omkomme,пӹтӓш
934,sich bewegen::V,bevæge sig,кашташ
935,sich rühren::V,røre på sig,тӓрвӓнӓш
936,sich erheben::V,rejse sig,кӹньӹлӓш
937,sich setzen::V,sætte sig,шӹнзӓш
938,laufen::V,løbe,кашташ
939,schreiten::V,skride,ашкедӓш
940,spazierengehen::V,gå en tur,мадын кашташ
941,eilen::V,ile,вӓшкӓш
942,sich beeilen::V,skynde sig,вӓшкӓш
943,sich beeilen::V,skynde sig,талашаш
944,sausen::V,suse,хойхаланаш
945,sausen::V,suse,хояш
946,rennen::V,løbe,кыргыжаш
947,rennen::V,rende,кыргыжаш
948,springen::V,hoppe,тӹршештӓш
949,springen::V,springe,тӹршештӓш
950,klettern::V,klatre,ку́заш
951,schaukeln::V,gynge,лыпшалташ
952,kriechen::V,krybe,авалянаш
953,kriechen::V,krybe,ньыжиклӓш
954,schwimmen::V,svømme,илӓш
955,tauchen::V,dykke,цымаш
956,rudern::V,ro,шуалташ
957,fahren::V,køre,кеӓш
958,fliegen::V,flyve,чонгештӓш
959,gehen::V,gå,кеӓш
960,weggehen::V,gå bort,кеӓш
961,abfahren::V,køre bort,кеӓш
962,anhalten::V,standse,цӓрнӓш
963,hineingehen::V,gå ind,пыраш
964,eintreten::V,træde ind,пыраш
965,kommen::V,komme,толаш
966,ankommen::V,ankomme,шоаш
967,zurückkommen::V,komme tilbage,пöртӹлӓш
968,bleiben::V,blive,кодаш
969,bleiben::V,forblive,кодаш
970,warten::V,vente,вычаш
971,erwarten::V,vente,вычаш
972,erwarten::V,afvente,вычаш
973,suchen::V,søge,кӹчӓлӓш
974,finden::V,finde,моаш
975,versuchen::V,forsøge,путаяш
976,versuchen::V,forsøge,цацаш
977,vorbereiten::V,forberede,поспейӹктӓш
978,lieben::V,elske,яраташ
979,mögen::V,holde af,яраташ
980,mögen::V,kunne lide,яраташ
981,lachen::V,le,ваштылаш
982,rühren::V,røre,тӓрвӓтӓш
983,weinen::V,græde,мӓгӹрӓш
984,schimpfen::V,skænde,свырседӓлӓш
985,sich ärgern::V,ærgre sig,шӹдешкӓш
986,sich fürchten::V,være bange,лӱдӓш
987,fürchten::V,være bange for,лӱдӓш
988,fliehen::V,flygte,кыргыжаш
989,flüchten::V,flygte,кыргыж шӹлӓш
990,sehen::V,se,ужаш
991,anschauen::V,se på,анжалаш
992,anschauen::V,betragte,анжалаш
993,ansehen::V,anse,анжаш
994,hören::V,høre,колаш
995,zuhören::V,høre til,колышташ
996,probieren::V,smage,тотештӓш
997,probieren::V,smage,подыл анжаш
998,probieren::V,smage på,тотештӓш
999,probieren::V,smage på,подыл анжаш
1000,riechen::V,lugte,ӱпшӹнзӓш
1001,fühlen::V,føle,шижӓш
1002,scheinen::V,synes,каяш
1003,zu sehen sein::V,synes,каяш
1004,vernehmen::V,erfare,колын колташ
1005,frieren::V,fryse,кӹлмаш
1006,frieren::V,fryse,тӹнгӹргӓш
1007,tun::V,gøre,ӹштӓш
1008,können::V,kunne,кердӓш
1009,wollen::V,ville,жалаяш
1010,anfangen::V,begynde,тӹнгӓлӓш
1011,beenden::V,afslutte,пӹтӓрӓш
1012,aufhören::V,ophøre,цӓрнӓш
1013,aufhören::V,holde op,цӓрнӓш
1014,gelingen::V,lykkes,цӓш лиӓш
1015,geraten::V,blive,лиӓш
1016,öffnen::V,åbne,пачаш
1017,schließen::V,lukke,чӱчӓш
1018,stellen::V,stille,шӹндӓш
1019,setzen::V,sætte,шӹндӓш
1020,legen::V,lægge,опташ
1021,legen::V,lægge,пиштӓш
1022,berühren::V,berøre,тӹкӓлӓш
1023,verbinden::V,forbinde,пидӓш
1024,bedecken::V,dække,леведӓш
1025,bedecken::V,bedække,леведӓш
1026,aufhängen::V,hænge,сӓкӓш
1027,aufhängen::V,hænge op,сӓкӓш
1028,anzünden::V,tænde,чӱктӓш
1029,anzünden::V,antænde,чӱктӓш
1030,aufheben::V,løfte,кузыкташ
1031,aufheben::V,tage op,кузыкташ
1032,zurücklassen::V,lade tilbage,кодаш
1033,verlieren::V,miste,ямдаш
1034,fallen lassen::V,tabe,кенвацтараш
1035,fallen lassen::V,droppe,кенвацтараш
1036,machen::V,gøre,ӹштӓш
1037,herstellen::V,fremstille,йӓмдӹлӓш
1038,bauen::V,bygge,ӹштӓш
1039,reparieren::V,reparere,чиняш
1040,reparieren::V,reparere,алалаш
1041,verbessern::V,rette,яжоэмден шӹндӓш
1042,verbessern::V,forbedre,яжоэмден шӹндӓш
1043,ändern::V,ændre,вашталташ
1044,graben::V,grave,капаяш
1045,beugen::V,bøje,лывырташ
1046,beugen::V,bøje,каклярташ
1047,biegen::V,bøje,лывырташ
1048,drehen::V,dreje,сӓрӓш
1049,drehen::V,dreje,сӓрӹкӓлӓш
1050,wenden::V,vende,сӓрӓлӓш
1051,umdrehen::V,dreje om,сӓрӓлӓш
1052,heben::V,hæve,лӱктӓш
1053,hochheben::V,løfte,кузыкташ
1054,ergreifen::V,gribe fat i,хватяш
1055,halten::V,holde,кычаш
1056,drücken::V,trykke,темдӓш
1057,schieben::V,skyde,шӹкӓш
1058,schieben::V,skubbe,шӹкӓш
1059,kratzen::V,klø,нӹжӓш
1060,kratzen::V,kradse,нӹжӓш
1061,lecken::V,slikke,нылаш
1062,beißen::V,bide,пыралаш
1063,abreißen::V,rive af,кӹрӓш
1064,abreißen::V,rive af,кышкед нӓлӓш
1065,abschneiden::V,skære af,шулаш
1066,abschneiden::V,skære af,лаштыклаш
1067,binden::V,binde,пидӓш
1068,stecken::V,stikke,шыралаш
1069,brechen::V,brække,тодылаш
1070,brechen::V,brække,пыдырташ
1071,klopfen::V,banke,рушткаш
1072,hauen::V,hugge,шелӹштӓш
1073,kleben::V,klistre,клейӓш
1074,reiben::V,gnide,нӹжӓш
1075,streichen::V,smøre,шӹрӓш
1076,schleifen::V,slibe,шымаш
1077,schneiden::V,skære,пӹчкӓш
1078,schneiden::V,klippe,пӹчкӓш
1079,rütteln::V,ruske,мыльгыкташ
1080,schütteln::V,ryste,цӹтӹртӓш
1081,schütteln::V,ryste,мыльгыкташ
1082,schwenken::V,svinge,машыяш
1083,schütten::V,hælde,опталаш
1084,füllen::V,fylde,темӓш
1085,einwickeln::V,pakke ind,пӹтӹрӓ́лӓш
1086,tragen::V,bære,намалаш
1087,schleppen::V,slæbe,шӹдӹрӓш
1088,ziehen::V,trække,шыпшаш
1089,aufbewahren::V,opbevare,перегӓш
1090,werfen::V,kaste,кӹшкӓш
1091,fangen::V,fange,кычаш
1092,packen::V,gribe,хватяш
1093,verstecken::V,gemme,шӹлтӓш
1094,teilen::V,dele,пайылаш
1095,schicken::V,sende,колташ
1096,bringen::V,bringe,кандаш
1097,hinzufügen::V,tilføje,
1098,bekommen::V,få,лыкташ
1099,erhalten::V,få,получаяш
1100,nehmen::V,tage,налаш
1101,wählen::V,vælge,айыраш
1102,auswählen::V,udvælge,айыраш
1103,bewahren::V,bevare,перегӓш
1104,behindern::V,hindre,мешӓйӓш
1105,behindern::V,forhindre,мешӓйӓш
1106,verderben::V,ødelægge,портяш
1107,beschädigen::V,beskadige,шушырташ
1108,zerbrechen::V,brække itu,пыдырташ
1109,zerreißen::V,rive itu,кӹрӓш
1110,zerstören::V,ødelægge,шӓлӓтӓш
1111,verbrennen::V,brænde,йылаташ
1112,verbrennen::V,brænde,йылалташ
1113,geben::V,give,пуаш
1114,reichen::V,række,пуаш
1115,schenken::V,forære,подараш
1116,versprechen::V,love,сöрӓш
1117,wünschen::V,ønske,жалаяш
1118,loben::V,rose,хваляш
1119,küssen::V,kysse,шышшалаш
1120,wiegen::V,vugge,лӱнгӓлтӓш
1121,zudecken::V,dække til,пиштӓш
1122,wecken::V,vække,понгыжалтараш
1123,zeigen::V,vise,анжыкташ
1124,führen::V,føre,видӓш
1125,lehren::V,lære,тымдаш
1126,unterrichten::V,undervise,тымдаш
1127,aufziehen::V,opdrage,кушташ
1128,leiten::V,lede,видӓш
1129,leiten::V,lede,вуйлаташ
1130,leiten::V,lede,вуйлалташ
1131,antreiben::V,skynde på,талаштараш
1132,lassen::V,få til at,-ыкт
1133,einladen::V,indbyde,ӱжӓш
1134,einladen::V,invitere,ӱжӓш
1135,vereinigen::V,forene,иктештӓш
1136,besuchen::V,besøge,толаш
1137,treffen::V,møde,вӓшлиӓш
1138,treffen::V,møde,вӓшлиӓлтӓш
1139,sich versammeln::V,forsamles,цымыргаш
1140,spielen::V,lege,мадаш
1141,spielen::V,spille,мадаш
1142,singen::V,synge,мыраш
1143,tanzen::V,danse,кушташ
1144,sich trennen::V,skilles,айырлаш
1145,verlassen::V,forlade,шуаш
1146,retten::V,redde,ытараш
1147,bewachen::V,bevogte,оролаш
1148,schützen::V,skærme,перегӓш
1149,schützen::V,beskytte,перегӓш
1150,verteidigen::V,forsvare,перегӓш
1151,sich schlagen::V,slås,шидӓлӓш
1152,sich schlagen::V,slås,шиэдӓлӓш
1153,schießen::V,skyde,лӱӓш
1154,siegen::V,sejre,сӹнгӓш
1155,ärgern::V,ærgre,шӹдештӓрӓш
1156,schlagen::V,slå,пӓрен колташ
1157,schlagen::V,slå,хӹрӹктен колташ
1158,treten::V,sparke,чымаш
1159,stechen::V,stikke,пышкылаш
1160,stoßen::V,støde,шыркедӓш
1161,stehlen::V,stjæle,шолышт толаш
1162,stören::V,forstyrre,ӓрештӹлӓш
1163,belästigen::V,genere,кӓньӹсӹрлӓндӓрӓш
1164,belästigen::V,genere,шытырланыкташ
1165,belästigen::V,ulejlige,кӓньӹсӹрлӓндӓрӓш
1166,belästigen::V,ulejlige,шытырланыкташ
1167,verbergen::V,skjule,шӹлтӓш
1168,täuschen::V,villede,алталаш
1169,täuschen::V,villede,аталаш
1170,betrügen::V,bedrage,мошеньӹчӓйӓш
1171,töten::V,dræbe,пуштын шуаш
1172,wohnen::V,bo,ӹлӓш
1173,arbeiten::V,arbejde,пӓшӓлӓш
1174,arbeiten::V,arbejde,ровотаяш
1175,sammeln::V,samle,погаш
1176,pflücken::V,plukke,кӹрӓш
1177,jagen::V,jage,охотничӓйӓш
1178,fischen::V,fiske,кол кычаш
1179,fassen::V,fange,кычаш
1180,hüten::V,vogte,кӹтӓш
1181,treiben::V,drive,шуруяш
1182,anbinden::V,binde fast,ялшташ
1183,anbinden::V,binde fast,ялышташ
1184,füttern::V,fodre,пукшаш
1185,melken::V,malke,шыпшылаш
1186,hacken::V,hakke,роаш
1187,gießen::V,hælde,шӓвӓш
1188,reifen::V,modne,кӱӓш
1189,reifen::V,modne,поспейӓш
1190,zubereiten::V,tilberede,йӓмдӹлӓш
1191,kochen::V,koge,шолташ
1192,backen::V,bage,кӱктӓш
1193,braten::V,stege,жӓрӓш
1194,umrühren::V,røre om,намалаш
1195,stricken::V,strikke,пидӓш
1196,nähen::V,sy,ыргаш
1197,färben::V,farve,пидӓш
1198,reinigen::V,rense,чиӓлтӓш
1199,reinigen::V,gøre ren,чиӓлтӓш
1200,waschen::V,vaske,мышкаш
1201,abwischen::V,tørre af,ӹштӓш
1202,spülen::V,skylle,шӱӓлтӓш
1203,fegen::V,feje,ӹштӓш
1204,kehren::V,feje,ӹштӓш
1205,baden::V,bade,нӱштӹлӓш
1206,sich waschen::V,vaske sig,мышкылташ
1207,ausziehen::V,tage af,кыдашаш
1208,anziehen::V,tage på,чиӓш
1209,sich anziehen::V,klæde sig på,чиӓш
1210,kämmen::V,rede,шерӓш
1211,kämmen::V,frisere,шерӓш
1212,schmücken::V,pynte,цеверемдӓш
1213,schmücken::V,smykke,цеверемдӓш
1214,sagen::V,sige,манаш
1215,sagen::V,sige,келесӓш
1216,sprechen::V,snakke,манаш
1217,reden::V,tale,шайышташ
1218,reden::V,snakke,шайышташ
1219,sich unterhalten::V,snakke sammen,хытыраш
1220,sich unterhalten::V,snakke sammen,хытыргаш
1221,fragen::V,spørge,ядаш
1222,bitten::V,bede,ядаш
1223,erzählen::V,berette,келесӓш
1224,erzählen::V,fortælle,келесӓш
1225,mitteilen::V,meddele,попаш
1226,mitteilen::V,meddele,увертӓш
1227,mitteilen::V,meddele,увертӓрӓш
1228,nennen::V,nævne,лӹмдӓш
1229,rufen::V,råbe,ӱжӓш
1230,prahlen::V,prale,хайзаш
1231,prahlen::V,prale,шаргаланаш
1232,übersetzen::V,oversætte,вашташ
1233,denken::V,tænke,машанаш
1234,glauben::V,tro,ӹнянӓш
1235,bemerken::V,bemærke,цаклаш
1236,bemerken::V,lægge mærke til,цаклаш
1237,erkennen::V,genkende,пӓлӓш
1238,begreifen::V,begribe,ынгылаш
1239,verstehen::V,forstå,ынгылаш
1240,lernen::V,lære,тыменяш
1241,wissen::V,vide,пӓлӓш
1242,sich erinnern an::V,mindes,ышештӓрӓш
1243,sich erinnern an::V,huske på,ышештӓрӓш
1244,vergessen::V,glemme,монден кодаш
1245,messen::V,måle,висӓш
1246,zählen::V,tælle,шотаяш
1247,rechnen::V,regne,шотаяш
1248,lesen::V,læse,лыдаш
1249,malen::V,male,рисуяш
1250,zeichnen::V,tegne,ыдырка́лаш
1251,schreiben::V,skrive,вазаш
1252,besitzen::V,eje,кы́чаш
1253,besitzen::V,besidde,кы́чаш
1254,kaufen::V,købe,нӓлӓш
1255,verkaufen::V,sælge,выжалаш
1256,bezahlen::V,betale,тӱлӓш
1257,zahlen::V,betale,тӱлӓш
1258,beherrschen::V,beherske,кы́чаш
1259,ertragen::V,tåle,цӹтӓш
1260,ertragen::V,udholde,цӹтӓш
1261,hinfallen::V,,кенвазаш
1262,hinfallen::V,,шынгалташ
