,Concept_ID,en,fr
80,Feuer::N,fire,feu
81,Licht::N,light,lumière
82,Schatten::N,shadow,ombre
83,Wetter::N,weather,temps
84,Nebel::N,fog,brume
85,Nebel::N,fog,brouillard
86,Wolke::N,cloud,nuage
87,Regen::N,rain,pluie
88,Schnee::N,snow,neige
89,Eis::N,ice,glace
90,Frost::N,frost,gel
91,Frost::N,frost,gelée
92,Kälte::N,chill,froid
93,Hitze::N,heat,chaleur
94,Raureif::N,hoarfrost,givre
95,Regenbogen::N,rainbow,arc-en-ciel
96,Donner::N,thunder,tonnerre
97,Strömung::N,current,courant
98,Tropfen::N,drop,goutte
99,Schaum::N,foam,écume
100,Schaum::N,foam,mousse
101,Schmutz::N,dirt,boue
102,Schmutz::N,dirt,saleté
103,See::N,lake,lac
104,Sumpf::N,swamp,marais
105,Sumpf::N,swamp,marécage
106,Moor::N,moor,tourbière
107,Wiese::N,meadow,pré
108,Wald::N,forest,bois
109,Wald::N,forest,forêt
110,Hügel::N,hill,coteau
111,Hügel::N,hill,colline
112,Anhöhe::N,elevation,éminence
113,Anhöhe::N,elevation,élévation
114,Berg::N,mountain,mont
115,Berg::N,mountain,montagne
116,Gipfel::N,summit,cime
117,Gipfel::N,summit,sommet
118,Höhle::N,cave,caverne
119,Abhang::N,slope,pente
120,Abhang::N,slope,versant
121,Quelle::N,source,source
122,Quelle::N,source,fontaine
123,Bach::N,brook,ruisseau
124,Fluss::N,river,fleuve
125,Fluss::N,river,rivière
126,Ufer::N,shore,bord
127,Ufer::N,shore,rivage
128,Küste::N,coast,côte
129,Festland::N,land,terre ferme
130,Meer::N,sea,mer
131,Bucht::N,cove,baie
132,Insel::N,island,île
133,Blume::N,flower,fleur
134,Gras::N,grass,herbe
135,Wurzel::N,root,racine
136,Baum::N,tree,arbre
137,Stamm::N,trunk,tronc
138,Rinde::N,bark,écorce
139,Ast::N,limb,branche
140,Zweig::N,branch,rameau
141,Blatt::N,leaf,feuille
142,Birke::N,birch,bouleau
143,Kiefer[Baum]::N,pine,pin
144,Weide[Baum]::N,willow,saule
145,Tanne::N,fir,sapin
146,Horn::N,horn,corne
147,Feder::N,feather,plume
148,Fell::N,fur,peau
149,Flügel::N,wing,aile
150,Klaue::N,claw,serre
151,Kralle::N,claw,ongle
152,Kralle::N,claw,griffe
153,Schwanz::N,tail,queue
154,Ei::N,egg,œuf
155,Nest::N,nest,nid
156,Bau::N,lair,terrier
157,Tier::N,animal,animal
158,Herde::N,flock,troupeau
159,Kuh::N,cow,vache
160,Bulle::N,bull,taureau
161,Pferd::N,horse,cheval
162,Schaf::N,sheep,mouton
163,Schwein::N,pig,porc
164,Schwein::N,pig,cochon
165,Hund::N,dog,chien
166,Katze::N,cat,chat
167,Bär::N,bear,ours
168,Eichhörnchen::N,squirrel,écureuil
169,Elch::N,elk,élan
170,Fuchs::N,fox,renard
171,Hase::N,hare,lièvre
172,Maus::N,mouse,souris
173,Wolf::N,wolf,loup
174,Vogel::N,bird,oiseau
175,Schwarm::N,swarm,nuée
176,Schwarm::N,swarm,volée
177,Huhn::N,chicken,poule
178,Hahn::N,cock,coq
179,Gans::N,goose,oie
180,Adler::N,eagle,aigle
181,Ente::N,duck,canard
182,Eule::N,owl,hibou
183,Kranich::N,crane,grue
184,Krähe::N,crow,corneille
185,Kuckuck::N,cuckoo,coucou
186,Schwan::N,swan,cygne
187,Fisch::N,fish,poisson
188,Barsch::N,perch,perche
189,Hecht::N,pike,brochet
190,Schlange[Tier]::N,snake,serpent
191,Wurm::N,worm,ver
192,Spinne::N,spider,araignée
193,Ameise::N,ant,fourmi
194,Laus::N,louse,pou
195,Mücke::N,midge,moucheron
196,Fliege::N,fly,mouche
197,Schmetterling::N,butterfly,papillon
198,Beere::N,berry,baie
199,Apfel::N,apple,pomme
200,Pilz::N,mushroom,champignon
201,Zwiebel::N,onion,oignon
202,Saat::N,seed,semence
203,Korn::N,grain,grain
204,Heu::N,hay,foin
205,Schale::N,husk,pelure
206,Grube::N,pit,fosse
207,Falle::N,trap,piège
208,Schlinge::N,noose,lacs
209,Spur::N,track,trace
210,Asche::N,ashes,cendre
211,Dreck::N,filth,crotte
212,Eisen::N,iron,fer
213,Gold::N,gold,or
214,Silber::N,silver,argent
215,Kohle::N,coal,charbon
216,Glas::N,glass,verre
217,Lehm::N,clay,glaise
218,Sand::N,sand,sable
219,Mensch::N,human,homme
220,Mann::N,man,homme
221,Frau::N,woman,femme
222,Kind::N,child,enfant
223,Junge::N,boy,garçon
224,Mädchen::N,girl,fille
225,Mädchen::N,girl,jeune fille
226,Familie::N,family,famille
227,Großvater::N,grandfather,grand-père
228,Großmutter::N,grandmother,grand-mère
229,Eltern::N,parents,parents
230,Vater::N,father,père
231,Mutter::N,mother,mère
232,Sohn::N,son,fils
233,Tochter::N,daughter,fille
234,Bruder::N,brother,frère
235,Schwester::N,sister,sœur
236,Onkel::N,uncle,oncle
237,Tante::N,aunt,tante
238,Ehemann::N,husband,mari
239,Ehemann::N,husband,époux
240,Ehefrau::N,wife,femme
241,Ehefrau::N,wife,épouse
242,Freude::N,joy,joie
243,Freude::N,joy,plaisir
244,Gelächter::N,laughter,rires
245,Glück::N,happiness,bonheur
246,Kummer::N,grief,peine
247,Kummer::N,grief,chagrin
248,Wunsch::N,wish,désir
249,Lust::N,desire,envie
250,Geist::N,spirit,esprit
251,Gedanke::N,thought,idée
252,Gedanke::N,thought,pensée
253,Gedächtnis::N,memory,mémoire
254,Verstand::N,mind,raison
255,Sinn::N,meaning,sens
256,Grund::N,reason,cause
257,Grund::N,reason,raison
258,Wahrheit::N,truth,vérité
259,Gespräch::N,talk,conversation
260,Märchen::N,fairy tale,conte
261,Märchen::N,fairy tale,conte de fées
262,Erzählung::N,story,conte
263,Erzählung::N,story,narration
264,Nachricht::N,message,message
265,Neuigkeit::N,news,nouvelle
266,Name::N,name,nom
267,Rätsel::N,puzzle,énigme
268,Rätsel::N,puzzle,devinette
269,Rede::N,speech,parole
270,Rede::N,speech,discours
271,Sprache::N,language,langue
272,Sprache::N,language,langage
273,Stimme::N,voice,voix
274,Wort::N,word,mot
275,Zeichen::N,sign,signe
276,Ruf::N,call,cri
277,Ruf::N,call,appel
278,Lärm::N,noise,bruit
279,Laut::N,sound,son
280,Ton::N,tone,ton
281,Lied::N,song,chant
282,Lied::N,song,chanson
283,Ruhe::N,calm,calme
284,Ruhe::N,calm,tranquillité
285,Leute::N,people,gens
286,Volk::N,nation,peuple
287,Arbeit::N,work,travail
288,Gast::N,guest,hôte
289,Gast::N,guest,invité
290,Geschenk::N,gift,cadeau
291,Geschenk::N,gift,présent
292,Spiel::N,game,jeu
293,Gesellschaft::N,company,compagnie
294,Hilfe::N,help,aide
295,Hilfe::N,help,secours
296,Freund::N,friend,ami
297,Kamerad::N,companion,copain
298,Kamerad::N,companion,camarade
299,Angelegenheit::N,matter,affaire
300,Anzahl::N,count,nombre
301,Art::N,sort,sorte
302,Art::N,sort,espèce
303,Stück::N,piece,morceau
304,Teil::N,part,part
305,Teil::N,part,partie
306,Hälfte::N,half,moitié
307,Kreis::N,circle,cercle
308,Kreuz::N,cross,croix
309,Linie::N,line,ligne
310,Strich::N,stroke,trait
311,Abstand::N,gap,écart
312,Entfernung::N,distance,distance
313,Gegend::N,area,région
314,Gegend::N,area,contrée
315,Platz::N,space,place
316,Ort::N,place,lieu
317,Ort::N,place,endroit
318,Seite::N,side,côté
319,Mitte::N,middle,milieu
320,Gegenstand::N,item,objet
321,Sache::N,thing,chose
322,Rand::N,fringe,bord
323,Kante::N,edge,arête
324,Ecke::N,corner,coin
325,Ecke::N,corner,tournant
326,Spitze::N,tip,cime
327,Spitze::N,tip,pointe
328,Ende::N,end,bout
329,Loch::N,hole,trou
330,Winkel::N,angle,coin
331,Winkel::N,angle,réduit
332,Muster::N,pattern,dessin
333,Größe::N,size,grandeur
334,Länge::N,length,longueur
335,Höhe::N,height,hauteur
336,Höhe::N,height,altitude
337,Gewicht::N,weight,poids
338,Menge::N,amount,quantité
339,Haufen::N,heap,tas
340,Reihe::N,row,file
341,Reihe::N,row,rangée
342,Boot::N,boat,canot
343,Boot::N,boat,bateau
344,Ruder::N,oar,rame
345,Ruder::N,oar,aviron
346,Schlitten::N,sleigh,traîneau
347,Ski::N,ski,ski
348,Lagerfeuer::N,campfire,feu de camp
349,Last::N,load,charge
350,Last::N,load,fardeau
351,Gang::N,walk,tour
352,Gang::N,walk,marche
353,Schritt::N,step,pas
354,Norden::N,north,nord
355,Süden::N,south,sud
356,Westen::N,west,ouest
357,Westen::N,west,occident
358,Osten::N,east,est
359,Osten::N,east,orient
360,Holz::N,wood,bois
361,Brett::N,board,planche
362,Platte::N,slab,plaque
363,Stütze::N,bracket,appui
364,Stütze::N,bracket,soutien
365,Stange::N,pole,barre
366,Stange::N,pole,perche
367,Stock::N,stick,canne
368,Stab::N,staff,bâton
369,Rohr::N,pipe,tube
370,Rohr::N,pipe,tuyau
371,Haus::N,house,maison
372,Heim::N,home,maison
373,Ofen::N,stove,poêle
374,Fußboden::N,floor,plancher
375,Tisch::N,table,table
376,Stuhl::N,chair,chaise
377,Wiege::N,cradle,berceau
378,Bett::N,bed,lit
379,Regal::N,shelf,étagère
380,Kiste::N,box,caisse
381,Fenster::N,window,fenêtre
382,Tür::N,door,porte
383,Tor::N,gate,porte
384,Tor::N,gate,portail
385,Zaun::N,fence,clôture
386,Dach::N,roof,toit
387,Leiter::N,ladder,échelle
388,Besen::N,broom,balai
389,Spaten::N,spade,bêche
390,Schaufel::N,shovel,pelle
391,Gabel::N,fork,fourchette
392,Löffel::N,spoon,cuiller
393,Messer::N,knife,couteau
394,Nagel::N,nail,clou
395,Netz::N,net,filet
396,Haken::N,hook,croc
397,Haken::N,hook,crochet
398,Griff::N,handle,prise
399,Griff::N,handle,manche
400,Schloss::N,lock,serrure
401,Bild::N,picture,image
402,Bild::N,picture,tableau
403,Figur::N,figure,figure
404,Puppe::N,doll,poupée
405,Beutel::N,pouch,sac
406,Beutel::N,pouch,petit sac
407,Bündel::N,bundle,paquet
408,Bündel::N,bundle,faisceau
409,Tasche::N,bag,sac
410,Eimer::N,bucket,seau
411,Deckel::N,cover,couvercle
412,Geschirr::N,dishes,vaisselle
413,Sack::N,sack,sac
414,Tasse::N,cup,tasse
415,Topf::N,pot,pot
416,Topf::N,pot,marmite
417,Kessel::N,kettle,chaudron
418,Essen::N,meal,repas
419,Essen::N,meal,manger
420,Nahrung::N,food,nourriture
421,Speise::N,dish,plat
422,Fleisch::N,meat,viande
423,Getreide::N,corn,blé
424,Getreide::N,corn,céréales
425,Brei::N,mush,purée
426,Brei::N,mush,bouillie
427,Brot::N,bread,pain
428,Scheibe::N,slice,tranche
429,Fett::N,fat,graisse
430,Butter::N,butter,beurre
431,Öl::N,oil,huile
432,Salz::N,salt,sel
433,Suppe::N,soup,soupe
434,Suppe::N,soup,potage
435,Honig::N,honey,miel
436,Milch::N,milk,lait
437,Tee::N,tea,thé
438,Leder::N,leather,cuir
439,Wolle::N,wool,laine
440,Stoff::N,cloth,tissu
441,Stoff::N,cloth,étoffe
442,Nadel::N,needle,aiguille
443,Faden::N,thread,fil
444,Knopf::N,button,bouton
445,Knoten::N,knot,nœud
446,Farbe::N,paint,peinture
447,Kleidung::N,clothes,vêtements
448,Kleidung::N,clothes,habillement
449,Hemd::N,shirt,chemise
450,Kragen::N,collar,col
451,Ärmel::N,sleeve,manche
452,Hose::N,trousers,pantalon
453,Gürtel::N,belt,ceinture
454,Mütze::N,cap,bonnet
455,Mütze::N,cap,casquette
456,Schuh::N,shoe,soulier
457,Schuh::N,shoe,chaussure
458,Stiefel::N,boot,botte
459,Ring::N,ring,bague
460,Band::N,ribbon,ruban
461,Kamm::N,comb,peigne
462,Spiegel::N,mirror,glace
463,Spiegel::N,mirror,miroir
464,Riemen::N,strap,lanière
465,Riemen::N,strap,courroie
466,Schnur::N,string,corde
467,Schnur::N,string,ficelle
468,Leine::N,leash,laisse
469,Decke::N,blanket,couverture
470,Kissen::N,pillow,oreiller
471,Tuch::N,scarf,drap
472,Tuch::N,scarf,fichu
473,Handtuch::N,towel,serviette
474,Handtuch::N,towel,essuie-mains
475,Kraft::N,force,force
476,Stärke::N,strength,vigueur
477,Gesundheit::N,health,santé
478,Krankheit::N,illness,maladie
479,Schmerz::N,pain,douleur
480,Wunde::N,wound,plaie
481,Wunde::N,wound,blessure
482,Fieber::N,fever,fièvre
483,Arznei::N,medicine,remède
484,Arznei::N,medicine,médecine
485,Brücke::N,bridge,pont
486,Brunnen::N,well,puits
487,Weide::N,pasture,pâturage
488,Pfad::N,path,sentier
489,Weg::N,way,voie
490,Weg::N,way,chemin
491,Straße::N,road,route
492,Dorf::N,village,village
493,Stadt::N,town,cité
494,Stadt::N,town,ville
495,Brief::N,letter,lettre
496,Buch::N,book,livre
497,Buchstabe::N,character,lettre
498,Buchstabe::N,character,caractère
499,Zeitung::N,newspaper,journal
500,Leben::N,life,vie
501,Tod::N,death,mort
502,Grab::N,grave,tombe
503,Kirche::N,church,église
504,Sünde::N,sin,péché
505,Gott::N,god,dieu
506,Arbeiter::N,worker,ouvrier
507,Arbeiter::N,worker,travailleur
508,Chef::N,boss,chef
509,Chef::N,boss,patron
510,Meister::N,master,maître
511,Arzt::N,doctor,médecin
512,Lehrer::N,teacher,professeur
513,Lehrer::N,teacher,instituteur
514,Geld::N,money,argent
515,Geschäft::N,business,affaire
516,Geschäft::N,business,commerce
517,Laden::N,shop,magasin
518,Laden::N,shop,boutique
519,Preis::N,price,prix
520,Ware::N,ware,marchandise
521,Nutzen::N,profit,profit
522,Reichtum::N,wealth,richesse
523,Welt::N,world,monde
524,Land::N,country,pays
525,Staat::N,state,État
526,König::N,king,roi
527,Macht::N,power,pouvoir
528,Macht::N,power,puissance
529,Grenze::N,border,frontière
530,Krieg::N,war,guerre
531,Feind::N,enemy,ennemi
532,Gewalt::N,violence,violence
533,Kampf::N,fight,lutte
534,Kampf::N,fight,combat
535,Bogen[Waffe]::N,bow,arc
536,Pfeil::N,arrow,flèche
537,Gewehr::N,gun,fusil
538,Fehler::N,mistake,faute
539,Fehler::N,mistake,erreur
540,Lüge::N,lie,mensonge
541,Schaden::N,damage,dégât
542,Schaden::N,damage,dommage
543,Unglück::N,misfortune,malheur
544,Schuld::N,fault,faute
545,Schuld::N,fault,culpabilité
546,Alter::N,age,âge
547,Schluss::N,conclusion,fin
548,Zeit::N,time,temps
549,Tag::N,day,jour
550,Tag::N,day,journée
551,Morgen::N,morning,matin
552,Morgen::N,morning,matinée
553,Mittag::N,noon,midi
554,Abend::N,evening,soir
555,Abend::N,evening,soirée
556,Nacht::N,night,nuit
557,Woche::N,week,semaine
558,Monat::N,month,mois
559,Jahr::N,year,an
560,Jahr::N,year,année
561,Frühling::N,spring,printemps
562,Sommer::N,summer,été
563,Herbst::N,autumn,automne
564,Winter::N,winter,hiver
565,Januar::N,January,janvier
566,Februar::N,February,février
567,März::N,March,mars
568,April::N,April,avril
569,Mai::N,May,mai
570,Juni::N,June,juin
571,Juli::N,July,juillet
572,August::N,August,août
573,September::N,September,septembre
574,Oktober::N,October,octobre
575,November::N,November,novembre
576,Dezember::N,December,décembre
577,Montag::N,Monday,lundi
578,Dienstag::N,Tuesday,mardi
579,Mittwoch::N,Wednesday,mercredi
580,Donnerstag::N,Thursday,jeudi
581,Freitag::N,Friday,vendredi
582,Samstag::N,Saturday,samedi
583,Sonntag::N,Sunday,dimanche
584,groß::A,big,grand
585,klein::A,little,petit
586,lang::A,long,long
587,kurz::A,short,court
588,breit::A,wide,large
589,schmal::A,narrow,étroit
590,dicht::A,dense,dense
591,dick[Gegenstand]::A,thick,épais
592,dünn::A,thin,mince
593,fein::A,delicate,fin
594,fein::A,delicate,menu
595,fest::A,firm,ferme
596,fest::A,firm,solide
597,flach::A,flat,plat
598,glatt::A,smooth,poli
599,glatt::A,smooth,lisse
600,hart::A,hard,dur
601,weich::A,soft,mou
602,rund::A,round,rond
603,spitz::A,pointed,aigu
604,spitz::A,pointed,pointu
605,scharf::A,sharp,tranchant
606,stumpf::A,blunt,mousse
607,stumpf::A,blunt,émoussé
608,schwer::A,heavy,lourd
609,schwer::A,heavy,pesant
610,schön::A,beautiful,beau
611,heiß::A,hot,chaud
612,heiß::A,hot,très chaud
613,warm::A,warm,chaud
614,kalt::A,cold,froid
615,kühl::A,cool,frais
616,frisch::A,fresh,frais
617,feucht::A,damp,humide
618,nass::A,wet,mouillé
619,trocken::A,dry,sec
620,voll::A,full,plein
621,voll::A,full,rempli
622,leer::A,empty,vide
623,offen::A,open,ouvert
624,geschlossen::A,closed,clos
625,geschlossen::A,closed,fermé
626,sauber::A,clean,net
627,sauber::A,clean,propre
628,schmutzig::A,dirty,sale
629,schmutzig::A,dirty,crasseux
630,roh::A,raw,cru
631,roh::A,raw,brut
632,reif::A,ripe,mûr
633,lecker::A,delicious,délicieux
634,lecker::A,delicious,appétissant
635,süß::A,sweet,doux
636,bitter::A,bitter,amer
637,sauer::A,sour,aigre
638,hell::A,bright,clair
639,dunkel::A,dark,sombre
640,schwarz::A,black,noir
641,weiß::A,white,blanc
642,rot::A,red,rouge
643,gelb::A,yellow,jaune
644,blau::A,blue,bleu
645,grün::A,green,vert
646,grau::A,grey,gris
647,bunt::A,colourful,multicolore
648,bunt::A,colorful,multicolore
649,billig::A,cheap,bon marché
650,teuer::A,dear,cher
651,wertvoll::A,precious,précieux
652,blind::A,blind,aveugle
653,taub::A,deaf,sourd
654,kräftig::A,powerful,fort
655,kräftig::A,powerful,vigoureux
656,stark::A,strong,fort
657,stark::A,strong,puissant
658,schwach::A,weak,faible
659,fett::A,fat,gras
660,schlank::A,slim,svelte
661,hübsch::A,pretty,joli
662,böse::A,evil,mauvais
663,dumm::A,stupid,sot
664,dumm::A,stupid,bête
665,faul::A,lazy,fainéant
666,faul::A,lazy,paresseux
667,fleißig::A,diligent,appliqué
668,geizig::A,stingy,avare
669,klug::A,clever,intelligent
670,geschickt::A,skilful,habile
671,geschickt::A,skillful,habile
672,lieb::A,dear,cher
673,lieb::A,dear,gentil
674,lustig::A,merry,gai
675,lustig::A,merry,joyeux
676,sanft::A,gentle,doux
677,hungrig::A,hungry,affamé
678,krank::A,sick,malade
679,nackt::A,naked,nu
680,traurig::A,sad,triste
681,lebendig::A,living,vivant
682,gut::A,good,bon
683,schlecht::A,bad,mauvais
684,richtig::A,correct,juste
685,richtig::A,correct,correct
686,schlimm::A,nasty,grave
687,schlimm::A,nasty,mauvais
688,wahr::A,true,vrai
689,wahr::A,true,véritable
690,alt::A,old,vieux
691,neu::A,new,neuf
692,neu::A,new,nouveau
693,ehemalig::A,former,ancien
694,alt[Lebewesen]::A,aged,âgé
695,alt[Lebewesen]::A,aged,vieux
696,jung::A,young,jeune
697,arm::A,poor,pauvre
698,reich::A,rich,riche
699,bekannt::A,familiar,connu
700,berühmt::A,famous,fameux
701,berühmt::A,famous,célèbre
702,fremd::A,foreign,étranger
703,verschieden::A,different,différent
704,nah::A,near,lié
705,nah::A,near,proche
706,fern::A,far,éloigné
707,fern::A,far,lointain
708,linker::A,left,gauche
709,rechter::A,right,droit
710,anderer::A,other,autre
711,erster::A,first,premier
712,zweiter::A,second,second
713,zweiter::A,second,deuxième
714,dritter::A,third,troisième
715,letzter::A,last,dernier
716,allein::ADV,alone,seul
717,auf einmal::ADV,at once,à la fois
718,zusammen::ADV,together,ensemble
719,lange::ADV,long,longtemps
720,plötzlich::ADV,suddenly,tout à coup
721,sofort::ADV,instantly,immédiatement
722,später::ADV,later,plus tard
723,jetzt::ADV,now,maintenant
724,heute::ADV,today,aujourd'hui
725,morgen::ADV,tomorrow,demain
726,bald::ADV,soon,bientôt
727,dann::ADV,then,puis
728,dann::ADV,then,ensuite
729,gestern::ADV,yesterday,hier
730,einst::ADV,once,jadis
731,einst::ADV,once,autrefois
732,damals::ADV,at that time,alors
733,damals::ADV,at that time,à l'époque
734,danach::ADV,afterwards,après
735,danach::ADV,afterwards,ensuite
736,vorher::ADV,before,auparavant
737,zuerst::ADV,at first,d'abord
738,zuerst::ADV,at first,premièrement
739,einmal::ADV,once,une fois
740,manchmal::ADV,sometimes,parfois
741,manchmal::ADV,sometimes,quelquefois
742,oft::ADV,often,souvent
743,immer::ADV,always,toujours
744,niemals::ADV,never,ne ... jamais
745,hier::ADV,here,ici
746,hierhin::ADV,hither,par ici
747,hierhin::ADV,to here,par ici
748,hierhin::ADV,here,par ici
749,von hier::ADV,hence,d'ici
750,dort::ADV,there,là
751,dort::ADV,there,là-bas
752,dorthin::ADV,thither,y
753,dorthin::ADV,thither,par là
754,dorthin::ADV,there,y
755,dorthin::ADV,there,par là
756,dorthin::ADV,to there,y
757,dorthin::ADV,to there,par là
758,geradeaus::ADV,ahead,tout droit
759,vorwärts::ADV,forward,en avant
760,rückwärts::ADV,backward,en arrière
761,zurück::ADV,back,de retour
762,unten::ADV,below,en bas
763,unten::ADV,below,au-dessous
764,hinab::ADV,down,en bas
765,hinab::ADV,down,vers le bas
766,oben::ADV,above,dessus
767,oben::ADV,above,en haut
768,hinauf::ADV,up,en haut
769,hinauf::ADV,up,vers le haut
770,überall::ADV,everywhere,partout
771,nicht::ADV,not,ne ... pas
772,ein wenig::ADV,a little,un peu
773,kaum::ADV,hardly,à peine
774,sehr::ADV,very,très
775,so::ADV,so,si
776,so::ADV,so,ainsi
777,noch::ADV,still,encore
778,nur::ADV,only,seulement
779,nur::ADV,only,ne ... que
780,schon::ADV,already,déjà
781,wieder::ADV,again,de nouveau
782,vergebens::ADV,in vain,en vain
783,vor::PRP,in front of,devant
784,hinter::PRP,behind,derrière
785,unter::PRP,under,sous
786,unter::PRP,under,au-dessous de
787,durch::PRP,through,par
788,durch::PRP,through,à travers
789,neben::PRP,next to,à côté de
790,zwischen::PRP,between,entre
791,wegen::PRP,because of,à cause de
792,dies::PRN,this,ceci
793,das::PRN,that,ce
794,das::PRN,that,cela
795,alles::PRN,everything,tout
796,ich::PRN,I,je
797,ich::PRN,I,moi
798,du::PRN,you,tu
799,du::PRN,you,toi
800,du::PRN,thou,tu
801,du::PRN,thou,toi
802,er::PRN,he,il
803,er::PRN,he,lui
804,wir::PRN,we,nous
805,ihr::PRN,you,vous
806,sie::PRN,they,ils
807,sie::PRN,they,elles
808,was::FPRN,what,que
809,was::FPRN,what,quoi
810,wer::FPRN,who,qui
811,wo::FADV,where,où
812,wohin::FADV,where ... to,où
813,wohin::FADV,where to,où
814,wohin::FADV,where,où
815,wie::FADV,how,comment
816,warum::FADV,why,pourquoi
817,wieviel::FNUM,how much,combien
818,eins::NUM,one,un
819,zwei::NUM,two,deux
820,drei::NUM,three,trois
821,vier::NUM,four,quatre
822,fünf::NUM,five,cinq
823,sechs::NUM,six,six
824,sieben::NUM,seven,sept
825,acht::NUM,eight,huit
826,neun::NUM,nine,neuf
827,zehn::NUM,ten,dix
828,elf::NUM,eleven,onze
829,zwölf::NUM,twelve,douze
830,zwanzig::NUM,twenty,vingt
831,dreißig::NUM,thirty,trente
832,vierzig::NUM,forty,quarante
833,fünfzig::NUM,fifty,cinquante
834,sechzig::NUM,sixty,soixante
835,siebzig::NUM,seventy,soixante-dix
836,achtzig::NUM,eighty,quatre-vingt
837,neunzig::NUM,ninety,quatre-vingt-dix
838,hundert::NUM,a hundred,cent
839,tausend::NUM,a thousand,mille
840,und::CNJ,and,et
841,oder::CNJ,or,ou
842,stehen::V,stand,être debout
843,sitzen::V,sit,être assis
844,liegen::V,lie,être couché
845,hängen::V,hang,pendre
846,werden::V,become,devenir
847,passieren::V,happen,se passer
848,beginnen::V,begin,commencer
849,enden::V,end,finir
850,enden::V,end,se terminer
851,wechseln::V,change,changer
852,wechseln::V,change,alterner
853,aufgehen[Sonne]::V,rise,se lever
854,untergehen[Sonne]::V,set,se coucher
855,scheinen[Sonne]::V,shine,briller
856,donnern::V,thunder,tonner
857,wehen::V,blow,souffler
858,strömen::V,stream,affluer
859,fließen::V,flow,couler
860,sich drehen::V,revolve,tourner
861,schwanken::V,sway,osciller
862,schwanken::V,sway,chanceler
863,schwingen::V,swing,vibrer
864,schwingen::V,swing,osciller
865,fallen::V,fall,tomber
866,brennen::V,burn,brûler
867,brennen::V,burn,flamber
868,rauchen::V,smoke,fumer
869,regnen::V,rain,pleuvoir
870,gefrieren::V,freeze,geler
871,tauen::V,thaw,dégeler
872,schmelzen::V,melt,fondre
873,trocknen::V,dry,sécher
874,sieden::V,boil,bouillir
875,faulen::V,rot,pourrir
876,faulen::V,rot,se putréfier
877,verfaulen::V,decay,pourrir
878,reißen::V,snap,rompre
879,reißen::V,snap,se déchirer
880,versinken::V,sink,s'enfoncer
881,vergehen::V,pass,passer
882,erscheinen::V,appear,apparaître
883,verschwinden::V,disappear,disparaître
884,sinken::V,drop,descendre
885,sinken::V,drop,s'abaisser
886,abnehmen::V,decrease,diminuer
887,zunehmen::V,increase,augmenter
888,steigen::V,rise,monter
889,wachsen::V,grow,croître
890,glänzen::V,shine,briller
891,funkeln::V,sparkle,étinceler
892,lärmen::V,be noisy,faire du bruit
893,läuten::V,chime,sonner
894,klingeln::V,ring,sonner
