,Concept_ID,uz,et
806,wachsen::V,o'smoq,kasvama
807,glänzen::V,porlamoq,läikimä
808,funkeln::V,yalt ätmoq,sädelema
809,lärmen::V,taraq ätmoq,lärmama
810,läuten::V,jiringlamoq,helisema
811,klingeln::V,jiringlamoq,helisema
812,klirren::V,sharaqlamoq,kõlisema
813,brausen::V,vag'illamoq,kohisema
814,rauschen::V,shitirlamoq,kohisema
815,klingen::V,yangramoq,kõlama
816,bellen::V,hurmoq,haukuma
817,heulen::V,uvlamoq,uluma
818,blasen::V,puflamoq,puhuma
819,pfeifen::V,xushtak chalmoq ,vilistama
820,schreien::V,qiyqirmoq,karjuma
821,stöhnen::V,nola qilmoq,oigama
822,zittern::V,titramoq,värisema
823,leben::V,yashamoq,elama
824,leben::V,yashamoq,elus olema
825,geboren werden::V,tug'ilmoq,sündima
826,atmen::V,nafas chiqarmoq,hingama
827,trinken::V,ichmoq,jooma
828,essen::V,emoq,sööma
829,schlucken::V,yutmoq,neelama
830,müde werden::V,horimoq,väsima
831,einschlafen::V,uxlab qolmoq,uinuma
832,schlafen::V,uxlamoq,magama
833,aufwachen::V,uyg'onmoq,ärkama
834,aufstehen::V,qo'pmoq,ärkama
835,aufstehen::V,qo'pmoq,üles tõusma
836,sich erholen::V,dam olmoq,puhkama
837,krank werden::V,kasallanmoq,haigestuma
838,krank werden::V,kasallanmoq,haigeks jääma
839,krank sein::V,betob yotmoq,haige olema
840,schmerzen::V,og'rimoq,valutama
841,husten::V,yo'talmoq,köhima
842,genesen::V,tuzalmoq,toibuma
843,sterben::V,o'lmoq,surema
844,umkommen::V,halok bo'lmoq,surma saama
845,sich bewegen::V,harakat qilmoq,liikuma
846,sich rühren::V,qimirlamoq,liikuma
847,sich erheben::V,qo'pmoq,kerkima
848,sich setzen::V,o'tirmoq,istet võtma
849,hinfallen::V,yiqilmoq,kukkuma
850,hinfallen::V,yiqilmoq,maha kukkuma
851,laufen::V,yurmoq,kõndima
852,schreiten::V,yurmoq,astuma
853,spazierengehen::V,sayr ätmoq,jalutama
854,eilen::V,tezlamoq,ruttama
855,eilen::V,tezlamoq,kiirustama
856,sich beeilen::V,shoshmoq,ruttama
857,sich beeilen::V,shoshmoq,kiirustama
858,sausen::V,chopqillamoq,kihutama
859,sausen::V,chopqillamoq,tormama
860,rennen::V,yugurmoq,jooksma
861,rennen::V,yugurmoq,kihutama
862,springen::V,sakramoq,hüppama
863,klettern::V,yuqorilamoq,ronima
864,schaukeln::V,irg'amoq,kiikuma
865,kriechen::V,ämaklamoq,roomama
866,schwimmen::V,suzmoq,ujuma
867,tauchen::V,chu'mmoq,sukelduma
868,rudern::V,eshkak eshmoq,sõudma
869,fahren::V,haydamoq,sõitma
870,fliegen::V,uchmoq,lendama
871,gehen::V,bormoq,käima
872,gehen::V,bormoq,minema
873,weggehen::V,ketoq,ära minema
874,weggehen::V,ketoq,välja minema
875,abfahren::V,jo'namoq,väljuma
876,abfahren::V,jo'namoq,ära sõitma
877,anhalten::V,to'xtamoq,peatuma
878,hineingehen::V,kirmoq,sisenema
879,hineingehen::V,kirmoq,sisse minema
880,eintreten::V,kirmoq,sisenema
881,eintreten::V,kirmoq,sisse astuma
882,kommen::V,kelmoq,tulema
883,ankommen::V,etib kelmoq,saabuma
884,zurückkommen::V,qaytib kelmoq,tagasi tulema
885,bleiben::V,qolmoq,jääma
886,warten::V,poylamoq,ootama
887,erwarten::V,kutmoq,ootama
888,erwarten::V,kutmoq,lootma
889,suchen::V,izlamoq,otsima
890,finden::V,topmoq,leidma
891,versuchen::V,chalishmoq,püüdma
892,versuchen::V,chalishmoq,üritama
893,versuchen::V,chalishmoq,katsetama
894,vorbereiten::V,hozirlamoq,valmistama
895,lieben::V,sevmoq,armastama
896,mögen::V,ardoqlamoq,sallima
897,mögen::V,ardoqlamoq,meeldima
898,lachen::V,kulmoq,naerma
899,rühren::V,ta'sirlantirmoq,liigutama
900,rühren::V,ta'sirlantirmoq,heldima panema
901,weinen::V,yig'lamoq,nutma
902,schimpfen::V,koyinmoq,sõimama
903,sich ärgern::V,g'azab qilmoq,ärrituma
904,sich ärgern::V,g'azab qilmoq,vihastuma
905,sich fürchten::V,hurkmoq,kartma
906,sich fürchten::V,hurkmoq,hirmu tundma
907,fürchten::V,qo'rqmoq,kartma
908,fliehen::V,qochmoq,põgenema
909,flüchten::V,qochmoq,põgenema
910,sehen::V,ko'rmoq,nägema
911,anschauen::V,razm solmoq,vaatama
912,ansehen::V,razm qilmoq,vaatama
913,hören::V,äshitmoq,kuulma
914,zuhören::V,tinglamoq,kuulama
915,probieren::V,tatib ko'rmoq,proovima
916,riechen::V,iskamoq,nuusutama
917,fühlen::V,sezmoq,tundma
918,scheinen::V,tuyilmoq,näida
919,scheinen::V,tuyilmoq,ilmuda
920,zu sehen sein::V,ko'rinmoq,ilmuma
921,vernehmen::V,äshitmoq,üle kuulama
922,frieren::V,sovuq qotmoq,külmetada
923,tun::V,ätmoq,tegema
924,können::V,-a olmoq,võima
925,können::V,-a olmoq,oskama
926,können::V,-y olmoq,võima
927,können::V,-y olmoq,oskama
928,wollen::V,istamoq,tahtma
929,anfangen::V,boshlamoq,hakkama
930,anfangen::V,boshlamoq,alustama
931,beenden::V,bitirmoq,lõpetama
932,aufhören::V,tinmoq,lakkama
933,gelingen::V,muvaffaqiyat qozonmoq,õnnestuma
934,geraten::V,bo'lmoq,jõudma
935,öffnen::V,ochmoq,avama
936,schließen::V,yopmoq,sulgema
937,stellen::V,qo'ymoq,panema
938,stellen::V,qo'ymoq,asetama
939,setzen::V,o'tqazmoq,panema
940,legen::V,yotqizmoq,panema
941,legen::V,yotqizmoq,asetama
942,berühren::V,tegmoq,riivama
943,berühren::V,tegmoq,puudutama
944,verbinden::V,ulamoq,ühendama
945,bedecken::V,bekitmoq,katma
946,aufhängen::V,ildirmoq,riputama
947,anzünden::V,yondirmoq,süütama
948,aufheben::V,ko'tarmoq,üles tõstma
949,zurücklassen::V,ayrilmoq,jätma
950,verlieren::V,yo'qotmoq,kaotama
951,fallen lassen::V,tushirmoq,maha pillama
952,fallen lassen::V,tushirmoq,kukkuda laskma
953,machen::V,qilmoq,tegema
954,herstellen::V,chiqarmoq,valmistama
955,bauen::V,solmoq,ehitama
956,reparieren::V,tuzatmoq,parandama
957,verbessern::V,isloh qilmoq,parandama
958,ändern::V,o'zgartirmoq,muutma
959,ändern::V,o'zgartirmoq,ümber tegema
960,graben::V,qazimoq,kaevama
961,beugen::V,bukmoq,painutama
962,biegen::V,bukmoq,painutama
963,drehen::V,aylantirmoq,keerama
964,wenden::V,burmoq,ümber pöörama
965,umdrehen::V,ag'darmoq,ümber keerama
966,heben::V,yuksaltirmoq,tõstma
967,hochheben::V,ko'tarmoq,üles tõstma
968,hochheben::V,ko'tarmoq,kõrgele tõstma
969,ergreifen::V,tutamlamoq,haarama
970,halten::V,tutmoq,hoidma
971,drücken::V,bosmoq,pigistama
972,schieben::V,surmoq,lükkama
973,kratzen::V,qashimoq,kraapima
974,lecken::V,mijimoq,lakkuma
975,beißen::V,tishlamoq,purema
976,beißen::V,tishlamoq,hammustama
977,abreißen::V,emirmoq,rebima
978,abreißen::V,emirmoq,ära rebima
979,abschneiden::V,cho'rt kesmoq,ära lõikama
980,binden::V,bog'lamoq,siduma
981,stecken::V,suqmoq,pistma
982,brechen::V,sindirmoq,murdma
983,klopfen::V,dukurlamoq,koputama
984,hauen::V,urmoq,lööma
985,kleben::V,yopishtirmoq,kleepima
986,reiben::V,surkamoq,hõõruma
987,streichen::V,surkamoq,silitama
988,schleifen::V,qayramoq,lihvima
989,schleifen::V,qayramoq,teritama
990,schneiden::V,kesmoq,lõikama
991,rütteln::V,chayqamoq,raputama
992,schütteln::V,chayqamoq,raputama
993,schütteln::V,chayqamoq,loksutama
994,schwenken::V,chayqatmoq,vehkima
995,schwenken::V,chayqatmoq,lehvitama
996,schütten::V,quymoq,kallama
997,füllen::V,to'ldirmoq,täitma
998,einwickeln::V,chulg'amoq,sisse mähkima
999,tragen::V,tashimoq,kandma
1000,schleppen::V,sudramoq,tassima
1001,schleppen::V,sudramoq,lohistama
1002,ziehen::V,tortmoq,vedama
1003,ziehen::V,tortmoq,tõmbama
1004,aufbewahren::V,tutmoq,säilitama
1005,aufbewahren::V,tutmoq,alal hoidma
1006,werfen::V,tashlamoq,viskama
1007,fangen::V,tutmoq,püüdma
1008,packen::V,opqochmoq,kinni haarama
1009,packen::V,opqochmoq,kinni võtma
1010,verstecken::V,yashirmoq,peitma
1011,teilen::V,bo'lmoq,jagama
1012,teilen::V,bo'lmoq,jaotama
1013,schicken::V,yubormoq,saatma
1014,bringen::V,keltirmoq,viima
1015,hinzufügen::V,tirkamoq,lisama
1016,bekommen::V,olmoq,saama
1017,erhalten::V,olmoq,saama
1018,nehmen::V,olmoq,võtma
1019,wählen::V,saylamoq,valima
1020,auswählen::V,saylamoq,valima
1021,bewahren::V,saqlamoq,hoidma
1022,behindern::V,xalal bermoq,takistama
1023,verderben::V,xazon qilmoq,rikkuma
1024,beschädigen::V,buzmoq,rikkuma
1025,zerbrechen::V,sindirmoq,katki tegema
1026,zerreißen::V,yirtmoq,katki rebima
1027,zerstören::V,vayron qilmoq,purustama
1028,verbrennen::V,kuydirmoq,põletama
1029,geben::V,bermoq,andma
1030,reichen::V,bermoq,andma
1031,reichen::V,bermoq,ulatama
1032,schenken::V,sovg'a qilmoq,kinkima
1033,versprechen::V,va'da bermoq,lubama
1034,versprechen::V,va'da bermoq,tõotama
1035,wünschen::V,orziqmoq,soovima
1036,loben::V,maqtamoq,kiitma
1037,küssen::V,o'pmoq,suudlema
1038,wiegen::V,tebratmoq,hällitama
1039,zudecken::V,yopmoq,kaanetama
1040,zudecken::V,yopmoq,kinni katma
1041,wecken::V,uyg'otmoq,äratama
1042,zeigen::V,ko'rsatmoq,näitama
1043,führen::V,boshlik bo'lmoq,juhatama
1044,lehren::V,o'rgatmoq,õpetama
1045,unterrichten::V,dars bermoq,õpetama
1046,aufziehen::V,o'stirmoq,üles kasvatama
1047,leiten::V,boshqarmoq,juhtima
1048,antreiben::V,shoshiltirmoq,ergutama
1049,lassen::V,ruxsat bermoq,laskma
1050,einladen::V,taklif kilmoq,kutsuma
1051,vereinigen::V,qo'shmoq,ühendama
1052,besuchen::V,mehmonga bormoq,külastama
1053,treffen::V,duchor bo'lmoq,kohtama
1054,sich versammeln::V,to'planmoq,kogunema
1055,spielen::V,o'ynamoq,mängima
1056,singen::V,yalla qilmoq,laulma
1057,tanzen::V,raqs qilmoq,tantsima
1058,sich trennen::V,yakkalanmoq,lahku minema
1059,verlassen::V,qoldirmoq,maha jätma
1060,retten::V,qutqazmoq,päästma
1061,bewachen::V,qo'rimoq,valvama
1062,schützen::V,yoniga olmoq,kaitsma
1063,verteidigen::V,yoqlamoq,kaitsma
1064,sich schlagen::V,yoqalashmoq,kaklema
1065,schießen::V,otmoq,tulistama
1066,siegen::V,engmoq,võitma
1067,ärgern::V,jahl chiqarmoq,ärritama
1068,ärgern::V,jahl chiqarmoq,vihastama
1069,schlagen::V,urmoq,lööma
1070,treten::V,tepmoq,sõtkuma
1071,stechen::V,qadamoq,pistma
1072,stechen::V,qadamoq,torkama
1073,stoßen::V,turtmoq,tõukama
1074,stehlen::V,o'g'rilamoq,varastama
1075,stören::V,tebratmoq,segama
1076,stören::V,tebratmoq,häirima
1077,belästigen::V,g'ashini keltirmoq,ahistama
1078,verbergen::V,berkitmoq,peitma
1079,verbergen::V,berkitmoq,varjama
1080,täuschen::V,aldamoq,petma
1081,täuschen::V,aldamoq,tüssama
1082,betrügen::V,tirriq qilmoq,petma
1083,betrügen::V,tirriq qilmoq,tüssama
1084,betrügen::V,tirriq qilmoq,truudust murtma
1085,töten::V,o'ldirmoq,tapma
1086,töten::V,o'ldirmoq,surmama
1087,wohnen::V,istiqomat qilmoq,elama
1088,arbeiten::V,ishlamoq,töötama
1089,sammeln::V,yig'moq,koguma
1090,sammeln::V,yig'moq,korjama
1091,pflücken::V,termoq,noppima
1092,jagen::V,ov qilmoq,jahtima
1093,fischen::V,baliq ovlamoq,kalastama
1094,fischen::V,baliq ovlamoq,kala püüdma
1095,fassen::V,ilinmoq,püüdma
1096,hüten::V,boqtirmoq,karjatama
1097,treiben::V,haydamoq,ajama
1098,anbinden::V,bog'lamoq,kinni siduma
1099,füttern::V,edirmoq,söötma
1100,melken::V,sog'moq,lüpsma
1101,hacken::V,chopmoq,raiuma
1102,hacken::V,chopmoq,lõhkuma
1103,gießen::V,oqizmoq,kastma
1104,reifen::V,qizarmoq,valmima
1105,zubereiten::V,pishirmoq,valmistama
1106,kochen::V,qaynatmoq,keetma
1107,backen::V,yopmoq,küpsetama
1108,braten::V,qovurmoq,praadima
1109,umrühren::V,atalamoq,segama
1110,stricken::V,to'qimoq,kuduma
1111,nähen::V,tikmoq,õmblema
1112,färben::V,bo'yoqlamoq,värvima
1113,reinigen::V,tozalamoq,puhastama
1114,waschen::V,yuvmoq,pesema
1115,abwischen::V,surkamoq,puhtaks pühkima
1116,spülen::V,chaymoq,uhtma
1117,fegen::V,cho'tkalamoq,pühkima
1118,kehren::V,supurmoq,pühkima
1119,baden::V,cho'milmoq,suplema
1120,baden::V,cho'milmoq,kümblema
1121,sich waschen::V,yuvinmoq,end pesema
1122,ausziehen::V,echintirmoq,käest võtma
1123,ausziehen::V,echintirmoq,jalast võtma
1124,ausziehen::V,echintirmoq,seljast võtma
1125,anziehen::V,kiymoq,jalga panema
1126,sich anziehen::V,kiyinmoq,riietuma
1127,kämmen::V,taramoq,kammima
1128,schmücken::V,yasatmoq,kaunistama
1129,sagen::V,aytmoq,ütlema
1130,sprechen::V,so'zlamoq,rääkima
1131,sprechen::V,so'zlamoq,kõnelema
1132,reden::V,gapirmoq,kõnelema
1133,sich unterhalten::V,suhbatlashmoq,vestlema
1134,fragen::V,so'ramoq,küsima
1135,bitten::V,iltimos qilmoq,paluma
1136,erzählen::V,aytib bermoq,jutustama
1137,mitteilen::V,bildirmoq,teatama
1138,mitteilen::V,bildirmoq,teada andma
1139,nennen::V,atamoq,nimetama
1140,rufen::V,chaqirmoq,kutsuma
1141,prahlen::V,gerdaymoq,hooplema
1142,übersetzen::V,tarjima qilmoq,tõlkima
1143,denken::V,o'ylamoq,mõtlema
1144,glauben::V,ishonmoq,uskuma
1145,bemerken::V,payqamoq,märkama
1146,erkennen::V,tanimoq,ära tundma
1147,begreifen::V,tushunmoq,aru saama
1148,verstehen::V,anglamoq,mõistma
1149,lernen::V,o'qimoq,õppima
1150,wissen::V,bilmoq,teadma
1151,sich erinnern an::V,äsni tanimoq,mäletama
1152,vergessen::V,unutmoq,unustama
1153,messen::V,o'lchamoq,mõõtma
1154,zählen::V,raqamlamoq,loendama
1155,rechnen::V,cho'tlamoq,arvutama
1156,lesen::V,o'qimoq,lugema
1157,malen::V,rasm solmoq,maalima
1158,zeichnen::V,chizmoq,joonistama
1159,schreiben::V,yozmoq,kirjutama
1160,besitzen::V,ägalamoq,omama
1161,kaufen::V,olmoq,ostma
1162,verkaufen::V,sotmoq,müüma
1163,bezahlen::V,to'lamoq,tasuma
1164,zahlen::V,to'lamoq,maksma
1165,beherrschen::V,ägalamoq,valitsema
1166,ertragen::V,chidamoq,taluma
